Date,Open_SPG,High_SPG,Low_SPG,Close_SPG,Volume_SPG,AdjClose_SPG
2013-11-06,155.989989,157.159993,155.659992,156.159992,1104800,134.654546
2013-11-07,156.839987,157.019998,154.829993,155.320002,1439900,133.930235
2013-11-08,154.289994,154.289994,151.139987,153.009985,1566600,131.93834
2013-11-11,153.220003,153.739987,152.309991,152.479994,972400,131.481336
2013-11-12,151.819998,152.249993,149.189991,149.799997,1601000,129.170413
2013-11-13,148.149992,149.68,147.509995,149.68,1545600,130.109202
2013-11-14,149.49999,152.629997,149.47999,152.059991,1423200,132.178006
2013-11-15,151.509984,153.640006,151.509984,153.530002,1718200,133.455812
2013-11-18,153.539993,154.15999,152.289992,152.439995,1260100,132.508325
2013-11-19,152.209994,153.309992,151.069997,152.119989,1135800,132.23016
2013-11-20,152.180003,153.490003,149.819996,150.049997,1137100,130.430821
2013-11-21,150.289989,150.99,149.509998,150.689993,959600,130.987137
