Date,Open_MDT,High_MDT,Low_MDT,Close_MDT,Volume_MDT,AdjClose_MDT
2013-10-30,58.639999,58.82,57.68,57.939999,4035400,55.511212
2013-10-31,58.0,58.09,57.380001,57.400002,6619000,54.993851
2013-11-01,57.549999,57.759998,56.959999,57.259998,4723800,54.859717
2013-11-04,56.450001,57.470001,56.450001,57.27,8695700,54.8693
2013-11-05,56.799999,57.23,56.759998,57.099998,4104300,54.706424
2013-11-06,57.619999,58.09,57.349998,57.470001,4427800,55.060917
2013-11-07,57.560001,57.810001,57.259998,57.299999,4102500,54.898041
2013-11-08,57.299999,58.040001,57.130001,58.029999,3357500,55.59744
2013-11-11,58.200001,58.34,57.970001,58.09,2849100,55.654926
2013-11-12,57.990002,58.02,57.549999,57.889999,2612300,55.463309
2013-11-13,57.639999,58.200001,57.299999,58.189999,3398200,55.750732
2013-11-14,58.34,58.849998,58.0,58.84,3611100,56.373487
2013-11-15,58.75,58.830002,58.099998,58.549999,5443600,56.095642
2013-11-18,58.43,58.619999,58.080002,58.310001,3653000,55.865705
2013-11-19,57.849998,58.470001,57.299999,57.939999,4986800,55.511212
2013-11-20,58.040001,58.080002,56.52,56.889999,5823900,54.505228
2013-11-21,57.380001,57.459999,57.049999,57.099998,3776300,54.706424
2013-11-22,57.189999,57.639999,56.830002,57.599998,3742200,55.185465
2013-11-25,57.75,57.970001,57.139999,57.279999,2647200,54.878879
2013-11-26,57.349998,57.490002,56.91,57.360001,3548500,54.955527
2013-11-27,57.369999,57.639999,57.139999,57.450001,2239600,55.041755
2013-11-29,57.490002,57.52,57.139999,57.32,2247200,54.917203
2013-12-02,57.32,57.990002,57.150002,57.529999,3952100,55.118399
2013-12-03,57.369999,57.700001,57.080002,57.639999,4652900,55.223789
2013-12-04,57.27,58.02,56.66,56.93,4469300,54.543552
2013-12-05,56.950001,57.07,56.66,56.91,4352800,54.52439
2013-12-06,57.529999,58.18,57.490002,58.139999,3318200,55.702829
2013-12-09,58.169998,58.200001,57.599998,57.869999,3579300,55.444147
2013-12-10,57.400002,57.650002,57.25,57.380001,2740300,54.974689
2013-12-11,57.389999,57.43,56.200001,56.259998,4009900,53.901636
2013-12-12,56.110001,56.18,55.610001,55.650002,3496800,53.31721
2013-12-13,55.919998,56.18,55.560001,55.889999,2536100,53.547147
2013-12-16,56.240002,56.619999,56.130001,56.34,3156400,53.978284
2013-12-17,57.310001,57.380001,56.049999,56.59,4638100,54.217804
2013-12-18,56.810001,57.77,56.189999,57.759998,4786000,55.338757
2013-12-19,57.43,57.599998,57.09,57.169998,4110000,54.773489
2013-12-20,57.130001,57.189999,56.849998,56.889999,6769400,54.505228
2013-12-23,57.299999,57.439999,57.0,57.400002,3618800,54.993851
2013-12-24,57.41,57.470001,57.130001,57.369999,1249400,54.965106
2013-12-26,57.5,57.5,57.279999,57.470001,1887300,55.060917
2013-12-27,57.57,57.689999,57.259998,57.400002,1834800,54.993851
2013-12-30,57.470001,57.57,57.290001,57.369999,1882600,54.965106
2013-12-31,57.259998,57.490002,57.169998,57.389999,3299700,55.25394
2014-01-02,57.209999,57.459999,57.040001,57.240002,4219000,55.109525
2014-01-03,58.200001,58.5,57.709999,58.34,12577400,56.168582
2014-01-06,59.150002,59.77,58.900002,59.220001,10538100,57.015829
2014-01-07,59.779999,60.130001,59.529999,59.84,6510600,57.612752
2014-01-08,59.860001,60.93,59.740002,60.84,6725000,58.575532
2014-01-09,58.0,59.740002,57.919998,59.360001,8127900,57.150618
2014-01-10,59.669998,60.25,59.290001,59.950001,6548700,57.718658
2014-01-13,59.779999,59.98,59.18,59.25,4264000,57.044711
2014-01-14,59.5,59.549999,58.880001,59.41,4546500,57.198756
2014-01-15,59.599998,59.799999,59.18,59.330002,4785100,57.121736
2014-01-16,59.380001,59.560001,58.98,59.110001,4321400,56.909923
2014-01-17,59.110001,59.59,58.889999,59.509998,6485100,57.295033
2014-01-21,59.650002,59.889999,59.029999,59.369999,4484200,57.160244
2014-01-22,59.5,59.529999,58.66,59.150002,4085200,56.948435
2014-01-23,59.049999,59.220001,58.540001,58.709999,4396000,56.524809
2014-01-24,58.400002,58.5,57.16,57.16,5682400,55.032501
2014-01-27,57.299999,57.630001,56.860001,56.959999,4194300,54.839944
2014-01-28,57.0,57.57,57.0,57.09,4043300,54.965107
2014-01-29,56.759998,57.09,56.130001,56.360001,5511600,54.262278
2014-01-30,56.650002,57.310001,56.540001,57.009998,4705800,54.888083
2014-01-31,56.400002,56.939999,56.110001,56.560001,4404000,54.454835
2014-02-03,56.560001,56.580002,54.610001,54.709999,7089700,52.67369
2014-02-04,54.080002,54.689999,53.330002,53.599998,15925000,51.605003
2014-02-05,53.919998,54.970001,53.73,54.73,9615200,52.692946
2014-02-06,54.740002,55.07,54.580002,54.75,5124700,52.712202
2014-02-07,55.529999,55.720001,55.09,55.59,4302300,53.520937
2014-02-10,55.700001,55.970001,55.599998,55.810001,3688000,53.73275
2014-02-11,55.689999,56.529999,55.619999,56.470001,3407600,54.368184
2014-02-12,56.650002,56.830002,56.27,56.43,3032300,54.329672
2014-02-13,56.23,56.610001,56.07,56.599998,2543900,54.493343
2014-02-14,56.560001,57.0,56.150002,56.880001,5154800,54.762924
2014-02-18,56.790001,56.790001,55.299999,56.189999,7561500,54.098603
2014-02-19,56.130001,57.07,56.0,56.200001,6517500,54.108233
2014-02-20,56.360001,57.029999,56.169998,57.0,3846200,54.878457
2014-02-21,57.07,57.709999,57.0,57.119999,5084600,54.993989
2014-02-24,57.259998,58.040001,57.16,57.599998,4390700,55.456123
2014-02-25,57.75,57.759998,57.049999,57.450001,3253500,55.311708
2014-02-26,57.630001,58.23,57.52,57.810001,4008400,55.65831
2014-02-27,57.720001,58.32,57.720001,58.299999,3500300,56.13007
2014-02-28,58.27,59.799999,58.259998,59.259998,7156700,57.054338
2014-03-03,58.689999,59.41,58.529999,59.040001,4802400,56.842528
2014-03-04,59.650002,59.880001,59.450001,59.650002,4331100,57.429825
2014-03-05,59.75,59.84,59.200001,59.639999,3192600,57.420195
2014-03-06,59.950001,60.0,59.439999,59.77,4134500,57.545357
2014-03-07,60.029999,60.029999,59.369999,59.91,4133200,57.680146
2014-03-10,59.630001,60.099998,59.400002,60.07,4343700,57.834191
2014-03-11,60.060001,60.75,59.779999,60.259998,5143800,58.017118
2014-03-12,59.98,60.240002,59.639999,59.830002,4259700,57.603126
2014-03-13,60.0,60.240002,58.880001,59.029999,3963700,56.832899
2014-03-14,59.040001,59.509998,58.799999,58.860001,4333000,56.669228
2014-03-17,58.98,59.639999,58.98,59.220001,3577000,57.015829
2014-03-18,59.32,60.169998,59.279999,59.849998,3612300,57.622378
2014-03-19,60.0,60.490002,59.43,59.849998,3510700,57.622378
2014-03-20,59.810001,59.810001,59.169998,59.580002,2891600,57.362431
2014-03-21,60.060001,60.380001,58.66,58.830002,7155000,56.640346
2014-03-24,59.16,59.220001,57.860001,58.150002,4424900,55.985655
2014-03-25,58.349998,59.07,58.32,59.0,2971700,56.804016
2014-03-26,59.349998,59.98,59.200001,59.290001,4136700,57.083223
2014-03-27,59.220001,59.360001,58.470001,59.169998,4886500,56.967687
2014-03-28,59.709999,60.91,59.650002,60.41,7155800,58.161536
2014-03-31,61.5,61.740002,60.709999,61.540001,7741700,59.249478
2014-04-01,61.610001,62.200001,61.389999,61.610001,4626600,59.316873
2014-04-02,61.080002,62.0,61.080002,61.860001,4945800,59.829476
2014-04-03,62.09,62.41,61.880001,62.310001,4971800,60.264706
2014-04-04,62.150002,62.900002,61.43,61.57,5273600,59.548994
2014-04-07,61.560001,62.139999,61.459999,61.619999,5609000,59.597352
2014-04-08,61.610001,61.740002,60.860001,61.0,4307800,58.997705
2014-04-09,60.959999,61.459999,60.75,61.400002,5252400,59.384576
2014-04-10,61.470001,61.700001,59.669998,60.099998,5712600,58.127245
2014-04-11,59.849998,59.900002,59.110001,59.200001,4727200,57.256789
2014-04-14,56.150002,58.360001,55.849998,58.080002,10496000,56.173554
2014-04-15,58.0,58.459999,56.990002,58.049999,6820300,56.144536
2014-04-16,58.52,58.740002,57.959999,58.490002,5001000,56.570096
2014-04-17,58.360001,59.240002,58.18,58.549999,6056000,56.628124
2014-04-21,58.119999,59.110001,58.060001,58.939999,3844000,57.005322
2014-04-22,59.0,59.18,58.299999,58.299999,4161700,56.38633
2014-04-23,58.27,58.5,57.950001,58.380001,3521100,56.463706
2014-04-24,58.790001,58.950001,58.18,58.34,3387900,56.425018
2014-04-25,58.369999,58.369999,57.810001,58.209999,3141200,56.299284
2014-04-28,58.82,58.939999,58.0,58.73,5156300,56.802216
2014-04-29,58.799999,59.049999,58.610001,58.799999,2747600,56.869918
2014-04-30,58.700001,58.84,58.41,58.82,3143100,56.889262
2014-05-01,58.84,59.5,58.560001,59.209999,3765600,57.26646
2014-05-02,59.279999,59.389999,58.619999,58.77,4189200,56.840904
2014-05-05,58.619999,59.150002,58.25,59.049999,3979300,57.111712
2014-05-06,59.040001,59.610001,58.900002,59.200001,3878100,57.256789
2014-05-07,59.330002,59.41,58.669998,59.32,3716600,57.372849
2014-05-08,59.290001,59.790001,59.27,59.43,3215800,57.479239
2014-05-09,59.529999,60.349998,59.43,60.169998,3686000,58.194947
2014-05-12,60.450001,61.169998,60.389999,60.990002,3097000,58.988034
2014-05-13,61.02,61.18,60.419998,60.830002,3612700,58.833286
2014-05-14,60.720001,61.0,60.580002,60.650002,2821100,58.659195
2014-05-15,60.400002,60.549999,59.75,59.91,4631500,57.943483
2014-05-16,60.009998,60.400002,59.720001,60.389999,3945700,58.407727
2014-05-19,60.290001,60.68,60.150002,60.34,3556200,58.359369
2014-05-20,59.860001,59.889999,58.73,59.41,6871400,57.459895
2014-05-21,59.599998,60.07,59.389999,59.759998,3348700,57.798405
2014-05-22,59.73,59.950001,59.369999,59.779999,2511500,57.817749
2014-05-23,59.799999,60.0,59.669998,59.93,1890500,57.962827
2014-05-27,60.080002,60.5,59.91,60.419998,2302500,58.436741
2014-05-28,60.459999,60.529999,60.16,60.16,2490100,58.185277
2014-05-29,60.32,60.700001,60.119999,60.619999,1996600,58.630177
2014-05-30,60.52,61.060001,60.509998,61.029999,2881300,59.026719
2014-06-02,61.0,61.099998,60.549999,61.02,1925500,59.017048
2014-06-03,60.82,61.07,60.490002,61.009998,3738700,59.007375
2014-06-04,61.0,64.330002,60.849998,63.220001,12427300,61.144835
2014-06-05,61.860001,62.27,61.709999,62.040001,7570500,60.003568
2014-06-06,62.27,62.66,62.119999,62.470001,3485700,60.419454
2014-06-09,62.189999,62.459999,62.0,62.240002,2859200,60.197004
2014-06-10,62.009998,62.009998,61.41,61.860001,3030600,59.829476
2014-06-11,61.52,61.639999,60.93,61.169998,3126800,59.162123
2014-06-12,61.220001,61.32,60.619999,60.790001,3518600,58.794599
2014-06-13,61.93,61.93,60.59,60.700001,2085300,58.707553
2014-06-16,63.459999,63.900002,58.32,60.029999,65437800,58.059543
2014-06-17,61.860001,62.0,60.77,61.580002,28563100,59.558668
2014-06-18,61.889999,63.93,61.650002,63.77,20710500,61.676781
2014-06-19,64.019997,65.5,64.0,64.669998,23598400,62.547237
2014-06-20,64.980003,65.150002,63.560001,63.860001,17900300,61.763827
2014-06-23,63.810001,64.580002,63.700001,64.139999,10238600,62.034635
2014-06-24,63.740002,64.650002,63.66,64.07,9764000,61.966933
2014-06-25,64.309998,64.68,64.0,64.199997,8209700,62.092663
2014-06-26,64.400002,64.699997,63.720001,64.660004,10264200,62.53757
2014-06-27,64.639999,64.75,63.889999,64.120003,10748200,62.015295
2014-06-30,64.309998,64.43,63.669998,63.759998,11711600,61.667107
2014-07-01,63.290001,64.07,63.200001,63.91,7730100,62.10929
2014-07-02,63.91,64.209999,63.66,63.91,7148200,62.10929
2014-07-03,64.18,64.559998,63.810001,64.550003,4349900,62.731261
2014-07-07,63.91,64.220001,63.27,63.610001,7616000,61.817744
2014-07-08,64.080002,64.220001,63.509998,63.619999,7627800,61.82746
2014-07-09,64.059998,64.300003,63.5,63.599998,7576000,61.808023
2014-07-10,63.130001,63.57,62.650002,63.470001,5161600,61.681689
2014-07-11,63.439999,63.849998,62.880001,63.790001,7533700,61.992672
2014-07-14,64.0,64.089996,63.419998,64.040001,8873200,62.235628
2014-07-15,63.869999,64.349998,63.540001,63.560001,9138900,61.769153
2014-07-16,63.5,63.799999,61.970001,62.93,15113600,61.156903
2014-07-17,62.709999,62.759998,61.470001,61.52,10053000,59.786631
2014-07-18,61.919998,62.619999,61.740002,62.360001,7457300,60.602963
2014-07-21,62.209999,62.540001,61.73,62.41,5563500,60.651554
2014-07-22,62.599998,63.110001,62.48,62.709999,8613600,60.9431
2014-07-23,62.75,63.57,62.52,63.369999,8823000,61.584504
2014-07-24,63.619999,63.970001,63.209999,63.279999,9664700,61.49704
2014-07-25,63.259998,63.459999,62.610001,62.900002,5208300,61.127749
2014-07-28,62.77,63.029999,62.380001,62.759998,5988700,60.991691
2014-07-29,62.889999,62.98,62.200001,62.650002,6968000,60.884793
2014-07-30,62.84,62.959999,62.240002,62.580002,6593100,60.816766
2014-07-31,62.290001,62.349998,61.57,61.740002,6767900,60.000433
2014-08-01,61.34,61.939999,61.049999,61.48,6122500,59.747757
2014-08-04,61.66,62.59,61.200001,62.470001,5990800,60.709864
2014-08-05,62.310001,62.91,61.630001,61.990002,10402300,60.243389
2014-08-06,61.099998,61.810001,60.709999,61.299999,19503800,59.572828
2014-08-07,61.459999,61.650002,60.68,61.0,12885400,59.281282
2014-08-08,61.040001,62.27,60.759998,62.150002,10209500,60.398881
2014-08-11,62.34,62.610001,62.009998,62.07,5580900,60.321133
2014-08-12,62.0,62.349998,61.849998,62.209999,4420500,60.457188
2014-08-13,62.540001,63.48,62.41,63.470001,6665700,61.681689
2014-08-14,63.610001,64.040001,63.470001,63.73,5346900,61.934361
2014-08-15,63.52,63.82,62.779999,63.25,8477100,61.467886
2014-08-18,63.669998,63.779999,63.220001,63.470001,6170700,61.681689
2014-08-19,63.939999,64.07,63.279999,64.010002,8802400,62.206475
2014-08-20,63.720001,64.349998,63.470001,64.150002,5996400,62.34253
2014-08-21,64.480003,64.620003,64.080002,64.099998,3949400,62.293935
2014-08-22,64.019997,64.400002,63.52,63.59,5146200,61.798307
2014-08-25,63.93,64.080002,63.540001,63.630001,4470900,61.837181
2014-08-26,63.779999,63.93,63.490002,63.52,5102000,61.730279
2014-08-27,63.580002,63.709999,63.220001,63.360001,3051000,61.574788
2014-08-28,63.330002,63.48,63.060001,63.119999,3883100,61.341548
2014-08-29,63.419998,63.860001,63.060001,63.849998,4724000,62.050979
2014-09-02,63.869999,63.98,63.549999,63.91,5037800,62.10929
2014-09-03,64.0,64.589996,63.950001,64.309998,5606200,62.498018
2014-09-04,64.239998,64.540001,63.639999,64.010002,9243800,62.206475
2014-09-05,64.110001,64.349998,63.68,64.309998,6000200,62.498018
2014-09-08,64.400002,64.989998,64.32,64.769997,5627600,62.945056
2014-09-09,64.809998,65.910004,64.660004,65.540001,10835300,63.693365
2014-09-10,65.769997,66.209999,65.540001,65.970001,7495700,64.111249
2014-09-11,65.599998,65.849998,65.239998,65.739998,5843500,63.887727
2014-09-12,65.410004,65.790001,64.93,65.190002,5008300,63.353228
2014-09-15,65.25,65.410004,64.75,64.949997,3721700,63.119985
2014-09-16,64.830002,66.209999,64.43,66.190002,6301800,64.325052
2014-09-17,66.260002,66.32,65.300003,65.980003,8253700,64.12097
2014-09-18,66.309998,66.739998,66.040001,66.529999,5464600,64.655469
2014-09-19,66.970001,67.110001,66.220001,66.220001,9196400,64.354206
2014-09-22,65.949997,66.089996,65.480003,65.980003,7390400,64.12097
2014-09-23,63.490002,64.660004,63.310001,64.080002,18538800,62.274502
2014-09-24,64.07,64.379997,63.07,63.77,16432000,61.973235
2014-09-25,63.77,64.32,62.740002,62.75,10559400,60.981974
2014-09-26,62.919998,63.669998,62.68,63.34,8141700,61.555351
2014-09-29,62.66,63.02,62.5,62.540001,7876700,60.777892
2014-09-30,63.0,63.0,61.93,61.950001,14432900,60.204515
2014-10-01,61.950001,62.77,61.599998,62.470001,13010800,61.010239
2014-10-02,62.5,63.150002,61.84,62.799999,10372800,61.332526
2014-10-03,65.529999,65.82,64.790001,65.019997,29984000,63.500648
2014-10-06,65.260002,65.410004,64.779999,64.900002,10306700,63.383457
2014-10-07,64.389999,64.669998,63.849998,63.939999,8272900,62.445887
2014-10-08,63.880001,65.75,63.849998,65.730003,10207700,64.194064
2014-10-09,65.339996,65.599998,63.639999,63.650002,9472300,62.162666
2014-10-10,63.639999,64.940002,63.5,64.110001,10563500,62.611916
2014-10-13,63.900002,64.029999,63.009998,63.060001,8208100,61.586453
2014-10-14,63.450001,64.269997,63.029999,63.509998,9107200,62.025934
2014-10-15,62.369999,63.029999,59.830002,62.25,28912800,60.795379
2014-10-16,61.5,62.84,61.279999,61.810001,11991100,60.365662
2014-10-17,62.59,62.59,61.380001,61.990002,18747600,60.541456
2014-10-20,62.18,64.07,62.150002,63.84,12465500,62.348225
2014-10-21,64.080002,65.349998,63.98,64.980003,14523400,63.461589
2014-10-22,65.349998,65.580002,64.629997,64.660004,8396900,63.149067
2014-10-23,65.089996,65.879997,65.059998,65.610001,6642600,64.076865
2014-10-24,65.75,66.599998,65.650002,66.559998,7883000,65.004663
2014-10-27,66.419998,66.699997,65.510002,66.260002,6673100,64.711678
2014-10-28,66.32,66.529999,66.160004,66.510002,5708600,64.955836
2014-10-29,66.5,67.360001,66.230003,67.040001,8229200,65.47345
2014-10-30,66.830002,67.75,66.589996,67.43,5561100,65.854336
2014-10-31,68.209999,68.410004,67.889999,68.160004,8663400,66.567281
2014-11-03,68.120003,68.389999,67.580002,68.150002,4436000,66.557513
2014-11-04,68.110001,68.290001,67.389999,67.93,5679800,66.342652
2014-11-05,68.699997,69.010002,68.279999,68.699997,11671500,67.094656
2014-11-06,68.860001,69.099998,68.480003,68.739998,7329500,67.133722
2014-11-07,68.699997,68.860001,67.790001,68.099998,6054000,66.508678
2014-11-10,68.120003,68.75,67.690002,68.709999,5932900,67.104425
2014-11-11,68.709999,69.330002,68.459999,68.989998,4542400,67.377881
2014-11-12,68.550003,68.900002,68.25,68.5,4630500,66.899333
2014-11-13,68.82,69.620003,68.660004,69.379997,6920100,67.758767
2014-11-14,69.459999,69.489998,68.800003,68.949997,5833700,67.338814
2014-11-17,68.769997,69.639999,68.730003,69.190002,5325400,67.573212
2014-11-18,69.389999,72.739998,68.830002,72.470001,12950300,70.776565
2014-11-19,72.269997,72.459999,71.639999,71.760002,8109000,70.083157
2014-11-20,71.389999,72.089996,70.900002,72.080002,6878100,70.395679
2014-11-21,72.82,72.889999,72.129997,72.489998,8974400,70.796095
2014-11-24,72.599998,72.949997,72.309998,72.93,6667100,71.225815
2014-11-25,72.790001,73.129997,72.650002,72.790001,5621000,71.089087
2014-11-26,72.82,73.550003,72.760002,73.480003,5062600,71.762966
2014-11-28,73.93,74.529999,73.629997,73.870003,3074500,72.143852
2014-12-01,73.410004,74.169998,72.940002,73.870003,5350000,72.143852
2014-12-02,73.989998,74.779999,73.980003,74.330002,5500900,72.593103
2014-12-03,74.209999,75.040001,74.139999,74.839996,7224500,73.09118
2014-12-04,74.839996,74.989998,73.470001,73.940002,8246300,72.212216
2014-12-05,73.879997,75.099998,73.709999,75.040001,9583400,73.286511
2014-12-08,74.809998,75.309998,74.510002,74.790001,7343800,73.042353
2014-12-09,73.709999,74.779999,73.620003,74.720001,5373400,72.973989
2014-12-10,74.239998,74.580002,73.199997,73.230003,6506900,71.518808
2014-12-11,73.669998,74.279999,73.550003,73.769997,6224000,72.046183
2014-12-12,72.720001,73.720001,72.5,72.519997,7567800,70.825393
2014-12-15,73.419998,73.510002,71.970001,71.989998,6942700,70.307778
2014-12-16,70.800003,73.019997,70.779999,71.339996,8380100,69.672966
2014-12-17,71.75,72.769997,71.57,72.669998,9045900,70.971889
2014-12-18,73.730003,74.68,73.400002,74.629997,7014800,72.886088
2014-12-19,74.660004,75.0,74.0,74.620003,10460600,72.876327
2014-12-22,74.650002,75.639999,74.580002,75.57,10384000,73.804125
2014-12-23,75.550003,75.660004,73.739998,73.769997,7335600,72.046183
2014-12-24,73.879997,74.449997,73.419998,74.080002,3232500,72.348944
2014-12-26,74.050003,74.220001,73.510002,73.610001,4200400,71.889926
2014-12-29,73.379997,73.93,73.190002,73.690002,4611400,71.968058
2014-12-30,73.440002,73.629997,72.660004,73.07,4990800,71.659136
2014-12-31,73.279999,73.75,72.110001,72.199997,4737400,70.805931
2015-01-02,72.129997,72.989998,71.410004,71.879997,6029800,70.49211
2015-01-05,71.5,71.839996,71.089996,71.580002,11258700,70.197907
2015-01-06,72.0,72.470001,70.870003,71.220001,12838800,69.844858
2015-01-07,71.720001,73.099998,71.510002,73.0,8104100,71.590488
2015-01-08,73.709999,74.779999,73.709999,74.75,7608400,73.306698
2015-01-09,74.629997,74.839996,74.139999,74.400002,8787700,72.963457
