Date,Open_RRC,High_RRC,Low_RRC,Close_RRC,Volume_RRC,AdjClose_RRC
2015-01-07,51.18,51.290001,48.619999,49.119999,3123300,48.854297
2015-01-08,49.259998,50.529999,48.400002,50.049999,3099100,49.779267
2015-01-09,49.919998,51.040001,49.220001,50.290001,3185900,50.01797
2015-01-12,49.41,49.73,47.52,47.619999,4588300,47.362411
2015-01-13,47.830002,48.25,46.400002,47.02,4263700,46.765658
2015-01-14,47.220001,48.080002,46.16,47.950001,5449700,47.690628
2015-01-15,47.950001,49.080002,46.869999,46.950001,4884000,46.696037
2015-01-16,47.02,49.720001,46.950001,49.580002,4680400,49.311812
2015-01-20,48.279999,48.509998,46.810001,48.330002,3088000,48.068573
2015-01-21,48.77,50.470001,48.73,49.759998,1966300,49.490835
2015-01-22,49.82,50.18,48.02,49.029999,2354100,48.764784
2015-01-23,49.189999,50.369999,48.580002,48.639999,1900800,48.376894
2015-01-26,48.900002,49.669998,48.310001,49.52,2128000,49.252135
2015-01-27,49.369999,50.290001,48.310001,49.27,1767700,49.003487
2015-01-28,48.860001,48.889999,46.75,46.98,2535300,46.725873
2015-01-29,47.400002,47.849998,44.919998,45.490002,4435600,45.243935
2015-01-30,44.990002,46.93,44.169998,46.27,4262500,46.019715
2015-02-02,47.279999,48.299999,46.02,47.810001,5162000,47.551386
2015-02-03,48.59,51.720001,48.110001,51.389999,4991200,51.112019
2015-02-04,50.360001,50.560001,48.98,49.939999,3869600,49.669861
2015-02-05,50.790001,52.439999,50.419998,51.709999,3348000,51.430287
2015-02-06,52.369999,53.150002,51.080002,51.66,2855400,51.380558
2015-02-09,51.959999,52.77,50.57,50.84,2500700,50.564994
2015-02-10,50.84,52.630001,49.16,52.450001,3237100,52.166286
2015-02-11,52.0,52.73,51.029999,51.290001,3227800,51.012561
2015-02-12,52.139999,52.75,50.369999,50.77,2406500,50.495373
2015-02-13,51.5,51.610001,50.259998,50.84,2450400,50.564994
2015-02-17,50.669998,52.599998,50.560001,52.439999,2520100,52.156338
2015-02-18,51.57,53.32,51.529999,51.889999,2486600,51.609314
2015-02-19,50.290001,53.049999,50.099998,52.02,2332700,51.738612
2015-02-20,52.080002,52.66,51.200001,51.84,1965300,51.559585
2015-02-23,51.200001,52.419998,50.66,51.349998,1533200,51.072234
2015-02-24,51.369999,51.75,50.599998,51.240002,2205900,50.962832
2015-02-25,53.990002,55.259998,51.650002,53.91,6271900,53.618388
2015-02-26,53.23,53.59,50.48,50.82,3683100,50.545102
2015-02-27,51.419998,51.740002,49.32,49.540001,3093500,49.272027
2015-03-02,49.540001,49.599998,48.02,49.43,3902300,49.162622
2015-03-03,49.43,51.75,49.43,50.27,2378300,49.998078
2015-03-04,50.540001,50.540001,49.23,50.110001,1852500,49.838944
2015-03-05,49.689999,50.34,49.09,49.759998,1957000,49.490835
2015-03-06,49.099998,49.75,48.439999,48.75,2030900,48.4863
2015-03-09,48.509998,48.68,46.490002,46.610001,4216100,46.357876
2015-03-10,46.330002,46.759998,45.700001,45.98,2673900,45.731283
2015-03-11,45.919998,47.5,45.75,47.09,2272900,46.835279
2015-03-12,48.09,48.150002,45.330002,45.400002,2703000,45.192813
2015-03-13,44.990002,45.299999,43.880001,45.290001,3906000,45.083314
2015-03-16,44.93,46.200001,44.099998,46.07,2392900,45.859753
2015-03-17,46.07,47.110001,45.98,46.669998,2602900,46.457014
2015-03-18,46.23,49.529999,45.709999,49.02,3584200,48.796291
2015-03-19,47.740002,48.709999,47.049999,47.650002,2226100,47.432545
2015-03-20,48.189999,49.52,48.029999,49.349998,4244400,49.124783
2015-03-23,49.16,49.73,48.330002,48.360001,2289600,48.139303
2015-03-24,48.380001,49.889999,48.16,49.630001,2668600,49.403508
2015-03-25,49.900002,51.310001,49.09,50.900002,3050600,50.667713
2015-03-26,51.970001,52.450001,50.759998,51.119999,3215700,50.886706
2015-03-27,50.830002,52.16,50.209999,51.610001,2549100,51.374472
2015-03-30,51.790001,52.459999,51.009998,51.709999,2383700,51.474014
2015-03-31,51.27,52.740002,51.119999,52.040001,2719500,51.80251
2015-04-01,52.049999,52.73,51.32,51.630001,3375400,51.394381
2015-04-02,51.43,53.950001,51.400002,53.77,3201100,53.524614
2015-04-06,53.970001,54.91,53.400002,54.669998,2918800,54.420505
2015-04-07,54.740002,57.279999,54.509998,56.27,3806700,56.013205
2015-04-08,56.360001,56.849998,55.16,55.240002,2300400,54.987907
2015-04-09,55.439999,56.049999,55.0,55.869999,2211000,55.615029
2015-04-10,56.07,56.389999,54.52,55.25,1826400,54.997859
2015-04-13,56.23,56.23,54.189999,55.09,1672500,54.83859
2015-04-14,55.630001,58.060001,55.32,57.73,3171400,57.466541
2015-04-15,58.060001,61.57,57.450001,61.400002,5038200,61.119795
2015-04-16,61.0,62.52,59.75,60.959999,4248500,60.6818
2015-04-17,60.23,61.369999,59.919998,60.73,2847500,60.45285
2015-04-20,60.619999,61.959999,60.25,60.41,2148500,60.134311
2015-04-21,60.77,61.619999,59.400002,59.790001,1784100,59.517141
2015-04-22,60.049999,61.669998,59.830002,60.720001,2029000,60.442898
2015-04-23,60.610001,62.150002,60.560001,61.939999,2253300,61.657327
2015-04-24,61.860001,62.279999,60.77,61.360001,2464900,61.079976
2015-04-27,61.34,61.889999,60.560001,61.279999,2639300,61.00034
2015-04-28,61.450001,62.66,61.349998,62.299999,3570700,62.015685
2015-04-29,60.950001,62.619999,58.720001,62.060001,4986100,61.776783
2015-04-30,62.259998,64.620003,60.290001,63.560001,3753500,63.269937
2015-05-01,63.389999,65.290001,62.860001,64.75,3846100,64.454505
2015-05-04,64.879997,65.529999,63.75,64.099998,2640100,63.80747
2015-05-05,64.900002,65.209999,62.689999,62.77,2885100,62.483541
2015-05-06,63.599998,63.950001,61.75,62.060001,3086100,61.776783
2015-05-07,61.959999,62.02,60.310001,60.799999,3232300,60.522531
2015-05-08,61.529999,64.699997,60.369999,64.290001,4243700,63.996605
2015-05-11,64.040001,64.639999,62.41,62.919998,2440800,62.632855
2015-05-12,63.080002,64.980003,63.029999,63.810001,2603500,63.518796
2015-05-13,63.849998,64.470001,62.540001,62.700001,2050500,62.413861
2015-05-14,62.93,63.200001,60.919998,61.040001,2883200,60.761437
2015-05-15,60.869999,61.740002,59.950001,61.16,2545500,60.880888
2015-05-18,60.700001,61.16,58.900002,59.779999,2433500,59.507185
2015-05-19,59.349998,59.880001,58.040001,58.349998,2592500,58.083711
2015-05-20,58.540001,58.59,56.91,58.259998,2907200,57.994121
2015-05-21,58.759998,59.09,58.09,58.73,1930500,58.461978
2015-05-22,58.23,59.470001,58.0,58.639999,1134000,58.372388
2015-05-26,57.75,58.450001,56.73,57.029999,1913300,56.769735
2015-05-27,56.82,57.98,56.529999,57.279999,1848700,57.018594
2015-05-28,56.610001,56.720001,55.169998,55.48,2989300,55.226809
2015-05-29,55.52,56.02,55.009998,55.41,3413300,55.157129
2015-06-01,55.299999,55.919998,54.52,54.970001,2302000,54.719138
2015-06-02,55.25,56.360001,54.5,55.580002,2477400,55.326355
2015-06-03,55.610001,55.830002,55.07,55.580002,2207000,55.326355
2015-06-04,54.790001,55.799999,54.52,55.509998,3709800,55.256671
2015-06-05,54.990002,56.349998,54.68,54.700001,2692800,54.45037
2015-06-08,54.720001,55.630001,53.139999,54.150002,2594700,53.902881
2015-06-09,54.950001,56.18,54.299999,54.369999,2130400,54.121874
2015-06-10,55.07,55.169998,52.470001,52.93,7872000,52.688447
2015-06-11,53.080002,53.259998,51.610001,52.700001,4367500,52.459497
2015-06-12,52.419998,53.560001,52.110001,52.84,2910700,52.638809
2015-06-15,52.34,53.200001,51.939999,52.509998,2213500,52.310064
2015-06-16,52.860001,53.950001,52.330002,53.900002,2881600,53.694775
2015-06-17,54.330002,54.5,52.32,52.740002,3151800,52.539192
2015-06-18,53.110001,53.32,51.18,51.200001,4016400,51.005054
2015-06-19,50.799999,51.389999,49.790001,50.310001,4397900,50.118444
2015-06-22,50.400002,51.110001,49.599998,50.59,2537200,50.397376
2015-06-23,50.709999,50.91,49.669998,50.310001,2784900,50.118444
2015-06-24,50.299999,50.970001,50.110001,50.889999,3149600,50.696233
2015-06-25,50.939999,51.490002,50.57,51.040001,2891200,50.845664
2015-06-26,50.880001,51.450001,49.580002,49.619999,5096200,49.431069
2015-06-29,49.029999,50.25,48.459999,48.610001,2723300,48.424916
2015-06-30,49.099998,49.599998,48.82,49.380001,2583100,49.191985
2015-07-01,49.209999,49.400002,47.490002,47.82,3241600,47.637923
2015-07-02,48.220001,48.880001,47.75,47.970001,2366800,47.787353
2015-07-06,47.110001,47.970001,46.639999,47.169998,5297300,46.990396
2015-07-07,46.849998,47.080002,44.849998,46.84,7410000,46.661655
2015-07-08,46.900002,47.110001,44.900002,45.299999,3051700,45.127517
2015-07-09,46.099998,46.91,46.029999,46.290001,4971800,46.11375
2015-07-10,46.560001,46.75,45.23,45.27,4091700,45.097633
2015-07-13,45.43,46.220001,44.799999,46.110001,3614000,45.934435
2015-07-14,45.91,47.869999,45.73,47.709999,5218400,47.528341
2015-07-15,47.709999,47.950001,46.25,46.369999,2979000,46.193443
2015-07-16,46.77,46.959999,46.080002,46.209999,3575400,46.034052
2015-07-17,46.009998,46.16,43.009998,43.119999,4720500,42.955818
2015-07-20,42.689999,42.959999,40.700001,40.75,5667200,40.594843
2015-07-21,41.139999,41.830002,40.830002,41.189999,3320400,41.033166
2015-07-22,40.98,41.540001,40.740002,41.400002,4436000,41.242369
2015-07-23,41.41,43.330002,41.169998,42.950001,4686400,42.786467
2015-07-24,42.509998,42.759998,41.52,42.32,5060900,42.158864
2015-07-27,42.18,43.169998,41.52,42.240002,5453900,42.079171
2015-07-28,42.360001,45.040001,41.880001,43.950001,5745500,43.782659
2015-07-29,43.02,43.740002,40.650002,42.639999,11356900,42.477646
2015-07-30,42.110001,42.18,39.049999,39.849998,8515400,39.698268
2015-07-31,39.439999,40.200001,39.110001,39.34,6184100,39.190211
2015-08-03,38.779999,39.349998,38.049999,38.220001,6774800,38.074477
2015-08-04,38.799999,38.799999,37.700001,37.889999,3414200,37.745732
2015-08-05,38.549999,38.849998,36.439999,36.48,3491800,36.3411
2015-08-06,36.310001,38.110001,35.810001,37.950001,3851100,37.805504
2015-08-07,37.439999,38.48,35.560001,35.720001,3436500,35.583996
2015-08-10,35.900002,37.68,35.529999,37.599998,3691300,37.456835
2015-08-11,36.450001,38.669998,36.380001,38.549999,4143200,38.403218
2015-08-12,38.580002,39.91,38.200001,38.66,5504600,38.5128
2015-08-13,38.23,38.5,36.43,36.939999,4015500,36.799348
2015-08-14,36.939999,37.450001,36.02,36.5,4512500,36.361025
2015-08-17,36.23,36.799999,35.990002,36.549999,3029000,36.410833
2015-08-18,36.389999,37.110001,36.169998,37.02,3066700,36.879045
2015-08-19,36.830002,37.16,35.41,35.98,3903400,35.843004
2015-08-20,35.98,36.439999,35.48,35.48,3227000,35.344908
2015-08-21,35.220001,36.16,35.200001,35.639999,4278600,35.504298
2015-08-24,33.150002,34.900002,32.82,33.200001,6231900,33.07359
2015-08-25,34.830002,34.830002,33.310001,33.799999,6762000,33.671304
2015-08-26,34.849998,34.950001,33.959999,34.810001,4521300,34.677461
2015-08-27,35.880001,38.459999,35.459999,38.009998,6945300,37.865274
2015-08-28,37.790001,39.48,37.419998,38.330002,5753100,38.184059
2015-08-31,37.91,39.060001,36.970001,38.619999,5373600,38.472952
2015-09-01,37.240002,39.18,37.240002,37.959999,5395900,37.815465
2015-09-02,38.299999,38.759998,37.02,38.080002,3345000,37.935011
2015-09-03,38.18,39.509998,37.470001,38.369999,4524200,38.223903
2015-09-04,37.709999,37.91,36.41,36.5,4002500,36.361025
2015-09-08,37.09,37.43,36.02,36.16,3581200,36.022319
2015-09-09,36.380001,37.900002,35.75,35.939999,4035500,35.803155
2015-09-10,36.049999,36.43,35.540001,36.049999,3970100,35.912737
2015-09-11,35.549999,36.490002,35.27,36.48,3441900,36.381468
2015-09-14,36.220001,36.52,35.779999,36.049999,4177300,35.952629
2015-09-15,36.200001,37.32,35.779999,36.610001,3151000,36.511118
2015-09-16,36.880001,38.93,36.619999,38.869999,3766000,38.765012
2015-09-17,38.830002,40.060001,37.849998,38.98,3693700,38.874715
2015-09-18,38.099998,38.209999,35.799999,36.049999,6265900,35.952629
2015-09-21,36.080002,36.639999,35.610001,35.91,3040700,35.813007
2015-09-22,35.310001,36.220001,34.98,35.09,3425800,34.995223
2015-09-23,35.27,35.360001,34.310001,34.650002,3343200,34.556412
2015-09-24,34.450001,35.41,33.93,34.860001,3683800,34.765844
2015-09-25,35.25,35.360001,34.709999,34.990002,3140600,34.895494
2015-09-28,34.639999,34.880001,31.809999,31.85,4303100,31.763974
2015-09-29,31.85,32.189999,30.33,31.07,5402100,30.98608
2015-09-30,31.440001,32.32,31.049999,32.119999,4759500,32.033243
2015-10-01,32.860001,35.130001,30.969999,31.549999,5635800,31.464783
2015-10-02,31.110001,32.779999,30.83,32.759998,4326500,32.671514
2015-10-05,33.310001,34.599998,33.299999,34.32,3092500,34.227302
2015-10-06,34.240002,36.27,33.91,36.209999,4331200,36.112196
2015-10-07,37.209999,37.610001,35.450001,36.630001,3516300,36.531064
2015-10-08,36.549999,37.59,36.080002,37.41,2896600,37.308956
2015-10-09,37.59,37.73,35.73,36.049999,3947300,35.952629
2015-10-12,36.080002,36.150002,33.740002,34.48,4173200,34.38687
2015-10-13,33.380001,34.470001,33.110001,33.41,3674600,33.31976
2015-10-14,33.439999,34.529999,33.279999,34.220001,2743100,34.127574
2015-10-15,34.150002,34.939999,33.439999,34.82,3369300,34.725951
2015-10-16,34.919998,35.299999,33.93,34.990002,2530400,34.895494
2015-10-19,34.540001,35.119999,34.310001,34.490002,2739800,34.396845
2015-10-20,34.540001,36.709999,34.349998,35.880001,3795000,35.78309
2015-10-21,35.529999,35.709999,33.080002,33.299999,4342000,33.210056
2015-10-22,33.450001,33.68,31.549999,32.310001,5022600,32.222733
2015-10-23,32.049999,32.139999,30.35,31.32,6195400,31.235405
2015-10-26,31.23,31.360001,28.889999,29.02,7567100,28.941618
2015-10-27,28.469999,29.02,27.83,28.77,6812400,28.692293
2015-10-28,28.719999,30.1,28.0,28.83,6869300,28.752131
2015-10-29,31.950001,31.950001,27.549999,29.639999,6879600,29.559942
2015-10-30,29.790001,30.549999,28.440001,30.440001,6841900,30.357783
2015-11-02,30.4,31.99,30.030001,31.360001,4499600,31.275298
2015-11-03,31.35,31.98,30.82,30.99,4560500,30.906296
2015-11-04,34.599998,35.0,32.759998,34.080002,9134600,33.987952
2015-11-05,33.900002,36.23,33.669998,35.380001,5912000,35.28444
2015-11-06,34.849998,35.709999,33.950001,34.41,4442000,34.317059
2015-11-09,34.360001,34.880001,33.189999,33.290001,4159700,33.200085
2015-11-10,33.200001,33.57,31.82,32.139999,3969700,32.05319
2015-11-11,32.060001,32.060001,29.209999,30.030001,4547900,29.94889
2015-11-12,29.75,30.26,29.030001,29.66,6263000,29.579889
2015-11-13,29.51,31.889999,29.190001,31.719999,5280700,31.634324
2015-11-16,31.85,34.66,31.559999,34.619999,5624300,34.526491
2015-11-17,34.5,34.5,32.82,33.0,4916000,32.910868
2015-11-18,33.150002,33.740002,30.92,32.040001,5400100,31.953461
2015-11-19,31.76,32.07,30.940001,31.700001,3983500,31.61438
2015-11-20,31.52,31.700001,30.120001,30.41,7575200,30.327863
2015-11-23,30.35,31.450001,30.0,30.82,4361500,30.736755
2015-11-24,31.120001,31.549999,30.299999,30.780001,4458300,30.696864
2015-11-25,30.290001,30.84,29.52,30.280001,3472000,30.198215
2015-11-27,29.76,29.93,28.379999,28.5,2988600,28.423022
2015-11-30,28.809999,29.610001,28.17,28.58,4777200,28.502806
2015-12-01,28.41,28.93,28.200001,28.549999,3848400,28.472886
2015-12-02,28.32,29.200001,27.440001,28.860001,5451900,28.78205
2015-12-03,28.93,29.6,27.84,28.16,4150000,28.08394
2015-12-04,27.58,28.27,26.610001,27.74,4404300,27.665074
2015-12-07,26.969999,27.23,25.559999,25.75,6392900,25.68045
2015-12-08,24.889999,26.1,24.57,25.75,5594600,25.68045
2015-12-09,26.25,26.91,25.59,26.139999,5462400,26.069396
2015-12-10,25.93,26.620001,25.299999,25.41,5285700,25.341368
2015-12-11,24.889999,24.889999,22.620001,22.75,6762600,22.724325
2015-12-14,22.07,22.15,21.219999,21.860001,11303000,21.83533
2015-12-15,22.120001,22.57,21.25,21.68,8777100,21.655533
2015-12-16,21.540001,22.129999,21.08,21.629999,8983500,21.605589
2015-12-17,21.860001,21.860001,20.84,21.17,7482300,21.146109
2015-12-18,21.51,22.09,21.290001,21.33,8439800,21.305928
2015-12-21,21.35,21.780001,20.790001,21.41,12132100,21.385837
2015-12-22,21.299999,22.17,21.299999,21.84,7083800,21.815353
2015-12-23,22.49,24.280001,22.49,24.18,7821300,24.152712
2015-12-24,24.17,24.969999,24.15,24.4,3056500,24.372463
2015-12-28,24.08,24.639999,23.719999,24.299999,4569600,24.272575
2015-12-29,24.99,25.450001,24.030001,24.559999,5023800,24.532282
2015-12-30,23.76,24.59,22.870001,22.940001,5889300,22.914111
2015-12-31,22.969999,24.870001,22.969999,24.610001,6235000,24.582227
2016-01-04,24.59,25.860001,24.35,25.75,5801000,25.72094
2016-01-05,25.700001,25.870001,24.76,25.67,7596000,25.64103
2016-01-06,24.84,25.02,23.690001,24.030001,6634000,24.002882
2016-01-07,23.34,25.049999,23.33,24.1,7871300,24.072802
2016-01-08,24.24,26.110001,24.110001,25.75,7192600,25.72094
2016-01-11,25.59,25.780001,24.540001,24.969999,8084700,24.941819
2016-01-12,25.59,25.620001,22.67,23.25,9464300,23.223761
2016-01-13,23.610001,24.26,23.200001,23.91,9841800,23.883016
2016-01-14,24.27,24.370001,22.48,23.139999,10576100,23.113885
2016-01-15,21.93,22.76,21.16,21.85,10993300,21.825341
2016-01-19,21.91,22.16,20.24,20.450001,7725200,20.426922
2016-01-20,19.879999,22.110001,19.209999,21.99,9379200,21.965183
2016-01-21,21.969999,26.4,21.809999,26.030001,11832000,26.000624
2016-01-22,27.049999,28.139999,25.290001,26.5,9310400,26.470093
2016-01-25,25.73,26.43,24.49,24.9,5398600,24.871899
2016-01-26,25.780001,27.5,25.15,27.379999,4349500,27.349099
2016-01-27,27.34,29.15,26.700001,27.24,7228600,27.209258
2016-01-28,28.129999,28.77,26.6,27.85,5144600,27.81857
2016-01-29,28.209999,30.139999,27.77,29.559999,5994400,29.526639
2016-02-01,28.450001,28.93,27.190001,28.26,5342600,28.228107
2016-02-02,27.1,27.76,26.42,26.99,4820200,26.95954
2016-02-03,27.6,29.440001,26.040001,28.719999,6157000,28.687587
2016-02-04,28.93,30.940001,28.0,29.82,9319300,29.786346
2016-02-05,29.440001,30.92,28.6,30.559999,7113500,30.525511
2016-02-08,30.09,31.940001,29.790001,30.66,8696000,30.625398
2016-02-09,29.9,30.24,27.59,28.040001,5586800,28.008356
2016-02-10,27.85,28.360001,26.879999,27.0,5878900,26.969529
2016-02-11,26.200001,27.120001,25.49,26.91,5187100,26.87963
2016-02-12,27.040001,27.74,25.860001,27.43,4524800,27.399044
2016-02-16,27.530001,27.809999,24.9,26.040001,5654800,26.010613
2016-02-17,26.9,28.1,26.02,26.84,5916900,26.80971
2016-02-18,27.52,27.530001,25.33,26.040001,5223900,26.010613
2016-02-19,25.43,25.549999,23.49,23.74,7401100,23.713208
2016-02-22,24.34,25.709999,23.790001,24.889999,6140000,24.86191
2016-02-23,24.33,24.4,22.059999,22.610001,6264400,22.584484
2016-02-24,22.09,23.43,21.93,23.360001,4647800,23.333638
2016-02-25,23.24,23.99,22.42,23.35,5734100,23.323649
2016-02-26,24.040001,24.74,21.690001,23.889999,9291700,23.863038
2016-02-29,24.08,24.450001,22.719999,23.73,8732200,23.703219
2016-03-01,23.48,25.75,22.75,25.74,7247500,25.710951
2016-03-02,25.27,28.559999,25.27,28.459999,7978800,28.42788
2016-03-03,28.4,30.9,28.09,30.73,9986500,30.695319
2016-03-04,31.58,34.41,29.700001,32.32,15865800,32.283525
2016-03-07,32.209999,36.860001,32.09,33.75,13767600,33.711911
2016-03-08,33.48,33.5,29.690001,29.9,6410800,29.866256
2016-03-09,30.68,30.700001,28.76,29.549999,7094600,29.51665
2016-03-10,28.93,30.27,28.24,30.030001,4169800,29.99611
2016-03-11,30.620001,31.49,30.059999,31.110001,4109400,31.095602
2016-03-14,30.110001,31.040001,29.719999,30.66,3442800,30.645809
2016-03-15,30.209999,32.080002,29.92,31.83,3712100,31.815268
2016-03-16,32.049999,33.52,31.809999,33.439999,4600300,33.424522
2016-03-17,33.919998,33.919998,32.75,33.619999,4339800,33.604439
2016-03-18,34.419998,34.490002,33.27,33.950001,6786800,33.934288
2016-03-21,33.099998,33.830002,32.0,32.93,3626200,32.914759
2016-03-22,32.43,33.32,32.139999,32.779999,2833300,32.764827
2016-03-23,32.18,32.77,31.15,31.18,3096000,31.165569
2016-03-24,30.0,31.09,29.379999,30.719999,5286700,30.705781
2016-03-28,30.85,32.060001,30.58,31.84,2848300,31.825264
2016-03-29,31.030001,33.369999,30.780001,33.150002,3921500,33.134659
2016-03-30,33.59,34.279999,32.110001,32.360001,2415300,32.345023
2016-03-31,32.439999,33.470001,32.060001,32.380001,2785300,32.365015
2016-04-01,31.67,32.75,31.34,32.450001,2719000,32.434982
2016-04-04,32.860001,34.91,32.860001,33.040001,4274200,33.024709
2016-04-05,32.700001,32.779999,31.34,31.639999,3620800,31.625355
2016-04-06,31.91,32.43,31.110001,31.780001,4773600,31.765292
2016-04-07,31.639999,32.98,31.530001,32.830002,3815100,32.814807
2016-04-08,34.119999,35.049999,33.560001,34.919998,6537200,34.903836
2016-04-11,34.990002,35.380001,34.419998,34.799999,4584400,34.783893
2016-04-12,35.23,38.509998,34.630001,38.009998,8460100,37.992406
2016-04-13,38.009998,39.759998,37.639999,37.75,11750800,37.732528
2016-04-14,37.790001,37.880001,35.790001,36.98,5649400,36.962884
2016-04-15,36.310001,37.43,35.810001,37.200001,3805900,37.182783
2016-04-18,35.759998,37.580002,35.439999,37.080002,3908600,37.06284
2016-04-19,37.549999,38.52,37.43,38.279999,4369400,38.262282
2016-04-20,38.200001,38.810001,37.799999,38.419998,3639300,38.402216
2016-04-21,38.759998,38.759998,36.970001,37.169998,3579300,37.152795
2016-04-22,37.470001,39.970001,37.470001,39.75,4693900,39.731603
2016-04-25,39.389999,39.849998,38.470001,39.0,3821400,38.98195
2016-04-26,38.689999,39.93,38.18,39.73,3000100,39.711611
2016-04-27,39.919998,42.09,39.790001,41.880001,5206500,41.860618
2016-04-28,41.400002,42.68,40.529999,40.75,5218800,40.73114
2016-04-29,42.279999,44.68,41.610001,44.110001,6345700,44.089585
2016-05-02,43.669998,44.080002,42.619999,43.540001,5381300,43.519849
2016-05-03,42.779999,43.290001,41.220001,42.169998,4398100,42.150481
2016-05-04,42.700001,43.380001,40.610001,41.77,3882300,41.750668
2016-05-05,43.299999,43.43,41.610001,42.419998,2790000,42.400365
2016-05-06,41.619999,43.509998,41.5,41.91,4664100,41.890603
2016-05-09,41.259998,42.099998,40.349998,41.700001,3508100,41.680701
2016-05-10,42.200001,43.150002,41.75,43.119999,2562300,43.100042
2016-05-11,42.82,43.349998,41.73,43.150002,3978900,43.13003
2016-05-12,43.75,44.25,41.91,42.259998,2958100,42.240439
2016-05-13,41.950001,43.290001,41.66,42.009998,3299200,41.990555
2016-05-16,40.700001,41.950001,37.419998,37.689999,19080000,37.672555
2016-05-17,37.84,39.279999,37.09,39.279999,11821700,39.261819
2016-05-18,39.610001,40.689999,38.599998,38.73,6516200,38.712074
2016-05-19,38.080002,40.77,37.84,39.950001,6229600,39.931511
2016-05-20,40.299999,40.57,39.330002,40.380001,3949300,40.361312
2016-05-23,40.32,41.490002,40.0,41.25,2654200,41.230908
2016-05-24,41.330002,41.599998,40.09,41.32,3072300,41.300876
2016-05-25,41.790001,43.34,41.610001,43.0,4714400,42.980098
2016-05-26,43.5,44.119999,41.529999,41.610001,4565800,41.590742
2016-05-27,41.580002,42.02,40.93,41.360001,3030000,41.340858
2016-05-31,41.709999,43.27,41.709999,42.59,4042200,42.570288
2016-06-01,42.66,43.59,42.259998,43.099998,3199800,43.08005
2016-06-02,42.560001,43.389999,41.93,43.259998,3289400,43.239976
2016-06-03,43.259998,43.990002,42.610001,43.240002,2724500,43.219989
2016-06-06,43.759998,45.209999,43.759998,45.040001,3580500,45.019155
2016-06-07,45.09,46.57,44.880001,46.220001,3845300,46.198609
2016-06-08,46.299999,46.52,44.130001,44.470001,4668600,44.449419
2016-06-09,43.98,46.32,43.740002,46.209999,3994100,46.188612
2016-06-10,45.419998,46.060001,43.130001,43.209999,3872000,43.19
2016-06-13,43.119999,44.360001,42.700001,43.540001,3318000,43.540001
