Date,Open_VNO,High_VNO,Low_VNO,Close_VNO,Volume_VNO,AdjClose_VNO
2013-08-06,83.620005,84.390005,82.779994,84.05,1412900,70.036249
2013-08-07,83.819997,84.809993,83.179995,84.749989,1471100,70.619529
2013-08-08,84.410009,85.059992,84.160002,84.78,1272800,71.258322
2013-08-09,84.730002,85.339993,84.569993,84.910006,1569900,71.367594
2013-08-12,84.859992,84.859992,83.150001,83.750003,1182100,70.392601
2013-08-13,83.750003,83.779997,82.499993,83.239999,823700,69.963938
2013-08-14,83.029992,84.069995,82.499993,84.019997,922800,70.619533
2013-08-15,83.07999,83.129997,81.940008,82.839998,1112800,69.627734
2013-08-16,82.589991,83.110001,81.29,81.400002,2497700,68.417405
2013-08-19,80.979997,81.33,79.560005,79.579992,973800,66.887671
2013-08-20,79.900002,81.49999,79.660001,81.179997,929200,68.232489
2013-08-21,80.869994,82.359997,80.129996,81.059997,799600,68.131627
2013-08-22,81.099989,82.129994,80.519991,81.989989,728000,68.913294
2013-08-23,81.959995,82.980003,81.599994,82.959998,860100,69.728595
