Date,Open_WDC,High_WDC,Low_WDC,Close_WDC,Volume_WDC,AdjClose_WDC
2013-07-26,63.209999,63.220001,61.709999,62.630001,3384500,58.960704
2013-07-29,62.919998,63.0,62.119999,62.599998,2177400,58.932459
2013-07-30,62.919998,65.300003,62.860001,65.089996,3383200,61.276576
2013-07-31,65.379997,65.650002,64.029999,64.379997,2532300,60.608173
2013-08-01,65.25,66.599998,64.599998,66.440002,2132200,62.547489
2013-08-02,66.010002,66.110001,65.0,65.160004,1633700,61.342481
2013-08-05,65.150002,65.669998,64.529999,64.800003,1287900,61.003572
2013-08-06,64.550003,64.82,63.73,64.459999,1604300,60.683488
2013-08-07,64.400002,64.449997,63.18,63.619999,1880700,59.892701
2013-08-08,64.199997,66.849998,64.190002,66.720001,2567800,62.811083
2013-08-09,66.489998,67.699997,66.440002,67.5,2631200,63.545385
2013-08-12,67.07,68.480003,67.07,68.169998,1680100,64.17613
2013-08-13,68.559998,68.830002,67.769997,68.410004,1935200,64.402074
2013-08-14,68.349998,68.730003,67.93,68.489998,1577200,64.477382
2013-08-15,67.669998,67.739998,65.970001,66.019997,2235900,62.15209
2013-08-16,65.860001,66.0,64.57,64.599998,2320800,60.815285
2013-08-19,64.089996,65.339996,64.040001,64.199997,1820000,60.438718
2013-08-20,64.239998,65.110001,63.709999,65.0,1553700,61.191852
2013-08-21,64.849998,67.239998,64.699997,66.370003,2847000,62.48159
2013-08-22,66.629997,67.580002,66.309998,67.300003,1174500,63.357105
2013-08-23,67.610001,67.629997,65.260002,65.43,2776300,61.59666
2013-08-26,65.510002,65.800003,64.720001,64.800003,1914800,61.003572
2013-08-27,63.93,64.339996,61.279999,61.439999,3187500,57.84042
2013-08-28,61.650002,63.110001,61.389999,62.459999,1620200,58.800662
2013-08-29,62.02,62.02,59.360001,60.720001,3930200,57.162605
2013-08-30,60.93,62.189999,60.299999,62.0,2883100,58.367612
2013-09-03,62.68,64.209999,62.509998,63.259998,2793200,59.553791
2013-09-04,63.369999,64.959999,62.240002,64.849998,2105000,61.050638
2013-09-05,64.599998,65.519997,64.440002,65.099998,1496400,61.285992
2013-09-06,65.190002,65.400002,63.599998,64.989998,1597100,61.182436
2013-09-09,65.0,65.75,64.370003,65.400002,1830800,61.568418
2013-09-10,65.75,66.440002,65.209999,66.089996,2628600,62.217989
2013-09-11,66.110001,66.699997,65.589996,65.839996,2317900,61.982635
2013-09-12,65.620003,65.830002,64.410004,64.480003,1705000,60.70232
2013-09-13,65.059998,65.059998,64.050003,64.360001,1327500,60.589348
2013-09-16,65.959999,66.190002,64.580002,65.019997,1722600,61.210677
2013-09-17,64.989998,65.529999,64.580002,65.089996,1460100,61.276576
2013-09-18,65.0,65.550003,63.900002,64.279999,3214000,60.514033
2013-09-19,64.57,64.800003,63.799999,64.389999,2490000,60.617589
2013-09-20,64.389999,64.709999,63.630001,63.68,2993600,59.949187
2013-09-23,63.240002,63.84,62.630001,63.27,1051500,59.563208
2013-09-24,63.560001,64.93,63.080002,64.68,2007900,60.8906
2013-09-25,64.879997,65.629997,64.099998,65.43,3011400,61.59666
2013-09-26,65.709999,65.730003,62.900002,63.32,2201200,59.838916
2013-09-27,63.040001,63.959999,62.740002,63.32,1367400,59.838916
2013-09-30,62.540001,63.490002,62.0,63.400002,1977100,59.91452
2013-10-01,63.560001,64.410004,63.169998,64.040001,1674500,60.519335
2013-10-02,63.630001,64.620003,62.950001,64.540001,2052100,60.991847
2013-10-03,64.110001,64.660004,63.48,64.150002,1710300,60.623288
2013-10-04,64.18,65.18,63.5,65.029999,1381400,61.454907
2013-10-07,64.239998,64.949997,64.050003,64.400002,1504200,60.859544
2013-10-08,64.529999,65.309998,63.349998,63.380001,1788000,59.895619
2013-10-09,63.52,63.700001,62.400002,63.119999,1312900,59.649911
2013-10-10,63.959999,65.580002,63.66,65.529999,1789400,61.927419
2013-10-11,65.400002,67.099998,64.900002,66.730003,1788300,63.061452
2013-10-14,66.389999,68.910004,66.190002,68.900002,2094800,65.112152
2013-10-15,68.349998,69.389999,68.18,68.32,1958000,64.564036
2013-10-16,68.790001,69.830002,68.360001,69.32,2190700,65.50906
2013-10-17,68.980003,70.919998,68.739998,70.459999,2078900,66.586387
2013-10-18,70.540001,71.830002,69.919998,71.760002,1914700,67.814921
2013-10-21,71.860001,72.349998,71.209999,72.309998,1796600,68.33468
2013-10-22,72.809998,73.480003,71.82,72.230003,2104200,68.259083
2013-10-23,71.919998,71.919998,69.800003,70.110001,2151800,66.25563
2013-10-24,70.190002,70.879997,69.559998,70.540001,2344600,66.661991
2013-10-25,72.449997,74.330002,71.489998,72.629997,3249600,68.637087
2013-10-28,72.660004,72.860001,71.75,72.43,1871700,68.448085
2013-10-29,72.230003,73.860001,71.910004,72.739998,1743200,68.74104
2013-10-30,72.919998,73.389999,72.370003,73.209999,1462200,69.185203
2013-10-31,71.870003,72.510002,69.279999,69.629997,4259100,65.802015
2013-11-01,68.849998,69.900002,68.139999,69.849998,7861300,66.009922
2013-11-04,70.010002,72.510002,70.010002,72.07,3099800,68.107876
2013-11-05,71.669998,71.959999,70.059998,71.190002,2132800,67.276258
2013-11-06,71.809998,72.470001,70.650002,71.370003,1387100,67.446362
2013-11-07,71.720001,72.150002,69.800003,70.230003,2245300,66.369035
2013-11-08,70.339996,72.040001,70.230003,71.669998,1543600,67.729865
2013-11-11,71.260002,71.980003,70.150002,71.559998,1200800,67.625912
2013-11-12,71.489998,72.5,71.489998,72.129997,1634000,68.164575
2013-11-13,71.290001,72.470001,71.040001,72.440002,1476500,68.457538
2013-11-14,72.43,76.089996,72.010002,75.849998,3573600,71.680065
2013-11-15,75.940002,76.099998,73.519997,75.550003,2592600,71.396563
2013-11-18,75.739998,75.839996,74.040001,74.260002,2228900,70.177481
2013-11-19,73.559998,74.68,73.010002,73.610001,2002200,69.563214
2013-11-20,74.080002,74.32,73.669998,73.940002,1368000,69.875073
2013-11-21,74.360001,75.150002,73.760002,74.830002,1756100,70.716144
2013-11-22,75.040001,75.279999,74.099998,75.129997,1716600,70.999647
2013-11-25,75.349998,75.970001,74.779999,74.809998,1430600,70.69724
2013-11-26,75.089996,75.260002,74.209999,74.860001,1441600,70.744494
2013-11-27,75.459999,76.449997,74.900002,76.190002,1341800,72.001377
2013-11-29,76.470001,76.849998,74.809998,75.040001,874200,70.914598
2013-12-02,74.449997,76.0,74.379997,75.440002,1605000,71.292609
2013-12-03,75.150002,75.540001,74.410004,75.529999,1915400,71.377658
2013-12-04,76.720001,78.790001,76.330002,77.57,2955800,73.305508
2013-12-05,77.360001,77.690002,76.330002,76.779999,1799200,72.558938
2013-12-06,77.800003,79.160004,77.32,78.910004,1812000,74.571844
2013-12-09,78.839996,79.889999,78.019997,78.800003,2697900,74.46789
2013-12-10,78.510002,79.559998,76.870003,79.330002,1657200,74.968752
2013-12-11,79.57,79.57,77.779999,77.849998,2106100,73.570113
2013-12-12,78.339996,79.410004,77.75,78.860001,2062100,74.52459
2013-12-13,79.650002,79.800003,78.379997,79.050003,2154600,74.704146
2013-12-16,79.800003,81.839996,79.550003,81.660004,3162600,77.17066
2013-12-17,82.400002,84.699997,81.709999,83.400002,3918800,78.814999
2013-12-18,83.279999,83.300003,80.589996,82.099998,4281900,77.586465
2013-12-19,82.150002,82.239998,81.199997,82.099998,2205900,77.586465
2013-12-20,82.800003,83.519997,81.940002,82.68,3949900,78.134581
2013-12-23,83.449997,83.5,82.099998,82.629997,1487500,78.087327
2013-12-24,81.75,82.949997,81.699997,82.559998,533700,78.305474
2013-12-26,83.019997,83.349998,82.260002,83.080002,735600,78.798681
2013-12-27,83.089996,83.830002,82.559998,82.82,855500,78.552077
2013-12-30,83.010002,83.989998,82.739998,83.589996,802700,79.282394
2013-12-31,83.529999,84.169998,82.940002,83.900002,1253900,79.576424
2014-01-02,83.790001,83.830002,82.580002,82.68,1592600,78.419293
2014-01-03,82.629997,83.720001,82.220001,83.279999,1576200,78.988372
2014-01-06,83.470001,84.129997,82.800003,82.889999,1889000,78.61847
2014-01-07,83.410004,86.150002,83.040001,85.650002,2360800,81.236242
2014-01-08,85.970001,87.849998,85.849998,86.410004,3888700,81.95708
2014-01-09,86.870003,87.150002,84.75,84.919998,2300200,80.543858
2014-01-10,85.300003,85.989998,85.010002,85.459999,2001500,81.056031
2014-01-13,85.370003,86.699997,84.290001,84.610001,1921500,80.249835
2014-01-14,84.720001,87.970001,84.720001,87.889999,1990300,83.360807
2014-01-15,88.699997,89.199997,87.550003,88.980003,1833900,84.394641
2014-01-16,89.389999,90.040001,88.480003,88.949997,2826000,84.366181
2014-01-17,88.470001,89.07,87.849998,88.82,2933900,84.242882
2014-01-21,90.0,90.440002,87.830002,88.860001,3057700,84.280822
2014-01-22,88.470001,89.290001,87.910004,88.080002,2538800,83.541019
2014-01-23,86.870003,88.610001,84.550003,87.050003,4335500,82.564098
2014-01-24,86.080002,87.379997,84.989998,85.0,2560800,80.619737
2014-01-27,85.0,85.919998,84.5,84.589996,2286500,80.230862
2014-01-28,83.669998,84.589996,82.529999,83.370003,4462500,79.073738
2014-01-29,82.949997,84.980003,82.709999,84.199997,2523100,79.86096
2014-01-30,84.870003,87.150002,84.580002,86.940002,2931500,82.459766
2014-01-31,85.470001,86.93,85.360001,86.169998,2045600,81.729442
2014-02-03,85.699997,86.639999,83.220001,83.5,2532000,79.197036
2014-02-04,84.019997,84.160004,82.339996,83.5,1867300,79.197036
2014-02-05,83.050003,83.910004,80.839996,82.739998,2264900,78.476198
2014-02-06,83.330002,83.919998,82.870003,83.349998,1211400,79.054764
2014-02-07,83.970001,85.410004,82.800003,84.68,1926900,80.316228
2014-02-10,84.480003,85.389999,83.589996,84.690002,1421200,80.325714
2014-02-11,84.540001,85.300003,83.949997,84.870003,1278400,80.496439
2014-02-12,85.019997,86.809998,84.910004,86.07,1602700,81.634597
2014-02-13,85.290001,86.75,85.040001,86.669998,1453200,82.203676
2014-02-14,87.080002,87.199997,85.830002,86.709999,1210900,82.241615
2014-02-18,87.110001,87.989998,86.260002,86.339996,1413700,81.89068
2014-02-19,85.93,86.790001,85.279999,85.449997,1489900,81.046544
2014-02-20,85.550003,86.349998,84.410004,86.239998,1641000,81.795835
2014-02-21,86.57,88.160004,86.5,88.010002,2042500,83.474626
2014-02-24,88.110001,89.309998,87.68,88.599998,1780400,84.034218
2014-02-25,88.5,89.0,87.459999,87.790001,1310700,83.265962
2014-02-26,88.139999,89.790001,88.0,89.279999,2267200,84.679177
2014-02-27,88.900002,89.199997,87.529999,88.419998,1710500,83.863494
2014-02-28,87.879997,88.129997,86.150002,86.989998,2704000,82.507185
2014-03-03,86.260002,88.43,85.470001,87.900002,1687500,83.370294
2014-03-04,88.639999,89.620003,88.309998,88.760002,1619500,84.185977
2014-03-05,88.639999,88.959999,88.059998,88.330002,1127200,83.778135
2014-03-06,88.419998,88.839996,86.169998,86.720001,1902600,82.251102
2014-03-07,87.32,87.32,83.900002,84.25,2080500,79.908386
2014-03-10,84.480003,86.639999,84.089996,85.110001,2213400,80.724069
2014-03-11,85.269997,85.720001,82.900002,83.209999,1922600,78.921979
2014-03-12,82.620003,84.360001,82.419998,84.160004,1310400,79.823028
2014-03-13,84.449997,85.0,83.419998,84.209999,2034700,79.870447
2014-03-14,83.809998,85.120003,83.779999,85.019997,1685600,80.638703
2014-03-17,85.349998,85.989998,84.300003,85.139999,2870600,80.752522
2014-03-18,85.089996,86.449997,84.510002,86.32,1336400,81.871714
2014-03-19,86.239998,86.300003,84.959999,85.870003,1766400,81.444906
2014-03-20,85.660004,88.150002,85.190002,87.989998,1978200,83.455653
2014-03-21,88.940002,89.199997,87.669998,88.620003,3212400,84.053192
2014-03-24,88.129997,88.900002,86.699997,87.980003,2321000,83.446173
2014-03-25,87.980003,90.330002,87.739998,89.849998,2059900,85.219803
2014-03-26,90.260002,91.099998,89.290001,89.330002,2191200,85.010446
2014-03-27,89.019997,90.330002,88.779999,89.699997,2045800,85.36255
2014-03-28,89.849998,90.93,88.970001,89.410004,1557700,85.086579
2014-03-31,89.730003,92.470001,89.07,91.82,2582200,87.38004
2014-04-01,92.559998,93.900002,92.080002,93.540001,2137800,89.01687
2014-04-02,93.730003,94.550003,92.5,94.139999,1746700,89.587856
2014-04-03,93.639999,94.559998,93.050003,93.459999,1619600,88.940737
2014-04-04,94.32,95.0,90.010002,90.5,2527700,86.123869
2014-04-07,90.389999,91.75,88.870003,89.599998,2455600,85.267387
2014-04-08,89.720001,91.269997,89.540001,90.980003,2071300,86.580661
2014-04-09,90.949997,91.5,89.07,91.25,1984200,86.837602
2014-04-10,91.470001,91.910004,88.169998,88.169998,2259200,83.906534
2014-04-11,87.589996,89.040001,87.199997,88.209999,2250800,83.944601
2014-04-14,88.790001,90.580002,88.519997,90.349998,1941200,85.98112
2014-04-15,90.160004,90.510002,88.010002,89.370003,1820400,85.048512
2014-04-16,90.0,90.660004,88.970001,90.279999,1377600,85.914506
2014-04-17,89.849998,91.599998,89.360001,91.050003,1666400,86.647276
2014-04-21,91.760002,92.32,90.690002,92.260002,1350800,87.798766
2014-04-22,92.07,92.75,91.720001,92.089996,1360200,87.636981
2014-04-23,91.730003,91.989998,90.029999,90.440002,1500600,86.066772
2014-04-24,91.150002,91.400002,89.059998,89.800003,1717600,85.45772
2014-04-25,89.199997,89.449997,87.589996,87.769997,1502100,83.525875
2014-04-28,88.32,89.120003,86.050003,87.529999,1970500,83.297482
2014-04-29,88.300003,88.489998,87.019997,87.449997,2216200,83.221349
2014-04-30,86.480003,89.879997,85.940002,88.080002,2283700,83.82089
2014-05-01,85.529999,85.910004,81.220001,82.279999,5061900,78.301346
2014-05-02,82.480003,84.059998,81.529999,83.68,2902800,79.63365
2014-05-05,83.160004,84.449997,82.889999,83.900002,1970300,79.843013
2014-05-06,83.589996,84.989998,83.330002,84.410004,2014300,80.328354
2014-05-07,83.989998,84.940002,82.389999,83.349998,2500100,79.319606
2014-05-08,83.900002,85.019997,82.959999,83.589996,2337200,79.547998
2014-05-09,83.400002,83.589996,80.779999,81.949997,3010800,77.987301
2014-05-12,82.68,83.0,81.870003,82.459999,2209000,78.472642
2014-05-13,82.519997,82.989998,81.839996,82.599998,1781300,78.605872
2014-05-14,83.720001,86.360001,83.519997,85.330002,2901700,81.203866
2014-05-15,85.059998,85.940002,84.440002,85.300003,2066700,81.175318
2014-05-16,85.080002,86.150002,84.440002,85.910004,1712800,81.755822
2014-05-19,85.760002,85.830002,84.559998,85.309998,2211700,81.184829
2014-05-20,85.489998,85.550003,83.279999,83.839996,1967500,79.78591
2014-05-21,84.019997,85.339996,83.470001,83.660004,1589800,79.614621
2014-05-22,83.650002,83.980003,83.160004,83.639999,1867600,79.595584
2014-05-23,83.980003,85.040001,83.599998,84.830002,1069000,80.728043
2014-05-27,85.059998,87.470001,84.879997,87.419998,1797200,83.1928
2014-05-28,87.400002,88.0,87.019997,87.199997,1430800,82.983437
2014-05-29,86.809998,87.730003,86.699997,87.129997,1081900,82.916822
2014-05-30,87.279999,87.949997,86.5,87.849998,2695800,83.602008
2014-06-02,87.790001,88.230003,87.309998,87.660004,1359500,83.4212
2014-06-03,87.25,88.07,86.949997,87.889999,1009700,83.640075
2014-06-04,87.779999,89.470001,87.550003,89.150002,1749100,84.839149
2014-06-05,89.809998,92.110001,88.919998,91.949997,4328900,87.503751
2014-06-06,91.889999,92.309998,91.07,92.160004,1659100,87.703603
2014-06-09,91.970001,92.300003,91.089996,91.639999,1754500,87.208743
2014-06-10,91.07,91.639999,89.959999,90.779999,1854200,86.390328
2014-06-11,90.580002,91.019997,90.099998,90.699997,874500,86.314195
2014-06-12,90.32,90.910004,89.32,89.739998,1239800,85.400616
2014-06-13,91.690002,93.410004,91.440002,92.120003,2333500,87.665536
2014-06-16,91.879997,92.349998,91.339996,91.459999,1337200,87.037447
2014-06-17,91.190002,92.610001,90.889999,92.32,1142800,87.855862
2014-06-18,91.959999,93.139999,91.550003,92.989998,1002900,88.493463
2014-06-19,92.599998,93.199997,90.779999,91.279999,1764900,86.866151
2014-06-20,91.660004,92.230003,90.440002,91.459999,2608600,87.037447
2014-06-23,91.150002,91.68,90.169998,91.589996,891200,87.161158
2014-06-24,91.449997,92.209999,90.5,90.620003,1526600,86.238069
2014-06-25,90.550003,92.290001,90.279999,91.940002,1373500,87.882151
2014-06-26,91.970001,92.099998,91.150002,91.889999,804600,87.834354
2014-06-27,91.779999,93.089996,91.550003,92.900002,1509900,88.799779
2014-06-30,92.660004,93.0,91.989998,92.300003,1045300,88.226262
2014-07-01,93.160004,95.75,93.099998,94.459999,2260800,90.290925
2014-07-02,94.269997,96.309998,94.029999,95.919998,1685100,91.686486
2014-07-03,96.410004,96.669998,94.949997,96.540001,1247500,92.279124
2014-07-07,96.019997,96.379997,94.300003,95.730003,2616100,91.504877
2014-07-08,94.050003,96.050003,93.800003,94.360001,1850000,90.19534
2014-07-09,93.510002,95.419998,93.510002,94.300003,1435600,90.137991
2014-07-10,93.800003,96.239998,93.160004,95.410004,1662500,91.199
2014-07-11,95.059998,98.889999,95.050003,97.769997,3174600,93.454833
2014-07-14,98.459999,99.25,97.660004,98.43,2434400,94.085707
2014-07-15,98.150002,99.980003,98.080002,98.709999,2242300,94.353348
2014-07-16,101.300003,102.110001,100.099998,101.230003,3518000,96.762129
2014-07-17,99.769997,100.910004,97.589996,98.150002,3242200,93.818066
2014-07-18,98.18,99.779999,97.879997,99.459999,2841400,95.070246
2014-07-21,99.449997,99.650002,98.480003,99.029999,1114600,94.659224
2014-07-22,99.379997,100.599998,99.360001,100.160004,1276700,95.739355
2014-07-23,100.349998,100.669998,99.410004,99.599998,1016000,95.204066
2014-07-24,99.830002,100.190002,99.040001,99.599998,1591500,95.204066
2014-07-25,99.260002,99.949997,98.769997,99.360001,971900,94.974661
2014-07-28,99.449997,100.989998,98.669998,100.809998,1665600,96.360661
2014-07-29,100.230003,101.269997,99.910004,100.790001,1714100,96.341547
2014-07-30,101.110001,102.669998,100.940002,101.169998,2604300,96.704772
2014-07-31,99.660004,102.889999,97.970001,99.889999,2213600,95.481268
2014-08-01,98.720001,100.510002,98.620003,100.300003,2504500,95.873175
2014-08-04,100.300003,102.510002,100.110001,102.099998,2318300,97.593726
2014-08-05,101.389999,102.540001,101.220001,101.650002,1916300,97.16359
2014-08-06,101.199997,102.25,101.019997,101.879997,1511100,97.383435
2014-08-07,102.059998,102.760002,101.029999,101.599998,1647000,97.115794
2014-08-08,101.709999,101.900002,100.769997,101.300003,1340400,96.829039
2014-08-11,101.400002,102.120003,100.809998,100.940002,1066300,96.484928
2014-08-12,101.029999,101.029999,98.43,99.510002,2506100,95.118042
2014-08-13,98.959999,100.410004,98.959999,100.400002,1973800,95.96876
2014-08-14,100.739998,100.779999,99.32,100.360001,1467000,95.930525
2014-08-15,101.0,101.309998,99.480003,100.620003,1587600,96.179052
2014-08-18,100.709999,101.43,100.269997,100.839996,1000800,96.389336
2014-08-19,100.949997,101.440002,99.650002,100.010002,1560500,95.595974
2014-08-20,99.82,100.809998,99.769997,100.239998,1109100,95.815818
2014-08-21,100.139999,100.709999,99.970001,100.699997,1310700,96.255515
2014-08-22,101.150002,101.550003,100.470001,101.0,1016500,96.542277
2014-08-25,101.43,102.639999,101.43,101.910004,821900,97.412117
2014-08-26,101.690002,102.279999,101.330002,101.949997,1069800,97.450345
2014-08-27,102.360001,103.510002,101.949997,102.709999,1363200,98.176804
2014-08-28,101.690002,102.599998,101.660004,102.07,1354000,97.565052
2014-08-29,102.769997,103.5,101.889999,103.010002,1316600,98.463566
2014-09-02,103.07,103.25,101.519997,102.0,1428600,97.498141
2014-09-03,102.43,102.43,101.25,101.739998,1361500,97.249615
2014-09-04,101.739998,102.220001,100.650002,100.949997,1250500,96.494481
2014-09-05,101.220001,101.459999,100.379997,100.919998,1342500,96.465806
2014-09-08,101.169998,101.709999,99.760002,100.440002,1988100,96.006996
2014-09-09,100.620003,100.639999,99.419998,99.849998,1570400,95.443032
2014-09-10,99.760002,100.25,99.019997,99.889999,1377500,95.481268
2014-09-11,99.650002,100.68,98.889999,100.059998,1117200,95.643763
2014-09-12,99.57,100.290001,99.300003,99.889999,1690000,95.481268
2014-09-15,99.690002,100.279999,97.400002,97.550003,1610600,93.244549
2014-09-16,97.300003,98.43,96.900002,98.099998,1523100,93.77027
2014-09-17,98.120003,98.300003,96.449997,97.82,2347500,93.502629
2014-09-18,97.959999,99.940002,97.339996,99.580002,2302800,95.184952
2014-09-19,99.199997,100.150002,98.129997,98.519997,6097100,94.171731
2014-09-22,98.510002,98.739998,97.830002,98.199997,1668000,93.865855
2014-09-23,98.260002,98.43,97.0,97.019997,1383700,92.737935
2014-09-24,96.980003,98.68,96.779999,98.349998,1563700,94.009236
2014-09-25,98.610001,98.699997,95.559998,96.190002,1589500,91.944573
2014-09-26,96.18,97.629997,96.059998,97.290001,1227000,92.996022
2014-09-29,96.029999,96.900002,95.43,96.25,1590200,92.001923
2014-09-30,96.230003,97.730003,96.010002,97.32,1713700,93.024697
2014-10-01,96.480003,96.779999,94.43,94.580002,1912200,90.778749
2014-10-02,94.669998,95.349998,93.32,95.110001,1518400,91.287446
2014-10-03,95.650002,96.269997,95.059998,95.400002,1356700,91.565792
2014-10-06,95.910004,96.230003,94.650002,94.699997,1628300,90.893921
2014-10-07,94.239998,94.669998,93.269997,93.309998,1519900,89.559787
2014-10-08,93.360001,95.790001,92.720001,95.660004,1692100,91.815344
2014-10-09,95.68,95.68,93.370003,93.389999,1645600,89.636574
2014-10-10,93.75,94.739998,90.459999,90.459999,2242800,86.824333
2014-10-13,90.120003,90.830002,86.269997,86.470001,3341700,82.994696
2014-10-14,87.269997,87.510002,85.309998,85.870003,2881000,82.418812
2014-10-15,84.389999,85.300003,82.849998,85.099998,3431500,81.679755
2014-10-16,83.660004,86.419998,83.169998,85.580002,1643600,82.140467
2014-10-17,86.389999,87.800003,86.269997,86.839996,2276300,83.349821
2014-10-20,87.019997,88.169998,86.849998,87.830002,1969500,84.300037
2014-10-21,88.809998,90.769997,88.510002,90.68,2313400,87.035492
2014-10-22,90.720001,90.989998,89.120003,89.269997,1737500,85.682157
2014-10-23,90.5,91.07,89.599998,90.589996,1821100,86.949105
2014-10-24,91.07,91.82,90.160004,91.68,1488100,87.995301
2014-10-27,91.760002,93.809998,90.620003,92.949997,2291900,89.214255
2014-10-28,93.279999,94.169998,91.68,93.080002,2701500,89.339035
2014-10-29,93.0,97.5,92.57,95.790001,4290300,91.940117
2014-10-30,95.209999,95.669998,94.110001,95.190002,2075300,91.364233
2014-10-31,97.18,98.589996,96.160004,98.370003,2665900,94.416426
2014-11-03,98.720001,101.470001,98.5,100.75,2785100,96.700769
2014-11-04,100.230003,101.199997,99.599998,100.0,2100100,95.980912
2014-11-05,100.760002,101.389999,100.029999,101.279999,1223000,97.209467
2014-11-06,100.0,101.07,97.559998,97.870003,3240400,93.936522
2014-11-07,97.949997,98.970001,97.339996,97.699997,5057200,93.773349
2014-11-10,97.620003,98.0,97.059998,97.639999,1858700,93.715762
2014-11-11,97.639999,97.93,96.389999,96.949997,1455900,93.053492
2014-11-12,96.980003,98.110001,96.5,97.629997,1575500,93.706162
2014-11-13,97.470001,98.160004,97.089996,97.830002,1270100,93.898128
2014-11-14,98.010002,98.809998,97.779999,98.410004,1115900,94.454819
2014-11-17,98.290001,98.910004,97.269997,98.540001,1835600,94.579592
2014-11-18,98.379997,101.199997,98.139999,100.389999,2022000,96.355237
2014-11-19,100.239998,100.43,99.349998,99.910004,1180800,95.894533
2014-11-20,100.010002,101.809998,99.080002,101.769997,1198400,97.679771
2014-11-21,102.620003,103.480003,100.830002,101.699997,2608400,97.612585
2014-11-24,101.529999,102.970001,101.459999,102.760002,1229900,98.629988
2014-11-25,103.0,104.0,102.559998,102.629997,2333400,98.505208
2014-11-26,102.0,103.690002,101.57,103.669998,1465900,99.50341
2014-11-28,103.540001,104.0,102.970001,103.269997,862400,99.119485
2014-12-01,103.099998,103.370003,101.330002,102.150002,1828700,98.044504
2014-12-02,102.18,103.230003,101.739998,102.720001,1284800,98.591594
2014-12-03,102.949997,103.379997,102.110001,103.139999,1080000,98.994713
2014-12-04,103.040001,104.209999,102.919998,103.720001,1458300,99.551404
2014-12-05,104.0,105.209999,103.610001,105.07,2150800,100.847144
2014-12-08,104.550003,105.830002,104.139999,105.050003,1676100,100.827951
2014-12-09,103.620003,108.669998,103.620003,107.800003,3598500,103.467427
2014-12-10,108.379997,109.639999,107.0,107.230003,2937300,102.920336
2014-12-11,108.190002,109.089996,107.230003,108.040001,1909000,103.697779
2014-12-12,106.839996,107.650002,105.610001,105.629997,1600500,101.384635
2014-12-15,105.919998,107.110001,104.82,105.400002,1475900,101.163883
2014-12-16,105.029999,108.07,104.440002,104.489998,2368800,100.290453
2014-12-17,104.839996,108.860001,104.839996,107.949997,2335200,103.611392
2014-12-18,109.510002,112.489998,109.239998,112.360001,3202100,107.844154
2014-12-19,112.709999,114.690002,112.709999,113.879997,3764500,109.30306
2014-12-22,113.580002,114.480003,113.279999,114.279999,2155400,109.686986
2014-12-23,114.389999,114.559998,112.150002,113.300003,2104200,108.746377
2014-12-24,113.629997,113.75,112.639999,113.110001,783000,108.564011
2014-12-26,113.790001,113.989998,113.059998,113.089996,639100,108.54481
2014-12-29,112.779999,113.889999,112.589996,113.040001,992600,108.496824
2014-12-30,112.260002,112.82,111.800003,112.309998,1457900,108.178961
2014-12-31,112.169998,112.279999,110.610001,110.699997,1090400,106.628181
2015-01-02,111.800003,111.919998,109.260002,110.43,966400,106.368115
