Date,Open_CCI,High_CCI,Low_CCI,Close_CCI,Volume_CCI,AdjClose_CCI
2013-08-05,69.959999,70.839996,69.169998,70.559998,2457200,65.414837
2013-08-06,70.349998,70.470001,69.510002,69.790001,1808200,64.700987
2013-08-07,69.099998,69.849998,68.300003,68.339996,2397000,63.356715
2013-08-08,68.400002,68.830002,68.110001,68.690002,1676300,63.681199
2013-08-09,68.389999,69.349998,68.169998,68.760002,1605900,63.746095
2013-08-12,68.370003,68.769997,67.129997,67.440002,2305600,62.522348
2013-08-13,67.68,67.809998,66.730003,67.660004,2366400,62.726307
2013-08-14,67.540001,67.830002,67.32,67.769997,1771200,62.82828
2013-08-15,67.07,68.260002,66.889999,68.25,2461200,63.273282
2013-08-16,67.970001,68.480003,67.760002,67.910004,2113300,62.958077
2013-08-19,67.699997,69.059998,67.699997,68.5,1869000,63.505052
2013-08-20,68.559998,69.290001,68.07,68.959999,1589400,63.931508
2013-08-21,68.709999,68.970001,68.239998,68.260002,1112100,63.282554
2013-08-22,68.18,68.309998,67.809998,68.129997,839200,63.162029
2013-08-23,68.489998,69.870003,68.150002,69.730003,1149600,64.645365
2013-08-26,69.68,70.029999,68.93,68.989998,799900,63.95932
2013-08-27,68.440002,70.199997,68.440002,69.949997,2459200,64.849317
2013-08-28,69.919998,70.25,69.699997,69.82,1931100,64.728799
2013-08-29,69.559998,70.459999,69.5,69.910004,889000,64.812239
2013-08-30,70.099998,70.239998,69.209999,69.419998,1303500,64.357965
2013-09-03,69.32,70.129997,68.989998,69.230003,1103400,64.181824
2013-09-04,69.18,70.050003,69.019997,69.940002,1263600,64.840051
2013-09-05,69.790001,70.199997,68.690002,69.220001,1716700,64.172551
2013-09-06,69.589996,72.0,69.519997,70.550003,4950000,65.405571
2013-09-09,72.199997,72.489998,71.309998,72.449997,4295800,67.167019
2013-09-10,72.620003,73.510002,72.559998,73.209999,2163000,67.871603
2013-09-11,73.120003,73.220001,72.849998,73.029999,1211200,67.704728
2013-09-12,73.059998,73.059998,70.790001,70.830002,3618700,65.665152
2013-09-13,70.870003,71.080002,69.730003,69.860001,2947000,64.765883
2013-09-16,70.849998,71.040001,70.220001,70.5,2444700,65.359214
2013-09-17,70.589996,70.779999,70.199997,70.449997,1723900,65.312857
2013-09-18,70.099998,71.080002,69.279999,70.599998,4906200,65.451921
2013-09-19,70.879997,71.669998,70.660004,71.209999,2391000,66.017441
2013-09-20,71.0,71.470001,70.459999,70.620003,2555800,65.470466
2013-09-23,70.410004,71.050003,70.360001,70.650002,1341400,65.498277
2013-09-24,70.739998,70.860001,70.25,70.330002,1177100,65.201612
2013-09-25,70.279999,71.440002,70.059998,71.43,1701700,66.2214
2013-09-26,71.559998,73.059998,71.529999,73.0,2189800,67.676917
2013-09-27,72.959999,73.279999,72.510002,72.709999,2116100,67.408062
2013-09-30,72.510002,73.139999,71.980003,73.029999,1823800,67.704728
2013-10-01,73.209999,73.209999,71.919998,72.129997,2169900,66.870353
2013-10-02,71.650002,72.029999,71.309998,71.57,1829500,66.35119
2013-10-03,71.349998,71.57,70.889999,71.099998,2156600,65.915461
2013-10-04,71.209999,71.650002,70.400002,70.660004,1748100,65.50755
2013-10-07,71.110001,71.699997,70.519997,71.300003,986300,66.100882
2013-10-08,71.150002,71.260002,70.010002,70.260002,1140700,65.136716
2013-10-09,70.470001,70.75,69.870003,70.440002,2385100,65.303591
2013-10-10,70.800003,71.110001,70.0,70.809998,1927200,65.646607
2013-10-11,70.839996,71.410004,70.459999,71.370003,1573100,66.165777
2013-10-14,71.050003,71.940002,70.959999,71.93,1685000,66.68494
2013-10-15,71.720001,72.470001,71.650002,72.010002,1531500,66.759108
2013-10-16,72.389999,74.339996,72.379997,74.269997,2036800,68.854306
2013-10-17,74.169998,76.900002,74.07,76.809998,3120300,71.209093
2013-10-18,76.93,77.220001,75.559998,75.959999,3262200,70.421076
2013-10-21,74.029999,75.360001,72.809998,74.660004,6638200,69.215874
2013-10-22,75.519997,75.900002,74.43,74.870003,5632100,69.410561
2013-10-23,74.050003,74.5,73.349998,74.0,29454800,68.603998
2013-10-24,74.18,76.720001,74.059998,76.580002,10423700,70.995868
2013-10-25,76.050003,76.480003,75.589996,76.110001,3457200,70.560139
2013-10-28,76.199997,76.400002,75.199997,75.870003,3264400,70.337642
2013-10-29,75.839996,76.57,75.309998,76.540001,3640000,70.958784
2013-10-30,76.550003,76.75,75.760002,76.470001,3726500,70.893889
2013-10-31,76.620003,76.760002,75.220001,76.019997,5070100,70.476698
2013-11-01,75.940002,76.279999,74.010002,75.18,3965700,69.697954
2013-11-04,75.43,75.690002,74.800003,75.230003,1891600,69.74431
2013-11-05,75.010002,76.230003,75.010002,76.139999,2756900,70.58795
2013-11-06,76.230003,76.639999,76.010002,76.300003,2210800,70.736287
2013-11-07,76.5,76.849998,75.220001,75.379997,2420200,69.883367
2013-11-08,75.620003,75.620003,72.589996,74.540001,3416600,69.104622
2013-11-11,74.75,75.0,74.290001,74.629997,1282100,69.188056
2013-11-12,74.489998,74.919998,74.010002,74.309998,1582600,68.89139
2013-11-13,74.370003,74.639999,73.610001,74.629997,1470200,69.188056
2013-11-14,74.720001,76.019997,74.650002,75.5,2052700,69.994619
2013-11-15,75.260002,76.360001,75.139999,76.089996,1701200,70.541594
2013-11-18,76.080002,76.900002,75.650002,76.32,1830700,70.754825
2013-11-19,76.139999,76.760002,75.260002,75.519997,1564200,70.013158
2013-11-20,75.410004,76.370003,74.309998,74.809998,2274700,69.354931
2013-11-21,74.93,75.080002,74.010002,74.43,1414500,69.002643
2013-11-22,74.419998,74.660004,73.220001,74.190002,1855900,68.780145
2013-11-25,74.199997,74.470001,73.730003,73.870003,1828100,68.48348
2013-11-26,73.599998,75.0,73.099998,74.589996,3782100,69.150972
2013-11-27,74.470001,74.910004,73.959999,74.550003,1065200,69.113895
2013-11-29,74.449997,74.790001,74.040001,74.230003,906900,68.817229
2013-12-02,74.099998,75.349998,73.790001,75.0,2239900,69.531079
2013-12-03,74.769997,75.300003,74.43,75.160004,2244800,69.679415
2013-12-04,74.739998,74.739998,73.809998,74.510002,2664300,69.076811
2013-12-05,74.480003,74.860001,73.949997,74.550003,1888800,69.113895
2013-12-06,74.690002,75.43,74.610001,75.400002,1366500,69.901912
2013-12-09,75.379997,75.709999,74.879997,75.339996,1900200,69.846283
2013-12-10,75.330002,76.080002,75.040001,75.209999,1576800,69.725765
2013-12-11,74.790001,75.139999,74.0,74.139999,1554100,68.733788
2013-12-12,74.0,74.410004,73.849998,74.050003,1488900,68.650354
2013-12-13,74.0,74.480003,73.589996,73.910004,1726800,68.520564
2013-12-16,73.769997,73.769997,70.970001,72.169998,7999400,66.907438
2013-12-17,72.209999,72.410004,71.269997,71.610001,2534100,66.388274
2013-12-18,71.480003,72.220001,70.43,72.199997,3814200,66.935249
2013-12-19,72.209999,73.07,71.919998,73.0,2743400,67.676917
2013-12-20,72.919998,73.029999,71.800003,71.980003,3787800,66.731297
2013-12-23,72.32,72.540001,71.870003,72.150002,1510000,66.888899
2013-12-24,71.989998,72.75,71.879997,72.440002,685100,67.157753
2013-12-26,72.699997,72.93,72.419998,72.559998,1241200,67.268999
2013-12-27,72.669998,72.82,72.32,72.57,1292900,67.278271
2013-12-30,72.639999,73.599998,72.599998,73.220001,1312600,67.880876
2013-12-31,73.43,73.690002,73.089996,73.43,1339700,68.075562
2014-01-02,73.139999,73.199997,71.230003,71.629997,3659600,66.406813
2014-01-03,71.709999,72.209999,70.910004,71.239998,3206100,66.045252
2014-01-06,71.559998,71.959999,71.209999,71.269997,2993500,66.073063
2014-01-07,71.459999,72.779999,71.339996,72.769997,3655200,67.463685
2014-01-08,72.580002,72.849998,71.93,72.019997,5108000,66.768374
2014-01-09,72.360001,72.559998,71.330002,71.769997,2570900,66.536604
2014-01-10,71.559998,72.089996,71.559998,71.849998,1739400,66.610772
2014-01-13,71.82,72.190002,71.510002,71.599998,2503200,66.379002
2014-01-14,71.860001,73.239998,71.760002,72.910004,2609800,67.593483
2014-01-15,73.099998,74.480003,72.919998,74.279999,2660700,68.863579
2014-01-16,74.480003,74.699997,73.260002,73.720001,1886700,68.344416
2014-01-17,74.370003,74.760002,73.139999,74.220001,3598000,68.807957
2014-01-21,74.5,74.730003,73.639999,74.379997,1683800,68.956286
2014-01-22,74.400002,75.0,73.510002,73.769997,4640600,68.390766
2014-01-23,74.050003,74.970001,72.550003,73.199997,7065200,67.86233
2014-01-24,73.330002,73.400002,71.360001,71.370003,5264400,66.165777
2014-01-27,71.309998,71.690002,70.43,70.839996,3326800,65.674418
2014-01-28,70.800003,71.830002,70.800003,71.0,2423300,65.822754
2014-01-29,70.360001,70.93,70.169998,70.470001,3394300,65.331403
2014-01-30,70.730003,71.839996,70.699997,71.419998,2676000,66.212127
2014-01-31,70.669998,71.550003,70.459999,70.959999,2692000,65.78567
2014-02-03,70.959999,71.139999,68.830002,68.959999,3179900,63.931508
2014-02-04,69.290001,69.339996,68.440002,69.080002,3039600,64.042761
2014-02-05,68.870003,69.269997,68.559998,69.120003,3206900,64.079845
2014-02-06,69.269997,70.68,69.059998,70.529999,2721500,65.387025
2014-02-07,70.82,71.730003,69.790001,71.559998,3009500,66.341918
2014-02-10,71.550003,72.410004,71.550003,72.389999,2431200,67.111397
2014-02-11,72.57,73.510002,72.339996,73.32,2496800,67.973582
2014-02-12,73.419998,73.639999,73.019997,73.150002,1366300,67.81598
2014-02-13,72.910004,74.690002,72.709999,74.550003,2900700,69.113895
2014-02-14,74.339996,75.040001,74.169998,75.019997,1711300,69.549617
2014-02-18,75.139999,75.279999,74.290001,74.400002,1919300,68.974831
2014-02-19,74.010002,75.199997,73.669998,74.510002,2236900,69.076811
2014-02-20,74.580002,76.540001,74.580002,76.290001,2636600,70.727014
2014-02-21,76.360001,76.529999,74.779999,74.879997,2107900,69.419826
2014-02-24,74.989998,75.699997,74.690002,74.720001,1406300,69.271497
2014-02-25,74.489998,74.860001,74.029999,74.260002,1968200,68.845041
2014-02-26,74.260002,74.510002,73.379997,73.699997,1555400,68.32587
2014-02-27,73.790001,75.529999,73.75,75.459999,1636200,69.957535
2014-02-28,75.639999,75.910004,74.620003,75.900002,11710100,70.365453
2014-03-03,75.080002,75.440002,74.029999,74.75,2232800,69.299308
2014-03-04,75.410004,75.889999,74.339996,74.800003,2912200,69.345665
2014-03-05,74.910004,74.910004,73.830002,74.510002,3293400,69.076811
2014-03-06,74.529999,75.080002,74.370003,74.900002,2542100,69.438372
2014-03-07,74.919998,74.970001,73.120003,74.629997,3121700,69.188056
2014-03-10,74.540001,75.099998,74.220001,74.739998,2257100,69.290036
2014-03-11,74.720001,75.43,74.559998,75.110001,1930300,69.633058
2014-03-12,74.910004,75.800003,74.82,75.739998,2186200,70.217117
2014-03-13,75.849998,75.93,74.959999,75.18,2190000,69.697954
2014-03-14,75.010002,75.860001,74.879997,74.940002,1227800,69.475456
2014-03-17,75.0,75.470001,74.730003,74.879997,1926800,69.419826
2014-03-18,74.800003,75.309998,74.559998,74.82,1279800,69.689948
2014-03-19,74.980003,75.330002,73.379997,73.669998,1469600,68.618796
2014-03-20,73.510002,74.519997,73.150002,74.169998,1223800,69.084514
2014-03-21,74.650002,74.82,73.400002,73.699997,3586200,68.646738
2014-03-24,74.050003,74.709999,72.809998,74.129997,1745800,69.047256
2014-03-25,74.279999,74.769997,73.160004,73.690002,1828500,68.637429
2014-03-26,74.07,74.440002,73.410004,73.419998,1312300,68.385938
2014-03-27,73.510002,75.330002,73.32,75.18,2612100,70.025265
2014-03-28,75.18,75.540001,74.440002,74.610001,1432700,69.494347
2014-03-31,75.080002,75.160004,73.709999,73.779999,2511100,68.721255
2014-04-01,74.129997,74.900002,74.0,74.760002,1734700,69.634064
2014-04-02,74.599998,75.220001,74.519997,74.629997,1535900,69.512973
2014-04-03,74.900002,75.199997,74.389999,75.059998,1302400,69.91349
2014-04-04,75.379997,75.480003,74.400002,74.75,2842000,69.624748
2014-04-07,74.639999,75.050003,74.089996,74.400002,3359500,69.298747
2014-04-08,74.07,75.169998,74.07,74.610001,2701800,69.494347
2014-04-09,74.650002,75.18,74.040001,74.449997,1660500,69.345314
2014-04-10,74.379997,75.330002,73.349998,73.370003,3138900,68.33937
2014-04-11,73.059998,73.220001,72.0,72.099998,2326100,67.156444
2014-04-14,72.650002,73.910004,72.489998,73.040001,1852700,68.031995
2014-04-15,73.199997,73.5,72.900002,73.5,2037600,68.460454
2014-04-16,74.089996,74.519997,73.959999,74.0,2745900,68.926172
2014-04-17,73.93,74.459999,73.610001,73.919998,2176800,68.851655
2014-04-21,74.18,74.75,73.949997,74.75,1915400,69.624748
2014-04-22,74.620003,75.269997,74.510002,75.010002,1697900,69.866923
2014-04-23,74.839996,74.970001,74.080002,74.849998,3159000,69.71789
2014-04-24,74.809998,75.040001,73.120003,73.839996,4182600,68.777139
2014-04-25,73.510002,73.57,72.639999,72.779999,1935200,67.78982
2014-04-28,73.129997,73.139999,71.290001,71.730003,2530000,66.811818
2014-04-29,72.019997,72.489998,71.550003,71.800003,2174200,66.877018
2014-04-30,71.830002,72.779999,71.540001,72.730003,2586000,67.743253
2014-05-01,72.860001,73.589996,72.629997,73.540001,1842000,68.497712
2014-05-02,73.400002,75.650002,73.349998,74.57,3503300,69.457089
2014-05-05,74.25,76.5,74.209999,76.459999,2591100,71.2175
2014-05-06,76.220001,76.82,76.139999,76.699997,2502900,71.441043
2014-05-07,77.019997,77.82,77.0,77.699997,3237300,72.372477
2014-05-08,77.580002,77.949997,77.07,77.199997,1911300,71.90676
2014-05-09,77.209999,77.5,76.830002,77.239998,2207100,71.944018
2014-05-12,77.419998,77.610001,76.900002,77.339996,1661600,72.03716
2014-05-13,77.32,77.599998,77.019997,77.230003,2123500,71.934709
2014-05-14,77.330002,77.510002,76.949997,77.279999,1820300,71.981276
2014-05-15,76.940002,77.089996,76.150002,76.82,1639900,71.552817
2014-05-16,76.769997,77.419998,76.410004,76.800003,1579900,71.534192
2014-05-19,76.739998,76.879997,76.18,76.370003,1485100,71.133674
2014-05-20,76.269997,76.660004,75.610001,75.940002,1105000,70.733157
2014-05-21,76.120003,76.790001,76.050003,76.559998,1711400,71.310642
2014-05-22,76.629997,76.82,76.279999,76.389999,1599200,71.1523
2014-05-23,76.43,76.599998,75.540001,76.0,1722300,70.789041
2014-05-27,76.169998,76.699997,75.760002,76.419998,1173600,71.180242
2014-05-28,76.089996,76.709999,76.0,76.610001,839300,71.357217
2014-05-29,76.68,76.900002,76.029999,76.629997,1217500,71.375842
2014-05-30,76.510002,76.849998,76.419998,76.730003,2073700,71.468992
2014-06-02,76.839996,77.110001,76.18,76.290001,2014500,71.059158
2014-06-03,76.309998,76.43,75.400002,75.610001,1786800,70.425782
2014-06-04,75.650002,76.129997,75.410004,75.470001,1878500,70.295382
2014-06-05,75.650002,75.849998,74.989998,75.760002,2907700,70.565499
2014-06-06,76.029999,76.169998,75.580002,75.900002,1567700,70.695899
2014-06-09,75.650002,76.040001,75.559998,75.769997,1375200,70.574808
2014-06-10,75.410004,75.699997,74.989998,75.379997,1494900,70.211549
2014-06-11,75.110001,75.339996,74.629997,74.839996,959900,69.708573
2014-06-12,74.599998,74.849998,73.93,74.349998,2125800,69.252172
2014-06-13,74.089996,74.379997,73.019997,73.800003,2095200,68.739887
2014-06-16,73.589996,73.809998,72.75,73.260002,2425700,68.236912
2014-06-17,73.230003,73.580002,72.809998,73.260002,1667800,68.236912
2014-06-18,72.43,73.699997,72.43,73.589996,1770800,68.873323
2014-06-19,73.889999,74.029999,73.529999,73.989998,1355700,69.247687
2014-06-20,74.059998,74.559998,73.559998,74.029999,1690200,69.285124
2014-06-23,73.980003,74.139999,73.629997,74.059998,993800,69.3132
2014-06-24,73.779999,75.199997,73.779999,74.209999,1251600,69.453587
2014-06-25,74.120003,74.919998,73.730003,74.489998,1271800,69.71564
2014-06-26,74.489998,74.760002,74.110001,74.309998,698800,69.547176
2014-06-27,74.120003,74.910004,73.889999,74.239998,1740900,69.481663
2014-06-30,74.059998,74.470001,73.970001,74.260002,1860700,69.500385
2014-07-01,74.529999,74.860001,74.120003,74.669998,1822200,69.884103
2014-07-02,74.360001,74.5,73.690002,74.089996,1405100,69.341276
2014-07-03,75.550003,75.550003,73.540001,74.160004,823300,69.406796
2014-07-07,74.050003,74.470001,73.889999,73.919998,1342600,69.182174
2014-07-08,74.0,74.400002,73.580002,73.949997,953100,69.21025
2014-07-09,73.980003,74.43,73.82,74.169998,1724700,69.41615
2014-07-10,73.68,74.919998,73.57,74.489998,2965800,69.71564
2014-07-11,74.5,74.879997,74.440002,74.599998,1397100,69.81859
2014-07-14,74.790001,75.230003,74.75,74.849998,984900,70.052567
2014-07-15,74.989998,74.989998,73.720001,74.150002,1886000,69.397435
2014-07-16,74.5,74.720001,73.970001,74.68,2505000,69.893464
2014-07-17,74.410004,74.690002,73.839996,73.910004,1393700,69.17282
2014-07-18,74.269997,75.379997,74.120003,75.0,2162600,70.192954
2014-07-21,74.629997,75.269997,74.459999,75.080002,1701500,70.267828
2014-07-22,75.440002,76.220001,75.209999,75.540001,1908100,70.698344
2014-07-23,75.459999,76.809998,75.459999,76.599998,2461300,71.690402
2014-07-24,76.5,76.5,73.449997,73.830002,5461400,69.097946
2014-07-25,73.25,74.309998,73.010002,73.209999,5582300,68.517681
2014-07-28,73.290001,75.019997,73.169998,74.949997,2529800,70.146156
2014-07-29,75.190002,75.690002,74.290001,74.389999,2034300,69.622051
2014-07-30,74.739998,75.25,73.93,74.5,1822700,69.725001
2014-07-31,74.300003,74.720001,73.760002,74.18,2825400,69.425511
2014-08-01,74.239998,75.019997,73.410004,73.470001,1708000,68.761019
2014-08-04,73.650002,73.650002,72.529999,73.07,1710400,68.386655
2014-08-05,72.610001,73.199997,72.610001,72.849998,1611500,68.180755
2014-08-06,73.919998,76.849998,73.919998,75.959999,4620000,71.091423
2014-08-07,76.160004,76.800003,75.830002,76.599998,3341100,71.690402
2014-08-08,76.690002,77.449997,76.360001,77.43,2739400,72.467206
2014-08-11,77.449997,78.559998,77.279999,77.769997,2105700,72.785411
2014-08-12,77.580002,77.900002,77.220001,77.519997,2017400,72.551434
2014-08-13,77.540001,77.720001,76.989998,77.650002,2200600,72.673106
2014-08-14,77.900002,78.199997,77.559998,78.099998,1115200,73.094261
2014-08-15,78.169998,78.709999,77.82,78.459999,2420400,73.431188
2014-08-18,78.900002,78.970001,78.360001,78.529999,1804100,73.496701
2014-08-19,78.589996,78.730003,78.18,78.339996,1040100,73.318877
2014-08-20,78.25,78.669998,77.419998,78.550003,902400,73.515423
2014-08-21,78.5,80.519997,78.389999,80.0,4409400,74.872484
2014-08-22,79.849998,80.25,79.199997,79.480003,2151200,74.385816
2014-08-25,79.699997,79.849998,78.959999,79.559998,1426100,74.460683
2014-08-26,79.669998,79.889999,79.269997,79.57,1478500,74.470044
2014-08-27,79.690002,80.18,79.550003,79.720001,1630200,74.610432
2014-08-28,79.620003,79.93,79.25,79.75,907200,74.638508
2014-08-29,79.949997,79.949997,79.419998,79.510002,991200,74.413892
2014-09-02,79.769997,79.800003,79.220001,79.529999,1180000,74.432607
2014-09-03,79.589996,80.290001,79.519997,79.970001,1147900,74.844408
2014-09-04,79.940002,80.650002,79.800003,80.239998,1145900,75.0971
2014-09-05,80.169998,80.760002,79.93,80.639999,1267600,75.471464
2014-09-08,80.709999,81.0,80.190002,80.529999,791000,75.368513
2014-09-09,80.330002,80.330002,79.18,79.699997,1320000,74.59171
2014-09-10,79.449997,80.0,79.07,79.919998,1643700,74.79761
2014-09-11,79.830002,80.529999,79.550003,80.449997,1896300,75.293639
2014-09-12,80.25,80.300003,78.419998,78.790001,3436500,73.740039
2014-09-15,78.849998,79.040001,78.019997,78.389999,1151500,73.365675
2014-09-16,78.199997,79.260002,78.089996,79.220001,1553500,74.142479
2014-09-17,79.139999,80.040001,78.919998,79.720001,3432700,74.941529
2014-09-18,80.099998,80.650002,79.540001,80.18,3052700,75.373955
2014-09-19,80.489998,80.730003,79.68,79.739998,2890000,74.960327
2014-09-22,79.419998,79.629997,78.519997,78.580002,1702500,73.869862
2014-09-23,78.589996,79.870003,78.440002,79.379997,2296800,74.621905
2014-09-24,79.339996,79.980003,79.160004,79.75,2328200,74.96973
2014-09-25,79.370003,79.620003,78.389999,78.949997,3847100,74.217679
2014-09-26,79.25,79.93,78.879997,79.800003,1872500,75.016735
2014-09-29,79.32,79.940002,79.080002,79.809998,1251700,75.026131
2014-09-30,79.870003,80.790001,79.760002,80.529999,2462800,75.702975
2014-10-01,80.769997,80.839996,79.510002,79.980003,2787500,75.185946
2014-10-02,80.050003,80.550003,79.360001,80.5,2273400,75.674774
2014-10-03,80.730003,81.459999,80.410004,81.209999,3001200,76.342215
2014-10-06,81.480003,81.669998,81.0,81.25,1995100,76.379818
2014-10-07,81.099998,81.440002,80.660004,80.690002,2280500,75.853388
2014-10-08,81.0,81.669998,80.489998,81.5,3698200,76.614833
2014-10-09,81.580002,81.760002,79.980003,80.519997,4145600,75.693572
2014-10-10,80.550003,80.959999,79.25,79.330002,2346300,74.574906
2014-10-13,79.370003,79.730003,78.440002,78.470001,2057400,73.766455
2014-10-14,79.760002,82.029999,79.75,80.800003,4050900,75.956795
2014-10-15,80.18,80.779999,77.879997,79.540001,5851100,74.772318
2014-10-16,78.760002,79.629997,78.290001,79.25,2425400,74.4997
2014-10-17,79.790001,81.129997,79.739998,80.839996,2202700,75.994391
2014-10-20,80.580002,82.510002,80.449997,82.459999,1966700,77.517289
2014-10-21,83.110001,84.919998,82.940002,84.519997,7060100,79.453809
2014-10-22,84.529999,84.900002,83.519997,83.57,3538200,78.560756
2014-10-23,83.949997,84.650002,83.389999,84.290001,4482400,79.2376
2014-10-24,84.309998,84.940002,84.089996,84.75,1587300,79.670026
2014-10-27,84.82,84.82,83.970001,84.410004,2052600,79.350409
2014-10-28,84.910004,84.970001,83.199997,83.540001,3509700,78.532555
2014-10-29,83.540001,84.279999,82.440002,82.5,3540900,77.554893
2014-10-30,82.089996,83.5,82.089996,83.239998,3886200,78.250534
2014-10-31,81.489998,82.389999,76.160004,78.120003,27304700,73.437435
2014-11-03,78.709999,79.82,78.279999,78.989998,5068400,74.255282
2014-11-04,78.949997,79.169998,77.690002,78.160004,4830700,73.475039
2014-11-05,79.150002,79.410004,78.269997,79.339996,8780700,74.584302
2014-11-06,79.43,80.040001,79.349998,79.860001,4319700,75.073137
2014-11-07,79.800003,80.0,79.059998,79.800003,2793100,75.016735
2014-11-10,79.209999,80.010002,78.949997,79.910004,3299300,75.120142
2014-11-11,80.089996,80.089996,79.400002,79.610001,2158600,74.838122
2014-11-12,79.209999,80.629997,78.879997,80.510002,4824800,75.684177
2014-11-13,80.57,81.239998,80.139999,80.209999,3152900,75.402156
2014-11-14,80.169998,80.449997,79.919998,80.389999,1615600,75.571367
2014-11-17,80.050003,80.300003,79.860001,80.120003,1537800,75.317554
2014-11-18,80.190002,80.730003,79.339996,80.519997,1640500,75.693572
2014-11-19,80.419998,81.0,80.269997,80.769997,1961000,75.928587
2014-11-20,80.970001,81.330002,80.599998,80.980003,3473800,76.126006
2014-11-21,81.760002,81.849998,81.209999,81.699997,2810800,76.802842
2014-11-24,81.910004,82.360001,81.730003,82.169998,5980900,77.244671
2014-11-25,82.169998,82.559998,81.769997,82.379997,2860000,77.442083
2014-11-26,82.559998,82.839996,82.139999,82.510002,2255800,77.564295
2014-11-28,82.459999,83.580002,82.459999,83.089996,1355000,78.109524
2014-12-01,82.809998,83.190002,82.150002,82.25,3145100,77.319878
2014-12-02,80.709999,81.209999,79.589996,80.059998,5063600,75.261146
2014-12-03,80.120003,80.410004,79.639999,79.900002,1951100,75.11074
2014-12-04,79.980003,80.139999,79.730003,79.949997,1784500,75.157739
2014-12-05,79.93,80.080002,79.050003,79.269997,3138000,74.518498
2014-12-08,79.540001,80.059998,78.970001,79.150002,2230200,74.405695
2014-12-09,78.610001,79.269997,78.209999,78.970001,2606800,74.236484
2014-12-10,78.209999,78.43,77.239998,77.459999,2967100,72.816993
2014-12-11,77.489998,77.559998,76.599998,76.82,3434500,72.215355
2014-12-12,76.57,76.790001,75.800003,75.849998,4770100,71.303497
2014-12-15,76.139999,76.379997,75.300003,75.720001,3566100,71.181292
2014-12-16,75.589996,76.800003,74.879997,75.470001,2591200,70.946277
2014-12-17,75.0,75.849998,74.449997,75.110001,4307600,71.383452
2014-12-18,75.620003,76.949997,75.510002,76.529999,5421000,72.732997
2014-12-19,76.93,77.5,76.5,77.300003,5889500,73.464798
2014-12-22,77.5,78.669998,77.260002,78.290001,3296000,74.405678
2014-12-23,78.690002,79.480003,78.419998,79.18,2430300,75.25152
2014-12-24,79.279999,79.639999,79.010002,79.050003,753200,75.127973
2014-12-26,79.110001,79.360001,78.980003,79.050003,726400,75.127973
2014-12-29,78.910004,79.68,78.739998,79.059998,1225300,75.137471
2014-12-30,79.139999,79.169998,78.440002,78.919998,1369500,75.004418
2014-12-31,79.190002,79.449997,78.559998,78.699997,1548900,74.795332
2015-01-02,78.860001,79.93,78.720001,79.510002,2133900,75.565149
