Date,Open_MKC,High_MKC,Low_MKC,Close_MKC,Volume_MKC,AdjClose_MKC
2015-07-30,81.080002,82.059998,80.839996,82.010002,620500,80.85604
2015-07-31,82.269997,82.279999,81.739998,82.010002,1115100,80.85604
2015-08-03,81.809998,82.309998,81.809998,82.040001,847600,80.885617
2015-08-04,81.879997,82.93,81.760002,82.610001,622800,81.447596
2015-08-05,82.93,83.620003,82.779999,83.540001,506900,82.364511
2015-08-06,83.690002,83.690002,82.980003,83.43,469200,82.256058
2015-08-07,83.089996,83.610001,83.010002,83.580002,571600,82.403949
2015-08-10,84.0,84.959999,83.830002,84.669998,825500,83.478608
2015-08-11,84.099998,84.779999,83.82,84.610001,947100,83.419454
2015-08-12,84.129997,84.730003,83.019997,84.669998,944100,83.478608
2015-08-13,84.669998,84.989998,84.360001,84.510002,519000,83.320863
2015-08-14,84.559998,85.230003,84.360001,85.199997,406600,84.001149
2015-08-17,84.970001,85.230003,84.529999,85.0,542600,83.803966
2015-08-18,84.989998,85.300003,84.589996,84.75,509700,83.557484
2015-08-19,84.480003,84.480003,83.339996,83.510002,776200,82.334934
2015-08-20,83.160004,83.370003,81.93,81.989998,655900,80.836318
2015-08-21,81.629997,81.739998,79.910004,79.940002,835000,78.815168
2015-08-24,76.800003,77.690002,75.68,77.32,1325800,76.232031
2015-08-25,78.620003,78.739998,76.019997,76.019997,950100,74.95032
2015-08-26,77.139999,78.269997,76.110001,78.099998,903500,77.001054
2015-08-27,78.559998,79.139999,77.919998,79.07,761600,77.957407
2015-08-28,79.07,79.940002,78.800003,79.919998,1145800,78.795445
2015-08-31,79.330002,79.650002,78.839996,79.279999,1041600,78.164451
2015-09-01,78.529999,78.980003,77.279999,77.610001,992500,76.517951
2015-09-02,78.32,79.18,78.040001,79.18,745900,78.065859
2015-09-03,79.419998,80.690002,79.199997,80.080002,768900,78.953197
2015-09-04,79.220001,79.349998,78.220001,78.769997,663400,77.661625
2015-09-08,79.800003,80.900002,79.120003,80.889999,872300,79.751797
2015-09-09,81.370003,81.75,79.669998,79.879997,943400,78.756007
2015-09-10,79.919998,80.779999,79.720001,80.059998,549900,78.933474
2015-09-11,79.940002,80.889999,79.529999,80.849998,598700,79.712359
2015-09-14,80.900002,81.449997,80.339996,81.099998,817700,79.958841
2015-09-15,81.190002,81.980003,80.43,81.82,597400,80.668711
2015-09-16,82.040001,83.309998,81.519997,83.199997,1002300,82.029291
2015-09-17,83.050003,84.169998,82.830002,83.209999,874800,82.039152
2015-09-18,82.449997,83.330002,82.110001,82.639999,3035800,81.477173
2015-09-21,82.739998,83.5,82.309998,83.18,870800,82.009576
2015-09-22,82.300003,82.980003,81.739998,82.470001,841800,81.309567
2015-09-23,82.5,82.709999,82.129997,82.550003,665700,81.388443
2015-09-24,82.260002,83.25,81.760002,83.150002,656800,81.979999
2015-09-25,83.470001,84.440002,83.059998,83.43,699500,82.256058
2015-09-28,83.220001,83.610001,81.459999,81.5,764200,80.353215
2015-09-29,81.739998,81.940002,80.410004,81.190002,1075500,80.047579
2015-09-30,81.830002,82.349998,79.629997,82.18,1295100,81.023647
2015-10-01,79.980003,80.93,77.650002,78.68,2435300,77.572895
2015-10-02,77.720001,79.620003,77.720001,79.620003,1252800,78.499671
2015-10-05,79.959999,81.830002,79.959999,81.669998,1256000,80.520821
2015-10-06,81.669998,81.790001,80.75,81.440002,1055000,80.294061
2015-10-07,81.660004,82.300003,81.32,81.82,797500,80.668711
2015-10-08,81.400002,83.269997,81.32,82.75,707300,81.986443
2015-10-09,82.800003,83.599998,82.800003,83.019997,657900,82.253948
2015-10-12,83.029999,83.75,82.860001,83.349998,498000,82.580905
2015-10-13,83.139999,83.459999,82.419998,82.559998,589000,81.798194
2015-10-14,82.589996,82.860001,81.610001,81.760002,537100,81.00558
2015-10-15,82.339996,82.540001,81.5,81.809998,716600,81.055114
2015-10-16,82.099998,83.089996,82.0,82.669998,670700,81.907179
2015-10-19,82.5,82.949997,82.279999,82.620003,656000,81.857645
2015-10-20,82.419998,82.940002,82.050003,82.349998,628200,81.590132
2015-10-21,82.529999,83.370003,82.260002,82.93,748900,82.164782
2015-10-22,83.349998,85.860001,82.839996,85.550003,829000,84.76061
2015-10-23,85.800003,85.989998,84.760002,85.169998,367700,84.384111
2015-10-26,85.309998,85.43,84.919998,85.220001,624400,84.433653
2015-10-27,84.739998,85.120003,84.239998,84.370003,487700,83.591497
2015-10-28,84.470001,84.769997,83.400002,84.300003,624900,83.522144
2015-10-29,84.059998,84.769997,83.690002,84.639999,518200,83.859003
2015-10-30,84.510002,85.199997,83.980003,83.980003,895000,83.205097
