Date,Open_PNR,High_PNR,Low_PNR,Close_PNR,Volume_PNR,AdjClose_PNR
2014-05-07,74.959999,75.379997,74.489998,75.139999,1679700,71.949334
2014-05-08,74.830002,75.940002,74.82,75.57,1161600,72.361075
2014-05-09,75.360001,75.5,74.339996,74.970001,1247300,71.786554
2014-05-12,75.339996,76.459999,75.339996,76.419998,1440000,73.17498
2014-05-13,76.610001,76.919998,76.110001,76.360001,873500,73.11753
2014-05-14,76.080002,76.360001,75.120003,75.220001,636600,72.025938
2014-05-15,74.790001,74.870003,73.029999,74.099998,1851200,70.953494
2014-05-16,73.540001,74.059998,72.790001,73.360001,1745300,70.244919
2014-05-19,73.220001,74.57,72.889999,74.360001,851100,71.202456
2014-05-20,74.360001,74.470001,72.75,73.019997,903900,69.919353
2014-05-21,73.120003,74.019997,73.089996,73.779999,934000,70.647083
2014-05-22,74.050003,74.610001,73.849998,74.099998,672200,70.953494
2014-05-23,74.330002,74.800003,74.120003,74.720001,598300,71.54717
2014-05-27,75.209999,75.93,75.099998,75.139999,1120500,71.949334
2014-05-28,75.309998,75.800003,74.550003,74.610001,822300,71.44184
2014-05-29,74.690002,74.879997,73.93,74.400002,967500,71.240758
2014-05-30,74.32,74.699997,73.720001,74.639999,1533600,71.470565
2014-06-02,74.790001,75.040001,73.940002,74.959999,672500,71.776977
2014-06-03,74.739998,74.93,73.980003,74.290001,659200,71.135429
2014-06-04,74.169998,74.830002,74.129997,74.540001,942500,71.374813
2014-06-05,74.919998,76.489998,74.449997,76.18,1087100,72.945173
2014-06-06,76.330002,77.440002,76.330002,77.400002,617700,74.11337
2014-06-09,77.230003,79.199997,77.209999,78.5,991200,75.166659
2014-06-10,78.239998,78.43,77.910004,78.059998,671900,74.74534
2014-06-11,77.68,77.889999,77.239998,77.419998,774700,74.132517
2014-06-12,77.379997,77.620003,75.160004,75.349998,1265800,72.150416
2014-06-13,75.370003,75.580002,74.900002,75.18,783000,71.987636
2014-06-16,75.099998,75.919998,74.940002,75.480003,1200200,72.2749
2014-06-17,75.150002,75.760002,75.050003,75.459999,1298500,72.255745
2014-06-18,75.580002,75.690002,74.290001,74.900002,951300,71.719527
2014-06-19,74.940002,74.940002,74.220001,74.669998,1647700,71.49929
2014-06-20,74.82,75.589996,74.629997,75.370003,1600500,72.16957
2014-06-23,75.370003,75.610001,75.230003,75.419998,673200,72.217443
2014-06-24,75.620003,75.699997,74.900002,74.940002,1042300,71.757829
2014-06-25,74.730003,74.870003,73.870003,74.139999,1378400,70.991797
2014-06-26,73.919998,74.120003,73.010002,73.169998,1293500,70.062985
2014-06-27,72.720001,73.150002,72.370003,72.760002,2021900,69.670398
2014-06-30,72.639999,73.360001,71.93,72.120003,2119000,69.057575
2014-07-01,72.57,72.769997,71.910004,72.5,1460400,69.421436
2014-07-02,72.279999,72.639999,71.849998,71.900002,1402700,68.846916
2014-07-03,72.339996,72.730003,72.080002,72.199997,766600,69.134172
2014-07-07,71.93,71.980003,70.919998,71.050003,1642100,68.033011
2014-07-08,71.0,71.050003,70.010002,70.239998,1669100,67.257401
2014-07-09,70.510002,71.110001,70.339996,70.970001,2190400,67.956406
2014-07-10,70.089996,70.790001,69.660004,70.480003,1186500,67.487215
2014-07-11,70.68,71.0,70.010002,70.839996,1253400,67.831921
2014-07-14,71.5,72.449997,71.330002,72.239998,2680300,69.172475
2014-07-15,72.0,72.650002,71.550003,72.5,2204900,69.421436
2014-07-16,72.900002,73.629997,72.529999,73.220001,1883500,70.110864
2014-07-17,72.949997,72.949997,71.43,71.57,1750700,68.530927
2014-07-18,71.709999,72.470001,71.550003,72.379997,1866900,69.306529
2014-07-21,72.190002,73.0,71.93,72.599998,984500,69.517189
2014-07-22,73.019997,73.169998,72.330002,72.419998,1280900,69.344832
2014-07-23,72.25,72.410004,71.690002,71.839996,812300,69.075607
2014-07-24,71.760002,72.300003,71.629997,71.779999,1200500,69.017918
2014-07-25,71.650002,72.459999,71.599998,72.269997,765600,69.489061
2014-07-28,72.18,72.190002,71.209999,71.800003,688200,69.037153
2014-07-29,71.690002,72.010002,69.949997,69.959999,1113500,67.267952
2014-07-30,70.169998,70.290001,69.129997,69.589996,2076600,66.912187
2014-07-31,66.0,67.18,63.59,64.07,7434100,61.604599
2014-08-01,63.529999,64.389999,62.91,63.650002,4456500,61.200762
2014-08-04,63.75,65.43,63.66,65.080002,3161200,62.575736
2014-08-05,64.769997,65.68,64.43,64.709999,2338800,62.219971
2014-08-06,63.84,65.459999,63.84,65.080002,1984300,62.575736
2014-08-07,65.519997,66.730003,65.510002,66.550003,2386900,63.989172
2014-08-08,66.5,67.190002,66.080002,67.150002,2035400,64.566083
2014-08-11,67.800003,68.739998,67.769997,68.360001,1865600,65.729521
2014-08-12,68.0,69.110001,68.0,68.449997,1264000,65.816054
2014-08-13,68.779999,69.089996,68.349998,68.529999,1270900,65.892978
2014-08-14,68.75,69.040001,68.339996,68.5,1289200,65.864133
2014-08-15,68.860001,68.860001,67.269997,67.940002,2238500,65.325684
2014-08-18,68.419998,69.610001,68.419998,69.389999,1428200,66.719886
2014-08-19,69.5,70.199997,69.480003,69.830002,1349000,67.142957
2014-08-20,69.690002,70.449997,69.690002,70.010002,1419100,67.316031
2014-08-21,70.190002,70.330002,69.720001,70.019997,960700,67.325641
2014-08-22,69.730003,69.959999,69.160004,69.400002,1422900,66.729503
2014-08-25,69.699997,70.309998,69.489998,69.889999,783000,67.200646
2014-08-26,70.019997,70.32,68.650002,68.690002,1347700,66.046825
2014-08-27,68.839996,69.120003,68.440002,68.639999,976700,65.998746
2014-08-28,68.290001,68.68,67.879997,68.510002,690600,65.873751
2014-08-29,68.599998,68.629997,67.610001,68.07,1281000,65.450679
2014-09-02,68.080002,68.25,67.32,67.690002,2233100,65.085304
2014-09-03,68.150002,68.25,67.169998,67.550003,936800,64.950692
2014-09-04,67.889999,68.07,66.910004,67.010002,1434000,64.43147
2014-09-05,67.07,67.360001,66.269997,67.32,1747400,64.729539
2014-09-08,67.129997,67.5,66.669998,66.919998,1125500,64.34493
2014-09-09,67.0,67.57,66.75,67.32,5711100,64.729539
2014-09-10,67.230003,67.639999,66.68,67.190002,1297700,64.604544
2014-09-11,67.0,67.940002,66.82,67.790001,1096000,65.181455
2014-09-12,67.849998,67.910004,67.260002,67.389999,985400,64.796845
2014-09-15,67.209999,67.800003,66.879997,67.330002,885100,64.739156
2014-09-16,67.129997,67.610001,66.769997,67.360001,869400,64.768001
2014-09-17,67.5,68.040001,67.120003,67.360001,1048200,64.768001
2014-09-18,67.720001,67.949997,67.370003,67.690002,753100,65.085304
2014-09-19,68.110001,68.300003,67.379997,67.900002,1839200,65.287223
2014-09-22,67.610001,67.68,66.830002,67.07,2156200,64.489159
2014-09-23,66.660004,67.199997,66.5,66.809998,1621400,64.239162
2014-09-24,66.589996,67.339996,66.239998,67.279999,1335200,64.691078
2014-09-25,67.230003,67.230003,66.790001,66.790001,2213900,64.219935
2014-09-26,66.779999,67.610001,66.480003,67.410004,1721800,64.81608
2014-09-29,66.690002,66.690002,65.660004,66.169998,1776200,63.62379
2014-09-30,66.279999,66.480003,65.349998,65.489998,2596700,62.969956
2014-10-01,65.400002,65.690002,64.5,64.610001,2621300,62.12382
2014-10-02,64.419998,64.900002,64.199997,64.660004,2270300,62.171899
2014-10-03,65.160004,65.269997,64.599998,65.139999,1284500,62.633425
2014-10-06,65.389999,65.900002,65.129997,65.339996,795200,62.825726
2014-10-07,64.650002,65.07,63.849998,63.849998,1217500,61.393063
2014-10-08,63.93,64.949997,63.369999,64.879997,1778700,62.383428
2014-10-09,64.699997,64.739998,62.630001,62.720001,1560400,60.306548
2014-10-10,62.669998,63.119999,61.779999,62.150002,2205900,59.758482
2014-10-13,62.630001,62.919998,61.25,61.310001,2443700,58.950804
2014-10-14,61.549999,62.82,61.380001,61.810001,2100100,59.431565
2014-10-15,60.779999,61.919998,59.09,60.849998,3356700,58.508502
2014-10-16,59.740002,62.25,59.740002,61.810001,3330000,59.431565
2014-10-17,62.43,64.07,62.389999,63.740002,2827200,61.287299
2014-10-20,63.549999,64.489998,63.43,64.230003,2630800,61.758445
2014-10-21,65.889999,66.470001,64.900002,65.0,3509200,62.498813
2014-10-22,65.040001,65.970001,64.629997,64.660004,2387400,62.460177
2014-10-23,65.43,67.040001,65.43,66.349998,1586000,64.092676
2014-10-24,66.400002,67.080002,66.07,66.93,1010700,64.652946
2014-10-27,66.580002,66.779999,65.849998,66.050003,1605300,63.802887
2014-10-28,66.629997,67.330002,65.860001,67.330002,1614100,65.039338
2014-10-29,67.540001,67.540001,66.18,66.849998,811000,64.575665
2014-10-30,66.5,67.290001,66.18,67.190002,715000,64.904102
2014-10-31,68.080002,68.18,66.809998,67.050003,1457700,64.768866
2014-11-03,67.25,67.440002,66.459999,66.730003,1161900,64.459753
2014-11-04,66.730003,66.730003,65.610001,66.169998,1422000,63.9188
2014-11-05,66.800003,67.239998,66.089996,67.160004,858100,64.875124
2014-11-06,67.300003,67.980003,66.959999,67.879997,1047800,65.570622
2014-11-07,67.93,68.099998,67.610001,68.080002,759200,65.763822
2014-11-10,68.110001,68.5,67.889999,68.290001,688600,65.966677
2014-11-11,68.25,68.5,67.720001,68.120003,704200,65.802462
2014-11-12,67.800003,68.510002,67.529999,68.440002,751400,66.111575
2014-11-13,68.379997,68.919998,68.029999,68.470001,2209400,66.140553
2014-11-14,68.150002,69.139999,68.059998,68.660004,1849400,66.324092
2014-11-17,68.82,69.309998,68.190002,69.0,1161600,66.652521
2014-11-18,68.949997,69.199997,68.410004,68.510002,1035700,66.179193
2014-11-19,68.400002,68.400002,67.080002,67.639999,1226800,65.338789
2014-11-20,67.279999,67.900002,67.059998,67.800003,713200,65.49335
2014-11-21,68.75,69.050003,68.32,68.57,690900,66.23715
2014-11-24,68.82,69.019997,68.440002,68.82,878700,66.478644
2014-11-25,69.0,69.370003,68.93,69.080002,1119000,66.729801
2014-11-26,69.199997,69.199997,67.959999,68.029999,680400,65.71552
2014-11-28,67.650002,67.650002,64.360001,64.709999,1315300,62.508472
2014-12-01,64.080002,64.080002,61.869999,62.75,3412300,60.615155
2014-12-02,62.470001,62.919998,61.509998,62.810001,3050900,60.673115
2014-12-03,63.009998,64.510002,62.720001,64.410004,1430500,62.218683
2014-12-04,64.459999,64.57,63.880001,64.190002,951000,62.006166
2014-12-05,63.25,63.939999,63.02,63.209999,1084100,61.059504
2014-12-08,63.189999,63.189999,61.25,61.43,1073500,59.340063
2014-12-09,60.650002,62.790001,60.52,62.75,1403600,60.615155
2014-12-10,62.700001,62.700001,60.77,60.82,1930300,58.750816
2014-12-11,61.040001,62.189999,60.82,61.360001,1382500,59.272445
2014-12-12,60.630001,61.200001,60.009998,60.02,1256800,57.978034
2014-12-15,60.119999,60.540001,59.48,59.84,1319500,57.804157
2014-12-16,59.669998,61.75,59.669998,60.959999,2164000,58.886052
2014-12-17,61.119999,63.779999,61.009998,63.709999,3220200,61.542493
2014-12-18,64.75,65.120003,62.959999,65.040001,2567300,62.827247
2014-12-19,65.260002,66.699997,64.959999,66.610001,2938500,64.343833
2014-12-22,66.18,66.93,65.919998,66.860001,1225100,64.585327
2014-12-23,67.260002,67.75,66.940002,67.080002,929000,64.797844
2014-12-24,67.139999,67.349998,66.849998,66.989998,366800,64.710902
2014-12-26,67.209999,67.419998,66.940002,67.120003,394100,64.836484
2014-12-29,67.120003,67.489998,66.940002,67.25,739400,64.962058
2014-12-30,67.370003,67.370003,66.809998,67.129997,828000,64.846138
2014-12-31,67.019997,67.480003,66.309998,66.419998,1028500,64.160294
2015-01-02,66.779999,67.190002,66.260002,66.68,1570800,64.411451
2015-01-05,66.260002,66.260002,63.75,63.959999,1744300,61.783988
2015-01-06,64.220001,64.709999,62.68,63.41,1958100,61.252701
2015-01-07,64.0,64.199997,63.32,63.889999,1183600,61.71637
2015-01-08,64.089996,65.559998,64.040001,65.550003,1538300,63.319898
2015-01-09,65.690002,65.760002,65.0,65.120003,1373000,62.904527
2015-01-12,64.790001,65.209999,64.129997,64.629997,1402000,62.431192
2015-01-13,65.160004,65.839996,63.82,65.0,2040700,62.788607
