Date,Open_PNR,High_PNR,Low_PNR,Close_PNR,Volume_PNR,AdjClose_PNR
2013-06-14,59.259998,60.0,59.130001,59.720001,1090600,56.354427
2013-06-17,60.060001,60.139999,58.509998,58.810001,2226300,55.495711
2013-06-18,58.950001,59.73,58.470001,59.57,1108000,56.212879
2013-06-19,59.52,59.91,58.650002,58.669998,1661900,55.363598
2013-06-20,58.169998,58.169998,56.610001,56.709999,1613200,53.514056
2013-06-21,57.099998,57.259998,56.450001,56.869999,2218700,53.665039
2013-06-24,56.139999,56.610001,55.490002,55.799999,1543200,52.65534
2013-06-25,56.259998,56.950001,56.200001,56.599998,1336300,53.410255
2013-06-26,57.029999,57.32,56.52,57.220001,866300,53.995317
2013-06-27,57.490002,58.52,57.490002,58.450001,809700,55.155999
2013-06-28,58.34,58.490002,57.639999,57.689999,2088200,54.438827
2013-07-01,58.0,58.52,57.650002,58.25,837400,54.967269
2013-07-02,58.130001,58.68,57.740002,57.939999,1149100,54.674738
2013-07-03,57.720001,58.060001,57.380001,57.93,354700,54.665303
2013-07-05,58.34,58.790001,57.98,58.779999,575700,55.467399
2013-07-08,59.060001,59.080002,58.610001,58.810001,831900,55.495711
2013-07-09,59.23,59.5,58.68,58.889999,1050200,55.571201
2013-07-10,58.779999,59.16,58.240002,58.849998,864000,55.533454
2013-07-11,59.77,60.77,59.200001,60.650002,1379600,57.232016
2013-07-12,60.439999,60.98,60.080002,60.970001,858900,57.533982
2013-07-15,61.200001,61.310001,60.27,60.880001,1322000,57.449054
2013-07-16,60.970001,61.470001,60.16,60.189999,863000,56.797937
2013-07-17,60.48,60.790001,60.060001,60.23,661100,56.835684
2013-07-18,60.52,60.549999,59.970001,60.450001,958000,57.043287
2013-07-19,60.52,60.98,60.139999,60.740002,1214700,57.316945
2013-07-22,60.970001,61.75,60.380001,60.43,1075400,57.024414
2013-07-23,59.52,61.48,59.299999,59.919998,1406200,56.543153
2013-07-24,60.040001,60.439999,59.700001,59.880001,1340700,56.74215
2013-07-25,59.93,60.810001,59.650002,60.790001,679700,57.604464
2013-07-26,60.360001,60.66,60.02,60.630001,1270300,57.452849
2013-07-29,60.5,60.75,59.91,60.360001,733800,57.196997
2013-07-30,60.459999,61.09,59.84,60.880001,1162500,57.689748
2013-07-31,61.040001,61.66,60.759998,61.080002,1364300,57.879268
2013-08-01,61.5,62.790001,61.5,62.459999,883200,59.18695
2013-08-02,62.34,62.529999,61.82,62.529999,590600,59.253282
2013-08-05,62.560001,63.209999,62.41,63.209999,794600,59.897649
2013-08-06,62.91,63.349998,62.799999,63.23,910800,59.916601
2013-08-07,63.02,63.349998,62.509998,63.259998,895500,59.945028
2013-08-08,63.509998,63.77,63.18,63.610001,833400,60.276689
2013-08-09,63.419998,63.860001,62.84,63.43,729900,60.106121
2013-08-12,63.169998,63.919998,63.169998,63.860001,654900,60.513589
2013-08-13,64.0,64.370003,63.700001,64.169998,727300,60.807342
2013-08-14,64.279999,64.879997,63.400002,63.459999,919200,60.134548
2013-08-15,62.849998,62.880001,62.18,62.43,952700,59.158524
2013-08-16,62.25,62.470001,61.970001,62.110001,998700,58.855293
2013-08-19,62.099998,62.220001,61.630001,61.689999,571100,58.4573
2013-08-20,61.689999,62.209999,61.459999,61.919998,509500,58.675247
2013-08-21,61.810001,62.16,61.209999,61.240002,529200,58.030884
2013-08-22,61.389999,62.259998,61.389999,62.110001,388200,58.855293
2013-08-23,62.23,62.32,61.490002,61.77,463400,58.533109
2013-08-26,61.73,62.189999,61.529999,61.650002,578200,58.419399
2013-08-27,60.84,61.18,60.330002,60.389999,715300,57.225423
2013-08-28,60.380001,60.869999,59.889999,60.580002,645100,57.405469
2013-08-29,60.369999,61.5,60.310001,60.98,678500,57.784506
2013-08-30,61.009998,61.189999,59.970001,60.110001,655000,56.960097
2013-09-03,61.119999,61.389999,60.369999,60.630001,787800,57.452849
2013-09-04,60.759998,61.77,60.549999,61.630001,663900,58.400446
2013-09-05,61.529999,62.34,61.299999,62.240002,775600,58.978481
2013-09-06,62.41,62.5,61.150002,61.639999,663300,58.409921
2013-09-09,61.950001,62.860001,61.93,62.799999,399000,59.509134
2013-09-10,63.189999,64.349998,63.029999,64.32,623300,60.949483
2013-09-11,64.279999,64.489998,63.740002,64.449997,532100,61.072668
2013-09-12,64.339996,64.669998,63.830002,64.110001,672300,60.750488
2013-09-13,64.300003,64.349998,63.82,64.089996,575500,60.731532
2013-09-16,65.089996,65.18,64.25,64.349998,384800,60.977909
2013-09-17,64.260002,64.730003,64.07,64.580002,410100,61.19586
2013-09-18,64.550003,65.330002,64.080002,65.129997,739300,61.717034
2013-09-19,65.379997,66.110001,65.379997,65.43,884900,62.001317
2013-09-20,65.389999,66.489998,65.389999,65.82,2764400,62.370879
2013-09-23,65.629997,65.68,64.349998,64.669998,1015200,61.28114
2013-09-24,64.599998,65.550003,64.449997,65.080002,878800,61.669659
2013-09-25,65.18,65.739998,64.910004,65.5,993900,62.067648
2013-09-26,65.629997,65.949997,65.209999,65.919998,586200,62.465637
2013-09-27,65.43,65.75,65.160004,65.519997,500600,62.086597
2013-09-30,65.029999,65.389999,64.779999,64.940002,1001900,61.536996
2013-10-01,64.730003,66.110001,64.730003,65.980003,962100,62.522498
2013-10-02,65.419998,66.309998,65.099998,66.269997,944900,62.797295
2013-10-03,66.010002,66.300003,64.849998,65.580002,732600,62.143458
2013-10-04,65.559998,66.559998,65.290001,66.309998,720000,62.8352
2013-10-07,65.150002,65.790001,65.010002,65.25,731500,61.830749
2013-10-08,65.120003,65.660004,63.779999,63.830002,861100,60.485162
2013-10-09,63.98,64.32,63.34,63.799999,667900,60.456731
2013-10-10,64.660004,65.419998,64.489998,65.419998,734700,61.991839
2013-10-11,65.349998,66.599998,65.25,66.389999,514200,62.91101
2013-10-14,66.040001,66.260002,65.449997,65.989998,896500,62.531969
2013-10-15,65.790001,65.989998,64.559998,64.739998,875500,61.347472
2013-10-16,65.139999,65.660004,64.599998,65.160004,1083900,61.745468
2013-10-17,64.75,64.849998,64.18,64.559998,1490600,61.176904
2013-10-18,64.959999,65.459999,64.589996,65.239998,2055500,61.821271
2013-10-21,65.5,65.82,65.309998,65.699997,1332900,62.257165
2013-10-22,65.0,65.120003,62.799999,64.68,2864300,61.290618
2013-10-23,64.43,65.160004,63.799999,65.110001,1699300,61.937484
2013-10-24,65.209999,65.959999,64.989998,65.779999,1124800,62.574836
2013-10-25,65.75,66.699997,65.580002,66.669998,1054100,63.42147
2013-10-28,66.529999,66.790001,66.260002,66.370003,815000,63.136092
2013-10-29,66.550003,67.720001,66.400002,67.639999,1002400,64.344208
2013-10-30,67.5,67.949997,66.949997,67.150002,879600,63.878085
2013-10-31,67.360001,67.57,66.559998,67.089996,933400,63.821004
2013-11-01,67.379997,67.860001,66.830002,67.480003,798600,64.192007
2013-11-04,67.669998,68.050003,67.43,67.849998,587000,64.543974
2013-11-05,67.599998,68.489998,66.959999,68.160004,854300,64.838874
2013-11-06,68.349998,68.540001,67.690002,68.019997,585300,64.705689
2013-11-07,68.309998,68.480003,66.239998,66.339996,833100,63.107548
2013-11-08,66.330002,67.379997,66.309998,67.360001,1106500,64.077852
2013-11-11,67.419998,68.029999,67.32,67.900002,1198700,64.591541
2013-11-12,67.830002,68.400002,67.610001,68.050003,619600,64.734234
2013-11-13,67.690002,68.470001,67.529999,68.449997,795100,65.114738
2013-11-14,68.769997,69.800003,68.57,69.739998,792500,66.341883
2013-11-15,70.300003,70.739998,69.919998,70.480003,1199400,67.045831
2013-11-18,70.720001,70.940002,70.040001,70.290001,638000,66.865086
2013-11-19,70.330002,70.550003,69.32,69.599998,758700,66.208705
2013-11-20,70.0,70.400002,69.510002,69.639999,942100,66.246757
2013-11-21,69.849998,70.5,69.599998,70.419998,885900,66.98875
2013-11-22,70.330002,70.599998,69.339996,70.370003,900500,66.94119
2013-11-25,70.5,71.059998,70.489998,70.800003,597900,67.350239
2013-11-26,70.769997,71.300003,70.669998,70.940002,836200,67.483416
2013-11-27,71.0,71.419998,70.410004,71.269997,616600,67.797331
2013-11-29,71.279999,71.349998,70.699997,70.720001,362000,67.274135
2013-12-02,70.599998,70.980003,70.120003,70.43,771700,66.998264
2013-12-03,69.970001,70.25,69.349998,69.989998,789400,66.579701
2013-12-04,69.550003,70.279999,68.919998,69.779999,547500,66.379934
2013-12-05,69.629997,70.129997,69.32,69.75,599800,66.351397
2013-12-06,70.790001,71.160004,70.260002,70.949997,755000,67.492924
2013-12-09,70.809998,71.470001,70.599998,71.239998,640900,67.768794
2013-12-10,70.870003,72.300003,70.68,71.639999,902400,68.149306
2013-12-11,71.599998,71.830002,70.120003,70.25,953800,66.827035
2013-12-12,70.080002,70.389999,69.410004,69.970001,1030200,66.560679
2013-12-13,70.25,70.650002,69.709999,70.010002,784300,66.598731
2013-12-16,70.75,71.779999,69.760002,71.599998,1460100,68.111254
2013-12-17,72.739998,73.470001,71.970001,72.830002,1414500,69.281325
2013-12-18,73.080002,75.139999,72.540001,75.089996,1089500,71.4312
2013-12-19,74.889999,75.050003,74.239998,74.889999,1005700,71.240948
2013-12-20,74.919998,75.910004,74.82,75.400002,1503900,71.7261
2013-12-23,76.059998,76.260002,75.269997,75.919998,1332800,72.220759
2013-12-24,76.120003,76.75,76.029999,76.550003,376700,72.820067
2013-12-26,76.470001,77.589996,76.309998,77.389999,616400,73.619134
2013-12-27,77.650002,77.970001,77.389999,77.57,699000,73.790364
2013-12-30,77.57,77.910004,77.190002,77.389999,507300,73.619134
2013-12-31,77.690002,77.900002,77.099998,77.669998,704500,73.88549
2014-01-02,77.349998,77.690002,76.419998,76.870003,1063500,73.124475
2014-01-03,76.879997,77.57,76.57,76.629997,940000,72.896163
2014-01-06,77.040001,77.220001,76.110001,76.150002,1358400,72.439556
2014-01-07,76.489998,77.349998,76.339996,76.970001,872900,73.219601
2014-01-08,76.800003,77.5,76.489998,77.260002,949300,73.495471
2014-01-09,77.440002,77.870003,77.099998,77.309998,900500,73.54303
2014-01-10,77.5,77.629997,76.809998,77.019997,908900,73.26716
2014-01-13,76.620003,76.82,74.93,75.080002,1888000,71.421692
2014-01-14,75.300003,75.989998,74.760002,75.800003,1495900,72.106611
2014-01-15,76.07,77.190002,75.959999,77.190002,1132400,73.428882
2014-01-16,76.949997,77.440002,76.760002,77.18,905100,73.419367
2014-01-17,77.169998,77.849998,76.120003,77.599998,2282400,73.818901
2014-01-21,77.949997,78.18,76.910004,77.75,1534800,73.961593
2014-01-22,78.040001,78.07,77.0,77.379997,918800,73.84707
2014-01-23,76.919998,77.129997,75.449997,75.709999,1288900,72.253318
2014-01-24,75.209999,75.379997,72.029999,72.220001,2564800,68.922663
2014-01-27,72.75,73.010002,71.290001,72.010002,1756100,68.722252
2014-01-28,77.779999,77.779999,73.080002,74.800003,2724700,71.38487
2014-01-29,74.790001,75.720001,73.599998,73.980003,2362600,70.602309
2014-01-30,74.669998,74.879997,73.900002,74.739998,1171700,71.327604
2014-01-31,74.360001,74.949997,73.0,74.330002,1255100,70.936327
2014-02-03,74.330002,74.910004,71.470001,71.57,2891400,68.302338
2014-02-04,72.059998,73.940002,71.339996,73.849998,2037600,70.478239
2014-02-05,73.57,75.010002,73.400002,74.809998,2191300,71.394408
2014-02-06,74.620003,75.239998,74.160004,74.940002,1246500,71.518477
2014-02-07,75.25,76.410004,75.040001,76.370003,1510600,72.883188
2014-02-10,76.370003,76.690002,75.769997,76.550003,1330400,73.05497
2014-02-11,76.370003,77.660004,76.370003,77.309998,1774200,73.780266
2014-02-12,77.360001,78.239998,77.339996,77.669998,984800,74.12383
2014-02-13,77.07,77.940002,76.419998,77.93,1009400,74.371961
2014-02-14,77.849998,78.459999,77.370003,78.379997,928700,74.801413
2014-02-18,78.879997,79.080002,78.160004,79.050003,887300,75.440828
2014-02-19,78.889999,79.230003,77.720001,77.830002,1214900,74.276528
2014-02-20,78.029999,79.25,77.910004,78.989998,1382300,75.383563
2014-02-21,79.220001,79.949997,78.660004,79.169998,1254500,75.555345
2014-02-24,79.300003,79.989998,79.190002,79.519997,1025400,75.889363
2014-02-25,79.580002,80.550003,79.370003,80.18,2566600,76.519233
2014-02-26,80.290001,80.809998,79.769997,80.389999,1200300,76.719644
2014-02-27,80.370003,81.080002,80.110001,80.940002,919800,77.244536
2014-02-28,81.139999,81.389999,80.339996,80.809998,870700,77.120467
2014-03-03,80.099998,80.660004,79.559998,80.279999,787900,76.614666
2014-03-04,81.360001,82.120003,81.260002,81.919998,880400,78.179788
2014-03-05,81.910004,82.190002,81.449997,81.910004,1001000,78.17025
2014-03-06,81.82,82.790001,81.82,82.720001,1012100,78.943266
2014-03-07,83.029999,83.370003,82.400002,82.809998,1024400,79.029153
2014-03-10,82.589996,82.730003,81.889999,82.379997,602100,78.618785
2014-03-11,82.360001,82.769997,80.970001,81.349998,1480200,77.635813
2014-03-12,80.730003,80.75,79.470001,80.239998,1704000,76.576492
2014-03-13,80.510002,80.699997,78.059998,78.57,2152400,74.98274
2014-03-14,78.580002,78.849998,77.370003,77.43,1924500,73.89479
2014-03-17,78.220001,79.389999,78.160004,79.080002,1420300,75.469457
2014-03-18,79.349998,79.720001,79.050003,79.459999,818300,75.832105
2014-03-19,79.5,79.790001,78.099998,78.610001,764800,75.020915
2014-03-20,78.339996,79.040001,77.949997,79.019997,908000,75.412192
2014-03-21,79.739998,79.989998,78.080002,78.25,2191900,74.677351
2014-03-24,78.720001,79.339996,77.639999,78.239998,841700,74.667805
2014-03-25,78.739998,79.400002,77.900002,78.629997,927100,75.039998
2014-03-26,79.080002,79.459999,77.209999,77.239998,881300,73.713462
2014-03-27,77.260002,77.389999,76.07,76.519997,1035000,73.026334
2014-03-28,76.650002,77.879997,76.529999,77.660004,946100,74.114292
2014-03-31,78.279999,79.389999,78.089996,79.339996,1032000,75.717581
2014-04-01,79.360001,80.709999,79.360001,80.239998,1004200,76.576492
2014-04-02,80.389999,81.040001,80.309998,80.550003,886300,76.872343
2014-04-03,80.669998,80.870003,79.739998,80.0,881800,76.347451
2014-04-04,80.830002,80.830002,77.980003,78.230003,955600,74.658267
2014-04-07,77.800003,77.889999,76.150002,76.720001,1153800,73.217207
2014-04-08,76.919998,78.5,76.720001,78.449997,1391700,74.868216
2014-04-09,78.690002,80.169998,78.239998,80.099998,1229300,76.442884
2014-04-10,80.059998,80.120003,78.089996,78.129997,1618200,74.562827
2014-04-11,77.669998,78.43,76.830002,77.050003,1191200,73.532142
2014-04-14,77.730003,78.230003,77.029999,77.419998,1103400,73.885244
2014-04-15,77.730003,78.139999,76.209999,77.730003,797100,74.181095
2014-04-16,78.629997,80.0,78.099998,79.989998,772800,76.337906
2014-04-17,80.339996,80.339996,79.550003,79.550003,1467800,75.918
2014-04-21,79.599998,80.57,79.360001,80.480003,1211000,76.805539
2014-04-22,78.0,78.160004,74.449997,74.949997,5360200,71.528015
2014-04-23,73.209999,76.010002,73.18,75.18,2610200,71.987636
2014-04-24,75.620003,75.620003,74.5,74.839996,2001000,71.66207
2014-04-25,74.639999,74.989998,73.699997,73.830002,1443200,70.694963
2014-04-28,74.089996,74.220001,71.959999,73.110001,2481200,70.005535
2014-04-29,73.410004,73.900002,72.75,73.599998,1804500,70.474726
2014-04-30,73.540001,74.519997,73.169998,74.290001,1433700,71.135429
2014-05-01,74.290001,74.519997,73.690002,74.209999,1000500,71.058824
2014-05-02,74.5,75.370003,74.269997,74.699997,1287600,71.528015
2014-05-05,74.269997,75.040001,73.900002,74.919998,1187800,71.738674
2014-05-06,74.709999,75.18,74.220001,74.860001,1215400,71.681225
