Date,Open_LB,High_LB,Low_LB,Close_LB,Volume_LB,AdjClose_LB
2013-08-14,61.34,61.34,60.720001,60.779999,2175000,53.101581
2013-08-15,60.34,60.450001,59.77,60.07,1931400,52.481277
2013-08-16,59.98,60.07,59.07,59.080002,2086600,51.616347
2013-08-19,59.0,59.66,58.84,59.040001,1437900,51.581399
2013-08-20,59.240002,60.970001,59.240002,60.66,1797100,52.996741
2013-08-21,60.360001,60.52,59.299999,59.849998,1912700,52.548956
2013-08-22,59.970001,59.970001,57.009998,58.599998,3643000,51.451443
2013-08-23,58.68,59.529999,58.43,59.209999,1756500,51.98703
2013-08-26,59.200001,59.490002,58.470001,58.470001,1351200,51.337304
2013-08-27,57.77,57.849998,56.740002,56.91,2404700,49.967605
2013-08-28,56.91,57.580002,56.470001,57.200001,1260400,50.222229
2013-08-29,57.169998,57.84,57.049999,57.459999,1362500,50.450511
2013-08-30,57.580002,57.73,57.080002,57.360001,1250400,50.362711
2013-09-03,57.970001,58.200001,57.150002,57.43,1502300,50.424171
2013-09-04,57.549999,58.470001,57.549999,58.139999,2083100,51.047558
2013-09-05,58.009998,58.389999,56.810001,56.900002,4246300,49.958827
2013-09-06,57.119999,57.150002,56.259998,56.450001,2112100,49.563721
2013-09-09,56.599998,57.799999,56.549999,57.740002,1210700,50.696356
2013-09-10,57.900002,58.259998,57.529999,58.25,1220100,51.14414
2013-09-11,58.32,58.919998,58.060001,58.700001,1479400,51.539246
2013-09-12,58.540001,58.540001,57.290001,57.549999,1350100,50.529532
2013-09-13,57.77,58.66,57.549999,58.57,1276900,51.425103
2013-09-16,59.43,59.509998,58.759998,58.950001,1106900,51.758748
2013-09-17,59.139999,59.98,58.919998,59.959999,1332200,52.645538
2013-09-18,59.82,61.130001,59.459999,61.02,1594000,53.576231
2013-09-19,61.119999,61.139999,60.23,60.400002,1124900,53.031865
2013-09-20,60.540001,60.540001,59.630001,59.990002,1859000,52.671881
2013-09-23,59.98,60.130001,59.619999,59.650002,921600,52.373357
2013-09-24,59.619999,59.900002,59.130001,59.900002,1218600,52.59286
2013-09-25,59.759998,59.970001,59.060001,59.459999,1802700,52.206533
2013-09-26,59.619999,60.619999,59.560001,60.34,1029900,52.979183
2013-09-27,60.16,61.259998,59.75,61.110001,1866500,53.655252
2013-09-30,60.610001,61.66,60.220001,61.099998,2828900,53.64647
2013-10-01,61.040001,61.869999,60.880001,61.860001,1826700,54.31376
2013-10-02,61.540001,61.990002,61.099998,61.630001,2554500,54.111818
2013-10-03,61.509998,61.75,61.060001,61.630001,1512300,54.111818
2013-10-04,61.700001,62.139999,61.389999,62.080002,1757500,54.506924
2013-10-07,61.150002,61.549999,60.470001,60.52,2216500,53.137225
2013-10-08,60.099998,60.689999,58.389999,58.59,3109400,51.442664
2013-10-09,58.779999,59.450001,58.349998,59.0,1996400,51.802648
2013-10-10,58.400002,58.639999,56.150002,56.599998,6506300,49.695421
2013-10-11,56.029999,56.32,54.73,56.310001,5382100,49.4408
2013-10-14,56.16,57.52,56.130001,57.490002,3289700,50.476853
2013-10-15,57.419998,57.689999,56.490002,56.549999,2619000,49.651521
2013-10-16,56.639999,57.419998,56.130001,57.16,2759000,50.187108
2013-10-17,57.049999,58.02,56.82,57.860001,3175700,50.801716
2013-10-18,58.189999,59.259998,58.040001,59.23,2849900,52.00459
2013-10-21,59.43,60.34,59.259998,60.310001,2155000,52.952844
2013-10-22,60.290001,61.259998,60.09,61.09,1903700,53.637691
2013-10-23,61.0,61.639999,60.709999,60.880001,2006200,53.45331
2013-10-24,61.209999,61.990002,61.07,61.939999,1550400,54.383999
2013-10-25,61.959999,62.439999,61.200001,61.540001,3363400,54.032797
2013-10-28,61.580002,61.740002,61.169998,61.259998,1861200,53.786952
2013-10-29,61.369999,61.959999,61.009998,61.959999,1035400,54.40156
2013-10-30,61.869999,62.66,61.77,62.139999,1668200,54.559602
2013-10-31,62.040001,62.93,61.73,62.610001,2259100,54.972269
2013-11-01,62.77,63.049999,62.080002,62.560001,1432500,54.928369
2013-11-04,62.669998,63.27,62.650002,63.029999,1425700,55.341032
2013-11-05,62.950001,63.52,62.549999,62.889999,1842000,55.218111
2013-11-06,62.939999,63.139999,62.18,63.029999,1700600,55.341032
2013-11-07,63.77,64.239998,61.68,61.810001,2311300,54.26986
2013-11-08,62.0,63.080002,62.0,62.93,1461500,55.253232
2013-11-11,62.889999,64.019997,62.529999,63.66,1377000,55.894179
2013-11-12,63.610001,63.720001,62.5,63.049999,1634900,55.358592
2013-11-13,62.959999,64.419998,62.959999,64.25,1331400,56.412206
2013-11-14,64.25,65.370003,64.0,64.830002,1753100,56.921454
2013-11-15,64.639999,65.089996,64.279999,64.660004,1353400,56.772194
2013-11-18,64.970001,65.360001,63.990002,64.300003,1414700,56.456109
2013-11-19,64.0,64.239998,63.759998,64.019997,1867000,56.210261
2013-11-20,64.040001,64.980003,63.529999,64.410004,2415000,56.552691
2013-11-21,63.59,65.010002,62.91,64.779999,1925300,57.143706
2013-11-22,64.589996,64.730003,63.27,63.939999,1609800,56.402726
2013-11-25,64.269997,64.75,64.040001,64.279999,1001900,56.702647
2013-11-26,64.5,65.489998,64.449997,64.980003,1244100,57.320134
2013-11-27,64.900002,65.400002,64.57,65.260002,901100,57.567127
2013-11-29,65.599998,66.160004,64.790001,64.989998,693000,57.328951
2013-12-02,64.82,67.120003,64.82,65.459999,932100,57.743548
2013-12-03,65.349998,65.709999,63.139999,65.599998,961800,57.867044
2013-12-04,64.029999,64.379997,62.709999,63.25,2084100,55.794064
2013-12-05,61.790001,63.009998,61.490002,62.18,2476300,54.850197
2013-12-06,63.650002,63.650002,62.470001,63.34,915400,55.873455
2013-12-09,63.400002,63.669998,61.98,62.09,1550100,54.770806
2013-12-10,62.23,62.470001,61.529999,61.779999,1492100,54.497348
2013-12-11,61.619999,62.200001,60.849998,60.990002,1389100,53.800476
2013-12-12,61.139999,61.200001,60.150002,60.799999,1536300,53.632871
2013-12-13,61.07,61.529999,60.630001,61.169998,1290900,53.959254
2013-12-16,55.68,62.040001,55.68,60.509998,1283300,53.377055
2013-12-17,61.02,61.310001,60.580002,60.759998,1048000,53.597585
2013-12-18,60.810001,61.639999,60.509998,61.57,1342600,54.312103
2013-12-19,61.59,61.650002,60.919998,60.919998,1004200,53.738724
2013-12-20,61.0,61.52,60.91,61.040001,1866400,53.844581
2013-12-23,61.5,61.5,60.779999,60.98,1250500,53.791653
2013-12-24,62.130001,63.68,61.040001,61.25,661600,54.029825
2013-12-26,62.59,62.830002,61.259998,61.880001,802700,54.585562
2013-12-27,61.779999,61.849998,60.68,60.869999,779600,53.694619
2013-12-30,61.07,61.299999,60.759998,61.099998,759200,53.897506
2013-12-31,61.32,61.970001,61.290001,61.849998,799900,54.559096
2014-01-02,61.68,62.52,61.41,61.59,745300,54.329746
2014-01-03,61.630001,62.25,61.349998,61.48,798600,54.232712
2014-01-06,61.84,62.0,61.060001,61.060001,1239500,53.862224
2014-01-07,61.439999,62.139999,61.439999,61.799999,1022100,54.51499
2014-01-08,60.799999,61.299999,60.0,60.189999,2264300,53.094777
2014-01-09,58.0,58.5,56.759998,57.75,5286200,50.942407
2014-01-10,57.650002,58.220001,57.049999,57.860001,2216100,51.03944
2014-01-13,57.75,57.939999,56.470001,56.610001,1986800,49.936791
2014-01-14,56.610001,57.029999,56.279999,56.419998,3322800,49.769186
2014-01-15,56.560001,57.77,55.849998,56.790001,2671300,50.095573
2014-01-16,57.130001,57.459999,55.799999,55.84,3000900,49.257558
2014-01-17,56.259998,56.259998,55.07,55.169998,2177500,48.666536
2014-01-21,55.360001,55.509998,54.240002,54.529999,3177900,48.10198
2014-01-22,54.68,54.900002,54.110001,54.310001,2199500,47.907916
2014-01-23,53.939999,54.380001,53.549999,53.669998,2750900,47.343357
2014-01-24,53.509998,53.82,52.560001,52.639999,2960000,46.434775
2014-01-27,52.93,53.619999,52.59,52.700001,3039000,46.487703
2014-01-28,52.889999,53.5,52.810001,53.07,2335900,46.814087
2014-01-29,52.849998,53.09,51.790001,52.119999,4470200,45.976072
2014-01-30,52.82,52.970001,52.41,52.66,1790900,46.452418
2014-01-31,51.970001,52.68,51.720001,52.360001,1726000,46.187783
2014-02-03,52.549999,52.73,50.779999,50.869999,2834800,44.873423
2014-02-04,52.119999,52.34,51.200001,51.310001,3297600,45.261558
2014-02-05,52.16,55.0,51.279999,51.790001,3503700,45.684975
2014-02-06,52.82,54.509998,52.68,53.98,5481200,47.616815
2014-02-07,54.259998,54.68,53.790001,54.580002,2613500,48.146089
2014-02-10,54.5,55.27,54.139999,55.07,3182500,48.578326
2014-02-11,55.0,55.84,54.959999,55.709999,2687700,49.142882
2014-02-12,55.889999,55.939999,54.139999,54.470001,2702600,48.049055
2014-02-13,54.23,55.009998,54.009998,54.77,1613100,48.313691
2014-02-14,54.599998,55.330002,54.290001,55.029999,1564600,48.54304
2014-02-18,55.259998,55.93,54.970001,55.389999,2122800,48.860604
2014-02-19,54.139999,54.299999,53.630001,53.66,1595600,48.508047
2014-02-20,53.669998,53.93,53.07,53.310001,1683600,48.191653
2014-02-21,53.349998,53.959999,53.259998,53.529999,1515600,48.390528
2014-02-24,53.77,54.529999,53.59,53.779999,1823500,48.616525
2014-02-25,53.77,54.459999,53.299999,54.389999,2110100,49.167959
2014-02-26,54.720001,56.950001,54.509998,56.57,3815800,51.138655
2014-02-27,55.509998,57.27,55.509998,56.049999,2437300,50.66858
2014-02-28,57.080002,57.439999,55.869999,56.330002,1933500,50.9217
2014-03-03,55.700001,56.09,55.509998,55.650002,1233300,50.306987
2014-03-04,56.029999,56.75,55.950001,56.650002,1587500,51.210976
2014-03-05,56.650002,57.529999,56.650002,57.509998,2346700,51.988403
2014-03-06,58.150002,58.18,56.349998,57.080002,2598100,51.599691
2014-03-07,57.360001,57.759998,56.98,57.369999,2303600,51.861846
2014-03-10,57.200001,57.939999,56.860001,57.880001,2152300,52.322882
2014-03-11,58.119999,58.18,56.549999,57.189999,2001500,51.699127
2014-03-12,56.799999,57.099998,56.16,57.07,3043700,51.59065
2014-03-13,57.380001,57.400002,56.529999,56.73,1216500,51.283293
2014-03-14,56.5,57.349998,56.369999,56.93,1199900,51.464092
2014-03-17,57.07,57.490002,56.790001,57.369999,932000,51.861846
2014-03-18,57.349998,57.68,57.099998,57.290001,812400,51.789528
2014-03-19,57.27,57.869999,56.990002,57.310001,1029500,51.807608
2014-03-20,57.049999,57.560001,56.91,57.240002,2963500,51.744329
2014-03-21,57.959999,59.110001,57.73,58.630001,2715700,53.000874
2014-03-24,58.860001,59.169998,57.459999,57.91,1621600,52.35
2014-03-25,58.130001,58.189999,56.900002,57.400002,1405200,51.888968
2014-03-26,57.610001,57.610001,56.119999,56.16,2194400,50.76802
2014-03-27,56.200001,56.509998,55.650002,56.0,1533900,50.623382
2014-03-28,56.119999,56.66,55.860001,56.549999,947400,51.120575
2014-03-31,57.049999,57.049999,56.48,56.77,1090100,51.319454
2014-04-01,56.830002,57.560001,56.509998,57.439999,1133000,51.925124
2014-04-02,57.529999,58.810001,57.529999,58.779999,1553000,53.13647
2014-04-03,58.919998,59.259998,58.48,58.93,1215800,53.27207
2014-04-04,59.59,59.950001,57.970001,58.209999,1461200,52.621196
2014-04-07,57.860001,57.950001,56.709999,56.98,3184300,51.50929
2014-04-08,56.84,58.07,56.189999,57.889999,2353200,52.33192
2014-04-09,58.02,58.889999,57.490002,58.880001,1715700,53.226871
2014-04-10,58.880001,58.93,55.740002,55.830002,3265000,50.469705
2014-04-11,54.82,54.939999,53.580002,54.049999,3743200,48.860602
2014-04-14,54.389999,54.529999,53.540001,54.07,2051300,48.878683
2014-04-15,54.110001,54.639999,53.240002,54.139999,1810200,48.941962
2014-04-16,54.549999,55.490002,54.34,54.84,1255000,49.574755
2014-04-17,54.619999,54.84,53.959999,53.959999,1266300,48.779243
2014-04-21,54.060001,54.5,53.869999,53.900002,1547700,48.725006
2014-04-22,54.0,54.529999,53.709999,54.299999,1376800,49.0866
2014-04-23,54.27,54.830002,54.119999,54.16,1241800,48.960042
2014-04-24,54.41,54.41,53.84,54.25,1041800,49.041401
2014-04-25,54.259998,54.259998,53.700001,53.84,899200,48.670766
2014-04-28,53.939999,54.900002,53.529999,54.169998,1416700,48.96908
2014-04-29,54.380001,54.860001,54.220001,54.450001,1207900,49.222199
2014-04-30,54.43,54.57,53.57,54.200001,1801400,48.996202
2014-05-01,54.330002,54.580002,54.060001,54.240002,1196000,49.032363
2014-05-02,54.369999,55.0,54.200001,54.599998,1048000,49.357796
2014-05-05,54.450001,54.66,54.009998,54.610001,891100,49.366838
2014-05-06,54.200001,54.240002,53.330002,53.799999,2106800,48.634605
2014-05-07,53.84,54.040001,53.029999,53.389999,2160100,48.26397
2014-05-08,54.950001,56.66,54.919998,55.93,3820500,50.560103
2014-05-09,56.080002,56.439999,55.799999,56.279999,1566100,50.876497
2014-05-12,56.57,57.669998,56.330002,57.189999,1478200,51.699127
2014-05-13,57.16,57.91,56.990002,57.540001,1234900,52.015525
2014-05-14,57.540001,57.77,57.200001,57.580002,1239600,52.051686
2014-05-15,57.139999,57.25,56.299999,56.849998,1621600,51.391771
2014-05-16,57.07,58.009998,57.02,58.0,1557600,52.43136
2014-05-19,57.650002,58.07,57.560001,57.959999,988700,52.395199
2014-05-20,57.669998,57.669998,55.439999,55.5,2452200,50.171387
2014-05-21,56.110001,56.630001,55.330002,55.860001,1992200,50.496824
2014-05-22,56.509998,57.990002,55.52,56.689999,2368300,51.247133
2014-05-23,57.150002,57.599998,56.639999,57.32,1355300,51.816647
2014-05-27,57.34,57.580002,56.419998,56.459999,1235900,51.039216
2014-05-28,56.34,56.5,55.709999,56.360001,1456700,50.948818
2014-05-29,56.950001,57.139999,56.25,56.830002,977900,51.373694
2014-05-30,56.82,57.470001,56.790001,57.389999,1220100,51.879926
2014-06-02,57.459999,58.080002,57.040001,57.759998,1259100,52.214401
2014-06-03,57.529999,58.23,57.439999,58.0,1210500,52.43136
2014-06-04,57.41,58.5,57.41,58.490002,1603300,53.186097
2014-06-05,58.689999,58.990002,57.959999,58.93,1238900,53.586196
2014-06-06,59.200001,59.950001,59.02,59.5,970500,54.104508
2014-06-09,59.779999,60.610001,59.09,59.349998,1205200,53.968109
2014-06-10,58.939999,59.169998,58.369999,58.610001,971300,53.295214
2014-06-11,58.419998,58.709999,57.68,57.790001,1203900,52.549572
2014-06-12,57.57,57.689999,56.57,57.099998,1208700,51.92214
2014-06-13,57.25,57.490002,56.700001,57.349998,691200,52.14947
2014-06-16,57.18,57.73,57.099998,57.700001,699100,52.467734
2014-06-17,57.619999,58.18,57.419998,58.02,771900,52.758716
2014-06-18,57.91,58.189999,57.48,57.91,1063000,52.65869
2014-06-19,58.040001,58.240002,57.450001,57.669998,983500,52.440452
2014-06-20,57.849998,57.939999,57.310001,57.700001,1700900,52.467734
2014-06-23,57.75,58.049999,57.59,58.029999,877700,52.767807
2014-06-24,57.75,58.349998,57.380001,58.0,1019800,52.740529
2014-06-25,57.82,58.259998,57.52,57.799999,1288900,52.558664
2014-06-26,57.880001,57.880001,56.75,57.290001,1123200,52.094913
2014-06-27,57.169998,58.540001,57.16,58.470001,3221100,53.16791
2014-06-30,58.459999,58.799999,58.369999,58.66,938600,53.340679
2014-07-01,58.959999,60.299999,58.790001,60.16,1974600,54.704659
2014-07-02,60.02,60.959999,59.990002,60.709999,1506000,55.204784
2014-07-03,60.73,61.369999,60.110001,61.349998,784300,55.786748
2014-07-07,60.93,61.43,60.93,61.299999,1290400,55.741282
2014-07-08,61.25,61.549999,61.02,61.240002,1468100,55.686725
2014-07-09,61.290001,61.950001,61.23,61.860001,1753500,56.250502
2014-07-10,60.939999,60.939999,59.66,60.209999,3301800,54.750124
2014-07-11,59.939999,60.009998,58.540001,59.25,2408700,53.877178
2014-07-14,59.709999,59.709999,58.919998,59.060001,1389800,53.704409
2014-07-15,59.07,59.099998,58.220001,58.549999,1363700,53.240654
2014-07-16,58.599998,58.599998,57.060001,57.330002,2197000,52.131286
2014-07-17,57.16,57.82,56.900002,56.98,1898300,51.813022
2014-07-18,57.189999,57.759998,56.869999,57.709999,1242400,52.476825
2014-07-21,57.290001,57.52,56.779999,57.16,1170500,51.9767
2014-07-22,57.150002,57.75,57.150002,57.490002,1538700,52.276777
2014-07-23,57.470001,57.830002,57.279999,57.540001,847100,52.322243
2014-07-24,57.639999,58.48,57.599998,58.23,876000,52.949672
2014-07-25,57.82,58.139999,57.619999,57.75,616000,52.513199
2014-07-28,57.59,57.75,57.07,57.610001,903200,52.385895
2014-07-29,57.540001,58.189999,57.419998,57.799999,1058100,52.558664
2014-07-30,58.0,58.93,58.0,58.830002,1459100,53.495266
2014-07-31,58.099998,58.389999,57.93,57.970001,1587800,52.71325
2014-08-01,57.889999,57.939999,57.209999,57.810001,1172200,52.567759
2014-08-04,58.049999,59.060001,57.93,58.950001,1438600,53.604383
2014-08-05,58.490002,59.279999,58.18,58.75,1263000,53.422518
2014-08-06,58.419998,59.630001,58.25,59.189999,1130000,53.822618
2014-08-07,61.799999,62.279999,60.380001,60.619999,2815600,55.122945
2014-08-08,60.93,63.540001,60.93,63.200001,2567800,57.468991
2014-08-11,63.27,63.290001,62.02,62.52,1996100,56.850653
2014-08-12,62.52,62.939999,62.150002,62.419998,1573600,56.759719
2014-08-13,61.779999,62.490002,61.740002,62.259998,1820900,56.614228
2014-08-14,62.540001,62.959999,62.040001,62.75,1229900,57.059796
2014-08-15,62.91,62.93,61.450001,61.599998,1797500,56.014077
2014-08-18,61.93,62.639999,61.849998,62.639999,2557300,56.95977
2014-08-19,63.16,63.700001,62.919998,63.220001,1992300,57.487177
2014-08-20,62.93,63.209999,62.459999,62.98,2636900,57.578598
2014-08-21,63.529999,64.040001,62.740002,63.720001,1962700,58.255135
2014-08-22,63.810001,64.25,63.599998,63.900002,1285700,58.419698
2014-08-25,64.129997,64.470001,63.790001,63.849998,1415700,58.373983
2014-08-26,63.439999,64.050003,63.439999,63.779999,1752600,58.309987
2014-08-27,64.010002,64.129997,63.439999,63.740002,1315900,58.27342
2014-08-28,63.330002,64.089996,62.91,63.75,835300,58.282561
2014-08-29,64.040001,64.239998,63.709999,63.849998,910400,58.373983
2014-09-02,63.900002,64.279999,63.509998,63.610001,1092800,58.154568
2014-09-03,63.959999,64.269997,63.57,63.689999,930000,58.227705
2014-09-04,64.5,65.160004,64.010002,64.620003,1840500,59.077949
2014-09-05,64.360001,64.629997,63.720001,64.459999,1897800,58.931668
2014-09-08,64.480003,64.919998,63.82,64.129997,1005900,58.629968
2014-09-09,64.18,64.260002,63.540001,63.669998,1048000,58.20942
2014-09-10,64.18,65.019997,63.889999,64.760002,2081800,59.205941
2014-09-11,64.650002,65.400002,64.620003,65.139999,2069800,59.553349
2014-09-12,65.290001,65.75,64.889999,65.190002,1126700,59.599063
2014-09-15,64.980003,65.419998,64.870003,65.040001,709600,59.461926
2014-09-16,64.769997,66.050003,64.720001,66.0,1480800,60.339592
2014-09-17,65.709999,65.910004,65.230003,65.639999,1310700,60.010467
2014-09-18,65.75,66.669998,65.669998,66.559998,1304100,60.851562
2014-09-19,67.040001,67.169998,66.169998,66.559998,1461100,60.851562
2014-09-22,66.25,66.800003,66.220001,66.57,2524500,60.860707
2014-09-23,66.199997,66.489998,65.809998,66.25,1501000,60.568151
2014-09-24,66.489998,68.129997,66.360001,68.0,2106200,62.168065
2014-09-25,67.900002,68.160004,67.199997,67.800003,3008500,61.98522
2014-09-26,67.839996,68.610001,67.800003,68.269997,2065200,62.414906
2014-09-29,68.0,68.43,67.459999,67.769997,2040800,61.957787
2014-09-30,67.629997,67.82,66.860001,66.980003,1217300,61.235547
2014-10-01,66.980003,66.980003,65.889999,66.129997,1437800,60.458441
2014-10-02,66.220001,66.959999,65.620003,66.610001,1199700,60.897277
2014-10-03,66.830002,67.410004,66.5,67.300003,1066500,61.528102
2014-10-06,68.440002,68.489998,67.0,67.080002,1527600,61.326969
2014-10-07,66.730003,67.010002,65.889999,65.940002,1938600,60.28474
2014-10-08,66.230003,67.949997,66.160004,67.839996,1649200,62.021784
2014-10-09,68.010002,68.489998,66.900002,67.410004,2777200,61.628669
2014-10-10,67.199997,67.43,66.660004,66.660004,1948700,60.942992
2014-10-13,66.68,66.68,65.370003,65.480003,2153700,59.864193
2014-10-14,65.860001,67.199997,65.440002,66.760002,2161900,61.034414
2014-10-15,65.730003,66.779999,64.470001,66.529999,3769600,60.824136
2014-10-16,65.339996,67.970001,65.18,67.300003,2420600,61.528102
2014-10-17,67.790001,68.059998,66.889999,67.300003,1171000,61.528102
2014-10-20,67.199997,69.43,67.160004,69.330002,1935700,63.384001
2014-10-21,69.510002,70.800003,69.139999,70.349998,1908100,64.316519
2014-10-22,70.660004,70.75,69.160004,69.459999,2461400,63.502849
2014-10-23,70.18,71.32,70.139999,70.839996,1816700,64.764492
2014-10-24,70.559998,70.809998,69.57,70.010002,1449900,64.005682
2014-10-27,70.5,71.209999,69.669998,71.0,1325400,64.910774
2014-10-28,70.989998,71.18,69.800003,71.18,1452800,65.075336
2014-10-29,71.080002,71.699997,70.900002,71.410004,1101600,65.285614
2014-10-30,71.209999,72.400002,71.029999,72.129997,997800,65.943858
2014-10-31,72.989998,73.239998,71.75,72.120003,1576400,65.934721
2014-11-03,72.360001,72.620003,71.459999,72.440002,2064200,66.227276
2014-11-04,72.75,75.699997,72.75,74.279999,3349500,67.909467
2014-11-05,75.160004,75.339996,73.889999,75.0,1975400,68.567719
2014-11-06,75.230003,76.459999,74.919998,76.349998,1560400,69.801936
2014-11-07,75.75,75.940002,74.75,75.610001,1919100,69.125403
2014-11-10,75.669998,76.589996,75.410004,76.559998,1268000,69.993925
2014-11-11,76.5,76.889999,76.050003,76.699997,1106800,70.121917
2014-11-12,76.57,78.150002,76.410004,77.940002,1796700,71.255575
2014-11-13,77.889999,78.190002,76.099998,77.050003,2149800,70.441906
2014-11-14,77.209999,77.639999,76.989998,77.480003,1080800,70.835028
2014-11-17,77.699997,78.339996,77.449997,77.709999,1964200,71.045298
2014-11-18,77.339996,77.900002,76.849998,77.330002,1883900,70.697891
2014-11-19,77.150002,77.889999,76.760002,77.68,2377700,71.3315
2014-11-20,77.720001,80.18,77.0,80.080002,3308400,73.535359
2014-11-21,80.690002,80.940002,78.849998,78.870003,2529900,72.424248
2014-11-24,79.0,80.040001,78.949997,79.970001,1409200,73.434348
2014-11-25,80.610001,81.120003,79.050003,79.099998,2030100,72.635447
2014-11-26,79.300003,80.290001,79.260002,80.169998,1015800,73.618
2014-11-28,80.489998,81.809998,80.470001,80.900002,650500,74.288343
2014-12-01,80.860001,81.300003,79.900002,80.790001,1297000,74.187332
2014-12-02,80.779999,81.169998,80.269997,81.040001,1223800,74.4169
2014-12-03,81.25,82.349998,80.599998,82.18,1125200,75.463732
2014-12-04,83.0,83.139999,82.300003,82.669998,2550500,75.913684
2014-12-05,83.0,83.769997,82.629997,82.919998,1293700,76.143252
2014-12-08,82.589996,83.089996,81.82,82.239998,968500,75.518826
2014-12-09,81.32,82.690002,80.839996,82.550003,1533000,75.803496
2014-12-10,82.629997,83.110001,81.699997,81.800003,1014700,75.11479
2014-12-11,82.559998,84.220001,82.559998,83.150002,1410000,76.354459
2014-12-12,82.629997,84.239998,82.459999,83.389999,1703600,76.574842
2014-12-15,83.93,84.0,82.379997,83.160004,1470300,76.363643
2014-12-16,82.760002,82.809998,81.230003,81.25,1994500,74.609737
2014-12-17,81.660004,82.949997,81.07,82.739998,2192100,75.977963
2014-12-18,83.559998,84.660004,83.07,84.519997,1572200,77.612489
2014-12-19,84.730003,85.059998,82.629997,83.639999,2058900,76.804411
2014-12-22,84.050003,84.559998,83.620003,84.459999,844300,77.557395
2014-12-23,84.889999,85.279999,84.639999,85.059998,1275100,78.108358
2014-12-24,85.029999,85.900002,84.879997,85.059998,623900,78.108358
2014-12-26,85.330002,86.080002,85.129997,85.550003,701700,78.558317
2014-12-29,85.290001,86.910004,85.290001,86.360001,1159300,79.302116
2014-12-30,86.0,86.480003,85.699997,86.099998,1094200,79.063363
2014-12-31,86.580002,87.580002,86.43,86.550003,1198700,79.47659
2015-01-02,87.0,87.029999,85.449997,86.050003,1753700,79.017454
2015-01-05,86.110001,86.440002,84.639999,84.760002,2560900,77.83288
2015-01-06,85.18,85.940002,83.529999,83.889999,2386000,77.033979
2015-01-07,85.0,87.099998,84.790001,87.050003,3066700,79.935727
2015-01-08,86.440002,87.139999,85.160004,86.68,3580600,79.595964
2015-01-09,86.93,87.0,84.690002,85.379997,1435600,78.402205
2015-01-12,85.739998,86.07,85.029999,85.709999,1430000,78.705237
2015-01-13,86.209999,86.510002,83.5,83.82,2538400,76.9697
