Date,Open_DGX,High_DGX,Low_DGX,Close_DGX,Volume_DGX,AdjClose_DGX
2013-12-12,55.040001,55.16,53.75,53.810001,4554200,50.952838
2013-12-13,54.669998,54.84,53.450001,54.200001,4524500,51.32213
2013-12-16,54.490002,54.799999,54.299999,54.32,2691100,51.435757
2013-12-17,54.09,54.09,53.48,53.549999,2205200,50.706642
2013-12-18,53.560001,53.889999,53.0,53.470001,3016700,50.630891
2013-12-19,53.040001,53.529999,52.5,52.790001,3048800,49.986997
2013-12-20,52.799999,53.57,52.77,53.52,4133300,50.678236
2013-12-23,53.549999,54.299999,53.549999,54.049999,1825700,51.180093
2013-12-24,53.849998,54.700001,53.84,54.5,1157100,51.6062
2013-12-26,54.389999,54.439999,53.77,53.869999,1170100,51.00965
2013-12-27,54.0,54.43,53.869999,54.099998,1351800,51.227437
2013-12-30,53.900002,54.209999,53.799999,54.049999,1356500,51.180093
2013-12-31,54.220001,54.279999,53.349998,53.540001,2400200,50.697174
2014-01-02,53.450001,53.5,52.75,52.849998,2856300,50.043809
2014-01-03,52.220001,53.16,52.110001,52.720001,6175400,50.205704
2014-01-06,53.060001,53.209999,51.900002,52.189999,4481300,49.700978
2014-01-07,52.360001,53.720001,52.32,53.470001,2918900,50.919935
2014-01-08,53.360001,53.75,53.0,53.189999,1995100,50.653287
2014-01-09,53.080002,53.810001,53.080002,53.73,1929000,51.167534
2014-01-10,53.560001,54.040001,53.41,53.869999,1953300,51.300857
2014-01-13,53.740002,54.240002,53.400002,53.75,3013000,51.186581
2014-01-14,53.889999,54.130001,53.669998,53.93,1971800,51.357996
2014-01-15,54.040001,54.720001,53.900002,54.490002,1904900,51.89129
2014-01-16,54.330002,54.779999,54.119999,54.630001,1219100,52.024613
2014-01-17,54.630001,54.959999,54.330002,54.68,1059600,52.072228
2014-01-21,55.0,55.060001,54.490002,54.529999,1576800,51.92938
2014-01-22,54.709999,55.240002,54.330002,55.09,1802400,52.462674
2014-01-23,54.810001,54.919998,54.119999,54.450001,1476200,51.853197
2014-01-24,54.450001,54.59,53.639999,53.709999,1972600,51.148487
2014-01-27,53.849998,54.099998,53.66,53.759998,2163800,51.196102
2014-01-28,53.610001,53.720001,53.009998,53.360001,3703200,50.815181
2014-01-29,53.0,53.869999,52.77,53.82,3368800,51.253242
2014-01-30,54.689999,55.68,51.799999,52.380001,6957600,49.881919
2014-01-31,51.990002,52.860001,51.919998,52.5,3884900,49.996195
2014-02-03,52.200001,53.360001,51.060001,51.080002,3070000,48.643919
2014-02-04,51.040001,51.549999,50.509998,51.220001,3906200,48.777241
2014-02-05,50.950001,51.389999,50.84,51.099998,3168900,48.662962
2014-02-06,51.290001,51.299999,50.59,51.060001,2008800,48.624872
2014-02-07,50.98,51.310001,50.459999,50.799999,1967400,48.37727
2014-02-10,51.0,51.830002,50.98,51.740002,4051300,49.272442
2014-02-11,51.939999,52.610001,51.860001,52.34,2751500,49.843826
2014-02-12,52.439999,52.450001,51.849998,52.060001,2649900,49.577181
2014-02-13,51.77,52.560001,51.77,52.200001,3066600,49.710503
2014-02-14,52.200001,52.970001,52.139999,52.599998,1917700,50.091424
2014-02-18,52.490002,53.25,52.450001,52.91,1635800,50.386641
2014-02-19,52.709999,52.950001,52.119999,52.77,2324600,50.253319
2014-02-20,52.84,53.07,52.610001,52.970001,1161900,50.443781
2014-02-21,52.970001,53.09,52.799999,53.049999,2007200,50.519964
2014-02-24,53.049999,54.009998,53.009998,53.810001,2032000,51.24372
2014-02-25,53.59,53.669998,53.009998,53.16,2338000,50.624718
2014-02-26,53.09,53.419998,52.860001,53.040001,1441300,50.510442
2014-02-27,53.049999,53.189999,52.639999,52.759998,1238400,50.243794
2014-02-28,52.939999,53.529999,52.759998,53.0,1956800,50.472349
2014-03-03,52.900002,53.18,52.32,52.380001,1182000,49.881919
2014-03-04,52.82,53.080002,52.200001,52.259998,1964300,49.767639
2014-03-05,52.259998,52.400002,52.029999,52.099998,1800600,49.61527
2014-03-06,52.310001,52.77,52.259998,52.400002,1193900,49.900966
2014-03-07,52.66,53.02,52.540001,52.580002,1281300,50.072381
2014-03-10,52.43,52.700001,51.860001,52.66,2358900,50.148564
2014-03-11,53.130001,54.5,53.07,54.130001,4496100,51.548459
2014-03-12,53.790001,54.220001,53.700001,53.91,2839800,51.33895
2014-03-13,54.029999,54.650002,53.889999,54.040001,2929100,51.462751
2014-03-14,54.0,54.130001,53.41,53.59,2218800,51.034211
2014-03-17,53.630001,54.09,53.630001,54.080002,1267400,51.500844
2014-03-18,54.049999,55.200001,54.049999,55.150002,1902100,52.519814
2014-03-19,55.25,56.200001,55.200001,55.810001,2554300,53.148337
2014-03-20,55.700001,56.279999,55.5,55.68,2168400,53.024536
2014-03-21,55.959999,56.09,55.5,55.77,2795200,53.110244
2014-03-24,55.880001,55.900002,55.220001,55.52,1897600,52.872167
2014-03-25,55.77,55.990002,54.619999,54.939999,2350600,52.319826
2014-03-26,58.5,60.5,56.990002,57.990002,6962600,55.22437
2014-03-27,57.950001,58.009998,56.77,57.880001,3433800,55.119616
2014-03-28,57.889999,58.290001,57.32,57.799999,1686800,55.043429
2014-03-31,57.830002,57.959999,57.549999,57.919998,2216500,55.157705
2014-04-01,58.150002,60.299999,58.150002,59.98,5528700,57.119462
2014-04-02,59.869999,61.48,59.57,61.150002,5692100,58.233665
2014-04-03,61.110001,61.459999,60.23,60.619999,2903300,57.728939
2014-04-04,60.259998,60.599998,59.560001,59.610001,2385100,57.077825
2014-04-07,59.779999,59.970001,58.470001,58.779999,2160200,56.283081
2014-04-08,58.860001,59.93,58.720001,59.84,3363300,57.298054
2014-04-09,59.919998,60.09,59.110001,59.810001,1877900,57.26933
2014-04-10,59.970001,60.25,58.900002,59.16,2131100,56.64694
2014-04-11,59.130001,59.450001,58.549999,58.68,1937600,56.18733
2014-04-14,58.900002,60.18,58.869999,60.139999,2054400,57.58531
2014-04-15,60.130001,60.610001,59.439999,60.080002,1735200,57.527861
2014-04-16,60.759998,60.759998,59.509998,59.98,2225700,57.432107
2014-04-17,59.98,60.290001,59.119999,59.48,1482000,56.953346
2014-04-21,59.360001,59.84,59.169998,59.299999,1213900,56.780992
2014-04-22,59.5,59.869999,58.369999,58.400002,2401800,55.919226
2014-04-23,58.48,58.970001,58.25,58.349998,1939000,55.871347
2014-04-24,58.389999,58.630001,56.880001,57.57,3085100,55.124481
2014-04-25,57.619999,57.720001,55.860001,55.880001,3788700,53.506272
2014-04-28,56.16,56.16,54.900002,55.900002,2169900,53.525423
2014-04-29,56.0,56.560001,55.459999,55.650002,2410500,53.286043
2014-04-30,55.549999,56.18,55.369999,55.93,1746300,53.554148
2014-05-01,55.810001,56.5,55.540001,55.970001,993300,53.592449
2014-05-02,55.869999,56.049999,55.509998,55.709999,1357100,53.343492
2014-05-05,55.470001,55.630001,55.16,55.5,1090000,53.142413
2014-05-06,55.330002,55.830002,55.080002,55.57,1265900,53.20944
2014-05-07,55.889999,56.200001,55.560001,55.900002,3337600,53.525423
2014-05-08,56.450001,57.990002,56.34,57.27,4854000,54.837226
2014-05-09,57.119999,57.619999,56.75,57.18,2673700,54.751049
2014-05-12,57.439999,57.639999,56.970001,57.200001,1852100,54.7702
2014-05-13,57.27,57.369999,56.91,57.27,1697700,54.837226
2014-05-14,57.189999,57.299999,56.82,57.139999,787000,54.712747
2014-05-15,56.970001,57.529999,56.529999,57.509998,1515900,55.067029
2014-05-16,57.509998,58.080002,57.360001,57.900002,2724100,55.440465
2014-05-19,57.990002,58.060001,57.25,57.400002,1321600,54.961705
2014-05-20,57.470001,57.639999,57.009998,57.209999,944900,54.779773
2014-05-21,57.360001,57.709999,57.259998,57.419998,686400,54.980852
2014-05-22,57.43,57.700001,57.34,57.34,1002000,54.904252
2014-05-23,57.360001,57.52,56.919998,57.439999,1366000,55.000003
2014-05-27,57.549999,57.98,57.209999,57.720001,1249900,55.268111
2014-05-28,57.830002,58.310001,57.549999,58.07,1381300,55.603242
2014-05-29,58.150002,59.619999,58.029999,59.599998,2258200,57.068248
2014-05-30,59.470001,59.950001,58.98,59.889999,1834200,57.34593
2014-06-02,59.849998,60.68,59.580002,60.029999,1769900,57.479982
2014-06-03,60.029999,61.110001,59.119999,60.93,8730300,58.341752
2014-06-04,60.990002,62.419998,60.889999,61.639999,3431700,59.021591
2014-06-05,61.689999,62.080002,61.169998,61.34,3513200,58.734336
2014-06-06,61.639999,62.009998,61.549999,61.75,1589600,59.126919
2014-06-09,61.84,61.919998,61.509998,61.700001,1751900,59.079044
2014-06-10,61.779999,61.950001,61.0,61.060001,2374400,58.466231
2014-06-11,60.799999,60.869999,59.549999,59.619999,3515100,57.087399
2014-06-12,59.669998,60.09,58.66,59.709999,2076300,57.173576
2014-06-13,59.740002,60.099998,59.040001,59.209999,1464000,56.694815
2014-06-16,59.349998,59.369999,58.400002,58.549999,1351600,56.062852
2014-06-17,58.290001,58.59,58.259998,58.57,1203000,56.082002
2014-06-18,58.400002,58.639999,58.220001,58.540001,1280900,56.053278
2014-06-19,58.549999,58.669998,58.060001,58.639999,1230800,56.149029
2014-06-20,58.759998,59.310001,58.470001,59.080002,1632200,56.57034
2014-06-23,59.150002,59.57,58.709999,59.220001,1072000,56.704393
2014-06-24,59.080002,59.32,58.639999,58.950001,603500,56.445861
2014-06-25,59.080002,59.59,58.52,58.529999,1336400,56.043701
2014-06-26,58.57,58.580002,57.939999,58.32,1351700,55.842622
2014-06-27,58.02,58.84,57.880001,58.82,1418600,56.321383
2014-06-30,58.82,58.990002,58.490002,58.689999,1151100,56.196904
2014-07-01,58.869999,59.290001,58.759998,59.09,1057300,56.579914
2014-07-02,59.209999,59.759998,58.889999,59.75,1153000,57.211877
2014-07-03,59.75,60.119999,59.41,60.07,854200,57.518284
2014-07-07,59.560001,59.919998,59.259998,59.459999,1413500,57.248695
2014-07-08,59.389999,59.619999,59.200001,59.279999,1216000,57.075389
2014-07-09,59.34,59.490002,58.93,59.349998,725800,57.142785
2014-07-10,59.0,59.27,58.84,59.040001,880500,56.844316
2014-07-11,59.029999,59.459999,58.560001,59.400002,696200,57.190928
2014-07-14,59.66,60.599998,59.630001,60.23,1988500,57.990059
2014-07-15,60.380001,61.279999,60.380001,60.900002,1928000,58.635144
2014-07-16,61.189999,61.689999,60.970001,61.490002,2085000,59.203202
2014-07-17,61.23,61.830002,60.619999,60.650002,1388200,58.394441
2014-07-18,60.759998,60.889999,59.59,60.209999,1913900,57.970802
2014-07-21,60.220001,60.759998,59.93,60.75,1153000,58.490721
2014-07-22,61.139999,61.619999,60.98,61.52,1411000,59.232085
2014-07-23,61.43,61.52,60.880001,61.279999,1046200,59.001009
2014-07-24,61.919998,61.919998,60.419998,61.43,1947600,59.145432
2014-07-25,61.720001,62.349998,61.25,62.139999,1468800,59.829026
2014-07-28,61.509998,62.23,61.34,62.110001,1447300,59.800143
2014-07-29,62.060001,62.459999,62.049999,62.240002,1262200,59.92531
2014-07-30,62.23,62.540001,62.029999,62.48,1211400,60.156382
2014-07-31,62.41,62.48,61.040001,61.099998,2131000,58.827703
2014-08-01,60.98,61.509998,60.18,60.970001,1673100,58.70254
2014-08-04,60.880001,61.450001,60.580002,61.360001,2126000,59.078036
2014-08-05,61.349998,61.73,60.43,60.57,1380800,58.317415
2014-08-06,60.41,61.209999,60.34,60.41,1869600,58.163365
2014-08-07,60.619999,60.669998,59.68,59.900002,1568500,57.672334
2014-08-08,60.040001,60.779999,59.869999,60.5,1266900,58.250018
2014-08-11,60.779999,61.259998,60.59,61.09,988700,58.818076
2014-08-12,60.880001,61.349998,60.639999,60.669998,749700,58.413694
2014-08-13,61.0,61.450001,60.830002,61.150002,749000,58.875846
2014-08-14,61.380001,61.82,61.139999,61.75,983800,59.453531
2014-08-15,61.900002,61.950001,60.290001,60.380001,1827500,58.134482
2014-08-18,60.790001,61.950001,60.779999,61.73,980300,59.434274
2014-08-19,61.869999,62.330002,61.650002,62.240002,622100,59.92531
2014-08-20,62.009998,62.669998,61.91,62.540001,577800,60.214152
2014-08-21,62.599998,62.889999,62.43,62.77,636600,60.435598
2014-08-22,62.610001,62.77,62.0,62.330002,757700,60.011963
2014-08-25,62.450001,62.990002,62.369999,62.740002,482700,60.406715
2014-08-26,62.779999,62.810001,62.07,62.709999,1002300,60.377828
2014-08-27,62.630001,62.990002,62.360001,62.41,708400,60.088986
2014-08-28,62.189999,62.490002,61.849998,61.950001,814900,59.646094
2014-08-29,62.169998,63.25,62.139999,63.209999,856100,60.859233
2014-09-02,63.25,63.299999,62.709999,63.09,844200,60.743697
2014-09-03,63.860001,64.379997,63.619999,63.75,1654700,61.379151
2014-09-04,63.919998,64.18,63.029999,63.450001,1298700,61.090309
2014-09-05,63.509998,63.880001,63.16,63.75,675200,61.379151
2014-09-08,63.5,64.160004,62.990002,64.080002,893400,61.696881
2014-09-09,64.110001,64.220001,63.689999,63.830002,1061800,61.456178
2014-09-10,64.0,64.0,62.66,62.779999,1040700,60.445224
2014-09-11,62.779999,63.18,62.41,63.049999,1014400,60.705184
2014-09-12,63.139999,63.139999,62.419998,62.619999,713000,60.291175
2014-09-15,62.700001,62.950001,62.25,62.419998,567100,60.098612
2014-09-16,62.450001,63.689999,62.259998,63.52,819900,61.157706
2014-09-17,63.360001,63.419998,62.709999,62.919998,751700,60.580017
2014-09-18,63.0,63.290001,62.799999,63.060001,563200,60.714814
2014-09-19,63.349998,63.57,63.110001,63.400002,1035200,61.042169
2014-09-22,63.200001,63.240002,62.060001,62.279999,1097700,59.963819
2014-09-23,61.950001,62.490002,61.490002,61.490002,1071300,59.203202
2014-09-24,61.529999,62.400002,61.299999,62.34,912300,60.021589
2014-09-25,62.09,62.139999,60.91,60.919998,907100,58.654397
2014-09-26,61.0,61.43,60.709999,61.360001,601300,59.078036
2014-09-29,60.91,61.619999,60.900002,61.470001,665300,59.183945
2014-09-30,61.490002,61.52,60.669998,60.68,615200,58.423324
2014-10-01,60.810001,61.16,60.25,60.32,930600,58.076712
2014-10-02,60.25,60.790001,59.68,60.630001,1242700,58.375185
2014-10-03,60.669998,60.990002,60.259998,60.599998,2869800,58.665606
2014-10-06,61.080002,61.09,60.060001,60.34,1011800,58.413907
2014-10-07,60.07,60.290001,59.32,59.360001,1069100,57.46519
2014-10-08,59.369999,60.459999,59.009998,60.310001,1565000,58.384866
2014-10-09,60.27,60.490002,58.310001,58.349998,1922600,56.487427
2014-10-10,58.48,58.939999,57.91,58.369999,3244600,56.506789
2014-10-13,58.43,59.740002,58.43,58.619999,1226100,56.748809
2014-10-14,58.950001,59.349998,57.669998,57.849998,1768300,56.003388
2014-10-15,57.330002,58.110001,56.27,57.709999,1496800,55.867857
2014-10-16,56.91,58.43,56.900002,57.93,1679700,56.080836
2014-10-17,58.529999,58.990002,58.330002,58.810001,1071700,56.932747
2014-10-20,58.650002,59.650002,58.400002,59.650002,1547700,57.745933
2014-10-21,59.990002,61.189999,59.630001,61.119999,1166200,59.169008
2014-10-22,60.93,62.07,59.950001,61.209999,2014000,59.256135
2014-10-23,60.84,63.459999,59.990002,62.880001,2091400,60.872829
2014-10-24,63.169998,63.959999,62.82,63.759998,1239700,61.724736
2014-10-27,63.709999,63.75,62.759998,62.889999,1713700,60.882508
2014-10-28,63.220001,63.900002,62.91,63.740002,1756900,61.705378
2014-10-29,64.059998,64.089996,63.09,63.68,1161400,61.647292
2014-10-30,63.549999,63.700001,63.349998,63.48,1572400,61.453675
2014-10-31,64.110001,64.25,63.299999,63.459999,2787000,61.434313
2014-11-03,63.52,63.52,61.610001,62.110001,3293600,60.127408
2014-11-04,61.110001,61.720001,59.25,61.360001,7937400,59.401348
2014-11-05,60.560001,61.360001,60.200001,60.439999,4413800,58.510713
2014-11-06,60.48,62.869999,60.450001,62.759998,2706800,60.756657
2014-11-07,62.330002,62.720001,61.279999,61.689999,2189800,59.720812
2014-11-10,61.790001,63.060001,61.619999,62.689999,1385200,60.688892
2014-11-11,62.889999,63.59,62.709999,63.0,1277500,60.988998
2014-11-12,62.669998,63.220001,62.349998,62.889999,942400,60.882508
2014-11-13,63.619999,64.650002,63.099998,63.77,2397500,61.734419
2014-11-14,63.689999,63.849998,62.299999,62.41,1294900,60.417831
2014-11-17,62.43,63.080002,62.099998,63.040001,1321700,61.027722
2014-11-18,63.099998,64.239998,63.099998,64.089996,1293400,62.044201
2014-11-19,63.950001,64.040001,63.040001,63.48,1682100,61.453675
2014-11-20,62.959999,63.540001,62.950001,63.52,618600,61.492399
2014-11-21,64.150002,64.849998,64.129997,64.410004,2051000,62.353993
2014-11-24,64.720001,64.989998,64.370003,64.669998,1376700,62.605688
2014-11-25,64.669998,65.419998,63.75,63.82,1472900,61.782822
2014-11-26,63.849998,64.529999,63.779999,64.43,718000,62.373351
2014-11-28,64.370003,65.639999,64.269997,65.309998,613900,63.225259
2014-12-01,65.220001,65.669998,64.510002,64.68,1030300,62.615371
2014-12-02,64.980003,65.349998,64.75,64.989998,1128900,62.915473
2014-12-03,65.129997,66.059998,65.029999,65.769997,1566000,63.670574
2014-12-04,65.639999,65.889999,64.160004,64.599998,2379900,62.537923
2014-12-05,64.650002,65.25,64.5,65.0,1605300,62.925156
2014-12-08,65.019997,65.57,64.650002,65.099998,1251200,63.021963
2014-12-09,64.290001,64.959999,64.230003,64.849998,1006600,62.779943
2014-12-10,64.68,64.82,64.190002,64.260002,1610500,62.20878
2014-12-11,64.57,65.459999,64.559998,64.82,1484400,62.750902
2014-12-12,64.290001,64.760002,63.389999,63.419998,1418700,61.395589
2014-12-15,63.75,64.010002,63.040001,63.209999,1244000,61.192293
2014-12-16,62.880001,64.0,62.880001,62.919998,1706100,60.91155
2014-12-17,63.060001,63.900002,62.759998,63.779999,1279700,61.744098
2014-12-18,63.93,65.559998,63.93,65.559998,1317400,63.467278
2014-12-19,65.900002,66.839996,65.510002,66.339996,1975200,64.222379
2014-12-22,66.519997,67.57,66.379997,67.540001,1080800,65.384079
2014-12-23,67.650002,68.239998,66.790001,68.099998,1501400,65.926201
2014-12-24,68.440002,68.449997,67.589996,67.940002,693300,65.771312
2014-12-26,68.0,68.370003,67.589996,67.779999,763000,65.616416
2014-12-29,67.910004,68.32,67.43,67.760002,1043600,65.597057
2014-12-30,67.610001,68.190002,67.550003,68.080002,663200,65.906842
2014-12-31,68.419998,68.510002,67.029999,67.059998,853000,64.919397
2015-01-02,68.389999,69.580002,67.779999,68.970001,2733500,66.768432
2015-01-05,68.580002,69.25,66.959999,67.279999,1823900,65.132376
2015-01-06,67.220001,67.739998,66.089996,66.269997,2045600,64.154614
2015-01-07,66.830002,67.150002,66.230003,67.110001,1224900,64.967804
2015-01-08,67.769997,69.099998,67.769997,68.879997,1703200,66.681301
2015-01-09,68.620003,68.870003,68.129997,68.389999,832200,66.525667
2015-01-12,68.699997,68.699997,67.870003,68.099998,1373100,66.243572
2015-01-13,68.669998,69.370003,67.440002,67.919998,1116700,66.068478
2015-01-14,67.199997,68.389999,66.879997,68.129997,1850900,66.272753
