Date,Open_DGX,High_DGX,Low_DGX,Close_DGX,Volume_DGX,AdjClose_DGX
2013-06-14,62.689999,63.389999,62.5,62.619999,477500,58.721608
2013-06-17,62.84,63.060001,62.360001,62.59,644500,58.693477
2013-06-18,62.52,62.689999,62.169998,62.389999,1036000,58.505927
2013-06-19,62.459999,62.669998,61.860001,61.889999,792900,58.037054
2013-06-20,61.490002,61.830002,60.75,60.810001,1056600,57.024291
2013-06-21,61.279999,62.029999,60.93,61.07,1286900,57.268104
2013-06-24,60.73,61.400002,60.209999,60.810001,1825900,57.024291
2013-06-25,61.220001,61.290001,60.360001,60.790001,912100,57.005536
2013-06-26,61.169998,61.57,60.59,61.16,714500,57.352501
2013-06-27,61.490002,61.93,61.299999,61.400002,916500,57.577561
2013-06-28,61.07,61.290001,60.119999,60.630001,1774400,57.134654
2013-07-01,60.810001,61.150002,60.419998,60.459999,1015600,56.974453
2013-07-02,60.389999,60.68,60.07,60.450001,1001700,56.965031
2013-07-03,60.139999,60.419998,59.84,60.080002,565400,56.616363
2013-07-05,60.349998,60.830002,59.93,60.799999,486900,57.294852
2013-07-08,61.02,61.470001,60.77,61.240002,657300,57.709488
2013-07-09,57.380001,59.389999,56.810001,58.0,5168900,54.656274
2013-07-10,58.110001,59.16,58.110001,59.0,1823100,55.598624
2013-07-11,59.529999,59.599998,58.720001,59.310001,1190900,55.890753
2013-07-12,58.950001,59.360001,58.599998,59.330002,1392300,55.909601
2013-07-15,59.599998,60.16,59.57,59.889999,1037800,56.437314
2013-07-16,59.860001,60.240002,59.860001,60.139999,855500,56.672902
2013-07-17,60.400002,60.619999,59.459999,59.799999,1874000,56.352503
2013-07-18,59.5,59.720001,58.650002,58.91,4287300,55.513812
2013-07-19,59.209999,59.34,58.950001,59.029999,2211500,55.626893
2013-07-22,59.0,59.400002,59.0,59.139999,2068000,55.730552
2013-07-23,59.32,59.540001,58.91,59.330002,1689800,55.909601
2013-07-24,59.330002,59.34,58.700001,58.720001,1596600,55.334767
2013-07-25,58.720001,59.060001,58.299999,58.790001,1928100,55.400731
2013-07-26,58.619999,58.700001,58.360001,58.5,914900,55.127449
2013-07-29,58.5,58.939999,58.450001,58.75,810900,55.363036
2013-07-30,58.860001,58.939999,58.27,58.41,785200,55.042637
2013-07-31,58.540001,58.779999,58.110001,58.310001,1231500,54.948404
2013-08-01,58.639999,58.810001,58.220001,58.700001,1182400,55.315919
2013-08-02,58.52,58.860001,58.389999,58.610001,826500,55.231108
2013-08-05,58.509998,58.880001,58.380001,58.509998,638500,55.136871
2013-08-06,58.41,58.82,58.25,58.459999,1004400,55.089754
2013-08-07,58.389999,58.5,58.0,58.290001,1816700,54.929556
2013-08-08,58.860001,59.560001,58.810001,59.32,1795000,55.900175
2013-08-09,59.169998,59.700001,59.169998,59.380001,1109600,55.956717
2013-08-12,59.130001,59.610001,59.07,59.48,1228900,56.050951
2013-08-13,59.41,59.77,59.200001,59.509998,1271800,56.07922
2013-08-14,59.360001,60.209999,59.360001,60.080002,1587500,56.616363
2013-08-15,59.650002,59.799999,58.669998,58.830002,1207000,55.438426
2013-08-16,58.630001,58.630001,57.98,58.09,1004200,54.741086
2013-08-19,58.0,58.73,58.0,58.549999,916000,55.174566
2013-08-20,58.560001,58.990002,58.27,58.759998,718400,55.372458
2013-08-21,59.400002,59.790001,58.939999,59.139999,1367700,55.730552
2013-08-22,59.200001,59.349998,58.650002,58.860001,670700,55.466695
2013-08-23,59.0,59.290001,58.810001,59.060001,441900,55.655166
2013-08-26,59.049999,59.360001,58.970001,59.049999,522700,55.64574
2013-08-27,58.759998,58.869999,58.450001,58.540001,715600,55.165144
2013-08-28,58.5,58.669998,58.049999,58.139999,556200,54.788202
2013-08-29,58.0,58.380001,57.73,57.959999,817800,54.618579
2013-08-30,58.060001,58.619999,57.98,58.619999,1409500,55.24053
2013-09-03,58.869999,59.540001,58.810001,59.0,1887100,55.598624
2013-09-04,58.919998,59.990002,58.82,59.93,1607800,56.475009
2013-09-05,60.07,60.869999,60.0,60.509998,1036800,57.02157
2013-09-06,60.560001,61.41,60.380001,61.110001,1350700,57.586982
2013-09-09,60.990002,61.150002,60.48,61.150002,883300,57.624677
2013-09-10,61.25,61.799999,61.200001,61.759998,1362700,58.199507
2013-09-11,61.73,61.91,61.32,61.790001,1026400,58.22778
2013-09-12,61.720001,61.759998,60.860001,61.330002,1275000,57.7943
2013-09-13,61.400002,61.73,60.880001,61.43,1404400,57.888533
2013-09-16,62.040001,62.040001,61.709999,61.799999,847000,58.237202
2013-09-17,61.93,62.040001,61.73,61.98,964600,58.406825
2013-09-18,61.779999,62.09,61.330002,62.0,1352200,58.425672
2013-09-19,62.209999,62.700001,61.73,61.810001,1954000,58.246627
2013-09-20,61.790001,62.220001,61.66,62.0,2735000,58.425672
2013-09-23,61.700001,62.48,61.639999,62.48,1975300,58.878
2013-09-24,62.43,62.82,62.16,62.23,1643400,58.642412
2013-09-25,62.34,62.540001,62.099998,62.18,1416400,58.595295
2013-09-26,62.259998,62.740002,62.209999,62.389999,1420000,58.793188
2013-09-27,61.98,62.049999,61.470001,61.720001,1343300,58.442839
2013-09-30,61.43,61.959999,61.310001,61.790001,967900,58.509122
2013-10-01,61.84,62.369999,61.650002,62.150002,844600,58.850007
2013-10-02,62.130001,62.810001,61.950001,62.57,1542500,59.247705
2013-10-03,62.419998,62.650002,62.169998,62.5,1436700,59.181422
2013-10-04,62.389999,62.459999,61.779999,61.799999,1897000,58.518589
2013-10-07,61.59,62.450001,61.470001,62.25,1789800,58.944696
2013-10-08,62.310001,62.369999,61.439999,61.869999,1293200,58.584872
2013-10-09,61.869999,62.099998,61.459999,61.700001,1736900,58.423901
2013-10-10,58.650002,59.889999,57.450001,58.66,6793400,55.545315
2013-10-11,58.689999,58.82,58.119999,58.119999,2634600,55.033987
2013-10-14,57.970001,58.709999,57.73,58.630001,2150400,55.516909
2013-10-15,58.619999,58.700001,57.880001,57.900002,1592100,54.825671
2013-10-16,58.049999,58.799999,58.049999,58.75,1472700,55.630537
2013-10-17,57.41,60.0,57.360001,58.900002,3766600,55.772574
2013-10-18,58.52,58.580002,57.810001,57.919998,2262900,54.844606
2013-10-21,57.75,58.610001,57.75,58.18,1519700,55.090802
2013-10-22,58.130001,58.73,58.02,58.400002,1798600,55.299122
2013-10-23,58.27,58.57,57.91,58.560001,1680300,55.450626
2013-10-24,58.790001,58.830002,58.209999,58.27,1141100,55.176024
2013-10-25,58.220001,58.619999,57.970001,58.59,1212500,55.479032
2013-10-28,58.57,59.279999,58.459999,58.950001,1440500,55.819918
2013-10-29,59.0,59.599998,58.970001,59.34,1190400,56.189209
2013-10-30,59.540001,59.849998,59.330002,59.650002,1469400,56.482751
2013-10-31,59.650002,60.040001,59.580002,59.91,1525500,56.728944
2013-11-01,60.009998,61.029999,59.759998,60.93,2737800,57.694785
2013-11-04,62.5,62.700001,61.419998,62.040001,7380200,58.745848
2013-11-05,62.139999,63.18,61.650002,62.650002,3599000,59.323459
2013-11-06,62.830002,63.48,62.619999,63.110001,1959300,59.759033
2013-11-07,63.23,64.0,63.23,63.700001,2283900,60.317706
2013-11-08,63.5,63.599998,62.700001,63.32,1949300,59.957882
2013-11-11,63.240002,64.099998,63.139999,63.599998,1521100,60.223014
2013-11-12,63.73,63.84,63.16,63.32,2143500,59.957882
2013-11-13,63.310001,63.610001,62.610001,62.880001,2500000,59.541246
2013-11-14,62.790001,63.09,62.599998,62.650002,2762200,59.323459
2013-11-15,62.669998,62.959999,62.18,62.200001,3510800,58.897352
2013-11-18,62.5,62.560001,61.650002,61.860001,2060100,58.575405
2013-11-19,61.720001,62.049999,60.950001,61.52,1952600,58.253458
2013-11-20,61.459999,62.040001,61.18,61.349998,1596700,58.092482
2013-11-21,61.41,61.720001,61.200001,61.48,1111200,58.215581
2013-11-22,61.349998,61.959999,61.330002,61.799999,988700,58.518589
2013-11-25,61.860001,62.48,61.84,62.360001,1256700,59.048856
2013-11-26,62.34,62.48,61.990002,62.080002,1858300,58.783725
2013-11-27,61.860001,62.130001,60.709999,61.419998,1897400,58.158765
2013-11-29,61.349998,61.650002,60.900002,60.939999,826200,57.704252
2013-12-02,61.049999,61.189999,60.560001,60.75,1248300,57.524342
2013-12-03,61.119999,62.029999,61.0,61.43,3156900,58.168236
2013-12-04,61.150002,61.419998,60.299999,60.860001,2494000,57.628502
2013-12-05,60.849998,61.09,60.169998,60.209999,1708500,57.013014
2013-12-06,60.560001,60.619999,59.869999,59.990002,2069200,56.804698
2013-12-09,60.16,60.52,59.73,60.330002,2006700,57.126645
2013-12-10,59.41,59.5,58.119999,58.599998,4038300,55.4885
2013-12-11,57.599998,57.650002,55.099998,55.200001,5817300,52.269033
