Date,Open_DOV,High_DOV,Low_DOV,Close_DOV,Volume_DOV,AdjClose_DOV
2013-06-14,78.630004,79.450002,78.299997,78.600006,789100,61.165002
2013-06-17,79.370001,79.579997,78.779994,79.140009,687400,61.585222
2013-06-18,79.410001,80.750007,79.200005,80.619993,1096300,62.736917
2013-06-19,80.680008,80.730002,79.390005,79.390005,841200,61.779765
2013-06-20,78.510002,78.640006,76.910007,77.060006,1531500,59.966605
2013-06-21,77.509997,77.809997,76.060001,77.370009,1882300,60.207842
2013-06-24,76.62,76.800003,75.579999,75.83,1365000,59.009438
2013-06-25,76.660005,77.179999,76.400002,76.700001,1717600,59.686456
2013-06-26,77.30001,78.070005,76.720002,77.649994,1589900,60.425722
2013-06-27,78.200009,78.360011,77.739998,78.040007,1183500,60.729222
2013-06-28,77.9,78.54,77.610003,77.659997,2823500,60.433505
2013-07-01,78.490006,78.69,77.739998,77.840004,1462800,60.573583
2013-07-02,77.75,78.159999,76.500008,76.759998,1667100,59.733143
2013-07-03,76.310003,76.740006,75.959995,76.580004,1194700,59.593076
2013-07-05,77.26,78.05,77.060006,78.000006,922500,60.698094
2013-07-08,78.550003,78.779994,78.009999,78.440012,1414100,61.040499
2013-07-09,79.150002,80.330005,79.07001,79.530003,1262900,61.888708
2013-07-10,79.400008,79.830003,79.270004,79.530003,917900,61.888708
2013-07-11,80.95,81.390007,80.699994,81.33001,796000,63.289439
2013-07-12,81.209999,81.240007,80.69001,81.000003,921200,63.032634
2013-07-15,81.000003,81.129998,80.639998,80.709997,895500,62.806956
2013-07-16,81.110003,81.800006,80.100004,80.170003,1159800,62.386744
2013-07-17,80.450007,80.750007,79.849998,80.410006,1274600,62.57351
2013-07-18,82.61001,84.040001,81.359999,83.630002,2007500,65.079248
2013-07-19,83.700001,85.650008,83.51,85.309998,2101100,66.386589
2013-07-22,85.000005,85.790005,84.940009,85.270007,2112600,66.355468
2013-07-23,85.51001,86.579996,85.180003,86.399998,1570200,67.234805
2013-07-24,86.630008,87.05,85.060002,85.220004,1116500,66.316557
2013-07-25,84.840003,85.720007,84.249997,85.439993,989900,66.487748
2013-07-26,85.02001,85.190006,83.919999,84.669998,1097000,65.888553
2013-07-29,84.700006,85.980006,84.690003,85.060002,1231100,66.192046
2013-07-30,85.480003,85.609998,84.700006,84.87001,947600,66.044198
2013-07-31,84.899999,86.370009,84.899999,85.640005,1012800,66.643394
2013-08-01,86.490002,87.929995,86.350004,87.65,1056900,68.207532
2013-08-02,86.920005,87.110006,86.41,87.010009,945900,67.709504
2013-08-05,86.770006,87.54,86.490002,87.250003,542800,67.896263
2013-08-06,86.930008,87.000007,85.890002,86.640001,1040600,67.421571
2013-08-07,86.620006,87.350009,86.340002,87.210003,936700,67.865135
2013-08-08,87.470002,88.099999,87.250003,87.8,751500,68.324259
2013-08-09,87.420008,88.310005,87.320002,87.920011,1180700,68.417649
2013-08-12,87.550003,88.489993,87.280011,88.270004,755200,68.690008
2013-08-13,88.270004,88.630009,87.939997,88.610004,828700,68.954589
2013-08-14,88.480009,88.700008,88.040003,88.550008,894700,68.907901
2013-08-15,87.54,87.600006,86.800013,87.110006,1094500,67.787319
2013-08-16,87.180005,88.000012,86.870012,87.149997,871600,67.81844
2013-08-19,87.16,87.529998,86.620006,86.649995,574100,67.429348
2013-08-20,86.780008,87.350009,86.350004,86.830002,656700,67.569426
2013-08-21,86.600001,86.710009,85.820003,85.970003,798500,66.900192
2013-08-22,86.310004,87.280011,86.15001,86.630008,886500,67.413795
2013-08-23,86.920005,87.270008,86.179999,87.090001,752600,67.771752
2013-08-26,87.480004,87.8,87.070005,87.090001,646100,67.771752
2013-08-27,86.070009,86.30001,85.150005,85.250002,903900,66.339901
2013-08-28,84.990003,85.900005,84.899999,85.609998,685800,66.914385
2013-08-29,85.379997,86.509997,85.370004,85.92,526100,67.156688
2013-08-30,86.270003,86.370009,84.800003,85.049999,552800,66.476679
2013-09-03,85.830006,86.860009,84.940009,85.640005,621200,66.937839
2013-09-04,85.550002,86.950004,85.459998,86.880005,558100,67.907046
2013-09-05,86.760003,87.660002,86.479999,87.510012,598800,68.399471
2013-09-06,87.849993,88.359998,86.019997,87.600006,975400,68.469812
2013-09-09,87.830007,88.359998,87.640007,88.150002,1031100,68.8997
2013-09-10,88.800005,89.639998,88.680003,89.540002,792600,69.986149
2013-09-11,89.550004,89.629996,88.900002,89.440005,653300,69.90799
2013-09-12,89.440005,89.779996,88.739999,88.989996,846900,69.556254
2013-09-13,88.999998,89.250004,88.530003,88.989996,630400,69.556254
2013-09-16,90.509999,90.600003,89.900007,89.939998,886100,70.298794
2013-09-17,89.960003,90.259994,89.390002,89.670006,725500,70.087763
2013-09-18,89.72,91.090003,89.620003,90.909996,1105900,71.056963
2013-09-19,91.299999,92.539999,91.190009,92.460007,1044300,72.26848
2013-09-20,92.260013,92.870006,90.640004,90.650006,1549100,70.85375
2013-09-23,90.450003,91.030007,89.930005,90.909996,653800,71.056963
2013-09-24,90.810008,91.580003,90.730007,90.890009,924500,71.041341
2013-09-25,90.890009,91.260008,90.040004,90.21,1201800,70.509832
2013-09-26,90.490013,91.130004,89.730002,90.010006,862500,70.353514
2013-09-27,89.410007,89.910009,89.330005,89.360004,885000,69.845459
2013-09-30,88.460004,89.900007,88.300002,89.830008,884300,70.212824
2013-10-01,89.810003,91.040009,89.46,90.659999,1189500,70.86156
2013-10-02,90.199997,90.370002,88.980003,90.21,756700,70.509832
2013-10-03,89.72,90.1,88.130007,88.480009,832600,69.157639
2013-10-04,88.410001,89.100004,88.169998,88.97,733100,69.540625
2013-10-07,88.260002,89.290005,88.089997,88.509998,924800,69.181079
2013-10-08,88.540006,89.270009,87.449997,87.500009,941400,68.391653
2013-10-09,87.580001,87.590004,86.249998,86.860009,915100,67.891417
2013-10-10,87.910008,89.149998,87.570008,89.139996,936400,69.673497
2013-10-11,88.780009,90.410012,88.649996,90.349997,920300,70.619257
2013-10-14,89.699995,90.810008,89.340008,90.780001,1189400,70.955356
2013-10-15,90.600003,90.899994,88.999998,89.489999,1446700,69.947066
2013-10-16,90.000004,90.000004,87.949999,88.320007,1911700,69.032579
2013-10-17,87.100003,87.580001,85.100011,87.400003,3849700,68.313486
2013-10-18,88.07001,89.310001,87.670005,88.93,2266000,69.50936
2013-10-21,89.280012,90.120005,89.090002,89.410007,1117300,69.884543
2013-10-22,89.760009,90.670002,89.530008,90.410012,991700,70.666166
2013-10-23,90.250009,90.419996,89.340008,90.380004,953300,70.642711
2013-10-24,90.680004,92.02001,90.460006,91.750008,1272300,71.713532
