Date,Open_DOV,High_DOV,Low_DOV,Close_DOV,Volume_DOV,AdjClose_DOV
2013-10-25,91.880003,92.080006,90.710002,90.950006,1384600,71.088235
2013-10-28,90.760005,91.430003,90.610005,91.360005,983000,71.408698
2013-10-29,91.549996,92.13,91.100006,92.070003,767100,71.963646
2013-10-30,92.370003,92.650007,91.520007,91.840002,861500,71.783873
2013-10-31,91.770004,92.380006,91.059996,91.789999,1040200,71.74479
2013-11-01,91.850005,92.420006,90.810008,91.260008,1289100,71.330538
2013-11-04,91.360005,91.610011,90.919998,91.539993,958200,71.54938
2013-11-05,91.320004,91.510005,90.48001,91.329997,816000,71.385244
2013-11-06,91.730003,91.810004,90.940003,91.38,561100,71.424327
2013-11-07,91.500002,91.789999,90.040004,90.180002,930700,70.486385
2013-11-08,90.199997,92.290002,90.070002,92.240008,891000,72.096525
2013-11-11,92.269997,92.640005,91.730003,91.910001,787700,71.838585
2013-11-12,91.789999,91.969997,91.250005,91.880003,860300,71.815138
2013-11-13,91.160002,92.980005,91.160002,92.930002,1402600,72.635837
2013-11-14,93.179999,93.709999,92.700001,93.600009,664500,73.159528
2013-11-15,93.830001,93.889997,93.15,93.30001,790600,72.925042
2013-11-18,93.340001,93.879995,92.480002,92.850001,502600,72.573307
2013-11-19,92.730008,92.77,91.430003,91.750008,632200,71.713532
2013-11-20,91.789999,91.98,90.670002,90.930001,495100,71.072599
2013-11-21,91.329997,92.919999,91.069998,92.77,1046400,72.510776
2013-11-22,92.590002,93.460012,92.010007,93.41,568000,73.011012
2013-11-25,93.479998,93.889997,91.860007,91.890005,869400,71.822956
2013-11-26,91.730003,92.300004,91.350002,91.420001,1005400,71.74839
2013-11-27,91.820007,91.950002,90.509999,90.630001,1210300,71.128381
2013-11-29,90.710002,91.180007,90.450003,90.74,472400,71.21471
2013-12-02,88.410001,90.180002,88.410001,89.540002,2142300,70.272925
2013-12-03,89.180006,90.330011,89.180006,89.430002,1943500,70.186596
2013-12-04,88.919997,89.660003,88.220001,88.410001,1821400,69.386077
2013-12-05,88.270004,89.970005,88.160005,89.72,1383000,70.414192
2013-12-06,90.790003,91.660004,90.550009,91.650002,874400,71.928899
2013-12-09,91.709998,92.049999,91.170004,91.350002,950900,71.693453
2013-12-10,91.310002,91.570001,90.769999,90.870005,967300,71.316741
2013-12-11,90.820002,90.870005,89.370006,89.470003,855900,70.217989
2013-12-12,89.559997,89.950001,89.390002,89.660003,898400,70.367105
2013-12-13,89.760009,90.290001,89.280012,89.590005,748300,70.312169
2013-12-16,90.06,92.02001,89.910009,91.709998,922100,71.975986
2013-12-17,92.02001,92.150005,91.130004,91.210005,1047600,71.58358
2013-12-18,91.510005,91.969997,89.760009,91.910001,1270500,72.132952
2013-12-19,91.800002,93.230002,91.299999,93.170005,1361700,73.121831
2013-12-20,93.170005,94.620001,92.850001,94.560005,1669500,74.212732
2013-12-23,95.150011,95.500004,94.800008,94.870007,960900,74.456029
2013-12-24,94.810001,95.71001,94.800008,95.479999,210700,74.934764
2013-12-26,95.700007,96.480005,95.67,96.119999,392300,75.43705
2013-12-27,96.400003,96.470002,95.900001,96.320002,387700,75.594016
2013-12-30,96.31,96.570008,96.119999,96.379999,464800,75.641103
2013-12-31,96.570008,97.000012,96.140004,96.540001,508000,75.766676
2014-01-02,96.540001,96.740004,94.930003,95.249998,780500,74.754254
2014-01-03,95.450001,95.879996,94.870007,95.220009,905100,74.730718
2014-01-06,95.770006,95.809997,94.400002,94.590012,894800,74.236283
2014-01-07,94.590012,95.220009,94.330004,94.759998,840800,74.369692
2014-01-08,94.759998,94.780003,93.930007,94.199999,1192900,73.930192
2014-01-09,94.500008,95.210007,93.780007,94.070004,1220100,73.82817
2014-01-10,94.110005,94.700002,93.270002,94.440003,939200,74.118552
2014-01-13,94.070004,95.140008,92.950007,93.15,970000,73.106131
2014-01-14,93.590007,95.430006,93.280005,95.420003,1393900,74.887678
2014-01-15,95.580005,96.670005,95.440008,96.359994,1067900,75.625402
2014-01-16,96.170002,96.590004,94.650008,96.100004,1517200,75.421357
2014-01-17,95.830002,95.980002,94.910007,95.110001,1690700,74.644381
2014-01-21,95.940011,96.379999,95.050005,96.020003,1605300,75.35857
2014-01-22,96.140004,96.219996,95.490002,95.889998,1246400,75.25654
2014-01-23,95.490002,95.550007,93.720002,94.080007,1126900,73.83602
2014-01-24,92.460007,93.580004,90.310006,90.330011,1438200,70.892942
2014-01-27,90.579998,91.030007,89.069997,89.550004,1341800,70.280776
2014-01-28,89.920012,91.010002,89.920012,90.490013,1282200,71.018515
2014-01-29,90.000004,90.790003,89.229999,89.680008,1684800,70.382806
2014-01-30,87.680007,89.620003,85.830006,89.270009,1753300,70.06103
2014-01-31,86.680002,87.700003,86.290008,86.56,2225200,67.934156
2014-02-03,86.30001,86.910003,82.810004,82.960004,2411500,65.108801
2014-02-04,83.020009,83.930002,82.469994,83.619999,1905100,65.62678
2014-02-05,83.170009,83.450004,81.680004,82.780006,2256900,64.967535
2014-02-06,83.070003,83.769999,82.57,82.639999,1877300,64.857655
2014-02-07,83.260013,85.710004,82.850004,85.439993,2299500,67.055151
2014-02-10,85.24,85.529997,83.989998,84.450009,1415300,66.278189
2014-02-11,84.420002,85.250002,84.190001,84.760002,1553600,66.521479
2014-02-12,85.039997,85.850002,84.710008,85.379997,1932400,67.008064
2014-02-13,84.660005,85.470001,84.500003,85.300005,2292000,66.945285
2014-02-14,85.220004,86.249998,84.920004,86.060007,1826500,67.541751
2014-02-18,86.210007,87.449997,85.990008,87.100003,2115600,68.357962
2014-02-19,86.860009,87.470002,86.470006,86.579996,2356700,67.949849
2014-02-20,86.729996,88.840005,86.460003,88.579997,2725100,69.519493
2014-02-21,88.560011,89.240002,88.000012,88.989996,2219700,69.841269
2014-02-24,89.139996,89.810003,88.950005,89.470003,1668400,70.217989
2014-02-25,89.500001,90.050007,89.420009,90.000004,2326700,70.633945
2014-02-26,90.290001,91.080001,89.880002,90.979995,1805300,71.403063
2014-02-27,90.509999,91.780006,90.509999,91.76001,1864800,72.015236
2014-02-28,92.060001,94.379997,91.920004,94.300005,2742200,74.008679
2014-03-03,77.889999,79.830002,77.629997,79.099998,3066200,74.80566
2014-03-04,80.410004,80.739998,79.010002,79.480003,2337800,75.165034
2014-03-05,79.879997,80.370003,79.419998,79.870003,1341900,75.533861
2014-03-06,80.029999,81.589996,80.010002,81.580002,2242000,77.151024
2014-03-07,81.870003,82.720001,81.480003,82.269997,1735400,77.803559
2014-03-10,82.040001,82.629997,81.540001,82.510002,1276300,78.030534
2014-03-11,82.68,83.360001,81.629997,81.919998,1352700,77.472562
2014-03-12,80.849998,81.629997,80.669998,81.309998,1439900,77.2493
2014-03-13,81.760002,82.190002,80.190002,80.669998,1596500,76.641262
2014-03-14,80.449997,81.18,79.730003,79.800003,1484900,75.814716
2014-03-17,80.489998,82.139999,80.489998,81.43,1319700,77.363309
2014-03-18,81.75,82.349998,81.540001,81.910004,1124200,77.819341
2014-03-19,82.0,82.169998,80.900002,81.510002,839400,77.439316
2014-03-20,81.269997,81.669998,80.5,81.470001,1707400,77.401312
2014-03-21,84.089996,84.089996,80.720001,80.720001,2702800,76.688768
2014-03-24,81.150002,81.379997,80.43,80.870003,1491200,76.831278
2014-03-25,81.669998,81.940002,80.480003,81.279999,1775300,77.220799
2014-03-26,81.919998,82.080002,80.779999,80.809998,1308300,76.77427
2014-03-27,80.519997,80.75,79.940002,80.540001,820500,76.517757
2014-03-28,79.300003,81.68,79.300003,80.989998,778900,76.945281
2014-03-31,81.459999,81.790001,81.190002,81.75,1408500,77.667328
2014-04-01,82.0,82.779999,81.660004,82.739998,799000,78.607884
2014-04-02,84.860001,85.440002,83.959999,85.150002,1686100,80.89753
2014-04-03,85.199997,85.93,84.760002,85.389999,1383200,81.125542
2014-04-04,85.900002,85.910004,83.449997,83.449997,2118800,79.282425
2014-04-07,83.169998,83.540001,81.669998,82.050003,1099400,77.952348
2014-04-08,82.230003,82.879997,81.43,82.389999,1051900,78.275365
2014-04-09,82.449997,83.779999,82.449997,83.68,1034600,79.500942
2014-04-10,83.57,84.050003,81.900002,82.18,1142300,78.075854
2014-04-11,81.779999,82.339996,80.620003,80.779999,1169600,76.745769
2014-04-14,81.660004,81.900002,80.790001,81.559998,1620300,77.486814
2014-04-15,81.849998,82.330002,80.739998,81.949997,1048400,77.857337
2014-04-16,82.82,83.459999,82.709999,83.18,1637800,79.025913
2014-04-17,85.660004,86.349998,81.809998,85.459999,2111000,81.192046
2014-04-21,85.059998,86.099998,84.620003,85.860001,2192600,81.572071
2014-04-22,85.809998,86.699997,85.5,86.139999,1276100,81.838087
2014-04-23,85.769997,86.830002,85.769997,86.349998,810500,82.037598
2014-04-24,86.790001,86.790001,85.480003,86.190002,1060500,81.885592
2014-04-25,85.720001,85.989998,84.720001,84.900002,1196100,80.660015
2014-04-28,85.620003,85.870003,84.220001,85.480003,919500,81.211051
2014-04-29,85.690002,86.089996,85.059998,85.660004,513600,81.382062
2014-04-30,85.650002,86.400002,85.230003,86.400002,822900,82.085104
2014-05-01,86.360001,86.580002,85.400002,86.019997,717400,81.724077
2014-05-02,86.019997,86.550003,85.75,85.889999,743900,81.600572
2014-05-05,85.510002,86.0,85.059998,85.860001,682100,81.572071
2014-05-06,85.669998,86.260002,85.150002,85.220001,711500,80.964034
2014-05-07,85.720001,86.019997,84.910004,85.959999,799800,81.667076
2014-05-08,85.889999,87.040001,85.470001,85.900002,526500,81.610074
2014-05-09,85.720001,85.940002,84.419998,85.260002,906600,81.002037
2014-05-12,85.43,87.389999,85.43,87.230003,737900,82.873655
2014-05-13,87.230003,87.239998,86.43,86.580002,803100,82.256115
2014-05-14,86.599998,86.889999,86.209999,86.379997,769600,82.066099
2014-05-15,85.980003,86.269997,84.860001,85.769997,844000,81.486562
2014-05-16,85.709999,86.580002,85.580002,86.410004,1051900,82.094607
2014-05-19,86.0,87.220001,85.900002,86.699997,769600,82.370117
2014-05-20,86.550003,86.550003,84.669998,85.07,818400,80.821524
2014-05-21,85.389999,86.260002,85.32,86.120003,541200,81.819089
2014-05-22,86.010002,86.769997,85.910004,86.010002,664800,81.714581
2014-05-23,86.199997,87.080002,86.129997,87.010002,514700,82.664641
2014-05-27,87.300003,88.150002,87.120003,87.470001,597300,83.101667
2014-05-28,87.080002,87.68,86.760002,86.800003,446400,82.820194
2014-05-29,87.029999,87.309998,86.349998,87.18,440100,83.182768
2014-05-30,87.029999,87.260002,86.589996,87.18,577900,83.182768
2014-06-02,87.300003,87.830002,86.610001,87.550003,388100,83.535806
2014-06-03,87.239998,87.379997,86.589996,86.809998,576800,82.82973
2014-06-04,86.660004,87.209999,86.459999,86.809998,386800,82.82973
2014-06-05,86.949997,88.07,86.589996,87.940002,515800,83.907924
2014-06-06,87.75,88.760002,87.739998,88.300003,905300,84.251418
2014-06-09,88.290001,89.550003,87.93,88.870003,969400,84.795283
2014-06-10,88.660004,89.059998,87.900002,89.050003,1065400,84.96703
2014-06-11,88.599998,89.190002,88.290001,89.059998,628300,84.976567
2014-06-12,88.889999,89.010002,88.040001,88.809998,1279200,84.738029
2014-06-13,88.839996,89.589996,88.57,89.150002,815500,85.062444
2014-06-16,88.860001,89.279999,88.620003,89.150002,805700,85.062444
2014-06-17,88.93,89.75,88.660004,89.410004,621400,85.310525
2014-06-18,89.400002,90.059998,88.550003,89.900002,655400,85.778056
2014-06-19,89.849998,90.629997,89.360001,90.470001,686200,86.321921
2014-06-20,90.709999,90.910004,90.010002,90.709999,1084700,86.550915
2014-06-23,90.690002,90.720001,89.75,90.0,567500,85.87347
2014-06-24,89.989998,90.510002,89.389999,89.419998,631500,85.320061
2014-06-25,89.339996,90.07,89.099998,89.769997,459200,85.654012
2014-06-26,89.889999,90.110001,88.739998,89.620003,463700,85.510895
2014-06-27,89.489998,89.980003,89.169998,89.870003,574300,85.749433
2014-06-30,90.059998,91.370003,89.559998,90.949997,1096200,86.779909
2014-07-01,91.040001,91.839996,90.919998,90.989998,757500,86.818076
2014-07-02,90.660004,90.919998,90.239998,90.610001,567400,86.455502
2014-07-03,90.879997,91.510002,90.75,91.07,507600,86.89441
2014-07-07,90.889999,91.0,89.75,89.970001,800300,85.844846
2014-07-08,89.970001,90.169998,89.330002,89.559998,645900,85.453642
2014-07-09,89.980003,90.120003,89.32,89.580002,556600,85.472729
2014-07-10,88.580002,88.629997,87.739998,88.449997,1379100,84.394535
2014-07-11,88.559998,89.190002,88.059998,88.739998,891400,84.671239
2014-07-14,89.690002,89.690002,88.779999,88.949997,843200,84.87161
2014-07-15,88.949997,89.139999,87.970001,88.120003,1289900,84.079671
2014-07-16,88.529999,89.309998,88.099998,88.940002,1450300,84.862073
2014-07-17,87.760002,88.489998,86.5,87.139999,1624600,83.144601
2014-07-18,87.480003,88.839996,87.150002,88.720001,1166000,84.652159
2014-07-21,88.690002,89.830002,88.440002,89.540001,971100,85.434562
2014-07-22,90.029999,90.550003,89.889999,90.07,1079600,85.94026
2014-07-23,90.110001,90.360001,89.489998,89.57,624000,85.463185
2014-07-24,89.830002,90.080002,88.669998,88.82,1137500,84.747573
2014-07-25,88.5,88.940002,88.309998,88.559998,886700,84.499492
2014-07-28,88.309998,88.330002,87.400002,88.110001,810600,84.070127
2014-07-29,87.650002,88.489998,86.93,86.980003,829100,82.991941
2014-07-30,87.169998,87.709999,86.480003,87.269997,1020100,83.268638
2014-07-31,86.540001,87.419998,85.75,85.760002,1363300,81.827877
2014-08-01,85.080002,85.510002,84.300003,85.019997,1044100,81.121801
2014-08-04,85.400002,86.480003,84.980003,86.190002,939000,82.238162
2014-08-05,85.940002,86.129997,84.730003,85.010002,1037900,81.112265
2014-08-06,84.360001,84.919998,84.010002,84.360001,899700,80.492066
2014-08-07,84.93,85.290001,84.07,84.25,662700,80.387109
2014-08-08,84.709999,85.660004,84.110001,85.589996,969300,81.665666
2014-08-11,86.160004,86.610001,85.730003,86.059998,524600,82.114118
2014-08-12,85.720001,86.779999,85.699997,86.309998,668500,82.352655
2014-08-13,86.510002,87.709999,86.379997,87.239998,622100,83.240015
2014-08-14,87.300003,87.830002,87.150002,87.760002,415200,83.736177
2014-08-15,88.199997,88.309998,86.800003,87.379997,492900,83.373595
2014-08-18,87.989998,88.940002,87.870003,88.940002,549500,84.862073
2014-08-19,89.129997,89.639999,88.830002,89.459999,724300,85.358228
2014-08-20,89.449997,90.580002,89.309998,90.260002,700100,86.121551
2014-08-21,90.650002,90.650002,89.510002,89.599998,726000,85.491808
2014-08-22,89.919998,89.919998,88.449997,88.879997,586600,84.804819
2014-08-25,89.43,90.290001,89.07,89.730003,534000,85.615853
2014-08-26,89.709999,90.050003,89.07,89.120003,296300,85.033821
2014-08-27,88.580002,88.919998,88.110001,88.5,650000,84.822959
2014-08-28,88.220001,88.230003,87.459999,88.099998,384900,84.439577
2014-08-29,88.220001,88.410004,87.68,87.870003,588700,84.219137
2014-09-02,88.160004,88.82,87.839996,88.120003,604400,84.45875
2014-09-03,88.580002,88.629997,88.010002,88.25,944100,84.583346
2014-09-04,88.260002,89.400002,87.93,88.099998,655800,84.439577
2014-09-05,87.860001,88.209999,87.260002,88.150002,712800,84.487502
2014-09-08,87.849998,88.110001,87.150002,87.330002,826600,83.701572
2014-09-09,87.190002,87.389999,86.629997,86.760002,881600,83.155255
2014-09-10,86.940002,87.209999,86.300003,86.660004,847300,83.059411
2014-09-11,86.440002,87.129997,86.379997,87.029999,774200,83.414034
2014-09-12,87.059998,87.059998,85.599998,85.779999,747000,82.215969
2014-09-15,85.459999,85.730003,84.879997,85.040001,972400,81.506717
2014-09-16,84.970001,85.650002,84.309998,85.269997,622400,81.727157
2014-09-17,85.599998,85.980003,84.629997,84.720001,899600,81.200013
2014-09-18,85.010002,85.629997,84.790001,85.400002,533800,81.85176
2014-09-19,85.93,86.129997,85.050003,85.330002,848200,81.784669
2014-09-22,85.029999,85.209999,83.68,84.0,725000,80.509927
2014-09-23,83.900002,83.900002,81.949997,82.370003,1977700,78.947653
2014-09-24,81.839996,82.349998,80.949997,81.940002,1747900,78.535519
2014-09-25,81.5,81.519997,80.669998,80.669998,1070600,77.318282
2014-09-26,80.75,81.75,80.459999,81.510002,892100,78.123385
2014-09-29,80.699997,81.540001,80.330002,81.32,922000,77.941276
2014-09-30,81.32,81.620003,80.25,80.330002,1004000,76.992412
2014-10-01,80.209999,80.5,79.160004,79.440002,1743200,76.13939
2014-10-02,79.290001,80.209999,78.739998,79.610001,1259000,76.302325
2014-10-03,80.129997,80.5,79.75,79.790001,1685300,76.474847
2014-10-06,80.120003,80.269997,78.900002,79.349998,1173900,76.053126
2014-10-07,79.190002,79.190002,76.690002,76.760002,1898500,73.57074
2014-10-08,76.879997,78.440002,76.410004,78.389999,2159300,75.133013
2014-10-09,78.120003,78.199997,76.080002,76.120003,1259700,72.957332
2014-10-10,76.169998,76.779999,74.75,75.760002,1422800,72.612288
2014-10-13,75.330002,75.93,72.32,72.43,2130000,69.420643
2014-10-14,72.870003,73.610001,71.550003,72.019997,2758500,69.027674
2014-10-15,71.150002,72.360001,70.0,72.059998,2238600,69.066013
2014-10-16,72.059998,74.019997,70.769997,73.440002,3204900,70.388681
2014-10-17,74.470001,75.309998,73.910004,74.510002,2770000,71.414224
2014-10-20,74.559998,74.800003,73.959999,74.589996,1424700,71.490895
2014-10-21,75.459999,76.739998,75.25,76.639999,1581600,73.455723
2014-10-22,76.790001,77.68,76.190002,76.25,2059400,73.081928
2014-10-23,77.220001,78.879997,77.190002,78.360001,1803900,75.104261
2014-10-24,78.269997,79.18,77.949997,79.089996,1104300,75.803926
2014-10-27,78.339996,78.379997,77.029999,77.580002,1788300,74.35667
2014-10-28,77.629997,79.559998,77.629997,79.510002,1302000,76.206482
2014-10-29,79.68,79.989998,78.169998,78.970001,1378200,75.688917
2014-10-30,78.57,79.910004,78.300003,79.440002,928000,76.13939
2014-10-31,80.610001,80.75,78.959999,79.440002,2381800,76.13939
2014-11-03,79.550003,80.809998,79.169998,79.779999,2447800,76.46526
2014-11-04,80.330002,80.519997,78.779999,79.089996,9031700,75.803926
2014-11-05,80.32,81.43,79.150002,81.25,3722500,77.874185
2014-11-06,81.239998,81.660004,80.32,80.970001,2360100,77.60582
2014-11-07,81.150002,81.75,80.769997,81.529999,1340800,78.14255
2014-11-10,81.589996,81.739998,80.870003,81.389999,1193100,78.008368
2014-11-11,81.349998,81.5,80.190002,80.75,1348400,77.394959
2014-11-12,80.379997,81.410004,80.309998,81.089996,1074600,77.720829
2014-11-13,81.089996,81.129997,79.580002,80.25,2355500,76.915734
2014-11-14,80.029999,80.769997,80.0,80.209999,1305600,76.877395
2014-11-17,80.260002,81.089996,79.889999,80.870003,1170200,77.509976
2014-11-18,80.739998,81.389999,80.529999,80.709999,1176200,77.35662
2014-11-19,80.550003,80.800003,80.059998,80.690002,804800,77.337455
2014-11-20,80.410004,82.309998,80.160004,81.900002,1243700,78.49718
2014-11-21,83.040001,83.489998,82.410004,82.699997,1940300,79.263937
2014-11-24,82.900002,83.379997,82.279999,83.120003,1358700,79.666492
2014-11-25,82.800003,83.550003,82.239998,82.760002,2100800,79.705015
2014-11-26,82.529999,82.830002,80.940002,81.110001,1578800,78.115921
2014-11-28,79.07,79.5,76.230003,76.989998,3413000,74.148004
2014-12-01,74.949997,75.480003,73.330002,75.029999,3847500,72.260355
2014-12-02,73.739998,77.169998,73.739998,76.709999,3851500,73.878341
2014-12-03,76.889999,77.510002,76.720001,76.93,3023100,74.090221
2014-12-04,76.589996,76.690002,75.639999,75.940002,1893000,73.136767
2014-12-05,75.459999,76.230003,74.739998,75.709999,2024800,72.915254
2014-12-08,74.480003,76.230003,73.540001,73.760002,2422600,71.037239
2014-12-09,72.379997,73.75,72.25,73.57,2257400,70.854251
2014-12-10,72.75,72.849998,70.43,71.260002,4573600,68.629524
2014-12-11,71.599998,71.599998,70.059998,70.150002,2810800,67.560498
2014-12-12,69.480003,69.559998,67.800003,67.82,3077900,65.316505
2014-12-15,68.400002,68.449997,67.129997,67.760002,3922900,65.258722
2014-12-16,67.68,71.620003,67.68,68.790001,4528700,66.2507
2014-12-17,68.93,71.559998,68.620003,71.269997,3644800,68.639149
2014-12-18,72.660004,73.370003,71.529999,72.129997,3291300,69.467404
2014-12-19,72.650002,73.860001,72.449997,73.68,3013300,70.960191
2014-12-22,73.660004,73.93,72.989998,73.809998,1736200,71.085389
2014-12-23,73.940002,75.07,73.879997,74.480003,1399300,71.730663
2014-12-24,74.690002,74.900002,74.080002,74.199997,848700,71.460992
2014-12-26,74.199997,74.769997,73.779999,73.830002,1268300,71.104655
2014-12-29,73.830002,73.949997,72.949997,73.25,1541900,70.546063
2014-12-30,73.139999,73.75,72.800003,73.470001,1436700,70.757943
2014-12-31,73.599998,73.769997,71.690002,71.720001,1539600,69.072543
2015-01-02,72.139999,72.660004,71.059998,71.980003,1696000,69.322947
2015-01-05,71.040001,72.690002,69.129997,69.470001,4102900,66.905599
2015-01-06,69.709999,69.839996,68.339996,69.139999,2528600,66.587778
2015-01-07,70.0,70.32,68.900002,69.709999,2418000,67.136737
