Date,Open_ARG,High_ARG,Low_ARG,Close_ARG,Volume_ARG,AdjClose_ARG
2013-10-31,108.889999,109.75,108.360001,109.07,319900,103.823961
2013-11-01,109.43,109.879997,107.599998,108.010002,393600,102.814947
2013-11-04,108.260002,108.489998,107.57,108.360001,190700,103.148111
2013-11-05,108.18,108.589996,107.809998,108.260002,214600,103.052922
2013-11-06,108.580002,108.870003,107.940002,108.559998,187700,103.338489
2013-11-07,108.779999,108.889999,106.889999,107.059998,429700,101.910636
2013-11-08,107.349998,108.290001,107.099998,108.279999,508900,103.071957
2013-11-11,108.300003,108.529999,107.709999,108.510002,185300,103.290898
2013-11-12,108.489998,108.75,107.989998,108.610001,326800,103.386087
2013-11-13,108.150002,109.410004,108.150002,109.379997,278100,104.119048
2013-11-14,109.699997,110.0,108.75,109.709999,270000,104.433178
2013-11-15,109.620003,110.32,109.269997,110.32,178300,105.013838
2013-11-18,110.629997,110.720001,108.699997,109.169998,239900,103.91915
2013-11-19,109.160004,110.099998,108.75,109.260002,216600,104.004825
2013-11-20,109.339996,110.07,107.919998,108.160004,153900,102.957734
2013-11-21,108.5,109.0,108.0,108.959999,117600,103.719251
2013-11-22,109.129997,110.190002,108.629997,110.010002,217900,104.718751
2013-11-25,110.18,110.220001,109.339996,109.540001,217900,104.271356
2013-11-26,109.660004,110.099998,109.120003,109.620003,151800,104.34751
2013-11-27,109.75,110.080002,109.139999,109.800003,189700,104.518853
2013-11-29,109.660004,110.0,108.440002,108.629997,109600,103.405122
2013-12-02,108.589996,109.410004,107.0,107.209999,494400,102.053422
2013-12-03,107.080002,107.57,106.480003,107.480003,312800,102.31044
2013-12-04,107.129997,108.239998,106.559998,107.790001,287000,102.605527
2013-12-05,107.440002,108.580002,107.300003,108.019997,328800,102.824461
2013-12-06,108.669998,109.769997,108.419998,109.720001,310400,104.442699
2013-12-09,109.870003,110.760002,109.440002,110.230003,295500,104.928171
2013-12-10,109.779999,111.169998,109.300003,109.489998,374200,104.679587
2013-12-11,109.330002,109.82,107.0,107.190002,371500,102.480642
2013-12-12,106.849998,107.75,106.169998,107.629997,322600,102.901305
2013-12-13,108.040001,108.349998,106.160004,106.339996,548800,101.66798
2013-12-16,107.139999,108.160004,106.339996,107.519997,373200,102.796138
2013-12-17,107.370003,107.900002,106.699997,107.5,253100,102.777019
2013-12-18,107.519997,109.25,106.489998,109.150002,376600,104.354529
2013-12-19,109.0,110.129997,108.629997,109.949997,309200,105.119377
2013-12-20,108.860001,109.910004,106.760002,109.900002,523100,105.071578
2013-12-23,110.25,110.260002,109.169998,109.389999,464600,104.583982
2013-12-24,109.669998,111.010002,109.040001,110.849998,105400,105.979837
2013-12-26,111.0,111.129997,110.339996,110.919998,180600,106.046761
2013-12-27,111.370003,112.599998,110.279999,111.300003,209700,106.41007
2013-12-30,111.419998,112.150002,110.830002,112.110001,330300,107.184481
2013-12-31,112.129997,112.489998,111.260002,111.849998,244300,106.935902
2014-01-02,111.75,111.860001,109.370003,109.610001,509900,104.794318
2014-01-03,109.910004,110.139999,108.980003,108.980003,498800,104.191999
2014-01-06,109.639999,109.68,108.730003,109.07,585500,104.278042
2014-01-07,109.639999,109.910004,109.239998,109.720001,279700,104.899486
2014-01-08,109.550003,109.989998,108.809998,109.529999,455000,104.717831
2014-01-09,109.790001,110.489998,109.07,109.199997,327500,104.402328
2014-01-10,109.639999,110.440002,109.18,110.360001,303700,105.511367
2014-01-13,109.75,110.970001,109.459999,110.0,577400,105.167183
2014-01-14,110.050003,111.449997,109.660004,111.349998,376300,106.457869
2014-01-15,109.400002,111.120003,109.220001,111.080002,539200,106.199735
2014-01-16,110.980003,111.949997,110.610001,111.800003,349800,106.888103
2014-01-17,111.93,112.709999,111.669998,112.150002,688300,107.222725
2014-01-21,112.589996,113.160004,111.919998,112.25,468800,107.31833
2014-01-22,112.269997,112.650002,111.480003,112.489998,389100,107.547783
2014-01-23,111.510002,112.379997,110.540001,111.18,423800,106.29534
2014-01-24,109.959999,110.309998,108.650002,108.82,735300,104.039025
2014-01-27,108.940002,109.379997,106.68,106.849998,895700,102.155576
2014-01-28,106.849998,108.290001,106.699997,107.43,298700,102.710095
2014-01-29,106.629997,109.199997,106.629997,108.57,542400,103.800009
2014-01-30,108.010002,108.849998,104.989998,105.440002,1350000,100.807527
2014-01-31,103.279999,104.150002,102.07,103.239998,1207300,98.704179
2014-02-03,104.779999,104.779999,100.089996,100.169998,832700,95.769059
2014-02-04,100.849998,101.169998,99.32,100.970001,593000,96.533914
2014-02-05,100.349998,101.57,99.82,101.0,794000,96.562595
2014-02-06,100.970001,102.720001,100.879997,102.639999,304200,98.130542
2014-02-07,103.269997,104.360001,102.82,104.190002,443300,99.612446
2014-02-10,104.059998,104.68,103.550003,104.349998,415000,99.765412
2014-02-11,104.540001,105.230003,103.769997,105.059998,421600,100.444218
2014-02-12,105.209999,106.239998,104.769997,104.980003,596100,100.367738
2014-02-13,104.199997,106.519997,104.160004,106.139999,414900,101.47677
2014-02-14,106.040001,106.959999,105.639999,106.410004,351800,101.734912
2014-02-18,106.620003,106.889999,106.059998,106.510002,339000,101.830517
2014-02-19,106.459999,107.32,105.300003,105.389999,242400,100.759721
2014-02-20,105.529999,106.0,104.620003,105.419998,400200,100.788402
2014-02-21,105.889999,106.209999,105.150002,105.199997,300800,100.578066
2014-02-24,105.089996,106.050003,104.709999,104.720001,486000,100.119159
2014-02-25,104.760002,106.93,104.489998,105.650002,586500,101.0083
2014-02-26,105.720001,106.540001,105.260002,105.720001,346700,101.075224
2014-02-27,105.669998,107.690002,105.540001,107.529999,461900,102.8057
2014-02-28,107.790001,108.470001,107.160004,107.800003,326300,103.063842
2014-03-03,106.919998,107.650002,106.059998,106.580002,409700,101.897441
2014-03-04,107.599998,107.800003,106.629997,107.449997,576900,102.729213
2014-03-05,107.739998,107.879997,107.25,107.410004,463800,102.690977
2014-03-06,107.510002,108.379997,107.510002,108.099998,356800,103.350657
2014-03-07,108.57,108.68,107.459999,107.580002,387800,102.853506
2014-03-10,107.5,108.339996,107.199997,108.32,414600,103.560993
2014-03-11,108.239998,108.669998,107.589996,107.709999,556100,102.977792
2014-03-12,107.07,107.220001,105.779999,107.139999,674700,102.891366
2014-03-13,107.349998,107.809998,106.959999,107.349998,742000,103.093037
2014-03-14,107.040001,107.110001,105.980003,106.089996,372100,101.883001
2014-03-17,106.349998,107.150002,106.309998,106.660004,432800,102.430404
2014-03-18,106.889999,107.970001,106.330002,107.790001,250200,103.515592
2014-03-19,107.389999,108.699997,106.900002,107.349998,289500,103.093037
2014-03-20,106.589996,107.82,106.419998,107.449997,402000,103.189071
2014-03-21,108.43,109.050003,107.510002,107.919998,1103300,103.640434
2014-03-24,108.150002,108.910004,106.68,106.790001,316500,102.555247
2014-03-25,107.129997,107.599998,106.43,106.910004,371100,102.670491
2014-03-26,107.080002,107.529999,106.370003,106.580002,457600,102.353575
2014-03-27,106.25,106.580002,105.580002,105.730003,453200,101.537283
2014-03-28,105.879997,106.900002,105.699997,105.900002,488700,101.70054
2014-03-31,106.260002,106.830002,105.029999,106.510002,734500,102.286351
2014-04-01,106.709999,107.5,106.029999,107.5,390300,103.237091
2014-04-02,107.480003,107.82,106.940002,107.639999,503800,103.371538
2014-04-03,107.910004,108.360001,107.5,107.870003,642300,103.592421
2014-04-04,108.0,108.440002,106.330002,106.400002,423900,102.180713
2014-04-07,106.169998,106.559998,104.290001,104.349998,477100,100.212002
2014-04-08,104.169998,104.860001,103.839996,104.18,396100,100.048746
2014-04-09,104.199997,106.019997,104.0,105.760002,450800,101.566092
2014-04-10,105.809998,106.610001,103.989998,104.400002,475900,100.260023
2014-04-11,104.529999,105.910004,104.309998,104.559998,717500,100.413674
2014-04-14,105.050003,105.93,104.260002,104.75,307400,100.596142
2014-04-15,104.970001,105.790001,104.190002,105.690002,244900,101.498869
2014-04-16,106.669998,107.849998,106.440002,107.389999,651500,103.131452
2014-04-17,107.309998,108.290001,107.269997,107.940002,492200,103.659645
2014-04-21,108.0,108.93,107.699997,108.379997,594600,104.082192
2014-04-22,108.370003,109.559998,108.089996,108.879997,602400,104.562364
2014-04-23,109.07,109.07,108.019997,108.279999,434300,103.986159
2014-04-24,108.699997,108.760002,107.629997,107.860001,246500,103.582816
2014-04-25,107.629997,107.629997,106.629997,107.110001,258300,102.862557
2014-04-28,107.669998,108.300003,106.790001,107.660004,429400,103.390749
2014-04-29,107.029999,107.639999,105.839996,105.970001,500000,101.767764
2014-04-30,105.949997,106.75,105.510002,106.260002,670600,102.046265
2014-05-01,105.0,105.0,101.360001,102.349998,2162400,98.291312
2014-05-02,102.5,106.309998,102.360001,105.709999,1598600,101.518072
2014-05-05,105.25,106.339996,104.709999,106.18,481500,101.969436
2014-05-06,105.860001,106.360001,105.370003,105.580002,430100,101.39323
2014-05-07,105.849998,105.970001,104.940002,105.489998,474900,101.306795
2014-05-08,105.510002,106.260002,104.730003,105.129997,412400,100.96107
2014-05-09,105.269997,105.529999,104.589996,105.260002,421600,101.08592
2014-05-12,105.900002,106.68,105.790001,106.550003,696700,102.324766
2014-05-13,106.870003,107.260002,106.459999,106.730003,359500,102.497628
2014-05-14,106.980003,107.489998,106.589996,106.949997,376100,102.708898
2014-05-15,107.019997,107.019997,105.43,105.889999,500200,101.690935
2014-05-16,105.760002,106.75,105.239998,106.57,823300,102.34397
2014-05-19,105.93,107.169998,105.629997,106.370003,264900,102.151903
2014-05-20,106.059998,106.43,104.510002,104.639999,422900,100.490503
2014-05-21,104.900002,105.160004,104.300003,104.720001,418700,100.567333
2014-05-22,104.980003,105.139999,104.5,105.010002,450800,100.845834
2014-05-23,105.139999,105.690002,104.910004,105.660004,309900,101.470059
2014-05-27,105.57,106.330002,105.360001,105.440002,278000,101.258782
2014-05-28,105.650002,105.760002,104.709999,105.110001,361000,100.941867
2014-05-29,105.110001,106.699997,104.370003,106.629997,453400,102.401588
2014-05-30,106.139999,106.5,105.959999,106.32,265000,102.103883
2014-06-02,106.440002,107.889999,106.300003,107.480003,393800,103.217887
2014-06-03,106.75,107.360001,106.419998,106.980003,270300,102.737715
2014-06-04,106.809998,107.550003,106.589996,107.419998,251500,103.160261
2014-06-05,107.550003,108.440002,106.82,108.43,313200,104.130212
2014-06-06,108.43,109.919998,108.019997,109.699997,602200,105.349847
2014-06-09,109.379997,109.790001,108.910004,109.559998,443200,105.215399
2014-06-10,109.110001,109.889999,108.610001,109.860001,369600,105.503506
2014-06-11,108.949997,109.110001,107.559998,107.629997,515900,103.882004
2014-06-12,107.730003,107.870003,105.980003,106.099998,523900,102.405285
2014-06-13,106.25,106.489998,105.529999,106.110001,423900,102.414938
2014-06-16,106.160004,106.300003,105.639999,105.989998,386900,102.299114
2014-06-17,106.290001,107.690002,106.010002,107.139999,431000,103.40907
2014-06-18,107.150002,109.489998,106.669998,109.419998,807200,105.609672
2014-06-19,109.419998,109.68,108.239998,108.410004,441800,104.634849
2014-06-20,108.400002,109.07,107.949997,108.809998,536600,105.020913
2014-06-23,108.599998,109.25,108.32,108.580002,190800,104.798927
2014-06-24,107.82,109.089996,107.82,108.239998,534800,104.470763
2014-06-25,108.010002,109.690002,108.010002,109.519997,583300,105.706188
2014-06-26,109.300003,109.540001,108.220001,109.019997,324400,105.2236
2014-06-27,108.769997,110.0,108.580002,109.949997,790100,106.121215
2014-06-30,109.68,109.860001,108.059998,108.910004,1465100,105.117437
2014-07-01,109.010002,109.349998,108.309998,108.879997,439100,105.088476
2014-07-02,108.629997,108.970001,108.440002,108.910004,294200,105.117437
2014-07-03,108.949997,109.57,108.419998,109.480003,146900,105.667588
2014-07-07,109.059998,109.459999,108.639999,109.419998,311200,105.609672
2014-07-08,109.470001,110.220001,108.989998,110.07,471100,106.237039
2014-07-09,110.330002,110.709999,109.5,110.029999,446600,106.198431
2014-07-10,108.690002,110.050003,108.690002,109.5,267900,105.686888
2014-07-11,109.260002,109.610001,108.959999,109.339996,267600,105.532456
2014-07-14,110.07,110.290001,109.839996,110.07,215900,106.237039
2014-07-15,109.940002,110.709999,109.370003,109.760002,283700,105.937836
2014-07-16,110.370003,110.690002,110.029999,110.68,338800,106.825797
2014-07-17,110.400002,110.519997,108.980003,109.279999,407100,105.474548
2014-07-18,109.190002,109.190002,107.93,108.800003,631500,105.011267
2014-07-21,108.309998,108.82,108.040001,108.489998,247700,104.712057
2014-07-22,109.110001,109.410004,108.800003,108.910004,225200,105.117437
2014-07-23,108.879997,110.57,108.43,110.470001,515700,106.623111
2014-07-24,110.68,111.400002,108.5,108.989998,686500,105.194646
2014-07-25,108.989998,110.529999,108.709999,110.5,446000,106.652065
2014-07-28,110.410004,110.870003,110.029999,110.519997,502900,106.671365
2014-07-29,110.510002,111.18,108.940002,108.970001,554200,105.175345
2014-07-30,109.230003,109.769997,108.650002,109.379997,421500,105.571064
2014-07-31,108.889999,109.449997,106.669998,106.919998,634900,103.196729
2014-08-01,106.720001,107.519997,106.220001,107.339996,429000,103.602102
2014-08-04,107.529999,108.860001,107.07,108.580002,334300,104.798927
2014-08-05,107.860001,108.449997,106.720001,107.169998,423200,103.438024
2014-08-06,107.0,108.830002,107.0,108.589996,559600,104.808573
2014-08-07,108.809998,109.300003,106.43,106.779999,766900,103.061605
2014-08-08,107.239998,109.220001,106.559998,109.089996,443900,105.291162
2014-08-11,109.160004,109.5,108.870003,109.010002,256100,105.213953
2014-08-12,109.07,109.489998,108.540001,109.339996,315300,105.532456
2014-08-13,109.830002,110.150002,109.160004,109.959999,196200,106.130869
2014-08-14,109.870003,110.25,109.080002,109.279999,444700,105.474548
2014-08-15,109.459999,109.93,107.610001,108.419998,1410700,104.644495
2014-08-18,109.239998,110.440002,108.980003,110.209999,582900,106.372163
2014-08-19,110.230003,110.440002,109.529999,110.169998,327400,106.333555
2014-08-20,110.160004,110.360001,109.599998,109.970001,233700,106.140522
2014-08-21,110.139999,110.739998,109.650002,110.389999,188700,106.545895
2014-08-22,110.07,110.419998,109.540001,109.970001,196000,106.140522
2014-08-25,110.370003,110.510002,109.919998,110.349998,153200,106.507287
2014-08-26,110.629997,110.82,110.029999,110.269997,173000,106.430071
2014-08-27,110.18,110.370003,109.540001,109.779999,243200,105.957136
2014-08-28,109.410004,110.43,109.029999,110.089996,153100,106.256339
2014-08-29,110.400002,110.459999,109.849998,110.379997,166200,106.536241
2014-09-02,110.559998,110.75,109.839996,110.279999,173400,106.439725
2014-09-03,110.629997,110.699997,110.110001,110.169998,159200,106.333555
2014-09-04,110.120003,110.730003,110.110001,110.400002,200300,106.555549
2014-09-05,110.529999,110.889999,109.849998,110.889999,154000,107.028484
2014-09-08,110.559998,111.199997,110.25,110.470001,155800,106.623111
2014-09-09,110.449997,110.510002,108.940002,109.0,286500,105.204299
2014-09-10,109.0,109.300003,108.440002,109.160004,289700,105.358731
2014-09-11,108.099998,109.080002,107.709999,108.139999,379000,104.902796
2014-09-12,108.230003,108.870003,107.949997,108.779999,368400,105.523637
2014-09-15,109.279999,110.230003,108.800003,110.010002,407100,106.71682
2014-09-16,109.900002,111.050003,109.5,110.370003,279400,107.066044
2014-09-17,110.970001,111.57,110.57,110.949997,362200,107.628675
2014-09-18,111.389999,112.480003,111.0,112.059998,436300,108.705448
2014-09-19,112.449997,113.489998,112.080002,113.099998,574900,109.714316
2014-09-22,112.760002,113.739998,112.139999,112.25,479200,108.889763
2014-09-23,112.300003,112.629997,111.809998,111.860001,378500,108.511438
2014-09-24,111.980003,113.349998,111.730003,113.190002,436200,109.801626
2014-09-25,112.879997,112.879997,111.470001,111.589996,354900,108.249516
2014-09-26,111.639999,112.510002,111.410004,112.419998,262600,109.054672
2014-09-29,111.599998,112.839996,111.599998,112.550003,451900,109.180785
2014-09-30,112.550003,112.660004,110.57,110.650002,371800,107.33766
2014-10-01,110.370003,110.599998,108.949997,109.0,441100,105.737052
2014-10-02,108.839996,109.629997,108.309998,109.300003,434200,106.028075
2014-10-03,109.720001,110.330002,109.550003,109.93,339700,106.639213
2014-10-06,110.82,110.82,109.139999,109.330002,297900,106.057175
2014-10-07,108.660004,109.559998,108.260002,108.260002,418900,105.019206
2014-10-08,108.260002,109.529999,107.639999,109.339996,413400,106.066871
2014-10-09,109.080002,109.349998,106.559998,106.839996,339700,103.641709
2014-10-10,106.639999,107.339996,105.699997,105.739998,424200,102.574639
2014-10-13,105.919998,106.349998,103.449997,103.550003,311100,100.450203
2014-10-14,104.0,105.57,103.639999,104.510002,519900,101.381464
2014-10-15,103.440002,106.330002,102.489998,106.110001,512100,102.933566
2014-10-16,105.080002,108.699997,105.019997,108.220001,540300,104.980403
2014-10-17,108.970001,109.849998,108.349998,109.25,393600,105.979568
2014-10-20,109.18,110.800003,109.18,110.769997,518800,107.454064
2014-10-21,111.699997,114.290001,111.629997,113.849998,560600,110.441865
2014-10-22,114.309998,114.889999,111.080002,111.339996,1008900,108.007
2014-10-23,112.629997,112.870003,108.599998,109.059998,990800,105.795254
2014-10-24,109.160004,110.25,108.800003,110.019997,572900,106.726515
2014-10-27,109.220001,109.220001,107.459999,107.980003,561800,104.74759
2014-10-28,108.580002,109.550003,108.339996,109.550003,392800,106.270591
2014-10-29,109.25,109.769997,106.989998,108.68,1209600,105.426632
2014-10-30,108.120003,109.870003,108.050003,109.209999,342600,105.940765
2014-10-31,110.449997,111.75,109.57,111.540001,830700,108.201017
2014-11-03,111.790001,111.970001,110.129997,111.379997,403000,108.045804
2014-11-04,111.379997,112.110001,110.709999,111.459999,400800,108.123411
2014-11-05,111.940002,112.410004,111.379997,112.129997,258500,108.773352
2014-11-06,112.0,114.110001,112.0,113.769997,302400,110.364258
2014-11-07,113.769997,114.589996,113.209999,114.239998,341900,110.820189
2014-11-10,113.830002,114.129997,113.5,113.910004,187000,110.500073
2014-11-11,113.769997,114.769997,113.349998,114.309998,222900,110.888093
2014-11-12,114.139999,114.860001,114.089996,114.360001,180100,110.9366
2014-11-13,114.440002,115.139999,113.889999,114.910004,332400,111.470138
2014-11-14,115.010002,115.080002,113.970001,114.279999,243700,110.858993
2014-11-17,113.900002,114.510002,113.529999,114.419998,248400,110.994801
2014-11-18,114.690002,116.019997,113.93,115.790001,293400,112.323792
2014-11-19,115.860001,116.220001,115.050003,115.75,223300,112.284989
2014-11-20,115.050003,116.620003,115.050003,116.57,225400,113.080442
2014-11-21,118.0,118.75,116.870003,117.25,402300,113.740086
2014-11-24,117.389999,117.389999,116.389999,117.089996,276500,113.584872
2014-11-25,117.18,117.760002,116.669998,116.75,424600,113.255054
2014-11-26,116.709999,117.550003,115.910004,117.470001,186100,113.953501
2014-11-28,117.489998,117.639999,115.559998,115.629997,269600,112.168579
2014-12-01,114.919998,115.900002,113.93,114.0,636400,110.587376
2014-12-02,114.25,114.510002,113.870003,114.129997,814800,110.713482
2014-12-03,114.150002,114.809998,113.910004,114.099998,814500,110.684381
2014-12-04,114.0,115.790001,113.629997,115.760002,902300,112.294692
2014-12-05,116.129997,116.940002,115.93,116.239998,428200,112.760319
2014-12-08,116.260002,116.779999,114.790001,114.860001,705900,111.421632
2014-12-09,113.800003,114.410004,113.550003,114.160004,478700,110.74259
2014-12-10,113.68,113.870003,111.769997,111.970001,1118500,109.143978
2014-12-11,112.300003,113.599998,112.300003,112.919998,609200,110.069998
2014-12-12,112.419998,112.919998,110.150002,110.160004,356700,107.379663
2014-12-15,110.449997,110.779999,109.690002,110.199997,468600,107.418647
2014-12-16,110.050003,111.489998,109.470001,109.959999,396800,107.184707
2014-12-17,110.779999,113.099998,110.25,112.889999,396700,110.040756
2014-12-18,114.220001,114.970001,113.779999,114.940002,435900,112.039019
2014-12-19,115.68,116.360001,114.790001,115.029999,517100,112.126744
2014-12-22,115.120003,116.68,115.120003,116.540001,366800,113.598635
2014-12-23,117.169998,118.160004,116.870003,117.980003,262400,115.002293
2014-12-24,117.949997,118.239998,117.510002,117.559998,106200,114.592888
2014-12-26,117.800003,118.459999,117.209999,117.959999,204100,114.982794
2014-12-29,117.75,118.32,117.010002,117.82,125600,114.846328
2014-12-30,117.379997,117.940002,116.449997,116.519997,166000,113.579136
2014-12-31,116.959999,117.18,115.139999,115.18,190600,112.27296
2015-01-02,115.440002,116.0,114.150002,115.25,284400,112.341193
2015-01-05,114.25,115.239998,113.089996,113.559998,298400,110.693844
2015-01-06,113.769997,114.32,112.139999,112.470001,284800,109.631358
2015-01-07,113.010002,113.639999,112.32,113.540001,310700,110.674352
2015-01-08,114.230003,115.410004,113.68,115.099998,349500,112.194977
2015-01-09,115.400002,115.400002,113.209999,113.230003,181800,110.372179
2015-01-12,113.339996,113.790001,112.029999,113.040001,260800,110.186972
2015-01-13,113.959999,114.550003,111.470001,112.449997,308900,109.611859
2015-01-14,110.199997,112.139999,110.199997,111.870003,313000,109.046503
2015-01-15,111.870003,113.290001,111.339996,111.440002,263300,108.627356
2015-01-16,111.459999,111.730003,110.029999,110.480003,651200,107.691586
2015-01-20,111.400002,112.300003,111.010002,112.139999,290300,109.309686
2015-01-21,111.730003,112.860001,111.699997,112.690002,257500,109.845807
