Date,Open_RCL,High_RCL,Low_RCL,Close_RCL,Volume_RCL,AdjClose_RCL
2014-01-02,47.169998,47.380001,46.900002,47.169998,813600,45.16227
2014-01-03,47.27,47.470001,46.939999,47.169998,698400,45.16227
2014-01-06,47.040001,47.139999,46.110001,46.16,1519900,44.195261
2014-01-07,46.330002,46.68,46.02,46.060001,1333900,44.099518
2014-01-08,46.220001,46.66,45.950001,46.560001,1720700,44.578237
2014-01-09,46.869999,47.810001,46.650002,47.639999,2400400,45.612266
2014-01-10,47.459999,49.110001,47.419998,49.09,3482300,47.000549
2014-01-13,48.470001,49.330002,48.32,48.759998,2541300,46.684594
2014-01-14,48.709999,49.189999,48.450001,49.150002,1080500,47.057997
2014-01-15,49.400002,50.240002,49.400002,49.75,1895400,47.632457
2014-01-16,49.369999,50.0,49.23,49.889999,1580000,47.766498
2014-01-17,49.669998,49.98,49.450001,49.560001,840100,47.450545
2014-01-21,49.580002,49.650002,48.34,48.869999,1805800,46.789912
2014-01-22,49.209999,49.720001,48.93,49.529999,1755000,47.42182
2014-01-23,49.049999,49.060001,48.5,48.860001,2595200,46.780339
2014-01-24,48.389999,48.400002,47.060001,47.130001,2880900,45.123975
2014-01-27,48.639999,49.299999,47.040001,48.040001,6706300,45.995242
2014-01-28,48.400002,49.799999,48.369999,49.66,4002700,47.546288
2014-01-29,49.18,49.759998,48.720001,48.990002,2750100,46.904807
2014-01-30,49.290001,51.0,49.290001,50.830002,3445000,48.66649
2014-01-31,49.98,50.5,49.560001,49.599998,1813600,47.48884
2014-02-03,49.700001,49.84,47.66,48.0,3664600,45.956944
2014-02-04,48.43,48.75,48.009998,48.549999,1735200,46.483533
2014-02-05,48.689999,48.91,48.259998,48.689999,2404600,46.617573
2014-02-06,49.099998,50.68,49.099998,50.619999,2358400,48.465426
2014-02-07,50.779999,51.18,50.02,50.610001,1747300,48.455853
2014-02-10,50.299999,51.240002,50.220001,50.84,1724200,48.676063
2014-02-11,51.009998,52.610001,50.75,52.310001,2775900,50.083495
2014-02-12,52.139999,52.900002,51.619999,51.720001,1811800,49.518608
2014-02-13,50.970001,52.299999,50.889999,52.220001,1329000,50.240174
2014-02-14,51.849998,52.349998,51.810001,52.259998,1130900,50.278654
2014-02-18,52.09,52.349998,51.16,51.619999,1861300,49.662919
2014-02-19,51.279999,51.849998,51.049999,51.130001,986300,49.191499
2014-02-20,51.009998,51.43,50.799999,51.369999,918600,49.422398
2014-02-21,51.59,52.060001,51.439999,51.869999,1263200,49.903441
2014-02-24,51.860001,52.639999,51.610001,52.529999,1261300,50.538418
2014-02-25,53.0,53.419998,52.720001,53.060001,1941100,51.048327
2014-02-26,52.959999,53.400002,52.799999,53.009998,1075600,51.000219
2014-02-27,52.869999,53.349998,52.450001,53.32,1228200,51.298468
2014-02-28,52.939999,53.130001,52.439999,52.93,1636900,50.923254
2014-03-03,51.200001,51.5,50.549999,51.220001,3262600,49.278087
2014-03-04,51.52,51.889999,51.349998,51.66,2646100,49.701404
2014-03-05,51.459999,51.59,50.880001,50.970001,2103500,49.037565
2014-03-06,51.0,51.540001,50.849998,51.419998,1878300,49.470501
2014-03-07,51.619999,52.459999,51.610001,51.889999,2308400,49.922683
2014-03-10,51.68,51.830002,51.009998,51.290001,1178900,49.345433
2014-03-11,51.290001,51.73,50.549999,50.790001,1693500,48.864389
2014-03-12,50.450001,51.189999,49.98,51.110001,1712000,49.172257
2014-03-13,51.279999,51.32,50.0,50.529999,1662300,48.614245
2014-03-14,50.099998,50.66,50.060001,50.349998,855800,48.441069
2014-03-17,50.619999,51.220001,50.619999,51.09,891900,49.153015
2014-03-18,51.220001,53.209999,51.220001,53.119999,2693900,51.10605
2014-03-19,52.939999,53.5,52.720001,53.080002,1796400,51.067569
2014-03-20,52.68,54.490002,52.68,54.439999,2065900,52.376004
2014-03-21,54.41,54.93,54.09,54.369999,1857600,52.308658
2014-03-24,54.299999,54.52,52.959999,53.080002,1444000,51.067569
2014-03-25,52.720001,53.790001,52.25,52.880001,2371400,50.875151
2014-03-26,52.91,52.970001,51.93,51.939999,1324800,49.970787
2014-03-27,52.16,52.689999,51.869999,52.610001,1754000,50.615387
2014-03-28,52.639999,53.560001,52.639999,53.540001,1312900,51.510128
2014-03-31,53.599998,54.740002,53.549999,54.560001,2146500,52.491457
2014-04-01,54.970001,56.130001,54.939999,56.119999,1967700,53.99231
2014-04-02,55.810001,56.66,55.419998,56.57,1399800,54.42525
2014-04-03,56.169998,56.380001,55.209999,55.68,2074500,53.568993
2014-04-04,55.73,56.279999,54.299999,54.529999,1349100,52.462592
2014-04-07,54.43,54.720001,52.599998,52.759998,1995800,50.759698
2014-04-08,52.759998,52.900002,52.099998,52.77,2211300,50.769321
2014-04-09,53.09,53.990002,52.75,53.880001,1425600,51.837238
2014-04-10,53.889999,54.950001,53.110001,53.169998,1983000,51.154153
2014-04-11,52.34,52.91,51.599998,51.799999,1600200,49.836095
2014-04-14,51.740002,52.130001,50.560001,51.040001,1539100,49.104911
2014-04-15,51.139999,51.450001,49.650002,50.75,1590800,48.825905
2014-04-16,51.189999,51.209999,50.630001,51.110001,1431100,49.172257
2014-04-17,50.93,51.59,50.93,51.34,1180100,49.393536
2014-04-21,51.27,51.360001,50.709999,51.029999,1223100,49.095288
2014-04-22,51.34,52.400002,51.34,52.080002,1958100,50.105482
2014-04-23,52.169998,53.349998,52.169998,52.630001,3044700,50.634629
2014-04-24,52.439999,53.0,50.959999,52.43,4092500,50.442211
2014-04-25,51.959999,52.259998,51.16,51.360001,1064900,49.412778
2014-04-28,51.82,51.860001,50.209999,51.310001,2765800,49.364675
2014-04-29,51.720001,52.639999,51.639999,52.630001,1813500,50.634629
2014-04-30,52.419998,53.169998,52.349998,53.130001,1858100,51.115673
2014-05-01,53.099998,53.52,52.459999,52.599998,1015700,50.605764
2014-05-02,52.889999,53.200001,52.630001,53.0,1483100,50.9906
2014-05-05,52.669998,52.939999,52.169998,52.869999,1171600,50.865528
2014-05-06,52.740002,52.959999,51.970001,52.099998,1161800,50.124721
2014-05-07,52.099998,52.66,51.540001,52.040001,1162100,50.066998
2014-05-08,51.799999,52.349998,51.07,51.580002,1310600,49.624439
2014-05-09,51.919998,51.98,51.18,51.369999,886200,49.422398
2014-05-12,51.68,52.799999,51.599998,52.599998,1236400,50.605764
2014-05-13,52.799999,52.82,51.790001,51.93,835100,49.961168
2014-05-14,52.470001,53.709999,52.400002,52.849998,2803100,50.846286
2014-05-15,52.470001,52.470001,50.959999,51.950001,2020500,49.98041
2014-05-16,51.110001,52.220001,50.650002,51.900002,1687200,50.173759
2014-05-19,51.580002,52.709999,51.369999,52.610001,1062400,50.860142
2014-05-20,52.450001,53.849998,52.400002,53.0,2754800,51.23717
2014-05-21,53.150002,54.07,53.09,54.02,1720600,52.223244
2014-05-22,53.740002,54.34,53.689999,53.860001,1184900,52.068566
2014-05-23,53.740002,54.290001,53.110001,54.209999,934500,52.406923
2014-05-27,54.529999,54.93,53.93,54.150002,1679600,52.348921
2014-05-28,54.049999,54.380001,53.549999,54.23,1396400,52.426259
2014-05-29,54.470001,54.919998,54.290001,54.75,861700,52.928963
2014-05-30,54.299999,55.439999,54.130001,55.290001,1647100,53.451003
2014-06-02,55.119999,55.369999,54.799999,55.220001,716600,53.383332
2014-06-03,54.700001,55.740002,54.560001,55.560001,1228100,53.712023
2014-06-04,55.25,56.23,55.18,55.77,1126500,53.915038
2014-06-05,56.09,56.43,55.75,56.32,795300,54.446743
2014-06-06,56.32,56.880001,56.259998,56.799999,827400,54.910778
2014-06-09,56.720001,57.330002,56.540001,57.119999,1237100,55.220134
2014-06-10,56.869999,57.18,56.48,57.119999,676200,55.220134
2014-06-11,56.459999,57.130001,56.400002,56.950001,648100,55.05579
2014-06-12,56.490002,56.549999,54.200001,54.369999,2111300,52.561602
2014-06-13,54.009998,54.459999,53.25,54.0,2825200,52.203909
2014-06-16,53.630001,53.779999,53.25,53.68,998100,51.894553
2014-06-17,53.220001,54.279999,53.130001,54.259998,913800,52.45526
2014-06-18,53.68,55.59,53.610001,55.389999,1799000,53.547676
2014-06-19,55.130001,55.84,55.110001,55.700001,1979000,53.847366
2014-06-20,55.599998,56.360001,55.580002,56.349998,1348100,54.475744
2014-06-23,56.09,57.200001,56.07,56.889999,1761800,54.997784
2014-06-24,55.91,57.380001,55.869999,56.16,2261000,54.292065
2014-06-25,55.77,56.580002,55.759998,56.09,1197900,54.224394
2014-06-26,56.220001,56.630001,55.880001,56.040001,1241900,54.176058
2014-06-27,55.950001,56.330002,55.630001,55.799999,894700,53.944039
2014-06-30,55.5,55.98,55.23,55.599998,1292100,53.75069
2014-07-01,55.59,56.18,55.450001,55.889999,938100,54.031045
2014-07-02,55.790001,56.779999,55.790001,56.32,645200,54.446743
2014-07-03,56.549999,57.310001,56.529999,57.130001,459100,55.229803
2014-07-07,56.790001,56.970001,56.52,56.91,774100,55.01712
2014-07-08,56.43,56.450001,55.130001,55.16,1290100,53.325326
2014-07-09,55.209999,55.459999,54.439999,54.810001,1641500,52.986969
2014-07-10,54.009998,55.380001,53.860001,54.66,1464200,52.841957
2014-07-11,54.709999,55.080002,54.389999,54.970001,670400,53.141647
2014-07-14,55.389999,55.68,55.029999,55.080002,847300,53.247989
2014-07-15,54.970001,55.169998,54.630001,54.959999,1208800,53.131978
2014-07-16,55.580002,56.150002,55.23,55.310001,1134300,53.470339
2014-07-17,54.84,55.16,53.66,53.919998,1787800,52.126568
2014-07-18,54.150002,55.509998,54.029999,55.5,1125300,53.654018
2014-07-21,55.43,55.439999,54.59,55.389999,946300,53.547676
2014-07-22,55.48,56.68,55.470001,56.59,1302800,54.707763
2014-07-23,56.599998,56.959999,56.07,56.23,1844900,54.359737
2014-07-24,60.0,61.360001,59.98,60.560001,5927000,58.545719
2014-07-25,60.720001,63.25,60.66,63.060001,3442900,60.962566
2014-07-28,62.880001,63.470001,62.41,62.580002,1906100,60.498532
2014-07-29,62.419998,63.040001,61.970001,62.009998,1616100,59.947487
2014-07-30,62.060001,62.330002,61.25,61.799999,1777100,59.744473
2014-07-31,61.209999,61.75,59.610001,59.650002,2442800,57.665986
2014-08-01,59.419998,60.450001,58.889999,59.470001,2066800,57.491973
2014-08-04,59.52,61.540001,59.450001,61.380001,2076700,59.338444
2014-08-05,61.060001,61.630001,60.52,60.900002,1968100,58.87441
2014-08-06,60.439999,61.799999,60.16,61.029999,1894900,59.000084
2014-08-07,61.0,61.939999,58.91,59.57,2761800,57.588645
2014-08-08,59.709999,60.110001,59.389999,59.529999,1752600,57.549975
2014-08-11,60.09,60.939999,59.830002,60.790001,1264400,58.768068
2014-08-12,61.040001,61.509998,60.41,61.02,1170400,58.990418
2014-08-13,61.5,61.84,61.220001,61.700001,1009800,59.647801
2014-08-14,61.860001,62.810001,61.759998,62.720001,1470900,60.633875
2014-08-15,62.869999,63.220001,61.830002,62.470001,1029400,60.39219
2014-08-18,63.220001,63.720001,63.099998,63.709999,986900,61.590945
2014-08-19,63.849998,63.93,63.32,63.66,991200,61.542608
2014-08-20,63.419998,63.950001,63.049999,63.529999,745100,61.416931
2014-08-21,63.73,63.900002,63.380001,63.759998,1299000,61.639281
2014-08-22,63.509998,63.950001,63.110001,63.580002,1070000,61.465271
2014-08-25,64.0,64.0,63.400002,63.66,692300,61.542608
2014-08-26,63.889999,64.080002,63.509998,64.010002,833200,61.880969
2014-08-27,64.0,64.279999,63.610001,63.93,723800,61.803628
2014-08-28,63.68,63.689999,62.720001,63.32,736700,61.213917
2014-08-29,63.450001,64.050003,63.080002,63.759998,1117300,61.639281
2014-09-02,63.860001,64.389999,63.599998,64.370003,988000,62.228996
2014-09-03,65.029999,66.07,64.68,65.0,1896100,62.838039
2014-09-04,65.349998,66.360001,65.129997,65.769997,1170900,63.582425
2014-09-05,65.699997,66.980003,65.370003,66.980003,1600500,64.752185
2014-09-08,66.519997,66.559998,66.0,66.410004,1261600,64.201144
2014-09-09,66.279999,66.860001,65.910004,66.07,872500,63.872449
2014-09-10,66.099998,66.800003,65.830002,66.370003,939000,64.162474
2014-09-11,66.610001,67.75,66.610001,67.599998,1300300,65.351559
2014-09-12,67.650002,67.830002,66.980003,67.209999,833400,64.974531
2014-09-15,67.349998,67.410004,66.209999,66.43,854300,64.220476
2014-09-16,66.309998,67.110001,65.830002,67.019997,1299000,64.790848
2014-09-17,67.139999,68.370003,67.139999,67.93,1249500,65.670585
2014-09-18,68.029999,68.379997,67.669998,68.360001,718300,66.379432
2014-09-19,68.68,69.309998,67.879997,68.239998,1788400,66.262906
2014-09-22,68.199997,68.220001,67.260002,67.699997,1998700,65.73855
2014-09-23,68.489998,68.620003,66.75,66.860001,1847000,64.922891
2014-09-24,66.949997,67.769997,66.660004,67.650002,1335800,65.690003
2014-09-25,67.519997,67.699997,66.419998,66.43,945200,64.505349
2014-09-26,66.620003,67.830002,66.620003,67.5,814500,65.544348
2014-09-29,66.919998,67.169998,66.309998,66.93,1110800,64.990862
2014-09-30,67.339996,67.769997,67.059998,67.290001,1624300,65.340433
2014-10-01,67.059998,67.150002,63.869999,63.990002,3278000,62.136043
2014-10-02,64.029999,64.550003,61.799999,64.0,2386100,62.145752
2014-10-03,64.620003,66.800003,64.589996,66.379997,2365300,64.456794
2014-10-06,66.480003,67.110001,65.400002,65.959999,2208600,64.048965
2014-10-07,64.970001,65.019997,61.490002,62.09,4709700,60.29109
2014-10-08,62.689999,62.75,59.830002,62.040001,5380000,60.242539
2014-10-09,61.32,62.049999,58.009998,58.18,6073400,56.494373
2014-10-10,57.650002,59.220001,56.799999,57.82,4361500,56.144802
2014-10-13,57.830002,57.900002,54.490002,55.349998,6377000,53.746364
2014-10-14,56.439999,57.639999,54.91,56.610001,4668300,54.96986
2014-10-15,55.459999,56.509998,52.32,54.939999,7322600,53.348243
2014-10-16,54.07,57.0,53.75,56.360001,4609900,54.727103
2014-10-17,55.939999,58.790001,55.310001,57.709999,5213600,56.037989
2014-10-20,58.700001,61.310001,58.369999,61.23,5565800,59.456006
2014-10-21,62.630001,65.330002,62.630001,63.459999,6505400,61.621396
2014-10-22,63.830002,64.68,62.869999,63.419998,4931600,61.582554
2014-10-23,61.799999,62.470001,60.200001,62.290001,7616100,60.485296
2014-10-24,61.68,64.989998,61.349998,64.550003,3094200,62.67982
2014-10-27,63.900002,64.370003,63.389999,63.830002,1967200,61.980679
2014-10-28,64.269997,65.900002,63.98,65.889999,1999900,63.980993
2014-10-29,66.099998,67.370003,65.940002,66.440002,3034000,64.515061
2014-10-30,66.279999,67.889999,65.800003,67.82,2536800,65.855076
2014-10-31,68.330002,68.730003,67.580002,67.970001,2035000,66.000732
2014-11-03,68.400002,69.300003,67.660004,68.400002,1735500,66.418274
2014-11-04,67.529999,67.660004,66.080002,66.290001,3962900,64.369406
2014-11-05,67.25,67.5,66.75,67.330002,2035800,65.379275
2014-11-06,67.480003,68.07,66.949997,67.779999,1825500,65.816234
2014-11-07,67.129997,67.610001,66.559998,67.199997,1627100,65.253037
2014-11-10,67.110001,68.209999,66.879997,67.980003,1493200,66.010444
2014-11-11,67.830002,67.889999,67.269997,67.779999,1230500,65.816234
2014-11-12,67.290001,67.860001,66.769997,67.559998,1341900,65.602607
2014-11-13,67.779999,69.18,67.779999,68.989998,2174700,66.991176
2014-11-14,69.059998,70.07,69.040001,69.57,2116500,67.554374
2014-11-17,69.239998,69.309998,67.830002,68.540001,1369000,66.554217
2014-11-18,68.889999,70.330002,68.790001,69.82,1615900,67.797131
2014-11-19,69.940002,70.620003,69.669998,70.059998,1738600,68.030175
2014-11-20,70.379997,70.459999,69.690002,70.080002,945100,68.0496
2014-11-21,70.75,70.849998,70.230003,70.419998,1274600,68.379746
2014-11-24,70.900002,71.360001,70.75,71.279999,1085000,69.21483
2014-11-25,71.029999,71.220001,70.589996,70.830002,1161800,68.777871
2014-11-26,70.629997,70.68,69.870003,70.239998,1061900,68.204961
2014-11-28,72.349998,74.760002,72.199997,73.739998,2248200,71.603557
2014-12-01,73.779999,73.839996,71.610001,72.290001,1826200,70.19557
2014-12-02,75.639999,76.769997,75.059998,76.75,8620400,74.526351
2014-12-03,76.589996,78.220001,76.489998,77.82,6000100,75.56535
2014-12-04,77.769997,78.650002,77.419998,77.459999,34508900,75.21578
2014-12-05,77.459999,78.879997,77.099998,78.370003,5093200,76.099418
2014-12-08,78.260002,80.190002,77.940002,79.230003,4334100,76.934502
2014-12-09,77.910004,79.300003,77.68,79.18,2801800,76.885948
2014-12-10,78.330002,78.580002,77.519997,77.650002,3778600,75.400277
2014-12-11,78.050003,79.459999,77.82,78.029999,2817600,75.769265
2014-12-12,77.93,79.160004,77.650002,77.970001,2776400,75.711006
2014-12-15,79.059998,79.489998,77.650002,78.779999,3230000,76.497535
2014-12-16,78.0,78.82,76.669998,76.760002,2925100,74.536063
2014-12-17,77.629997,81.879997,77.459999,81.839996,5378600,79.468877
2014-12-18,80.809998,81.690002,77.940002,79.349998,5329300,77.334505
2014-12-19,79.050003,81.470001,79.029999,80.589996,4478900,78.543007
2014-12-22,81.010002,82.199997,80.989998,81.599998,1446900,79.527355
2014-12-23,81.199997,82.269997,81.010002,82.199997,1520300,80.112114
2014-12-24,82.260002,83.209999,82.099998,82.360001,570000,80.268053
2014-12-26,82.489998,82.720001,82.019997,82.269997,701100,80.180335
2014-12-29,82.599998,83.900002,82.360001,83.559998,1292900,81.43757
2014-12-30,83.470001,83.529999,82.510002,82.529999,1040300,80.433733
2014-12-31,82.790001,83.720001,82.330002,82.43,1140300,80.336275
2015-01-02,82.93,84.150002,81.889999,82.949997,1349900,80.843063
2015-01-05,82.970001,83.489998,80.879997,81.709999,1847700,79.634562
2015-01-06,81.480003,82.830002,80.209999,81.949997,2592600,79.868464
2015-01-07,82.18,83.800003,81.959999,83.190002,2434700,81.076973
2015-01-08,83.940002,84.730003,83.870003,84.510002,2714500,82.363444
2015-01-09,82.860001,84.68,82.019997,83.919998,2530700,81.788427
2015-01-12,83.879997,84.339996,82.389999,83.260002,1476800,81.145195
2015-01-13,83.580002,84.529999,82.599998,83.269997,2113100,81.154935
