Date,Open_AVGO,High_AVGO,Low_AVGO,Close_AVGO,Volume_AVGO,AdjClose_AVGO
2015-08-18,125.769997,125.769997,121.779999,122.239998,1950200,121.082766
2015-08-19,121.580002,122.779999,119.300003,121.449997,3089100,120.300244
2015-08-20,120.080002,120.639999,115.029999,115.029999,4175600,113.941023
2015-08-21,112.75,115.489998,111.330002,111.449997,5647200,110.394912
2015-08-24,101.089996,115.010002,100.0,109.940002,6904000,108.899213
2015-08-25,114.129997,115.0,108.199997,108.510002,4392100,107.48275
2015-08-26,112.599998,116.739998,111.18,116.199997,5935400,115.099945
2015-08-27,120.5,127.0,120.379997,126.260002,9188200,125.064713
2015-08-28,125.529999,127.720001,124.690002,127.620003,3632200,126.411839
2015-08-31,126.639999,128.039993,125.0,125.970001,3008700,124.777458
2015-09-01,121.519997,125.019997,118.099998,119.370003,4974900,118.23994
2015-09-02,122.150002,124.07,120.160004,124.040001,3670000,122.865728
2015-09-03,125.400002,126.900002,123.209999,123.769997,2995400,122.59828
2015-09-04,121.239998,123.809998,120.650002,121.150002,2492300,120.003088
2015-09-08,125.400002,129.330002,124.82,129.160004,3547700,127.937261
2015-09-09,130.179993,131.789993,126.300003,127.169998,3150200,125.966094
2015-09-10,128.539993,129.160004,124.800003,128.720001,3622400,127.501424
2015-09-11,128.160004,131.220001,126.940002,131.080002,3960600,129.839082
2015-09-14,132.5,133.729996,130.600006,131.190002,3464300,129.948042
2015-09-15,132.130005,134.949997,131.0,134.380005,3080400,133.107845
2015-09-16,133.889999,133.889999,130.259995,131.490005,2731700,130.653557
2015-09-17,131.509995,133.059998,130.199997,130.610001,1991800,129.77915
2015-09-18,128.539993,129.490005,126.599998,127.589996,4402100,126.778357
2015-09-21,128.369995,129.380005,126.220001,127.260002,1651500,126.450462
2015-09-22,124.989998,125.839996,123.699997,124.699997,2248300,123.906742
2015-09-23,124.82,127.800003,123.809998,125.540001,2187900,124.741403
2015-09-24,124.099998,125.349998,119.449997,124.099998,4499500,123.31056
2015-09-25,125.959999,128.929993,125.199997,126.739998,3508700,125.933766
2015-09-28,125.959999,128.169998,120.809998,120.849998,3988700,120.081235
2015-09-29,121.910004,122.480003,118.059998,119.669998,4799100,118.908741
2015-09-30,121.790001,125.230003,121.0,125.010002,4395500,124.214775
2015-10-01,123.110001,124.900002,119.5,122.139999,4567400,121.36303
2015-10-02,119.989998,123.360001,118.209999,123.330002,3520700,122.545462
2015-10-05,123.959999,124.870003,120.959999,121.220001,3908500,120.448884
2015-10-06,120.760002,121.010002,111.529999,117.110001,11599900,116.365028
2015-10-07,118.650002,119.540001,115.82,118.639999,3728400,117.885294
2015-10-08,117.519997,117.959999,113.790001,116.690002,4140900,115.947702
2015-10-09,116.559998,118.080002,115.540001,116.910004,3447900,116.166303
2015-10-12,117.589996,117.980003,115.760002,117.68,2418400,116.931402
2015-10-13,116.339996,116.669998,113.209999,113.419998,3247500,112.698499
2015-10-14,113.0,117.760002,112.379997,117.459999,3353000,116.7128
2015-10-15,118.0,121.989998,117.690002,121.870003,4931600,121.09475
2015-10-16,121.900002,121.980003,119.900002,121.07,1975300,120.299836
2015-10-19,121.0,121.260002,117.370003,118.959999,1859300,118.203258
2015-10-20,118.470001,120.07,117.599998,119.889999,2192000,119.127342
2015-10-21,121.760002,122.68,120.110001,120.5,2819700,119.733463
2015-10-22,121.620003,125.620003,121.209999,125.339996,3434400,124.54267
2015-10-23,127.470001,129.839996,124.059998,129.580002,3549800,128.755704
2015-10-26,128.059998,128.059998,122.739998,123.610001,5812900,122.82368
2015-10-27,123.089996,125.150002,120.940002,121.489998,3228000,120.717163
2015-10-28,124.790001,127.849998,123.699997,127.089996,3096600,126.281538
2015-10-29,121.0,124.160004,118.720001,120.089996,6158200,119.326067
2015-10-30,120.849998,124.019997,120.169998,123.129997,2551600,122.34673
2015-11-02,123.660004,125.209999,122.459999,123.800003,2606800,123.012473
2015-11-03,121.480003,124.949997,121.480003,122.139999,2622200,121.36303
2015-11-04,122.5,124.860001,120.059998,124.110001,4309800,123.320499
2015-11-05,124.910004,125.0,120.599998,121.059998,2830800,120.289898
2015-11-06,123.25,129.789993,123.230003,129.669998,4528700,128.845128
2015-11-09,128.369995,128.940002,125.709999,126.5,2825000,125.695295
2015-11-10,123.110001,124.080002,119.769997,119.860001,4475900,119.097535
2015-11-11,120.209999,122.699997,119.82,119.949997,2595300,119.186958
2015-11-12,120.209999,121.410004,118.919998,119.849998,2658800,119.087596
2015-11-13,119.0,119.889999,115.209999,117.540001,3982400,116.792293
2015-11-16,117.470001,121.769997,117.080002,121.470001,2779600,120.697293
2015-11-17,121.459999,123.68,121.0,122.059998,1986800,121.283537
2015-11-18,121.919998,126.099998,121.599998,125.919998,2027000,125.118983
2015-11-19,126.099998,126.129997,123.010002,125.209999,3278000,124.4135
2015-11-20,126.209999,126.669998,123.730003,126.400002,2805700,125.595932
2015-11-23,126.75,126.75,124.209999,124.410004,1600300,123.618594
2015-11-24,123.410004,128.589996,123.410004,128.339996,3565900,127.523586
2015-11-25,129.0,129.169998,127.660004,128.389999,2139600,127.573271
2015-11-27,128.630005,130.449997,127.860001,130.039993,1326200,129.212769
2015-11-30,129.429993,130.699997,127.120003,130.449997,3261500,129.620165
2015-12-01,131.169998,133.770004,130.910004,132.889999,4325500,132.044645
2015-12-02,133.070007,135.0,131.539993,132.210007,5436400,131.368978
2015-12-03,144.860001,146.860001,142.880005,144.779999,12066100,143.859009
2015-12-04,144.800003,147.889999,143.240005,147.559998,6032900,146.621323
2015-12-07,146.690002,149.720001,145.550003,148.830002,4476900,147.883249
2015-12-08,146.839996,148.589996,145.770004,147.779999,3456000,146.839925
2015-12-09,147.139999,148.0,144.419998,145.649994,3080300,144.72347
2015-12-10,146.110001,149.440002,145.190002,147.330002,3307800,146.392791
2015-12-11,144.619995,147.720001,144.300003,144.419998,2777700,143.501298
2015-12-14,144.139999,145.360001,141.240005,142.509995,3699300,141.603445
2015-12-15,142.679993,144.229996,141.309998,143.270004,3525000,142.35862
2015-12-16,143.169998,144.279999,140.399994,143.880005,2964400,143.405156
2015-12-17,144.929993,145.5,140.410004,140.479996,2437800,140.016368
2015-12-18,140.229996,141.910004,138.550003,140.199997,5196400,139.737294
2015-12-21,143.100006,146.0,141.860001,145.800003,2662700,145.318818
2015-12-22,147.229996,147.229996,142.759995,145.100006,2168400,144.621131
2015-12-23,146.020004,146.660004,144.389999,146.509995,1617000,146.026466
2015-12-24,146.410004,147.289993,145.720001,146.320007,743600,145.837106
2015-12-28,145.899994,146.399994,143.929993,146.350006,1387300,145.867006
2015-12-29,147.0,148.779999,145.009995,147.940002,2253300,147.451755
2015-12-30,147.509995,148.889999,147.119995,147.369995,1739600,146.883629
2015-12-31,146.580002,147.5,145.119995,145.149994,1967300,144.670954
2016-01-04,142.070007,142.350006,139.880005,142.279999,3097000,141.810431
2016-01-05,143.139999,143.300003,137.210007,137.520004,3817300,137.066146
2016-01-06,134.570007,136.059998,132.279999,133.289993,5082400,132.850095
2016-01-07,131.309998,133.770004,128.190002,129.050003,5005600,128.624098
2016-01-08,130.029999,133.460007,128.059998,128.199997,6464100,127.776897
2016-01-11,129.5,129.970001,125.419998,128.039993,3894100,127.617422
2016-01-12,129.860001,131.669998,126.860001,129.919998,4111200,129.491222
2016-01-13,127.75,129.979996,123.080002,123.309998,4847000,122.903036
2016-01-14,124.190002,126.68,120.290001,125.190002,6394200,124.776837
2016-01-15,120.209999,123.790001,119.300003,119.970001,7591600,119.574063
2016-01-19,122.760002,124.800003,119.010002,120.07,5477300,119.673732
2016-01-20,117.830002,125.580002,117.169998,123.830002,10398800,123.421325
2016-01-21,124.800003,126.0,123.349998,124.529999,4847500,124.119011
2016-01-22,126.480003,126.480003,124.230003,124.510002,5842800,124.099081
2016-01-25,124.43,124.980003,124.0,124.489998,6135900,124.079142
2016-01-26,125.0,126.510002,124.0,124.389999,11913400,123.979474
2016-01-27,123.650002,125.410004,120.089996,122.349998,5815600,121.946206
2016-01-28,122.940002,126.550003,122.0,126.370003,4996900,125.952943
2016-01-29,129.440002,134.339996,128.110001,133.710007,25944900,133.268722
2016-02-01,133.339996,138.690002,132.960007,137.679993,4561900,137.225606
2016-02-02,135.009995,137.589996,131.699997,133.240005,5900500,132.800272
2016-02-03,137.25,137.610001,130.289993,131.360001,5623400,130.926472
2016-02-04,131.399994,137.270004,130.5,136.119995,6083300,135.670757
2016-02-05,137.0,137.0,126.980003,128.360001,7095300,127.936373
2016-02-08,126.989998,126.989998,119.220001,121.860001,9124200,121.457825
2016-02-09,119.830002,125.720001,118.769997,119.709999,6340000,119.314919
2016-02-10,122.489998,123.669998,118.650002,119.199997,4547300,118.8066
2016-02-11,116.5,117.639999,114.25,116.309998,6667300,115.926139
2016-02-12,117.760002,122.330002,115.730003,121.660004,3996500,121.258488
2016-02-16,123.269997,126.790001,122.949997,126.239998,3852100,125.823367
2016-02-17,127.0,130.820007,126.730003,130.679993,3274200,130.248708
2016-02-18,131.759995,131.990005,126.080002,127.07,3920200,126.650629
2016-02-19,127.050003,128.789993,125.0,128.669998,3111800,128.245347
2016-02-22,130.0,132.429993,129.490005,130.639999,2420400,130.208847
2016-02-23,130.160004,130.5,128.059998,128.160004,2235200,127.737036
2016-02-24,126.510002,131.25,125.410004,130.339996,2568000,129.909834
2016-02-25,130.779999,132.490005,128.690002,132.470001,2565200,132.032809
2016-02-26,134.199997,134.970001,132.25,133.110001,2714200,132.670696
2016-02-29,133.339996,137.919998,132.899994,133.970001,3591100,133.527859
2016-03-01,135.369995,138.639999,134.619995,138.429993,4490600,137.973131
2016-03-02,137.850006,138.240005,135.050003,136.970001,4383400,136.517958
2016-03-03,137.75,138.850006,134.300003,137.330002,5943700,136.87677
2016-03-04,146.0,147.860001,141.720001,146.059998,7239900,145.577954
2016-03-07,144.759995,146.229996,140.570007,143.509995,4136300,143.036367
2016-03-08,142.289993,142.820007,139.410004,139.630005,3321600,139.169183
2016-03-09,140.75,142.529999,140.470001,141.960007,3115200,141.491495
2016-03-10,143.460007,145.800003,142.0,144.419998,5454600,143.943368
2016-03-11,145.990005,150.020004,145.75,148.820007,5582200,148.328855
2016-03-14,147.110001,149.190002,147.0,148.139999,2844400,147.651092
2016-03-15,148.5,149.979996,146.080002,148.470001,3089100,147.980004
2016-03-16,147.460007,149.270004,146.850006,148.630005,3490600,148.630005
2016-03-17,147.369995,151.720001,147.369995,151.550003,4470800,151.550003
2016-03-18,151.940002,153.0,150.869995,152.490005,7056800,152.490005
2016-03-21,152.589996,153.0,150.830002,152.889999,2820700,152.889999
2016-03-22,152.399994,155.610001,151.550003,154.759995,3394500,154.759995
2016-03-23,154.820007,155.320007,152.339996,152.990005,2757700,152.990005
2016-03-24,151.759995,153.289993,151.119995,153.0,2565100,153.0
2016-03-28,153.279999,153.5,152.070007,153.100006,1722400,153.100006
2016-03-29,153.270004,154.929993,152.179993,154.130005,2676500,154.130005
2016-03-30,155.0,157.279999,154.539993,156.929993,2679400,156.929993
2016-03-31,157.020004,157.369995,154.449997,154.5,2496800,154.5
2016-04-01,154.039993,157.919998,151.160004,157.800003,2567100,157.800003
2016-04-04,158.0,158.330002,155.660004,156.009995,1776000,156.009995
2016-04-05,154.449997,157.050003,154.449997,155.029999,5691500,155.029999
2016-04-06,154.699997,157.770004,153.710007,157.539993,2814900,157.539993
2016-04-07,157.479996,157.949997,154.690002,154.970001,2297500,154.970001
2016-04-08,156.279999,156.899994,154.639999,156.149994,1852600,156.149994
2016-04-11,157.429993,157.800003,155.600006,155.610001,1856800,155.610001
2016-04-12,156.009995,156.369995,153.0,155.429993,1653700,155.429993
2016-04-13,156.470001,159.649994,155.610001,159.479996,2173000,159.479996
2016-04-14,157.289993,159.110001,156.0,158.820007,2754900,158.820007
2016-04-15,158.130005,158.339996,154.520004,155.490005,2768500,155.490005
2016-04-18,155.350006,156.399994,153.809998,155.899994,1529700,155.899994
2016-04-19,156.449997,156.770004,150.789993,151.070007,2456000,151.070007
2016-04-20,151.460007,154.100006,150.399994,153.229996,1943500,153.229996
2016-04-21,152.899994,153.279999,150.449997,151.350006,1611700,151.350006
2016-04-22,150.399994,152.940002,148.729996,150.330002,2569900,150.330002
2016-04-25,150.25,150.860001,148.770004,149.100006,1087000,149.100006
2016-04-26,151.490005,154.110001,150.039993,150.759995,2563300,150.759995
2016-04-27,147.210007,153.360001,146.5,151.529999,3893000,151.529999
2016-04-28,150.389999,154.020004,147.330002,147.990005,2548200,147.990005
2016-04-29,146.309998,147.789993,143.25,145.75,3493600,145.75
2016-05-02,146.160004,146.830002,144.5,146.080002,1948800,146.080002
2016-05-03,145.100006,145.990005,142.330002,143.199997,2389600,143.199997
2016-05-04,142.509995,144.419998,141.270004,142.070007,2080700,142.070007
2016-05-05,143.820007,144.899994,142.089996,142.580002,1679600,142.580002
2016-05-06,141.759995,142.5,139.179993,141.889999,3000600,141.889999
2016-05-09,142.0,143.919998,141.259995,142.399994,1726300,142.399994
2016-05-10,142.5,145.139999,141.5,144.610001,1841000,144.610001
2016-05-11,144.089996,146.220001,143.509995,143.850006,1662200,143.850006
2016-05-12,144.070007,144.729996,139.520004,141.039993,2637200,141.039993
2016-05-13,140.940002,143.130005,139.619995,140.050003,2161900,140.050003
2016-05-16,140.869995,143.619995,140.690002,142.649994,2032900,142.649994
2016-05-17,142.509995,142.990005,139.880005,141.169998,2122000,141.169998
2016-05-18,140.529999,145.050003,140.330002,143.880005,2259400,143.880005
2016-05-19,143.029999,144.660004,141.119995,142.740005,1744800,142.740005
2016-05-20,144.130005,147.669998,143.710007,146.729996,2588900,146.729996
2016-05-23,148.190002,150.339996,147.880005,148.100006,1753100,148.100006
2016-05-24,148.600006,151.679993,148.350006,151.419998,1970500,151.419998
2016-05-25,151.839996,154.0,150.490005,153.570007,2173700,153.570007
2016-05-26,153.770004,154.25,151.820007,153.020004,1841600,153.020004
2016-05-27,153.0,153.929993,152.460007,153.300003,1867100,153.300003
2016-05-31,154.0,154.949997,153.300003,154.360001,3191700,154.360001
2016-06-01,153.410004,155.320007,153.339996,154.770004,3011200,154.770004
2016-06-02,155.210007,155.520004,153.389999,154.910004,4511000,154.910004
2016-06-03,165.770004,166.0,161.199997,162.559998,8221700,162.559998
