Date,Open_VMC,High_VMC,Low_VMC,Close_VMC,Volume_VMC,AdjClose_VMC
2013-10-25,54.73,54.860001,54.290001,54.84,308400,54.196965
2013-10-28,54.639999,54.939999,54.279999,54.830002,461900,54.187084
2013-10-29,54.950001,55.0,54.150002,54.459999,349800,53.821419
2013-10-30,54.43,54.689999,53.18,53.990002,337000,53.356933
2013-10-31,53.860001,54.09,53.169998,53.549999,402800,52.92209
2013-11-01,53.700001,54.869999,52.759998,53.669998,1040300,53.040682
2013-11-04,54.349998,60.139999,54.07,57.779999,3650300,57.10249
2013-11-05,57.799999,58.439999,56.029999,56.439999,1541000,55.778202
2013-11-06,56.650002,56.700001,55.869999,56.18,699900,55.521252
2013-11-07,56.630001,57.34,55.18,55.349998,750300,54.700983
2013-11-08,55.259998,56.630001,54.599998,56.599998,672600,55.936326
2013-11-11,56.490002,56.689999,55.810001,56.279999,364800,55.620078
2013-11-12,56.099998,56.279999,55.439999,55.84,582000,55.185239
2013-11-13,55.310001,56.330002,55.23,56.060001,620700,55.402661
2013-11-14,56.259998,56.43,55.450001,55.959999,534700,55.303831
2013-11-15,55.93,56.84,55.849998,56.799999,639200,56.133982
2013-11-18,57.009998,57.419998,55.099998,55.34,639100,54.691102
2013-11-19,55.400002,56.490002,55.27,55.689999,612000,55.036996
2013-11-20,55.580002,55.939999,55.200001,55.73,644000,55.076528
2013-11-21,55.68,56.75,55.68,56.349998,999500,55.699253
2013-11-22,56.5,57.299999,56.32,56.790001,896200,56.134174
2013-11-25,56.669998,57.869999,56.599998,57.43,824900,56.766783
2013-11-26,57.23,57.799999,57.099998,57.32,494500,56.658052
2013-11-27,57.439999,57.790001,56.939999,57.110001,340800,56.450478
2013-11-29,57.099998,57.099998,56.279999,56.369999,341100,55.719022
2013-12-02,56.560001,56.919998,55.77,56.560001,500200,55.906831
2013-12-03,56.209999,56.57,54.73,55.509998,426600,54.868953
2013-12-04,54.919998,55.41,53.549999,54.450001,707500,53.821197
2013-12-05,54.240002,54.790001,53.939999,54.619999,588600,53.989232
2013-12-06,55.119999,56.869999,55.119999,55.919998,808900,55.274218
2013-12-09,55.98,56.560001,55.259998,55.610001,591900,54.967801
2013-12-10,55.470001,56.09,54.900002,54.959999,484300,54.325306
2013-12-11,54.970001,55.0,53.689999,53.900002,662200,53.277549
2013-12-12,53.869999,54.549999,53.650002,54.41,533700,53.781658
2013-12-13,56.75,56.75,55.299999,56.130001,864600,55.481796
2013-12-16,56.360001,56.98,56.139999,56.709999,743000,56.055096
2013-12-17,56.419998,56.669998,55.990002,56.490002,496100,55.837639
2013-12-18,56.459999,58.07,56.150002,57.740002,698500,57.073204
2013-12-19,57.490002,57.59,56.59,57.16,447900,56.4999
2013-12-20,57.700001,57.990002,57.299999,57.34,1114400,56.677822
2013-12-23,57.66,58.060001,57.419998,57.689999,549400,57.023778
2013-12-24,57.66,58.360001,57.450001,57.990002,322500,57.320317
2013-12-26,58.439999,58.509998,57.849998,58.27,441900,57.597082
2013-12-27,58.650002,58.650002,58.07,58.639999,360100,57.962808
2013-12-30,58.540001,59.5,58.52,59.490002,940900,58.802994
2013-12-31,59.400002,59.700001,58.849998,59.419998,513500,58.733799
2014-01-02,59.34,59.41,58.509998,58.68,497000,58.002347
2014-01-03,58.740002,59.650002,58.549999,58.59,436800,57.913386
2014-01-06,58.759998,58.799999,57.549999,58.060001,615500,57.389508
2014-01-07,58.27,59.040001,58.25,58.84,901200,58.160499
2014-01-08,58.709999,59.59,58.59,59.349998,702000,58.664608
2014-01-09,59.560001,59.93,58.799999,59.82,716300,59.129182
2014-01-10,60.0,60.060001,59.099998,59.419998,1119600,58.733799
2014-01-13,59.189999,59.970001,58.380001,58.66,902000,57.982578
2014-01-14,58.959999,59.32,58.68,59.209999,1538700,58.526225
2014-01-15,59.18,59.68,58.810001,59.68,2008500,58.990799
2014-01-16,59.599998,60.27,59.32,59.91,1272500,59.218142
2014-01-17,59.93,59.98,59.299999,59.650002,841500,58.961147
2014-01-21,59.959999,60.150002,59.34,59.98,1088400,59.287334
2014-01-22,60.099998,60.169998,59.490002,59.599998,459100,58.911721
2014-01-23,60.779999,62.400002,60.119999,61.310001,1835700,60.601976
2014-01-24,60.889999,61.34,58.799999,59.57,1886700,58.882069
2014-01-27,60.139999,60.139999,57.860001,58.040001,1467800,57.369739
2014-01-28,59.27,63.049999,59.200001,61.580002,2675000,60.868859
2014-01-29,60.669998,62.91,60.419998,62.259998,1283800,61.541002
2014-01-30,62.650002,62.810001,61.32,61.68,1080100,60.967702
2014-01-31,60.400002,62.73,60.240002,61.73,866200,61.017124
2014-02-03,61.68,62.310001,58.68,59.049999,1302300,58.368073
2014-02-04,59.099998,60.419998,58.93,59.880001,1149600,59.18849
2014-02-05,59.880001,61.389999,59.450001,60.189999,1774900,59.494908
2014-02-06,61.580002,67.970001,61.580002,65.660004,4067700,64.901744
2014-02-07,66.0,66.349998,63.84,64.760002,2058800,64.012135
2014-02-10,65.459999,66.379997,64.709999,65.18,1145900,64.427283
2014-02-11,65.110001,66.089996,64.550003,65.540001,1238300,64.783127
2014-02-12,65.949997,66.25,65.07,65.379997,719400,64.624971
2014-02-13,64.989998,66.199997,64.410004,66.0,1055300,65.237813
2014-02-14,66.050003,66.800003,65.470001,66.330002,743500,65.564004
2014-02-18,66.529999,67.379997,65.970001,66.440002,869900,65.672735
2014-02-19,66.029999,67.150002,64.68,64.919998,957300,64.170284
2014-02-20,64.93,65.459999,64.230003,65.300003,662700,64.59565
2014-02-21,65.410004,66.190002,65.410004,65.730003,706900,65.021012
2014-02-24,65.889999,66.480003,65.0,65.029999,592600,64.328558
2014-02-25,65.010002,65.989998,64.57,65.550003,563800,64.842954
2014-02-26,65.779999,68.110001,65.519997,66.959999,1209100,66.237741
2014-02-27,66.949997,68.449997,66.949997,67.93,802500,67.197279
2014-02-28,67.879997,68.589996,67.279999,67.93,811300,67.197279
2014-03-03,67.540001,68.550003,67.339996,68.360001,974500,67.622641
2014-03-04,69.309998,69.5,68.459999,69.010002,840300,68.265632
2014-03-05,68.879997,69.220001,67.93,68.199997,768500,67.464364
2014-03-06,68.360001,68.860001,67.720001,67.989998,726200,67.25663
2014-03-07,68.419998,69.18,68.139999,68.849998,830800,68.107354
2014-03-10,68.580002,68.75,67.239998,68.139999,624700,67.405013
2014-03-11,68.489998,68.769997,67.199997,67.480003,682800,66.752136
2014-03-12,66.949997,67.370003,66.879997,66.93,809700,66.208066
2014-03-13,67.349998,67.349998,65.610001,65.790001,652300,65.080363
2014-03-14,65.720001,66.699997,65.610001,66.230003,606000,65.515619
2014-03-17,66.489998,67.290001,66.220001,66.730003,707300,66.010226
2014-03-18,66.800003,67.540001,66.669998,67.400002,927100,66.672997
2014-03-19,67.690002,68.309998,66.660004,67.199997,673000,66.47515
2014-03-20,66.93,67.18,66.099998,67.010002,672700,66.287205
2014-03-21,67.440002,67.440002,66.080002,66.110001,1293300,65.396911
2014-03-24,66.269997,66.599998,64.800003,65.120003,658300,64.417591
2014-03-25,65.559998,66.089996,65.379997,65.910004,487200,65.199071
2014-03-26,66.169998,66.459999,64.559998,64.610001,660900,63.91309
2014-03-27,64.559998,65.220001,63.830002,65.110001,656400,64.407697
2014-03-28,65.519997,66.970001,65.260002,66.389999,702900,65.673889
2014-03-31,66.860001,67.540001,66.169998,66.449997,1018800,65.73324
2014-04-01,66.870003,66.870003,65.870003,66.480003,763100,65.762923
2014-04-02,66.32,66.589996,65.510002,65.720001,781900,65.011118
2014-04-03,66.050003,67.0,65.599998,66.339996,890700,65.624426
2014-04-04,66.800003,68.290001,65.669998,66.330002,1419900,65.614539
2014-04-07,66.470001,66.919998,63.82,64.07,1055900,63.378914
2014-04-08,64.040001,64.57,63.18,63.959999,969500,63.2701
2014-04-09,64.330002,65.410004,63.799999,65.110001,872200,64.407697
2014-04-10,65.199997,66.440002,64.489998,64.82,1276500,64.120824
2014-04-11,64.779999,64.849998,63.630001,63.720001,871800,63.032691
2014-04-14,64.160004,64.629997,62.950001,63.560001,606700,62.874417
2014-04-15,63.610001,63.889999,62.220001,63.650002,900000,62.963446
2014-04-16,63.98,64.949997,63.700001,64.879997,617700,64.180175
2014-04-17,64.57,65.040001,62.98,64.75,1915200,64.05158
2014-04-21,64.779999,65.57,64.440002,65.220001,714700,64.516511
2014-04-22,65.220001,65.800003,64.550003,64.610001,1277400,63.91309
2014-04-23,64.580002,65.019997,63.970001,64.410004,772900,63.715251
2014-04-24,65.0,65.269997,63.540001,65.25,979500,64.546186
2014-04-25,64.989998,65.0,63.540001,64.07,767900,63.378914
2014-04-28,64.150002,64.360001,61.380001,61.889999,1580800,61.222428
2014-04-29,62.07,64.199997,61.779999,64.0,1546700,63.309669
2014-04-30,63.98,64.809998,63.189999,64.529999,1181000,63.833951
2014-05-01,64.559998,66.139999,64.379997,64.779999,2268100,64.081255
2014-05-02,65.25,65.669998,64.739998,65.150002,933600,64.447267
2014-05-05,64.889999,65.089996,63.869999,65.010002,1235800,64.308777
2014-05-06,63.5,65.970001,63.290001,63.32,1328500,62.637004
2014-05-07,63.400002,64.099998,62.029999,62.23,1627400,61.558761
2014-05-08,62.25,63.259998,60.91,61.099998,1332400,60.440949
2014-05-09,61.119999,61.259998,59.52,59.919998,1367000,59.273676
2014-05-12,60.580002,62.330002,60.52,62.139999,1056200,61.469732
2014-05-13,62.040001,62.860001,61.41,61.66,979600,60.99491
2014-05-14,61.549999,61.549999,60.880001,60.880001,682300,60.223324
2014-05-15,60.560001,60.57,58.939999,59.740002,1196300,59.095621
2014-05-16,59.68,60.650002,59.540001,60.43,957700,59.778177
2014-05-19,60.5,60.630001,59.860001,60.580002,986200,59.926561
2014-05-20,60.400002,60.599998,59.23,59.57,482400,58.927453
2014-05-21,59.700001,60.330002,58.959999,59.169998,917600,58.531766
2014-05-22,59.279999,60.02,58.880001,59.91,995200,59.313907
2014-05-23,59.950001,61.349998,59.619999,61.189999,740100,60.58117
2014-05-27,61.400002,61.720001,61.040001,61.349998,756500,60.739578
2014-05-28,61.470001,61.970001,61.25,61.41,891200,60.798982
2014-05-29,61.830002,62.099998,60.139999,60.93,601400,60.323759
2014-05-30,60.84,61.02,60.369999,60.970001,508800,60.363362
2014-06-02,60.93,61.419998,60.470001,61.27,695500,60.660376
2014-06-03,60.91,61.369999,60.57,60.990002,674800,60.383163
2014-06-04,60.779999,61.389999,60.59,61.279999,432500,60.670275
2014-06-05,61.23,63.099998,61.150002,62.799999,1072900,62.175152
2014-06-06,63.02,63.799999,63.009998,63.529999,543400,62.897888
2014-06-09,63.369999,64.269997,63.200001,63.400002,529200,62.769184
2014-06-10,63.349998,65.050003,63.349998,64.910004,788600,64.264162
2014-06-11,64.690002,64.910004,63.630001,64.089996,562600,63.452313
2014-06-12,64.199997,64.440002,63.529999,63.939999,845800,63.303808
2014-06-13,63.779999,64.790001,63.549999,64.75,708600,64.10575
2014-06-16,64.550003,65.18,64.260002,64.540001,668200,63.897841
2014-06-17,63.740002,64.800003,63.59,63.849998,638000,63.214704
2014-06-18,63.830002,65.400002,63.34,65.190002,818500,64.541375
2014-06-19,65.160004,65.419998,64.5,65.010002,551900,64.363165
2014-06-20,65.059998,65.330002,64.580002,65.239998,1253800,64.590873
2014-06-23,65.190002,66.169998,64.839996,65.0,719800,64.353263
2014-06-24,64.68,65.050003,63.619999,63.860001,519700,63.224606
2014-06-25,63.450001,63.959999,63.139999,63.5,654000,62.868187
2014-06-26,63.599998,63.599998,62.509998,63.029999,717100,62.402863
2014-06-27,62.669998,64.139999,62.669998,63.900002,823500,63.264209
2014-06-30,64.050003,64.220001,63.259998,63.75,593400,63.1157
2014-07-01,64.239998,64.940002,64.220001,64.309998,786600,63.670126
2014-07-02,64.050003,64.139999,63.130001,63.529999,1105200,62.897888
2014-07-03,63.599998,64.449997,63.599998,64.360001,544600,63.719631
2014-07-07,64.010002,64.160004,63.48,63.740002,679000,63.105801
2014-07-08,63.540001,64.839996,63.220001,64.300003,924600,63.660231
2014-07-09,64.480003,64.949997,64.279999,64.919998,548500,64.274057
2014-07-10,63.709999,64.730003,63.360001,64.5,836700,63.858238
2014-07-11,64.379997,65.190002,63.860001,65.160004,547200,64.511674
2014-07-14,64.68,64.809998,63.959999,64.370003,852200,63.729534
2014-07-15,64.300003,64.709999,64.07,64.199997,706900,63.56122
2014-07-16,64.470001,64.720001,63.59,64.410004,438200,63.769137
2014-07-17,63.779999,63.970001,62.82,62.990002,726600,62.363264
2014-07-18,63.119999,64.269997,62.970001,64.050003,583300,63.412718
2014-07-21,63.810001,64.059998,63.080002,63.560001,382100,62.927592
2014-07-22,64.050003,64.620003,63.98,64.57,485600,63.927541
2014-07-23,65.559998,66.080002,64.040001,65.839996,965400,65.184901
2014-07-24,65.220001,66.010002,64.550003,65.949997,1219700,65.293807
2014-07-25,65.690002,65.690002,65.089996,65.199997,522800,64.55127
2014-07-28,65.07,65.18,64.199997,64.489998,536300,63.848335
2014-07-29,64.769997,66.550003,64.610001,65.449997,1254900,64.798782
2014-07-30,65.75,66.099998,64.919998,65.339996,888600,64.689876
2014-07-31,64.559998,64.900002,63.02,63.130001,1049800,62.50187
2014-08-01,63.0,63.869999,62.509998,63.34,865300,62.70978
2014-08-04,63.41,63.759998,62.98,63.27,1221400,62.640476
2014-08-05,62.599998,64.260002,61.599998,62.25,1487700,61.630625
2014-08-06,62.130001,62.509998,61.32,62.41,1402200,61.789033
2014-08-07,62.59,62.779999,60.779999,61.5,1356900,60.888087
2014-08-08,61.75,62.200001,61.150002,61.970001,729800,61.353412
2014-08-11,62.080002,62.52,61.650002,61.689999,921300,61.076195
2014-08-12,61.639999,61.939999,61.169998,61.880001,793400,61.264307
2014-08-13,62.18,62.84,61.939999,62.029999,889700,61.412812
2014-08-14,62.130001,62.349998,61.950001,62.040001,525400,61.422715
2014-08-15,62.43,62.68,61.349998,61.470001,871200,60.858387
2014-08-18,61.82,63.02,61.380001,62.970001,939800,62.343462
2014-08-19,63.220001,63.830002,62.950001,63.0,564400,62.373162
2014-08-20,62.720001,62.889999,62.259998,62.740002,417000,62.115751
2014-08-21,63.119999,63.18,62.27,63.080002,612100,62.452368
2014-08-22,62.93,63.220001,62.470001,62.669998,697800,62.046444
2014-08-25,62.900002,63.18,62.310001,62.48,608500,61.917616
2014-08-26,62.68,63.869999,62.360001,63.68,1005200,63.106816
2014-08-27,64.059998,64.18,63.220001,63.419998,599200,62.849154
2014-08-28,63.209999,63.32,62.77,63.220001,528400,62.650957
2014-08-29,63.419998,63.68,62.869999,63.380001,406000,62.809517
2014-09-02,63.639999,63.830002,62.41,62.75,771200,62.185186
2014-09-03,63.07,63.200001,61.700001,62.049999,980700,61.491486
2014-09-04,62.07,63.110001,61.759998,62.029999,811300,61.471666
2014-09-05,62.060001,62.82,61.700001,62.720001,788700,62.155457
2014-09-08,62.540001,62.849998,62.139999,62.43,338300,61.868067
2014-09-09,62.43,62.66,61.43,61.700001,566900,61.144638
2014-09-10,61.75,62.16,61.290001,62.07,723200,61.511307
2014-09-11,61.91,63.189999,61.779999,63.16,756800,62.591496
2014-09-12,63.18,63.18,62.240002,62.619999,872100,62.056355
2014-09-15,62.52,62.810001,61.919998,62.32,861600,61.759056
2014-09-16,62.029999,62.959999,61.650002,62.709999,640500,62.145545
2014-09-17,62.869999,64.150002,62.639999,63.299999,1139700,62.730235
2014-09-18,63.48,63.560001,62.34,62.439999,869200,61.877975
2014-09-19,62.439999,62.560001,61.84,62.25,1266200,61.689687
2014-09-22,62.189999,62.290001,61.549999,61.720001,530200,61.164458
2014-09-23,61.540001,62.220001,61.349998,61.689999,880600,61.134726
2014-09-24,61.529999,62.709999,61.139999,62.630001,930200,62.066267
2014-09-25,62.599998,62.939999,60.950001,61.34,1123400,60.787878
2014-09-26,61.349998,61.639999,61.07,61.330002,1062700,60.777969
2014-09-29,60.740002,61.099998,60.290001,60.619999,1024300,60.074357
2014-09-30,62.240002,62.369999,60.200001,60.23,884500,59.687868
2014-10-01,60.310001,60.57,58.82,58.900002,1493600,58.369842
2014-10-02,58.799999,59.509998,58.0,58.779999,1972900,58.250919
2014-10-03,59.099998,59.470001,59.07,59.16,851700,58.6275
2014-10-06,59.610001,59.610001,58.049999,58.509998,1061500,57.983349
2014-10-07,58.0,58.41,57.279999,57.279999,1038000,56.764421
2014-10-08,57.209999,58.09,55.810001,57.990002,1967800,57.468033
2014-10-09,58.669998,59.240002,56.900002,57.330002,2008800,56.813974
2014-10-10,57.52,58.23,56.380001,56.52,1736000,56.011263
2014-10-13,56.630001,57.34,55.220001,55.279999,1218000,54.782423
2014-10-14,55.650002,56.450001,55.049999,55.73,1086700,55.228373
2014-10-15,55.220001,56.68,54.099998,56.279999,1739700,55.773422
2014-10-16,55.860001,57.32,55.16,56.77,2142500,56.259013
2014-10-17,57.5,59.450001,57.439999,59.09,2916300,58.55813
2014-10-20,58.93,59.610001,58.650002,59.459999,765900,58.924799
2014-10-21,59.779999,60.580002,59.639999,60.25,781700,59.707689
2014-10-22,60.419998,60.889999,59.32,59.349998,942600,58.815788
2014-10-23,59.919998,60.939999,59.349998,60.240002,1195300,59.69778
2014-10-24,61.049999,61.439999,60.25,61.25,1163300,60.698688
2014-10-27,60.75,60.939999,59.43,59.77,965800,59.23201
2014-10-28,59.810001,60.630001,58.959999,60.52,1392300,59.975259
2014-10-29,60.41,60.759998,58.709999,59.400002,1878300,58.865341
2014-10-30,59.009998,60.75,58.919998,60.290001,1202500,59.74733
2014-10-31,61.5,62.029999,60.400002,61.709999,1507800,61.154546
2014-11-03,61.639999,62.790001,61.27,62.400002,2139900,61.838338
2014-11-04,62.720001,64.709999,61.220001,63.5,2691100,62.928435
2014-11-05,64.25,65.5,63.810001,64.169998,1596200,63.592403
2014-11-06,64.190002,64.849998,63.509998,64.769997,1039000,64.187001
2014-11-07,64.760002,65.769997,64.730003,65.110001,1237500,64.523944
2014-11-10,65.050003,65.769997,64.959999,65.419998,1063700,64.831152
2014-11-11,65.279999,65.879997,65.18,65.349998,598300,64.761782
2014-11-12,65.529999,65.720001,64.809998,65.459999,889700,64.870793
2014-11-13,65.419998,65.900002,64.919998,65.580002,842500,64.989715
2014-11-14,65.5,66.370003,65.120003,66.309998,830800,65.71314
2014-11-17,66.160004,66.199997,65.739998,66.0,896800,65.405933
2014-11-18,65.93,67.209999,65.93,67.099998,1369400,66.49603
2014-11-19,67.080002,67.839996,66.480003,67.669998,1200200,67.060899
2014-11-20,67.089996,68.239998,66.800003,68.010002,1064500,67.397843
2014-11-21,68.629997,69.099998,68.239998,68.610001,1541200,67.992441
2014-11-24,68.809998,68.980003,68.559998,68.610001,1596200,68.051951
2014-11-25,68.669998,68.919998,67.279999,67.589996,811900,67.040243
2014-11-26,67.760002,67.790001,66.730003,67.120003,670600,66.574072
2014-11-28,67.019997,67.040001,66.010002,66.099998,533400,65.562364
2014-12-01,65.980003,66.099998,64.199997,64.5,1336300,63.97538
2014-12-02,64.629997,65.480003,64.43,65.410004,1226400,64.877982
2014-12-03,65.629997,67.110001,65.459999,67.07,1175400,66.524476
2014-12-04,66.82,67.709999,66.599998,67.419998,1063600,66.871628
2014-12-05,67.220001,67.489998,66.470001,66.669998,693900,66.127728
2014-12-08,66.360001,66.470001,64.989998,65.25,619400,64.719279
2014-12-09,64.540001,66.050003,64.400002,66.029999,723400,65.492934
2014-12-10,65.860001,65.910004,62.639999,63.16,1760800,62.646279
2014-12-11,63.349998,64.010002,62.900002,63.049999,976100,62.537173
2014-12-12,63.540001,63.540001,62.360001,62.389999,1214900,61.882541
2014-12-15,62.490002,63.299999,61.450001,61.509998,1214100,61.009698
2014-12-16,61.630001,63.759998,61.490002,62.119999,1062900,61.614737
2014-12-17,62.200001,64.129997,61.799999,63.990002,1060500,63.469529
2014-12-18,65.089996,65.599998,63.799999,65.43,1025800,64.897816
2014-12-19,65.809998,66.970001,65.309998,66.779999,1532000,66.236834
2014-12-22,66.68,66.739998,65.400002,66.089996,1237500,65.552443
2014-12-23,66.169998,66.800003,65.940002,66.290001,776800,65.750821
2014-12-24,66.139999,66.599998,65.959999,66.269997,329000,65.73098
2014-12-26,66.620003,66.889999,66.279999,66.349998,374600,65.810331
2014-12-29,65.980003,66.919998,65.980003,66.849998,461700,66.306264
2014-12-30,66.620003,67.110001,66.339996,66.410004,484500,65.869848
2014-12-31,66.519997,67.419998,65.639999,65.730003,680200,65.195379
2015-01-02,66.389999,67.910004,66.18,66.980003,978500,66.435211
2015-01-05,66.290001,66.389999,64.82,65.129997,897200,64.600253
2015-01-06,65.019997,66.129997,64.279999,64.980003,686300,64.451479
2015-01-07,65.300003,66.330002,65.059998,66.209999,532400,65.67147
2015-01-08,66.860001,68.639999,66.809998,68.279999,1380500,67.724633
2015-01-09,68.400002,68.580002,67.610001,68.290001,840100,67.734554
2015-01-12,68.080002,68.440002,67.279999,68.25,1130700,67.694878
2015-01-13,69.019997,69.089996,66.32,67.360001,972500,66.812118
2015-01-14,66.349998,67.889999,65.370003,67.739998,808600,67.189024
2015-01-15,68.139999,68.279999,65.940002,66.220001,1019000,65.681391
2015-01-16,66.260002,67.339996,66.169998,66.889999,1486800,66.34594
2015-01-20,67.190002,67.459999,66.120003,66.989998,1023500,66.445125
2015-01-21,66.709999,68.040001,66.349998,67.980003,857100,67.427078
2015-01-22,68.75,70.0,67.75,69.919998,1791600,69.351293
