Date,Open_VMC,High_VMC,Low_VMC,Close_VMC,Volume_VMC,AdjClose_VMC
2013-06-14,54.360001,54.43,53.610001,53.689999,433000,53.049446
2013-06-17,54.18,54.709999,53.830002,54.52,406600,53.869545
2013-06-18,54.57,54.66,53.880001,54.150002,512100,53.50396
2013-06-19,53.959999,54.639999,53.43,53.470001,376000,52.832073
2013-06-20,52.700001,52.950001,51.360001,51.549999,632500,50.934978
2013-06-21,52.02,52.02,49.720001,50.200001,1211200,49.601085
2013-06-24,49.389999,49.830002,47.66,48.02,968900,47.447094
2013-06-25,48.630001,48.950001,48.220001,48.619999,796600,48.039934
2013-06-26,49.32,49.990002,48.880001,49.080002,563000,48.494449
2013-06-27,49.540001,50.310001,49.029999,50.25,629500,49.650488
2013-06-28,50.0,50.34,48.360001,48.41,666900,47.83244
2013-07-01,48.860001,49.970001,48.599998,48.790001,541000,48.207908
2013-07-02,48.66,49.369999,47.720001,47.790001,655800,47.219838
2013-07-03,47.59,47.900002,47.27,47.459999,282500,46.893774
2013-07-05,47.880001,48.110001,46.209999,46.939999,723000,46.379977
2013-07-08,47.220001,48.040001,46.279999,46.91,661200,46.350336
2013-07-09,47.240002,49.27,47.119999,48.889999,761400,48.306713
2013-07-10,48.880001,49.540001,48.560001,49.330002,407300,48.741466
2013-07-11,50.080002,50.810001,49.669998,50.709999,717600,50.104999
2013-07-12,50.549999,50.82,49.889999,50.68,399300,50.075358
2013-07-15,50.59,50.990002,49.990002,50.259998,267500,49.660367
2013-07-16,50.419998,50.57,49.029999,49.240002,368500,48.65254
2013-07-17,49.439999,50.290001,49.23,49.98,382000,49.383709
2013-07-18,50.09,50.830002,49.990002,50.220001,334800,49.620847
2013-07-19,50.290001,50.91,50.139999,50.48,607000,49.877744
2013-07-22,50.560001,50.830002,50.150002,50.23,279500,49.630726
2013-07-23,50.450001,50.599998,49.549999,49.669998,271500,49.077406
2013-07-24,49.669998,49.849998,48.490002,48.93,403300,48.346237
2013-07-25,48.75,49.02,47.650002,48.080002,534200,47.506379
2013-07-26,47.700001,48.970001,47.689999,48.959999,910700,48.375878
2013-07-29,48.779999,48.830002,47.59,47.93,450800,47.358167
2013-07-30,47.990002,48.16,46.5,47.279999,1326700,46.715921
2013-07-31,47.389999,47.98,46.970001,47.18,596800,46.617115
2013-08-01,47.950001,50.779999,47.950001,49.68,989200,49.087289
2013-08-02,49.360001,49.959999,48.93,49.23,403200,48.642657
2013-08-05,49.0,49.5,48.68,49.43,377100,48.840271
2013-08-06,49.139999,49.400002,47.59,47.709999,769200,47.140791
2013-08-07,47.650002,47.759998,46.900002,47.200001,823200,46.636877
2013-08-08,47.57,48.43,47.09,48.200001,491200,47.624947
2013-08-09,47.73,48.619999,47.549999,48.380001,354100,47.802799
2013-08-12,47.970001,48.700001,47.799999,48.209999,522000,47.634826
2013-08-13,48.27,48.48,47.91,48.299999,1290100,47.723752
2013-08-14,48.220001,48.630001,47.959999,48.439999,403800,47.862081
2013-08-15,47.720001,47.720001,46.779999,47.310001,847800,46.745565
2013-08-16,47.349998,47.950001,47.040001,47.849998,970500,47.27912
2013-08-19,47.689999,48.099998,47.400002,47.740002,593100,47.170436
2013-08-20,47.740002,49.66,47.540001,49.630001,867000,49.037886
2013-08-21,49.380001,49.799999,48.34,48.970001,766700,48.38576
2013-08-22,48.970001,50.080002,48.970001,49.709999,752800,49.11693
2013-08-23,49.630001,49.990002,48.0,48.23,408400,47.654587
2013-08-26,48.080002,48.66,47.279999,48.029999,661400,47.466815
2013-08-27,47.32,48.34,47.240002,47.779999,823900,47.219747
2013-08-28,47.700001,48.509998,47.700001,47.860001,497800,47.29881
2013-08-29,47.599998,48.349998,47.150002,47.650002,789800,47.091274
2013-08-30,47.689999,48.040001,47.200001,47.799999,623700,47.239513
2013-09-03,48.389999,48.990002,48.029999,48.490002,843500,47.921424
2013-09-04,48.369999,48.889999,48.0,48.810001,667100,48.237672
2013-09-05,48.75,49.220001,48.599998,49.200001,456600,48.623098
2013-09-06,49.57,49.880001,48.810001,49.139999,742000,48.5638
2013-09-09,49.119999,50.330002,49.07,50.23,535600,49.641019
2013-09-10,50.830002,51.720001,50.349998,51.5,755500,50.896128
2013-09-11,51.529999,52.490002,51.259998,52.41,727600,51.795458
2013-09-12,52.029999,52.400002,51.360001,51.700001,354900,51.093784
2013-09-13,51.810001,52.740002,51.169998,52.57,532600,51.953582
2013-09-16,53.860001,54.369999,52.099998,52.349998,791600,51.73616
2013-09-17,52.23,52.720001,51.560001,51.919998,686500,51.311202
2013-09-18,51.700001,53.41,51.389999,53.380001,862100,52.754085
2013-09-19,53.639999,54.169998,52.860001,52.93,652400,52.309361
2013-09-20,52.970001,53.389999,51.990002,51.990002,935900,51.380384
2013-09-23,51.639999,51.900002,50.990002,51.110001,432700,50.510702
2013-09-24,51.25,52.18,50.619999,51.549999,434300,50.945541
2013-09-25,51.720001,52.869999,51.279999,52.18,537600,51.568155
2013-09-26,52.27,52.709999,51.389999,52.080002,398800,51.469329
2013-09-27,51.73,51.73,51.049999,51.299999,357600,50.698473
2013-09-30,50.700001,52.360001,50.700001,51.810001,695200,51.202495
2013-10-01,51.880001,52.779999,51.849998,52.689999,433100,52.072173
2013-10-02,52.459999,53.720001,52.290001,53.68,747600,53.050567
2013-10-03,53.540001,53.900002,51.869999,52.66,543000,52.042526
2013-10-04,52.580002,52.880001,52.0,52.810001,424300,52.190769
2013-10-07,52.25,52.779999,52.0,52.509998,269300,51.894284
2013-10-08,52.41,52.959999,51.060001,51.360001,444000,50.75777
2013-10-09,51.400002,51.400002,50.32,50.75,441800,50.154923
2013-10-10,51.459999,52.400002,51.330002,52.349998,460500,51.73616
2013-10-11,52.110001,53.16,51.959999,52.830002,592600,52.210535
2013-10-14,52.240002,53.16,51.32,52.93,439600,52.309361
2013-10-15,52.650002,52.91,51.279999,51.580002,454300,50.975192
2013-10-16,52.049999,52.389999,51.599998,51.77,391500,51.162963
2013-10-17,51.630001,52.080002,51.09,52.0,812600,51.390265
2013-10-18,51.990002,52.259998,51.82,52.080002,398300,51.469329
2013-10-21,52.029999,52.200001,51.060001,51.900002,832400,51.29144
2013-10-22,52.220001,54.369999,52.099998,54.139999,770200,53.505172
2013-10-23,53.709999,54.369999,53.23,53.529999,406800,52.902324
2013-10-24,53.73,54.939999,53.59,54.849998,542100,54.206846
