Date,Open_COP,High_COP,Low_COP,Close_COP,Volume_COP,AdjClose_COP
2014-05-14,78.739998,78.790001,78.349998,78.529999,4463000,71.808878
2014-05-15,78.459999,78.68,77.519997,78.110001,7914100,71.424826
2014-05-16,78.110001,78.239998,77.449997,78.059998,5868000,71.379103
2014-05-19,78.010002,78.57,77.940002,78.43,3341700,71.717438
2014-05-20,78.5,78.68,78.110001,78.540001,4353500,71.818024
2014-05-21,78.239998,78.660004,78.040001,78.529999,4484300,72.445334
2014-05-22,78.400002,78.75,78.139999,78.459999,3508900,72.380758
2014-05-23,78.529999,78.769997,78.300003,78.43,3566300,72.353084
2014-05-27,78.459999,79.050003,78.459999,79.040001,4175600,72.91582
2014-05-28,79.809998,80.540001,79.510002,79.57,6549900,73.404753
2014-05-29,79.489998,79.839996,78.900002,79.550003,4065600,73.386306
2014-05-30,79.419998,80.110001,79.209999,79.940002,5991400,73.746088
2014-06-02,80.209999,80.550003,79.050003,79.480003,5071900,73.32173
2014-06-03,79.470001,79.870003,79.279999,79.82,4551700,73.635383
2014-06-04,79.720001,79.989998,79.580002,79.800003,3585400,73.616936
2014-06-05,79.809998,80.059998,79.5,80.050003,4144600,73.847565
2014-06-06,80.360001,81.18,80.220001,80.839996,5409500,74.576348
2014-06-09,80.57,81.129997,80.400002,80.849998,3213400,74.585575
2014-06-10,80.830002,81.660004,80.559998,81.629997,6663400,75.305138
2014-06-11,81.5,82.099998,81.459999,81.949997,4538300,75.600344
2014-06-12,82.150002,83.239998,82.129997,82.860001,6279100,76.439838
2014-06-13,82.800003,83.089996,82.050003,83.080002,4374900,76.642793
2014-06-16,83.190002,83.830002,82.919998,83.690002,4753500,77.20553
2014-06-17,83.18,83.779999,82.639999,83.75,4859500,77.260879
2014-06-18,83.57,84.300003,83.18,84.239998,4511900,77.712911
2014-06-19,84.269997,84.769997,84.139999,84.769997,4083800,78.201844
2014-06-20,85.110001,85.459999,84.779999,85.360001,7426200,78.746133
2014-06-23,85.589996,86.43,85.470001,86.099998,5943500,79.428795
2014-06-24,86.019997,86.019997,84.790001,84.800003,8087800,78.229525
2014-06-25,84.650002,85.730003,84.650002,85.620003,4980600,78.98599
2014-06-26,85.589996,85.970001,84.559998,85.959999,4587900,79.299643
2014-06-27,85.75,86.059998,85.400002,86.0,4511900,79.336544
2014-06-30,85.809998,85.93,85.220001,85.730003,4045900,79.087467
2014-07-01,86.25,86.389999,85.639999,86.110001,3537900,79.438022
2014-07-02,85.809998,85.980003,85.309998,85.860001,3513600,79.207392
2014-07-03,85.730003,86.400002,85.540001,86.400002,2669800,79.705553
2014-07-07,85.839996,86.209999,85.18,86.099998,3925600,79.428795
2014-07-08,85.980003,86.650002,85.730003,86.040001,4988900,79.373446
2014-07-09,86.07,86.290001,85.709999,85.800003,5722700,79.152043
2014-07-10,84.910004,85.93,82.779999,85.669998,8248600,79.032112
2014-07-11,85.519997,85.610001,84.440002,84.730003,4875800,78.164949
2014-07-14,85.129997,85.900002,84.919998,85.839996,4671900,79.188938
2014-07-15,85.629997,85.800003,84.32,84.709999,6041900,78.146495
2014-07-16,85.220001,86.760002,85.169998,86.690002,6313600,79.973084
2014-07-17,86.019997,86.400002,84.580002,84.68,5087400,78.782236
2014-07-18,84.900002,85.209999,84.519997,84.760002,4689200,78.856665
2014-07-21,84.879997,85.169998,84.330002,84.529999,4718900,78.642681
2014-07-22,84.93,86.110001,84.860001,86.019997,4426100,80.028904
2014-07-23,86.120003,86.870003,85.690002,86.760002,4104700,80.71737
2014-07-24,86.68,87.089996,86.239998,86.25,5033400,80.242888
2014-07-25,86.160004,86.639999,85.779999,85.919998,3047300,79.935871
2014-07-28,86.0,86.110001,85.080002,85.190002,4804400,79.256717
2014-07-29,85.010002,85.440002,84.699997,84.709999,4054300,78.810145
2014-07-30,85.25,85.889999,84.110001,84.629997,5531800,78.735715
2014-07-31,84.220001,84.559998,82.370003,82.5,7106000,76.754067
2014-08-01,81.910004,81.93,79.830002,80.699997,9530200,75.07943
2014-08-04,80.760002,82.160004,80.300003,81.980003,5609600,76.270287
2014-08-05,81.440002,81.589996,79.379997,79.739998,6406400,74.186293
2014-08-06,79.650002,81.5,79.5,80.610001,5412400,74.995702
2014-08-07,80.830002,80.980003,79.169998,79.589996,4055500,74.046739
2014-08-08,79.690002,81.43,79.690002,81.330002,4104900,75.665557
2014-08-11,81.730003,81.879997,80.760002,80.800003,3583300,75.172471
2014-08-12,80.519997,80.760002,80.089996,80.419998,4046400,74.818933
2014-08-13,81.190002,81.419998,80.720001,80.889999,3837600,75.256199
2014-08-14,81.120003,81.209999,79.949997,80.169998,4557800,74.586345
2014-08-15,80.260002,80.889999,79.809998,80.620003,5433200,75.005007
2014-08-18,80.949997,80.949997,78.910004,79.339996,8478100,73.81415
2014-08-19,79.650002,80.18,79.400002,79.910004,5417300,74.344458
2014-08-20,80.190002,80.599998,79.769997,80.5,4301800,74.893363
2014-08-21,80.57,81.07,80.400002,80.980003,3122100,75.339935
2014-08-22,80.68,80.910004,79.870003,80.239998,3645600,74.651469
2014-08-25,80.330002,80.989998,80.309998,80.800003,3531700,75.172471
2014-08-26,80.730003,81.0,80.529999,80.540001,3335600,74.930578
2014-08-27,80.879997,81.470001,80.610001,81.029999,3146400,75.386448
2014-08-28,80.889999,81.0,80.540001,80.660004,2987000,75.042222
2014-08-29,80.870003,81.230003,80.660004,81.220001,3409200,75.563217
2014-09-02,81.059998,81.099998,79.769997,80.220001,5578000,74.632865
2014-09-03,80.980003,81.370003,80.800003,80.900002,5902700,75.265505
2014-09-04,81.139999,81.239998,79.449997,79.849998,5772500,74.288632
2014-09-05,79.779999,80.489998,79.470001,80.349998,3596500,74.753808
2014-09-08,79.940002,80.050003,78.660004,79.029999,6122800,73.525744
2014-09-09,79.470001,79.75,78.440002,78.959999,6466800,73.460619
2014-09-10,78.760002,79.010002,77.709999,78.989998,6569200,73.488529
2014-09-11,78.230003,79.449997,78.019997,79.379997,4310300,73.851365
2014-09-12,79.209999,79.220001,78.110001,78.449997,3950800,72.986137
2014-09-15,78.239998,79.620003,77.959999,79.400002,3919800,73.869976
2014-09-16,79.5,81.279999,79.32,80.75,6172500,75.125951
2014-09-17,81.0,81.089996,80.370003,80.639999,4242500,75.023611
2014-09-18,80.839996,80.870003,79.650002,79.970001,4424100,74.400277
2014-09-19,80.459999,81.0,80.309998,80.559998,8054300,74.949181
2014-09-22,80.330002,80.330002,79.410004,79.68,5235600,74.130474
2014-09-23,79.540001,79.839996,78.860001,78.910004,4344800,73.414106
2014-09-24,78.849998,79.080002,77.589996,78.720001,6278900,73.237337
2014-09-25,78.699997,78.699997,77.57,77.57,4911400,72.16743
2014-09-26,77.599998,78.470001,77.120003,78.120003,5253100,72.679127
2014-09-29,77.5,77.949997,76.779999,77.839996,5887100,72.418622
2014-09-30,77.32,77.639999,75.919998,76.519997,8400600,71.190557
2014-10-01,76.269997,76.519997,74.580002,75.0,8719600,69.776425
2014-10-02,74.57,75.129997,73.370003,74.690002,7414200,69.488018
2014-10-03,74.949997,75.169998,74.110001,74.769997,5562700,69.562441
2014-10-06,75.260002,75.739998,74.32,74.959999,6384900,69.73921
2014-10-07,74.620003,75.339996,73.889999,73.910004,7293900,68.762344
2014-10-08,73.68,74.629997,72.660004,74.529999,11995700,69.339158
2014-10-09,73.449997,73.57,71.400002,71.440002,10351000,67.121811
2014-10-10,71.400002,71.900002,69.910004,70.360001,10320600,66.10709
2014-10-13,70.120003,70.620003,68.0,68.07,8606300,63.955508
2014-10-14,68.269997,68.620003,65.910004,66.199997,13016100,62.198537
2014-10-15,63.790001,66.349998,63.560001,66.25,16072300,62.245518
2014-10-16,64.959999,67.370003,64.889999,66.93,12799200,62.884416
2014-10-17,67.93,70.019997,67.5,68.080002,11005600,63.964905
2014-10-20,68.18,68.959999,67.330002,68.830002,6742800,64.669572
2014-10-21,70.07,70.839996,69.650002,70.589996,9000900,66.323183
2014-10-22,71.0,71.449997,69.379997,69.440002,9845000,65.242701
2014-10-23,70.790001,70.919998,69.699997,70.0,7660700,65.768849
2014-10-24,69.989998,70.260002,69.110001,70.07,5421600,65.834618
2014-10-27,69.019997,69.169998,68.260002,68.830002,7491000,64.669572
2014-10-28,69.080002,70.279999,68.690002,70.220001,5758400,65.975552
2014-10-29,71.910004,72.150002,70.209999,70.75,7751900,66.473515
2014-10-30,69.370003,71.910004,69.25,71.349998,7172900,67.037247
2014-10-31,71.589996,72.239998,70.07,72.150002,9434100,67.788894
2014-11-03,72.260002,72.57,70.470001,70.559998,9544400,66.294998
2014-11-04,69.199997,69.839996,68.209999,68.769997,10962400,64.613193
2014-11-05,69.949997,70.25,68.980003,69.879997,7883400,65.6561
2014-11-06,69.720001,71.349998,69.489998,71.32,7761100,67.009062
2014-11-07,71.440002,72.309998,71.400002,72.160004,7367200,67.798291
2014-11-10,72.82,73.220001,71.459999,71.599998,7301800,67.272136
2014-11-11,71.519997,71.949997,71.07,71.75,5921800,67.41307
2014-11-12,71.360001,71.879997,71.089996,71.199997,5750100,66.896312
2014-11-13,70.779999,71.0,69.540001,70.349998,7521000,66.097692
2014-11-14,70.57,71.459999,70.489998,71.410004,5272700,67.093625
2014-11-17,71.029999,71.769997,70.610001,71.419998,5100300,67.103016
2014-11-18,71.529999,72.150002,71.07,71.669998,5305700,67.337904
2014-11-19,72.360001,72.480003,71.32,72.129997,6372600,67.770099
2014-11-20,72.129997,73.25,72.129997,73.209999,5723800,68.78482
2014-11-21,74.470001,74.68,73.18,73.639999,8938200,69.188829
2014-11-24,73.559998,73.790001,72.660004,73.330002,6117700,68.897569
2014-11-25,73.900002,73.910004,71.57,71.730003,8905800,67.394283
2014-11-26,71.75,71.75,70.550003,70.830002,7391200,66.548682
2014-11-28,67.699997,68.139999,65.650002,66.07,11779100,62.076398
2014-12-01,65.93,67.900002,65.400002,67.769997,14028700,63.673638
2014-12-02,67.330002,69.580002,67.239998,69.209999,11668600,65.0266
2014-12-03,69.660004,71.220001,69.279999,70.800003,11904000,66.520496
2014-12-04,70.160004,70.43,68.68,69.309998,10649700,65.120554
2014-12-05,69.370003,69.370003,67.470001,67.849998,9822100,63.748805
2014-12-08,66.980003,67.129997,64.879997,65.029999,10164200,61.09926
2014-12-09,64.349998,66.25,63.369999,64.959999,12127800,61.033491
2014-12-10,63.91,64.150002,62.830002,63.540001,9843100,59.699325
2014-12-11,63.299999,65.449997,63.299999,63.610001,8175100,59.765093
2014-12-12,62.689999,63.790001,62.310001,62.450001,8678400,58.67521
2014-12-15,63.279999,63.5,61.5,61.689999,9823200,57.961146
2014-12-16,61.439999,64.980003,60.84,63.220001,12951500,59.398668
2014-12-17,64.139999,67.669998,64.010002,66.940002,15364100,62.893813
2014-12-18,69.220001,69.839996,66.660004,69.75,15948500,65.533961
2014-12-19,69.629997,71.0,68.629997,70.980003,17823400,66.689616
2014-12-22,70.080002,70.449997,68.489998,69.519997,9510100,65.31786
2014-12-23,70.32,71.370003,69.800003,71.050003,8170900,66.755385
2014-12-24,70.540001,70.629997,68.940002,70.129997,3849000,65.890989
2014-12-26,70.550003,70.790001,69.519997,69.879997,3335600,65.6561
2014-12-29,70.449997,70.68,69.550003,70.110001,5241500,65.872201
2014-12-30,69.610001,70.199997,69.269997,69.93,4537900,65.703081
2014-12-31,69.339996,69.75,68.699997,69.059998,5923600,64.885665
2015-01-02,68.5,69.480003,68.230003,68.919998,5701800,64.754128
2015-01-05,67.709999,67.980003,65.43,65.639999,10938900,61.672389
