Date,Open_COP,High_COP,Low_COP,Close_COP,Volume_COP,AdjClose_COP
2013-06-14,61.669998,61.709999,60.869999,61.029999,3327800,54.094778
2013-06-17,61.450001,62.049999,61.439999,61.939999,3664000,54.901369
2013-06-18,61.939999,62.23,61.75,62.099998,3437300,55.043187
2013-06-19,62.150002,62.57,61.709999,61.709999,5932600,54.697506
2013-06-20,61.130001,61.209999,60.119999,60.279999,7998200,53.430005
2013-06-21,60.77,60.799999,59.549999,60.360001,8780900,53.500916
2013-06-24,59.779999,59.900002,58.709999,59.349998,7389700,52.605687
2013-06-25,59.810001,60.02,59.369999,59.830002,6078400,53.031144
2013-06-26,60.369999,60.450001,59.759998,60.330002,4009600,53.474326
2013-06-27,60.619999,61.099998,60.310001,60.34,3704500,53.483188
2013-06-28,60.299999,60.77,60.040001,60.5,6160900,53.625007
2013-07-01,60.73,61.630001,60.73,61.23,5100100,54.272052
2013-07-02,61.209999,62.189999,61.049999,61.790001,6708000,54.768417
2013-07-03,61.470001,62.009998,61.060001,61.84,3780700,54.812734
2013-07-05,62.110001,62.419998,61.52,62.310001,4281700,55.229326
2013-07-08,62.509998,63.209999,62.310001,63.040001,5872800,55.876371
2013-07-09,63.310001,63.68,63.209999,63.5,4831500,56.284098
2013-07-10,63.619999,63.880001,63.310001,63.529999,4849600,56.310688
2013-07-11,64.110001,64.440002,63.880001,64.32,6187500,57.010916
2013-07-12,64.260002,64.849998,64.25,64.839996,16577100,57.471822
2013-07-15,64.790001,65.32,64.669998,65.260002,15601600,57.8441
2013-07-16,65.239998,65.400002,64.709999,64.949997,16526800,57.569323
2013-07-17,65.239998,65.639999,65.129997,65.559998,4853300,58.110005
2013-07-18,65.370003,65.779999,65.150002,65.300003,5061400,58.495201
2013-07-19,65.589996,66.0,65.279999,66.0,6958100,59.122253
2013-07-22,66.080002,66.169998,65.720001,65.830002,3984000,58.96997
2013-07-23,65.970001,66.239998,65.919998,66.120003,4089800,59.22975
2013-07-24,66.25,66.25,65.129997,65.589996,5025400,58.754975
2013-07-25,65.410004,65.93,65.300003,65.709999,4094800,58.862472
2013-07-26,65.410004,65.730003,65.330002,65.720001,3118000,58.871432
2013-07-29,65.540001,65.580002,64.900002,65.18,4255200,58.387704
2013-07-30,65.449997,65.459999,64.510002,64.830002,5285100,58.074178
2013-07-31,64.919998,65.639999,64.860001,64.860001,5529900,58.101051
2013-08-01,65.720001,66.290001,65.519997,66.089996,7272900,59.202871
2013-08-02,65.959999,67.230003,65.790001,67.230003,7520800,60.22408
2013-08-05,67.0,67.419998,66.57,67.190002,4002600,60.188247
2013-08-06,67.120003,67.470001,66.629997,67.089996,6248000,60.098663
2013-08-07,66.93,66.970001,66.279999,66.519997,4168400,59.588062
2013-08-08,67.040001,67.290001,66.370003,67.089996,4646200,60.098663
2013-08-09,67.010002,67.019997,66.169998,66.830002,3668600,59.865762
2013-08-12,66.32,66.519997,66.059998,66.099998,4489200,59.211831
2013-08-13,66.43,67.300003,66.300003,66.900002,4963300,59.928467
2013-08-14,67.150002,67.5,66.720001,67.160004,6488600,60.161374
2013-08-15,66.760002,67.699997,66.620003,67.620003,6475900,60.573438
2013-08-16,67.370003,67.910004,66.970001,67.379997,6536000,60.358443
2013-08-19,67.410004,67.410004,65.790001,65.830002,6449400,58.96997
2013-08-20,65.82,66.400002,65.559998,65.980003,5589600,59.10434
2013-08-21,65.970001,66.019997,65.290001,65.519997,4414200,58.69227
2013-08-22,65.580002,66.43,65.449997,66.150002,4100800,59.256623
2013-08-23,66.260002,66.650002,66.040001,66.550003,4396400,59.614941
2013-08-26,66.589996,66.940002,66.209999,66.309998,3214400,59.399946
2013-08-27,65.949997,66.559998,65.940002,66.019997,5352100,59.140166
2013-08-28,66.18,67.330002,66.18,66.769997,6656000,59.812009
2013-08-29,66.510002,66.550003,65.980003,66.160004,4382800,59.265583
2013-08-30,66.279999,66.540001,66.120003,66.300003,4963300,59.390993
2013-09-03,66.959999,66.989998,66.510002,66.790001,5541900,59.829929
2013-09-04,66.870003,68.099998,66.709999,67.660004,6529100,60.60927
2013-09-05,67.660004,68.110001,67.459999,67.769997,4285000,60.707801
2013-09-06,67.879997,68.769997,67.449997,68.199997,5990100,61.092992
2013-09-09,68.25,68.919998,68.050003,68.870003,5166400,61.693177
2013-09-10,68.900002,68.970001,68.309998,68.660004,4464700,61.505062
2013-09-11,68.730003,69.379997,68.580002,69.160004,3782500,61.952958
2013-09-12,69.190002,69.209999,68.720001,68.779999,3616300,61.612553
2013-09-13,69.139999,69.419998,68.879997,69.190002,3996100,61.979831
2013-09-16,69.769997,69.809998,69.139999,69.339996,4780300,62.114194
2013-09-17,69.309998,69.919998,69.260002,69.699997,3737500,62.436679
2013-09-18,69.589996,70.940002,69.419998,70.559998,5209400,63.207061
2013-09-19,70.599998,70.910004,70.059998,70.839996,4741300,63.457881
2013-09-20,70.849998,71.089996,70.269997,71.0,10130600,63.601211
2013-09-23,70.660004,70.730003,69.800003,70.580002,4680500,63.22498
2013-09-24,70.629997,71.040001,70.339996,70.400002,5739700,63.063738
2013-09-25,70.489998,70.690002,70.029999,70.32,3970000,62.992073
2013-09-26,70.339996,70.440002,69.889999,70.230003,3836600,62.911455
2013-09-27,70.160004,70.379997,69.919998,70.309998,3423000,62.983113
2013-09-30,69.690002,69.919998,69.300003,69.510002,4802100,62.266484
2013-10-01,69.459999,70.449997,69.32,70.040001,4141300,62.741252
2013-10-02,70.019997,70.57,69.75,70.360001,5022400,63.027905
2013-10-03,70.190002,70.32,69.57,70.169998,6550800,62.857703
2013-10-04,70.18,70.989998,70.029999,70.970001,4996700,63.574339
2013-10-07,70.400002,71.18,70.150002,70.879997,4621600,63.493714
2013-10-08,70.769997,71.129997,70.150002,70.169998,5142800,62.857703
2013-10-09,70.239998,70.389999,69.620003,69.769997,5768400,62.499385
2013-10-10,69.800003,71.110001,69.690002,71.080002,4454400,64.308868
2013-10-11,70.82,71.849998,70.760002,71.709999,4592100,64.878852
2013-10-14,71.300003,72.029999,71.25,71.959999,4223800,65.105036
2013-10-15,71.900002,72.25,71.470001,71.889999,6252200,65.041705
2013-10-16,72.32,73.089996,72.199997,72.959999,5534800,66.009776
2013-10-17,72.68,73.470001,72.540001,73.410004,4494300,66.416912
2013-10-18,73.580002,73.589996,72.730003,73.43,5223700,66.435004
2013-10-21,73.529999,73.580002,72.900002,73.050003,3407000,66.091206
2013-10-22,73.260002,73.529999,72.879997,73.260002,3597300,66.2812
2013-10-23,72.919998,72.919998,71.949997,72.389999,4442600,65.494075
2013-10-24,72.669998,73.489998,72.440002,73.389999,3707900,66.398814
2013-10-25,73.529999,74.099998,73.010002,74.059998,4218700,67.004987
2013-10-28,73.910004,74.059998,73.599998,73.889999,3480100,66.851183
2013-10-29,74.199997,74.589996,74.0,74.339996,3389900,67.258313
2013-10-30,74.400002,74.480003,72.870003,73.25,5278500,66.272151
2013-10-31,73.660004,74.480003,73.279999,73.330002,5556600,66.344532
2013-11-01,73.559998,73.559998,72.209999,73.089996,4921000,66.127389
2013-11-04,73.370003,73.510002,72.839996,73.330002,3604300,66.344532
2013-11-05,73.029999,73.279999,72.5,72.57,4592500,65.656928
2013-11-06,73.190002,73.970001,73.110001,73.900002,5644300,66.860233
2013-11-07,73.849998,73.93,72.269997,72.510002,5836600,65.602646
2013-11-08,72.489998,73.720001,72.370003,73.690002,4819600,66.670238
2013-11-11,73.459999,73.830002,73.330002,73.559998,2786700,66.552618
2013-11-12,73.25,73.470001,72.610001,72.82,3125000,65.883113
2013-11-13,72.739998,73.360001,72.57,73.339996,3463600,66.353574
2013-11-14,73.580002,73.800003,73.199997,73.68,3833000,66.661189
2013-11-15,73.550003,73.57,72.75,73.300003,5341200,66.317391
2013-11-18,73.470001,73.629997,72.199997,72.309998,4718300,65.421694
2013-11-19,72.120003,72.690002,71.760002,72.260002,7124200,65.376461
2013-11-20,72.489998,72.93,72.089996,72.25,4139300,65.367412
2013-11-21,72.470001,73.599998,72.400002,73.339996,3988900,66.353574
2013-11-22,73.489998,74.07,73.239998,74.019997,3633800,66.968797
2013-11-25,73.760002,73.919998,72.75,72.809998,5294800,65.874063
2013-11-26,72.82,73.510002,72.489998,72.93,4089800,65.982635
2013-11-27,72.940002,73.400002,72.379997,72.620003,3301300,65.702168
2013-11-29,72.639999,73.540001,72.5,72.800003,2434300,65.865021
2013-12-02,73.389999,73.489998,72.25,72.57,5696100,65.656928
2013-12-03,72.470001,73.139999,72.139999,72.470001,5411900,65.566455
2013-12-04,72.339996,72.620003,71.120003,71.410004,5399100,64.607434
2013-12-05,71.209999,71.349998,70.120003,70.839996,5040400,64.091726
2013-12-06,71.18,71.480003,70.199997,70.769997,5560700,64.028394
2013-12-09,70.550003,70.989998,70.199997,70.440002,4952900,63.729836
2013-12-10,70.199997,70.629997,69.809998,70.309998,4712300,63.612215
2013-12-11,70.309998,70.330002,69.050003,69.110001,5776900,62.526531
2013-12-12,69.129997,69.790001,68.910004,69.480003,5714600,62.861287
2013-12-13,69.540001,70.160004,69.290001,69.43,4649000,62.816047
2013-12-16,69.699997,70.139999,69.519997,69.790001,4167400,63.141754
2013-12-17,69.82,69.849998,69.050003,69.059998,4880900,62.481291
2013-12-18,69.449997,69.599998,68.230003,69.400002,7959500,62.788906
2013-12-19,68.910004,69.379997,68.720001,69.080002,6962200,62.49939
2013-12-20,69.110001,70.489998,69.050003,69.879997,8311700,63.223177
2013-12-23,70.080002,70.75,69.449997,69.559998,4177400,62.933661
2013-12-24,69.629997,69.980003,69.309998,69.93,1625000,63.268417
2013-12-26,70.0,70.440002,69.93,70.190002,2413200,63.503651
2013-12-27,70.07,70.589996,70.059998,70.389999,1965600,63.684596
2013-12-30,70.470001,70.639999,69.870003,69.910004,3035400,63.250325
2013-12-31,69.949997,70.739998,69.75,70.650002,3281300,63.91983
2014-01-02,70.269997,70.919998,69.529999,69.779999,4351800,63.132705
2014-01-03,70.080002,70.349998,69.830002,69.959999,3095000,63.295558
2014-01-06,70.339996,70.809998,70.019997,70.260002,4418300,63.566982
2014-01-07,70.25,70.489998,69.959999,70.370003,3659500,63.666504
2014-01-08,70.480003,70.480003,69.519997,69.690002,6405300,63.051281
2014-01-09,69.809998,69.93,69.129997,69.459999,4078900,62.843188
2014-01-10,69.620003,69.779999,68.790001,68.870003,4799400,62.309395
2014-01-13,68.68,68.75,67.480003,67.739998,7244000,61.287036
2014-01-14,67.830002,68.379997,67.660004,68.32,4783800,61.811786
2014-01-15,68.370003,68.699997,67.809998,68.080002,4573700,61.594651
2014-01-16,68.050003,68.07,67.089996,67.830002,5356700,61.368466
2014-01-17,68.019997,68.290001,67.5,67.510002,4852000,61.078949
2014-01-21,68.080002,68.269997,67.709999,68.260002,4711800,61.757504
2014-01-22,68.489998,68.790001,68.050003,68.370003,4100700,61.857026
2014-01-23,68.050003,68.589996,67.599998,67.849998,4333500,61.386557
2014-01-24,67.769997,67.769997,66.400002,66.57,6016100,60.228492
2014-01-27,66.279999,66.599998,65.639999,65.860001,5381000,59.586128
2014-01-28,65.949997,66.279999,65.730003,66.209999,4338000,59.902786
2014-01-29,66.169998,66.209999,65.339996,65.82,5671600,59.549938
2014-01-30,66.599998,66.650002,65.32,65.75,5527800,59.486606
2014-01-31,65.050003,65.480003,64.349998,64.949997,10717600,58.762812
2014-02-03,65.099998,65.389999,63.77,63.860001,7768000,57.77665
2014-02-04,64.019997,64.080002,63.450001,63.709999,6543700,57.640937
2014-02-05,63.68,63.810001,62.740002,63.459999,6528300,57.414753
2014-02-06,63.68,64.400002,63.459999,64.300003,5546800,58.174737
2014-02-07,64.790001,65.0,64.160004,64.970001,5337100,58.780911
2014-02-10,64.959999,64.959999,64.129997,64.580002,5854800,58.428063
2014-02-11,64.650002,65.699997,64.599998,65.57,5754200,59.323753
2014-02-12,66.629997,66.790001,65.089996,65.220001,6962800,59.007096
2014-02-13,64.440002,65.110001,64.230003,64.709999,5844700,59.171686
2014-02-14,64.660004,65.650002,64.5,65.529999,4596800,59.921505
2014-02-18,65.57,65.730003,65.199997,65.370003,4877100,59.775202
2014-02-19,65.260002,66.0,64.989998,65.0,6144900,59.436867
2014-02-20,64.980003,65.199997,64.870003,64.919998,6111800,59.363712
2014-02-21,64.989998,65.029999,64.629997,64.68,6576200,59.144255
2014-02-24,65.0,66.790001,64.980003,66.419998,8054500,60.735332
2014-02-25,66.300003,66.849998,66.139999,66.519997,5871500,60.826772
2014-02-26,66.629997,66.800003,65.830002,66.129997,5159400,60.470151
2014-02-27,66.0,66.25,65.330002,66.25,4988900,60.579883
2014-02-28,66.290001,66.879997,65.620003,66.5,6263300,60.808487
2014-03-03,66.360001,67.199997,65.980003,66.309998,6218300,60.634746
2014-03-04,66.800003,66.889999,66.349998,66.5,4906600,60.808487
2014-03-05,66.580002,67.0,66.25,66.300003,4671500,60.625607
2014-03-06,66.599998,66.669998,66.300003,66.389999,3996600,60.707901
2014-03-07,66.639999,67.0,66.309998,66.510002,4938700,60.817633
2014-03-10,66.400002,66.940002,66.099998,66.889999,3711400,61.165107
2014-03-11,67.0,67.389999,66.279999,66.529999,4415600,60.835918
2014-03-12,66.169998,66.75,66.010002,66.540001,4135300,60.845064
2014-03-13,66.779999,66.839996,66.089996,66.32,4531900,60.643892
2014-03-14,66.089996,66.709999,66.040001,66.599998,4648300,60.899927
2014-03-17,66.739998,67.290001,66.650002,67.290001,4663900,61.530874
2014-03-18,67.419998,68.120003,67.349998,68.099998,5658600,62.271547
2014-03-19,68.379997,68.410004,67.029999,67.5,4322600,61.7229
2014-03-20,67.410004,68.0,67.110001,67.900002,3968600,62.088667
2014-03-21,68.459999,68.480003,67.470001,67.480003,9094200,61.704615
2014-03-24,67.68,68.07,67.410004,67.559998,5339900,61.777763
2014-03-25,67.940002,68.470001,67.68,68.389999,5986600,62.536727
2014-03-26,68.709999,69.190002,68.489998,68.599998,5732100,62.728753
2014-03-27,68.610001,69.610001,68.610001,69.290001,6049900,63.359701
2014-03-28,69.43,70.400002,69.169998,70.349998,5763100,64.328977
2014-03-31,70.760002,70.989998,70.129997,70.349998,5020800,64.328977
2014-04-01,70.470001,70.669998,70.129997,70.309998,4957700,64.292399
2014-04-02,70.309998,71.0,70.25,70.889999,5672800,64.822761
2014-04-03,70.919998,70.919998,70.18,70.199997,5161000,64.191813
2014-04-04,70.830002,71.0,70.040001,70.220001,5520200,64.210105
2014-04-07,70.239998,70.239998,69.330002,69.480003,5528800,63.533441
2014-04-08,70.010002,70.230003,69.459999,70.07,5751200,64.072942
2014-04-09,70.110001,71.559998,70.07,71.540001,7536400,65.417131
2014-04-10,70.730003,70.830002,69.709999,69.709999,7581100,63.743753
2014-04-11,70.279999,71.360001,69.980003,70.870003,8390800,64.804475
2014-04-14,71.629997,71.629997,70.589996,71.510002,6240700,65.389699
2014-04-15,71.470001,73.019997,71.290001,72.940002,7615000,66.697311
2014-04-16,73.379997,73.870003,73.190002,73.779999,7284800,67.465415
2014-04-17,73.57,74.889999,73.550003,74.769997,7230400,68.370682
2014-04-21,74.730003,74.949997,74.199997,74.599998,6328900,68.215233
2014-04-22,74.690002,74.690002,73.940002,74.169998,5086300,67.822035
2014-04-23,74.160004,74.540001,73.949997,74.019997,5285700,67.684872
2014-04-24,74.419998,74.639999,73.949997,74.489998,5250300,68.114647
2014-04-25,74.440002,74.5,74.150002,74.400002,4658500,68.032353
2014-04-28,74.559998,74.830002,74.080002,74.650002,5190800,68.260957
2014-04-29,74.989998,75.339996,74.669998,74.68,5293400,68.288388
2014-04-30,75.029999,75.029999,74.169998,74.309998,6853600,67.950053
2014-05-01,75.010002,75.330002,74.050003,75.029999,5895900,68.608431
2014-05-02,74.879997,76.849998,74.870003,76.519997,9359500,69.970905
2014-05-05,76.400002,77.300003,76.220001,76.889999,5842700,70.309241
2014-05-06,77.199997,77.300003,76.639999,77.080002,5020100,70.482981
2014-05-07,77.620003,78.220001,77.339996,78.110001,7189300,71.424826
2014-05-08,77.919998,78.07,76.769997,77.010002,6709900,70.418973
2014-05-09,77.099998,77.650002,76.910004,77.639999,5609600,70.995051
2014-05-12,78.110001,78.419998,77.790001,78.410004,4979100,71.699153
2014-05-13,78.449997,78.82,78.239998,78.639999,5229000,71.909464
