Date,Open_SPGI,High_SPGI,Low_SPGI,Close_SPGI,Volume_SPGI,AdjClose_SPGI
2013-06-14,55.060001,55.27,54.540001,54.73,825800,52.398927
2013-06-17,54.950001,55.150002,54.490002,55.049999,1337000,52.705297
2013-06-18,54.959999,56.110001,54.880001,56.080002,1173000,53.69143
2013-06-19,56.16,56.549999,55.509998,55.509998,1350900,53.145704
2013-06-20,54.869999,55.84,53.009998,54.57,2180100,52.245742
2013-06-21,54.5,54.950001,53.049999,54.41,3723500,52.092557
2013-06-24,53.57,54.119999,52.68,53.200001,1623500,50.934094
2013-06-25,53.98,53.98,52.77,53.040001,1554000,50.780909
2013-06-26,53.220001,53.59,53.060001,53.150002,1270000,50.886225
2013-06-27,53.68,53.689999,52.91,53.27,1723500,51.001112
2013-06-28,53.240002,53.650002,52.860001,53.189999,2661200,50.924518
2013-07-01,53.560001,54.880001,53.450001,54.060001,1444300,51.757465
2013-07-02,54.110001,54.990002,53.799999,53.990002,967200,51.690447
2013-07-03,53.869999,54.369999,53.700001,54.279999,286400,51.968093
2013-07-05,54.580002,54.970001,54.400002,54.869999,649700,52.532963
2013-07-08,55.18,56.16,55.009998,55.689999,1083900,53.318038
2013-07-09,55.740002,56.110001,55.32,55.509998,1510900,53.145704
2013-07-10,55.439999,55.970001,55.330002,55.889999,961700,53.50952
2013-07-11,56.459999,57.610001,56.32,57.560001,1402000,55.108393
2013-07-12,57.380001,57.759998,57.200001,57.439999,1194500,54.993501
2013-07-15,57.759998,59.0,57.209999,58.799999,1798800,56.295576
2013-07-16,58.5,58.5,57.16,57.560001,1379600,55.108393
2013-07-17,57.689999,57.91,57.23,57.580002,869600,55.127541
2013-07-18,57.57,57.98,57.459999,57.950001,947600,55.481781
2013-07-19,57.779999,58.639999,57.779999,58.490002,1145200,55.998782
2013-07-22,58.580002,59.080002,58.330002,59.0,1025900,56.487059
2013-07-23,58.919998,59.0,57.27,57.860001,1453900,55.395614
2013-07-24,58.16,59.669998,58.16,59.48,1668300,56.946614
2013-07-25,55.720001,61.32,55.720001,60.099998,2685300,57.540206
2013-07-26,59.09,60.650002,58.950001,60.5,1370400,57.92317
2013-07-29,60.310001,60.5,59.610001,59.790001,915100,57.243412
2013-07-30,60.209999,60.5,59.939999,60.279999,797700,57.712539
2013-07-31,60.209999,62.360001,60.209999,61.860001,1625500,59.225245
2013-08-01,62.200001,62.98,61.880001,62.610001,1407800,59.943301
2013-08-02,62.18,62.84,61.970001,62.759998,681200,60.08691
2013-08-05,62.240002,63.029999,62.23,63.009998,858700,60.326262
2013-08-06,63.02,64.220001,62.400002,63.34,1024600,60.642208
2013-08-07,63.259998,63.310001,61.91,62.880001,1746400,60.201802
2013-08-08,63.68,63.68,62.139999,62.950001,1326500,60.26882
2013-08-09,62.610001,63.299999,62.540001,62.759998,942000,60.08691
2013-08-12,62.549999,63.040001,62.18,62.709999,892300,60.039041
2013-08-13,62.939999,63.869999,62.419998,63.57,1600000,60.862412
2013-08-14,63.360001,63.400002,61.459999,61.529999,1131600,58.909299
2013-08-15,60.959999,61.349998,60.060001,60.299999,1221700,57.731688
2013-08-16,60.209999,61.09,60.200001,60.66,1167700,58.076355
2013-08-19,60.560001,60.82,59.950001,60.0,793800,57.444466
2013-08-20,60.110001,60.34,59.560001,60.150002,834000,57.588079
2013-08-21,60.099998,60.240002,58.990002,59.25,898800,56.726411
2013-08-22,59.349998,60.220001,58.830002,60.009998,963600,57.454039
2013-08-23,60.310001,60.310001,59.57,60.0,2047300,57.713753
2013-08-26,60.360001,60.650002,59.709999,60.169998,1016500,57.877274
2013-08-27,59.310001,59.509998,58.419998,58.459999,613200,56.232432
2013-08-28,58.459999,59.169998,58.23,58.68,719700,56.444051
2013-08-29,59.060001,59.060001,58.41,58.610001,929200,56.376718
2013-08-30,58.639999,58.82,58.240002,58.369999,1098000,56.145862
2013-09-03,59.080002,60.259998,58.59,59.919998,1923800,57.6368
2013-09-04,60.93,60.93,59.240002,59.799999,1937200,57.521373
2013-09-05,59.75,60.16,59.509998,59.849998,1046300,57.569467
2013-09-06,60.169998,60.290001,59.099998,60.029999,1315900,57.742609
2013-09-09,60.07,61.389999,60.07,61.18,1578400,58.84879
2013-09-10,61.389999,62.029999,61.360001,61.950001,967600,59.589451
2013-09-11,61.959999,62.43,61.700001,62.220001,944200,59.849163
2013-09-12,62.450001,62.450001,61.5,62.029999,928400,59.6664
2013-09-13,62.09,62.099998,61.439999,61.740002,692000,59.387453
2013-09-16,62.169998,63.209999,62.169998,63.009998,924600,60.609058
2013-09-17,62.950001,64.650002,62.82,64.489998,1279200,62.032663
2013-09-18,64.360001,64.75,63.18,64.75,1544400,62.282758
2013-09-19,64.75,65.580002,64.599998,65.419998,1141400,62.927227
2013-09-20,65.419998,65.949997,64.82,65.68,1578700,63.177322
2013-09-23,66.959999,66.959999,64.910004,65.580002,715000,63.081134
2013-09-24,65.709999,66.519997,65.309998,66.029999,1134600,63.513984
2013-09-25,66.080002,66.279999,65.230003,65.480003,1034100,62.984946
2013-09-26,65.510002,66.400002,65.389999,66.0,1025400,63.485128
2013-09-27,65.440002,66.129997,65.32,65.919998,1045700,63.408175
2013-09-30,65.470001,65.93,65.07,65.589996,999300,63.090747
2013-10-01,65.82,67.230003,65.589996,67.029999,1264400,64.47588
2013-10-02,66.529999,66.830002,65.809998,66.650002,966300,64.110362
2013-10-03,66.529999,66.739998,65.5,65.790001,958800,63.283131
2013-10-04,65.660004,66.589996,65.660004,66.029999,860900,63.513984
2013-10-07,65.669998,66.269997,65.610001,65.870003,675400,63.360084
2013-10-08,65.970001,66.940002,65.459999,65.550003,1616800,63.052278
2013-10-09,65.540001,66.110001,65.339996,66.0,1262800,63.485128
2013-10-10,66.5,67.940002,66.330002,67.900002,1133300,65.312732
2013-10-11,67.459999,67.980003,66.980003,67.849998,1070000,65.264634
2013-10-14,67.190002,67.970001,66.959999,67.889999,534700,65.303111
2013-10-15,67.849998,67.889999,66.989998,67.209999,714500,64.649021
2013-10-16,67.620003,68.989998,67.620003,68.769997,814500,66.149577
2013-10-17,68.5,69.470001,68.239998,69.220001,1224900,66.582434
2013-10-18,69.32,69.410004,68.849998,68.93,2088200,66.303484
2013-10-21,69.0,69.790001,68.650002,69.790001,1290100,67.130715
2013-10-22,70.43,70.879997,68.699997,70.650002,1657900,67.957946
2013-10-23,69.989998,70.93,69.769997,70.769997,919100,68.073368
2013-10-24,74.370003,74.370003,70.839996,71.419998,2410200,68.698602
2013-10-25,68.669998,71.370003,68.669998,71.349998,1669000,68.63127
2013-10-28,71.239998,71.239998,70.330002,70.43,1899300,67.746327
2013-10-29,71.389999,71.760002,71.010002,71.699997,1930000,68.967932
2013-10-30,71.540001,71.669998,70.07,70.610001,989200,67.919469
2013-10-31,70.690002,70.690002,69.190002,69.68,1472400,67.024905
2013-11-01,70.110001,71.209999,70.059998,71.080002,1418800,68.371561
2013-11-04,71.370003,71.480003,70.849998,71.32,1233800,68.602414
2013-11-05,71.260002,71.400002,70.690002,71.029999,759200,68.323463
2013-11-06,71.389999,71.620003,70.660004,70.870003,753000,68.169564
2013-11-07,70.870003,71.190002,69.830002,69.870003,852400,67.207668
2013-11-08,69.980003,71.419998,69.779999,71.419998,987400,68.698602
2013-11-11,71.519997,72.0,71.0,71.529999,773700,68.804411
2013-11-12,71.199997,71.559998,70.870003,71.169998,907200,68.458128
2013-11-13,70.889999,71.290001,70.370003,71.230003,1046300,68.515847
2013-11-14,71.629997,72.459999,71.470001,72.290001,1195400,69.535454
2013-11-15,72.25,72.610001,71.910004,72.120003,1025000,69.371934
2013-11-18,72.480003,73.209999,72.209999,72.839996,1426400,70.064493
2013-11-19,72.650002,73.879997,72.489998,73.559998,1141500,70.757059
2013-11-20,73.5,73.900002,72.980003,73.290001,788700,70.49735
2013-11-21,73.650002,74.0,73.370003,73.75,1516000,70.939821
2013-11-22,73.360001,74.470001,73.050003,74.279999,1061300,71.721925
2013-11-25,74.279999,74.489998,73.699997,73.82,505900,71.277768
2013-11-26,73.830002,74.120003,73.540001,73.699997,687700,71.161898
2013-11-27,75.849998,75.849998,73.82,74.580002,736100,72.011597
2013-11-29,74.43,74.879997,74.0,74.5,523900,71.93435
2013-12-02,74.400002,75.790001,74.169998,74.279999,1422400,71.721925
2013-12-03,73.970001,74.309998,73.209999,73.400002,1369300,70.872234
2013-12-04,72.970001,74.900002,72.440002,73.940002,2478200,71.393638
2013-12-05,73.730003,74.080002,73.18,73.699997,1262100,71.161898
2013-12-06,74.260002,74.769997,73.779999,74.730003,1301700,72.156433
2013-12-09,74.93,75.32,74.120003,74.290001,1025600,71.731583
2013-12-10,74.080002,74.279999,73.540001,73.809998,685500,71.26811
2013-12-11,74.019997,74.129997,71.75,71.959999,1527300,69.481822
2013-12-12,73.370003,73.370003,71.589996,72.010002,1321200,69.530104
2013-12-13,72.169998,72.68,72.050003,72.199997,925200,69.713555
2013-12-16,71.160004,73.889999,71.160004,73.660004,1215200,71.123282
2013-12-17,73.550003,73.769997,72.830002,72.839996,896200,70.331514
2013-12-18,73.220001,74.309998,72.040001,74.25,1156600,71.69296
2013-12-19,74.199997,74.290001,73.400002,73.82,1019800,71.277768
2013-12-20,74.110001,76.160004,73.800003,76.0,3826600,73.382693
2013-12-23,76.550003,76.790001,75.480003,76.230003,910000,73.604775
2013-12-24,76.5,76.809998,75.809998,76.739998,394000,74.097206
2013-12-26,76.769997,77.480003,76.559998,77.190002,566600,74.531714
2013-12-27,77.139999,77.589996,76.809998,77.470001,722900,74.80207
2013-12-30,77.260002,77.589996,76.800003,77.580002,613500,74.908282
2013-12-31,77.870003,78.809998,77.790001,78.199997,743600,75.506926
2014-01-02,77.440002,77.779999,76.529999,77.75,1293100,75.072426
2014-01-03,77.830002,77.879997,76.959999,77.540001,946600,74.869659
2014-01-06,77.800003,77.940002,77.089996,77.379997,919600,74.715165
2014-01-07,77.779999,78.279999,77.639999,78.059998,1117200,75.371748
2014-01-08,77.839996,78.120003,77.25,77.940002,1604800,75.255885
2014-01-09,78.25,78.410004,77.949997,78.150002,1093900,75.458652
2014-01-10,78.120003,78.449997,77.32,78.040001,1050600,75.35244
2014-01-13,78.040001,78.349998,76.559998,76.629997,1336000,73.990994
2014-01-14,76.75,77.57,76.32,77.559998,1731400,74.888967
2014-01-15,75.589996,78.019997,75.589996,77.32,2383500,74.657234
2014-01-16,76.489998,76.699997,76.029999,76.440002,1125200,73.807542
2014-01-17,76.559998,77.160004,75.669998,76.75,1758000,74.106864
2014-01-21,77.25,77.699997,76.18,76.550003,826600,73.913755
2014-01-22,76.739998,76.93,76.029999,76.559998,682800,73.923405
2014-01-23,75.839996,76.330002,74.940002,75.089996,968300,72.504028
2014-01-24,74.400002,75.050003,73.220001,73.269997,1703200,70.746706
2014-01-27,73.410004,74.57,72.830002,73.830002,1448500,71.287426
2014-01-28,73.940002,75.300003,73.860001,75.169998,1317400,72.581275
2014-01-29,74.43,75.980003,74.309998,74.980003,2419900,72.397823
2014-01-30,75.059998,77.300003,74.980003,76.769997,2289600,74.126172
2014-01-31,75.540001,76.800003,75.440002,76.040001,2434100,73.421316
2014-02-03,76.0,76.949997,74.07,74.389999,3697800,71.828138
2014-02-04,74.599998,78.370003,74.190002,77.019997,2887400,74.367563
2014-02-05,76.610001,77.260002,75.860001,76.900002,2094700,74.2517
2014-02-06,76.900002,77.449997,76.769997,77.349998,1680700,74.6862
2014-02-07,78.459999,81.080002,77.769997,79.970001,2780600,77.215974
2014-02-10,79.769997,79.93,79.0,79.339996,1725200,76.607666
2014-02-11,80.120003,80.620003,78.989998,80.410004,2188600,77.640824
2014-02-12,80.5,81.910004,80.080002,81.540001,1694800,78.731906
2014-02-13,80.879997,81.970001,80.559998,81.910004,1145200,79.089166
2014-02-14,81.510002,82.050003,81.029999,81.529999,1305000,78.722248
2014-02-18,81.480003,82.089996,81.209999,81.25,1592400,78.451892
2014-02-19,80.68,81.720001,80.480003,80.5,1273400,77.727721
2014-02-20,80.849998,81.040001,79.849998,80.639999,1686300,77.862899
2014-02-21,80.809998,81.080002,80.139999,80.220001,1298600,77.457365
2014-02-24,80.540001,80.919998,80.050003,80.150002,1765800,77.680279
2014-02-25,80.239998,80.489998,79.620003,79.989998,1400800,77.525206
2014-02-26,80.029999,80.389999,79.459999,79.559998,1366300,77.108455
2014-02-27,79.599998,79.949997,79.25,79.690002,1019700,77.234454
2014-02-28,79.360001,79.860001,79.080002,79.660004,1575500,77.20538
2014-03-03,78.419998,78.889999,77.959999,78.389999,2828500,75.974509
2014-03-04,79.470001,80.25,79.25,80.230003,2677400,77.757816
2014-03-05,80.0,81.129997,79.339996,80.839996,1663500,78.349013
2014-03-06,80.959999,82.050003,80.660004,81.529999,1300300,79.017753
2014-03-07,81.790001,82.059998,81.150002,81.699997,969700,79.182513
2014-03-10,81.529999,82.290001,81.220001,82.040001,1437500,79.512041
2014-03-11,82.099998,82.389999,80.82,80.940002,1774100,78.445937
2014-03-12,80.769997,81.949997,80.400002,81.910004,1600800,79.386049
2014-03-13,82.0,82.0,79.720001,79.830002,1472600,77.37014
2014-03-14,79.699997,80.459999,79.459999,79.550003,2149400,77.098769
2014-03-17,80.0,80.870003,79.760002,80.269997,1919300,77.796577
2014-03-18,80.459999,80.480003,79.330002,79.339996,1728700,76.895233
2014-03-19,79.25,79.470001,78.309998,78.830002,3730600,76.400954
2014-03-20,78.550003,78.660004,77.379997,77.43,2532400,75.044091
2014-03-21,78.5,78.919998,76.870003,76.870003,3329600,74.501349
2014-03-24,76.980003,77.300003,75.269997,75.75,2173200,73.415858
2014-03-25,75.860001,76.57,75.599998,75.949997,1670000,73.609692
2014-03-26,76.150002,77.279999,75.43,75.470001,2983000,73.144487
2014-03-27,75.629997,75.779999,74.190002,74.529999,2202300,72.23345
2014-03-28,74.900002,75.599998,74.449997,75.010002,2676200,72.698662
2014-03-31,75.709999,76.349998,75.660004,76.300003,1758900,73.948914
2014-04-01,76.43,77.889999,76.209999,77.809998,1669400,75.412379
2014-04-02,77.739998,77.870003,76.709999,76.910004,1702400,74.540118
2014-04-03,77.209999,77.410004,76.209999,76.370003,1154200,74.016756
2014-04-04,76.849998,77.120003,75.139999,75.169998,1257500,72.853728
2014-04-07,75.239998,75.669998,74.330002,74.849998,1850300,72.543589
2014-04-08,74.580002,75.199997,73.919998,75.040001,2033400,72.727737
2014-04-09,75.360001,76.610001,75.160004,76.599998,1588800,74.239665
2014-04-10,76.550003,76.550003,73.260002,73.410004,1264200,71.147966
2014-04-11,73.129997,73.349998,71.980003,71.980003,1281800,69.762029
2014-04-14,72.449997,73.220001,71.93,72.980003,1923700,70.731216
2014-04-15,73.25,74.449997,72.040001,73.379997,1211900,71.118884
2014-04-16,74.019997,75.440002,73.739998,75.43,1002900,73.105719
2014-04-17,75.25,76.900002,75.25,76.669998,1435400,74.307508
2014-04-21,76.669998,76.730003,75.93,76.510002,1043700,74.152442
2014-04-22,76.519997,77.160004,76.269997,76.709999,859000,74.346276
2014-04-23,76.709999,77.279999,76.419998,76.720001,578800,74.35597
2014-04-24,77.019997,77.050003,75.82,75.989998,869200,73.648461
2014-04-25,75.919998,75.989998,74.599998,75.050003,1277500,72.737431
2014-04-28,75.580002,75.93,74.220001,75.07,914000,72.756811
2014-04-29,75.540001,76.169998,73.93,74.050003,1116300,71.768245
2014-04-30,74.580002,75.290001,73.449997,73.93,1653300,71.651939
2014-05-01,74.010002,74.269997,73.230003,74.07,2456400,71.787625
2014-05-02,74.0,74.599998,73.470001,74.07,1716500,71.787625
2014-05-05,73.529999,75.709999,73.040001,75.629997,1865800,73.299553
2014-05-06,75.860001,76.57,75.220001,76.190002,2111100,73.842302
2014-05-07,76.32,76.550003,75.019997,76.07,1184700,73.725997
2014-05-08,76.169998,78.25,76.080002,77.57,1485300,75.179777
2014-05-09,77.32,78.739998,77.019997,78.690002,1745100,76.265268
2014-05-12,79.059998,79.720001,78.940002,79.470001,1830000,77.021232
2014-05-13,79.199997,79.82,78.75,79.099998,1165800,76.662631
2014-05-14,78.949997,79.110001,77.449997,77.510002,1560300,75.121628
2014-05-15,77.419998,77.459999,76.120003,76.400002,1466200,74.045831
2014-05-16,76.480003,78.25,76.269997,77.980003,1499800,75.577147
2014-05-19,77.580002,78.620003,77.5,78.540001,867300,76.119889
2014-05-20,78.300003,78.650002,77.489998,77.57,1039200,75.179777
2014-05-21,78.019997,78.800003,77.949997,78.639999,621500,76.216806
2014-05-22,78.699997,79.739998,78.550003,79.639999,1039200,77.185992
2014-05-23,79.260002,79.75,78.949997,79.580002,608000,77.419478
2014-05-27,79.800003,81.199997,79.660004,81.040001,1320400,78.839839
2014-05-28,80.650002,81.809998,80.150002,81.32,1191100,79.112236
2014-05-29,81.309998,81.769997,80.940002,81.68,760900,79.462463
2014-05-30,81.260002,81.900002,80.93,81.769997,1215200,79.550016
2014-06-02,81.949997,82.589996,81.690002,82.379997,863800,80.143456
2014-06-03,81.889999,82.379997,81.400002,81.519997,1136400,79.306804
2014-06-04,81.269997,81.839996,81.019997,81.440002,831400,79.228981
2014-06-05,81.480003,82.440002,81.099998,82.32,1112200,80.085087
2014-06-06,82.599998,83.720001,82.400002,83.690002,945800,81.417896
2014-06-09,83.519997,84.230003,83.220001,84.230003,969800,81.943236
2014-06-10,83.419998,84.489998,83.419998,84.410004,1221800,82.11835
2014-06-11,84.309998,84.809998,84.059998,84.699997,832000,82.40047
2014-06-12,84.510002,84.739998,83.559998,83.900002,1318600,81.622194
2014-06-13,83.879997,84.019997,82.900002,83.360001,917200,81.096853
2014-06-16,83.459999,83.459999,82.419998,82.769997,1251700,80.522867
2014-06-17,82.669998,83.610001,82.489998,82.529999,1355000,80.289385
2014-06-18,82.730003,83.129997,81.989998,83.029999,1016300,80.775811
