Date,Open_SPGI,High_SPGI,Low_SPGI,Close_SPGI,Volume_SPGI,AdjClose_SPGI
2014-06-19,83.239998,83.559998,82.349998,82.800003,855400,80.552059
2014-06-20,82.879997,82.879997,82.150002,82.709999,1541800,80.464499
2014-06-23,83.07,83.07,82.470001,82.980003,811400,80.727173
2014-06-24,82.790001,83.93,82.480003,82.949997,1465800,80.697981
2014-06-25,82.550003,83.300003,82.459999,82.559998,829500,80.318569
2014-06-26,82.639999,82.919998,82.050003,82.709999,620100,80.464499
2014-06-27,82.709999,83.330002,82.650002,83.199997,2241200,80.941193
2014-06-30,83.480003,83.57,82.93,83.029999,1220100,80.775811
2014-07-01,83.290001,84.459999,83.160004,83.800003,1431100,81.52491
2014-07-02,83.620003,84.089996,83.489998,83.800003,1130300,81.52491
2014-07-03,83.949997,84.669998,83.690002,84.5,584700,82.205903
2014-07-07,84.019997,84.07,83.339996,83.400002,650800,81.135768
2014-07-08,83.440002,83.550003,82.559998,82.650002,990300,80.40613
2014-07-09,82.239998,82.879997,82.029999,82.300003,1169800,80.065634
2014-07-10,81.519997,82.150002,81.32,81.660004,1218700,79.44301
2014-07-11,81.669998,82.220001,81.139999,82.010002,801800,79.783506
2014-07-14,82.650002,83.260002,82.349998,82.879997,1759000,80.629881
2014-07-15,82.550003,83.540001,82.550003,83.290001,1243100,81.028754
2014-07-16,83.540001,83.669998,82.110001,82.629997,1098700,80.386669
2014-07-17,82.309998,82.610001,81.260002,81.419998,752300,79.20952
2014-07-18,81.580002,82.720001,81.32,82.540001,1201400,80.299116
2014-07-21,82.120003,82.760002,81.230003,81.779999,1429900,79.559747
2014-07-22,81.989998,82.910004,81.610001,82.529999,1612200,80.289385
2014-07-23,82.510002,83.300003,82.459999,83.110001,1518500,80.85364
2014-07-24,82.989998,83.0,79.559998,81.629997,2015900,79.413818
2014-07-25,81.699997,82.550003,81.540001,81.870003,1130000,79.647307
2014-07-28,82.0,82.309998,81.639999,82.0,1290700,79.773775
2014-07-29,83.0,83.0,80.889999,80.980003,1485100,78.781471
2014-07-30,81.489998,81.910004,81.139999,81.660004,1237100,79.44301
2014-07-31,81.230003,81.720001,80.050003,80.220001,1207000,78.042102
2014-08-01,79.849998,80.830002,79.150002,79.269997,1437100,77.117889
2014-08-04,79.339996,79.830002,78.75,79.650002,1569400,77.487577
2014-08-05,79.300003,79.690002,78.190002,78.459999,1060900,76.329882
2014-08-06,78.279999,78.709999,78.0,78.260002,852000,76.135315
2014-08-07,78.730003,78.860001,77.769997,77.949997,725600,75.833726
2014-08-08,78.019997,78.599998,77.699997,78.550003,733600,76.417443
2014-08-11,78.800003,79.25,78.459999,78.699997,644900,76.563364
2014-08-12,78.68,79.059998,78.080002,78.199997,632700,76.076939
2014-08-13,78.519997,79.209999,78.440002,78.959999,1220400,76.816308
2014-08-14,79.120003,79.470001,79.120003,79.300003,1218500,77.147081
2014-08-15,79.779999,80.389999,79.260002,79.449997,1226700,77.293003
2014-08-18,79.900002,80.199997,79.720001,79.949997,1095500,77.779428
2014-08-19,79.949997,80.050003,79.349998,79.370003,657900,77.21518
2014-08-20,79.279999,79.349998,78.830002,79.099998,1698000,76.952506
2014-08-21,79.480003,79.629997,79.120003,79.470001,1085800,77.312464
2014-08-22,79.290001,79.349998,78.68,78.709999,766800,76.863254
2014-08-25,79.339996,80.25,79.07,79.779999,1794500,77.908148
2014-08-26,79.93,80.519997,79.93,80.300003,1043200,78.415952
2014-08-27,80.589996,80.949997,80.260002,80.589996,1224300,78.699141
2014-08-28,80.239998,81.209999,79.910004,80.870003,781300,78.972578
2014-08-29,81.220001,81.269997,80.599998,81.129997,623200,79.226472
2014-09-02,81.18,82.07,81.169998,81.949997,1097400,80.027233
2014-09-03,82.43,83.110001,82.150002,82.5,1411700,80.564331
2014-09-04,82.830002,84.0,82.620003,83.860001,1500900,81.892423
2014-09-05,83.860001,84.629997,83.709999,84.550003,1179200,82.566236
2014-09-08,84.550003,85.230003,84.309998,85.199997,1772400,83.200979
2014-09-09,84.779999,85.18,83.959999,84.190002,1554500,82.214682
2014-09-10,84.260002,85.589996,83.900002,85.25,2087500,83.249809
2014-09-11,85.099998,85.860001,84.699997,85.559998,1365100,83.552533
2014-09-12,85.410004,86.099998,85.330002,85.919998,3043300,83.904087
2014-09-15,85.779999,85.849998,85.110001,85.510002,706600,83.503711
2014-09-16,85.400002,86.309998,84.910004,86.059998,632500,84.040802
2014-09-17,86.059998,86.690002,85.809998,86.18,844900,84.157989
2014-09-18,86.489998,86.940002,85.970001,86.559998,1525900,84.52907
2014-09-19,87.150002,87.279999,85.889999,86.129997,1121700,84.109159
2014-09-22,86.0,86.0,85.129997,85.32,714000,83.318166
2014-09-23,85.260002,85.75,84.650002,84.650002,746400,82.663888
2014-09-24,84.639999,85.379997,84.400002,85.269997,721000,83.269336
2014-09-25,84.839996,85.18,83.980003,84.099998,937600,82.126789
2014-09-26,84.32,85.07,83.989998,84.93,575100,82.937317
2014-09-29,84.150002,84.93,83.739998,84.809998,590700,82.82013
2014-09-30,85.059998,85.099998,84.309998,84.449997,1001200,82.468576
2014-10-01,84.330002,84.440002,82.470001,82.709999,1517100,80.769403
2014-10-02,82.550003,83.529999,81.989998,83.25,1575000,81.296734
2014-10-03,83.730003,84.489998,82.440002,82.900002,2915000,80.954948
2014-10-06,83.419998,84.0,82.220001,82.559998,1359800,80.622921
2014-10-07,82.18,82.669998,81.389999,81.449997,1120800,79.538964
2014-10-08,81.699997,83.699997,81.239998,83.669998,1086800,81.706878
2014-10-09,83.470001,83.550003,80.879997,80.879997,1063900,78.982338
2014-10-10,80.870003,81.379997,79.139999,79.18,945800,77.322227
2014-10-13,79.389999,79.669998,77.75,77.779999,1377300,75.955074
2014-10-14,78.050003,78.650002,77.199997,77.519997,1467300,75.701172
2014-10-15,76.669998,76.989998,73.959999,76.599998,2569600,74.802759
2014-10-16,75.309998,77.25,75.309998,76.419998,1445600,74.626982
2014-10-17,76.919998,79.629997,76.849998,79.550003,2161600,77.683549
2014-10-20,79.230003,80.290001,78.940002,80.279999,1264200,78.396417
2014-10-21,80.650002,82.0,80.599998,81.779999,883600,79.861223
2014-10-22,81.779999,82.480003,81.529999,82.099998,2625200,80.173715
2014-10-23,82.580002,83.620003,82.419998,82.900002,1001200,80.954948
2014-10-24,82.790001,84.110001,82.690002,84.050003,581000,82.077967
2014-10-27,84.239998,84.690002,83.660004,84.620003,750300,82.634593
2014-10-28,84.57,85.980003,84.330002,85.699997,1460000,83.689248
2014-10-29,85.209999,87.669998,84.690002,87.519997,2040800,85.466545
2014-10-30,86.940002,89.449997,86.629997,89.360001,1871200,87.263378
2014-10-31,90.099998,90.75,89.699997,90.480003,1490600,88.357102
2014-11-03,90.830002,91.139999,89.879997,90.239998,1472800,88.122728
2014-11-04,90.010002,90.419998,89.580002,89.620003,927700,87.51728
2014-11-05,90.309998,90.959999,89.949997,90.540001,1882900,88.415692
2014-11-06,90.589996,90.75,89.730003,89.989998,1267700,87.878594
2014-11-07,90.0,90.629997,89.5,89.940002,1073200,87.829771
2014-11-10,89.790001,90.760002,89.540001,90.599998,843300,88.474282
2014-11-11,90.519997,90.599998,89.150002,89.410004,1356900,87.312208
2014-11-12,89.18,90.790001,89.160004,90.510002,1257200,88.386397
2014-11-13,90.860001,90.919998,89.980003,90.699997,1222000,88.571934
2014-11-14,90.580002,91.529999,90.330002,91.129997,818100,88.991846
2014-11-17,91.5,91.980003,90.5,91.269997,900400,89.12856
2014-11-18,91.190002,92.980003,90.68,92.360001,1112900,90.19299
2014-11-19,92.949997,92.949997,90.599998,91.080002,1344600,88.943023
2014-11-20,90.459999,91.110001,90.230003,90.870003,1320400,88.737951
2014-11-21,91.599998,92.269997,91.419998,91.989998,1135200,90.129222
2014-11-24,92.089996,92.489998,91.989998,92.440002,1002300,90.570123
2014-11-25,92.440002,92.910004,92.410004,92.800003,987600,90.922842
2014-11-26,93.199997,93.25,92.410004,93.150002,787800,91.265761
2014-11-28,93.32,93.940002,92.940002,93.459999,808800,91.569488
2014-12-01,93.370003,93.589996,92.879997,92.919998,910400,91.04041
2014-12-02,92.059998,93.129997,92.059998,93.120003,911000,91.236369
2014-12-03,93.199997,93.57,92.709999,93.029999,638800,91.148185
2014-12-04,93.050003,93.940002,92.610001,93.360001,1536500,91.471512
2014-12-05,93.510002,93.940002,93.239998,93.709999,711100,91.814431
2014-12-08,93.339996,93.940002,89.660004,91.800003,2577400,89.94307
2014-12-09,90.529999,91.860001,90.019997,91.809998,1758100,89.952862
2014-12-10,91.720001,92.330002,91.309998,91.550003,2075500,89.698127
2014-12-11,92.139999,92.309998,90.5,90.730003,1026600,88.894714
2014-12-12,89.720001,90.360001,88.470001,88.519997,878300,86.729412
2014-12-15,89.0,89.550003,87.260002,87.989998,976000,86.210134
2014-12-16,87.790001,88.339996,86.540001,86.559998,1145900,84.809059
2014-12-17,87.029999,88.669998,86.699997,88.550003,1087900,86.758811
2014-12-18,89.910004,90.839996,89.529999,90.839996,1265900,89.002482
2014-12-19,90.730003,91.050003,89.809998,90.050003,1685800,88.228469
2014-12-22,90.239998,90.75,90.199997,90.5,533900,88.669363
2014-12-23,90.690002,90.959999,90.300003,90.360001,793100,88.532196
2014-12-24,90.650002,91.010002,90.269997,90.699997,745500,88.865315
2014-12-26,90.760002,90.800003,89.769997,89.919998,1022700,88.101094
2014-12-29,89.959999,90.510002,89.57,90.040001,1078800,88.218669
2014-12-30,89.800003,90.290001,89.510002,90.160004,762000,88.336245
2014-12-31,90.32,90.629997,88.889999,88.980003,641300,87.180113
2015-01-02,89.779999,89.879997,87.550003,88.660004,979800,86.866587
2015-01-05,87.849998,88.199997,86.910004,87.089996,2013600,85.328337
2015-01-06,87.18,87.410004,85.059998,85.830002,2286200,84.09383
2015-01-07,86.440002,87.07,85.860001,86.970001,1283200,85.21077
2015-01-08,86.93,88.279999,86.82,87.75,1593600,85.974991
