Date,Open_AIG,High_AIG,Low_AIG,Close_AIG,Volume_AIG,AdjClose_AIG
2013-08-05,48.290001,48.990002,47.860001,48.57,15501000,46.724801
2013-08-06,48.5,48.650002,48.040001,48.060001,13936100,46.234177
2013-08-07,47.959999,48.41,47.549999,47.970001,11551500,46.147596
2013-08-08,48.349998,48.720001,47.799999,48.599998,9708900,46.75366
2013-08-09,48.41,48.689999,47.919998,48.029999,8255600,46.205315
2013-08-12,47.779999,48.080002,47.400002,47.75,6731800,45.935953
2013-08-13,47.970001,48.439999,47.599998,48.299999,7244100,46.465058
2013-08-14,48.240002,48.48,47.970001,48.060001,5573700,46.234177
2013-08-15,47.619999,47.75,46.810001,47.040001,11057600,45.252927
2013-08-16,46.950001,47.919998,46.84,47.099998,10415600,45.310645
2013-08-19,47.02,47.099998,46.099998,46.32,11986300,44.560279
2013-08-20,46.279999,47.110001,46.009998,46.919998,8113200,45.137483
2013-08-21,46.799999,47.299999,46.439999,46.720001,8712300,44.945085
2013-08-22,46.990002,47.669998,46.799999,47.150002,8184800,45.358749
2013-08-23,47.34,47.639999,47.119999,47.389999,6171700,45.589629
2013-08-26,47.360001,47.93,47.220001,47.360001,6147200,45.56077
2013-08-27,46.689999,46.779999,46.110001,46.16,10262900,44.406358
2013-08-28,46.119999,46.880001,45.939999,46.41,7172300,44.64686
2013-08-29,46.310001,47.150002,46.169998,46.580002,7150000,44.810404
2013-08-30,46.639999,46.709999,46.189999,46.459999,6442200,44.69496
2013-09-03,47.099998,48.150002,47.040001,47.669998,12953200,45.858991
2013-09-04,47.610001,48.560001,47.540001,48.290001,9894600,46.455439
2013-09-05,48.439999,48.939999,48.299999,48.669998,9852100,46.821
2013-09-06,48.900002,48.91,48.099998,48.18,9875400,46.349617
2013-09-09,48.360001,49.189999,48.349998,49.189999,10510000,47.321245
2013-09-10,49.549999,49.759998,49.18,49.419998,9210400,47.639355
2013-09-11,49.41,49.75,48.939999,49.75,7975100,47.957466
2013-09-12,49.900002,49.93,49.150002,49.279999,7342400,47.5044
2013-09-13,49.380001,49.77,49.139999,49.700001,8199000,47.909269
2013-09-16,50.16,50.240002,49.630001,49.689999,8848900,47.899627
2013-09-17,49.669998,50.5,49.330002,50.459999,8993800,48.641883
2013-09-18,50.290001,50.990002,50.169998,50.57,9975500,48.747921
2013-09-19,50.790001,50.82,49.810001,49.860001,11023500,48.063503
2013-09-20,49.970001,50.349998,49.689999,49.950001,10201800,48.150261
2013-09-23,49.599998,49.68,48.919998,49.16,10175300,47.388724
2013-09-24,49.139999,49.93,49.09,49.240002,6304300,47.465844
2013-09-25,49.349998,49.66,49.02,49.540001,9457000,47.755034
2013-09-26,49.689999,49.799999,49.200001,49.450001,5690700,47.668276
2013-09-27,49.18,49.380001,48.950001,49.150002,6019700,47.379086
2013-09-30,48.610001,49.119999,48.32,48.630001,7642600,46.877822
2013-10-01,48.52,49.32,48.509998,49.099998,6652100,47.330885
2013-10-02,48.869999,49.220001,48.59,49.220001,6839200,47.446564
2013-10-03,49.060001,49.48,48.34,48.849998,7884300,47.089893
2013-10-04,48.869999,49.549999,48.709999,49.529999,5700000,47.745392
2013-10-07,49.040001,49.119999,48.720001,48.73,5298400,46.974217
2013-10-08,48.799999,49.060001,47.669998,47.700001,8813500,45.98133
2013-10-09,47.68,48.07,47.18,47.73,10523200,46.010248
2013-10-10,48.290001,49.619999,48.240002,49.580002,11424100,47.793593
2013-10-11,49.669998,50.0,49.43,50.0,6766100,48.198459
2013-10-14,49.630001,50.330002,49.57,50.23,6925700,48.420171
2013-10-15,50.18,50.560001,49.900002,50.02,7396400,48.217738
2013-10-16,50.34,51.48,50.27,51.259998,9334500,49.413058
2013-10-17,51.139999,51.900002,50.970001,51.849998,6922200,49.9818
2013-10-18,52.18,52.400002,51.709999,52.299999,8125500,50.415587
2013-10-21,52.48,52.759998,51.91,52.0,7282100,50.126397
2013-10-22,52.279999,53.330002,52.150002,52.290001,10496900,50.405949
2013-10-23,52.139999,52.220001,51.459999,51.860001,6277100,49.991442
2013-10-24,51.990002,52.150002,51.34,51.799999,7613100,49.933602
2013-10-25,51.889999,52.27,51.650002,51.849998,5735200,49.9818
2013-10-28,51.830002,51.919998,51.220001,51.43,6891300,49.576935
2013-10-29,51.59,52.279999,51.43,52.25,8085500,50.367389
2013-10-30,52.419998,52.5,51.5,51.970001,7883000,50.097479
2013-10-31,51.919998,52.099998,51.43,51.650002,12978600,49.789009
2013-11-01,48.669998,49.099998,48.02,48.279999,51746100,46.54043
2013-11-04,48.470001,49.169998,48.360001,49.080002,18396900,47.311609
2013-11-05,49.009998,49.099998,48.27,48.290001,13164900,46.550072
2013-11-06,48.5,48.580002,47.48,47.59,19388800,45.875293
2013-11-07,47.700001,48.139999,47.110001,47.299999,17749200,45.595741
2013-11-08,47.59,48.939999,47.5,48.540001,15671400,46.791064
2013-11-11,48.459999,49.060001,48.389999,48.84,7471400,47.080254
2013-11-12,48.709999,48.959999,48.009998,48.189999,10822200,46.453673
2013-11-13,48.130001,48.66,47.900002,48.580002,12084300,46.829624
2013-11-14,48.740002,49.330002,48.400002,49.310001,10289700,47.533321
2013-11-15,49.200001,49.59,49.009998,49.299999,10091900,47.523679
2013-11-18,49.470001,49.52,48.799999,48.959999,7130900,47.19593
2013-11-19,48.810001,49.130001,48.509998,48.779999,7254200,47.022415
2013-11-20,48.869999,48.900002,48.029999,48.259998,10474100,46.521151
2013-11-21,48.470001,49.110001,48.450001,48.919998,9811700,47.15737
2013-11-22,48.970001,49.669998,48.919998,49.59,9173300,47.803231
2013-11-25,49.59,50.400002,49.560001,49.799999,8023700,48.005664
2013-11-26,50.02,50.049999,49.349998,49.389999,6384300,47.610437
2013-11-27,49.389999,49.709999,49.110001,49.650002,6177500,47.861071
2013-11-29,49.740002,50.150002,49.540001,49.75,4413400,47.957466
2013-12-02,49.77,50.25,49.610001,49.709999,8425600,47.918907
2013-12-03,49.43,49.549999,48.470001,48.650002,12229800,46.991634
2013-12-04,48.450001,49.220001,48.299999,48.939999,8267000,47.271746
2013-12-05,48.700001,48.84,48.029999,48.189999,9131500,46.547312
2013-12-06,48.740002,49.709999,48.610001,49.549999,9826800,47.860953
2013-12-09,49.689999,50.209999,49.450001,49.560001,6949400,47.870614
2013-12-10,49.459999,49.720001,49.18,49.299999,9262500,47.619475
2013-12-11,49.139999,49.259998,48.59,48.700001,8684900,47.039929
2013-12-12,48.560001,49.970001,48.419998,49.419998,14566800,47.735383
2013-12-13,49.439999,49.959999,49.189999,49.73,8262500,48.034817
2013-12-16,50.860001,51.049999,50.169998,50.279999,15584100,48.566068
2013-12-17,50.029999,50.099998,49.240002,49.360001,14939500,47.677431
2013-12-18,49.330002,50.27,49.0,50.25,15302100,48.537092
2013-12-19,50.0,50.619999,49.860001,50.360001,9069900,48.643343
2013-12-20,50.330002,51.110001,50.259998,51.029999,10954900,49.290503
2013-12-23,51.419998,51.470001,51.080002,51.240002,5408800,49.493347
2013-12-24,51.23,51.310001,50.98,51.279999,2338000,49.531981
2013-12-26,51.299999,51.380001,50.93,51.0,4185100,49.261526
2013-12-27,50.990002,51.330002,50.900002,51.18,4297500,49.435391
2013-12-30,51.099998,51.310001,51.02,51.110001,4159600,49.367777
2013-12-31,51.209999,51.34,50.91,51.049999,4956300,49.309821
2014-01-02,50.810001,51.299999,50.470001,50.709999,9196100,48.981411
2014-01-03,50.669998,51.23,50.610001,50.919998,7277400,49.184252
2014-01-06,51.549999,51.580002,50.48,50.52,9264200,48.797889
2014-01-07,50.669998,51.369999,50.610001,51.209999,9061100,49.464367
2014-01-08,51.23,51.93,51.02,51.810001,9960600,50.043917
2014-01-09,51.880001,52.290001,51.709999,52.110001,8165200,50.33369
2014-01-10,52.209999,52.34,51.68,52.220001,8603600,50.439941
2014-01-13,52.07,52.470001,51.400002,51.459999,9258500,49.705845
2014-01-14,51.66,51.959999,51.330002,51.759998,5626300,49.995618
2014-01-15,52.02,52.34,51.0,52.110001,5928600,50.33369
2014-01-16,52.07,52.099998,51.32,51.5,6213600,49.744483
2014-01-17,51.400002,51.549999,50.799999,50.889999,7156400,49.155275
2014-01-21,51.169998,51.419998,50.18,50.580002,8217200,48.855845
2014-01-22,50.799999,51.07,50.110001,50.290001,9958500,48.57573
2014-01-23,50.02,50.02,48.709999,49.209999,10797000,47.532543
2014-01-24,48.779999,49.150002,47.849998,47.860001,11843000,46.228562
2014-01-27,48.02,48.59,46.810001,47.290001,17878200,45.677993
2014-01-28,48.560001,49.130001,48.099998,48.459999,13377900,46.808108
2014-01-29,48.119999,48.529999,47.799999,47.950001,9845100,46.315495
2014-01-30,48.450001,49.09,48.439999,48.880001,7203300,47.213793
2014-01-31,48.009998,48.59,47.77,47.959999,12707000,46.325152
2014-02-03,48.0,48.240002,46.799999,46.880001,12990400,45.281969
2014-02-04,46.869999,48.09,46.849998,47.619999,9050700,45.996742
2014-02-05,47.279999,47.889999,47.02,47.639999,8655000,46.016061
2014-02-06,47.82,48.279999,47.560001,47.720001,9026300,46.093335
2014-02-07,48.150002,49.049999,47.639999,49.009998,9367800,47.339359
2014-02-10,49.02,49.259998,48.619999,48.880001,5927900,47.213793
2014-02-11,48.900002,49.310001,48.259998,49.0,10560200,47.329702
2014-02-12,49.25,49.720001,48.830002,49.040001,10448900,47.368339
2014-02-13,48.75,49.740002,48.299999,49.59,11815500,47.89959
2014-02-14,48.900002,49.23,48.0,48.98,26846200,47.310383
2014-02-18,49.150002,50.43,49.0,50.169998,14941000,48.459817
2014-02-19,49.959999,50.23,49.18,49.25,10267300,47.57118
2014-02-20,49.200001,49.470001,48.91,49.220001,9824800,47.542204
2014-02-21,49.23,49.299999,48.98,48.98,10718800,47.310383
2014-02-24,49.099998,49.799999,49.0,49.450001,10042200,47.764363
2014-02-25,49.450001,49.459999,48.810001,49.009998,9343400,47.339359
2014-02-26,48.990002,49.009998,48.279999,48.720001,13389700,47.059248
2014-02-27,48.700001,49.360001,48.459999,49.310001,9634600,47.629136
2014-02-28,49.310001,50.200001,49.200001,49.77,11428800,48.073455
2014-03-03,49.130001,49.549999,49.0,49.450001,6970800,47.764363
2014-03-04,50.049999,50.43,49.939999,50.25,10146000,48.537092
2014-03-05,50.23,51.32,50.209999,50.889999,11290400,49.155275
2014-03-06,51.27,51.459999,50.869999,51.259998,11056800,49.512662
2014-03-07,51.639999,51.860001,50.889999,51.25,8327900,49.624015
2014-03-10,51.259998,51.310001,50.619999,51.02,6972500,49.401312
2014-03-11,51.189999,51.389999,50.41,50.529999,8507700,48.926857
2014-03-12,49.400002,50.330002,49.360001,49.93,13730900,48.345894
2014-03-13,50.240002,50.240002,48.650002,48.740002,12580600,47.19365
2014-03-14,48.720001,49.099998,48.27,48.59,9028400,47.048408
2014-03-17,48.91,49.25,48.740002,48.919998,8936600,47.367936
2014-03-18,49.18,49.799999,49.080002,49.759998,8960800,48.181286
2014-03-19,49.669998,50.060001,49.459999,49.73,8075400,48.152239
2014-03-20,49.799999,50.5,49.740002,50.380001,8102300,48.781618
2014-03-21,50.860001,50.91,49.830002,50.02,9942300,48.433039
2014-03-24,50.119999,50.279999,49.419998,49.709999,6328900,48.132873
2014-03-25,50.32,50.509998,49.880001,50.209999,6949800,48.61701
2014-03-26,50.459999,50.66,49.700001,49.700001,6910100,48.123192
2014-03-27,49.549999,49.669998,48.849998,49.41,8736800,47.842392
2014-03-28,49.52,50.02,49.279999,49.880001,7136500,48.297481
2014-03-31,50.16,50.380001,49.720001,50.009998,6061000,48.423354
2014-04-01,50.32,50.549999,49.93,49.970001,7454700,48.384626
2014-04-02,50.119999,50.580002,50.009998,50.560001,7252300,48.955908
2014-04-03,50.82,50.91,50.459999,50.830002,10948700,49.217342
2014-04-04,51.25,51.82,50.330002,50.549999,13127500,48.946223
2014-04-07,50.220001,50.349998,49.200001,49.630001,9613000,48.055413
2014-04-08,49.560001,50.119999,49.189999,50.040001,8870700,48.452405
2014-04-09,50.330002,51.200001,49.5,51.099998,11036800,49.478772
2014-04-10,51.049999,51.23,49.93,50.060001,10503500,48.471771
2014-04-11,49.5,49.970001,49.130001,49.400002,10396900,47.83271
2014-04-14,49.939999,49.950001,48.950001,49.57,7639200,47.997315
2014-04-15,49.66,50.09,49.02,49.84,8434500,48.258749
2014-04-16,50.34,50.459999,49.860001,50.389999,5829400,48.791299
2014-04-17,50.259998,51.220001,50.23,50.82,7142400,49.207657
2014-04-21,50.68,50.860001,50.310001,50.810001,4144300,49.197976
2014-04-22,50.700001,51.189999,50.470001,51.0,5891900,49.381947
2014-04-23,50.919998,51.700001,50.720001,51.639999,5886300,50.001641
2014-04-24,51.82,52.73,51.52,52.490002,8804300,50.824676
2014-04-25,52.349998,52.490002,51.490002,51.610001,7314000,49.972594
2014-04-28,52.77,52.84,51.529999,52.110001,9883100,50.456731
2014-04-29,52.490002,52.82,52.189999,52.810001,7941500,51.134523
2014-04-30,52.759998,53.200001,52.380001,53.130001,7644000,51.44437
2014-05-01,53.02,53.220001,52.540001,52.939999,7400600,51.260396
2014-05-02,52.970001,53.299999,52.189999,52.349998,8452800,50.689114
2014-05-05,52.0,52.740002,51.709999,52.720001,9258300,51.047378
2014-05-06,51.650002,52.099998,50.189999,50.540001,21777600,48.936542
2014-05-07,50.759998,52.029999,50.759998,51.66,15405400,50.021007
2014-05-08,51.509998,52.759998,51.5,52.369999,9090200,50.70848
2014-05-09,52.290001,52.360001,51.720001,52.279999,6764500,50.621335
2014-05-12,52.939999,53.439999,52.619999,53.380001,7251400,51.686438
2014-05-13,53.450001,54.02,53.16,53.959999,8377700,52.248035
2014-05-14,53.939999,54.0,53.150002,53.389999,5728800,51.696119
2014-05-15,53.279999,53.57,52.240002,52.860001,8794100,51.182936
2014-05-16,52.91,52.91,52.029999,52.5,7414000,50.834357
2014-05-19,52.419998,52.860001,52.299999,52.709999,6778400,51.037693
2014-05-20,52.700001,52.900002,52.290001,52.490002,5062000,50.824676
2014-05-21,53.509998,54.029999,53.25,53.509998,9914900,51.812311
2014-05-22,53.509998,53.740002,53.16,53.540001,4699500,51.841362
2014-05-23,53.610001,53.93,53.43,53.599998,4604600,51.899456
2014-05-27,53.66,54.209999,53.599998,53.75,6184400,52.044699
2014-05-28,53.799999,53.869999,53.34,53.48,4842800,51.783264
2014-05-29,53.650002,54.310001,53.41,54.18,7178200,52.461056
2014-05-30,53.959999,54.119999,53.779999,54.07,8212300,52.354546
2014-06-02,54.16,54.34,53.82,54.259998,6661800,52.538516
2014-06-03,54.119999,54.610001,53.669998,54.59,9754100,52.858048
2014-06-04,54.360001,55.419998,54.27,54.869999,10717100,53.129164
2014-06-05,54.959999,55.07,54.330002,54.950001,6818200,53.206627
2014-06-06,55.029999,55.439999,54.98,55.290001,7690000,53.657901
2014-06-09,55.029999,55.419998,54.82,55.07,6521300,53.444394
2014-06-10,55.049999,55.130001,54.799999,55.009998,5083700,53.386164
2014-06-11,54.849998,54.919998,54.349998,54.779999,5334200,53.162953
2014-06-12,54.73,54.779999,54.299999,54.419998,7891400,52.81358
2014-06-13,54.459999,54.849998,54.400002,54.700001,5625600,53.085317
2014-06-16,54.59,55.060001,54.41,54.98,6035000,53.35705
2014-06-17,54.759998,55.349998,54.700001,55.220001,7681700,53.589967
2014-06-18,55.18,55.68,54.84,55.59,7471000,53.949044
2014-06-19,55.790001,55.830002,55.369999,55.700001,6149600,54.055798
2014-06-20,56.0,56.0,55.459999,55.580002,9187900,53.939341
2014-06-23,55.57,55.779999,55.27,55.720001,5317000,54.075208
2014-06-24,55.41,55.830002,55.259998,55.259998,8767100,53.628784
2014-06-25,55.029999,55.16,54.75,54.889999,7644900,53.269707
2014-06-26,55.0,55.0,54.130001,54.889999,5940700,53.269707
2014-06-27,54.610001,54.880001,54.220001,54.610001,6555000,52.997973
2014-06-30,54.740002,54.939999,54.450001,54.580002,5421000,52.96886
2014-07-01,54.990002,55.709999,54.939999,55.380001,6850700,53.745244
2014-07-02,55.080002,55.630001,55.040001,55.25,4718400,53.619081
2014-07-03,55.509998,55.990002,55.360001,55.639999,3690000,53.997568
2014-07-07,55.41,55.490002,55.009998,55.310001,4264400,53.677311
2014-07-08,55.099998,55.150002,54.720001,54.93,7342700,53.308527
2014-07-09,55.150002,55.32,54.73,55.07,4087100,53.444394
2014-07-10,54.07,54.57,53.130001,54.48,8825100,52.87181
2014-07-11,54.310001,54.669998,54.040001,54.52,4044100,52.91063
2014-07-14,54.93,55.25,54.869999,55.099998,5501100,53.473507
2014-07-15,55.119999,55.52,54.889999,55.049999,6686000,53.424984
2014-07-16,55.34,55.459999,54.869999,55.040001,5175900,53.415281
2014-07-17,54.919998,55.330002,54.66,54.700001,7546700,53.085317
2014-07-18,54.91,55.259998,54.639999,55.200001,4928400,53.570557
2014-07-21,54.740002,55.189999,54.650002,55.110001,6565000,53.483214
2014-07-22,54.799999,55.049999,54.540001,54.700001,8308600,53.085317
2014-07-23,54.849998,55.130001,54.700001,55.02,3877500,53.39587
2014-07-24,55.200001,55.389999,54.900002,55.169998,4241400,53.54144
2014-07-25,54.84,54.98,54.150002,54.16,7389100,52.561256
2014-07-28,54.139999,54.169998,53.459999,53.950001,7135500,52.357456
2014-07-29,54.0,54.139999,53.310001,53.349998,6326600,51.775165
2014-07-30,53.66,53.740002,52.950001,53.049999,6834900,51.484021
2014-07-31,52.599998,52.959999,51.900002,51.98,8272100,50.445607
2014-08-01,51.82,52.41,51.610001,52.049999,9385500,50.51354
2014-08-04,52.5,52.759998,52.029999,52.66,8888200,51.105534
2014-08-05,53.529999,53.700001,51.75,52.200001,22628800,50.659114
2014-08-06,51.900002,52.650002,51.900002,52.5,9990400,50.950258
2014-08-07,52.830002,53.0,51.98,52.060001,13327800,50.523247
2014-08-08,52.16,52.48,51.98,52.450001,8128800,50.901734
2014-08-11,52.560001,53.040001,52.400002,52.900002,6152200,51.338452
2014-08-12,52.959999,53.5,52.93,53.349998,8064200,51.775165
2014-08-13,53.610001,53.779999,53.349998,53.529999,8864600,51.949852
2014-08-14,53.639999,54.27,53.580002,54.060001,6442800,52.464209
2014-08-15,54.32,54.369999,53.419998,53.990002,5886300,52.396276
2014-08-18,54.360001,54.549999,54.09,54.48,5614300,52.87181
2014-08-19,54.669998,54.900002,54.5,54.619999,5825400,53.007677
2014-08-20,54.490002,55.009998,54.490002,54.869999,6276000,53.250297
2014-08-21,54.810001,55.75,54.73,55.580002,8043700,53.939341
2014-08-22,55.400002,55.549999,55.040001,55.330002,7236200,53.696721
2014-08-25,55.700001,56.09,55.599998,55.889999,8407700,54.240188
2014-08-26,56.009998,56.220001,55.889999,56.080002,4749200,54.424582
2014-08-27,56.27,56.310001,56.0,56.16,6376900,54.502218
2014-08-28,55.830002,55.869999,55.470001,55.73,5346900,54.084911
2014-08-29,55.950001,56.09,55.740002,56.060001,4420100,54.405172
2014-09-02,56.290001,56.369999,55.459999,55.799999,6048600,54.152845
2014-09-03,55.93,56.060001,55.560001,55.580002,5529300,53.939341
2014-09-04,55.82,55.950001,54.970001,55.23,6436800,53.599671
2014-09-05,55.060001,55.349998,54.639999,55.040001,5861100,53.415281
2014-09-08,55.32,55.610001,54.939999,55.32,7415400,53.687014
2014-09-09,55.029999,55.25,54.509998,55.080002,6367700,53.575156
2014-09-10,55.110001,55.540001,55.02,55.349998,6888200,53.837776
2014-09-11,55.080002,55.630001,55.029999,55.43,4337300,53.915592
2014-09-12,55.290001,55.5,55.009998,55.189999,5654300,53.682147
2014-09-15,55.110001,55.450001,54.740002,55.400002,5698300,53.886413
2014-09-16,55.220001,55.73,55.130001,55.619999,6949600,54.100399
2014-09-17,55.84,56.25,55.5,55.849998,9117000,54.324115
2014-09-18,55.759998,56.48,55.759998,56.330002,7820600,54.791004
2014-09-19,56.52,56.560001,55.110001,55.240002,14719000,53.730784
2014-09-22,55.080002,55.380001,54.900002,54.93,8138200,53.429252
2014-09-23,54.849998,55.119999,54.369999,54.509998,7676300,53.020725
2014-09-24,54.5,55.150002,54.450001,54.990002,6614000,53.487614
2014-09-25,54.869999,54.900002,54.119999,54.16,7623600,52.680289
2014-09-26,54.279999,54.720001,54.16,54.52,6891200,53.030454
2014-09-29,54.0,54.509998,53.509998,54.169998,7013600,52.690014
2014-09-30,54.279999,54.619999,53.970001,54.02,8250900,52.544115
2014-10-01,54.040001,54.099998,52.869999,52.959999,14633100,51.513074
2014-10-02,52.970001,53.119999,51.700001,52.610001,12801900,51.172638
2014-10-03,53.380001,53.57,53.029999,53.349998,7632900,51.892418
2014-10-06,53.529999,53.630001,52.48,52.77,6800600,51.328266
2014-10-07,52.290001,52.330002,51.0,51.009998,17072000,49.616349
2014-10-08,51.130001,52.049999,50.43,52.009998,16323200,50.589028
2014-10-09,51.84,52.0,50.209999,50.419998,18871700,49.042468
2014-10-10,50.02,50.610001,49.619999,49.959999,14919500,48.595037
2014-10-13,50.0,50.450001,49.709999,49.810001,10229900,48.449137
2014-10-14,50.029999,50.599998,49.900002,50.07,11581300,48.702032
2014-10-15,49.130001,49.799999,48.560001,49.689999,15426500,48.332413
2014-10-16,48.950001,50.0,48.68,49.400002,12584700,48.050339
2014-10-17,50.099998,50.98,49.98,50.759998,10847400,49.373179
2014-10-20,51.34,51.419998,50.59,51.009998,8868200,49.616349
2014-10-21,51.32,52.200001,51.27,52.150002,9073000,50.725206
2014-10-22,52.299999,52.470001,51.66,51.669998,7556300,50.258317
2014-10-23,52.119999,52.240002,51.52,51.619999,6829100,50.209684
2014-10-24,51.549999,52.209999,51.389999,52.16,5757500,50.734931
2014-10-27,52.009998,52.25,51.509998,51.740002,7190000,50.326408
2014-10-28,52.060001,52.869999,52.049999,52.84,11132100,51.396353
2014-10-29,52.869999,53.099998,52.0,52.360001,8334100,50.929468
2014-10-30,52.16,53.099998,52.139999,52.93,5578500,51.483894
2014-10-31,53.669998,53.779999,53.119999,53.57,9531100,52.106408
2014-11-03,53.790001,53.91,53.169998,53.799999,9718200,52.330124
2014-11-04,53.799999,53.849998,52.900002,53.400002,15411900,51.941055
2014-11-05,53.52,53.810001,53.130001,53.779999,9067100,52.31067
2014-11-06,53.630001,54.049999,53.400002,53.91,7559600,52.437119
2014-11-07,53.759998,54.200001,53.639999,54.029999,7421200,52.55384
2014-11-10,54.099998,54.360001,54.0,54.360001,6004800,52.874826
2014-11-11,54.290001,54.639999,54.290001,54.360001,4608800,52.874826
2014-11-12,54.009998,54.48,53.830002,54.349998,6012700,52.865097
2014-11-13,54.189999,54.610001,54.169998,54.5,5844200,53.011
2014-11-14,54.400002,54.549999,53.610001,53.900002,9083800,52.427394
2014-11-17,53.810001,54.080002,53.700001,54.02,7493000,52.544115
2014-11-18,54.119999,54.200001,53.799999,53.889999,7063400,52.417665
2014-11-19,53.799999,54.119999,53.66,54.02,6351100,52.544115
2014-11-20,53.75,54.470001,53.689999,54.450001,7717700,52.962367
2014-11-21,54.990002,54.990002,54.5,54.59,8386200,53.098541
2014-11-24,54.91,55.189999,54.759998,55.099998,8237300,53.594606
2014-11-25,55.150002,55.169998,54.290001,54.68,8199800,53.186083
2014-11-26,54.709999,54.799999,54.380001,54.610001,3566900,53.117995
2014-11-28,54.689999,55.02,54.689999,54.799999,2894100,53.302803
2014-12-01,54.560001,54.720001,53.919998,54.43,7151100,52.942913
2014-12-02,54.43,55.049999,54.43,54.98,6006400,53.600982
2014-12-03,55.009998,55.389999,54.799999,54.900002,7323300,53.52299
2014-12-04,54.689999,55.32,54.650002,55.169998,5441700,53.786215
2014-12-05,55.380001,55.869999,55.200001,55.330002,6500700,53.942205
2014-12-08,55.34,55.959999,55.150002,55.689999,7526100,54.293173
2014-12-09,55.02,55.610001,54.779999,55.59,5272700,54.195682
2014-12-10,55.290001,55.700001,54.740002,54.84,7678600,53.464494
2014-12-11,54.869999,55.889999,54.779999,55.18,7441200,53.795966
2014-12-12,54.880001,55.279999,54.040001,54.049999,7115500,52.694308
2014-12-15,54.459999,54.59,53.080002,53.48,8611100,52.138605
2014-12-16,53.049999,54.110001,52.849998,52.880001,7867400,51.553656
2014-12-17,53.18,54.189999,52.98,54.02,8726900,52.665062
2014-12-18,54.68,55.009998,54.369999,55.009998,8562200,53.630228
2014-12-19,55.02,55.84,54.849998,55.779999,14856900,54.380915
2014-12-22,55.73,56.23,55.580002,56.130001,10211600,54.722139
2014-12-23,56.130001,56.599998,56.110001,56.439999,7167400,55.024361
2014-12-24,56.66,56.73,56.259998,56.279999,3630600,54.868374
2014-12-26,56.549999,56.779999,56.389999,56.419998,3297000,55.004862
2014-12-29,56.34,56.790001,56.23,56.490002,5126500,55.07311
2014-12-30,56.450001,56.790001,56.240002,56.509998,4434300,55.092605
2014-12-31,56.73,56.75,55.970001,56.009998,5054100,54.605146
2015-01-02,56.529999,56.599998,55.75,56.110001,6608300,54.70264
2015-01-05,55.68,55.869999,54.73,55.0,10103500,53.620481
2015-01-06,54.740002,54.869999,53.740002,54.220001,15406400,52.860046
2015-01-07,54.73,54.73,54.169998,54.48,8762000,53.113523
2015-01-08,54.419998,54.669998,53.860001,54.240002,13066300,52.879545
2015-01-09,54.200001,54.290001,52.959999,53.32,6877800,51.982618
2015-01-12,53.139999,53.220001,52.139999,52.360001,8114800,51.046698
