Date,Open_GIS,High_GIS,Low_GIS,Close_GIS,Volume_GIS,AdjClose_GIS
2015-11-20,57.23,57.630001,56.689999,56.75,2643400,55.906
2015-11-23,56.950001,58.029999,56.84,57.810001,2704700,56.950236
2015-11-24,57.52,58.16,57.400002,57.970001,3217800,57.107857
2015-11-25,57.98,58.459999,57.869999,58.240002,1912300,57.373842
2015-11-27,58.330002,58.57,58.110001,58.41,950200,57.541312
2015-11-30,58.57,58.610001,57.75,57.759998,3706300,56.900977
2015-12-01,58.200001,58.919998,57.959999,58.259998,3413900,57.393541
2015-12-02,58.139999,58.220001,57.720001,57.790001,2674800,56.930533
2015-12-03,57.889999,58.310001,56.98,57.27,4353500,56.418267
2015-12-04,57.490002,58.709999,57.450001,58.52,4048000,57.649676
2015-12-07,58.400002,58.830002,58.0,58.580002,3932200,57.708785
2015-12-08,58.09,59.16,58.0,59.009998,3421500,58.132387
2015-12-09,58.580002,59.240002,58.380001,58.580002,3309300,57.708785
2015-12-10,58.59,59.110001,58.279999,58.779999,2635300,57.905808
2015-12-11,58.240002,58.439999,57.77,58.099998,3910400,57.235921
2015-12-14,58.200001,58.66,57.990002,58.43,3637300,57.561015
2015-12-15,58.849998,58.91,58.189999,58.549999,3967600,57.679229
2015-12-16,58.779999,59.330002,58.32,59.189999,4610700,58.30971
2015-12-17,57.91,58.18,56.419998,57.23,7538800,56.378861
2015-12-18,56.599998,57.720001,56.23,56.939999,6772600,56.093173
2015-12-21,57.279999,57.599998,56.790001,57.41,4099300,56.556184
2015-12-22,57.689999,58.57,57.41,58.41,3037100,57.541312
2015-12-23,58.549999,59.0,58.279999,58.919998,3050500,58.043725
2015-12-24,58.919998,58.98,58.5,58.720001,1252400,57.846703
2015-12-28,58.540001,58.810001,58.43,58.580002,2344500,57.708785
2015-12-29,58.77,59.009998,58.740002,58.880001,2187300,58.004323
2015-12-30,58.98,59.049999,58.48,58.560001,1880600,57.689082
2015-12-31,58.07,58.259998,57.209999,57.66,2341900,56.802466
2016-01-04,56.84,57.48,56.66,57.459999,4257500,56.605439
2016-01-05,57.68,57.91,56.959999,57.200001,3653800,56.349308
2016-01-06,56.799999,57.200001,56.5,56.73,4709400,55.886297
2016-01-07,55.700001,55.959999,54.919998,55.110001,5417400,54.714762
2016-01-08,55.169998,55.939999,55.060001,55.290001,4295600,54.893472
2016-01-11,55.389999,56.040001,55.32,55.91,4830800,55.509024
2016-01-12,56.209999,56.450001,55.82,56.369999,3511300,55.965724
2016-01-13,56.490002,56.540001,55.18,55.299999,4001800,54.903398
2016-01-14,55.34,55.639999,55.099998,55.349998,4465100,54.953039
2016-01-15,54.27,54.91,54.169998,54.740002,6695500,54.347417
2016-01-19,55.299999,55.630001,55.110001,55.419998,4203700,55.022536
2016-01-20,54.77,55.139999,53.700001,54.560001,4257600,54.168707
2016-01-21,54.59,54.779999,53.529999,54.119999,4912300,53.731861
2016-01-22,54.759998,55.540001,54.299999,55.330002,3452200,54.933186
2016-01-25,55.279999,55.330002,54.720001,54.799999,2848000,54.406984
2016-01-26,54.860001,55.48,54.860001,55.130001,2716600,54.734619
2016-01-27,55.259998,55.599998,54.639999,54.939999,2553500,54.545979
2016-01-28,55.349998,55.700001,54.98,55.209999,3283400,54.814043
2016-01-29,55.209999,56.619999,55.209999,56.509998,4407700,56.104719
2016-02-01,56.560001,56.900002,56.27,56.669998,2415700,56.263572
2016-02-02,56.119999,56.380001,55.66,55.799999,3177700,55.399812
2016-02-03,55.939999,56.209999,55.16,55.669998,3277500,55.270744
2016-02-04,55.380001,55.509998,54.84,55.119999,3089100,54.724689
2016-02-05,55.119999,55.52,54.91,55.369999,3245300,54.972896
2016-02-08,55.130001,55.889999,54.860001,55.720001,3279100,55.320388
2016-02-09,55.299999,56.23,54.84,55.939999,3983100,55.538808
2016-02-10,56.16,57.009998,55.98,56.09,2991400,55.687733
2016-02-11,55.400002,56.27,55.360001,55.98,3302500,55.578522
2016-02-12,56.169998,56.939999,56.02,56.889999,3569800,56.481995
2016-02-16,57.0,57.700001,56.34,57.66,4095500,57.246473
2016-02-17,57.990002,58.43,57.57,58.139999,5210800,57.72303
2016-02-18,58.110001,58.75,57.84,58.599998,3141200,58.17973
2016-02-19,58.529999,59.139999,58.200001,58.720001,2626300,58.298873
2016-02-22,58.959999,59.09,58.259998,58.369999,3887400,57.95138
2016-02-23,58.290001,58.919998,58.259998,58.82,2675300,58.398154
2016-02-24,58.529999,59.0,58.189999,58.959999,2683800,58.537149
2016-02-25,59.040001,60.18,58.939999,60.139999,3195700,59.708687
2016-02-26,60.049999,60.150002,58.68,59.0,2774700,58.576863
2016-02-29,58.93,59.34,58.66,58.849998,2804200,58.427937
2016-03-01,59.25,59.459999,58.900002,59.369999,2869900,58.944209
2016-03-02,59.150002,59.540001,58.700001,59.529999,2862700,59.103061
2016-03-03,59.490002,59.84,59.110001,59.790001,2272600,59.361198
2016-03-04,59.709999,60.240002,59.549999,60.200001,2667300,59.768258
2016-03-07,59.799999,60.0,59.41,59.619999,2242700,59.192416
2016-03-08,59.330002,60.099998,59.220001,59.950001,3333500,59.520051
2016-03-09,60.110001,60.919998,60.029999,60.439999,3051400,60.006534
2016-03-10,60.59,60.740002,60.040001,60.529999,2638800,60.095889
2016-03-11,60.889999,61.259998,60.700001,61.060001,2794600,60.622091
2016-03-14,60.990002,61.07,60.700001,60.889999,1920300,60.453308
2016-03-15,60.639999,61.310001,60.290001,61.240002,2387400,60.8008
2016-03-16,61.110001,61.580002,60.5,61.389999,2458800,60.949722
2016-03-17,61.57,62.07,61.299999,61.779999,3229300,61.336924
2016-03-18,61.810001,61.82,61.360001,61.790001,8676300,61.346855
2016-03-21,61.549999,61.66,60.990002,61.299999,4670600,60.860367
2016-03-22,61.110001,61.220001,60.59,60.790001,4229400,60.354027
2016-03-23,60.529999,61.360001,60.139999,61.009998,5265200,60.572446
2016-03-24,60.799999,61.889999,60.669998,61.360001,4916300,60.919938
2016-03-28,61.450001,62.150002,61.450001,61.880001,3444500,61.436209
2016-03-29,61.919998,63.150002,61.799999,62.939999,6390900,62.488605
2016-03-30,63.360001,63.470001,62.560001,63.310001,4861200,62.855954
2016-03-31,63.209999,63.73,63.209999,63.349998,8874500,62.895664
2016-04-01,62.900002,65.0,62.900002,64.959999,7433900,64.494118
2016-04-04,65.0,65.379997,64.139999,65.360001,6174600,64.891251
2016-04-05,65.370003,65.489998,64.220001,64.279999,4835500,63.818995
2016-04-06,64.419998,64.489998,63.790001,64.139999,5110500,63.68
2016-04-07,63.139999,63.560001,62.779999,63.119999,4445900,63.119999
2016-04-08,63.200001,63.439999,62.919998,63.299999,3470900,63.299999
2016-04-11,63.419998,63.68,62.709999,62.880001,3295900,62.880001
2016-04-12,63.119999,63.59,62.970001,63.459999,3606400,63.459999
2016-04-13,63.450001,63.52,62.5,62.689999,2559100,62.689999
2016-04-14,62.68,62.82,62.060001,62.110001,2687300,62.110001
2016-04-15,62.240002,62.470001,61.950001,62.450001,2960500,62.450001
2016-04-18,62.450001,62.619999,62.110001,62.529999,3185900,62.529999
2016-04-19,62.700001,62.740002,62.040001,62.380001,2135100,62.380001
2016-04-20,62.369999,62.369999,61.599998,61.639999,2464800,61.639999
2016-04-21,61.580002,61.66,60.099998,60.119999,3570000,60.119999
2016-04-22,60.23,60.59,60.040001,60.560001,3207100,60.560001
2016-04-25,60.450001,61.27,60.349998,61.09,2258700,61.09
2016-04-26,61.119999,61.279999,60.580002,60.709999,2161700,60.709999
2016-04-27,60.900002,61.470001,60.57,61.130001,2662700,61.130001
2016-04-28,60.700001,61.66,60.389999,61.259998,2157300,61.259998
2016-04-29,61.060001,61.470001,60.889999,61.34,2699700,61.34
2016-05-02,61.59,62.360001,61.52,62.220001,2806000,62.220001
2016-05-03,61.919998,62.200001,61.470001,61.650002,2725800,61.650002
2016-05-04,61.330002,62.060001,61.209999,61.740002,2643000,61.740002
2016-05-05,61.799999,62.290001,61.779999,62.080002,3043800,62.080002
2016-05-06,62.07,62.27,61.459999,62.110001,2269700,62.110001
2016-05-09,62.209999,62.880001,62.0,62.73,2402900,62.73
2016-05-10,62.880001,63.799999,62.73,63.73,3244100,63.73
2016-05-11,63.73,64.370003,63.700001,64.010002,3426600,64.010002
2016-05-12,64.129997,64.779999,64.080002,64.720001,2563800,64.720001
2016-05-13,64.610001,65.110001,64.169998,64.519997,2679700,64.519997
2016-05-16,64.389999,64.790001,64.230003,64.57,2268900,64.57
2016-05-17,64.300003,64.43,62.740002,62.990002,3314100,62.990002
2016-05-18,62.720001,62.82,61.93,62.389999,3023600,62.389999
2016-05-19,62.279999,62.950001,62.060001,62.919998,2566500,62.919998
2016-05-20,62.91,62.91,62.279999,62.450001,3295600,62.450001
2016-05-23,62.549999,63.029999,62.490002,62.700001,2113500,62.700001
2016-05-24,61.689999,62.720001,61.599998,62.400002,4187200,62.400002
2016-05-25,62.509998,62.75,62.200001,62.360001,2631400,62.360001
2016-05-26,62.529999,63.119999,62.419998,62.869999,1763500,62.869999
2016-05-27,62.709999,63.23,62.650002,62.869999,1631500,62.869999
2016-05-31,62.959999,63.349998,62.549999,62.779999,3026500,62.779999
2016-06-01,62.77,63.330002,62.650002,63.169998,2536900,63.169998
2016-06-02,63.07,63.259998,62.84,63.23,1592500,63.23
2016-06-03,63.200001,63.84,63.189999,63.689999,1978500,63.689999
