Date,Open_TAP,High_TAP,Low_TAP,Close_TAP,Volume_TAP,AdjClose_TAP
2013-09-09,49.279999,49.279999,48.950001,49.09,911100,46.312859
2013-09-10,49.380001,49.389999,49.029999,49.389999,921400,46.595887
2013-09-11,49.369999,49.779999,49.34,49.709999,1032900,46.897783
2013-09-12,49.610001,49.700001,49.18,49.279999,830500,46.492109
2013-09-13,49.299999,49.650002,49.23,49.540001,754700,46.737402
2013-09-16,49.98,50.400002,49.959999,50.220001,1083400,47.378933
2013-09-17,50.34,51.09,50.240002,50.700001,1160000,47.831778
2013-09-18,50.66,51.580002,50.369999,51.560001,804600,48.643126
2013-09-19,51.790001,52.150002,51.369999,51.490002,819000,48.577087
2013-09-20,51.490002,51.490002,50.459999,50.529999,1226200,47.671394
2013-09-23,50.43,50.509998,50.040001,50.290001,697300,47.444973
2013-09-24,50.200001,50.48,49.970001,50.200001,590400,47.360064
2013-09-25,50.330002,50.68,50.09,50.43,738500,47.577052
2013-09-26,50.48,50.790001,50.48,50.689999,767900,47.822342
2013-09-27,50.400002,50.540001,50.16,50.400002,582400,47.548751
2013-09-30,50.23,50.349998,49.91,50.130001,888500,47.294025
2013-10-01,50.150002,50.939999,49.889999,50.939999,909200,48.058199
2013-10-02,50.689999,50.700001,49.939999,50.189999,1303500,47.350628
2013-10-03,49.990002,50.150002,49.43,49.740002,894700,46.926089
2013-10-04,49.700001,50.5,49.630001,50.470001,654500,47.61479
2013-10-07,50.07,50.080002,49.779999,49.889999,708400,47.067601
2013-10-08,49.790001,50.0,49.57,49.709999,923700,46.897783
2013-10-09,49.849998,50.130001,49.73,49.939999,1004600,47.114771
2013-10-10,50.5,51.310001,50.439999,51.290001,1082800,48.388401
2013-10-11,51.290001,51.77,51.080002,51.759998,718600,48.831809
2013-10-14,51.279999,51.889999,51.279999,51.82,740300,48.888416
2013-10-15,51.84,51.959999,51.099998,51.27,748700,48.369532
2013-10-16,51.509998,52.130001,51.509998,51.82,911200,48.888416
2013-10-17,51.720001,52.790001,51.5,52.669998,664500,49.690328
2013-10-18,52.970001,53.16,52.52,52.619999,1097000,49.643157
2013-10-21,52.740002,53.52,52.540001,53.5,1141200,50.473375
2013-10-22,53.57,54.470001,53.5,54.16,1409600,51.096037
2013-10-23,54.07,54.09,53.490002,53.639999,1065500,50.605454
2013-10-24,53.650002,53.669998,53.049999,53.34,913000,50.322426
2013-10-25,53.490002,53.900002,53.220001,53.889999,510900,50.841311
2013-10-28,53.939999,54.779999,53.849998,54.540001,1144900,51.45454
2013-10-29,54.669998,55.540001,54.549999,55.299999,950400,52.171543
2013-10-30,55.209999,55.279999,54.68,54.830002,660800,51.728135
2013-10-31,54.709999,54.919998,53.77,54.0,1051600,50.945088
2013-11-01,54.09,54.240002,53.279999,53.990002,719600,50.935656
2013-11-04,54.310001,54.419998,53.57,54.209999,1099800,51.143207
2013-11-05,54.09,54.139999,53.369999,54.009998,1199100,50.954521
2013-11-06,56.259998,56.259998,53.740002,54.689999,1692900,51.596052
2013-11-07,54.459999,54.669998,52.68,53.0,1918400,50.001661
2013-11-08,53.0,53.889999,52.52,53.790001,991700,50.746969
2013-11-11,53.860001,54.150002,53.580002,53.869999,670400,50.822442
2013-11-12,53.860001,53.869999,53.150002,53.849998,679300,50.803573
2013-11-13,53.57,54.02,53.150002,53.900002,722600,50.850747
2013-11-14,54.07,54.290001,53.740002,53.98,758900,50.926219
2013-11-15,53.619999,54.240002,53.459999,54.119999,771500,51.058299
2013-11-18,54.139999,54.290001,53.880001,53.990002,655400,50.935656
2013-11-19,54.02,54.189999,53.810001,53.91,524200,50.86018
2013-11-20,53.919998,54.060001,52.900002,53.240002,751800,50.228085
2013-11-21,53.419998,53.490002,52.779999,53.040001,684400,50.039399
2013-11-22,53.009998,53.75,52.82,53.650002,597600,50.61489
2013-11-25,53.77,54.040001,53.290001,53.450001,632000,50.426204
2013-11-26,53.060001,53.389999,52.900002,53.169998,625400,50.464166
2013-11-27,53.189999,53.330002,52.849998,53.049999,371500,50.350274
2013-11-29,53.009998,53.009998,52.639999,52.669998,246700,49.989611
2013-12-02,52.720001,52.84,52.110001,52.549999,786100,49.875719
2013-12-03,52.470001,54.07,52.34,53.93,1527200,51.185491
2013-12-04,53.52,54.57,53.400002,54.34,1815100,51.574626
2013-12-05,54.07,55.330002,53.560001,54.009998,1952800,51.261418
2013-12-06,54.43,54.98,54.200001,54.959999,872000,52.163073
2013-12-09,55.07,55.389999,54.830002,55.060001,639000,52.257986
2013-12-10,54.860001,55.119999,54.330002,54.700001,741600,51.916306
2013-12-11,54.799999,55.009998,54.200001,54.299999,752000,51.536661
2013-12-12,54.099998,54.18,53.279999,53.419998,778500,50.701443
2013-12-13,53.580002,53.709999,52.790001,53.189999,656200,50.483149
2013-12-16,53.490002,54.080002,53.360001,53.75,885600,51.014651
2013-12-17,53.77,53.959999,53.380001,53.790001,738300,51.052617
2013-12-18,53.880001,55.43,53.669998,55.389999,1103200,52.571191
2013-12-19,55.32,55.400002,54.619999,54.970001,689300,52.172566
2013-12-20,55.110001,55.310001,54.77,54.939999,862800,52.144091
2013-12-23,55.259998,55.32,54.759998,54.939999,551800,52.144091
2013-12-24,55.07,55.279999,54.75,55.040001,136900,52.239004
2013-12-26,55.09,55.459999,54.700001,55.389999,301500,52.571191
2013-12-27,55.16,55.799999,55.139999,55.759998,609600,52.92236
2013-12-30,55.700001,55.98,55.34,55.759998,443200,52.92236
2013-12-31,56.009998,56.490002,56.009998,56.150002,550600,53.292516
2014-01-02,55.950001,56.049999,54.849998,55.220001,1352700,52.409844
2014-01-03,55.360001,55.439999,54.73,55.009998,802600,52.210528
2014-01-06,55.150002,55.200001,54.57,54.799999,886400,52.011216
2014-01-07,55.0,55.639999,54.799999,55.349998,1407200,52.533226
2014-01-08,55.5,55.66,55.110001,55.220001,935700,52.409844
2014-01-09,55.400002,55.450001,55.09,55.299999,700200,52.485771
2014-01-10,55.43,56.23,55.389999,56.080002,1160500,53.226079
2014-01-13,56.029999,57.18,55.740002,55.939999,2130200,53.093201
2014-01-14,55.959999,56.790001,55.919998,56.669998,1218400,53.78605
2014-01-15,56.610001,56.610001,56.049999,56.23,1210700,53.368443
2014-01-16,56.060001,56.419998,55.77,56.150002,1072800,53.292516
2014-01-17,56.130001,56.240002,55.48,55.580002,1169300,52.751524
2014-01-21,55.610001,55.970001,54.860001,55.110001,1517300,52.305441
2014-01-22,55.189999,55.84,55.110001,55.349998,1207600,52.533226
2014-01-23,54.939999,55.099998,54.369999,54.450001,997200,51.679029
2014-01-24,54.220001,54.439999,53.82,53.82,904900,51.081089
2014-01-27,53.650002,54.57,53.630001,54.240002,1040900,51.479717
2014-01-28,54.27,54.830002,54.080002,54.700001,871500,51.916306
2014-01-29,54.200001,54.200001,53.130001,53.41,1136200,50.691954
2014-01-30,53.73,53.990002,53.459999,53.810001,771500,51.071599
2014-01-31,52.959999,53.200001,52.549999,52.639999,1071400,49.961139
2014-02-03,52.599998,52.639999,51.459999,51.459999,1321400,48.841189
2014-02-04,51.77,52.029999,51.279999,51.48,1337000,48.860172
2014-02-05,51.299999,51.459999,50.900002,51.32,791300,48.708314
2014-02-06,51.48,51.77,51.41,51.669998,763200,49.040501
2014-02-07,51.970001,52.439999,51.830002,52.41,567800,49.742844
2014-02-10,52.57,52.68,52.009998,52.52,725000,49.847247
2014-02-11,52.52,53.369999,52.41,53.290001,757200,50.578062
2014-02-12,53.48,53.630001,53.0,53.099998,1373600,50.397729
2014-02-13,52.68,54.68,52.68,54.529999,1322400,51.754956
2014-02-14,54.619999,55.110001,54.43,55.02,1242200,52.220021
2014-02-18,54.630001,55.830002,54.619999,55.73,1463800,52.893888
2014-02-19,55.720001,56.75,55.599998,56.119999,1382000,53.264041
2014-02-20,56.099998,56.419998,55.66,56.130001,1449000,53.273534
2014-02-21,56.139999,56.709999,55.919998,56.599998,956600,53.719613
2014-02-24,57.0,57.540001,56.75,57.27,1372800,54.355518
2014-02-25,57.330002,57.48,56.970001,57.25,758800,54.336536
2014-02-26,57.130001,57.279999,56.630001,56.68,700700,54.14548
2014-02-27,56.700001,57.07,56.610001,56.91,761100,54.365195
2014-02-28,56.98,57.18,56.540001,56.830002,919800,54.288775
2014-03-03,56.5,56.709999,56.060001,56.619999,732900,54.088162
2014-03-04,57.07,57.41,56.689999,56.919998,896800,54.374747
2014-03-05,57.0,57.720001,56.900002,57.490002,956500,54.919262
2014-03-06,57.48,58.189999,57.369999,57.990002,1185000,55.396903
2014-03-07,58.07,58.48,57.84,58.240002,856700,55.635724
2014-03-10,58.18,58.490002,58.0,58.459999,675500,55.845884
2014-03-11,58.43,58.490002,57.900002,58.029999,763100,55.435112
2014-03-12,57.720001,58.310001,57.66,58.110001,727200,55.511536
2014-03-13,58.259998,58.450001,57.549999,57.630001,798800,55.053001
2014-03-14,57.57,58.16,57.439999,57.610001,782700,55.033895
2014-03-17,57.799999,58.25,57.639999,58.25,641200,55.645276
2014-03-18,58.209999,58.360001,57.91,58.18,562700,55.578406
2014-03-19,58.209999,58.5,57.529999,57.75,601200,55.167634
2014-03-20,57.66,58.18,57.470001,58.16,383900,55.5593
2014-03-21,58.16,59.150002,58.16,58.5,1255500,55.884097
2014-03-24,58.630001,59.02,57.48,57.549999,753200,54.976576
2014-03-25,58.009998,58.630001,57.810001,58.610001,1125200,55.989178
2014-03-26,58.650002,58.849998,57.799999,57.799999,591600,55.215397
2014-03-27,57.98,58.389999,57.790001,58.07,699300,55.473324
2014-03-28,58.52,58.82,57.900002,58.080002,888200,55.482879
2014-03-31,58.610001,58.98,58.34,58.860001,880600,56.227999
2014-04-01,58.93,59.009998,58.5,58.869999,747400,56.23755
2014-04-02,58.869999,59.529999,58.610001,59.5,1150100,56.83938
2014-04-03,59.669998,59.75,59.209999,59.720001,1329900,57.049544
2014-04-04,60.0,60.900002,59.52,59.790001,1686900,57.116413
2014-04-07,59.669998,60.040001,59.119999,59.220001,1799400,56.571902
2014-04-08,59.299999,59.75,58.77,59.220001,1576500,56.571902
2014-04-09,59.349998,59.459999,58.689999,59.330002,1208400,56.676984
2014-04-10,58.560001,59.310001,58.009998,58.029999,1085500,55.435112
2014-04-11,58.0,58.299999,56.790001,57.080002,1433200,54.527595
2014-04-14,57.529999,57.759998,57.09,57.540001,909000,54.967025
2014-04-15,57.619999,57.700001,56.599998,57.27,932200,54.709098
2014-04-16,57.650002,58.619999,57.450001,58.529999,1067400,55.912754
2014-04-17,58.369999,58.700001,57.98,58.310001,869400,55.702594
2014-04-21,58.240002,58.369999,57.91,58.16,409300,55.5593
2014-04-22,58.25,59.240002,58.07,59.080002,1224700,56.438163
2014-04-23,59.130001,59.279999,58.540001,58.57,708600,55.950966
2014-04-24,58.689999,59.169998,58.43,59.080002,650600,56.438163
2014-04-25,59.029999,59.029999,58.290001,58.560001,801100,55.941415
2014-04-28,58.959999,60.16,58.75,60.150002,1175700,57.460316
2014-04-29,60.360001,60.529999,60.049999,60.16,797300,57.469867
2014-04-30,60.169998,60.169998,59.459999,59.970001,1209000,57.288365
2014-05-01,60.060001,60.48,59.610001,60.48,904000,57.775558
2014-05-02,60.5,60.59,60.259998,60.580002,719500,57.871088
2014-05-05,60.290001,60.549999,59.98,60.549999,870800,57.842427
2014-05-06,60.279999,60.360001,59.689999,59.77,789300,57.097307
2014-05-07,60.0,62.419998,60.0,61.950001,1876500,59.179826
2014-05-08,62.099998,63.529999,62.099998,63.459999,2117600,60.622303
2014-05-09,63.389999,64.059998,63.220001,63.810001,1239300,60.956654
2014-05-12,63.970001,64.160004,63.389999,63.669998,1271400,60.822912
2014-05-13,63.849998,64.169998,63.59,64.029999,799500,61.166814
2014-05-14,64.0,64.25,63.560001,63.580002,871600,60.736939
2014-05-15,63.459999,63.759998,63.389999,63.73,1277800,60.88023
2014-05-16,63.669998,65.459999,63.669998,64.910004,2904800,62.007469
2014-05-19,64.639999,65.080002,64.589996,64.959999,1285600,62.055228
2014-05-20,64.82,65.0,64.589996,64.769997,1097900,61.873722
2014-05-21,65.0,65.110001,64.339996,64.519997,1623800,61.634901
2014-05-22,64.519997,64.739998,64.339996,64.550003,951900,61.663566
2014-05-23,64.720001,64.839996,64.279999,64.400002,1232900,61.520272
2014-05-27,64.669998,65.089996,64.480003,64.790001,2294100,61.892832
2014-05-28,64.379997,64.529999,63.830002,64.300003,1599000,61.777541
2014-05-29,64.440002,65.360001,64.379997,65.339996,2295700,62.776736
2014-05-30,65.160004,65.800003,65.029999,65.730003,2332600,63.151443
2014-06-02,65.599998,65.82,65.379997,65.769997,1390500,63.189868
2014-06-03,65.739998,66.0,65.550003,65.589996,2036000,63.016929
2014-06-04,65.589996,65.830002,65.349998,65.57,795200,62.997717
2014-06-05,65.870003,65.870003,65.379997,65.650002,855400,63.07458
2014-06-06,65.610001,66.779999,65.610001,66.720001,1168600,64.102604
2014-06-09,66.389999,67.139999,66.269997,67.110001,1456600,64.477304
2014-06-10,67.389999,71.389999,67.379997,70.709999,7120300,67.936076
2014-06-11,71.050003,72.300003,70.300003,72.07,5248100,69.242724
2014-06-12,71.989998,72.779999,71.230003,71.470001,2521900,68.666264
2014-06-13,71.459999,71.650002,71.040001,71.230003,1924700,68.435681
2014-06-16,71.199997,71.540001,70.93,71.529999,1321900,68.723908
2014-06-17,71.68,71.849998,71.300003,71.5,1106300,68.695086
2014-06-18,71.480003,72.57,71.379997,72.5,1529400,69.655856
2014-06-19,72.75,73.309998,72.57,73.160004,1599900,70.289968
2014-06-20,73.739998,75.550003,73.300003,74.860001,3014000,71.923275
2014-06-23,74.959999,74.959999,73.599998,73.699997,1697400,70.808778
2014-06-24,73.699997,73.699997,72.639999,73.349998,2340900,70.472509
2014-06-25,73.18,73.949997,73.059998,73.860001,1122600,70.962504
2014-06-26,73.75,74.279999,73.589996,74.209999,1057900,71.298773
2014-06-27,74.019997,74.43,73.779999,74.400002,1486300,71.481321
2014-06-30,74.220001,74.830002,73.959999,74.160004,1574400,71.250738
2014-07-01,74.169998,74.599998,73.639999,74.199997,1405800,71.289163
2014-07-02,74.410004,74.580002,73.139999,73.580002,1759500,70.69349
2014-07-03,73.959999,74.110001,73.519997,73.800003,1143600,70.904861
2014-07-07,73.510002,73.779999,73.169998,73.360001,1028900,70.482119
2014-07-08,73.470001,73.919998,73.110001,73.169998,1165000,70.29957
2014-07-09,73.239998,73.769997,73.239998,73.540001,1302900,70.655058
2014-07-10,72.980003,73.550003,72.769997,73.32,864700,70.443688
2014-07-11,73.190002,73.699997,73.190002,73.589996,915500,70.703092
2014-07-14,73.959999,74.690002,72.879997,72.959999,1493800,70.09781
2014-07-15,72.949997,73.029999,72.139999,72.529999,2447200,69.684678
2014-07-16,72.970001,73.709999,72.120003,72.449997,1419300,69.607815
2014-07-17,72.269997,72.510002,71.290001,71.389999,943300,68.5894
2014-07-18,71.550003,72.559998,71.300003,72.5,1025700,69.655856
2014-07-21,72.099998,72.400002,71.690002,72.190002,615200,69.35802
2014-07-22,72.440002,72.559998,72.209999,72.440002,637500,69.598212
2014-07-23,72.669998,72.849998,72.239998,72.57,825200,69.72311
2014-07-24,72.910004,73.139999,72.220001,73.010002,946400,70.145851
2014-07-25,72.550003,72.620003,71.470001,71.57,727400,68.762339
2014-07-28,71.290001,71.32,70.0,70.360001,1837500,67.599808
2014-07-29,70.769997,70.949997,70.029999,70.089996,863500,67.340396
2014-07-30,70.470001,70.480003,69.010002,69.099998,1342200,66.389235
2014-07-31,68.870003,68.910004,67.470001,67.529999,1353300,64.880826
2014-08-01,67.169998,68.099998,67.0,67.639999,1288400,64.986511
2014-08-04,67.599998,67.940002,67.220001,67.900002,1254600,65.236314
2014-08-05,67.809998,67.910004,66.949997,67.209999,1558000,64.57338
2014-08-06,69.620003,71.690002,69.32,71.080002,3551600,68.291564
2014-08-07,71.489998,71.5,69.550003,69.699997,1742300,66.965696
2014-08-08,69.470001,71.290001,69.43,71.190002,1317600,68.397249
2014-08-11,71.269997,72.269997,71.230003,71.919998,1283400,69.098607
2014-08-12,71.489998,72.269997,71.489998,72.25,943700,69.415663
2014-08-13,72.580002,72.800003,72.059998,72.550003,1466200,69.703897
2014-08-14,73.300003,74.919998,72.839996,74.900002,1674700,71.961707
2014-08-15,74.779999,75.470001,74.269997,74.860001,1184600,71.923275
2014-08-18,75.339996,75.529999,74.949997,75.18,925500,72.230721
2014-08-19,75.419998,75.610001,75.190002,75.209999,959400,72.259543
2014-08-20,75.199997,75.199997,74.419998,74.690002,677400,71.759946
2014-08-21,74.809998,74.910004,74.440002,74.489998,1058400,71.567787
2014-08-22,74.470001,74.620003,73.919998,74.019997,913200,71.116224
2014-08-25,74.639999,74.699997,74.279999,74.589996,616600,71.663863
2014-08-26,74.589996,74.910004,74.089996,74.129997,728400,71.221909
2014-08-27,74.029999,74.07,73.5,73.650002,873000,71.115696
2014-08-28,73.529999,73.809998,73.32,73.620003,609600,71.08673
2014-08-29,73.709999,73.989998,73.43,73.949997,734700,71.405369
2014-09-02,74.169998,74.169998,72.940002,73.110001,985700,70.594277
2014-09-03,73.239998,73.690002,72.870003,73.0,998000,70.488061
2014-09-04,73.199997,73.449997,72.089996,72.239998,1116200,69.754211
2014-09-05,72.040001,72.209999,71.57,72.150002,1528600,69.667311
2014-09-08,71.919998,72.360001,71.18,71.82,1228000,69.348665
2014-09-09,70.989998,71.129997,70.029999,70.190002,1644200,67.774756
2014-09-10,70.160004,70.82,70.110001,70.699997,1576000,68.267202
2014-09-11,70.529999,71.629997,70.459999,71.580002,1506700,69.116925
2014-09-12,71.419998,72.260002,71.010002,71.800003,3175500,69.329356
2014-09-15,76.709999,77.779999,75.309998,76.0,10515100,73.384831
2014-09-16,76.599998,77.660004,74.959999,77.459999,3518100,74.794591
2014-09-17,77.209999,77.57,76.339996,77.0,1704600,74.350421
2014-09-18,77.220001,77.290001,76.599998,76.889999,1367100,74.244205
2014-09-19,77.279999,77.290001,76.449997,76.580002,1445800,73.944875
2014-09-22,76.279999,76.610001,75.879997,76.389999,940700,73.76141
2014-09-23,75.5,76.160004,75.43,75.610001,1155000,73.008251
2014-09-24,75.440002,76.68,75.220001,76.510002,1048200,73.877284
2014-09-25,76.029999,76.300003,74.860001,74.879997,978700,72.303368
2014-09-26,74.839996,74.839996,73.529999,74.07,1130200,71.521242
2014-09-29,74.18,74.639999,73.879997,74.220001,2254400,71.666082
2014-09-30,74.059998,74.980003,73.980003,74.440002,1255400,71.878513
2014-10-01,74.0,74.089996,72.290001,72.580002,1550500,70.082515
2014-10-02,72.349998,72.809998,71.720001,72.370003,1142800,69.879742
2014-10-03,72.919998,74.279999,72.690002,74.010002,2904400,71.463309
2014-10-06,74.279999,74.389999,73.139999,73.639999,1817400,71.106038
2014-10-07,73.309998,73.93,73.120003,73.190002,1321600,70.671526
2014-10-08,73.300003,75.330002,72.919998,75.260002,1770900,72.670297
2014-10-09,74.93,75.139999,73.550003,73.599998,1691000,71.067414
2014-10-10,73.720001,74.519997,73.0,73.269997,1754000,70.748767
2014-10-13,73.07,73.349998,71.800003,71.860001,1654800,69.387289
2014-10-14,72.0,72.339996,71.129997,71.440002,1652600,68.981743
2014-10-15,70.93,70.940002,67.089996,68.360001,3911500,66.007725
2014-10-16,66.470001,68.349998,66.169998,68.019997,3679900,65.67942
2014-10-17,68.75,70.660004,68.410004,69.959999,1966500,67.552667
2014-10-20,69.519997,70.410004,69.470001,70.230003,1324600,67.813381
2014-10-21,70.459999,72.129997,70.050003,71.839996,1638300,69.367974
2014-10-22,71.510002,71.970001,70.660004,70.68,1298200,68.247893
2014-10-23,71.370003,71.809998,70.660004,71.339996,1465600,68.885179
2014-10-24,71.739998,73.309998,71.040001,73.230003,1601900,70.71015
2014-10-27,72.870003,73.220001,72.019997,72.269997,1148900,69.783177
2014-10-28,72.470001,73.599998,72.260002,73.599998,964200,71.067414
2014-10-29,73.889999,74.169998,72.440002,72.900002,1150200,70.391504
2014-10-30,72.610001,73.599998,72.550003,72.919998,1077600,70.410812
2014-10-31,73.690002,74.470001,72.919998,74.379997,1704600,71.820573
2014-11-03,74.470001,75.260002,73.900002,74.550003,2276800,71.984729
2014-11-04,74.589996,75.32,73.959999,74.290001,1390000,71.733673
2014-11-05,75.220001,75.220001,74.019997,74.160004,1663000,71.608149
2014-11-06,74.230003,77.110001,73.919998,77.050003,2289800,74.398703
2014-11-07,77.0,77.870003,76.669998,77.18,1393400,74.524227
2014-11-10,77.18,77.360001,75.769997,76.650002,923100,74.012466
2014-11-11,76.82,77.089996,75.559998,76.209999,677200,73.587604
2014-11-12,75.93,76.269997,74.900002,75.360001,1135800,72.766854
2014-11-13,75.849998,76.660004,75.360001,76.050003,1240800,73.433113
2014-11-14,76.059998,76.220001,75.199997,75.480003,731100,72.882727
2014-11-17,75.550003,77.93,75.330002,77.75,1884700,75.074613
2014-11-18,77.75,77.849998,76.309998,76.330002,1208100,73.703477
2014-11-19,76.290001,76.290001,74.290001,74.839996,1823900,72.264743
2014-11-20,74.629997,75.629997,74.400002,75.059998,932000,72.477174
2014-11-21,75.919998,76.129997,75.169998,75.610001,1034600,73.008251
2014-11-24,75.849998,76.959999,75.690002,76.449997,1452200,74.182359
2014-11-25,76.43,76.949997,76.010002,76.660004,995200,74.386136
2014-11-26,76.849998,76.849998,76.190002,76.5,608100,74.230879
2014-11-28,76.639999,77.610001,76.459999,77.349998,435900,75.055665
2014-12-01,76.900002,76.989998,75.339996,75.849998,1224800,73.600157
2014-12-02,75.699997,76.730003,75.699997,76.550003,2252200,74.279399
2014-12-03,76.300003,76.300003,73.169998,73.690002,4422100,71.504231
2014-12-04,73.529999,73.980003,72.529999,73.260002,2154400,71.086985
2014-12-05,73.5,75.029999,73.019997,74.919998,1923300,72.697743
2014-12-08,74.550003,74.800003,73.330002,73.849998,1199100,71.659481
2014-12-09,73.089996,73.629997,72.690002,73.599998,687800,71.416896
2014-12-10,73.440002,73.830002,73.019997,73.379997,1191800,71.203421
2014-12-11,73.639999,75.900002,73.209999,74.790001,1467800,72.571601
2014-12-12,73.940002,74.440002,72.269997,72.370003,1626800,70.223384
2014-12-15,72.739998,73.360001,71.699997,72.040001,1167000,69.903171
2014-12-16,71.669998,72.75,70.940002,70.970001,1321700,68.864909
2014-12-17,70.870003,73.779999,70.809998,73.660004,1536100,71.475122
2014-12-18,74.620003,76.650002,74.510002,76.650002,1445500,74.376431
2014-12-19,76.839996,77.489998,75.57,75.910004,1899900,73.658383
2014-12-22,76.0,76.379997,75.599998,76.0,636900,73.74571
2014-12-23,76.5,76.940002,75.610001,76.809998,709700,74.531681
2014-12-24,76.730003,76.919998,75.57,76.25,372600,73.988294
2014-12-26,76.339996,76.650002,75.879997,75.910004,683900,73.658383
2014-12-29,75.730003,76.650002,75.269997,76.080002,453300,73.823338
2014-12-30,75.669998,76.019997,74.870003,74.900002,499900,72.678339
2014-12-31,75.260002,75.339996,74.449997,74.519997,608900,72.309606
2015-01-02,74.639999,74.889999,72.940002,73.860001,811100,71.669186
2015-01-05,73.389999,74.220001,73.279999,73.410004,1288400,71.232537
2015-01-06,73.910004,74.360001,72.400002,73.059998,1358800,70.892913
2015-01-07,74.0,75.540001,73.940002,75.400002,1507700,73.163508
2015-01-08,77.040001,78.050003,77.029999,77.730003,1810700,75.424398
2015-01-09,78.019997,78.809998,77.449997,77.580002,1187900,75.278846
2015-01-12,77.400002,77.870003,76.389999,76.959999,792400,74.677234
2015-01-13,77.650002,78.370003,75.339996,76.169998,1234900,73.910665
2015-01-14,74.769997,75.389999,74.400002,74.980003,1661500,72.755968
