Date,Open_ICE,High_ICE,Low_ICE,Close_ICE,Volume_ICE,AdjClose_ICE
2015-01-13,216.910004,219.539993,208.759995,209.5,1776100,206.217559
2015-01-14,207.320007,210.240005,206.119995,208.0,1279600,204.741061
2015-01-15,208.0,209.270004,205.529999,205.679993,1164000,202.457404
2015-01-16,205.240005,209.5,204.490005,209.399994,894000,206.11912
2015-01-20,210.580002,211.949997,206.710007,207.970001,761200,204.711532
2015-01-21,207.229996,209.210007,205.570007,206.559998,596200,203.323621
2015-01-22,206.809998,214.580002,206.25,214.190002,1162500,210.834079
2015-01-23,215.039993,217.869995,213.880005,216.710007,893100,213.3146
2015-01-26,215.199997,217.880005,214.050003,217.75,458200,214.338298
2015-01-27,215.259995,217.029999,212.490005,212.699997,752700,209.367419
2015-01-28,212.580002,213.539993,205.380005,205.440002,1059400,202.221174
2015-01-29,205.25,206.0,202.240005,204.869995,1334900,201.660097
2015-01-30,203.25,208.960007,202.789993,205.729996,1019500,202.506623
2015-02-02,207.080002,208.610001,205.570007,208.410004,668900,205.144641
2015-02-03,208.589996,211.570007,208.589996,211.369995,537900,208.058255
2015-02-04,210.449997,216.169998,210.449997,215.0,1059600,211.631385
2015-02-05,215.740005,226.110001,215.729996,225.850006,1373400,222.311394
2015-02-06,226.740005,230.990005,226.729996,228.720001,1094100,225.136422
2015-02-09,227.830002,231.949997,227.5,229.029999,630700,225.441562
2015-02-10,229.679993,231.699997,228.809998,231.300003,606700,227.676
2015-02-11,230.880005,232.639999,230.070007,231.839996,538200,228.207533
2015-02-12,231.770004,234.880005,231.179993,234.429993,503400,230.756949
2015-02-13,234.880005,235.369995,233.029999,233.220001,464800,229.565916
2015-02-17,233.589996,235.699997,232.759995,234.809998,509800,231.131
2015-02-18,234.25,235.610001,232.820007,234.770004,500100,231.091634
2015-02-19,233.860001,236.75,233.710007,233.910004,369200,230.245108
2015-02-20,233.910004,235.490005,231.279999,235.020004,1094600,231.337717
2015-02-23,234.690002,235.0,232.509995,234.419998,375800,230.747112
2015-02-24,234.039993,238.190002,233.350006,235.529999,524300,231.839721
2015-02-25,235.050003,239.979996,233.289993,238.850006,850800,235.10771
2015-02-26,239.380005,240.050003,236.660004,238.229996,672800,234.497414
2015-02-27,238.169998,239.119995,235.240005,235.360001,513300,231.672386
2015-03-02,234.889999,239.800003,234.789993,239.320007,721800,235.570347
2015-03-03,238.259995,239.919998,232.339996,235.610001,791300,231.918469
2015-03-04,235.119995,235.199997,231.009995,232.949997,883500,229.300142
2015-03-05,234.740005,234.990005,232.960007,234.110001,601100,230.441971
2015-03-06,233.809998,236.270004,230.259995,230.419998,711300,226.809783
2015-03-09,231.25,234.479996,230.070007,233.929993,689600,230.264783
2015-03-10,232.25,232.25,227.919998,227.949997,662100,224.378482
2015-03-11,229.440002,229.979996,225.880005,228.600006,738500,225.018307
2015-03-12,230.419998,232.130005,228.570007,230.770004,501900,227.154306
2015-03-13,230.149994,231.720001,227.830002,229.089996,532800,226.137563
2015-03-16,230.479996,233.860001,230.470001,232.949997,493900,229.947817
2015-03-17,232.110001,233.889999,230.460007,233.509995,656200,230.500598
2015-03-18,232.710007,233.050003,229.119995,231.470001,597100,228.486895
2015-03-19,230.800003,237.039993,230.25,236.710007,764300,233.659369
2015-03-20,236.710007,237.919998,234.740005,236.699997,1021200,233.649489
2015-03-23,237.309998,237.570007,234.009995,235.330002,621400,232.29715
2015-03-24,234.350006,236.25,232.850006,234.309998,592900,231.290291
2015-03-25,234.169998,235.279999,229.710007,230.949997,878400,227.973593
2015-03-26,229.470001,232.300003,227.610001,229.75,686700,226.789061
2015-03-27,228.899994,232.660004,228.839996,231.979996,482800,228.990317
2015-03-30,233.5,235.149994,232.539993,234.979996,483200,231.951654
2015-03-31,233.419998,234.300003,231.979996,233.270004,656500,230.263701
2015-04-01,232.660004,235.389999,230.470001,230.919998,671700,227.943981
2015-04-02,231.080002,231.899994,227.470001,228.869995,525600,225.920397
2015-04-06,227.830002,231.669998,227.220001,229.330002,423900,226.374475
2015-04-07,229.779999,231.75,228.550003,229.809998,534300,226.848285
2015-04-08,229.960007,232.0,229.899994,230.5,473500,227.529395
2015-04-09,230.0,231.149994,228.029999,230.889999,358900,227.914368
2015-04-10,231.139999,232.589996,230.199997,231.910004,320200,228.921227
2015-04-13,231.279999,232.779999,230.649994,230.789993,394500,227.815651
2015-04-14,230.630005,232.509995,227.639999,228.880005,469000,225.930278
2015-04-15,229.160004,231.5,227.5,229.789993,736300,226.828539
2015-04-16,229.690002,231.350006,227.860001,229.880005,324300,226.91739
2015-04-17,228.270004,230.360001,222.679993,223.669998,690800,220.787416
2015-04-20,224.320007,226.050003,223.279999,225.669998,533800,222.761641
2015-04-21,225.669998,226.100006,223.199997,224.119995,436600,221.231614
2015-04-22,224.179993,227.570007,222.929993,225.610001,643000,222.702416
2015-04-23,225.100006,226.550003,224.509995,225.190002,395200,222.287831
2015-04-24,224.729996,225.869995,221.279999,223.389999,646400,220.511026
2015-04-27,223.360001,224.960007,222.050003,222.75,631900,219.879274
2015-04-28,222.75,224.440002,221.160004,224.289993,527800,221.399421
2015-04-29,223.080002,226.5,222.860001,224.759995,459900,221.863365
2015-04-30,223.75,227.029999,222.149994,224.529999,528100,221.636333
2015-05-01,224.25,228.059998,224.039993,225.820007,488100,222.909717
2015-05-04,226.740005,228.169998,225.550003,226.589996,887300,223.669782
2015-05-05,230.0,232.169998,226.860001,232.169998,1909700,229.177871
2015-05-06,231.729996,232.139999,225.889999,227.259995,1009900,224.331146
2015-05-07,228.050003,233.990005,226.919998,233.089996,1018300,230.086012
2015-05-08,235.759995,239.960007,234.050003,238.240005,1762400,235.16965
2015-05-11,237.029999,241.979996,236.699997,240.0,1621000,236.906962
2015-05-12,239.0,240.949997,236.669998,239.940002,678400,236.847738
2015-05-13,239.960007,241.600006,238.789993,240.080002,561900,236.985933
2015-05-14,241.149994,241.979996,239.809998,240.509995,778200,237.410384
2015-05-15,241.419998,241.570007,237.440002,238.770004,475700,235.692818
2015-05-18,238.130005,240.75,237.520004,237.679993,530300,234.616855
2015-05-19,238.330002,240.0,237.449997,237.850006,528200,234.784677
2015-05-20,238.720001,239.479996,235.649994,235.759995,676500,232.721601
2015-05-21,235.149994,236.910004,234.179993,235.350006,535800,232.316896
2015-05-22,235.600006,238.289993,235.029999,236.869995,315900,233.817296
2015-05-26,236.440002,236.440002,233.179993,233.679993,518700,230.668405
2015-05-27,234.089996,235.75,232.320007,234.679993,468700,231.655517
2015-05-28,235.339996,236.800003,233.580002,236.440002,371300,233.392845
2015-05-29,236.339996,238.419998,234.139999,236.779999,835700,233.728459
2015-06-01,237.490005,237.669998,235.320007,235.539993,557100,232.504435
2015-06-02,234.470001,236.699997,233.679993,235.899994,331200,232.859796
2015-06-03,236.160004,238.029999,234.220001,234.240005,700000,231.221201
2015-06-04,233.139999,236.029999,231.759995,235.279999,638500,232.247791
2015-06-05,237.0,238.0,234.369995,236.550003,470800,233.501428
2015-06-08,237.259995,237.729996,234.850006,235.570007,673800,232.534062
2015-06-09,235.050003,239.160004,234.160004,236.880005,642500,233.827177
2015-06-10,237.300003,240.699997,234.970001,240.470001,714600,237.370906
2015-06-11,240.789993,242.960007,239.740005,242.0,494100,238.881187
2015-06-12,240.520004,241.539993,237.679993,238.550003,605900,236.207702
2015-06-15,236.649994,238.639999,235.529999,237.309998,456200,234.979872
2015-06-16,236.679993,238.089996,233.789993,234.399994,611900,232.098441
2015-06-17,235.229996,236.259995,233.440002,234.309998,599900,232.009328
2015-06-18,235.0,235.990005,232.830002,233.75,690400,231.454829
2015-06-19,233.0,233.929993,227.830002,229.380005,1060200,227.127743
2015-06-22,231.139999,231.940002,229.789993,230.889999,431400,228.622911
2015-06-23,232.029999,232.429993,229.729996,229.860001,470200,227.603026
2015-06-24,229.5,230.490005,227.770004,228.059998,547500,225.820697
2015-06-25,228.0,229.490005,227.570007,227.729996,494100,225.493935
2015-06-26,228.0,229.25,225.509995,226.160004,755300,223.939359
2015-06-29,224.210007,225.610001,222.110001,222.289993,468500,220.107348
2015-06-30,223.570007,224.979996,221.910004,223.610001,729800,221.414394
2015-07-01,225.190002,226.460007,224.520004,225.740005,1077800,223.523484
2015-07-02,226.690002,227.490005,225.460007,227.039993,526800,224.810708
2015-07-06,225.25,226.509995,223.089996,224.369995,648800,222.166926
2015-07-07,225.020004,227.899994,223.25,227.229996,710800,224.998844
2015-07-08,225.759995,226.860001,221.589996,221.860001,805900,219.681577
2015-07-09,223.270004,227.190002,222.619995,224.429993,991800,222.226334
2015-07-10,228.929993,231.619995,226.25,229.470001,621800,227.216856
2015-07-13,231.669998,231.919998,227.979996,229.0,614300,226.751469
2015-07-14,228.5,229.369995,226.979996,227.990005,428900,225.751392
2015-07-15,227.850006,229.710007,224.820007,228.919998,507200,226.672253
2015-07-16,230.800003,232.429993,229.559998,232.320007,417400,230.038878
2015-07-17,231.009995,232.699997,230.539993,231.720001,403100,229.444763
2015-07-20,231.460007,232.570007,230.0,231.509995,343600,229.236818
2015-07-21,231.169998,233.419998,230.990005,231.699997,454800,229.424955
2015-07-22,231.690002,233.360001,230.25,233.289993,429400,230.999339
2015-07-23,232.720001,233.970001,229.25,229.839996,418000,227.583218
2015-07-24,229.639999,231.690002,227.979996,229.009995,522700,226.761366
2015-07-27,228.089996,228.589996,225.649994,226.5,373100,224.276017
2015-07-28,227.770004,227.770004,224.970001,226.350006,381900,224.127495
2015-07-29,226.529999,228.229996,224.940002,227.710007,307800,225.474142
2015-07-30,227.479996,229.910004,227.479996,229.050003,267900,226.800981
2015-07-31,228.850006,228.869995,226.910004,228.039993,433900,225.800889
2015-08-03,228.869995,229.919998,227.630005,229.880005,427200,227.622833
2015-08-04,230.050003,231.100006,229.699997,230.649994,551100,228.385262
2015-08-05,230.149994,238.199997,229.449997,237.539993,644500,235.207609
2015-08-06,238.660004,239.309998,234.639999,237.0,734100,234.672918
2015-08-07,237.0,238.589996,235.440002,237.25,566400,234.920463
2015-08-10,238.600006,241.940002,238.330002,240.410004,400000,238.049439
2015-08-11,238.789993,239.779999,236.039993,236.899994,531600,234.573894
2015-08-12,235.600006,236.580002,232.009995,236.179993,592200,233.860962
2015-08-13,236.679993,239.080002,235.100006,237.710007,679300,235.375953
2015-08-14,237.320007,240.800003,236.990005,240.649994,865800,238.287073
2015-08-17,239.289993,241.610001,238.580002,241.0,480400,238.633642
2015-08-18,240.979996,244.369995,240.369995,244.050003,610600,241.653698
2015-08-19,243.949997,245.910004,242.270004,243.979996,913200,241.584378
2015-08-20,242.419998,246.389999,239.419998,244.289993,1174600,241.891331
2015-08-21,242.940002,243.520004,236.429993,236.710007,1120800,234.385772
2015-08-24,227.009995,232.899994,220.279999,224.929993,1541900,222.721425
2015-08-25,229.910004,231.139999,222.429993,222.520004,1297300,220.3351
2015-08-26,227.020004,231.220001,224.070007,229.339996,928200,227.088127
2015-08-27,230.949997,232.729996,227.360001,231.970001,869700,229.692308
2015-08-28,230.660004,234.139999,230.0,232.410004,544400,230.12799
2015-08-31,232.600006,232.600006,228.320007,228.410004,656300,226.167266
2015-09-01,224.559998,227.240005,223.490005,224.520004,831300,222.315462
2015-09-02,226.449997,227.320007,223.660004,226.509995,519100,224.285913
2015-09-03,227.009995,231.270004,225.639999,228.910004,1097500,226.662357
2015-09-04,228.0,230.050003,224.910004,226.789993,587600,224.563162
2015-09-08,228.740005,234.740005,227.820007,234.509995,582700,232.207362
2015-09-09,236.070007,236.220001,230.729996,231.190002,550400,228.919968
2015-09-10,231.5,237.0,230.990005,235.139999,623500,232.831181
2015-09-11,234.889999,236.380005,232.669998,236.229996,731700,233.910474
2015-09-14,235.789993,238.160004,232.860001,233.550003,649400,231.993353
2015-09-15,234.580002,234.580002,231.639999,233.5,855200,231.943683
2015-09-16,233.270004,234.199997,229.699997,233.440002,882300,231.884085
2015-09-17,234.0,235.639999,229.509995,230.199997,1071500,228.665675
2015-09-18,228.25,230.080002,226.520004,228.259995,1028700,226.738603
2015-09-21,229.740005,232.990005,229.039993,231.649994,930500,230.106007
2015-09-22,228.580002,230.0,225.139999,226.460007,584400,224.950612
2015-09-23,226.070007,229.710007,225.520004,229.270004,490900,227.741881
2015-09-24,227.690002,227.690002,224.820007,226.690002,714900,225.179075
2015-09-25,228.649994,236.490005,228.119995,235.0,1057200,233.433685
2015-09-28,233.160004,234.75,227.75,227.979996,893100,226.46047
2015-09-29,228.199997,229.130005,223.490005,227.789993,696500,226.271734
2015-09-30,229.160004,235.320007,228.5,234.990005,625100,233.423757
2015-10-01,234.009995,235.949997,230.080002,233.539993,900600,231.983409
2015-10-02,231.259995,231.529999,224.639999,231.479996,877500,229.937142
2015-10-05,232.850006,237.320007,232.020004,236.960007,636500,235.380628
2015-10-06,237.110001,237.539993,234.429993,236.279999,541200,234.705152
2015-10-07,237.990005,238.360001,232.369995,233.789993,594700,232.231743
2015-10-08,232.830002,234.460007,230.539993,234.160004,437500,232.599287
2015-10-09,234.169998,234.600006,227.389999,228.899994,695600,227.374336
2015-10-12,229.809998,233.869995,228.899994,233.399994,393700,231.844343
2015-10-13,231.899994,233.770004,231.009995,231.160004,452600,229.619283
2015-10-14,231.220001,233.600006,228.910004,229.350006,524100,227.821349
2015-10-15,230.330002,236.809998,230.199997,236.220001,429600,234.645555
2015-10-16,237.960007,239.550003,235.779999,237.889999,587800,236.304422
2015-10-19,236.050003,241.160004,236.050003,240.270004,770800,238.668564
2015-10-20,239.619995,242.160004,237.830002,241.639999,518700,240.029428
2015-10-21,242.039993,242.839996,236.699997,236.880005,425300,235.301159
2015-10-22,237.570007,247.080002,237.020004,245.740005,630900,244.102107
2015-10-23,247.029999,249.399994,245.699997,248.800003,579900,247.141709
2015-10-26,249.009995,254.910004,243.779999,247.389999,1165600,245.741103
2015-10-27,246.389999,257.339996,245.0,255.710007,1558500,254.005656
2015-10-28,255.929993,258.040009,251.649994,257.670013,837300,255.952599
2015-10-29,257.880005,262.679993,257.049988,261.839996,971600,260.094788
2015-10-30,261.540009,262.179993,251.970001,252.399994,1036000,250.717705
2015-11-02,251.520004,261.700012,250.75,261.350006,945800,259.608064
2015-11-03,260.01001,262.380005,258.380005,260.5,786700,258.763723
2015-11-04,259.649994,261.980011,257.730011,260.25,742000,258.515389
2015-11-05,260.570007,262.359985,259.279999,261.5,648300,259.757058
2015-11-06,264.440002,265.899994,260.75,262.320007,588400,260.5716
2015-11-09,262.390015,262.670013,259.5,261.299988,470900,259.558379
2015-11-10,260.450012,264.369995,259.079987,263.690002,534800,261.932464
2015-11-11,265.089996,266.73999,263.290009,263.980011,698400,262.220539
2015-11-12,262.339996,263.899994,259.799988,260.079987,787300,258.346509
2015-11-13,259.339996,260.850006,256.450012,258.470001,623200,256.747255
2015-11-16,258.869995,262.230011,256.579987,262.100006,577500,260.353065
2015-11-17,263.559998,263.600006,260.130005,261.920013,497300,260.174272
2015-11-18,263.089996,263.75,259.040009,263.600006,560400,261.843067
2015-11-19,263.119995,263.75,261.609985,262.929993,348700,261.17752
2015-11-20,264.070007,264.98999,262.390015,263.519989,444700,261.763583
2015-11-23,263.410004,265.0,262.529999,263.299988,247500,261.545049
2015-11-24,261.230011,262.119995,257.839996,259.149994,415100,257.422715
2015-11-25,259.320007,261.140015,258.470001,259.51001,250400,257.780331
2015-11-27,259.589996,260.950012,258.450012,260.230011,113800,258.495534
2015-11-30,260.23999,261.809998,258.339996,259.839996,484900,258.108119
2015-12-01,261.519989,262.040009,256.350006,260.950012,855400,259.210736
2015-12-02,261.369995,263.149994,258.420013,259.049988,598400,257.323376
2015-12-03,259.549988,260.98999,253.110001,253.839996,905100,252.14811
2015-12-04,255.580002,266.0,255.259995,264.140015,938100,262.379476
2015-12-07,263.850006,265.940002,262.5,263.670013,603200,261.912608
2015-12-08,262.950012,265.5,259.480011,261.179993,414500,259.439184
2015-12-09,258.609985,260.01001,250.25,252.279999,520400,250.59851
2015-12-10,252.25,255.449997,251.539993,252.460007,464800,250.777318
2015-12-11,248.880005,249.960007,242.789993,243.949997,658400,242.324029
2015-12-14,244.080002,246.449997,240.369995,245.580002,769800,244.69546
2015-12-15,250.0,253.190002,246.320007,250.0,1031700,249.099538
2015-12-16,251.25,252.020004,245.820007,247.720001,1018900,246.827751
2015-12-17,244.910004,249.389999,244.100006,248.369995,3429300,247.475404
2015-12-18,247.169998,248.100006,244.130005,244.580002,1395100,243.699062
2015-12-21,246.979996,247.740005,245.050003,247.440002,791100,246.548761
2015-12-22,249.149994,250.889999,248.020004,250.089996,713100,249.18921
2015-12-23,249.800003,252.270004,248.589996,251.0,742100,250.095936
2015-12-24,250.5,252.649994,250.050003,251.919998,294800,251.01262
2015-12-28,251.729996,255.770004,251.270004,254.410004,918600,253.493657
2015-12-29,256.970001,259.380005,255.600006,257.73999,1006000,256.81165
2015-12-30,257.730011,260.179993,256.559998,256.929993,581800,256.00457
2015-12-31,255.490005,259.0,252.75,256.26001,2624300,255.337
2016-01-04,252.25,253.169998,248.360001,251.389999,1624400,250.484531
2016-01-05,258.299988,259.049988,254.059998,257.579987,1350300,256.652222
2016-01-06,255.0,256.75,252.889999,255.279999,1046800,254.360519
2016-01-07,250.429993,258.700012,250.270004,254.169998,1236100,253.254516
2016-01-08,255.649994,256.980011,249.679993,250.270004,961700,249.368569
2016-01-11,251.929993,254.089996,249.789993,252.639999,887300,251.730028
2016-01-12,255.0,255.880005,250.559998,253.869995,724000,252.955594
2016-01-13,254.399994,254.669998,244.149994,246.619995,859900,245.731707
2016-01-14,248.259995,251.460007,245.25,250.070007,729600,249.169293
2016-01-15,243.190002,251.529999,243.070007,245.449997,1403100,244.565923
2016-01-19,249.300003,251.289993,247.229996,249.029999,1088500,248.13303
2016-01-20,245.229996,247.229996,241.25,242.830002,1248000,241.955365
2016-01-21,244.550003,246.119995,240.339996,242.080002,958000,241.208066
2016-01-22,245.110001,251.710007,243.559998,251.279999,1000900,250.374926
2016-01-25,252.570007,253.600006,246.410004,248.770004,906400,247.873972
2016-01-26,250.490005,251.710007,249.089996,251.639999,977100,250.73363
2016-01-27,251.110001,256.190002,250.029999,252.779999,1090200,251.869523
2016-01-28,254.889999,256.269989,251.369995,254.539993,1060200,253.623179
2016-01-29,256.660004,264.029999,254.710007,263.799988,1890000,262.84982
2016-02-01,263.290009,268.890015,261.630005,266.940002,1560700,265.978525
2016-02-02,265.75,265.75,262.309998,264.48999,1211200,263.537337
2016-02-03,265.559998,266.630005,257.459991,263.079987,1214800,262.132412
2016-02-04,263.920013,264.660004,241.809998,246.089996,2970400,245.203617
2016-02-05,244.630005,246.350006,233.979996,236.190002,1770800,235.339282
2016-02-08,233.600006,239.979996,228.940002,238.979996,1921000,238.119226
2016-02-09,238.369995,244.160004,236.929993,242.800003,1198200,241.925474
2016-02-10,243.800003,245.050003,236.190002,236.460007,963500,235.608313
2016-02-11,230.649994,236.199997,228.490005,233.190002,1287100,232.350087
2016-02-12,236.570007,236.570007,231.039993,236.279999,829500,235.428954
2016-02-16,238.580002,240.5,235.089996,237.889999,973800,237.033156
2016-02-17,238.539993,247.699997,238.539993,246.389999,987700,245.50254
2016-02-18,246.0,247.0,242.559998,243.949997,539700,243.071326
2016-02-19,243.369995,249.720001,241.539993,248.070007,762800,247.176497
2016-02-22,251.059998,253.710007,245.389999,246.710007,730700,245.821395
2016-02-23,247.320007,248.5,239.75,241.639999,934200,240.769649
2016-02-24,240.0,244.929993,238.130005,244.330002,637900,243.449962
2016-02-25,244.350006,246.699997,241.570007,245.029999,642100,244.147438
2016-02-26,245.270004,245.940002,239.559998,239.940002,1273200,239.075775
2016-02-29,238.929993,240.800003,235.5,238.460007,708600,237.60111
2016-03-01,232.820007,233.490005,227.699997,232.080002,2691900,231.244085
2016-03-02,234.050003,234.050003,229.309998,231.960007,1616300,231.124522
2016-03-03,230.429993,237.229996,230.429993,236.940002,888900,236.08658
2016-03-04,237.199997,240.369995,234.860001,239.0,876400,238.139158
2016-03-07,236.279999,237.75,232.369995,234.279999,731600,233.436158
2016-03-08,231.580002,236.0,231.559998,233.029999,796500,232.19066
2016-03-09,233.5,233.839996,227.220001,229.970001,1307400,229.141684
2016-03-10,231.389999,233.210007,229.550003,232.110001,782300,231.273975
2016-03-11,233.25,237.690002,233.25,235.990005,768000,235.140005
2016-03-14,234.5,237.559998,234.5,236.369995,420000,236.369995
2016-03-15,234.279999,237.940002,234.279999,236.550003,445800,236.550003
2016-03-16,236.720001,237.199997,232.639999,233.149994,539400,233.149994
2016-03-17,233.910004,237.050003,233.110001,236.110001,651000,236.110001
2016-03-18,237.059998,237.949997,233.580002,237.5,1058500,237.5
2016-03-21,237.070007,239.270004,236.369995,237.100006,515100,237.100006
2016-03-22,235.0,237.899994,234.5,235.190002,452300,235.190002
2016-03-23,235.330002,238.039993,234.75,236.550003,475100,236.550003
2016-03-24,235.380005,236.440002,232.880005,234.350006,519600,234.350006
2016-03-28,234.399994,236.919998,233.990005,235.0,478200,235.0
2016-03-29,234.839996,235.5,231.970001,234.679993,555400,234.679993
2016-03-30,235.820007,236.860001,232.539993,233.210007,712100,233.210007
2016-03-31,231.979996,235.919998,231.210007,235.139999,1176600,235.139999
2016-04-01,234.860001,237.839996,233.570007,235.699997,610200,235.699997
2016-04-04,235.25,236.839996,232.839996,236.5,864600,236.5
2016-04-05,235.380005,238.830002,233.759995,237.210007,915000,237.210007
2016-04-06,236.919998,238.039993,233.630005,237.869995,913300,237.869995
2016-04-07,236.639999,239.029999,233.080002,234.509995,794800,234.509995
2016-04-08,235.179993,235.970001,232.850006,233.520004,638000,233.520004
2016-04-11,234.240005,235.039993,231.690002,232.479996,499500,232.479996
2016-04-12,233.330002,234.080002,229.380005,233.0,598800,233.0
2016-04-13,235.229996,237.75,232.110001,237.509995,664600,237.509995
2016-04-14,236.910004,238.990005,235.869995,236.779999,682900,236.779999
2016-04-15,237.100006,239.389999,236.520004,238.5,500900,238.5
2016-04-18,237.940002,240.589996,237.699997,239.429993,580700,239.429993
2016-04-19,238.809998,242.220001,238.369995,242.100006,696700,242.100006
2016-04-20,242.699997,243.360001,240.419998,242.600006,523400,242.600006
2016-04-21,241.619995,242.419998,239.800003,240.160004,505700,240.160004
2016-04-22,240.339996,242.550003,239.899994,241.149994,579600,241.149994
2016-04-25,240.649994,241.5,239.630005,240.410004,579400,240.410004
2016-04-26,241.240005,244.509995,240.0,244.380005,473500,244.380005
2016-04-27,243.820007,244.630005,241.25,243.490005,397700,243.490005
2016-04-28,241.440002,243.559998,240.169998,240.860001,338200,240.860001
2016-04-29,239.479996,240.779999,238.160004,240.029999,601900,240.029999
2016-05-02,240.529999,244.75,239.410004,244.679993,890400,244.679993
2016-05-03,242.270004,243.789993,238.100006,240.979996,680500,240.979996
2016-05-04,255.009995,262.700012,255.009995,258.48999,2865500,258.48999
2016-05-05,259.0,260.089996,253.830002,254.020004,1421400,254.020004
2016-05-06,253.970001,258.570007,252.820007,258.160004,797300,258.160004
2016-05-09,258.720001,262.399994,258.420013,260.5,1120200,260.5
2016-05-10,260.529999,262.600006,259.320007,261.019989,999400,261.019989
2016-05-11,260.829987,261.619995,257.579987,258.549988,594100,258.549988
2016-05-12,260.089996,263.290009,258.369995,262.140015,553300,262.140015
2016-05-13,261.109985,263.309998,259.899994,259.98999,703600,259.98999
2016-05-16,260.660004,263.100006,259.309998,261.609985,717000,261.609985
2016-05-17,261.0,262.48999,256.320007,257.579987,748400,257.579987
2016-05-18,257.0,261.660004,256.190002,261.459991,610900,261.459991
2016-05-19,261.5,262.980011,259.540009,260.630005,922100,260.630005
2016-05-20,262.23999,265.619995,261.75,262.98999,1150000,262.98999
2016-05-23,262.290009,264.670013,261.5,263.980011,639200,263.980011
2016-05-24,264.51001,271.470001,263.98999,270.690002,1279300,270.690002
2016-05-25,270.799988,271.720001,269.390015,270.0,778100,270.0
2016-05-26,269.480011,270.25,267.089996,268.0,635000,268.0
2016-05-27,269.420013,270.709991,267.980011,270.209991,568500,270.209991
2016-05-31,271.200012,271.950012,269.399994,271.119995,609300,271.119995
2016-06-01,271.119995,271.119995,266.040009,269.079987,799200,269.079987
2016-06-02,267.839996,268.959991,265.549988,267.23999,760300,267.23999
2016-06-03,265.029999,265.880005,263.019989,265.51001,974400,265.51001
2016-06-06,265.320007,265.779999,261.75,264.5,921900,264.5
2016-06-07,264.51001,267.059998,264.279999,265.290009,771000,265.290009
2016-06-08,264.600006,265.149994,263.149994,264.820007,452200,264.820007
2016-06-09,263.399994,263.940002,261.369995,262.519989,702100,262.519989
2016-06-10,261.089996,262.559998,260.130005,261.290009,593800,261.290009
2016-06-13,260.0,262.769989,258.410004,260.559998,731500,260.559998
