Date,Open_OMC,High_OMC,Low_OMC,Close_OMC,Volume_OMC,AdjClose_OMC
2013-08-13,62.630001,62.689999,62.200001,62.259998,1387400,57.589946
2013-08-14,62.759998,62.939999,62.16,62.18,1915200,57.515949
2013-08-15,61.790001,61.880001,60.23,60.689999,3215300,56.13771
2013-08-16,60.700001,61.68,60.700001,61.48,2415000,56.868454
2013-08-19,62.009998,62.200001,61.77,62.060001,1642100,57.404951
2013-08-20,61.799999,62.5,61.470001,62.369999,1743200,57.691696
2013-08-21,62.389999,62.650002,61.400002,61.459999,1687700,56.849954
2013-08-22,61.740002,62.099998,61.43,62.0,1011400,57.34945
2013-08-23,61.900002,62.099998,61.57,61.759998,882300,57.127451
2013-08-26,61.93,62.0,61.310001,61.380001,695600,56.775957
2013-08-27,60.77,60.950001,60.310001,60.419998,986000,55.887962
2013-08-28,59.939999,60.43,59.700001,60.220001,1427200,55.702967
2013-08-29,60.59,61.139999,60.490002,60.900002,947600,56.331961
2013-08-30,60.889999,61.0,60.34,60.650002,1103100,56.100713
2013-09-03,61.610001,61.689999,60.139999,60.66,1772200,56.109962
2013-09-04,61.48,61.73,61.330002,61.700001,1890300,57.071953
2013-09-05,62.389999,62.75,62.16,62.52,1485400,57.830446
2013-09-06,62.810001,63.139999,62.310001,62.599998,751800,57.904443
2013-09-09,62.75,63.5,62.630001,63.490002,773600,58.727688
2013-09-10,63.849998,64.07,63.639999,63.880001,681700,59.088434
2013-09-11,64.610001,64.739998,64.339996,64.589996,1150300,59.745174
2013-09-12,64.150002,64.790001,64.07,64.589996,1098100,59.745174
2013-09-13,65.050003,65.330002,64.839996,65.010002,1617200,60.133675
2013-09-16,65.82,65.949997,65.25,65.660004,1449700,60.734921
2013-09-17,65.599998,66.360001,65.519997,66.339996,730800,61.363908
2013-09-18,66.150002,66.349998,64.900002,66.040001,1357400,61.086415
2013-09-19,66.050003,66.300003,65.470001,65.599998,1486500,60.679417
2013-09-20,65.849998,65.989998,65.139999,65.190002,1629600,60.670113
2013-09-23,65.379997,65.440002,64.540001,64.650002,1045900,60.167553
2013-09-24,65.0,65.290001,64.620003,64.690002,1268000,60.20478
2013-09-25,65.150002,65.190002,64.360001,64.580002,1314200,60.102406
2013-09-26,64.540001,64.800003,64.209999,64.400002,746100,59.934886
2013-09-27,64.849998,64.879997,64.089996,64.32,1166300,59.860431
2013-09-30,63.790001,63.950001,63.330002,63.439999,1539500,59.041444
2013-10-01,64.169998,64.18,63.32,63.560001,1851100,59.153127
2013-10-02,63.27,63.619999,62.939999,63.169998,1374100,58.790164
2013-10-03,63.349998,63.439999,62.98,63.099998,1537200,58.725018
2013-10-04,63.18,63.259998,63.0,63.130001,1660000,58.75294
2013-10-07,62.84,63.27,62.529999,62.700001,767600,58.352753
2013-10-08,62.759998,63.049999,61.959999,61.990002,1019900,57.691981
2013-10-09,61.91,62.09,61.349998,61.759998,1078800,57.477925
2013-10-10,62.169998,63.41,62.040001,63.400002,1301500,59.00422
2013-10-11,63.709999,63.84,63.330002,63.700001,1269400,59.283419
2013-10-14,63.330002,64.209999,63.150002,63.950001,1270600,59.516086
2013-10-15,64.760002,65.690002,64.360001,64.959999,1586200,60.456057
2013-10-16,63.5,65.010002,63.41,64.610001,2165000,60.130325
2013-10-17,64.57,65.25,64.449997,65.160004,1388100,60.642194
2013-10-18,65.529999,66.300003,65.529999,65.660004,1912900,61.107527
2013-10-21,66.010002,66.220001,65.559998,66.160004,810900,61.57286
2013-10-22,66.599998,68.059998,66.580002,67.839996,1641200,63.136372
2013-10-23,67.349998,67.82,65.870003,66.0,1695700,61.42395
2013-10-24,66.800003,67.139999,66.480003,66.489998,2180900,61.879974
2013-10-25,67.150002,67.910004,67.150002,67.459999,1535500,62.782721
2013-10-28,67.440002,68.790001,67.410004,68.370003,1590700,63.629631
2013-10-29,68.010002,68.879997,68.010002,68.879997,1346500,64.104265
2013-10-30,68.959999,68.959999,67.879997,67.989998,1233500,63.275973
2013-10-31,68.0,68.779999,67.720001,68.110001,1410000,63.387656
2013-11-01,68.190002,69.110001,68.139999,68.980003,1546000,64.197338
2013-11-04,69.279999,70.110001,68.75,69.910004,1126000,65.062857
2013-11-05,69.879997,70.529999,69.650002,70.279999,1053700,65.407199
2013-11-06,71.419998,71.830002,70.25,70.510002,1784700,65.621255
2013-11-07,70.839996,71.0,70.220001,70.379997,1066000,65.500264
2013-11-08,70.139999,70.620003,69.849998,70.400002,1000600,65.518882
2013-11-11,70.550003,70.949997,70.419998,70.559998,692400,65.667784
2013-11-12,70.110001,70.690002,69.769997,69.989998,664400,65.137305
2013-11-13,68.989998,70.050003,68.610001,69.769997,1449000,64.932557
2013-11-14,69.57,69.699997,69.07,69.080002,1071200,64.290403
2013-11-15,70.290001,70.730003,69.809998,69.949997,2230200,65.100078
2013-11-18,70.199997,70.739998,69.599998,69.93,1321500,65.081467
2013-11-19,69.68,70.309998,69.5,70.160004,815100,65.295524
2013-11-20,70.160004,70.589996,69.949997,70.349998,949700,65.472345
2013-11-21,70.93,71.160004,70.699997,70.739998,1674800,65.835305
2013-11-22,71.620003,72.160004,71.529999,71.739998,992200,66.76597
2013-11-25,71.410004,71.510002,70.800003,70.910004,726800,65.993523
2013-11-26,71.5,72.389999,71.080002,71.760002,1081300,66.784588
2013-11-27,71.809998,71.980003,71.279999,71.519997,551600,66.561223
2013-11-29,72.209999,72.489998,71.080002,71.449997,706000,66.496076
2013-12-02,71.370003,72.290001,71.160004,71.980003,1297000,66.989335
2013-12-03,70.699997,71.110001,70.349998,70.68,2126200,65.779467
2013-12-04,70.279999,70.699997,69.32,69.43,1937700,64.616134
2013-12-05,70.93,71.160004,70.050003,70.419998,1777700,65.537492
2013-12-06,70.790001,71.559998,70.709999,71.300003,1149700,66.356482
2013-12-09,71.300003,71.779999,70.949997,71.110001,824800,66.179653
2013-12-10,70.790001,71.360001,70.629997,70.650002,751600,65.751548
2013-12-11,71.269997,71.550003,69.529999,69.809998,1504000,64.969785
2013-12-12,69.459999,69.800003,68.800003,68.900002,1384300,64.122883
2013-12-13,68.949997,69.669998,68.790001,68.82,875200,64.048428
2013-12-16,69.0,69.82,69.0,69.629997,1053900,64.802265
2013-12-17,69.5,70.440002,69.5,69.839996,1654500,64.997704
2013-12-18,69.839996,70.550003,68.790001,70.550003,1182400,66.036699
2013-12-19,71.800003,73.190002,71.800003,72.599998,2242200,67.955549
2013-12-20,72.370003,72.5,71.379997,71.480003,2411000,66.907204
2013-12-23,72.0,72.040001,71.089996,71.209999,1437800,66.654473
2013-12-24,71.349998,72.110001,71.349998,71.830002,373600,67.234812
2013-12-26,71.830002,72.760002,71.650002,72.739998,481400,68.086593
2013-12-27,73.410004,73.790001,73.099998,73.419998,757900,68.723091
2013-12-30,73.190002,74.040001,72.82,73.989998,880700,69.256626
2013-12-31,74.0,74.5,73.959999,74.370003,890700,69.612321
2014-01-02,74.519997,74.779999,73.830002,74.0,1079000,69.265988
2014-01-03,73.779999,74.199997,73.279999,73.779999,1079400,69.060061
2014-01-06,72.599998,72.900002,71.760002,72.0,1646300,67.393935
2014-01-07,72.489998,72.970001,72.209999,72.75,1705800,68.095955
2014-01-08,72.040001,72.199997,71.470001,71.510002,1212200,66.935284
2014-01-09,72.639999,73.279999,72.199997,72.239998,1635700,67.618579
2014-01-10,73.93,74.220001,73.139999,73.220001,2736500,68.535889
2014-01-13,72.550003,72.889999,71.32,71.510002,1470900,66.935284
2014-01-14,72.709999,74.089996,72.550003,73.910004,1561900,69.181749
2014-01-15,74.970001,75.360001,74.300003,74.5,2001100,69.734002
2014-01-16,74.580002,74.730003,74.050003,74.349998,1036500,69.593596
2014-01-17,74.529999,74.839996,74.169998,74.199997,1132200,69.453191
2014-01-21,74.769997,75.169998,73.730003,74.059998,1096700,69.322148
2014-01-22,74.040001,74.139999,73.470001,73.629997,910400,68.919656
2014-01-23,73.129997,73.82,72.919998,73.309998,1583000,68.620128
2014-01-24,72.690002,73.129997,72.220001,72.510002,1588800,67.87131
2014-01-27,72.260002,72.550003,71.610001,71.959999,1568400,67.356493
2014-01-28,73.32,73.75,72.669998,73.18,1367600,68.498447
2014-01-29,72.900002,73.260002,71.989998,72.459999,1274900,67.824506
2014-01-30,72.790001,74.169998,72.790001,73.980003,925500,69.247271
2014-01-31,72.410004,73.330002,71.839996,72.580002,2284700,67.936832
2014-02-03,72.709999,72.779999,70.589996,70.739998,1847300,66.214539
2014-02-04,70.940002,72.440002,70.800003,72.160004,1262200,67.543702
2014-02-05,71.709999,73.150002,71.709999,72.089996,1833700,67.478174
2014-02-06,73.269997,73.879997,73.18,73.370003,1621700,68.676294
2014-02-07,74.0,74.470001,73.690002,74.199997,2077400,69.453191
2014-02-10,73.989998,74.400002,73.690002,74.169998,1579000,69.425111
2014-02-11,76.059998,76.059998,72.93,73.0,5707100,68.329962
2014-02-12,72.809998,72.989998,71.809998,72.870003,3509500,68.208281
2014-02-13,73.389999,74.440002,73.080002,74.389999,1830000,69.631038
2014-02-14,74.660004,76.300003,74.209999,75.940002,1561600,71.081883
2014-02-18,76.099998,76.360001,75.690002,76.160004,967500,71.28781
2014-02-19,75.989998,76.690002,75.400002,75.449997,812900,70.623225
2014-02-20,75.5,75.610001,74.889999,74.919998,1401900,70.127131
2014-02-21,75.0,75.519997,74.540001,74.559998,1319500,69.790161
2014-02-24,75.330002,76.790001,75.290001,75.849998,1219800,70.997637
2014-02-25,76.529999,76.870003,76.25,76.400002,1244800,71.512454
2014-02-26,76.230003,76.260002,75.269997,75.32,992400,70.501544
2014-02-27,74.860001,75.550003,74.769997,75.279999,1123500,70.464102
2014-02-28,75.870003,76.690002,75.540001,75.68,1786800,71.216927
2014-03-03,74.849998,75.059998,73.860001,74.470001,904500,70.078285
2014-03-04,75.040001,75.410004,74.739998,75.230003,976900,70.793468
2014-03-05,75.019997,75.220001,74.260002,74.760002,951600,70.351184
2014-03-06,75.370003,75.809998,75.230003,75.559998,910500,71.104001
2014-03-07,75.769997,76.18,75.43,75.5,1533700,71.047542
2014-03-10,75.379997,75.379997,73.519997,73.57,1328800,69.231359
2014-03-11,73.459999,73.629997,72.739998,73.239998,2068300,68.920819
2014-03-12,72.199997,73.230003,71.949997,73.190002,2040700,68.873772
2014-03-13,73.370003,73.410004,72.300003,72.300003,926400,68.036258
2014-03-14,71.82,72.360001,71.529999,72.25,1009800,67.989204
2014-03-17,72.470001,73.309998,72.07,72.800003,1263900,68.506772
2014-03-18,72.790001,73.610001,72.639999,73.0,1230800,68.694974
2014-03-19,72.900002,72.900002,71.449997,71.730003,2134600,67.499873
2014-03-20,70.879997,72.480003,70.720001,72.440002,1538800,68.168001
2014-03-21,72.629997,73.830002,71.790001,72.059998,1528700,67.810407
2014-03-24,72.099998,72.239998,71.290001,71.989998,1257100,67.744535
2014-03-25,72.059998,72.339996,71.540001,72.0,758500,67.753947
2014-03-26,72.730003,73.5,72.410004,72.599998,1801400,68.318562
2014-03-27,72.779999,73.040001,72.120003,72.169998,1278900,67.91392
2014-03-28,72.540001,73.040001,71.980003,72.309998,1170100,68.045663
2014-03-31,72.669998,73.019997,72.400002,72.599998,1204400,68.318562
2014-04-01,72.800003,72.839996,70.660004,72.360001,1718200,68.092718
2014-04-02,71.980003,72.389999,71.400002,71.910004,1302600,67.669258
2014-04-03,72.260002,72.809998,72.059998,72.349998,719300,68.083305
2014-04-04,72.580002,72.650002,71.849998,72.07,1195500,67.819819
2014-04-07,71.32,71.330002,69.650002,69.809998,2058900,65.693096
2014-04-08,69.720001,70.080002,69.040001,69.889999,2808500,65.76838
2014-04-09,70.599998,70.940002,69.919998,70.519997,1904700,66.361224
2014-04-10,70.519997,70.879997,69.160004,69.43,1902900,65.335508
2014-04-11,68.639999,68.650002,68.019997,68.120003,1926800,64.102765
2014-04-14,67.510002,68.900002,67.510002,68.870003,2182500,64.808535
2014-04-15,68.730003,69.5,68.25,69.050003,1640900,64.97792
2014-04-16,69.75,71.150002,69.650002,71.019997,1666200,66.831738
2014-04-17,71.830002,71.980003,70.889999,71.160004,1044300,66.963488
2014-04-21,70.919998,71.760002,70.709999,71.489998,1143000,67.274021
2014-04-22,71.449997,71.459999,68.889999,69.870003,2595200,65.749562
2014-04-23,68.32,68.93,68.089996,68.779999,2650200,64.723839
2014-04-24,69.209999,70.349998,68.540001,69.900002,2142300,65.777792
2014-04-25,69.540001,69.660004,67.43,67.910004,3823100,63.90515
2014-04-28,67.989998,68.160004,65.959999,66.389999,2812800,62.474785
2014-04-29,66.75,67.150002,66.370003,66.690002,1952900,62.757096
2014-04-30,67.339996,67.739998,67.089996,67.68,1835500,63.688711
2014-05-01,67.540001,67.839996,66.769997,67.029999,1472000,63.077042
2014-05-02,67.0,67.309998,66.779999,67.080002,1457700,63.124096
2014-05-05,66.580002,67.099998,66.25,66.690002,950200,62.757096
2014-05-06,66.540001,66.720001,66.099998,66.120003,1828600,62.220711
2014-05-07,66.370003,66.57,65.599998,65.779999,1108100,61.900758
2014-05-08,65.519997,66.489998,65.43,66.199997,1106600,62.295988
2014-05-09,66.25,68.190002,65.529999,67.660004,12280800,63.669893
2014-05-12,67.5,68.68,67.029999,68.529999,4952800,64.488582
2014-05-13,68.449997,69.099998,67.919998,68.769997,4062200,64.714427
2014-05-14,68.610001,68.690002,66.980003,67.010002,3658800,63.058224
2014-05-15,66.989998,67.830002,66.059998,67.739998,3487600,63.74517
2014-05-16,67.400002,67.959999,66.620003,67.279999,3073300,63.312298
2014-05-19,67.190002,67.589996,67.050003,67.400002,2907400,63.425224
2014-05-20,67.510002,68.169998,67.269997,67.790001,1853400,63.792224
2014-05-21,68.129997,68.699997,67.5,68.470001,2095900,64.432123
2014-05-22,68.660004,69.459999,68.32,69.260002,2166600,65.175535
2014-05-23,69.209999,69.93,68.82,69.720001,3422900,65.608407
2014-05-27,69.830002,70.400002,68.870003,70.059998,2624900,65.928352
2014-05-28,70.230003,70.790001,69.93,70.650002,2831800,66.483562
2014-05-29,70.650002,71.190002,70.449997,71.059998,2053000,66.86938
2014-05-30,70.900002,71.309998,70.480003,71.150002,2262100,66.954076
2014-06-02,71.300003,71.620003,70.860001,71.610001,1852700,67.386947
2014-06-03,71.309998,71.389999,70.82,71.080002,1882000,66.888204
2014-06-04,70.809998,71.209999,70.580002,70.860001,1172600,66.681177
2014-06-05,70.989998,71.440002,70.82,71.349998,2005800,67.142278
2014-06-06,71.559998,71.559998,70.690002,71.0,1558300,66.81292
2014-06-09,70.980003,71.519997,70.980003,71.440002,1433500,67.226974
2014-06-10,71.339996,71.489998,70.879997,71.099998,1244200,66.907021
2014-06-11,70.199997,70.519997,70.080002,70.410004,1768800,66.726966
2014-06-12,70.589996,70.650002,69.910004,70.139999,1966700,66.471085
2014-06-13,70.440002,70.580002,69.75,70.230003,959300,66.556381
2014-06-16,70.269997,70.360001,69.379997,70.059998,1465600,66.395268
2014-06-17,70.120003,70.559998,69.93,70.370003,2123900,66.689058
2014-06-18,70.260002,70.489998,69.650002,70.400002,1502200,66.717487
2014-06-19,70.389999,71.190002,70.269997,71.059998,1227200,67.34296
2014-06-20,71.410004,71.610001,70.980003,71.599998,1782500,67.854714
2014-06-23,71.269997,71.529999,70.989998,71.110001,1511800,67.390347
2014-06-24,70.830002,71.57,70.82,71.360001,1210600,67.62727
2014-06-25,71.029999,71.610001,70.82,71.540001,1051000,67.797855
2014-06-26,71.57,71.610001,70.830002,71.349998,962200,67.617791
2014-06-27,71.32,71.790001,71.32,71.75,1163700,67.996869
2014-06-30,71.620003,71.849998,71.059998,71.220001,1662000,67.494594
2014-07-01,71.5,72.040001,71.470001,71.809998,1028300,68.053729
2014-07-02,71.589996,71.870003,71.269997,71.389999,1014800,67.6557
2014-07-03,71.68,73.669998,71.540001,73.379997,2027700,69.541604
2014-07-07,73.300003,73.300003,72.57,72.650002,1245700,68.849793
2014-07-08,72.459999,72.580002,71.57,71.809998,985700,68.053729
2014-07-09,71.860001,72.129997,71.470001,72.050003,1376100,68.28118
2014-07-10,71.300003,71.5,70.959999,71.360001,966600,67.62727
2014-07-11,71.43,71.449997,71.010002,71.269997,1246400,67.541974
2014-07-14,71.519997,71.660004,70.980003,71.150002,1911000,67.428256
2014-07-15,71.43,71.540001,70.540001,71.019997,2308000,67.305051
2014-07-16,71.389999,71.68,70.860001,71.360001,2101600,67.62727
2014-07-17,71.029999,71.599998,70.900002,71.07,1828700,67.352439
2014-07-18,71.389999,71.639999,71.059998,71.529999,1233200,67.788376
2014-07-21,71.459999,71.669998,70.989998,71.330002,1561800,67.598841
2014-07-22,71.860001,72.589996,70.949997,72.449997,3092500,68.660251
2014-07-23,72.400002,73.0,72.019997,72.260002,1860800,68.480194
2014-07-24,72.5,73.040001,72.160004,72.860001,1519500,69.048808
2014-07-25,72.900002,74.139999,72.870003,74.120003,2683800,70.242901
2014-07-28,73.169998,73.169998,72.400002,72.959999,2940300,69.143575
2014-07-29,72.93,73.040001,72.010002,72.059998,1996900,68.290651
2014-07-30,72.669998,72.779999,71.580002,71.720001,1990800,67.96844
2014-07-31,71.720001,71.75,69.800003,69.989998,2320700,66.32893
2014-08-01,69.769997,70.889999,69.550003,70.550003,1725300,66.859642
2014-08-04,70.550003,71.0,70.120003,70.830002,1098800,67.124995
2014-08-05,70.68,70.849998,70.080002,70.43,1127800,66.745917
2014-08-06,70.0,70.519997,69.690002,70.300003,1385700,66.62272
2014-08-07,70.589996,70.889999,70.029999,70.099998,1354500,66.433177
2014-08-08,70.040001,71.029999,69.790001,70.970001,1305100,67.257671
2014-08-11,71.050003,71.910004,71.050003,71.349998,865300,67.617791
2014-08-12,71.269997,71.470001,71.0,71.099998,944200,67.380868
2014-08-13,71.489998,71.599998,71.019997,71.18,930400,67.456686
2014-08-14,71.419998,71.949997,71.150002,71.919998,862800,68.157975
2014-08-15,72.269997,72.410004,70.989998,71.629997,1128900,67.883144
2014-08-18,72.099998,72.339996,72.050003,72.209999,632800,68.432807
2014-08-19,72.290001,72.519997,71.68,71.699997,803600,67.949482
2014-08-20,71.75,72.290001,71.580002,72.029999,749900,68.262222
2014-08-21,72.059998,72.639999,72.0,72.610001,1080500,68.811885
2014-08-22,72.470001,72.620003,71.959999,72.089996,719600,68.319081
2014-08-25,72.379997,72.379997,71.629997,71.809998,1035000,68.053729
2014-08-26,71.989998,72.290001,71.699997,71.910004,681500,68.148504
2014-08-27,71.93,72.309998,71.550003,72.309998,1127200,68.527574
2014-08-28,72.209999,72.529999,71.690002,72.220001,924500,68.442286
2014-08-29,72.290001,72.730003,71.849998,72.010002,1121000,68.243271
2014-09-02,71.970001,72.589996,71.75,72.139999,1113900,68.366469
2014-09-03,72.610001,72.790001,71.800003,72.029999,1041800,68.262222
2014-09-04,72.089996,72.360001,71.839996,72.010002,1175400,68.243271
2014-09-05,71.970001,72.330002,71.709999,72.32,900200,68.537053
2014-09-08,72.32,72.32,71.459999,71.699997,1010400,67.949482
2014-09-09,71.839996,71.989998,71.309998,71.959999,1130400,68.195884
2014-09-10,71.779999,71.910004,71.160004,71.699997,1325800,67.949482
2014-09-11,71.589996,71.839996,71.139999,71.370003,1146800,67.636749
2014-09-12,71.32,71.339996,70.629997,71.029999,895900,67.31453
2014-09-15,71.080002,71.080002,70.089996,70.339996,1024600,66.660621
2014-09-16,70.290001,70.769997,69.940002,70.620003,1243000,66.925981
2014-09-17,70.709999,70.919998,70.029999,70.330002,1011200,66.651149
2014-09-18,70.419998,70.860001,70.220001,70.660004,1038000,66.963889
2014-09-19,70.629997,70.879997,70.110001,70.690002,2230300,67.469741
2014-09-22,70.529999,70.529999,69.550003,69.940002,1304700,66.753907
2014-09-23,69.330002,69.599998,68.480003,68.730003,2241900,65.599029
2014-09-24,68.650002,69.629997,68.32,69.529999,1474700,66.362581
2014-09-25,69.32,69.400002,68.75,69.040001,1633300,65.894905
2014-09-26,69.18,70.0,69.120003,69.970001,1088100,66.782539
2014-09-29,69.269997,69.709999,68.989998,69.139999,1376700,65.990348
2014-09-30,69.18,69.57,68.860001,68.860001,2463500,65.723104
2014-10-01,68.690002,68.889999,67.220001,67.440002,1625200,64.367794
2014-10-02,67.449997,67.68,66.32,67.129997,1465500,64.071911
2014-10-03,67.589996,68.440002,67.589996,68.059998,1580400,64.959545
2014-10-06,68.230003,68.290001,67.489998,67.510002,1416600,64.434604
2014-10-07,67.379997,67.400002,65.919998,66.0,2242400,62.99339
2014-10-08,66.169998,67.279999,65.669998,67.0,3502200,63.947835
2014-10-09,67.080002,67.169998,65.57,65.93,1870700,62.926579
2014-10-10,66.080002,66.75,65.519997,65.519997,2177100,62.535253
2014-10-13,65.400002,65.779999,64.599998,64.93,1907700,61.972134
2014-10-14,65.379997,66.110001,65.379997,65.769997,2199300,62.773864
2014-10-15,64.18,65.800003,64.029999,65.75,2421700,62.754779
2014-10-16,65.150002,66.889999,65.040001,66.160004,1953300,63.146105
2014-10-17,66.440002,67.440002,66.209999,67.110001,1947200,64.052825
2014-10-20,66.849998,67.370003,66.709999,67.279999,1238500,64.215079
2014-10-21,69.769997,69.989998,68.010002,69.010002,1956300,65.866272
2014-10-22,68.25,68.68,66.919998,66.970001,2613600,63.919203
2014-10-23,67.129997,69.419998,67.089996,69.389999,3280000,66.228959
2014-10-24,69.300003,70.309998,69.25,70.190002,1870000,66.992518
2014-10-27,69.949997,70.269997,69.150002,69.199997,1665100,66.047612
2014-10-28,69.68,70.010002,69.160004,70.010002,1147000,66.820718
2014-10-29,69.940002,70.440002,69.720001,70.099998,1617400,66.906614
2014-10-30,69.919998,70.949997,69.730003,70.760002,1162400,67.536552
2014-10-31,71.639999,71.989998,71.559998,71.860001,1949500,68.58644
2014-11-03,72.089996,72.800003,72.089996,72.620003,1197300,69.31182
2014-11-04,72.599998,72.839996,72.120003,72.150002,1572500,68.86323
2014-11-05,72.690002,72.849998,71.919998,72.330002,1031700,69.03503
2014-11-06,72.540001,72.910004,72.209999,72.809998,1179200,69.49316
2014-11-07,72.900002,72.900002,72.339996,72.709999,2003700,69.397717
2014-11-10,72.669998,72.980003,72.650002,72.970001,809000,69.645875
2014-11-11,73.089996,73.209999,72.959999,73.089996,821300,69.760404
2014-11-12,72.959999,73.519997,72.959999,73.400002,902900,70.056287
2014-11-13,73.589996,73.879997,73.300003,73.639999,1092700,70.285351
2014-11-14,73.599998,74.510002,73.580002,74.07,1294200,70.695763
2014-11-17,74.0,74.5,73.900002,74.300003,1295300,70.915289
2014-11-18,74.300003,74.860001,74.010002,74.599998,1119400,71.201618
2014-11-19,74.620003,74.940002,74.260002,74.870003,1249900,71.459322
2014-11-20,74.800003,74.940002,74.510002,74.660004,1160400,71.25889
2014-11-21,75.099998,75.269997,74.75,75.019997,1679700,71.602483
2014-11-24,75.32,76.209999,75.220001,76.110001,1211600,72.642833
2014-11-25,76.110001,76.470001,75.940002,76.169998,1903100,72.700097
2014-11-26,76.089996,76.75,75.940002,76.639999,794300,73.148687
2014-11-28,76.639999,77.389999,76.519997,77.269997,748900,73.749985
2014-12-01,77.099998,77.43,76.68,77.209999,1064600,73.692721
2014-12-02,77.209999,78.150002,77.050003,77.870003,1641600,74.322658
2014-12-03,78.040001,78.080002,77.629997,77.919998,1017300,74.370376
2014-12-04,77.739998,78.239998,77.400002,78.150002,1380000,74.589902
2014-12-05,78.089996,78.379997,77.970001,78.330002,1171400,74.761702
2014-12-08,78.309998,78.489998,77.650002,78.410004,1337500,74.83806
2014-12-09,77.620003,78.309998,77.209999,78.160004,2240200,74.599448
2014-12-10,78.0,78.050003,77.449997,77.480003,2241200,73.950425
2014-12-11,77.839996,78.489998,77.339996,77.510002,1046000,73.979057
2014-12-12,76.82,77.489998,75.959999,76.010002,1668200,72.547389
2014-12-15,76.470001,76.709999,75.050003,75.489998,1486800,72.051074
2014-12-16,75.449997,75.940002,74.709999,74.800003,1799000,71.392512
2014-12-17,75.110001,76.32,74.529999,76.239998,1653500,72.766908
2014-12-18,77.239998,77.389999,76.190002,77.040001,2170900,73.530467
2014-12-19,76.650002,77.370003,76.339996,76.709999,2437800,73.693781
2014-12-22,76.949997,77.25,76.550003,77.0,1736000,73.972379
2014-12-23,77.330002,77.830002,76.839996,77.650002,1287200,74.596823
2014-12-24,77.5,77.800003,77.339996,77.370003,552000,74.327833
2014-12-26,77.25,77.800003,76.900002,77.459999,973200,74.414291
2014-12-29,77.32,78.029999,76.919998,77.949997,891300,74.885022
2014-12-30,77.940002,78.0,77.169998,77.599998,816000,74.548786
2014-12-31,77.959999,78.370003,77.43,77.470001,1268600,74.4239
2015-01-02,78.0,78.059998,75.620003,75.93,1188500,72.944451
2015-01-05,75.809998,76.029999,74.300003,74.57,1627600,71.637926
2015-01-06,74.720001,74.809998,73.18,74.080002,2210200,71.167194
2015-01-07,74.699997,74.699997,73.68,74.330002,1577900,71.407364
