Date,Open_HUM,High_HUM,Low_HUM,Close_HUM,Volume_HUM,AdjClose_HUM
2015-01-08,143.619995,148.389999,143.619995,147.830002,1350000,146.669441
2015-01-09,147.339996,148.059998,146.570007,146.75,1221300,145.597918
2015-01-12,146.660004,147.699997,144.869995,145.509995,788100,144.367647
2015-01-13,147.25,149.220001,145.779999,146.839996,794100,145.687207
2015-01-14,145.25,147.729996,144.490005,147.550003,945600,146.39164
2015-01-15,147.899994,149.759995,147.449997,147.919998,882400,146.75873
2015-01-16,147.830002,150.059998,146.830002,149.940002,816300,148.762876
2015-01-20,150.860001,151.119995,146.990005,148.970001,1659000,147.80049
2015-01-21,149.429993,154.380005,149.130005,153.279999,1642900,152.076652
2015-01-22,153.710007,154.460007,151.600006,153.649994,988800,152.443742
2015-01-23,153.940002,155.300003,151.369995,151.470001,659400,150.280864
2015-01-26,150.970001,152.309998,148.899994,152.0,822700,150.806702
2015-01-27,151.050003,152.050003,150.050003,150.75,634100,149.566515
2015-01-28,151.600006,152.300003,148.490005,148.910004,982100,147.740964
2015-01-29,149.0,149.960007,146.199997,149.619995,915300,148.445381
2015-01-30,148.020004,149.649994,145.960007,146.440002,1005800,145.290354
2015-02-02,146.880005,147.110001,143.440002,145.979996,1538800,144.833958
2015-02-03,145.960007,148.75,144.369995,148.580002,1241400,147.413553
2015-02-04,148.169998,152.880005,145.270004,150.539993,1784300,149.358157
2015-02-05,153.5,153.910004,149.639999,150.360001,1203700,149.179577
2015-02-06,150.289993,150.589996,147.360001,147.740005,1159000,146.580151
2015-02-09,147.270004,149.229996,146.639999,147.149994,756700,145.994771
2015-02-10,148.729996,151.889999,148.0,151.649994,784700,150.459443
2015-02-11,151.449997,153.770004,150.919998,153.320007,717100,152.116346
2015-02-12,154.0,154.759995,152.820007,153.729996,655800,152.523116
2015-02-13,153.300003,153.619995,151.789993,152.669998,727100,151.47144
2015-02-17,152.619995,154.880005,152.399994,154.860001,914900,153.644249
2015-02-18,154.630005,155.449997,154.25,155.399994,724000,154.180003
2015-02-19,154.399994,155.279999,153.130005,153.279999,1064100,152.076652
2015-02-20,153.080002,156.839996,152.660004,156.119995,1293400,154.894352
2015-02-23,156.559998,165.520004,156.539993,164.520004,3259700,163.228416
2015-02-24,164.509995,165.649994,163.639999,164.440002,1024500,163.149042
2015-02-25,164.440002,166.199997,163.880005,165.369995,804000,164.071734
2015-02-26,163.970001,164.5,162.360001,163.350006,1720000,162.067603
2015-02-27,162.699997,165.75,162.699997,164.380005,1495300,163.089515
2015-03-02,164.380005,164.850006,161.240005,162.0,2140400,160.728195
2015-03-03,161.630005,162.0,159.580002,160.25,1223500,158.991934
2015-03-04,159.220001,161.350006,158.75,160.220001,2300900,158.962171
2015-03-05,160.169998,162.809998,160.169998,162.110001,972900,160.837332
2015-03-06,160.949997,162.070007,159.149994,159.729996,1245400,158.476012
2015-03-09,160.089996,163.059998,159.820007,162.339996,1046600,161.065522
2015-03-10,160.619995,160.690002,158.160004,159.0,2359000,157.751747
2015-03-11,159.580002,161.339996,159.0,161.0,956700,159.736046
2015-03-12,161.869995,164.380005,161.110001,164.279999,992500,162.990295
2015-03-13,163.490005,166.589996,162.630005,166.5,1525600,165.192867
2015-03-16,167.669998,175.300003,167.210007,174.309998,2796100,172.941551
2015-03-17,172.649994,174.970001,172.639999,174.0,1647000,172.633987
2015-03-18,174.350006,179.559998,173.699997,178.630005,1850000,177.227644
2015-03-19,178.580002,182.970001,178.279999,180.960007,1703200,179.539354
2015-03-20,182.309998,183.009995,180.080002,182.789993,2256300,181.354974
2015-03-23,182.789993,183.050003,181.369995,182.100006,974200,180.670403
2015-03-24,182.039993,182.979996,180.410004,180.410004,966600,178.993668
2015-03-25,181.479996,182.830002,177.169998,177.330002,1427100,175.937847
2015-03-26,176.800003,177.550003,174.809998,175.720001,1473000,174.340486
2015-03-27,175.759995,177.770004,175.399994,177.520004,1492000,176.407453
2015-03-30,179.979996,181.380005,179.490005,181.179993,1365300,180.044503
2015-03-31,180.029999,181.369995,178.020004,178.020004,1303500,176.904319
2015-04-01,177.830002,178.339996,174.699997,177.639999,822800,176.526696
2015-04-02,177.839996,180.139999,177.070007,177.979996,677400,176.864561
2015-04-06,177.190002,178.929993,176.600006,178.259995,515300,177.142805
2015-04-07,182.0,182.0,176.970001,178.100006,973400,176.98382
2015-04-08,178.710007,179.580002,177.839996,178.729996,767200,177.609861
2015-04-09,178.130005,179.139999,176.339996,177.729996,1382200,176.616128
2015-04-10,177.639999,178.559998,176.940002,178.479996,648200,177.361428
2015-04-13,178.830002,181.050003,178.520004,178.580002,561400,177.460807
2015-04-14,178.389999,180.0,178.089996,179.550003,752800,178.424729
2015-04-15,179.990005,180.679993,175.490005,176.729996,1390800,175.622395
2015-04-16,180.0,180.570007,176.100006,177.679993,1510900,176.566438
2015-04-17,176.25,177.639999,176.070007,177.479996,992700,176.367695
2015-04-20,178.679993,179.25,178.410004,178.699997,621600,177.58005
2015-04-21,179.199997,180.440002,178.960007,180.130005,613400,179.001096
2015-04-22,180.070007,180.5,178.830002,180.009995,710000,178.881838
2015-04-23,179.059998,182.050003,178.610001,181.910004,1070500,180.769939
2015-04-24,181.600006,182.410004,181.5,182.350006,806700,181.207184
2015-04-27,182.5,182.960007,179.789993,180.119995,1234800,178.991149
2015-04-28,180.490005,182.050003,177.789993,181.110001,1546400,179.97495
2015-04-29,175.809998,177.449997,165.839996,168.050003,4526900,166.996802
2015-04-30,167.210007,167.809998,164.940002,165.600006,2279700,164.562159
2015-05-01,167.0,167.990005,165.070007,166.360001,1102900,165.317391
2015-05-04,166.289993,169.970001,165.800003,168.649994,1115300,167.593032
2015-05-05,167.419998,168.399994,163.940002,164.25,1466900,163.220614
2015-05-06,165.289993,165.380005,162.350006,163.070007,1579600,162.048017
2015-05-07,162.630005,166.270004,162.630005,164.539993,917900,163.50879
2015-05-08,165.860001,168.199997,165.089996,167.899994,1282700,166.847733
2015-05-11,167.559998,168.639999,166.429993,166.619995,1064000,165.575756
2015-05-12,166.630005,174.0,166.520004,173.380005,3630200,172.293399
2015-05-13,173.080002,173.880005,171.5,173.5,1727600,172.412643
2015-05-14,174.770004,176.240005,173.860001,174.25,1264900,173.157942
2015-05-15,175.009995,175.910004,173.460007,175.899994,743200,174.797595
2015-05-18,175.300003,177.309998,175.25,176.610001,1143100,175.503152
2015-05-19,176.350006,178.960007,176.300003,177.740005,1224800,176.626075
2015-05-20,177.75,179.25,176.960007,178.539993,684100,177.421049
2015-05-21,177.880005,179.389999,177.020004,178.759995,904500,177.639672
2015-05-22,178.339996,179.509995,177.210007,179.0,1144000,177.878173
2015-05-26,178.100006,178.839996,176.529999,177.880005,1099400,176.765197
2015-05-27,178.740005,180.169998,177.820007,178.520004,1046500,177.401185
2015-05-28,178.080002,179.75,177.270004,178.410004,1105200,177.291874
2015-05-29,178.619995,219.789993,176.410004,214.649994,9938100,213.304742
2015-06-01,213.149994,217.0,210.330002,214.919998,5087400,213.573054
2015-06-02,214.660004,216.020004,213.550003,214.740005,2159500,213.394189
2015-06-03,214.5,215.100006,212.300003,213.610001,2662300,212.271266
2015-06-04,212.5,214.0,211.460007,213.0,1725200,211.665089
2015-06-05,212.479996,214.800003,211.139999,214.380005,1736000,213.036445
2015-06-08,216.550003,219.479996,212.029999,212.330002,2782500,210.999289
2015-06-09,211.940002,213.740005,211.399994,212.470001,1897200,211.138411
2015-06-10,212.369995,215.550003,211.550003,214.449997,2558500,213.105998
2015-06-11,215.070007,216.660004,213.369995,214.169998,1692800,212.827754
2015-06-12,213.009995,215.369995,212.210007,212.470001,2334100,211.138411
2015-06-15,211.660004,217.770004,198.800003,206.580002,8060500,205.285326
2015-06-16,202.940002,206.259995,199.389999,199.600006,6326700,198.349075
2015-06-17,200.5,205.300003,200.5,200.889999,3082000,199.630984
2015-06-18,201.300003,202.839996,198.910004,199.300003,1864200,198.050952
2015-06-19,199.619995,202.679993,198.429993,202.309998,1951900,201.042082
2015-06-22,207.0,207.570007,189.029999,189.940002,7556000,188.749612
2015-06-23,189.470001,193.690002,185.110001,189.860001,5301700,188.670112
2015-06-24,188.990005,189.839996,184.229996,184.229996,2980000,183.075391
2015-06-25,184.830002,199.990005,184.380005,197.369995,8331700,196.13304
2015-06-26,199.009995,200.0,194.149994,195.5,8626300,194.560629
2015-06-29,193.0,194.399994,189.259995,192.899994,3176800,191.973115
2015-06-30,193.869995,196.300003,191.039993,191.279999,3055100,190.360904
2015-07-01,191.869995,194.110001,189.779999,193.139999,1884200,192.211968
2015-07-02,192.020004,192.929993,185.009995,187.5,3720400,186.599068
2015-07-06,190.0,195.0,187.619995,188.960007,13944900,188.05206
2015-07-07,188.399994,189.399994,181.820007,187.100006,6097700,186.200996
2015-07-08,186.009995,187.740005,185.460007,185.860001,3527800,184.966949
2015-07-09,187.259995,188.139999,186.160004,186.160004,3591300,185.265511
2015-07-10,188.0,188.149994,186.020004,187.25,2234900,186.35027
2015-07-13,188.25,188.25,183.679993,185.100006,2691100,184.210606
2015-07-14,186.169998,186.979996,185.050003,186.139999,1506200,185.245602
2015-07-15,186.029999,187.990005,185.399994,187.479996,1635200,186.57916
2015-07-16,187.899994,187.979996,185.720001,186.419998,1806800,185.524256
2015-07-17,186.380005,187.770004,185.990005,187.440002,1545300,186.539359
2015-07-20,188.070007,188.240005,185.759995,186.160004,1285300,185.265511
2015-07-21,186.259995,187.220001,184.529999,185.850006,1234200,184.957003
2015-07-22,185.850006,186.880005,184.910004,186.100006,1803800,185.205801
2015-07-23,186.210007,186.479996,184.210007,184.729996,1506700,183.842374
2015-07-24,184.009995,184.089996,181.020004,181.759995,1506300,180.886643
2015-07-27,181.009995,184.229996,180.289993,183.910004,1184400,183.026322
2015-07-28,184.160004,184.860001,181.860001,184.520004,1214600,183.633391
2015-07-29,183.839996,184.889999,182.289993,184.410004,1077200,183.523919
2015-07-30,184.960007,186.0,183.199997,183.699997,740500,182.817324
2015-07-31,184.149994,184.919998,181.279999,182.089996,1357700,181.21506
2015-08-03,182.5,184.210007,181.330002,182.399994,1012300,181.523568
2015-08-04,182.929993,184.380005,181.410004,182.330002,1117800,181.453912
2015-08-05,183.289993,186.089996,182.940002,185.539993,1314900,184.648479
2015-08-06,185.759995,186.990005,184.389999,184.520004,1114000,183.633391
2015-08-07,184.779999,184.779999,182.559998,184.059998,718200,183.175595
2015-08-10,184.539993,186.550003,183.970001,186.259995,719800,185.365021
2015-08-11,185.210007,186.600006,184.529999,185.820007,1085800,184.927148
2015-08-12,185.309998,186.179993,182.679993,186.089996,1088100,185.19584
2015-08-13,186.0,187.309998,185.25,186.059998,564800,185.165985
2015-08-14,185.529999,188.149994,185.059998,186.509995,1122200,185.61382
2015-08-17,185.470001,190.330002,185.100006,189.75,1168400,188.838257
2015-08-18,188.990005,192.490005,188.259995,190.529999,915400,189.614508
2015-08-19,189.570007,190.600006,188.600006,189.399994,623700,188.489933
2015-08-20,188.089996,189.580002,185.449997,186.089996,1223600,185.19584
2015-08-21,184.929993,185.970001,181.729996,181.729996,1270800,180.856789
2015-08-24,170.759995,180.360001,169.399994,175.179993,1895400,174.338258
2015-08-25,177.690002,181.630005,175.449997,175.460007,1161800,174.616927
2015-08-26,178.929993,181.089996,176.169998,180.729996,1383600,179.861594
2015-08-27,181.039993,184.899994,180.800003,184.809998,1030600,183.921991
2015-08-28,184.070007,185.059998,183.089996,184.009995,506400,183.125832
2015-08-31,184.100006,186.179993,182.720001,182.789993,921100,181.911693
2015-09-01,179.880005,181.679993,178.470001,179.25,1026800,178.388709
2015-09-02,181.100006,181.699997,178.830002,181.699997,1074900,180.826934
2015-09-03,182.350006,184.429993,181.039993,182.160004,743200,181.284731
2015-09-04,180.300003,182.949997,179.5,181.520004,650000,180.647806
2015-09-08,183.979996,185.25,183.240005,184.979996,600600,184.091173
2015-09-09,185.919998,188.240005,184.839996,185.149994,817100,184.260354
2015-09-10,185.389999,185.960007,184.25,185.210007,853600,184.320078
2015-09-11,184.630005,187.380005,184.279999,187.320007,574600,186.419941
2015-09-14,186.5,187.429993,185.669998,187.0,423800,186.101471
2015-09-15,187.199997,189.119995,186.300003,187.690002,590600,186.788158
2015-09-16,188.149994,188.360001,187.070007,187.619995,631900,186.718487
2015-09-17,188.100006,190.100006,187.25,188.589996,906700,187.683827
2015-09-18,187.710007,188.690002,187.199997,187.889999,1042300,186.987194
2015-09-21,188.619995,190.199997,186.889999,188.839996,546200,187.932626
2015-09-22,187.669998,189.190002,185.139999,188.649994,478600,187.743537
2015-09-23,188.470001,189.600006,187.110001,188.679993,569100,187.773391
2015-09-24,187.619995,188.330002,184.649994,185.970001,607800,185.076421
2015-09-25,186.889999,187.580002,180.679993,181.149994,1305000,180.279574
2015-09-28,180.289993,180.929993,172.710007,174.160004,1755800,173.601094
2015-09-29,174.350006,177.300003,173.289993,175.759995,1305600,175.19595
2015-09-30,177.089996,179.449997,175.720001,179.0,1856600,178.425558
2015-10-01,178.770004,180.550003,175.970001,180.070007,1131800,179.492131
2015-10-02,178.429993,183.580002,176.5,183.509995,605400,182.921079
2015-10-05,184.619995,185.25,181.649994,183.360001,877800,182.771567
2015-10-06,183.539993,183.860001,178.610001,178.899994,1334800,178.325873
2015-10-07,179.460007,181.050003,178.279999,180.919998,851700,180.339394
2015-10-08,180.550003,181.220001,178.979996,180.300003,1096200,179.721389
2015-10-09,179.559998,182.419998,179.559998,181.039993,503400,180.459005
2015-10-12,180.940002,181.910004,180.130005,181.509995,481100,180.927497
2015-10-13,180.529999,185.990005,180.529999,184.449997,1245300,183.858065
2015-10-14,184.600006,185.690002,181.300003,182.520004,716300,181.934266
2015-10-15,181.130005,183.369995,180.199997,183.25,1084700,182.661919
2015-10-16,184.0,185.080002,182.830002,184.199997,1104200,183.608867
2015-10-19,183.899994,186.800003,183.899994,186.669998,1054000,186.070942
2015-10-20,186.820007,187.449997,184.979996,185.919998,845100,185.323349
2015-10-21,186.580002,186.850006,170.75,177.149994,2951700,176.581489
2015-10-22,176.860001,178.190002,162.210007,165.110001,3518400,164.580134
2015-10-23,165.029999,169.789993,165.029999,168.199997,2750900,167.660214
2015-10-26,168.410004,170.919998,167.550003,170.240005,1672100,169.693676
2015-10-27,170.240005,177.029999,169.509995,175.160004,1478100,174.597885
2015-10-28,174.910004,178.199997,171.309998,178.0,1022300,177.428767
2015-10-29,178.0,183.300003,175.410004,180.570007,1431700,179.990527
2015-10-30,180.809998,182.119995,178.559998,178.630005,952300,178.05675
2015-11-02,179.949997,181.869995,178.210007,180.639999,739000,180.060294
2015-11-03,179.979996,181.5,177.009995,178.529999,621900,177.957065
2015-11-04,178.669998,179.009995,176.009995,176.880005,737900,176.312366
2015-11-05,177.0,179.979996,176.320007,179.050003,810900,178.4754
2015-11-06,176.020004,177.809998,174.619995,177.240005,1010000,176.671212
2015-11-09,176.699997,178.080002,175.759995,177.649994,672700,177.079884
2015-11-10,177.720001,178.369995,175.729996,176.440002,1633800,175.873776
2015-11-11,177.449997,178.139999,170.610001,171.100006,1184900,170.550916
2015-11-12,170.789993,172.550003,167.949997,169.050003,956300,168.507492
2015-11-13,168.509995,170.429993,166.850006,167.360001,1193200,166.822913
2015-11-16,167.479996,169.949997,166.990005,169.039993,747600,168.497515
2015-11-17,168.699997,171.740005,168.570007,169.520004,994000,168.975985
2015-11-18,169.580002,171.600006,168.639999,171.080002,614800,170.530976
2015-11-19,165.289993,168.179993,163.399994,164.25,2014100,163.722893
2015-11-20,165.210007,169.240005,164.5,167.610001,1414400,167.072111
2015-11-23,167.940002,170.350006,167.009995,168.070007,1202400,167.530641
2015-11-24,166.910004,168.770004,166.440002,168.410004,815400,167.869547
2015-11-25,168.800003,169.520004,168.020004,168.389999,678200,167.849607
2015-11-27,168.910004,169.979996,168.169998,168.899994,627300,168.357964
2015-11-30,169.25,170.320007,168.240005,168.660004,1121600,168.118744
2015-12-01,168.919998,173.610001,168.919998,173.550003,1803700,172.993051
2015-12-02,173.5,175.660004,172.5,173.130005,1200700,172.574401
2015-12-03,173.169998,173.619995,168.240005,168.600006,685400,168.058939
2015-12-04,169.649994,172.619995,169.050003,170.770004,819000,170.221974
2015-12-07,170.899994,171.009995,169.020004,169.470001,596200,168.926143
2015-12-08,168.979996,170.600006,168.350006,170.039993,805700,169.494305
2015-12-09,168.860001,171.25,168.619995,170.729996,1063300,170.182094
2015-12-10,170.770004,173.139999,170.240005,172.020004,402600,171.467962
2015-12-11,170.369995,174.240005,170.259995,172.779999,1007000,172.225518
2015-12-14,173.259995,175.100006,172.050003,174.889999,888200,174.328747
2015-12-15,174.929993,176.960007,174.479996,175.660004,857700,175.09628
2015-12-16,177.199997,178.300003,175.690002,176.360001,1320600,175.794031
2015-12-17,176.350006,177.830002,175.309998,176.880005,717000,176.312366
2015-12-18,176.139999,177.119995,174.860001,175.380005,1238400,174.81718
2015-12-21,175.649994,176.75,174.470001,176.100006,998100,175.534871
2015-12-22,177.039993,177.369995,174.220001,176.100006,585100,175.534871
2015-12-23,176.580002,179.490005,171.350006,179.139999,854200,178.565108
2015-12-24,178.820007,180.309998,178.110001,178.300003,361800,177.727807
2015-12-28,177.729996,178.330002,176.009995,177.860001,294300,177.578038
2015-12-29,178.0,180.130005,177.809998,179.110001,743700,178.826057
2015-12-30,179.529999,179.619995,177.509995,179.0,412900,178.71623
2015-12-31,178.399994,179.75,178.399994,178.509995,590700,178.227002
2016-01-04,177.669998,179.880005,176.440002,179.75,969600,179.465041
2016-01-05,180.220001,181.460007,178.5,179.630005,977000,179.345237
2016-01-06,177.800003,179.240005,175.050003,176.610001,1449800,176.33002
2016-01-07,175.080002,176.660004,173.809998,175.149994,1923100,174.872328
2016-01-08,174.559998,176.330002,172.440002,172.910004,738100,172.635889
2016-01-11,173.080002,173.419998,166.710007,169.009995,1522200,168.742062
2016-01-12,169.550003,172.0,167.619995,168.830002,1397000,168.562355
2016-01-13,168.929993,170.110001,163.520004,163.889999,1258500,163.630184
2016-01-14,163.889999,167.75,162.770004,167.229996,1383900,166.964885
2016-01-15,166.339996,166.5,160.470001,162.160004,1617700,161.902931
2016-01-19,162.160004,167.360001,162.160004,164.0,1583300,163.74001
2016-01-20,162.839996,166.199997,157.449997,164.740005,1665000,164.478842
2016-01-21,165.639999,167.240005,163.300003,166.110001,620600,165.846666
2016-01-22,167.440002,168.229996,165.639999,166.220001,1162700,165.956492
2016-01-25,166.220001,166.809998,163.110001,163.289993,537200,163.031129
2016-01-26,163.25,165.539993,163.009995,164.660004,408900,164.398967
2016-01-27,165.350006,165.529999,159.740005,161.300003,1220400,161.044293
2016-01-28,161.309998,162.699997,158.809998,159.789993,791900,159.536677
2016-01-29,160.619995,163.449997,158.119995,162.789993,1205900,162.531922
2016-02-01,162.710007,168.360001,162.690002,167.580002,1799200,167.314336
2016-02-02,166.130005,167.589996,164.259995,166.869995,904300,166.605455
2016-02-03,167.539993,167.979996,164.75,166.779999,812300,166.515602
2016-02-04,166.559998,169.869995,164.869995,168.649994,1042800,168.382632
2016-02-05,167.970001,169.320007,163.320007,164.779999,1095400,164.518772
2016-02-08,164.130005,164.729996,156.039993,156.960007,1447200,156.711177
2016-02-09,157.039993,161.300003,155.240005,159.529999,1241100,159.277095
2016-02-10,161.169998,165.520004,160.75,161.070007,1703000,160.814662
2016-02-11,158.910004,160.919998,157.009995,158.020004,1036800,157.769494
2016-02-12,158.339996,160.470001,157.410004,160.369995,692300,160.11576
2016-02-16,161.0,166.740005,160.550003,166.639999,1021500,166.375824
2016-02-17,167.330002,169.589996,166.0,168.309998,1167900,168.043175
2016-02-18,168.0,169.0,166.610001,167.75,1475600,167.484065
2016-02-19,167.800003,168.220001,164.470001,165.339996,901300,165.077882
2016-02-22,166.5,171.850006,165.339996,171.75,1122300,171.477724
2016-02-23,171.679993,174.009995,170.059998,172.830002,684200,172.556014
2016-02-24,172.820007,174.0,169.869995,172.289993,504900,172.016861
2016-02-25,171.789993,176.740005,171.639999,176.600006,886500,176.320041
2016-02-26,176.809998,181.649994,176.600006,178.710007,1276200,178.426697
2016-02-29,179.039993,180.979996,176.710007,176.970001,853200,176.68945
2016-03-01,178.350006,181.5,176.610001,181.229996,1048300,180.942691
2016-03-02,180.300003,183.25,179.649994,182.699997,1200800,182.410362
2016-03-03,182.050003,183.559998,180.410004,183.220001,637200,182.929542
2016-03-04,182.710007,185.279999,181.259995,183.25,978500,182.959493
2016-03-07,182.0,184.580002,181.929993,184.25,848300,183.957908
2016-03-08,183.830002,184.160004,182.009995,182.520004,403300,182.230654
2016-03-09,182.990005,185.619995,182.789993,184.429993,1364300,184.137615
2016-03-10,185.0,186.080002,183.520004,184.759995,796200,184.467094
2016-03-11,185.899994,186.979996,185.160004,186.910004,724400,186.613694
2016-03-14,187.0,187.5,185.139999,186.330002,589800,186.034612
2016-03-15,185.449997,187.0,183.020004,183.910004,455600,183.61845
2016-03-16,183.630005,184.839996,181.860001,183.389999,579000,183.09927
2016-03-17,182.929993,182.940002,179.300003,182.539993,743300,182.250612
2016-03-18,182.0,185.949997,180.520004,184.600006,893300,184.307359
2016-03-21,184.259995,184.990005,182.740005,183.729996,392900,183.438728
2016-03-22,183.399994,185.460007,181.75,184.360001,424200,184.067734
2016-03-23,184.759995,184.759995,182.509995,183.589996,466800,183.29895
2016-03-24,182.320007,184.639999,181.440002,184.070007,484900,183.7782
2016-03-28,184.070007,184.960007,182.820007,182.929993,507800,182.639993
2016-03-29,182.940002,186.229996,182.649994,185.759995,478300,185.759995
2016-03-30,186.110001,187.440002,184.350006,184.889999,753900,184.889999
2016-03-31,184.520004,185.75,182.479996,182.949997,863200,182.949997
2016-04-01,182.770004,185.009995,181.5,184.740005,685300,184.740005
2016-04-04,185.0,187.800003,184.210007,185.470001,790600,185.470001
2016-04-05,182.839996,183.259995,178.380005,181.029999,1680200,181.029999
2016-04-06,180.600006,181.949997,179.809998,180.350006,849300,180.350006
2016-04-07,179.360001,180.759995,171.929993,172.580002,2689500,172.580002
2016-04-08,172.889999,173.5,169.75,171.029999,1404700,171.029999
2016-04-11,171.050003,171.899994,167.320007,167.460007,1302500,167.460007
2016-04-12,167.710007,170.649994,167.699997,170.410004,974000,170.410004
2016-04-13,170.699997,172.110001,168.690002,169.960007,1197800,169.960007
2016-04-14,169.740005,170.610001,168.029999,168.240005,666900,168.240005
2016-04-15,168.050003,170.229996,166.699997,169.869995,868500,169.869995
2016-04-18,169.889999,172.279999,168.869995,171.720001,778500,171.720001
2016-04-19,172.419998,174.899994,172.089996,174.770004,973700,174.770004
2016-04-20,175.0,176.270004,172.710007,174.5,518100,174.5
2016-04-21,174.199997,175.369995,172.289993,173.449997,501700,173.449997
2016-04-22,173.979996,175.320007,173.529999,175.300003,560100,175.300003
2016-04-25,174.800003,176.160004,173.699997,176.110001,544500,176.110001
2016-04-26,176.300003,178.759995,175.009995,178.479996,749900,178.479996
2016-04-27,178.899994,179.160004,176.600006,177.559998,711800,177.559998
2016-04-28,177.690002,179.399994,176.880005,177.869995,423800,177.869995
2016-04-29,177.339996,178.169998,175.050003,177.070007,605900,177.070007
2016-05-02,178.0,178.789993,177.320007,177.610001,529000,177.610001
2016-05-03,177.119995,178.309998,176.0,176.929993,505100,176.929993
2016-05-04,175.160004,177.690002,174.649994,175.699997,575800,175.699997
2016-05-05,175.289993,176.389999,173.990005,174.110001,1098000,174.110001
2016-05-06,173.0,174.440002,169.619995,170.679993,1275200,170.679993
2016-05-09,171.389999,173.910004,170.5,171.279999,723500,171.279999
2016-05-10,171.589996,174.220001,171.309998,173.539993,584000,173.539993
2016-05-11,173.970001,174.990005,169.710007,170.059998,505700,170.059998
2016-05-12,170.100006,171.520004,165.550003,165.809998,858400,165.809998
2016-05-13,165.880005,166.610001,160.649994,165.229996,2068000,165.229996
2016-05-16,164.910004,171.960007,163.889999,171.520004,1846300,171.520004
2016-05-17,171.429993,172.259995,168.669998,170.800003,1242900,170.800003
2016-05-18,170.529999,173.419998,169.860001,170.220001,874000,170.220001
2016-05-19,168.889999,169.979996,167.339996,168.330002,898000,168.330002
2016-05-20,168.949997,169.990005,168.309998,169.600006,1410200,169.600006
2016-05-23,170.0,172.970001,169.080002,169.589996,1160900,169.589996
2016-05-24,170.210007,171.809998,169.550003,170.779999,1227100,170.779999
2016-05-25,170.630005,175.139999,170.029999,174.699997,1773800,174.699997
2016-05-26,174.669998,174.820007,172.979996,174.25,1017200,174.25
2016-05-27,174.080002,174.979996,172.5,173.740005,572300,173.740005
2016-05-31,174.5,174.860001,171.380005,172.509995,1193700,172.509995
2016-06-01,172.270004,177.820007,171.529999,177.399994,1015900,177.399994
2016-06-02,177.809998,187.399994,175.270004,187.360001,3463600,187.360001
2016-06-03,186.899994,186.990005,184.279999,186.199997,1094100,186.199997
2016-06-06,186.75,189.820007,186.25,189.380005,968000,189.380005
2016-06-07,189.5,189.899994,187.800003,188.399994,880700,188.399994
2016-06-08,187.630005,189.369995,187.479996,188.0,1464200,188.0
2016-06-09,187.029999,188.580002,187.0,188.350006,615300,188.350006
2016-06-10,188.0,188.5,185.979996,186.759995,323700,186.759995
2016-06-13,186.240005,187.860001,184.630005,184.690002,544800,184.690002
