Date,Open_WMB,High_WMB,Low_WMB,Close_WMB,Volume_WMB,AdjClose_WMB
2015-06-24,58.48,58.849998,57.099998,57.369999,27072400,53.280101
2015-06-25,57.0,57.689999,55.029999,55.25,32031000,51.311236
2015-06-26,55.279999,57.849998,55.240002,57.119999,26016100,53.047923
2015-06-29,56.549999,56.869999,56.18,56.380001,8502500,52.36068
2015-06-30,56.830002,57.880001,56.830002,57.389999,9778700,53.298676
2015-07-01,57.16,58.290001,57.09,57.509998,8993700,53.41012
2015-07-02,57.790001,57.869999,57.279999,57.599998,5519500,53.493704
2015-07-06,57.18,58.009998,56.639999,57.130001,5696400,53.057213
2015-07-07,57.02,57.080002,55.630001,56.889999,10035600,52.834321
2015-07-08,57.049999,57.369999,55.52,56.009998,5937300,52.017055
2015-07-09,56.900002,57.459999,56.43,56.450001,6973100,52.425689
2015-07-10,56.73,58.040001,56.73,57.889999,5573300,53.763031
2015-07-13,57.91,58.5,57.66,58.23,5110900,54.078792
2015-07-14,58.220001,58.77,57.59,58.029999,8264900,53.89305
2015-07-15,57.509998,58.130001,57.220001,57.490002,4903000,53.391549
2015-07-16,57.630001,58.16,57.400002,57.959999,6215500,53.82804
2015-07-17,58.080002,58.490002,57.450001,57.669998,9044800,53.558713
