Date,Open_MAR,High_MAR,Low_MAR,Close_MAR,Volume_MAR,AdjClose_MAR
2013-11-11,45.970001,46.490002,45.669998,46.099998,2405900,44.455508
2013-11-12,47.029999,47.16,46.279999,46.43,3261000,44.773738
2013-11-13,46.290001,46.709999,46.169998,46.68,2638000,45.01482
2013-11-14,46.599998,46.98,46.459999,46.939999,2266200,45.265543
2013-11-15,46.950001,47.580002,46.950001,47.02,15553500,45.342691
2013-11-18,47.07,47.299999,46.779999,46.98,2949300,45.304117
2013-11-19,46.84,46.889999,46.02,46.330002,2397900,44.83956
2013-11-20,46.52,46.75,46.029999,46.259998,1947000,44.771809
2013-11-21,46.490002,47.130001,46.27,46.91,1939800,45.4009
2013-11-22,47.029999,47.169998,46.810001,46.919998,2379300,45.410576
2013-11-25,46.830002,47.049999,46.529999,46.630001,1986000,45.129908
2013-11-26,46.459999,47.34,46.459999,47.18,2135500,45.662214
2013-11-27,47.200001,47.299999,46.880001,46.93,1612000,45.420257
2013-11-29,47.119999,47.169998,46.860001,47.02,1346100,45.507362
2013-12-02,47.0,47.02,46.369999,46.5,2137600,45.00409
2013-12-03,46.080002,46.5,45.849998,46.02,3432600,44.539532
2013-12-04,45.439999,46.18,45.25,45.91,2119800,44.43307
2013-12-05,45.919998,46.07,45.57,45.619999,1914300,44.152398
2013-12-06,46.639999,46.700001,45.959999,46.23,1943200,44.742775
2013-12-09,46.459999,46.889999,46.419998,46.560001,1537800,45.062161
2013-12-10,46.599998,46.73,46.450001,46.57,1852700,45.071837
2013-12-11,46.5,46.560001,45.849998,46.009998,2470600,44.529851
2013-12-12,45.919998,46.34,45.830002,46.02,1867700,44.539532
2013-12-13,46.349998,46.689999,46.0,46.57,1956900,45.071837
2013-12-16,46.73,47.450001,46.610001,47.09,2616600,45.575109
2013-12-17,46.950001,47.150002,46.419998,46.84,1782500,45.333152
2013-12-18,46.880001,47.900002,46.52,47.869999,1944700,46.330015
2013-12-19,47.599998,47.869999,47.310001,47.720001,1550200,46.184843
2013-12-20,47.970001,48.32,47.869999,48.150002,3679100,46.60101
2013-12-23,48.09,48.82,48.060001,48.279999,1088000,46.726826
2013-12-24,48.049999,48.689999,48.049999,48.669998,692500,47.104279
2013-12-26,49.709999,49.84,48.59,48.91,1137800,47.336559
2013-12-27,48.990002,49.02,48.68,48.779999,875000,47.210741
2013-12-30,49.080002,49.119999,48.599998,49.009998,1200100,47.433341
2013-12-31,49.0,49.439999,49.0,49.349998,1484100,47.762403
2014-01-02,49.029999,49.259998,48.57,48.959999,2127000,47.38495
2014-01-03,49.0,49.169998,48.639999,48.650002,1248200,47.084925
2014-01-06,48.830002,48.900002,48.25,48.450001,2163000,46.891359
2014-01-07,48.650002,49.130001,48.48,48.66,1766300,47.094602
2014-01-08,48.759998,49.189999,48.73,49.130001,2036900,47.549483
2014-01-09,49.130001,49.209999,48.810001,48.990002,1263900,47.413988
2014-01-10,49.139999,49.290001,48.740002,49.279999,924500,47.694655
2014-01-13,49.630001,49.630001,48.59,48.75,2818300,47.181707
2014-01-14,48.779999,49.43,48.57,49.34,1806500,47.752727
2014-01-15,49.360001,49.889999,48.849998,49.82,1942900,48.217284
2014-01-16,49.889999,50.599998,49.529999,50.57,4603200,48.943157
2014-01-17,50.32,50.860001,50.220001,50.619999,3094600,48.991548
2014-01-21,51.439999,51.5,50.759998,50.790001,3179000,49.156081
2014-01-22,51.009998,51.529999,50.799999,51.169998,3421800,49.523853
2014-01-23,50.610001,51.16,50.32,50.580002,2394000,48.952837
2014-01-24,50.369999,50.490002,49.75,49.759998,3320300,48.159213
2014-01-27,49.75,50.68,48.919998,49.049999,3031400,47.472055
2014-01-28,49.119999,49.970001,49.0,49.700001,1837400,48.101146
2014-01-29,49.470001,49.650002,48.790001,48.860001,2277900,47.288169
2014-01-30,49.18,49.490002,49.02,49.310001,1424900,47.723693
2014-01-31,48.509998,49.689999,48.509998,49.299999,2054300,47.714012
2014-02-03,49.450001,49.52,47.349998,47.470001,3840900,45.942886
2014-02-04,47.5,48.169998,47.349998,47.98,2472400,46.436477
2014-02-05,47.939999,48.0,47.209999,47.889999,2099800,46.349373
2014-02-06,47.599998,48.959999,47.599998,48.759998,2017600,47.191383
2014-02-07,49.02,49.349998,48.73,49.240002,1695000,47.655945
2014-02-10,49.07,49.610001,49.07,49.360001,1144200,47.772084
2014-02-11,49.349998,50.0,49.279999,49.689999,1948900,48.091466
2014-02-12,49.880001,50.169998,49.549999,49.650002,1911700,48.052755
2014-02-13,49.360001,50.200001,49.02,50.110001,2135900,48.497956
2014-02-14,49.91,51.580002,49.91,51.52,3112500,49.862596
2014-02-18,51.52,51.740002,51.07,51.380001,2559800,49.7271
2014-02-19,50.59,51.98,50.580002,51.540001,3159200,49.881953
2014-02-20,50.57,51.84,50.52,51.790001,3579300,50.123911
2014-02-21,51.91,52.720001,51.580002,52.509998,3231300,50.820746
2014-02-24,52.52,53.970001,52.52,53.470001,3118300,51.749865
2014-02-25,53.310001,53.919998,53.310001,53.860001,1945400,52.127318
2014-02-26,53.889999,54.240002,53.23,53.439999,2618300,51.884592
2014-02-27,53.220001,53.880001,53.220001,53.860001,2088800,52.29237
2014-02-28,53.900002,54.41,53.610001,54.23,2271500,52.651599
2014-03-03,53.849998,53.919998,52.990002,53.290001,3223800,51.73896
2014-03-04,53.709999,54.009998,53.490002,53.830002,2841100,52.263244
2014-03-05,53.73,53.939999,53.310001,53.889999,2315100,52.321495
2014-03-06,53.900002,54.799999,53.900002,54.599998,2334700,53.010829
2014-03-07,54.650002,55.029999,54.540001,54.790001,2638300,53.195302
2014-03-10,54.52,54.91,53.880001,54.189999,1638100,52.612763
2014-03-11,54.310001,54.759998,53.860001,54.040001,1456700,52.467131
2014-03-12,53.669998,54.07,53.400002,54.029999,1145000,52.45742
2014-03-13,54.23,54.290001,53.400002,53.709999,1908800,52.146734
2014-03-14,53.57,54.279999,53.540001,53.880001,2100500,52.311788
2014-03-17,54.330002,54.619999,53.830002,54.080002,1942100,52.505968
2014-03-18,54.060001,54.52,54.009998,54.419998,1753400,52.836068
2014-03-19,54.330002,54.630001,53.84,54.23,1339800,52.651599
2014-03-20,53.970001,54.450001,53.689999,54.0,1509600,52.428294
2014-03-21,54.799999,55.25,54.5,55.25,5579100,53.641912
2014-03-24,55.41,55.810001,54.77,55.150002,3414800,53.544824
2014-03-25,55.240002,55.529999,55.139999,55.48,2996700,53.865217
2014-03-26,55.700001,56.150002,55.380001,55.580002,5368000,53.962309
2014-03-27,55.580002,55.580002,54.57,54.759998,4149200,53.166172
2014-03-28,54.759998,55.66,54.759998,55.439999,3410500,53.826381
2014-03-31,55.849998,56.200001,55.619999,56.02,2800000,54.389501
2014-04-01,56.43,56.990002,56.32,56.93,2196100,55.273015
2014-04-02,56.869999,56.990002,56.52,56.919998,2592800,55.263304
2014-04-03,57.110001,57.150002,56.360001,56.59,2287600,54.942911
2014-04-04,57.02,57.139999,55.740002,55.799999,3727100,54.175903
2014-04-07,55.650002,56.189999,55.299999,55.799999,3518500,54.175903
2014-04-08,55.950001,56.130001,55.400002,55.93,4702900,54.302121
2014-04-09,56.240002,56.93,56.07,56.669998,2631800,55.02058
2014-04-10,57.25,57.25,55.209999,55.32,3540900,53.709874
2014-04-11,55.150002,55.869999,55.0,55.299999,2862100,53.690456
2014-04-14,55.740002,55.869999,55.119999,55.419998,2055500,53.806962
2014-04-15,55.490002,56.130001,55.0,56.099998,2576300,54.467171
2014-04-16,56.73,56.73,55.810001,56.200001,2002400,54.564262
2014-04-17,56.560001,56.580002,56.119999,56.25,1311700,54.612806
2014-04-21,56.369999,56.52,55.990002,56.240002,1150000,54.603099
2014-04-22,56.169998,57.119999,56.169998,57.049999,1418500,55.389521
2014-04-23,56.959999,57.380001,56.709999,57.209999,1663000,55.544864
2014-04-24,57.5,57.849998,57.290001,57.630001,2398400,55.952642
2014-04-25,57.57,57.650002,57.060001,57.23,2814100,55.564282
2014-04-28,57.18,57.32,55.150002,55.970001,3803200,54.340957
2014-04-29,56.200001,56.68,55.830002,56.619999,2933200,54.972036
2014-04-30,57.279999,58.380001,57.0,57.93,4419400,56.243909
2014-05-01,57.869999,58.57,57.84,58.549999,3077800,56.845863
2014-05-02,58.299999,59.310001,58.200001,59.09,3612200,57.370147
2014-05-05,59.02,59.029999,58.27,58.880001,2025800,57.16626
2014-05-06,58.880001,58.900002,57.970001,58.0,2756000,56.311872
2014-05-07,57.32,58.119999,57.240002,58.110001,3219800,56.41867
2014-05-08,58.169998,58.669998,57.610001,57.889999,1925600,56.205073
2014-05-09,58.209999,58.299999,57.509998,58.169998,2412400,56.476922
2014-05-12,58.529999,59.540001,58.5,59.220001,1546200,57.496364
2014-05-13,59.18,59.389999,58.790001,58.869999,1862900,57.156549
2014-05-14,58.880001,58.970001,58.43,58.580002,1101600,56.874992
2014-05-15,58.529999,58.529999,57.349998,57.93,1504400,56.243909
2014-05-16,57.939999,58.360001,57.73,58.349998,1529400,56.651683
2014-05-19,58.169998,58.689999,58.0,58.610001,1247400,56.904118
2014-05-20,58.389999,58.959999,58.34,58.889999,2163800,57.175967
2014-05-21,58.380001,58.919998,58.34,58.759998,2394500,57.244159
2014-05-22,58.68,59.240002,58.619999,58.759998,2293000,57.244159
2014-05-23,58.98,59.330002,58.82,59.259998,1619200,57.731261
2014-05-27,59.57,59.75,59.349998,59.450001,1897800,57.916361
2014-05-28,59.439999,59.57,59.200001,59.439999,1708700,57.906617
2014-05-29,59.630001,60.720001,59.400002,60.68,2784300,59.114631
2014-05-30,60.880001,61.73,60.75,61.619999,3821600,60.03038
2014-06-02,61.709999,61.860001,61.049999,61.540001,3493200,59.952446
2014-06-03,61.5,61.529999,61.150002,61.490002,2427200,59.903736
2014-06-04,61.349998,61.759998,61.220001,61.720001,1874900,60.127802
2014-06-05,61.950001,62.360001,61.57,62.310001,1644600,60.702582
2014-06-06,62.32,62.860001,62.279999,62.849998,1525700,61.228649
2014-06-09,62.57,63.139999,62.5,62.82,1568600,61.199424
2014-06-10,62.740002,62.84,62.43,62.700001,1972300,61.082521
2014-06-11,61.720001,61.98,61.450001,61.77,2622200,60.176512
2014-06-12,61.830002,61.93,61.220001,61.450001,1702900,59.864767
2014-06-13,61.5,61.639999,61.0,61.380001,1340800,59.796573
2014-06-16,61.32,61.799999,61.32,61.619999,1239000,60.03038
2014-06-17,61.509998,62.57,61.360001,62.450001,1369500,60.83897
2014-06-18,62.529999,63.27,62.5,63.119999,1791200,61.491684
2014-06-19,62.310001,63.369999,62.310001,63.369999,1411500,61.735235
2014-06-20,63.509998,64.099998,63.27,63.560001,4750000,61.920336
2014-06-23,63.369999,63.849998,63.330002,63.790001,1390200,62.144402
2014-06-24,63.549999,64.089996,63.119999,63.580002,2818900,61.93982
2014-06-25,63.549999,63.630001,63.220001,63.43,2966400,61.793688
2014-06-26,63.689999,64.089996,63.290001,63.990002,2031700,62.339243
2014-06-27,63.889999,64.25,63.720001,63.98,2345500,62.329499
2014-06-30,64.019997,64.309998,63.790001,64.099998,1133700,62.446403
2014-07-01,64.32,64.760002,64.18,64.669998,1588400,63.001698
2014-07-02,64.800003,65.389999,64.459999,65.360001,1815600,63.6739
2014-07-03,65.260002,65.730003,65.230003,65.559998,963400,63.868738
2014-07-07,65.5,65.879997,65.360001,65.870003,1488200,64.170746
2014-07-08,65.529999,65.699997,64.730003,64.919998,2018600,63.245249
2014-07-09,65.260002,65.5,64.940002,65.419998,2219300,63.73235
2014-07-10,64.550003,65.809998,64.550003,65.57,2627600,63.878482
2014-07-11,65.32,65.669998,64.980003,65.019997,2136300,63.342667
2014-07-14,65.410004,65.860001,65.129997,65.32,1998800,63.634931
2014-07-15,65.360001,65.580002,64.660004,64.980003,2346600,63.303706
2014-07-16,65.139999,65.279999,64.620003,64.720001,1857300,63.050411
2014-07-17,64.489998,64.849998,63.369999,63.380001,3033300,61.744979
2014-07-18,63.779999,64.989998,63.599998,64.900002,1992400,63.225768
2014-07-21,64.830002,65.139999,64.540001,64.970001,1565200,63.293962
2014-07-22,65.370003,66.32,65.349998,66.110001,2189700,64.404552
2014-07-23,65.900002,66.510002,65.779999,66.470001,1705100,64.755266
2014-07-24,66.400002,67.080002,66.129997,66.830002,3008300,65.10598
2014-07-25,66.720001,67.120003,66.269997,66.370003,1424200,64.657847
2014-07-28,66.480003,67.07,66.019997,66.169998,2942500,64.463002
2014-07-29,66.080002,66.889999,65.650002,65.690002,3228200,63.995389
2014-07-30,66.220001,66.470001,64.360001,65.410004,3930700,63.722613
2014-07-31,65.32,65.339996,64.459999,64.709999,3291400,63.040667
2014-08-01,64.790001,65.269997,64.32,64.879997,2908500,63.20628
2014-08-04,65.040001,66.25,64.900002,65.989998,2675600,64.287645
2014-08-05,65.75,65.900002,64.769997,64.910004,2939000,63.235512
2014-08-06,64.339996,65.029999,64.18,64.510002,2358500,62.845829
2014-08-07,64.860001,65.489998,64.120003,64.239998,2545700,62.58279
2014-08-08,64.739998,64.970001,64.300003,64.940002,1774800,63.264737
2014-08-11,65.660004,65.919998,65.0,65.720001,1536000,64.024614
2014-08-12,65.690002,66.010002,65.370003,65.57,1586000,63.878482
2014-08-13,65.82,66.660004,65.199997,66.550003,1623100,64.833204
2014-08-14,66.75,67.349998,66.550003,67.260002,1685600,65.524887
2014-08-15,67.660004,67.690002,67.029999,67.370003,2529100,65.63205
2014-08-18,67.870003,67.949997,67.339996,67.660004,1750700,65.91457
2014-08-19,67.629997,68.269997,67.57,68.129997,1956700,66.569216
2014-08-20,68.0,68.639999,67.870003,68.540001,1377100,66.969827
2014-08-21,68.57,68.739998,68.330002,68.440002,1204600,66.87212
2014-08-22,68.279999,68.559998,68.160004,68.449997,1084200,66.881885
2014-08-25,68.639999,68.940002,68.57,68.760002,1415400,67.184788
2014-08-26,68.980003,69.07,68.449997,68.989998,1147400,67.409515
2014-08-27,69.040001,69.209999,68.779999,68.879997,1421400,67.302035
2014-08-28,68.779999,69.120003,68.169998,68.989998,1382300,67.409515
2014-08-29,69.330002,69.489998,68.849998,69.400002,1393100,67.810126
2014-09-02,69.68,69.690002,68.800003,69.43,1833700,67.839438
2014-09-03,69.599998,70.199997,69.440002,70.0,2911500,68.396379
2014-09-04,70.440002,70.980003,70.330002,70.519997,2832400,68.904463
2014-09-05,70.209999,70.830002,70.209999,70.830002,2367300,69.207367
2014-09-08,70.860001,71.330002,70.650002,71.07,2313100,69.441867
2014-09-09,71.0,71.300003,70.720001,70.779999,1571300,69.158509
2014-09-10,70.900002,71.040001,70.5,70.790001,1789300,69.168282
2014-09-11,70.82,71.529999,70.510002,71.400002,2869100,69.764308
2014-09-12,71.139999,71.230003,70.220001,70.620003,1640500,69.002179
2014-09-15,70.540001,70.910004,70.449997,70.709999,1412900,69.090113
2014-09-16,70.5,71.230003,70.330002,71.139999,2199600,69.510263
2014-09-17,71.279999,72.089996,71.209999,71.730003,1476700,70.08675
2014-09-18,72.190002,72.470001,71.760002,72.449997,1677300,70.79025
2014-09-19,72.980003,73.279999,72.040001,72.190002,3799000,70.536211
2014-09-22,72.32,72.32,71.279999,71.610001,1961100,69.969497
2014-09-23,71.489998,71.800003,70.900002,70.919998,1889200,69.295301
2014-09-24,70.900002,71.480003,70.779999,71.389999,1213800,69.754535
2014-09-25,71.370003,71.669998,70.459999,70.519997,1508100,68.904463
2014-09-26,70.849998,71.07,70.519997,70.720001,3139700,69.099886
2014-09-29,70.269997,70.690002,69.970001,70.440002,1664600,68.826302
2014-09-30,70.230003,70.629997,69.900002,69.900002,1989100,68.298672
2014-10-01,69.559998,69.580002,67.339996,67.940002,4252100,66.383574
2014-10-02,67.980003,68.160004,65.480003,66.800003,4099800,65.269691
2014-10-03,67.160004,68.269997,67.040001,68.099998,3763600,66.539905
2014-10-06,68.089996,68.389999,67.089996,67.330002,2673400,65.787548
2014-10-07,66.660004,67.410004,65.980003,66.0,3238200,64.488015
2014-10-08,65.870003,66.339996,65.339996,66.169998,5241600,64.654119
2014-10-09,65.589996,66.190002,64.529999,64.580002,3565600,63.100547
2014-10-10,64.400002,64.739998,63.119999,63.549999,4100400,62.094141
2014-10-13,63.549999,63.66,61.630001,61.709999,6500400,60.296293
2014-10-14,62.110001,63.880001,62.060001,62.549999,5234700,61.11705
2014-10-15,61.919998,63.900002,59.610001,62.200001,6844700,60.775069
2014-10-16,60.720001,63.549999,60.66,62.790001,2919200,61.351553
2014-10-17,63.630001,65.339996,63.23,65.010002,3110300,63.520697
2014-10-20,64.940002,67.629997,64.900002,67.019997,3737000,65.484644
2014-10-21,67.580002,68.699997,67.300003,68.419998,2820800,66.852574
2014-10-22,69.410004,69.629997,68.220001,68.419998,2353800,66.852574
2014-10-23,69.0,70.0,68.339996,68.43,3434800,66.862347
2014-10-24,68.400002,69.349998,68.040001,69.290001,2363900,67.702646
2014-10-27,69.300003,70.400002,69.010002,70.260002,2317400,68.650425
2014-10-28,69.849998,72.209999,69.230003,71.949997,4551100,70.301704
2014-10-29,74.0,75.190002,72.089996,74.029999,4337100,72.334055
2014-10-30,73.510002,76.309998,73.5,76.0,3342900,74.258926
2014-10-31,77.989998,77.989998,75.209999,75.75,3577300,74.014653
2014-11-03,75.910004,76.150002,74.949997,75.800003,2427500,74.063511
2014-11-04,75.400002,75.589996,74.32,74.57,3395500,72.861686
2014-11-05,75.190002,75.199997,73.940002,74.900002,3106700,73.184127
2014-11-06,75.07,75.339996,74.440002,75.25,2331700,73.526108
2014-11-07,75.330002,75.550003,74.959999,75.5,1803200,73.770381
2014-11-10,75.519997,76.669998,75.330002,76.559998,1434600,74.806095
2014-11-11,76.800003,77.279999,76.559998,77.139999,1463000,75.372809
2014-11-12,76.580002,77.5,76.379997,77.300003,1319200,75.529148
2014-11-13,77.379997,78.25,77.330002,78.089996,1443300,76.301043
2014-11-14,78.089996,78.389999,77.709999,77.959999,1456700,76.174024
2014-11-17,77.099998,77.739998,76.769997,77.169998,2517600,75.402121
2014-11-18,76.889999,77.220001,76.510002,76.940002,2442900,75.372739
2014-11-19,76.980003,77.349998,76.32,76.379997,1783400,74.824141
2014-11-20,76.370003,76.410004,75.339996,75.889999,2319000,74.344124
2014-11-21,76.809998,77.050003,75.910004,75.980003,2211300,74.432295
2014-11-24,76.470001,77.230003,76.470001,76.970001,2092500,75.402126
2014-11-25,77.019997,77.300003,76.440002,77.040001,4748000,75.4707
2014-11-26,76.82,77.650002,76.769997,77.480003,1010900,75.90174
2014-11-28,78.330002,79.209999,78.150002,78.790001,981200,77.185053
2014-12-01,78.5,78.790001,77.370003,77.449997,1903100,75.872345
2014-12-02,77.730003,78.190002,77.400002,77.449997,2655700,75.872345
2014-12-03,77.5,78.489998,77.199997,78.139999,1400200,76.548292
2014-12-04,78.0,79.0,77.449997,77.940002,1499100,76.352369
2014-12-05,78.059998,79.190002,77.970001,78.989998,1598700,77.380976
2014-12-08,79.010002,79.25,78.5,78.989998,1459600,77.380976
2014-12-09,78.080002,78.519997,77.5,78.370003,1669400,76.77361
2014-12-10,78.300003,78.459999,77.330002,77.480003,1655200,75.90174
2014-12-11,78.580002,78.779999,77.25,77.620003,1427900,76.038887
2014-12-12,77.07,77.919998,76.709999,76.760002,1568600,75.196405
2014-12-15,77.5,78.290001,76.269997,77.57,2640100,75.989903
2014-12-16,77.839996,77.93,76.220001,76.279999,3311600,74.726179
2014-12-17,76.290001,77.080002,75.620003,76.739998,2353700,75.176808
2014-12-18,77.639999,77.879997,76.910004,77.349998,2353400,75.774383
2014-12-19,77.330002,77.970001,76.980003,77.43,4492400,75.852755
2014-12-22,77.410004,78.610001,77.349998,78.459999,1257100,76.861773
2014-12-23,78.75,79.029999,78.339996,78.540001,1577000,76.940145
2014-12-24,78.089996,78.57,77.860001,78.349998,736900,76.754013
2014-12-26,78.669998,78.989998,78.519997,78.690002,888900,77.087091
2014-12-29,78.720001,79.25,78.160004,79.080002,1115100,77.469146
2014-12-30,78.720001,79.220001,78.050003,78.300003,1184600,76.705036
2014-12-31,78.669998,79.25,77.980003,78.029999,1422000,76.440532
2015-01-02,78.339996,78.559998,76.709999,77.75,1277300,76.166237
2015-01-05,77.639999,77.739998,75.32,75.620003,2034800,74.079627
2015-01-06,75.470001,75.599998,73.910004,74.669998,2551500,73.148974
2015-01-07,75.480003,76.57,74.989998,76.379997,1979400,74.824141
2015-01-08,76.800003,79.029999,76.379997,78.910004,2396100,77.302611
2015-01-09,78.790001,79.089996,77.989998,78.730003,2350900,77.126277
