Date,Open_HON,High_HON,Low_HON,Close_HON,Volume_HON,AdjClose_HON
2014-11-11,97.199997,97.599998,96.739998,96.980003,1235000,93.478936
2014-11-12,96.360001,97.18,96.330002,97.010002,1810800,93.507851
2014-11-13,97.040001,97.800003,96.739998,97.059998,2418400,93.556042
2014-11-14,97.139999,97.309998,96.580002,96.790001,1348100,93.295792
2014-11-17,96.18,96.650002,96.18,96.529999,1741500,93.045177
2014-11-18,96.25,97.239998,96.089996,96.830002,2227800,93.837903
2014-11-19,96.57,96.699997,96.0,96.57,1349800,93.585935
2014-11-20,96.139999,96.879997,95.849998,96.730003,1737500,93.740994
2014-11-21,97.739998,98.410004,97.610001,98.230003,3331300,95.194643
2014-11-24,98.540001,98.860001,97.959999,98.269997,1954900,95.233401
2014-11-25,98.260002,99.209999,98.150002,98.879997,2789000,95.824552
2014-11-26,99.139999,99.220001,98.870003,99.080002,2183000,96.018376
2014-11-28,99.25,99.349998,98.940002,99.07,1549100,96.008683
2014-12-01,98.599998,98.910004,97.32,97.400002,3042500,94.390289
2014-12-02,97.470001,97.860001,97.230003,97.860001,1680000,94.836074
2014-12-03,98.139999,100.059998,98.139999,99.970001,2686100,96.880874
2014-12-04,99.849998,99.849998,98.760002,99.260002,1906800,96.192815
2014-12-05,99.620003,100.160004,99.379997,99.690002,1472400,96.609528
2014-12-08,99.370003,99.779999,98.57,98.75,1569100,95.698572
2014-12-09,97.489998,99.410004,97.449997,99.32,1715100,96.250958
2014-12-10,99.190002,99.25,97.400002,97.5,2388100,94.487198
2014-12-11,97.699997,98.5,97.57,97.889999,2213500,94.865146
2014-12-12,97.099998,97.489998,95.839996,95.879997,2363700,92.917254
2014-12-15,97.029999,97.330002,95.370003,95.809998,3322600,92.849417
2014-12-16,95.910004,98.059998,95.809998,96.379997,4038400,93.401803
2014-12-17,96.400002,97.830002,95.589996,97.660004,4912600,94.642257
2014-12-18,98.959999,100.629997,98.669998,100.629997,3657100,97.520476
2014-12-19,100.660004,101.75,100.440002,101.160004,4415700,98.034105
2014-12-22,100.970001,101.980003,100.830002,101.209999,2552000,98.082556
2014-12-23,101.610001,102.379997,101.540001,101.980003,1517200,98.828766
2014-12-24,102.339996,102.389999,101.949997,101.959999,606500,98.80938
