Date,Open_GS,High_GS,Low_GS,Close_GS,Volume_GS,AdjClose_GS
2013-11-22,166.770004,168.240005,165.529999,168.100006,2680500,161.852652
2013-11-25,168.5,170.5,168.5,169.479996,3101700,163.181355
2013-11-26,169.360001,170.690002,168.0,168.039993,2953400,161.794869
2013-11-27,168.050003,168.809998,166.869995,168.220001,2285300,162.500063
2013-11-29,167.889999,170.380005,167.690002,168.940002,2018700,163.195583
2013-12-02,169.880005,171.580002,168.679993,169.720001,3121100,163.949059
2013-12-03,169.089996,170.759995,167.910004,168.050003,3288200,162.335846
2013-12-04,167.309998,169.929993,167.309998,168.699997,2328200,162.963738
2013-12-05,167.410004,167.960007,165.350006,165.559998,3564100,159.930507
2013-12-06,167.580002,167.960007,164.770004,167.210007,2708500,161.524411
2013-12-09,168.0,169.130005,166.839996,167.669998,2589500,161.968762
2013-12-10,167.869995,172.199997,167.520004,169.729996,4235400,163.958714
2013-12-11,169.509995,169.830002,167.130005,167.600006,2977100,161.90115
2013-12-12,166.589996,168.960007,166.520004,168.330002,2911900,162.606324
2013-12-13,168.589996,169.289993,167.600006,168.389999,2490600,162.664281
2013-12-16,169.309998,171.490005,169.089996,170.949997,2980000,165.137232
2013-12-17,171.270004,171.270004,169.710007,170.490005,2856700,164.692881
2013-12-18,171.0,174.919998,169.990005,174.839996,4509600,168.894961
2013-12-19,174.610001,175.800003,174.0,174.770004,3094400,168.827349
2013-12-20,174.660004,175.789993,173.75,175.160004,3754300,169.204087
2013-12-23,175.880005,176.690002,175.5,176.470001,1585300,170.469541
2013-12-24,176.669998,176.679993,175.440002,176.160004,781300,170.170084
2013-12-26,176.600006,176.759995,175.179993,176.449997,1320100,170.450217
2013-12-27,176.389999,176.449997,175.570007,176.350006,1716900,170.353626
2013-12-30,176.5,177.119995,175.259995,175.729996,1241000,169.754698
2013-12-31,176.220001,177.440002,176.220001,177.259995,1663900,171.232672
2014-01-02,176.949997,178.380005,176.360001,176.889999,1982100,170.875258
2014-01-03,176.350006,178.850006,176.220001,178.149994,2147400,172.092409
2014-01-06,179.149994,181.130005,178.880005,179.369995,2954000,173.270927
2014-01-07,180.729996,180.979996,177.520004,178.289993,2734700,172.227648
2014-01-08,178.5,178.899994,177.259995,178.440002,2208600,172.372557
2014-01-09,179.080002,179.080002,176.610001,177.399994,2149500,171.367911
2014-01-10,177.399994,178.710007,177.0,178.389999,2506500,172.324254
2014-01-13,178.300003,178.300003,175.690002,175.880005,2823800,169.899606
2014-01-14,176.259995,177.5,175.710007,176.600006,2208800,170.595125
2014-01-15,177.0,179.740005,177.0,178.75,3540200,172.672014
2014-01-16,178.75,178.789993,174.5,175.169998,4712200,169.213742
2014-01-17,175.009995,177.279999,174.5,176.279999,3451000,170.285999
2014-01-21,175.100006,175.589996,171.339996,173.199997,5141200,167.310726
2014-01-22,173.449997,174.639999,172.779999,173.679993,2476900,167.7744
2014-01-23,172.419998,172.419998,169.020004,170.75,3977700,164.944035
2014-01-24,168.529999,169.960007,167.220001,167.639999,4156200,161.939783
2014-01-27,167.080002,167.600006,163.429993,164.690002,5589600,159.090094
2014-01-28,165.029999,166.550003,164.589996,166.25,3170400,160.597048
2014-01-29,163.970001,166.100006,163.619995,163.899994,3473700,158.326948
2014-01-30,165.330002,166.169998,164.570007,165.839996,2829400,160.200985
2014-01-31,163.800003,165.979996,163.300003,164.119995,3415500,158.539469
2014-02-03,165.149994,165.520004,159.770004,159.820007,5079700,154.385692
2014-02-04,160.899994,162.570007,159.850006,161.759995,3346600,156.259714
2014-02-05,160.589996,162.649994,160.320007,160.419998,3212900,154.965282
2014-02-06,161.160004,162.0,160.100006,161.75,3798000,156.25006
2014-02-07,162.779999,162.899994,160.270004,161.929993,4879900,156.423932
2014-02-10,161.020004,161.770004,160.279999,161.0,4321700,155.525562
2014-02-11,161.210007,164.960007,160.309998,164.389999,4996300,158.800292
2014-02-12,164.5,165.229996,163.229996,163.5,3046600,157.940555
2014-02-13,162.550003,164.399994,162.100006,164.059998,3119600,158.481511
2014-02-14,163.330002,164.5,162.929993,163.720001,3287900,158.153076
2014-02-18,164.039993,165.589996,163.720001,164.649994,3399900,159.051446
2014-02-19,163.910004,166.179993,162.979996,163.259995,3669700,157.70871
2014-02-20,163.490005,164.970001,162.669998,164.5,2631900,158.906552
2014-02-21,164.300003,165.649994,164.149994,164.5,2594500,158.906552
2014-02-24,164.080002,167.410004,164.080002,166.539993,3242900,160.87718
2014-02-25,166.110001,166.300003,163.160004,163.479996,3682300,157.921231
2014-02-26,163.259995,163.899994,160.770004,162.800003,3978300,157.795226
2014-02-27,162.660004,165.789993,162.339996,165.380005,3806600,160.295914
2014-02-28,164.809998,167.820007,164.570007,166.449997,4291500,161.333013
2014-03-03,164.220001,165.309998,163.660004,164.740005,3122900,159.67559
2014-03-04,166.639999,168.759995,166.199997,168.729996,3400500,163.54292
2014-03-05,168.800003,172.899994,168.25,171.899994,4451200,166.615467
2014-03-06,172.710007,174.0,172.490005,172.600006,3403500,167.293959
2014-03-07,173.979996,175.589996,173.110001,174.259995,4088900,168.902916
2014-03-10,173.600006,174.490005,172.470001,173.509995,2179100,168.175973
2014-03-11,173.960007,173.960007,169.850006,169.889999,3832300,164.667263
2014-03-12,169.130005,169.990005,167.809998,169.720001,2550000,164.502491
2014-03-13,170.479996,171.240005,166.570007,166.699997,3421400,161.575327
2014-03-14,166.899994,167.399994,165.029999,165.350006,2762100,160.266838
2014-03-17,166.380005,168.800003,166.330002,166.839996,3198000,161.711023
2014-03-18,167.270004,169.0,167.009995,168.089996,1941300,162.922595
2014-03-19,168.490005,170.160004,166.800003,168.179993,3534100,163.009825
2014-03-20,167.880005,170.449997,167.270004,169.220001,3950500,164.017862
2014-03-21,169.690002,170.0,166.910004,166.949997,4779100,161.817642
2014-03-24,167.130005,167.979996,165.100006,165.720001,2723000,160.625458
2014-03-25,166.589996,167.419998,162.800003,163.25,4437500,158.23139
2014-03-26,164.740005,165.0,161.720001,161.729996,2590300,156.758113
2014-03-27,161.800003,163.309998,160.770004,162.289993,3890200,157.300895
2014-03-28,162.210007,164.190002,161.289993,162.300003,2630500,157.310597
2014-03-31,163.220001,164.139999,162.220001,163.850006,2494300,158.81295
2014-04-01,164.759995,166.289993,164.220001,165.919998,3325500,160.819307
2014-04-02,165.899994,167.539993,165.729996,167.270004,2407600,162.127811
2014-04-03,167.309998,167.669998,165.0,166.089996,2337300,160.984079
2014-04-04,167.009995,167.039993,162.850006,163.240005,3262500,158.221702
2014-04-07,162.949997,163.199997,158.440002,158.559998,4650800,153.685567
2014-04-08,158.699997,158.759995,155.479996,156.559998,6839900,151.74705
2014-04-09,157.110001,159.0,156.419998,158.160004,4010000,153.297869
2014-04-10,158.410004,158.880005,155.809998,155.979996,4806600,151.184879
2014-04-11,154.449997,154.490005,151.649994,152.720001,6460700,148.025103
2014-04-14,154.800003,155.130005,153.419998,154.740005,3053700,149.983008
2014-04-15,155.0,156.020004,153.100006,154.919998,3639600,150.157468
2014-04-16,156.339996,157.289993,155.119995,157.220001,3194200,152.386764
2014-04-17,161.029999,161.440002,157.350006,157.440002,4525200,152.600002
2014-04-21,157.5,158.270004,156.229996,157.800003,4551700,152.948936
2014-04-22,157.639999,160.809998,157.270004,160.460007,4547300,155.527166
2014-04-23,160.259995,160.940002,159.279999,160.449997,2040600,155.517464
2014-04-24,161.039993,162.110001,160.589996,160.850006,2934200,155.905176
2014-04-25,160.479996,160.770004,157.910004,158.240005,3302100,153.375412
2014-04-28,158.600006,158.830002,154.0,156.539993,3897800,151.727661
2014-04-29,157.029999,158.380005,156.639999,158.240005,2160500,153.375412
2014-04-30,158.380005,160.360001,158.190002,159.820007,2745700,154.906841
2014-05-01,159.800003,161.0,159.699997,160.369995,2079500,155.439922
2014-05-02,160.460007,161.839996,158.570007,158.880005,2561500,153.995736
2014-05-05,156.5,156.899994,154.520004,156.350006,3015700,151.543514
2014-05-06,155.850006,155.850006,154.179993,154.539993,3073100,149.789145
2014-05-07,155.410004,156.309998,153.710007,155.520004,3260900,150.739028
2014-05-08,155.759995,158.220001,155.199997,157.399994,2719600,152.561224
2014-05-09,157.570007,157.899994,155.679993,157.199997,2637000,152.367375
2014-05-12,157.910004,159.949997,157.910004,159.550003,2256100,154.645138
2014-05-13,159.559998,160.899994,159.130005,160.279999,1901500,155.352692
2014-05-14,160.199997,160.889999,159.279999,159.449997,2128700,154.548206
2014-05-15,158.690002,158.960007,155.919998,156.639999,2769300,151.824593
2014-05-16,155.610001,156.970001,154.839996,156.429993,2845600,151.621042
2014-05-19,156.25,157.990005,156.009995,157.669998,1618000,152.822928
2014-05-20,157.479996,157.910004,155.610001,156.350006,2034900,151.543514
2014-05-21,157.160004,159.75,157.130005,159.350006,4226300,154.451289
2014-05-22,158.949997,160.300003,158.649994,159.850006,1645100,154.935918
2014-05-23,159.910004,160.479996,159.509995,160.160004,1210200,155.236386
2014-05-27,161.119995,163.429993,160.580002,161.770004,3248800,156.796892
2014-05-28,160.910004,161.610001,159.779999,161.190002,1855200,156.767716
2014-05-29,161.139999,162.0,159.619995,160.740005,1779200,156.330064
2014-05-30,160.419998,160.639999,159.160004,159.809998,2206300,155.425571
2014-06-02,159.779999,160.199997,157.910004,160.029999,2125400,155.639537
2014-06-03,159.850006,161.929993,159.279999,161.800003,2408600,157.360981
2014-06-04,161.440002,162.729996,160.860001,162.389999,2098400,157.93479
2014-06-05,162.720001,163.429993,161.559998,162.580002,1859600,158.11958
2014-06-06,162.899994,166.259995,162.899994,166.190002,3478100,161.630539
2014-06-09,166.039993,166.860001,165.639999,166.0,2377500,161.44575
2014-06-10,165.860001,167.259995,165.479996,166.360001,1684500,161.795874
2014-06-11,165.089996,166.160004,164.690002,165.429993,2004100,160.891381
2014-06-12,165.759995,166.649994,165.020004,165.960007,2309900,161.406854
2014-06-13,166.169998,167.070007,165.419998,165.889999,1761100,161.338767
2014-06-16,165.520004,166.529999,164.449997,165.850006,1756400,161.299871
2014-06-17,165.639999,168.75,165.449997,168.220001,2450000,163.604845
2014-06-18,167.889999,170.100006,167.289993,169.860001,2873200,165.19985
2014-06-19,170.0,170.160004,168.929993,169.729996,2306900,165.073412
2014-06-20,170.320007,171.080002,169.419998,169.839996,4688200,165.180395
2014-06-23,170.179993,170.619995,169.210007,170.240005,1738500,165.56943
2014-06-24,169.550003,170.550003,167.949997,168.229996,1608000,163.614565
2014-06-25,167.820007,169.020004,167.399994,168.380005,1601200,163.760459
2014-06-26,167.0,168.110001,166.369995,168.009995,2131200,163.400599
2014-06-27,167.25,167.649994,166.369995,166.779999,3111200,162.204349
2014-06-30,166.869995,167.910004,166.369995,167.440002,1885200,162.846245
2014-07-01,166.350006,168.270004,166.059998,166.809998,2947800,162.233525
2014-07-02,167.0,167.809998,166.570007,166.889999,1877600,162.311332
2014-07-03,167.830002,169.899994,167.720001,169.460007,1801200,164.81083
2014-07-07,168.970001,168.970001,166.899994,167.779999,1774000,163.176914
2014-07-08,166.740005,166.779999,163.729996,164.910004,2422200,160.385658
2014-07-09,165.240005,165.330002,163.630005,164.669998,1943800,160.152237
2014-07-10,162.220001,163.779999,161.529999,163.419998,2204100,158.936531
2014-07-11,163.020004,165.139999,162.380005,164.800003,2293300,160.278675
2014-07-14,167.179993,167.720001,166.460007,167.0,3007700,162.418314
2014-07-15,169.699997,170.149994,167.149994,169.169998,4802300,164.528778
2014-07-16,169.199997,170.990005,169.0,170.470001,3305200,165.793115
2014-07-17,170.210007,171.600006,168.919998,170.139999,3815500,165.472167
2014-07-18,170.410004,171.789993,169.649994,171.470001,2558600,166.76568
2014-07-21,170.169998,172.100006,170.050003,171.720001,2227400,167.008821
2014-07-22,172.380005,175.380005,172.380005,175.020004,3849500,170.218288
2014-07-23,175.210007,177.220001,174.630005,176.820007,3436100,171.968907
2014-07-24,176.800003,177.320007,175.610001,176.259995,2012800,171.424259
2014-07-25,175.910004,176.460007,174.720001,175.399994,2114900,170.587852
2014-07-28,175.0,176.460007,174.669998,175.949997,2303400,171.122766
2014-07-29,176.169998,177.110001,175.449997,175.539993,3055600,170.724011
2014-07-30,175.960007,177.479996,175.360001,175.759995,2345600,170.937976
2014-07-31,174.440002,175.270004,172.789993,172.869995,3797600,168.127265
2014-08-01,172.380005,172.759995,169.399994,170.25,3140000,165.57915
2014-08-04,170.570007,171.889999,170.050003,171.690002,2103900,166.979645
2014-08-05,171.300003,171.770004,168.889999,169.419998,2746200,164.771919
2014-08-06,168.149994,170.850006,168.020004,169.740005,1711700,165.083147
2014-08-07,170.300003,171.070007,168.740005,169.100006,1920900,164.460706
2014-08-08,169.350006,172.490005,168.679993,172.259995,2250900,167.534
2014-08-11,172.75,173.410004,171.619995,172.460007,2098000,167.728524
2014-08-12,171.779999,173.110001,171.380005,172.330002,1362900,167.602086
2014-08-13,172.399994,172.889999,171.270004,172.369995,1711100,167.640982
2014-08-14,172.800003,173.100006,171.690002,172.729996,1431400,167.991106
2014-08-15,172.839996,174.600006,171.440002,171.899994,2446000,167.183876
2014-08-18,173.25,174.630005,172.699997,174.550003,1877700,169.761181
2014-08-19,174.910004,175.100006,173.630005,173.960007,1916100,169.187372
2014-08-20,173.270004,174.179993,172.600006,174.029999,1755100,169.255443
2014-08-21,174.240005,175.919998,173.440002,175.149994,2075200,170.344711
2014-08-22,175.350006,176.979996,174.830002,175.470001,2682000,170.655939
2014-08-25,176.710007,179.860001,176.460007,177.869995,3063500,172.990089
2014-08-26,178.470001,179.149994,177.809998,177.899994,3110600,173.019264
2014-08-27,178.360001,178.360001,177.009995,177.809998,2073700,173.468032
2014-08-28,177.050003,177.75,175.889999,177.649994,1961800,173.311936
2014-08-29,178.320007,179.5,177.850006,179.110001,2560600,174.73629
2014-09-02,179.259995,180.220001,178.380005,179.770004,1986300,175.380177
2014-09-03,180.479996,182.070007,179.429993,179.600006,2397700,175.21433
2014-09-04,179.929993,181.600006,179.550003,180.080002,1678500,175.682605
2014-09-05,179.580002,179.910004,177.880005,179.75,2562800,175.360662
2014-09-08,179.580002,180.919998,179.220001,180.110001,1746400,175.711871
2014-09-09,177.929993,178.639999,176.619995,177.399994,2598500,173.068041
2014-09-10,178.330002,180.179993,178.119995,179.869995,2457800,175.477727
2014-09-11,178.770004,181.440002,178.5,181.0,1905300,176.580138
2014-09-12,180.630005,183.470001,180.630005,183.169998,3358600,178.697146
2014-09-15,182.910004,184.399994,182.509995,183.979996,2308000,179.487364
2014-09-16,183.899994,184.559998,182.800003,184.039993,2137600,179.545897
2014-09-17,183.820007,185.770004,183.460007,184.820007,2820300,180.306864
2014-09-18,185.830002,188.429993,185.5,187.889999,3566600,183.301889
2014-09-19,188.259995,188.580002,185.880005,186.199997,5442900,181.653155
2014-09-22,186.0,186.949997,185.100006,185.289993,1826100,180.765373
2014-09-23,184.570007,186.860001,184.570007,185.089996,1977600,180.57026
2014-09-24,185.259995,188.119995,184.470001,187.809998,2834200,183.223841
2014-09-25,187.460007,187.800003,183.460007,184.089996,3074600,179.594679
2014-09-26,184.75,185.600006,183.220001,185.119995,1932500,180.599526
2014-09-29,183.110001,184.559998,182.199997,183.830002,1745400,179.341033
2014-09-30,184.410004,184.990005,182.679993,183.570007,2037700,179.087388
2014-10-01,183.190002,183.850006,180.330002,180.699997,4196300,176.28746
2014-10-02,180.600006,183.429993,180.589996,182.880005,2782600,178.414234
2014-10-03,184.610001,188.539993,184.570007,188.070007,3271400,183.477502
2014-10-06,189.070007,189.5,187.149994,187.479996,1934800,182.901898
2014-10-07,186.559998,186.559998,183.619995,183.800003,2927100,179.311767
2014-10-08,184.029999,187.0,182.149994,186.639999,3154500,182.082413
2014-10-09,185.820007,186.169998,180.75,181.270004,4892900,176.843549
2014-10-10,181.570007,182.949997,180.059998,180.380005,4405600,175.975282
2014-10-13,181.0,183.190002,178.5,178.770004,3436500,174.404596
2014-10-14,179.479996,181.789993,177.770004,178.699997,3557200,174.336299
2014-10-15,176.490005,177.949997,171.520004,177.240005,6330500,172.911959
2014-10-16,172.020004,176.289993,171.259995,172.580002,7797500,168.365749
2014-10-17,175.800003,177.539993,175.100006,176.910004,4951000,172.590015
2014-10-20,176.220001,178.0,175.820007,177.839996,2307900,173.497299
2014-10-21,179.220001,180.360001,178.360001,180.179993,2649500,175.780154
2014-10-22,180.550003,180.800003,176.830002,176.830002,3088300,172.511967
2014-10-23,178.800003,181.100006,178.710007,180.059998,3397000,175.663089
2014-10-24,180.270004,183.490005,180.009995,183.350006,2900900,178.872759
2014-10-27,182.860001,184.160004,182.309998,183.910004,2383700,179.419082
2014-10-28,184.160004,186.320007,183.199997,186.320007,3027700,181.770235
2014-10-29,186.089996,187.309998,185.389999,186.080002,3379000,181.53609
2014-10-30,185.479996,187.100006,185.169998,186.970001,2794800,182.404357
2014-10-31,189.240005,190.0,188.119995,189.990005,3357000,185.350615
2014-11-03,190.350006,191.979996,189.75,190.830002,2298100,186.170099
2014-11-04,190.470001,190.970001,188.820007,190.270004,2027300,185.623777
2014-11-05,191.580002,191.869995,189.610001,189.839996,3141100,185.204269
2014-11-06,190.380005,191.440002,189.779999,191.0,1915400,186.335946
2014-11-07,191.25,191.479996,189.300003,190.710007,1981400,186.053034
2014-11-10,190.509995,191.869995,190.509995,191.800003,1553900,187.116414
2014-11-11,191.809998,192.679993,190.529999,191.880005,1620100,187.194462
2014-11-12,190.660004,190.889999,189.330002,190.179993,2322200,185.535963
2014-11-13,190.839996,191.190002,189.199997,190.240005,1749500,185.59451
2014-11-14,190.360001,190.839996,189.619995,189.979996,1691500,185.34085
2014-11-17,189.520004,191.190002,189.220001,189.929993,1593400,185.292068
2014-11-18,189.619995,190.660004,189.589996,189.639999,1810300,185.009156
2014-11-19,189.710007,189.990005,188.190002,189.190002,2260000,184.570147
2014-11-20,187.820007,189.860001,187.550003,189.75,2850000,185.11647
2014-11-21,191.520004,191.660004,189.369995,189.589996,2367700,184.960374
2014-11-24,190.139999,190.889999,189.669998,190.070007,2028800,185.428663
2014-11-25,190.5,190.5,188.199997,188.860001,3675300,184.248204
2014-11-26,189.919998,189.919998,187.729996,188.520004,2024000,183.91651
2014-11-28,188.399994,189.490005,188.119995,188.410004,1195200,184.39607
2014-12-01,188.0,188.619995,185.589996,188.199997,2469000,184.190537
2014-12-02,189.309998,190.940002,188.809998,190.190002,3112200,186.138147
2014-12-03,189.75,191.820007,189.330002,190.949997,3049600,186.881951
2014-12-04,190.779999,192.339996,189.960007,191.949997,3123400,187.860646
2014-12-05,192.720001,196.929993,192.539993,195.449997,3625500,191.286081
2014-12-08,195.449997,198.059998,194.509995,196.619995,2715000,192.431154
2014-12-09,193.690002,197.220001,192.899994,196.889999,4568400,192.695406
2014-12-10,195.479996,195.990005,191.600006,192.0,6506700,187.909584
2014-12-11,193.0,194.940002,192.5,193.539993,3179500,189.416769
2014-12-12,191.710007,192.639999,188.070007,188.820007,3838900,184.797339
2014-12-15,190.240005,190.809998,185.410004,185.539993,4729100,181.587203
2014-12-16,183.960007,186.929993,182.399994,183.309998,4181900,179.404716
2014-12-17,184.110001,186.5,183.630005,185.029999,5074800,181.088073
2014-12-18,188.0,191.660004,187.809998,191.610001,4209600,187.527893
2014-12-19,192.259995,195.0,192.029999,193.279999,4798200,189.162313
2014-12-22,193.919998,194.5,192.759995,194.440002,3056400,190.297604
2014-12-23,195.339996,196.100006,194.729996,195.5,2346100,191.335019
2014-12-24,196.610001,196.75,195.009995,195.889999,694200,191.71671
2014-12-26,196.089996,196.490005,195.399994,195.449997,1016300,191.286081
2014-12-29,195.570007,196.960007,194.820007,196.190002,1219900,192.010322
2014-12-30,195.5,196.5,194.580002,195.710007,1136200,191.540552
