Date,Open_EXPE,High_EXPE,Low_EXPE,Close_EXPE,Volume_EXPE,AdjClose_EXPE
2014-01-14,68.18,69.650002,68.050003,69.330002,1866400,67.932295
2014-01-15,69.540001,70.769997,69.220001,69.419998,1986800,68.020477
2014-01-16,69.050003,69.550003,67.779999,68.480003,1914100,67.099433
2014-01-17,69.510002,72.050003,69.449997,70.690002,3305700,69.264878
2014-01-21,68.169998,68.300003,65.139999,67.669998,7071000,66.305758
2014-01-22,67.739998,68.18,66.470001,67.059998,2703100,65.708055
2014-01-23,66.199997,67.809998,66.040001,66.5,2054100,65.159347
2014-01-24,65.93,66.489998,65.260002,66.300003,2167100,64.963382
2014-01-27,66.349998,66.870003,64.190002,65.459999,1964200,64.140313
2014-01-28,65.480003,67.25,65.440002,66.949997,1355300,65.600272
2014-01-29,66.269997,66.660004,64.900002,65.470001,1838800,64.150113
2014-01-30,65.900002,66.279999,65.410004,65.519997,2014600,64.199101
2014-01-31,64.5,65.540001,64.32,64.980003,2207800,63.669994
2014-02-03,65.07,65.269997,62.759998,63.27,2424700,61.994465
2014-02-04,63.990002,64.5,63.060001,63.970001,2369700,62.680353
2014-02-05,63.849998,64.199997,62.91,63.93,2319200,62.641159
2014-02-06,63.82,65.669998,63.610001,65.139999,5379800,63.826764
2014-02-07,74.0,75.449997,72.440002,74.449997,9089600,72.94907
2014-02-10,74.209999,75.25,73.5,74.32,2253600,72.821694
2014-02-11,75.040001,76.440002,74.580002,74.790001,2406800,73.28222
2014-02-12,75.389999,76.269997,74.849998,75.860001,1907900,74.330648
2014-02-13,75.0,78.269997,74.760002,76.690002,2521000,75.143917
2014-02-14,76.470001,77.629997,76.110001,77.129997,1776600,75.575041
2014-02-18,77.330002,78.059998,76.150002,78.019997,1814900,76.447098
2014-02-19,78.0,80.68,77.550003,79.620003,3661800,78.014848
2014-02-20,79.32,80.099998,78.720001,79.709999,2322000,78.10303
2014-02-21,80.660004,81.779999,79.82,79.989998,2143000,78.377384
2014-02-24,79.610001,80.199997,79.160004,79.260002,1571200,77.662105
2014-02-25,79.629997,80.43,78.980003,79.440002,1859900,77.838476
2014-02-26,79.989998,80.360001,78.169998,78.519997,1826100,76.937018
2014-02-27,78.360001,79.150002,77.980003,78.620003,1254800,77.035008
2014-02-28,78.029999,79.709999,77.620003,78.529999,1763400,76.946818
2014-03-03,76.449997,77.849998,75.970001,76.699997,2276500,75.15371
2014-03-04,77.279999,77.970001,76.82,77.040001,2623400,75.486859
2014-03-05,77.169998,77.75,75.25,75.730003,2820000,74.203271
2014-03-06,75.769997,76.459999,74.589996,74.709999,2469500,73.349112
2014-03-07,74.830002,75.389999,74.440002,75.190002,2671900,73.820372
2014-03-10,75.260002,75.800003,74.75,75.230003,2065200,73.859644
2014-03-11,74.889999,76.449997,73.589996,74.739998,2642500,73.378564
2014-03-12,74.5,76.519997,73.139999,76.510002,2270700,75.116327
2014-03-13,76.419998,77.470001,75.370003,75.470001,3205100,74.09527
2014-03-14,74.910004,76.629997,74.910004,75.769997,1888300,74.389801
2014-03-17,76.309998,77.449997,75.959999,76.760002,1333300,75.361773
2014-03-18,77.110001,78.0,76.809998,76.93,1331900,75.528674
2014-03-19,77.089996,77.300003,74.610001,75.290001,1501400,73.918549
2014-03-20,75.220001,75.830002,74.370003,75.209999,1389700,73.840004
2014-03-21,75.800003,75.940002,74.050003,74.199997,2313100,72.8484
2014-03-24,74.639999,75.0,71.169998,72.290001,2888900,70.973195
2014-03-25,72.349998,73.089996,71.32,72.07,1726500,70.757202
2014-03-26,72.199997,72.82,71.150002,71.160004,1749400,69.863782
2014-03-27,71.160004,72.489998,69.93,71.830002,3011200,70.521575
2014-03-28,71.919998,72.940002,71.620003,72.209999,1638200,70.894651
2014-03-31,72.089996,73.489998,72.050003,72.5,1531900,71.179369
2014-04-01,72.68,76.040001,72.349998,75.900002,2994300,74.517438
2014-04-02,75.639999,76.510002,75.169998,76.010002,1947400,74.625435
2014-04-03,76.0,76.730003,72.809998,73.43,3140400,72.092429
2014-04-04,73.910004,73.910004,69.559998,70.050003,4701500,68.774
2014-04-07,69.919998,70.580002,67.559998,68.550003,3553300,67.301324
2014-04-08,68.07,70.139999,67.580002,70.019997,2587400,68.744541
2014-04-09,70.349998,72.080002,69.360001,71.809998,2616500,70.501936
2014-04-10,71.910004,72.330002,68.559998,68.599998,3398900,67.350409
2014-04-11,67.43,69.830002,67.199997,68.790001,2951600,67.53695
2014-04-14,69.480003,71.269997,69.25,70.209999,1910100,68.931082
2014-04-15,70.589996,71.5,68.57,70.919998,2983800,69.628148
2014-04-16,71.790001,72.620003,70.660004,72.440002,1978300,71.120465
2014-04-17,72.540001,72.809998,71.610001,72.459999,1951400,71.140097
2014-04-21,72.769997,72.769997,71.099998,72.209999,1313900,70.894651
2014-04-22,72.260002,74.169998,72.010002,73.540001,1803900,72.200426
2014-04-23,73.410004,73.839996,71.839996,72.480003,1507100,71.159737
2014-04-24,73.360001,73.360001,70.839996,72.099998,1826100,70.786654
2014-04-25,71.690002,71.790001,68.800003,69.410004,2151100,68.145659
2014-04-28,69.68,69.790001,66.93,68.57,3045700,67.320956
2014-04-29,69.010002,70.839996,68.459999,70.589996,2603800,69.304157
2014-04-30,70.519997,71.0,69.610001,70.989998,2101600,69.696873
2014-05-01,71.300003,74.349998,71.129997,73.870003,6959300,72.524417
2014-05-02,71.889999,73.309998,70.150002,71.150002,6378800,69.853962
2014-05-05,70.82,72.580002,70.040001,71.769997,2743500,70.462663
2014-05-06,71.550003,72.089996,70.410004,70.510002,2169300,69.22562
2014-05-07,70.559998,70.959999,68.800003,69.0,3408100,67.743124
2014-05-08,68.32,70.089996,67.389999,68.440002,3568200,67.193327
2014-05-09,68.449997,69.209999,67.93,68.650002,1960200,67.399501
2014-05-12,69.269997,70.809998,69.0,70.800003,2482100,69.510339
2014-05-13,70.699997,71.639999,70.620003,71.110001,1387600,69.81469
2014-05-14,71.110001,71.480003,70.370003,70.559998,1459700,69.274705
2014-05-15,70.120003,70.209999,68.349998,69.779999,3148300,68.508914
2014-05-16,70.0,70.279999,69.07,69.940002,2045900,68.666004
2014-05-19,69.550003,71.040001,69.410004,70.660004,1201500,69.37289
2014-05-20,70.519997,70.849998,69.620003,70.18,1363500,68.90163
2014-05-21,70.580002,71.07,70.300003,70.839996,1228500,69.549604
2014-05-22,71.279999,71.459999,70.580002,71.019997,1612200,69.726325
2014-05-23,71.400002,71.449997,70.190002,71.389999,1456500,70.089588
2014-05-27,71.870003,73.669998,71.860001,73.559998,1944000,72.220058
2014-05-28,73.389999,73.459999,72.300003,73.129997,986100,71.944598
2014-05-29,73.410004,73.949997,73.110001,73.57,1446400,72.377468
2014-05-30,73.669998,73.889999,72.769997,73.300003,1405800,72.111848
2014-06-02,73.690002,74.449997,72.879997,74.220001,1798600,73.016933
2014-06-03,73.800003,74.239998,72.669998,73.209999,1751300,72.023303
2014-06-04,72.870003,73.620003,72.220001,73.269997,1448600,72.082328
2014-06-05,73.5,74.410004,73.220001,74.0,1195500,72.800498
2014-06-06,74.25,75.120003,74.059998,75.089996,1496900,73.872826
2014-06-09,75.300003,75.32,74.360001,74.550003,1051200,73.341586
2014-06-10,74.330002,75.5,74.269997,75.089996,1204700,73.872826
2014-06-11,75.220001,76.269997,74.730003,75.980003,1508600,74.748407
2014-06-12,75.739998,76.0,73.790001,73.980003,2094300,72.780826
2014-06-13,73.709999,74.550003,73.269997,74.260002,1134100,73.056286
2014-06-16,74.0,74.650002,73.489998,74.580002,1289500,73.371099
2014-06-17,76.559998,77.860001,76.309998,77.620003,2692000,76.361823
2014-06-18,77.779999,80.459999,77.370003,80.349998,3003900,79.047567
2014-06-19,80.349998,80.489998,77.690002,77.879997,3299100,76.617603
2014-06-20,78.300003,78.57,77.760002,78.32,2228200,77.050473
2014-06-23,78.540001,78.540001,77.669998,77.830002,1027000,76.568418
2014-06-24,77.510002,77.779999,76.019997,76.260002,1783900,75.023867
2014-06-25,76.239998,77.650002,75.419998,77.309998,1370200,76.056842
2014-06-26,77.779999,77.779999,76.690002,77.010002,875200,75.76171
2014-06-27,76.650002,79.0,76.650002,78.949997,1872900,77.670258
2014-06-30,78.650002,79.639999,78.540001,78.760002,1284800,77.483343
2014-07-01,80.0,81.0,79.760002,80.779999,1781800,79.470597
2014-07-02,80.839996,81.32,80.080002,80.260002,958800,78.959029
2014-07-03,80.75,82.360001,80.410004,82.209999,920800,80.877417
2014-07-07,81.809998,82.07,80.309998,80.849998,1213700,79.539462
2014-07-08,80.900002,80.900002,78.040001,78.809998,1629100,77.532528
2014-07-09,79.510002,80.18,79.07,80.169998,1177800,78.870484
2014-07-10,79.129997,79.839996,78.260002,79.330002,883300,78.044104
2014-07-11,79.620003,79.940002,79.169998,79.730003,782700,78.437621
2014-07-14,80.129997,80.650002,79.959999,80.129997,989200,78.831131
2014-07-15,80.330002,81.010002,79.550003,80.599998,1174500,79.293514
2014-07-16,81.129997,81.139999,79.269997,79.379997,1212800,78.093289
2014-07-17,79.019997,79.540001,77.139999,77.400002,1805900,76.145388
2014-07-18,78.07,78.790001,77.610001,78.790001,1140500,77.512856
2014-07-21,78.480003,79.019997,77.639999,78.639999,1025800,77.365286
2014-07-22,79.279999,80.360001,78.599998,80.25,1014300,78.949189
2014-07-23,80.410004,81.459999,80.089996,80.879997,1360400,79.568974
2014-07-24,80.5,80.970001,79.0,79.900002,2148700,78.604864
2014-07-25,79.949997,80.260002,79.480003,79.669998,1146000,78.378589
2014-07-28,79.919998,80.43,79.43,80.199997,1452600,78.899996
2014-07-29,80.550003,81.760002,80.260002,80.68,1703700,79.372219
2014-07-30,81.0,81.699997,80.360001,81.68,2725400,80.35601
2014-07-31,82.089996,82.089996,78.400002,79.419998,5183000,78.132641
2014-08-01,82.18,84.849998,81.860001,84.459999,7610300,83.090946
2014-08-04,84.790001,85.699997,83.57,85.040001,3231700,83.661546
2014-08-05,84.690002,85.959999,83.730003,84.349998,3035000,82.982729
2014-08-06,83.300003,84.940002,82.629997,83.849998,2016400,82.490833
2014-08-07,82.75,84.620003,82.650002,83.519997,1828700,82.166181
2014-08-08,83.279999,83.800003,82.400002,82.550003,2599800,81.21191
2014-08-11,82.639999,85.889999,82.550003,83.940002,3533300,82.579378
2014-08-12,83.669998,84.989998,83.57,84.459999,1764800,83.090946
2014-08-13,84.440002,85.699997,83.849998,85.019997,1743400,83.641866
2014-08-14,85.010002,85.360001,84.150002,84.93,1197500,83.553329
2014-08-15,85.18,85.760002,84.32,85.370003,2027300,83.986199
2014-08-18,86.18,87.32,85.790001,86.040001,1221700,84.645337
2014-08-19,86.040001,86.940002,86.040001,86.339996,1552900,84.94047
2014-08-20,86.309998,86.5,85.309998,86.150002,1219900,84.753555
2014-08-21,86.349998,86.989998,86.18,86.989998,1394100,85.579935
2014-08-22,87.150002,87.599998,86.059998,87.239998,1449400,85.825883
2014-08-25,87.940002,87.989998,87.160004,87.800003,1307800,86.555396
2014-08-26,87.669998,88.279999,87.230003,87.43,1114600,86.190639
2014-08-27,87.75,87.75,86.230003,86.5,1493900,85.273821
2014-08-28,86.330002,86.900002,86.059998,86.400002,1291400,85.17524
2014-08-29,86.800003,86.93,85.589996,85.900002,887100,84.682328
2014-09-02,86.43,88.339996,86.150002,88.290001,1776800,87.038448
2014-09-03,88.379997,89.260002,88.050003,88.400002,1586000,87.14689
2014-09-04,88.419998,89.120003,87.440002,87.940002,1735800,86.693411
2014-09-05,88.0,88.080002,87.209999,87.860001,1157200,86.614543
2014-09-08,87.68,88.019997,87.269997,87.760002,1187200,86.515962
2014-09-09,87.739998,87.849998,85.720001,85.93,1238200,84.711902
2014-09-10,85.660004,87.879997,85.589996,87.040001,1753700,85.806168
2014-09-11,86.839996,87.339996,86.32,87.169998,771500,85.934322
2014-09-12,86.849998,87.309998,86.349998,86.550003,945400,85.323116
2014-09-15,86.830002,86.830002,84.440002,85.160004,1550900,83.95282
2014-09-16,84.82,86.360001,84.529999,86.209999,1309900,84.987931
2014-09-17,86.080002,86.120003,84.279999,85.349998,1651000,84.140122
2014-09-18,85.699997,86.139999,85.150002,85.910004,1060800,84.692189
2014-09-19,86.440002,86.510002,84.519997,85.160004,2248200,83.95282
2014-09-22,85.010002,85.010002,82.849998,83.510002,1684500,82.326208
2014-09-23,83.279999,84.639999,82.949997,83.93,1531700,82.740253
2014-09-24,83.5,86.199997,82.980003,85.940002,3002600,84.721762
2014-09-25,85.379997,85.949997,84.519997,84.68,1623900,83.479621
2014-09-26,84.910004,86.190002,84.589996,85.900002,1252300,84.682328
2014-09-29,84.849998,86.809998,84.599998,86.580002,1689000,85.352689
2014-09-30,87.07,88.279999,86.580002,87.620003,2987300,86.377948
2014-10-01,87.330002,87.660004,84.470001,84.779999,2531000,83.578202
2014-10-02,84.610001,84.949997,82.160004,83.370003,2682200,82.188193
2014-10-03,84.209999,85.830002,83.940002,85.470001,1569300,84.258423
2014-10-06,85.459999,88.099998,85.459999,86.57,2576600,85.342829
2014-10-07,85.889999,86.199997,84.699997,84.730003,1967200,83.528915
2014-10-08,84.739998,85.980003,83.519997,85.379997,2822000,84.169695
2014-10-09,85.389999,85.669998,83.139999,83.830002,2820500,82.641672
2014-10-10,83.75,83.830002,80.940002,81.0,3129000,79.851787
2014-10-13,80.889999,81.709999,76.199997,76.339996,4605800,75.257841
2014-10-14,76.5,77.650002,73.879997,74.75,6010800,73.690383
2014-10-15,73.150002,74.93,70.910004,74.099998,5507900,73.049596
2014-10-16,72.480003,75.209999,71.230003,75.080002,3843000,74.015707
2014-10-17,76.470001,76.709999,73.370003,74.57,3192900,73.512935
2014-10-20,74.160004,77.480003,74.0,77.25,2479300,76.154945
2014-10-21,77.790001,80.790001,77.440002,80.309998,2820400,79.171565
2014-10-22,80.769997,81.760002,78.790001,79.010002,1929900,77.889998
2014-10-23,80.010002,81.199997,79.5,79.839996,1911500,78.708226
2014-10-24,79.660004,81.629997,78.800003,81.529999,1641900,80.374272
2014-10-27,80.980003,81.099998,78.949997,80.379997,2477100,79.240573
2014-10-28,80.809998,80.839996,79.900002,80.599998,1302000,79.457455
2014-10-29,80.849998,80.849998,79.010002,79.540001,2639000,78.412484
2014-10-30,79.059998,81.040001,77.739998,80.730003,5807600,79.585617
2014-10-31,84.300003,85.75,83.099998,84.970001,5979000,83.765511
2014-11-03,84.739998,86.739998,84.489998,85.93,2654400,84.711902
2014-11-04,85.190002,85.309998,82.449997,83.889999,3161300,82.700819
2014-11-05,84.010002,84.839996,82.970001,83.050003,2347500,81.87273
2014-11-06,83.110001,84.650002,82.699997,84.059998,1763300,82.868407
2014-11-07,84.139999,85.139999,83.849998,85.120003,1558600,83.913386
2014-11-10,85.010002,86.410004,84.790001,86.0,1281300,84.780909
2014-11-11,86.18,87.160004,85.75,86.459999,2149000,85.234388
2014-11-12,86.139999,87.220001,85.800003,87.110001,1775200,85.875175
2014-11-13,87.110001,87.440002,85.809998,86.489998,1236600,85.263961
2014-11-14,86.230003,87.940002,86.059998,87.940002,1395200,86.693411
2014-11-17,87.629997,88.0,86.769997,86.940002,1164000,85.707587
2014-11-18,86.559998,88.739998,86.5,88.370003,1644800,87.298057
2014-11-19,88.5,88.589996,86.980003,87.040001,1188600,85.984188
2014-11-20,86.449997,86.800003,85.519997,86.080002,1740100,85.035834
2014-11-21,87.25,87.32,84.400002,84.690002,2259400,83.662696
2014-11-24,84.889999,85.989998,84.75,85.660004,1600000,84.620931
2014-11-25,86.0,86.449997,85.099998,85.809998,1457800,84.769105
2014-11-26,85.809998,86.160004,85.139999,85.589996,1488700,84.551772
2014-11-28,86.349998,87.400002,86.220001,87.110001,712100,86.053339
2014-12-01,87.25,87.830002,85.900002,86.489998,1829600,85.440857
2014-12-02,86.620003,87.849998,86.620003,87.519997,1790300,86.458362
2014-12-03,87.68,88.900002,87.190002,88.589996,2420000,87.515382
2014-12-04,88.400002,90.449997,88.199997,89.550003,2108100,88.463744
2014-12-05,90.169998,92.080002,90.029999,91.349998,2734900,90.241905
2014-12-08,91.129997,91.550003,89.610001,90.309998,1771600,89.214519
2014-12-09,89.540001,91.019997,88.309998,90.699997,1352400,89.599788
2014-12-10,90.199997,90.849998,87.379997,87.779999,2352600,86.71521
2014-12-11,88.209999,89.550003,87.160004,87.32,1210500,86.260791
2014-12-12,86.059998,87.949997,85.699997,87.529999,1758900,86.468242
2014-12-15,88.190002,88.660004,86.68,87.330002,2009500,86.270671
2014-12-16,87.239998,88.150002,85.980003,86.040001,1766800,84.996318
2014-12-17,86.57,87.190002,85.290001,86.860001,2181400,85.806371
2014-12-18,87.599998,88.300003,87.150002,87.790001,1751900,86.725091
2014-12-19,88.330002,88.660004,87.410004,88.059998,5206200,86.991812
2014-12-22,88.400002,89.900002,88.349998,89.330002,1693100,88.246411
2014-12-23,89.75,89.970001,88.870003,88.919998,1404900,87.841381
2014-12-24,89.0,89.559998,88.919998,89.010002,266000,87.930293
2014-12-26,89.339996,89.919998,89.07,89.309998,853900,88.226649
2014-12-29,89.339996,89.379997,87.949997,88.199997,1064000,87.130113
2014-12-30,87.699997,87.860001,85.410004,85.970001,1769100,84.927168
2014-12-31,86.410004,86.470001,85.260002,85.360001,1241300,84.324567
2015-01-02,85.580002,86.260002,84.480003,85.760002,1257600,84.719716
2015-01-05,85.449997,85.870003,83.809998,84.199997,1683200,83.178634
2015-01-06,84.720001,85.779999,83.309998,84.169998,2079800,83.148999
