Date,Open_EXPE,High_EXPE,Low_EXPE,Close_EXPE,Volume_EXPE,AdjClose_EXPE
2013-06-14,58.0,58.759998,57.490002,58.009998,2718300,56.526705
2013-06-17,58.34,59.189999,58.080002,59.130001,1832200,57.61807
2013-06-18,59.32,60.950001,59.259998,60.639999,3047200,59.089458
2013-06-19,61.0,61.080002,59.810001,60.490002,2607600,58.943295
2013-06-20,59.779999,60.509998,59.490002,59.700001,2097800,58.173495
2013-06-21,59.990002,60.240002,58.529999,58.830002,3060400,57.325741
2013-06-24,58.419998,58.610001,56.060001,56.990002,3027600,55.532789
2013-06-25,57.59,58.049999,56.73,57.119999,1660800,55.659462
2013-06-26,57.759998,58.009998,57.400002,57.91,1679100,56.429263
2013-06-27,58.220001,60.09,58.220001,59.919998,2147600,58.387867
2013-06-28,59.439999,60.720001,59.029999,60.150002,4310100,58.611989
2013-07-01,60.32,62.540001,60.080002,62.110001,2870000,60.521872
2013-07-02,62.110001,62.529999,61.09,61.689999,1552100,60.112609
2013-07-03,61.18,62.040001,61.169998,61.68,911300,60.102866
2013-07-05,62.459999,62.919998,61.709999,62.880001,937600,61.272183
2013-07-08,63.02,63.470001,62.0,62.400002,1868400,60.804457
2013-07-09,63.09,63.32,62.639999,63.02,1951500,61.408603
2013-07-10,62.720001,63.220001,62.279999,63.220001,1290700,61.60349
2013-07-11,63.810001,63.990002,62.540001,63.080002,2272800,61.46707
2013-07-12,63.240002,63.939999,62.970001,63.75,1465300,62.119937
2013-07-15,63.75,64.389999,63.23,64.339996,1097500,62.694847
2013-07-16,64.510002,65.339996,63.950001,64.5,2592600,62.85076
2013-07-17,64.209999,65.309998,64.209999,65.099998,1438000,63.435416
2013-07-18,64.849998,66.139999,64.849998,65.519997,1621300,63.844675
2013-07-19,65.489998,65.489998,64.129997,64.43,2876100,62.78255
2013-07-22,64.93,64.93,63.619999,63.950001,1855400,62.314824
2013-07-23,64.339996,64.769997,63.630001,63.779999,3565600,62.149169
2013-07-24,64.129997,64.639999,63.450001,63.779999,2650800,62.149169
2013-07-25,64.470001,65.949997,63.720001,65.0,9929800,63.337975
2013-07-26,50.0,50.900002,47.09,47.200001,28259700,45.993115
2013-07-29,47.98,48.16,45.75,46.029999,12644800,44.853029
2013-07-30,46.25,47.689999,45.799999,47.490002,8095900,46.2757
2013-07-31,47.75,48.220001,47.02,47.130001,5098200,45.924905
2013-08-01,47.599998,47.849998,47.119999,47.200001,3755700,45.993115
2013-08-02,47.25,48.18,47.060001,48.169998,4207000,46.93831
2013-08-05,48.349998,49.950001,48.009998,49.689999,6839200,48.419444
2013-08-06,50.66,52.169998,50.400002,50.970001,9019900,49.666718
2013-08-07,50.759998,50.959999,49.450001,50.799999,5061800,49.501063
2013-08-08,51.18,51.389999,50.419998,50.900002,3231000,49.598508
2013-08-09,51.299999,51.689999,50.080002,50.68,3152800,49.384132
2013-08-12,50.610001,50.849998,49.59,49.669998,3352700,48.399955
2013-08-13,49.93,49.98,49.16,49.380001,2169100,48.117373
2013-08-14,49.369999,49.669998,48.759998,48.790001,3839200,47.542459
2013-08-15,48.380001,48.689999,47.259998,47.77,4104600,46.54854
2013-08-16,47.59,48.099998,47.189999,47.389999,2785700,46.178255
2013-08-19,47.200001,47.34,46.779999,46.84,1737200,45.642319
2013-08-20,46.639999,47.790001,46.279999,47.599998,1940800,46.382885
2013-08-21,47.5,47.52,45.689999,45.700001,5322300,44.531469
2013-08-22,45.950001,46.57,45.880001,46.470001,2093800,45.281781
2013-08-23,49.849998,51.310001,48.77,48.84,10149100,47.59118
2013-08-26,48.799999,48.849998,47.060001,47.200001,4206700,46.134806
2013-08-27,46.639999,47.700001,46.630001,46.959999,3416900,45.90022
2013-08-28,47.02,47.400002,46.68,47.0,2330600,45.939319
2013-08-29,46.73,47.75,46.720001,47.09,1781300,46.027288
2013-08-30,47.09,47.700001,46.68,46.759998,1775600,45.704733
2013-09-03,47.400002,47.830002,47.009998,47.27,2171900,46.203226
2013-09-04,47.419998,49.119999,47.34,48.91,3431600,47.806214
2013-09-05,48.91,49.130001,48.009998,48.18,2585700,47.092689
2013-09-06,48.43,50.09,48.169998,49.68,4194100,48.558837
2013-09-09,50.759998,51.549999,50.529999,50.639999,5147900,49.497172
2013-09-10,50.830002,52.490002,50.830002,51.84,4634600,50.670091
2013-09-11,51.549999,52.5,51.5,52.09,3976400,50.914449
2013-09-12,52.040001,52.5,51.060001,51.18,3606900,50.024986
2013-09-13,51.209999,51.450001,50.709999,51.189999,2190500,50.034759
2013-09-16,51.82,52.84,51.77,52.419998,4292300,51.237
2013-09-17,52.75,53.66,52.240002,52.259998,3860100,51.080611
2013-09-18,52.130001,53.59,51.529999,53.470001,4296000,52.263307
2013-09-19,53.650002,53.82,52.669998,53.119999,3515200,51.921203
2013-09-20,53.299999,54.029999,52.790001,52.82,6033000,51.627974
2013-09-23,52.639999,53.169998,51.810001,51.860001,2802100,50.68964
2013-09-24,51.77,52.439999,51.389999,52.189999,3012100,51.012191
2013-09-25,52.48,52.529999,51.5,51.59,1788200,50.425733
2013-09-26,51.66,52.450001,51.119999,52.02,2012200,50.846029
2013-09-27,51.84,52.299999,51.25,52.209999,2880600,51.03174
2013-09-30,51.540001,52.34,51.419998,51.810001,2621800,50.640769
2013-10-01,51.689999,52.889999,51.689999,52.860001,2179200,51.667073
2013-10-02,52.509998,54.119999,52.5,53.459999,3287200,52.25353
2013-10-03,53.400002,53.799999,52.060001,52.150002,2173300,50.973096
2013-10-04,52.07,52.259998,51.48,51.669998,3586900,50.503926
2013-10-07,51.389999,52.310001,51.130001,51.77,2288900,50.601671
2013-10-08,51.669998,51.950001,49.709999,50.630001,4302300,49.487399
2013-10-09,50.619999,50.689999,48.849998,49.990002,4059700,48.861843
2013-10-10,50.630001,51.689999,50.580002,51.389999,2664600,50.230246
2013-10-11,51.32,51.950001,51.029999,51.73,2269500,50.562573
2013-10-14,49.75,49.830002,47.259998,48.509998,13257700,47.41524
2013-10-15,48.41,48.5,47.490002,47.889999,6077200,46.809233
2013-10-16,48.34,48.619999,47.669998,47.900002,3651900,46.819009
2013-10-17,47.700001,48.330002,47.419998,48.209999,2747700,47.122011
2013-10-18,48.389999,48.959999,47.91,48.43,2981200,47.337047
2013-10-21,48.450001,48.66,47.950001,48.189999,2959700,47.102462
2013-10-22,48.470001,49.07,48.130001,48.91,3625800,47.806214
2013-10-23,49.419998,50.200001,48.990002,49.200001,4201300,48.08967
2013-10-24,48.900002,50.549999,48.529999,50.5,3085200,49.360332
2013-10-25,50.830002,51.209999,50.119999,50.450001,1826900,49.311461
2013-10-28,50.529999,50.860001,49.799999,49.93,3029600,48.803196
2013-10-29,50.16,50.880001,50.049999,50.68,3729200,49.53627
2013-10-30,50.799999,51.0,49.73,49.959999,7170700,48.832517
2013-10-31,58.610001,59.889999,57.630001,58.970001,16006300,57.639185
2013-11-01,58.98,60.189999,58.209999,60.110001,5497600,58.753457
2013-11-04,60.080002,60.880001,59.290001,60.240002,3588500,58.880524
2013-11-05,60.07,60.32,59.27,59.580002,3593100,58.235419
2013-11-06,59.57,59.950001,59.150002,59.810001,2665600,58.460228
2013-11-07,59.82,60.490002,58.099998,58.91,3106300,57.580537
2013-11-08,59.16,60.689999,59.099998,59.880001,2491700,58.528648
2013-11-11,59.610001,61.330002,59.119999,61.25,2417300,59.867729
2013-11-12,61.310001,62.060001,60.57,62.02,2357600,60.620352
2013-11-13,61.68,61.810001,61.150002,61.720001,1980700,60.327123
2013-11-14,61.650002,61.75,60.619999,61.040001,1828400,59.662469
2013-11-15,61.23,61.490002,60.84,61.189999,1783100,59.809082
2013-11-18,61.240002,62.0,60.889999,61.049999,2053400,59.672242
2013-11-19,60.759998,61.169998,60.209999,60.700001,2005200,59.476277
2013-11-20,61.48,62.299999,60.709999,61.110001,2716100,59.878011
2013-11-21,61.119999,62.66,61.110001,62.59,2023400,61.328173
2013-11-22,62.709999,62.709999,61.849998,62.049999,1882900,60.799059
2013-11-25,62.209999,62.549999,61.299999,61.389999,1559300,60.152365
2013-11-26,61.18,62.799999,61.16,62.330002,1954800,61.073417
2013-11-27,62.549999,63.860001,62.549999,63.299999,1537800,62.023859
2013-11-29,63.209999,64.199997,63.200001,63.689999,1056500,62.405996
2013-12-02,63.599998,63.77,62.380001,62.610001,1457000,61.347771
2013-12-03,62.040001,62.880001,62.029999,62.560001,1231600,61.298779
2013-12-04,62.16,63.150002,61.919998,62.84,1398000,61.573133
2013-12-05,62.669998,63.869999,62.389999,63.580002,1999500,62.298216
2013-12-06,64.160004,64.230003,63.380001,63.48,1523100,62.20023
2013-12-09,63.619999,64.129997,63.27,63.5,1093400,62.219827
2013-12-10,63.25,64.010002,63.189999,63.200001,1245300,61.925876
2013-12-11,63.040001,63.389999,62.16,62.310001,2108200,61.053819
2013-12-12,62.380001,62.75,62.099998,62.540001,2368400,61.279182
2013-12-13,62.939999,63.669998,62.290001,62.73,1141600,61.46535
2013-12-16,63.490002,66.989998,63.279999,65.879997,4400600,64.551843
2013-12-17,65.959999,66.550003,65.290001,66.389999,1829000,65.051564
2013-12-18,66.639999,67.610001,65.459999,67.550003,2010200,66.188182
2013-12-19,67.709999,67.790001,66.510002,66.800003,1482400,65.453302
2013-12-20,68.160004,68.209999,67.25,67.610001,3162100,66.24697
2013-12-23,67.989998,68.760002,67.620003,68.68,1092900,67.295398
2013-12-24,68.620003,68.790001,68.0,68.5,462900,67.119026
2013-12-26,68.559998,69.339996,68.480003,69.029999,602100,67.63834
2013-12-27,68.970001,69.449997,68.510002,68.760002,831300,67.373787
2013-12-30,69.0,69.330002,68.339996,68.839996,932500,67.452168
2013-12-31,68.910004,69.760002,68.809998,69.660004,1183600,68.255644
2014-01-02,69.080002,69.690002,68.559998,69.209999,1398900,67.814712
2014-01-03,69.220001,69.720001,68.82,69.199997,1315500,67.804911
2014-01-06,69.129997,69.199997,67.709999,68.959999,1680900,67.569752
2014-01-07,69.260002,71.720001,69.080002,71.449997,2951200,70.009551
2014-01-08,71.449997,72.190002,70.099998,70.309998,2458800,68.892534
2014-01-09,70.589996,70.839996,69.099998,69.550003,1471600,68.147861
2014-01-10,69.82,70.400002,68.910004,69.599998,1406500,68.196849
2014-01-13,69.650002,70.230003,67.470001,67.870003,2339200,66.50173
