Date,Open_ABC,High_ABC,Low_ABC,Close_ABC,Volume_ABC,AdjClose_ABC
2013-08-13,58.700001,58.970001,57.98,58.139999,2300100,55.829008
2013-08-14,58.139999,58.59,58.0,58.029999,1784600,55.72338
2013-08-15,57.709999,57.779999,56.790001,57.27,2153200,55.193325
2013-08-16,57.0,57.189999,56.529999,56.529999,2227200,54.480157
2013-08-19,56.540001,57.09,56.5,56.849998,2008100,54.788553
2013-08-20,56.919998,57.610001,56.790001,57.450001,1888100,55.366798
2013-08-21,57.259998,57.540001,56.939999,57.07,1515700,55.000576
2013-08-22,57.220001,57.66,57.139999,57.43,1602600,55.347523
2013-08-23,57.41,57.630001,57.099998,57.450001,1493600,55.366798
2013-08-26,57.41,57.779999,57.32,57.439999,820100,55.357159
2013-08-27,57.040001,57.119999,56.59,56.869999,1368300,54.807828
2013-08-28,56.82,57.130001,56.240002,56.959999,1282700,54.894565
2013-08-29,56.869999,57.330002,56.66,57.150002,766800,55.077677
2013-08-30,57.189999,57.389999,56.639999,56.919998,871700,54.856014
2013-09-03,57.459999,57.880001,57.209999,57.389999,1054500,55.308973
2013-09-04,57.630001,58.299999,57.59,58.130001,981100,56.022141
2013-09-05,58.0,58.330002,57.880001,58.150002,890600,56.041416
2013-09-06,58.200001,58.630001,57.470001,58.240002,885800,56.128153
2013-09-09,58.310001,58.790001,58.150002,58.66,940800,56.532921
2013-09-10,59.0,59.5,58.889999,59.369999,1080300,57.217175
2013-09-11,59.43,60.490002,59.41,60.490002,2026200,58.296565
2013-09-12,60.419998,61.02,60.369999,60.459999,1430900,58.267651
2013-09-13,60.630001,60.779999,60.09,60.279999,1274100,58.094177
2013-09-16,60.799999,61.259998,60.66,60.950001,1012900,58.739884
2013-09-17,61.0,61.59,60.93,61.59,933100,59.356676
2013-09-18,61.630001,61.709999,60.810001,61.490002,1137200,59.260304
2013-09-19,61.849998,62.439999,61.779999,62.23,1217700,59.973469
2013-09-20,62.23,62.299999,61.48,61.650002,1631000,59.414502
