Date,Open_DVN,High_DVN,Low_DVN,Close_DVN,Volume_DVN,AdjClose_DVN
2013-08-13,58.049999,58.049999,57.189999,57.549999,1881600,54.476216
2013-08-14,57.68,58.439999,57.580002,57.950001,3254100,54.854854
2013-08-15,57.59,58.119999,57.41,58.02,2038000,54.921115
2013-08-16,57.810001,57.889999,56.880001,57.380001,2501500,54.315298
2013-08-19,57.450001,57.5,56.380001,56.439999,2860700,53.425502
2013-08-20,56.950001,57.59,56.52,56.529999,2752000,53.510695
2013-08-21,56.400002,56.959999,56.029999,56.080002,3354900,53.084733
2013-08-22,56.240002,57.709999,56.150002,57.330002,1776000,54.267969
2013-08-23,57.369999,58.32,57.259998,58.130001,2219100,55.02524
2013-08-26,58.18,58.580002,58.029999,58.07,2349800,54.968443
2013-08-27,57.560001,58.0,56.830002,56.959999,3145800,53.917729
2013-08-28,57.02,58.380001,56.98,57.5,2818000,54.428888
2013-08-29,57.400002,57.650002,56.650002,56.77,1937000,53.737878
2013-08-30,56.880001,57.529999,56.849998,57.09,2037600,54.040786
2013-09-03,57.779999,57.880001,56.990002,57.23,2229600,54.173308
2013-09-04,57.200001,57.849998,57.16,57.5,2160600,54.428888
2013-09-05,57.5,58.790001,57.490002,58.73,3291500,55.593192
2013-09-06,58.82,59.23,58.330002,58.380001,2422200,55.261887
2013-09-09,58.639999,59.099998,58.5,59.02,2112300,55.867704
2013-09-10,59.18,59.18,58.360001,58.700001,2388300,55.564796
2013-09-11,58.419998,59.130001,58.369999,59.130001,2996200,56.182392
2013-09-12,59.16,59.669998,58.720001,58.900002,1869400,55.963858
2013-09-13,59.110001,59.189999,58.25,58.389999,1780800,55.47928
2013-09-16,58.950001,59.0,58.0,58.110001,2059700,55.213239
2013-09-17,58.130001,59.07,58.049999,58.860001,2027400,55.925851
2013-09-18,58.689999,60.380001,58.650002,59.82,4457800,56.837995
2013-09-19,60.029999,60.200001,59.299999,59.68,2458700,56.704974
2013-09-20,59.720001,60.240002,59.380001,59.540001,3796500,56.571954
2013-09-23,59.48,59.650002,59.099998,59.580002,2918300,56.609961
2013-09-24,59.549999,60.09,59.25,59.73,2627700,56.752481
2013-09-25,59.759998,60.09,59.439999,59.5,2289300,56.533947
2013-09-26,59.529999,59.740002,59.049999,59.470001,2038900,56.505444
2013-09-27,59.240002,59.52,58.279999,58.709999,3262200,55.783327
2013-09-30,57.970001,57.98,57.200001,57.759998,3530700,54.880684
2013-10-01,57.860001,58.939999,57.810001,58.599998,2260700,55.67881
2013-10-02,58.400002,58.66,57.580002,58.290001,1930300,55.384266
2013-10-03,58.130001,58.450001,57.810001,57.970001,2166100,55.080218
2013-10-04,58.099998,59.139999,57.990002,58.919998,2074800,55.982858
2013-10-07,58.490002,59.18,58.310001,58.360001,1732300,55.450776
2013-10-08,58.610001,58.990002,58.139999,58.200001,2877200,55.298752
2013-10-09,58.23,58.73,57.950001,58.299999,3133100,55.393766
2013-10-10,58.799999,60.41,58.790001,60.279999,4366200,57.275063
2013-10-11,59.990002,61.369999,59.779999,60.799999,3305800,57.769142
2013-10-14,60.299999,61.200001,60.139999,60.939999,2246700,57.902162
2013-10-15,60.740002,61.490002,60.5,60.970001,2868100,57.930669
2013-10-16,61.48,63.09,61.310001,62.490002,4179700,59.374898
2013-10-17,62.419998,63.130001,62.009998,62.970001,2647500,59.83097
2013-10-18,63.439999,63.580002,62.580002,63.209999,3229200,60.059004
2013-10-21,64.919998,66.82,64.510002,65.32,8475700,62.063822
2013-10-22,66.07,66.919998,65.209999,65.519997,5280900,62.253849
2013-10-23,65.029999,65.029999,63.689999,64.099998,3223500,60.904637
2013-10-24,64.129997,64.800003,63.970001,64.5,2348900,61.284699
2013-10-25,64.709999,65.0,63.889999,64.540001,1924100,61.322706
2013-10-28,64.739998,64.779999,63.77,64.029999,2508300,60.838127
2013-10-29,64.279999,64.730003,64.07,64.529999,2278400,61.313202
2013-10-30,64.629997,64.980003,62.849998,63.41,2391000,60.249035
2013-10-31,63.349998,63.82,62.790001,63.220001,2407400,60.068508
2013-11-01,63.189999,63.950001,62.709999,63.66,2345900,60.486572
2013-11-04,63.810001,64.669998,63.759998,64.459999,2408200,61.246692
2013-11-05,64.269997,64.440002,63.450001,63.790001,2663200,60.610093
2013-11-06,64.480003,64.480003,59.400002,61.400002,9580600,58.339234
2013-11-07,61.32,61.490002,59.529999,59.759998,6374000,56.780985
2013-11-08,59.77,60.560001,59.73,60.110001,3538900,57.113539
2013-11-11,61.509998,61.509998,60.439999,60.709999,4171600,57.683628
2013-11-12,60.650002,60.700001,59.459999,59.830002,3234600,56.847498
2013-11-13,59.720001,60.599998,59.5,60.599998,2674800,57.579111
2013-11-14,60.580002,61.029999,60.169998,60.82,2350800,57.788145
2013-11-15,60.93,61.110001,60.23,60.48,2666600,57.465094
2013-11-18,60.619999,60.799999,59.599998,59.790001,2724300,56.809492
2013-11-19,59.779999,63.200001,59.419998,62.77,11442600,59.640939
2013-11-20,65.059998,65.599998,62.060001,62.75,14575600,59.621936
2013-11-21,63.220001,63.52,62.470001,62.599998,5586800,59.479412
2013-11-22,63.040001,63.099998,62.27,62.57,4494500,59.450908
2013-11-25,62.360001,62.5,60.790001,61.599998,3523600,58.529261
2013-11-26,61.450001,62.389999,61.23,61.27,3299400,58.215714
2013-11-27,61.27,61.509998,60.439999,60.57,2278600,57.550608
2013-11-29,60.610001,61.23,60.200001,60.619999,2250200,57.598114
2013-12-02,60.889999,60.91,60.299999,60.540001,3362700,57.522104
2013-12-03,60.740002,61.93,60.459999,61.450001,3588500,58.386741
2013-12-04,61.259998,61.799999,60.77,60.810001,3597300,57.778645
2013-12-05,60.610001,61.900002,60.43,61.360001,3845900,58.301227
2013-12-06,61.84,61.900002,60.18,60.48,3129000,57.465094
2013-12-09,60.68,60.990002,60.130001,60.700001,2434800,57.674128
2013-12-10,60.48,61.509998,60.450001,60.82,3200800,57.788145
2013-12-11,60.400002,60.549999,59.299999,59.57,3354600,56.805937
2013-12-12,59.799999,60.299999,59.389999,59.419998,2967000,56.662895
2013-12-13,59.43,59.869999,59.0,59.220001,3039700,56.472178
2013-12-16,59.619999,60.560001,59.540001,60.400002,2800500,57.597426
2013-12-17,60.259998,60.279999,59.599998,59.650002,3026400,56.882227
2013-12-18,59.700001,59.880001,58.029999,59.34,4353500,56.586609
2013-12-19,59.349998,61.119999,59.150002,60.75,3620000,57.931185
2013-12-20,60.939999,61.110001,60.130001,60.939999,3954400,58.112368
2013-12-23,61.310001,61.849998,60.709999,60.810001,1940000,57.988402
2013-12-24,60.740002,61.450001,60.59,61.259998,847800,58.417519
2013-12-26,61.16,61.459999,60.599998,61.119999,2125300,58.284016
2013-12-27,61.419998,61.880001,61.130001,61.689999,1472900,58.827567
2013-12-30,61.75,62.400002,61.560001,61.799999,2724100,58.932464
2013-12-31,61.84,62.189999,61.380001,61.869999,2336400,58.999216
2014-01-02,61.689999,61.84,60.919998,61.16,2056900,58.322161
2014-01-03,61.299999,61.68,60.799999,61.029999,1735600,58.198192
2014-01-06,60.5,60.650002,60.07,60.25,2565900,57.454385
2014-01-07,60.919998,61.990002,60.779999,61.48,3499200,58.627312
2014-01-08,61.48,61.790001,60.939999,61.310001,3503800,58.465202
2014-01-09,61.279999,61.52,59.990002,60.779999,2826200,57.959792
2014-01-10,60.959999,61.060001,60.259998,60.529999,2283400,57.721392
2014-01-13,60.490002,60.790001,59.02,59.18,3198800,56.434034
2014-01-14,59.150002,60.099998,59.119999,59.779999,2414400,57.006192
2014-01-15,59.91,60.299999,59.119999,59.209999,3030900,56.46264
2014-01-16,59.110001,59.580002,58.950001,59.369999,3042200,56.615216
2014-01-17,59.450001,59.580002,58.700001,59.009998,3312000,56.27192
2014-01-21,59.619999,60.139999,59.0,59.68,2750700,56.910833
2014-01-22,60.09,60.720001,59.59,60.41,3092700,57.606961
2014-01-23,60.32,60.59,59.84,60.119999,2484400,57.330416
2014-01-24,59.610001,59.889999,59.150002,59.52,3788100,56.758258
2014-01-27,59.470001,59.5,58.459999,58.669998,3576200,55.947696
2014-01-28,58.91,59.52,58.75,59.290001,2483400,56.53893
2014-01-29,58.709999,59.57,58.209999,59.009998,3097500,56.27192
2014-01-30,59.110001,60.5,58.73,59.669998,4712000,56.901295
2014-01-31,58.91,59.75,58.799999,59.220001,3442100,56.472178
2014-02-03,59.189999,59.630001,57.669998,57.849998,4388100,55.165744
2014-02-04,58.73,59.790001,58.630001,59.32,4608800,56.567537
2014-02-05,59.419998,59.639999,58.610001,59.080002,3927600,56.338675
2014-02-06,59.48,60.669998,59.040001,60.450001,3738300,57.645106
2014-02-07,60.490002,61.110001,60.200001,61.02,2993200,58.188657
2014-02-10,60.860001,60.939999,60.299999,60.799999,2284600,57.978864
2014-02-11,60.779999,61.799999,60.560001,61.540001,2033000,58.68453
2014-02-12,61.869999,61.869999,60.990002,61.18,2341900,58.341233
2014-02-13,60.889999,62.459999,60.720001,62.27,3315400,59.380657
2014-02-14,62.27,62.43,61.57,62.049999,2317200,59.170864
2014-02-18,62.349998,63.369999,62.130001,62.91,5131700,59.99096
2014-02-19,63.970001,65.639999,63.310001,64.25,9710000,61.268784
2014-02-20,64.209999,64.93,64.050003,64.559998,3788200,61.564398
2014-02-21,64.669998,64.82,63.610001,63.669998,4596600,60.715694
2014-02-24,63.900002,64.910004,63.900002,64.370003,3368500,61.383219
2014-02-25,64.07,64.150002,63.189999,63.91,3764300,60.94456
2014-02-26,63.810001,64.040001,63.32,63.73,3244500,60.772912
2014-02-27,63.470001,64.419998,63.400002,64.309998,3066400,61.325998
2014-02-28,64.339996,64.75,64.080002,64.419998,2456900,61.430894
2014-03-03,64.0,65.040001,63.709999,63.779999,3815500,60.820591
2014-03-04,64.279999,64.849998,63.77,64.639999,3990300,61.640687
2014-03-05,64.550003,64.980003,64.290001,64.470001,2749700,61.478577
2014-03-06,64.540001,64.75,64.07,64.519997,1684700,61.526253
2014-03-07,64.489998,65.25,64.279999,65.129997,2935700,62.107949
2014-03-10,65.0,65.059998,63.799999,64.529999,3191600,61.535791
2014-03-11,64.459999,64.779999,63.400002,63.549999,2331400,60.601263
2014-03-12,62.91,63.290001,62.529999,63.080002,2251900,60.36204
2014-03-13,63.220001,63.369999,62.490002,62.59,2182700,59.893151
2014-03-14,62.470001,62.82,62.369999,62.740002,3081800,60.036689
2014-03-17,62.939999,63.41,62.43,62.799999,2174900,60.094102
2014-03-18,63.02,63.639999,62.970001,63.490002,2145500,60.754374
2014-03-19,63.439999,63.880001,63.099998,63.459999,2667900,60.725664
2014-03-20,62.970001,63.560001,62.720001,63.290001,2870400,60.56299
2014-03-21,63.82,64.349998,63.389999,64.089996,3313800,61.328516
2014-03-24,64.410004,64.68,63.779999,63.91,1555200,61.156275
2014-03-25,64.160004,64.32,63.799999,63.959999,2780300,61.20412
2014-03-26,64.470001,64.620003,63.84,64.0,3440800,61.242397
2014-03-27,64.139999,65.389999,64.0,64.690002,3936200,61.902669
2014-03-28,65.07,65.830002,64.879997,65.790001,5840500,62.955271
2014-03-31,66.0,66.949997,65.620003,66.93,5353400,64.046151
2014-04-01,66.910004,67.690002,66.75,67.68,4251700,64.763835
2014-04-02,67.449997,68.239998,67.290001,67.889999,3481000,64.964786
2014-04-03,68.400002,69.580002,68.110001,68.510002,4800600,65.558075
2014-04-04,68.800003,69.07,67.800003,68.010002,3033400,65.079618
2014-04-07,67.839996,68.199997,67.25,67.550003,2344800,64.639439
2014-04-08,67.75,68.120003,67.559998,67.849998,3107800,64.926509
2014-04-09,68.150002,68.449997,67.82,68.379997,4998400,65.433671
2014-04-10,68.209999,69.480003,67.910004,68.610001,5158500,65.653764
2014-04-11,68.129997,68.760002,67.529999,67.550003,3824600,64.639439
2014-04-14,68.160004,68.160004,67.129997,67.790001,4506300,64.869096
2014-04-15,67.779999,68.900002,67.589996,68.68,3481300,65.720748
2014-04-16,69.040001,70.269997,69.040001,69.860001,3777900,66.849905
2014-04-17,69.970001,71.040001,69.639999,70.699997,4003500,67.653708
2014-04-21,70.879997,70.970001,70.07,70.5,3156800,67.462328
2014-04-22,70.269997,70.93,69.959999,70.629997,2246700,67.586724
2014-04-23,70.949997,71.610001,70.720001,71.309998,2540100,68.237425
2014-04-24,71.620003,72.410004,71.379997,71.910004,3872600,68.811578
2014-04-25,71.489998,71.75,70.309998,70.400002,4243700,67.366638
2014-04-28,70.629997,70.93,69.650002,70.279999,2843700,67.251806
2014-04-29,70.779999,71.489998,70.410004,70.480003,2153700,67.443193
2014-04-30,70.160004,70.279999,69.449997,70.0,4350600,66.983872
2014-05-01,69.940002,70.260002,69.650002,69.889999,3104800,66.878611
2014-05-02,70.209999,70.690002,69.830002,70.279999,4054900,67.251806
2014-05-05,69.839996,70.68,69.599998,70.349998,2054200,67.31879
2014-05-06,70.339996,70.839996,69.959999,70.190002,2746700,67.165688
2014-05-07,70.889999,73.790001,69.199997,73.059998,8860700,69.912022
2014-05-08,72.93,73.220001,70.790001,70.989998,5886600,67.931213
2014-05-09,71.07,71.099998,70.019997,70.730003,3053700,67.682421
2014-05-12,71.040001,71.209999,70.639999,71.040001,2026400,67.979062
2014-05-13,71.309998,72.839996,71.129997,72.43,4720900,69.30917
2014-05-14,72.449997,72.589996,71.690002,71.75,2694800,68.658469
2014-05-15,71.68,71.709999,70.010002,70.739998,4221500,67.691985
2014-05-16,70.779999,71.099998,70.089996,70.669998,2497900,67.625002
2014-05-19,70.68,71.639999,70.459999,71.279999,2452600,68.208719
2014-05-20,71.790001,72.949997,71.699997,72.550003,5440400,69.424002
2014-05-21,72.82,73.639999,72.639999,73.540001,3382800,70.371343
2014-05-22,73.620003,73.690002,72.699997,72.709999,2571300,69.577104
2014-05-23,72.809998,73.129997,72.410004,72.650002,2157300,69.519692
2014-05-27,72.800003,73.169998,72.389999,73.129997,2698500,69.979005
2014-05-28,73.160004,73.559998,72.699997,73.440002,3439200,70.275653
2014-05-29,73.650002,73.980003,73.129997,73.889999,2233700,70.706261
2014-05-30,73.839996,73.989998,73.18,73.900002,2120800,70.715832
2014-06-02,73.849998,74.330002,73.559998,73.690002,2125700,70.514881
2014-06-03,74.279999,75.0,74.139999,74.699997,3318800,71.481358
2014-06-04,74.900002,75.040001,74.529999,74.870003,2139600,71.644038
2014-06-05,74.809998,75.099998,74.5,74.790001,2026800,71.567484
2014-06-06,74.919998,75.0,74.529999,74.669998,2091100,71.452651
2014-06-09,74.800003,75.050003,74.169998,74.449997,2253600,71.24213
2014-06-10,74.82,75.949997,74.760002,74.940002,3388700,71.711022
2014-06-11,74.629997,77.190002,74.370003,76.419998,5787300,73.362195
2014-06-12,76.870003,78.0,76.790001,77.0,3781400,73.918989
2014-06-13,77.220001,78.099998,76.75,78.040001,3314100,74.917376
2014-06-16,78.18,78.32,77.660004,78.230003,4048000,75.099776
2014-06-17,77.769997,78.32,77.480003,78.120003,2042800,74.994177
2014-06-18,77.860001,78.779999,77.370003,78.120003,2798500,74.994177
2014-06-19,78.150002,78.5,77.599998,78.489998,2055300,75.349367
2014-06-20,78.809998,79.25,78.709999,78.949997,3133500,75.79096
2014-06-23,79.239998,79.239998,78.610001,78.870003,2518300,75.714167
2014-06-24,78.919998,79.489998,77.349998,77.57,3648800,74.466181
2014-06-25,77.550003,79.5,77.550003,79.459999,2627800,76.280555
2014-06-26,79.230003,79.459999,78.160004,78.599998,1943200,75.454966
2014-06-27,78.459999,79.580002,78.32,79.5,1972700,76.318956
2014-06-30,79.199997,80.629997,79.019997,79.400002,2667300,76.222959
2014-07-01,79.849998,80.010002,79.040001,79.080002,2156600,75.915763
2014-07-02,79.07,79.650002,78.260002,78.580002,3310900,75.43577
2014-07-03,78.940002,79.260002,78.18,79.209999,1413700,76.040559
2014-07-07,79.860001,79.860001,78.099998,78.279999,3287900,75.147771
2014-07-08,78.43,79.139999,77.919998,78.139999,3641000,75.013373
2014-07-09,78.419998,79.410004,78.199997,79.400002,2213300,76.222959
2014-07-10,78.160004,78.739998,77.330002,78.099998,3014200,74.974973
2014-07-11,78.019997,78.139999,77.099998,77.129997,2920200,74.043784
2014-07-14,77.349998,78.059998,77.169998,77.809998,2107600,74.696576
2014-07-15,77.720001,77.900002,76.0,76.5,3398100,73.438995
2014-07-16,77.0,77.959999,76.779999,77.889999,2340100,74.773376
2014-07-17,77.940002,78.629997,75.599998,75.739998,3875900,72.709403
2014-07-18,76.519997,77.339996,76.129997,77.010002,2548500,73.928591
2014-07-21,76.910004,77.209999,76.32,77.120003,1915700,74.03419
2014-07-22,77.650002,78.440002,77.330002,78.150002,3234600,75.022975
2014-07-23,78.010002,78.540001,77.580002,78.5,2044400,75.358969
2014-07-24,78.489998,79.309998,78.309998,79.029999,2921700,75.867761
2014-07-25,78.529999,78.660004,77.919998,78.339996,1194500,75.205368
2014-07-28,78.199997,78.68,77.419998,77.82,1588700,74.706178
2014-07-29,77.760002,78.230003,77.290001,77.400002,2180200,74.302985
2014-07-30,78.040001,78.470001,77.160004,77.309998,2356300,74.216582
2014-07-31,77.0,77.040001,75.43,75.5,2800500,72.479008
2014-08-01,75.110001,75.82,74.230003,75.089996,2913800,72.08541
2014-08-04,75.309998,77.010002,74.830002,76.809998,3235900,73.736589
2014-08-05,76.230003,76.690002,74.110001,74.589996,3892000,71.605417
2014-08-06,74.019997,75.660004,71.480003,74.379997,4806300,71.40382
2014-08-07,74.57,74.669998,73.010002,73.470001,2505700,70.530236
2014-08-08,73.510002,74.440002,73.099998,74.379997,2153500,71.40382
2014-08-11,74.889999,75.110001,74.129997,74.199997,1624700,71.231022
2014-08-12,74.0,74.040001,72.5,73.010002,3239200,70.088643
2014-08-13,73.269997,73.660004,72.400002,72.629997,2978900,69.723843
2014-08-14,72.93,73.269997,72.440002,72.660004,2744100,69.752649
2014-08-15,72.889999,73.610001,72.709999,73.339996,2793100,70.405433
2014-08-18,73.5,73.699997,72.959999,73.540001,1883300,70.597435
2014-08-19,73.769997,74.730003,73.610001,74.279999,1733700,71.307823
2014-08-20,74.349998,74.349998,73.449997,73.849998,2637400,70.895029
2014-08-21,73.900002,74.989998,73.900002,74.900002,1788400,71.903018
2014-08-22,74.620003,74.730003,74.010002,74.150002,1487000,71.183028
2014-08-25,74.599998,74.980003,74.400002,74.699997,1880800,71.711016
2014-08-26,74.980003,75.629997,74.5,74.559998,1937300,71.576618
2014-08-27,74.779999,74.800003,74.029999,74.279999,1676600,71.307823
2014-08-28,74.019997,74.849998,73.93,74.629997,1314000,71.643817
2014-08-29,74.739998,75.449997,74.470001,75.419998,1624200,72.402208
2014-09-02,75.300003,75.339996,73.550003,74.080002,1947900,71.115829
2014-09-03,74.690002,75.0,74.089996,74.18,1582700,71.211826
2014-09-04,73.769997,74.040001,71.940002,72.309998,3207500,69.416648
2014-09-05,72.209999,72.790001,71.870003,72.739998,2509500,69.829443
2014-09-08,72.199997,72.199997,70.480003,71.220001,3205100,68.370266
2014-09-09,70.919998,71.419998,70.18,70.75,3135100,67.919071
2014-09-10,70.779999,70.779999,69.32,70.669998,3478600,68.07319
2014-09-11,70.07,70.980003,69.699997,70.629997,2234800,68.034659
2014-09-12,70.349998,70.720001,69.690002,69.949997,3610600,67.379646
2014-09-15,69.919998,70.589996,69.339996,70.269997,2136800,67.687887
2014-09-16,70.360001,72.309998,70.0,71.849998,4246700,69.209831
2014-09-17,72.160004,72.230003,71.279999,71.57,2300500,68.940121
2014-09-18,72.019997,72.199997,70.959999,71.559998,4937500,68.930486
2014-09-19,71.980003,72.199997,70.82,70.970001,4105400,68.36217
2014-09-22,70.669998,70.790001,69.269997,69.980003,3970800,67.40855
2014-09-23,69.68,70.580002,69.599998,69.910004,2449000,67.341122
2014-09-24,70.029999,70.760002,69.190002,70.080002,3788700,67.504874
2014-09-25,69.760002,70.260002,68.639999,68.699997,2555800,66.175578
2014-09-26,68.690002,69.650002,68.239998,69.279999,2407600,66.734267
2014-09-29,68.629997,69.720001,68.370003,69.580002,2519800,67.023247
2014-09-30,69.389999,69.529999,67.580002,68.18,4124100,65.674689
2014-10-01,67.690002,68.800003,66.699997,67.07,3039600,64.605476
2014-10-02,66.57,67.059998,65.129997,66.559998,3325500,64.114214
2014-10-03,66.779999,66.849998,65.260002,65.440002,3619900,63.035374
2014-10-06,65.790001,65.970001,64.550003,64.82,3878600,62.438153
2014-10-07,64.510002,65.040001,63.57,63.610001,3244300,61.272616
2014-10-08,63.220001,64.07,62.049999,63.950001,4571800,61.600123
2014-10-09,63.290001,63.369999,61.240002,61.299999,5181200,59.047497
2014-10-10,61.02,61.330002,59.16,59.419998,6456900,57.236578
2014-10-13,59.41,59.889999,56.419998,56.560001,5774300,54.481673
2014-10-14,56.93,57.5,54.919998,55.25,7618100,53.219808
2014-10-15,54.09,55.540001,53.34,55.139999,8324900,53.11385
2014-10-16,54.419998,57.200001,53.919998,56.540001,7998200,54.462408
2014-10-17,57.939999,58.669998,57.619999,58.169998,8129700,56.03251
2014-10-20,58.330002,59.150002,57.349998,57.98,3820500,55.849493
2014-10-21,58.889999,60.130001,58.73,60.060001,5052300,57.853064
2014-10-22,60.290001,61.150002,58.610001,58.639999,6709400,56.48524
2014-10-23,59.77,60.66,59.240002,60.009998,3964800,57.804898
2014-10-24,59.720001,60.310001,59.0,59.91,3196500,57.708574
2014-10-27,58.450001,58.48,56.849998,57.330002,4785700,55.223379
2014-10-28,57.740002,59.639999,57.240002,59.580002,3230400,57.390702
2014-10-29,61.59,61.59,59.080002,59.73,3248500,57.535188
2014-10-30,59.189999,59.57,58.040001,58.299999,3562400,56.157734
2014-10-31,58.27,60.040001,57.43,60.0,4011300,57.795267
2014-11-03,60.209999,61.099998,58.380001,58.540001,4685600,56.388916
2014-11-04,57.029999,57.549999,55.439999,56.02,6075700,53.961515
2014-11-05,59.799999,62.060001,59.689999,61.619999,8913800,59.355738
2014-11-06,61.32,62.57,60.98,62.560001,5122900,60.2612
2014-11-07,63.25,65.059998,63.139999,65.029999,6779300,62.640436
2014-11-10,65.959999,66.419998,63.630001,64.209999,6151400,61.850567
2014-11-11,64.160004,64.860001,63.150002,64.559998,2718300,62.187705
2014-11-12,64.18,64.989998,63.669998,64.07,3733600,61.715712
2014-11-13,63.439999,64.0,62.259998,63.279999,4072300,60.954741
2014-11-14,63.32,64.279999,62.98,64.18,2703400,61.821671
2014-11-17,63.799999,64.410004,63.029999,63.849998,2843200,61.503795
2014-11-18,63.59,64.879997,63.279999,64.489998,3648600,62.120278
2014-11-19,64.82,65.25,63.77,64.830002,2778800,62.447788
2014-11-20,64.910004,66.860001,64.650002,66.760002,3740800,64.306869
2014-11-21,68.080002,68.470001,66.639999,67.199997,4342900,64.730696
2014-11-24,67.040001,67.199997,65.580002,66.290001,3394700,63.854138
2014-11-25,66.860001,66.889999,64.440002,64.779999,4136200,62.399622
2014-11-26,64.349998,64.5,63.349998,64.019997,2699600,61.667547
2014-11-28,59.959999,60.189999,58.619999,58.970001,5443900,56.803116
2014-12-01,58.689999,60.150002,57.580002,59.939999,7586900,57.737471
2014-12-02,58.950001,61.200001,58.400002,59.889999,4325500,57.689309
2014-12-03,60.310001,62.240002,60.290001,60.919998,3800500,58.681459
2014-12-04,60.34,60.34,59.27,59.52,3994600,57.332905
2014-12-05,59.25,60.549999,58.400002,59.900002,4473900,57.698943
2014-12-08,59.150002,59.150002,56.450001,56.599998,6296700,54.5202
2014-12-09,57.150002,58.389999,56.02,57.200001,6006300,55.098155
2014-12-10,55.740002,55.740002,53.990002,54.470001,6890600,52.689546
2014-12-11,54.369999,55.540001,53.639999,53.84,4908000,52.080138
2014-12-12,52.82,54.650002,52.299999,53.009998,5611200,51.277266
2014-12-15,53.52,54.369999,52.369999,52.66,5001400,50.938708
2014-12-16,51.860001,55.610001,51.759998,54.099998,7293200,52.331638
2014-12-17,54.720001,59.310001,54.470001,58.470001,7364000,56.558799
2014-12-18,60.34,60.720001,57.82,60.290001,6041400,58.319308
2014-12-19,60.630001,61.459999,59.709999,61.310001,7956600,59.305968
2014-12-22,60.529999,60.650002,59.110001,60.189999,4689800,58.222575
2014-12-23,60.959999,61.84,60.220001,61.470001,3510400,59.460738
2014-12-24,61.0,61.169998,59.799999,60.209999,2185900,58.241922
2014-12-26,60.84,61.439999,60.27,60.830002,2269400,58.841658
2014-12-29,61.080002,61.77,60.599998,61.150002,2503000,59.151198
2014-12-30,60.68,61.450001,60.07,61.060001,3255000,59.06414
2014-12-31,60.380001,62.040001,59.900002,61.209999,3712600,59.209235
2015-01-02,60.630001,61.630001,59.599998,60.959999,3017000,58.967406
2015-01-05,59.689999,59.689999,57.799999,58.700001,3864500,56.78128
2015-01-06,58.599998,59.189999,56.77,57.5,4685000,55.620504
2015-01-07,58.09,58.939999,57.380001,57.77,4208700,55.881679
