Date,Open_PVH,High_PVH,Low_PVH,Close_PVH,Volume_PVH,AdjClose_PVH
2013-08-01,133.509995,134.759995,133.179993,134.389999,530800,133.822576
2013-08-02,134.100006,134.979996,132.309998,133.600006,479300,133.035918
2013-08-05,133.289993,134.570007,131.960007,133.729996,579000,133.165359
2013-08-06,134.050003,134.050003,131.0,132.509995,628000,131.950509
2013-08-07,130.440002,132.410004,128.720001,130.009995,873200,129.461064
2013-08-08,131.020004,131.360001,129.690002,129.820007,516000,129.271879
2013-08-09,129.720001,131.130005,129.050003,130.029999,316900,129.480984
2013-08-12,130.050003,133.600006,129.559998,132.630005,486000,132.070013
2013-08-13,132.410004,133.360001,131.210007,131.929993,549900,131.372956
2013-08-14,131.789993,132.589996,128.550003,128.580002,809000,128.03711
2013-08-15,127.580002,128.559998,125.949997,126.82,589600,126.284538
2013-08-16,126.309998,128.009995,126.199997,127.050003,527700,126.513571
2013-08-19,126.610001,128.089996,125.709999,125.82,444600,125.288761
2013-08-20,125.910004,130.259995,125.620003,129.389999,566600,128.843687
2013-08-21,129.020004,131.190002,128.800003,130.259995,749100,129.710009
2013-08-22,130.520004,131.0,129.710007,130.869995,508300,130.317434
2013-08-23,130.889999,131.0,129.119995,130.470001,534400,129.919129
2013-08-26,130.289993,130.720001,129.089996,129.320007,575200,128.810519
2013-08-27,127.57,130.059998,127.529999,128.009995,613900,127.505667
2013-08-28,127.82,128.570007,126.629997,127.410004,358900,126.90804
2013-08-29,127.169998,129.449997,127.110001,128.929993,338700,128.422041
2013-08-30,129.009995,129.440002,127.959999,128.75,375900,128.242757
2013-09-03,130.410004,130.910004,128.600006,129.339996,309600,128.830429
2013-09-04,129.270004,131.100006,129.160004,130.509995,651400,129.995818
2013-09-05,130.759995,131.0,128.960007,129.300003,791600,128.790594
2013-09-06,129.899994,130.949997,127.629997,129.970001,851200,129.457952
2013-09-09,130.300003,132.289993,129.279999,132.110001,1211200,131.589521
2013-09-10,127.040001,128.0,122.769997,124.660004,4137000,124.168875
2013-09-11,124.440002,124.739998,121.150002,122.800003,1906000,122.316202
2013-09-12,122.510002,123.830002,121.07,123.760002,1163300,123.272419
2013-09-13,124.349998,124.940002,123.760002,124.449997,682600,123.959695
2013-09-16,125.529999,125.919998,123.510002,123.739998,771200,123.252493
2013-09-17,123.919998,124.57,122.43,122.709999,978700,122.226553
2013-09-18,122.93,126.730003,122.769997,126.440002,810500,125.941861
2013-09-19,126.529999,128.009995,126.389999,127.0,719500,126.499652
2013-09-20,127.0,127.029999,125.029999,125.089996,817000,124.597173
2013-09-23,123.989998,124.360001,121.330002,122.57,1135200,122.087105
2013-09-24,122.25,124.059998,121.410004,123.099998,1423200,122.615016
2013-09-25,122.879997,123.230003,119.419998,119.75,1386300,119.278215
2013-09-26,120.18,121.330002,119.370003,119.809998,889900,119.337976
2013-09-27,119.559998,119.559998,116.910004,118.510002,1489100,118.043103
2013-09-30,117.440002,119.269997,116.639999,118.690002,1076600,118.222394
2013-10-01,118.360001,118.860001,115.120003,115.209999,1702000,114.756101
2013-10-02,115.169998,117.629997,114.519997,117.550003,1436900,117.086886
2013-10-03,121.190002,125.790001,120.209999,122.690002,3002900,122.206635
2013-10-04,122.690002,124.260002,121.330002,123.949997,1469400,123.461665
2013-10-07,123.059998,123.150002,121.519997,121.730003,893600,121.250418
2013-10-08,121.580002,121.849998,117.599998,117.690002,1265000,117.226334
2013-10-09,117.699997,118.529999,115.629997,117.970001,969300,117.505229
2013-10-10,119.379997,120.050003,118.769997,119.879997,653900,119.4077
2013-10-11,119.589996,119.989998,118.209999,118.919998,517500,118.451483
2013-10-14,118.739998,119.230003,117.580002,119.040001,418800,118.571013
2013-10-15,118.910004,119.410004,117.440002,119.129997,866900,118.660655
2013-10-16,119.529999,122.349998,119.330002,120.839996,1005900,120.363917
2013-10-17,120.110001,121.199997,119.900002,120.199997,480400,119.726439
2013-10-18,121.050003,122.550003,120.660004,122.419998,813700,121.937694
2013-10-21,122.669998,123.190002,121.970001,123.150002,1001000,122.664822
2013-10-22,123.089996,124.620003,122.510002,122.949997,969400,122.465605
2013-10-23,122.510002,122.970001,121.019997,121.360001,814700,120.881873
2013-10-24,121.360001,122.389999,118.900002,119.050003,1279000,118.580976
2013-10-25,119.529999,119.870003,118.389999,118.550003,865000,118.082946
2013-10-28,118.550003,121.720001,118.32,120.889999,822400,120.413723
2013-10-29,121.410004,123.339996,120.800003,123.230003,852200,122.744508
2013-10-30,123.660004,127.160004,123.400002,124.75,1116600,124.258516
2013-10-31,124.400002,125.370003,123.519997,124.57,638700,124.079225
2013-11-01,124.839996,125.709999,124.029999,124.529999,511100,124.039382
2013-11-04,125.230003,126.07,124.959999,125.68,398300,125.184853
2013-11-05,125.540001,125.639999,124.68,124.839996,492700,124.348158
2013-11-06,125.940002,126.540001,124.900002,126.07,607000,125.573316
2013-11-07,126.949997,127.290001,124.449997,124.639999,492000,124.148949
2013-11-08,124.459999,125.650002,124.410004,125.57,373600,125.075286
2013-11-11,125.919998,127.110001,125.5,126.809998,380600,126.310398
2013-11-12,126.989998,127.449997,125.760002,127.190002,465800,126.688906
2013-11-13,128.320007,133.589996,127.489998,132.899994,1470900,132.376401
2013-11-14,132.740005,133.830002,131.470001,133.429993,668700,132.904312
2013-11-15,133.5,133.779999,131.940002,133.050003,488400,132.52582
2013-11-18,133.570007,134.149994,131.470001,132.029999,583500,131.54642
2013-11-19,131.699997,133.059998,131.25,131.710007,320400,131.2276
2013-11-20,132.850006,132.850006,130.100006,130.710007,512200,130.231262
2013-11-21,131.320007,131.610001,130.820007,131.270004,393100,130.789209
2013-11-22,131.630005,132.990005,131.169998,132.009995,695800,131.526489
2013-11-25,132.529999,133.740005,131.949997,132.800003,718300,132.313604
2013-11-26,133.199997,135.259995,133.0,134.490005,693600,133.997416
2013-11-27,134.380005,135.429993,133.580002,134.839996,326900,134.346125
2013-11-29,134.710007,135.190002,133.149994,133.919998,243600,133.429497
2013-12-02,133.669998,133.759995,131.259995,132.0,699100,131.516531
2013-12-03,131.529999,133.350006,131.199997,131.919998,577600,131.436822
2013-12-04,132.0,132.860001,130.470001,132.110001,611300,131.626128
2013-12-05,129.779999,131.589996,129.779999,130.759995,589000,130.281067
2013-12-06,132.570007,132.720001,129.429993,130.110001,1072900,129.633454
2013-12-09,130.210007,130.699997,127.279999,127.43,1862300,126.963269
2013-12-10,125.720001,134.330002,125.720001,131.869995,2673500,131.387002
2013-12-11,132.149994,133.910004,130.410004,130.690002,1240300,130.211331
2013-12-12,130.0,130.160004,127.93,128.0,1243000,127.531181
2013-12-13,128.389999,129.169998,126.970001,129.059998,743000,128.587296
2013-12-16,130.660004,131.419998,129.820007,130.479996,1247800,130.002094
2013-12-17,130.800003,132.309998,130.389999,131.410004,1006000,130.928695
2013-12-18,131.070007,132.740005,130.0,132.630005,832800,132.144228
2013-12-19,132.529999,134.649994,130.899994,130.979996,1070500,130.500262
2013-12-20,131.669998,131.789993,130.75,130.880005,1031500,130.400638
2013-12-23,132.0,134.720001,132.0,134.389999,810200,133.897776
2013-12-24,134.449997,134.949997,133.5,134.440002,209500,133.947596
2013-12-26,134.419998,136.320007,134.020004,134.970001,352300,134.475654
2013-12-27,134.789993,135.529999,134.059998,134.5,321000,134.007374
2013-12-30,134.380005,135.089996,133.539993,134.690002,349500,134.196681
2013-12-31,134.729996,136.309998,134.440002,136.020004,437600,135.521811
2014-01-02,135.759995,137.660004,135.490005,136.580002,817700,136.079758
2014-01-03,136.589996,138.940002,136.449997,137.619995,616100,137.115942
2014-01-06,137.600006,137.990005,135.169998,135.350006,834600,134.854267
2014-01-07,136.119995,136.449997,134.360001,135.070007,378400,134.575294
2014-01-08,135.289993,135.570007,131.770004,132.300003,956900,131.815435
2014-01-09,133.050003,133.600006,131.669998,133.020004,883800,132.532799
2014-01-10,133.0,133.470001,130.979996,132.130005,1038600,131.646059
2014-01-13,132.0,132.699997,129.410004,129.550003,1100200,129.075507
2014-01-14,129.610001,130.220001,126.150002,126.5,1714800,126.036675
2014-01-15,125.989998,127.139999,125.269997,126.879997,1262700,126.415281
2014-01-16,126.18,126.300003,124.040001,125.139999,1058600,124.681656
2014-01-17,125.57,126.139999,123.610001,123.800003,784300,123.346567
2014-01-21,123.879997,124.540001,122.080002,122.199997,867600,121.752422
2014-01-22,122.040001,123.449997,121.260002,122.910004,683700,122.459828
2014-01-23,122.150002,122.540001,120.25,121.389999,1043900,120.945391
2014-01-24,120.589996,122.190002,120.550003,120.809998,961200,120.367513
2014-01-27,120.910004,122.230003,120.730003,121.160004,980700,120.716237
2014-01-28,121.019997,123.0,120.800003,122.230003,749200,121.782318
2014-01-29,121.07,122.279999,119.809998,120.5,1404900,120.058651
2014-01-30,121.739998,122.389999,121.25,121.449997,929300,121.005169
2014-01-31,119.809998,121.230003,119.699997,120.870003,773300,120.427299
2014-02-03,120.639999,120.650002,115.629997,116.589996,1534600,116.162968
2014-02-04,117.080002,119.029999,116.449997,116.720001,826500,116.292497
2014-02-05,116.720001,117.589996,114.790001,117.150002,1236800,116.720923
2014-02-06,117.339996,121.480003,117.040001,120.699997,1051200,120.257916
2014-02-07,121.580002,123.769997,121.410004,121.860001,900900,121.413671
2014-02-10,121.629997,122.07,119.089996,120.779999,878300,120.337624
2014-02-11,120.800003,121.190002,119.059998,120.32,1468000,119.87931
2014-02-12,120.809998,121.580002,117.199997,117.540001,1415700,117.109494
2014-02-13,117.400002,120.150002,116.900002,119.459999,982500,119.022459
2014-02-14,119.0,119.43,117.870003,118.25,936300,117.816892
2014-02-18,118.5,119.330002,116.989998,117.580002,1105000,117.149348
2014-02-19,117.57,118.839996,117.209999,118.199997,842200,117.767072
2014-02-20,118.07,118.830002,117.160004,118.089996,862600,117.657475
2014-02-21,118.089996,122.629997,118.089996,121.239998,1928800,120.795939
2014-02-24,122.0,124.209999,121.040001,123.18,1331600,122.767316
2014-02-25,122.989998,127.050003,122.980003,125.519997,2018300,125.099472
2014-02-26,126.290001,126.790001,125.110001,125.75,1084600,125.328705
2014-02-27,125.68,126.57,125.279999,126.209999,793300,125.787163
2014-02-28,125.989998,126.760002,125.410004,126.43,676800,126.006427
2014-03-03,125.220001,126.110001,124.510002,125.0,710500,124.581218
2014-03-04,126.25,127.050003,126.050003,126.339996,593100,125.916725
2014-03-05,126.360001,126.720001,124.989998,125.669998,559600,125.248971
2014-03-06,125.730003,126.360001,125.139999,125.849998,502200,125.428369
2014-03-07,126.110001,127.25,125.660004,126.300003,883200,125.876865
2014-03-10,126.300003,126.720001,124.160004,124.709999,732300,124.292188
2014-03-11,125.0,125.199997,122.43,122.739998,1021600,122.328787
2014-03-12,122.489998,123.209999,121.419998,122.040001,997000,121.631135
2014-03-13,118.949997,119.970001,115.019997,115.040001,3604700,114.654587
2014-03-14,114.629997,116.75,114.099998,115.040001,1741300,114.654587
2014-03-17,115.660004,116.529999,114.57,116.330002,2076000,115.940266
2014-03-18,118.290001,120.440002,117.760002,119.059998,1094100,118.661116
2014-03-19,119.269997,119.730003,117.589996,118.449997,820200,118.053159
2014-03-20,117.940002,119.459999,117.730003,119.120003,718600,118.72092
2014-03-21,120.07,120.5,118.519997,119.879997,1416600,119.478368
2014-03-24,114.230003,120.459999,114.230003,119.290001,1150300,118.890349
2014-03-25,119.290001,119.769997,116.43,117.25,2330500,116.857182
2014-03-26,125.059998,125.889999,120.730003,121.43,4693100,121.023178
2014-03-27,122.589996,125.25,121.889999,123.080002,2847900,122.667652
2014-03-28,124.099998,124.129997,122.779999,123.809998,1151600,123.395202
2014-03-31,123.870003,125.239998,123.18,124.769997,1794100,124.351985
2014-04-01,126.169998,127.169998,125.389999,125.919998,1264400,125.498134
2014-04-02,125.82,126.709999,125.099998,125.730003,931900,125.308775
2014-04-03,126.459999,126.849998,124.120003,124.529999,1191400,124.112791
2014-04-04,126.010002,126.470001,123.809998,124.970001,1925700,124.551319
2014-04-07,124.470001,125.019997,122.330002,122.57,1289000,122.159359
2014-04-08,122.5,123.690002,122.220001,123.489998,1336000,123.076275
2014-04-09,123.529999,125.449997,123.519997,125.18,1283000,124.760615
2014-04-10,125.5,126.260002,123.379997,123.690002,1267900,123.275609
2014-04-11,122.690002,123.580002,121.639999,121.709999,1761400,121.302239
2014-04-14,122.279999,123.25,121.339996,122.339996,639400,121.930126
2014-04-15,122.5,123.459999,120.989998,121.949997,729000,121.541433
2014-04-16,122.93,124.059998,122.300003,124.050003,871300,123.634404
2014-04-17,123.879997,124.650002,122.540001,122.589996,616600,122.179288
2014-04-21,122.75,122.870003,121.160004,121.389999,638400,120.983312
2014-04-22,121.720001,122.300003,120.489998,121.480003,603500,121.073014
2014-04-23,121.589996,122.669998,121.010002,121.050003,559300,120.644454
2014-04-24,121.769997,121.940002,120.050003,120.949997,762400,120.544783
2014-04-25,121.459999,122.860001,121.190002,122.239998,901100,121.830462
2014-04-28,122.910004,125.379997,122.370003,124.260002,1166500,123.843699
2014-04-29,124.239998,125.540001,123.480003,125.43,819600,125.009777
2014-04-30,125.449997,125.860001,123.779999,125.57,753900,125.149308
2014-05-01,125.470001,127.040001,125.080002,126.599998,739600,126.175856
2014-05-02,126.889999,128.699997,126.300003,128.220001,1092900,127.790431
2014-05-05,127.43,128.25,125.839996,128.160004,707000,127.730635
2014-05-06,127.690002,128.220001,126.599998,126.660004,918700,126.23566
2014-05-07,127.080002,127.5,124.949997,127.379997,781700,126.953241
2014-05-08,127.580002,130.660004,126.830002,129.509995,1919500,129.076103
2014-05-09,127.68,130.449997,127.370003,130.25,776500,129.813629
2014-05-12,130.949997,133.119995,130.350006,132.880005,809000,132.434823
2014-05-13,132.970001,133.889999,132.050003,132.639999,604400,132.195621
2014-05-14,132.25,132.970001,131.429993,131.889999,770300,131.448134
2014-05-15,131.649994,131.699997,129.720001,130.600006,767900,130.162462
2014-05-16,130.970001,133.119995,130.559998,133.050003,917600,132.604251
2014-05-19,132.740005,133.720001,132.199997,133.660004,697500,133.212208
2014-05-20,133.0,133.350006,130.25,130.509995,681400,130.072752
2014-05-21,131.059998,131.550003,129.919998,131.429993,528500,131.027819
2014-05-22,130.860001,132.199997,130.149994,131.169998,542100,130.76862
2014-05-23,131.509995,131.649994,130.710007,131.479996,453000,131.077669
2014-05-27,132.070007,132.949997,131.669998,132.850006,692500,132.443487
2014-05-28,132.75,132.75,130.119995,130.949997,949800,130.549292
2014-05-29,131.0,132.059998,130.720001,132.029999,553200,131.625989
2014-05-30,132.039993,132.529999,131.160004,131.630005,579400,131.227219
2014-06-02,131.75,131.910004,130.649994,131.339996,871900,130.938098
2014-06-03,131.080002,132.339996,130.020004,130.330002,1116700,129.931194
2014-06-04,129.850006,130.940002,127.879997,130.679993,2128600,130.280114
2014-06-05,121.839996,123.389999,119.57,120.089996,5432000,119.722523
2014-06-06,120.099998,120.620003,119.110001,119.68,1741000,119.313782
2014-06-09,119.68,122.379997,119.559998,121.57,1850900,121.197998
2014-06-10,121.050003,121.510002,119.93,120.07,1102400,119.702588
2014-06-11,120.25,120.489998,118.379997,118.550003,1126800,118.187242
2014-06-12,118.410004,118.779999,116.580002,117.120003,1210300,116.761617
2014-06-13,117.019997,117.480003,115.93,116.5,1386500,116.143512
2014-06-16,116.089996,117.0,115.900002,116.599998,855300,116.243204
2014-06-17,116.269997,116.849998,116.010002,116.639999,846400,116.283083
2014-06-18,116.809998,117.559998,115.900002,117.029999,829500,116.671889
2014-06-19,117.0,117.300003,115.839996,116.169998,755800,115.81452
2014-06-20,116.230003,116.709999,114.809998,115.190002,1085100,114.837523
2014-06-23,114.980003,115.349998,114.25,114.699997,878100,114.349017
2014-06-24,114.620003,115.660004,113.989998,114.040001,1445700,113.69104
2014-06-25,114.57,116.349998,114.120003,116.220001,673800,115.86437
2014-06-26,116.019997,117.540001,115.610001,116.550003,1413400,116.193362
2014-06-27,116.639999,118.209999,116.589996,117.5,696800,117.140452
2014-06-30,117.230003,117.559998,115.709999,116.599998,1555400,116.243204
2014-07-01,117.25,118.080002,116.919998,117.709999,637800,117.349808
2014-07-02,117.18,118.5,117.019997,117.879997,609200,117.519286
2014-07-03,118.309998,119.650002,118.139999,119.599998,790900,119.234024
2014-07-07,119.379997,119.620003,117.730003,117.989998,737200,117.62895
2014-07-08,117.809998,117.910004,116.43,116.690002,661200,116.332933
2014-07-09,117.290001,117.580002,116.599998,117.110001,1043600,116.751646
2014-07-10,116.269997,116.540001,114.849998,114.900002,827400,114.548409
2014-07-11,114.989998,115.010002,111.959999,112.169998,1811100,111.82676
2014-07-14,112.730003,114.089996,112.300003,112.660004,957700,112.315266
2014-07-15,111.970001,112.940002,111.209999,111.720001,895900,111.37814
2014-07-16,112.029999,112.519997,110.169998,110.32,1084100,109.982422
2014-07-17,109.959999,111.5,109.5,110.459999,994200,110.121993
2014-07-18,110.68,111.139999,110.190002,110.849998,631900,110.510799
2014-07-21,110.5,111.089996,110.110001,110.169998,532000,109.83288
2014-07-22,110.440002,111.18,110.190002,110.800003,499500,110.460957
2014-07-23,110.879997,112.029999,110.330002,111.82,544200,111.477832
2014-07-24,112.32,114.339996,112.169998,114.07,927600,113.720947
2014-07-25,113.620003,114.489998,113.150002,113.349998,569900,113.003149
2014-07-28,112.959999,114.599998,112.959999,113.830002,798300,113.481684
2014-07-29,113.75,114.129997,112.279999,112.300003,603600,111.956367
2014-07-30,112.940002,113.32,112.050003,113.190002,752100,112.843643
2014-07-31,112.339996,112.650002,110.099998,110.18,722200,109.842851
2014-08-01,110.129997,110.940002,107.5,107.989998,1462900,107.65955
2014-08-04,108.0,108.470001,107.349998,107.870003,989800,107.539922
2014-08-05,107.550003,110.099998,107.050003,109.279999,769500,108.945604
2014-08-06,108.190002,110.610001,108.190002,110.470001,936300,110.131965
2014-08-07,111.290001,111.290001,109.410004,109.540001,634800,109.20481
2014-08-08,109.769997,114.540001,109.5,114.43,1342300,114.079846
2014-08-11,114.889999,116.260002,114.639999,115.150002,1510800,114.797644
2014-08-12,115.110001,116.699997,114.169998,114.269997,833500,113.920332
2014-08-13,113.75,113.75,111.510002,112.190002,1243100,111.846703
2014-08-14,112.099998,113.07,112.010002,112.660004,730200,112.315266
2014-08-15,112.900002,112.959999,110.0,110.5,855200,110.161872
2014-08-18,111.269997,112.839996,111.230003,112.540001,841100,112.19563
2014-08-19,112.510002,114.459999,112.510002,113.650002,1186700,113.302234
2014-08-20,113.480003,115.860001,113.260002,115.769997,976000,115.415742
2014-08-21,115.769997,116.0,113.970001,114.040001,697500,113.69104
2014-08-22,114.160004,117.720001,114.160004,117.580002,1255800,117.220209
2014-08-25,118.0,118.360001,117.040001,118.019997,756500,117.658857
2014-08-26,117.800003,119.290001,117.550003,118.419998,1234900,118.095658
2014-08-27,117.959999,118.290001,116.879997,118.260002,915600,117.936101
2014-08-28,117.5,117.519997,116.269997,117.459999,760900,117.138289
2014-08-29,117.75,118.0,116.110001,116.739998,416500,116.420259
2014-09-02,116.970001,117.550003,115.07,116.330002,957200,116.011386
2014-09-03,116.93,117.300003,116.029999,117.129997,1443200,116.809191
2014-09-04,126.540001,130.0,126.489998,128.380005,4050000,128.028386
2014-09-05,126.849998,129.369995,126.230003,128.059998,1736500,127.709255
2014-09-08,128.0,128.820007,127.040001,127.769997,775400,127.420048
2014-09-09,127.660004,127.940002,125.860001,126.870003,979700,126.522519
2014-09-10,126.169998,126.849998,125.099998,126.550003,898700,126.203396
2014-09-11,126.379997,126.989998,125.440002,125.849998,540600,125.505309
2014-09-12,126.300003,127.0,125.379997,126.769997,883900,126.422787
2014-09-15,126.440002,127.0,125.099998,125.980003,603700,125.634958
2014-09-16,125.510002,126.870003,124.230003,126.43,530700,126.083722
2014-09-17,127.0,127.769997,126.150002,126.82,484500,126.472653
2014-09-18,127.099998,127.370003,126.220001,127.160004,511800,126.811726
2014-09-19,127.889999,127.989998,125.610001,125.980003,568900,125.634958
2014-09-22,125.169998,125.480003,122.870003,123.919998,568300,123.580595
2014-09-23,123.739998,124.690002,122.760002,122.809998,427400,122.473634
2014-09-24,122.779999,123.760002,121.809998,123.699997,710200,123.361196
2014-09-25,123.169998,123.699997,121.919998,122.349998,706600,122.014895
2014-09-26,123.190002,123.949997,122.230003,122.980003,503000,122.643174
2014-09-29,121.870003,123.160004,121.779999,122.279999,523200,121.945087
2014-09-30,122.25,122.790001,120.349998,121.150002,681300,120.818185
2014-10-01,121.220001,121.550003,119.43,120.239998,625200,119.910673
2014-10-02,120.199997,122.190002,119.400002,121.93,575400,121.596047
2014-10-03,122.559998,123.559998,121.330002,121.5,780900,121.167224
2014-10-06,121.629997,122.139999,120.040001,120.120003,488400,119.791007
2014-10-07,119.790001,120.870003,118.959999,120.169998,883800,119.840865
2014-10-08,120.389999,121.459999,118.449997,120.099998,1479600,119.771057
2014-10-09,120.169998,120.839996,115.339996,115.459999,1095500,115.143766
2014-10-10,115.459999,116.099998,113.260002,115.830002,1190200,115.512756
2014-10-13,115.489998,116.050003,113.540001,113.720001,1032500,113.408534
2014-10-14,114.0,114.910004,112.209999,112.489998,909700,112.1819
2014-10-15,111.080002,113.110001,109.440002,112.82,1145100,112.510998
2014-10-16,110.970001,113.870003,109.660004,111.989998,1236500,111.683269
2014-10-17,112.440002,112.480003,110.32,110.75,1150000,110.446668
2014-10-20,110.190002,111.800003,109.290001,111.629997,832900,111.324255
2014-10-21,112.190002,115.970001,112.169998,115.57,828000,115.253466
2014-10-22,115.449997,116.940002,114.459999,114.5,636700,114.186397
2014-10-23,115.75,115.940002,113.720001,113.989998,810300,113.677791
2014-10-24,114.0,117.709999,113.440002,117.0,1652200,116.67955
2014-10-27,116.769997,116.980003,114.870003,116.050003,476400,115.732155
2014-10-28,115.519997,115.730003,114.150002,115.379997,582500,115.063984
2014-10-29,114.889999,116.709999,113.610001,114.220001,843000,113.907165
2014-10-30,113.839996,115.650002,113.650002,114.75,630100,114.435712
2014-10-31,116.07,116.089996,113.57,114.349998,689000,114.036806
2014-11-03,114.739998,115.839996,114.139999,114.870003,764900,114.555386
2014-11-04,114.190002,114.339996,112.540001,112.629997,612500,112.321516
2014-11-05,113.019997,113.989998,112.099998,113.349998,576900,113.039545
2014-11-06,113.610001,117.639999,113.160004,117.410004,707100,117.08843
2014-11-07,117.230003,118.419998,116.5,118.190002,673000,117.866293
2014-11-10,117.68,118.0,115.790001,116.080002,851500,115.762071
2014-11-11,116.339996,116.93,115.660004,116.779999,671000,116.460151
2014-11-12,116.879997,119.790001,116.629997,119.080002,1129200,118.753854
2014-11-13,117.900002,118.940002,117.279999,118.800003,629500,118.474623
2014-11-14,119.18,120.040001,118.669998,119.050003,833500,118.723938
2014-11-17,119.339996,121.879997,118.739998,121.150002,908800,120.818185
2014-11-18,121.57,122.349998,120.360001,121.790001,730500,121.494535
2014-11-19,121.860001,123.809998,121.650002,123.07,731800,122.771428
2014-11-20,122.830002,124.660004,121.900002,123.0,1082600,122.701599
2014-11-21,123.910004,124.589996,121.809998,122.449997,1025900,122.15293
2014-11-24,123.099998,124.360001,122.760002,123.769997,859100,123.469727
2014-11-25,124.169998,125.629997,122.68,125.150002,1258600,124.846384
2014-11-26,125.0,126.129997,123.980003,124.489998,606400,124.187982
2014-11-28,124.989998,127.43,124.760002,127.139999,661700,126.831554
2014-12-01,126.239998,126.32,121.910004,122.089996,1111800,121.793803
2014-12-02,121.699997,122.650002,121.480003,121.82,918000,121.524461
2014-12-03,121.900002,124.400002,121.580002,124.400002,1632700,124.098204
2014-12-04,121.449997,125.480003,120.610001,122.68,1989900,122.382375
2014-12-05,122.510002,123.599998,121.5,122.769997,1439600,122.472153
2014-12-08,122.379997,123.980003,121.25,121.489998,1042800,121.19526
2014-12-09,119.699997,123.330002,119.150002,122.400002,1318300,122.103056
2014-12-10,122.400002,123.43,121.650002,122.68,1219500,122.382375
2014-12-11,123.849998,126.099998,123.690002,125.559998,1301700,125.255385
2014-12-12,125.099998,127.730003,124.699997,127.029999,1511000,126.72182
2014-12-15,127.339996,127.919998,126.089996,126.400002,1147700,126.093352
2014-12-16,125.940002,125.940002,121.610001,121.690002,1172300,121.394779
2014-12-17,122.489998,123.959999,120.699997,123.82,856600,123.519609
2014-12-18,124.860001,124.940002,123.139999,124.879997,943200,124.577035
2014-12-19,125.589996,125.589996,122.110001,122.910004,853900,122.611821
2014-12-22,123.260002,124.169998,122.690002,123.980003,435700,123.679224
2014-12-23,124.760002,127.160004,124.510002,126.379997,753700,126.073396
2014-12-24,126.43,126.449997,125.379997,125.440002,232500,125.135681
2014-12-26,125.980003,126.93,125.660004,126.080002,246400,125.774128
2014-12-29,125.830002,128.649994,125.559998,128.139999,694800,127.829128
2014-12-30,128.360001,128.669998,126.949997,127.360001,613200,127.051022
2014-12-31,127.900002,129.169998,127.230003,128.169998,594400,127.859054
2015-01-02,128.889999,129.029999,125.620003,126.339996,733000,126.033492
2015-01-05,125.099998,125.330002,121.309998,121.910004,1166800,121.614247
2015-01-06,119.559998,119.800003,114.739998,116.980003,2785100,116.696207
2015-01-07,118.449997,120.419998,118.010002,119.970001,1093600,119.678951
2015-01-08,120.5,122.139999,117.82,119.089996,1037200,118.801081
2015-01-09,118.940002,118.940002,117.529999,117.879997,667700,117.594017
2015-01-12,118.0,118.25,116.830002,117.739998,586800,117.454357
2015-01-13,118.0,119.379997,116.440002,117.959999,825800,117.673825
