Date,Open_AFL,High_AFL,Low_AFL,Close_AFL,Volume_AFL,AdjClose_AFL
2013-08-22,59.52,60.18,59.41,59.939999,1239800,55.977043
2013-08-23,60.040001,60.220001,59.529999,59.830002,1264500,55.874319
2013-08-26,59.880001,60.049999,59.360001,59.369999,1191700,55.444729
2013-08-27,58.689999,58.73,57.75,57.759998,2194400,53.941174
2013-08-28,57.889999,58.389999,57.740002,57.77,1632300,53.950515
2013-08-29,57.75,58.439999,57.360001,57.919998,1349200,54.090596
2013-08-30,58.080002,58.200001,57.549999,57.790001,1776900,53.969193
2013-09-03,58.52,59.150002,57.619999,58.16,1437700,54.314729
2013-09-04,58.25,59.380001,58.119999,58.950001,1591000,55.052499
2013-09-05,58.889999,59.32,58.77,58.919998,1068000,55.02448
2013-09-06,59.02,59.02,57.759998,58.380001,1471700,54.520185
2013-09-09,58.52,59.049999,58.380001,59.049999,1639300,55.145886
2013-09-10,59.450001,60.049999,59.259998,59.919998,1756000,55.958365
2013-09-11,59.950001,60.950001,59.84,60.82,2182100,56.798862
2013-09-12,60.900002,61.18,60.509998,60.869999,1702900,56.845556
2013-09-13,61.060001,61.16,60.869999,61.040001,1904000,57.004318
2013-09-16,62.02,62.130001,61.669998,61.869999,2151900,57.77944
2013-09-17,61.869999,62.299999,61.830002,62.220001,1361300,58.106302
2013-09-18,62.099998,62.959999,61.869999,62.869999,2790800,58.713325
2013-09-19,62.959999,63.0,61.939999,62.16,2967200,58.050268
2013-09-20,62.27,62.66,62.009998,62.32,2580200,58.199689
2013-09-23,62.009998,62.450001,61.759998,62.009998,1906900,57.910184
2013-09-24,61.93,62.52,61.889999,62.02,2586500,57.919525
2013-09-25,62.150002,62.459999,61.900002,62.209999,1436800,58.096961
2013-09-26,62.16,62.650002,62.09,62.509998,1438200,58.377126
2013-09-27,62.080002,62.490002,61.950001,62.209999,1689100,58.096961
2013-09-30,61.52,62.209999,61.290001,61.990002,2110000,57.891509
2013-10-01,62.610001,63.43,62.599998,63.419998,2168200,59.226961
2013-10-02,62.990002,63.209999,62.529999,63.209999,2030600,59.030846
2013-10-03,62.91,63.189999,62.18,62.91,1723300,58.750681
2013-10-04,62.82,63.939999,62.779999,63.73,1574600,59.516466
2013-10-07,63.169998,63.48,62.919998,62.919998,1204700,58.760019
2013-10-08,62.84,63.119999,62.110001,62.150002,1848800,58.040931
2013-10-09,62.27,62.540001,61.959999,62.279999,1445300,58.162333
2013-10-10,63.040001,63.650002,62.959999,63.610001,1601400,59.404401
2013-10-11,63.630001,64.5,63.459999,64.480003,1767700,60.216883
2013-10-14,64.050003,64.650002,63.610001,64.489998,1131500,60.226217
2013-10-15,64.209999,64.779999,64.099998,64.330002,1861300,60.076799
2013-10-16,64.790001,65.730003,64.589996,65.639999,2453300,61.300186
2013-10-17,65.480003,66.18,65.32,66.110001,1598900,61.739113
2013-10-18,66.150002,66.150002,64.949997,65.779999,3546300,61.430929
2013-10-21,65.459999,65.870003,65.059998,65.5,2044100,61.169443
2013-10-22,65.779999,66.510002,65.760002,66.059998,1711900,61.692416
2013-10-23,65.949997,66.010002,65.129997,65.610001,1257200,61.272171
2013-10-24,65.849998,66.18,65.309998,66.139999,1305200,61.767128
2013-10-25,66.099998,66.330002,65.849998,66.300003,1710600,61.916553
2013-10-28,66.239998,66.790001,65.980003,66.470001,1634200,62.075312
2013-10-29,66.68,67.0,66.510002,67.0,1910700,62.57027
2013-10-30,64.68,65.779999,64.010002,65.019997,6336700,60.721175
2013-10-31,64.769997,65.330002,64.650002,64.980003,3363800,60.683826
2013-11-01,65.169998,65.449997,64.900002,65.099998,2028800,60.795887
2013-11-04,65.010002,65.150002,64.489998,65.059998,2504900,60.758531
2013-11-05,65.0,65.059998,64.379997,64.449997,2310900,60.188861
2013-11-06,64.580002,65.040001,64.480003,64.82,1797700,60.534401
2013-11-07,64.919998,65.580002,64.220001,64.260002,2229000,60.011428
2013-11-08,64.440002,65.82,64.370003,65.75,2731000,61.402914
2013-11-11,65.57,65.989998,65.5,65.68,1396000,61.337542
2013-11-12,65.400002,65.790001,64.989998,65.25,1709400,60.935971
2013-11-13,65.389999,66.269997,65.239998,66.269997,2086400,61.888531
2013-11-14,66.279999,67.5,66.199997,67.470001,2148800,63.009196
2013-11-15,67.199997,67.519997,66.419998,67.480003,2768800,63.018537
2013-11-18,67.190002,67.470001,66.769997,66.900002,2248600,62.821339
2013-11-19,66.900002,67.010002,66.220001,66.279999,1649000,62.239136
2013-11-20,66.339996,66.580002,66.029999,66.209999,1378400,62.173404
2013-11-21,66.220001,66.790001,66.080002,66.540001,1922700,62.483287
2013-11-22,66.230003,66.690002,66.190002,66.57,1379400,62.511456
2013-11-25,66.5,66.809998,66.110001,66.220001,1091500,62.182796
2013-11-26,66.25,66.779999,66.25,66.440002,1612400,62.389385
2013-11-27,66.669998,66.699997,66.260002,66.440002,1170100,62.389385
2013-11-29,66.559998,66.959999,66.349998,66.370003,941000,62.323653
2013-12-02,66.349998,67.230003,66.110001,66.25,1886400,62.210966
2013-12-03,66.019997,66.309998,65.129997,65.540001,2298000,61.544253
2013-12-04,65.519997,66.139999,65.220001,65.709999,1674600,61.703887
2013-12-05,65.449997,66.349998,65.349998,65.699997,1938900,61.694495
2013-12-06,66.419998,66.730003,66.110001,66.639999,1460100,62.577188
2013-12-09,66.580002,66.809998,66.239998,66.449997,1692400,62.39877
2013-12-10,66.220001,66.389999,66.0,66.269997,1694000,62.229743
2013-12-11,66.25,66.25,65.589996,65.720001,1913700,61.713279
2013-12-12,65.82,65.989998,65.540001,65.639999,2286000,61.638155
2013-12-13,65.919998,66.25,65.610001,65.959999,1316300,61.938645
2013-12-16,66.18,66.620003,65.970001,66.360001,1451900,62.31426
2013-12-17,66.370003,66.440002,65.870003,66.010002,1446700,61.9856
2013-12-18,66.269997,66.68,65.470001,66.589996,3184700,62.530234
2013-12-19,66.239998,66.400002,65.900002,66.0,2466100,61.976208
2013-12-20,65.919998,66.5,65.550003,65.650002,4240400,61.647547
2013-12-23,66.089996,66.599998,65.989998,66.349998,2238300,62.304868
2013-12-24,66.230003,66.540001,66.150002,66.480003,884100,62.426947
2013-12-26,66.410004,67.43,66.32,67.110001,1313400,63.018535
2013-12-27,67.150002,67.379997,66.870003,67.25,990300,63.149999
2013-12-30,67.25,67.620003,66.650002,66.690002,1950600,62.624143
2013-12-31,66.870003,67.010002,66.580002,66.800003,1210100,62.727437
2014-01-02,66.629997,66.690002,65.809998,65.959999,1914700,61.938645
2014-01-03,66.080002,66.540001,66.050003,66.150002,1279100,62.117064
2014-01-06,66.199997,66.279999,64.32,64.879997,4244200,60.924488
2014-01-07,65.029999,65.529999,64.870003,65.089996,1913100,61.121684
2014-01-08,64.980003,65.169998,64.410004,64.629997,1725900,60.689729
2014-01-09,64.690002,64.849998,64.089996,64.269997,2311900,60.351677
2014-01-10,64.580002,65.260002,64.099998,65.169998,1837200,61.196808
2014-01-13,64.830002,65.010002,64.0,64.099998,2409800,60.192043
2014-01-14,64.389999,64.809998,64.220001,64.699997,1777800,60.755461
2014-01-15,64.709999,65.110001,64.68,64.940002,2019900,60.980834
2014-01-16,64.790001,65.150002,64.550003,64.830002,1658300,60.87754
2014-01-17,64.809998,65.470001,64.620003,64.709999,2144400,60.764854
2014-01-21,64.919998,65.279999,64.410004,64.830002,2177600,60.87754
2014-01-22,64.860001,64.989998,64.25,64.400002,1396100,60.473756
2014-01-23,64.199997,64.300003,63.259998,63.560001,2022700,59.684967
2014-01-24,63.290001,63.610001,62.290001,62.290001,3171900,58.492394
2014-01-27,62.18,62.57,61.34,61.790001,2818300,58.022878
2014-01-28,61.84,62.540001,61.84,62.450001,1788200,58.64264
2014-01-29,61.740002,62.849998,61.73,62.119999,2498200,58.332757
2014-01-30,62.549999,63.349998,62.450001,63.200001,1574000,59.346915
2014-01-31,62.240002,63.349998,62.02,62.779999,2203400,58.952519
2014-02-03,62.860001,62.919998,60.689999,60.720001,3034100,57.018112
2014-02-04,60.98,61.639999,60.810001,61.470001,2436700,57.722387
2014-02-05,61.900002,62.310001,60.450001,61.759998,2716100,57.994704
2014-02-06,61.599998,62.0,61.369999,61.73,2172100,57.966534
2014-02-07,61.77,62.790001,61.48,62.68,2314600,58.858617
2014-02-10,62.509998,63.0,62.150002,62.43,1874000,58.623858
2014-02-11,62.419998,62.619999,61.790001,62.41,2350000,58.605077
2014-02-12,62.330002,62.950001,62.299999,62.75,1617900,59.275766
2014-02-13,62.18,62.82,62.0,62.790001,1303400,59.313552
2014-02-14,62.669998,63.25,62.66,63.130001,1479500,59.634728
2014-02-18,63.09,63.150002,62.84,63.029999,1389700,59.540262
2014-02-19,62.740002,63.650002,62.400002,62.439999,1585700,58.982928
2014-02-20,62.57,63.060001,62.34,62.919998,1529000,59.436352
2014-02-21,62.970001,63.0,62.130001,62.32,2372300,58.869573
2014-02-24,62.259998,62.880001,62.259998,62.299999,1881200,58.85068
2014-02-25,62.330002,62.84,62.150002,62.52,1827700,59.058501
2014-02-26,62.779999,62.990002,62.41,62.599998,1480400,59.13407
2014-02-27,62.5,63.400002,62.490002,63.380001,1530500,59.870886
2014-02-28,63.389999,64.480003,63.380001,64.080002,2534700,60.532131
2014-03-03,63.369999,64.300003,63.0,64.019997,2119200,60.475448
2014-03-04,64.580002,65.279999,64.440002,65.129997,2138200,61.523992
2014-03-05,64.970001,65.089996,64.589996,65.010002,1428400,61.41064
2014-03-06,65.110001,65.620003,65.089996,65.220001,1355900,61.609013
2014-03-07,65.57,66.010002,65.290001,65.610001,1365600,61.977419
2014-03-10,65.620003,65.879997,65.199997,65.540001,1094000,61.911295
2014-03-11,65.660004,65.660004,64.730003,64.949997,1509700,61.353957
2014-03-12,64.610001,65.050003,64.5,64.889999,1006600,61.297282
2014-03-13,65.080002,65.199997,64.029999,64.18,1527800,60.626593
2014-03-14,64.07,64.589996,63.900002,64.110001,1183200,60.560469
2014-03-17,64.440002,64.610001,63.66,63.82,1764300,60.286524
2014-03-18,64.019997,64.580002,63.98,64.309998,1105200,60.749392
2014-03-19,64.339996,64.449997,63.0,63.360001,2151300,59.851993
2014-03-20,63.23,63.650002,62.939999,63.209999,2886100,59.710297
2014-03-21,63.349998,63.540001,62.93,62.98,5794100,59.493031
2014-03-24,63.23,63.490002,62.689999,62.689999,2201600,59.219087
2014-03-25,63.060001,63.389999,62.849998,62.939999,1853300,59.455245
2014-03-26,63.369999,63.439999,62.68,62.709999,1992400,59.23798
2014-03-27,62.66,62.709999,62.099998,62.27,1563200,58.822342
2014-03-28,62.459999,63.150002,62.349998,62.66,1235100,59.190749
2014-03-31,63.060001,63.220001,62.799999,63.040001,1767200,59.549711
2014-04-01,63.470001,63.619999,63.009998,63.32,1683100,59.814207
2014-04-02,63.040001,63.84,62.93,63.459999,1312100,59.946455
2014-04-03,63.790001,64.18,63.57,64.019997,1309000,60.475448
2014-04-04,64.360001,64.470001,63.220001,63.279999,1339100,59.776421
2014-04-07,63.23,63.279999,61.720001,61.720001,1803500,58.302794
2014-04-08,61.5,62.52,61.189999,62.349998,1870700,58.897911
2014-04-09,62.650002,63.080002,62.080002,62.990002,1732600,59.50248
2014-04-10,63.040001,63.380001,61.759998,61.759998,2468400,58.340577
2014-04-11,61.41,62.290001,60.790001,60.830002,3058700,57.462071
2014-04-14,61.490002,61.799999,60.599998,61.189999,3399100,57.802136
2014-04-15,61.290001,61.810001,60.869999,61.630001,1438200,58.217777
2014-04-16,62.139999,62.630001,62.0,62.610001,1615700,59.143518
2014-04-17,62.52,63.23,62.52,63.049999,1558800,59.559155
2014-04-21,62.650002,62.959999,62.509998,62.689999,1147100,59.219087
2014-04-22,62.650002,63.049999,62.310001,62.779999,1644600,59.304104
2014-04-23,62.790001,62.900002,62.450001,62.700001,1468500,59.228535
2014-04-24,62.919998,62.919998,61.84,62.16,2072900,58.718432
2014-04-25,62.009998,62.130001,61.549999,61.84,1745700,58.41615
2014-04-28,62.23,62.360001,61.139999,61.849998,2111100,58.425594
2014-04-29,62.139999,63.5,62.119999,63.360001,3704800,59.851993
2014-04-30,62.0,62.91,61.860001,62.720001,2500100,59.247428
2014-05-01,62.689999,63.490002,62.43,63.169998,1670400,59.672511
2014-05-02,63.18,63.529999,62.700001,63.150002,1523300,59.653621
2014-05-05,62.799999,63.02,62.450001,62.68,1422200,59.209642
2014-05-06,62.279999,62.400002,61.830002,61.849998,1702000,58.425594
2014-05-07,62.110001,62.610001,61.939999,62.59,1583700,59.124625
2014-05-08,62.529999,63.25,62.5,63.02,1417100,59.530818
2014-05-09,62.970001,63.169998,62.470001,62.98,1003900,59.493031
2014-05-12,63.16,63.389999,62.919998,63.34,1389400,59.8331
2014-05-13,63.450001,63.91,63.25,63.73,1595300,60.201507
2014-05-14,63.529999,63.59,62.810001,62.900002,2011500,59.417463
2014-05-15,62.52,62.610001,61.25,61.889999,2109900,58.46338
2014-05-16,61.849998,61.849998,60.98,61.459999,2678500,58.057188
2014-05-19,60.919998,62.299999,60.91,62.150002,1703500,59.064568
2014-05-20,62.09,62.130001,61.07,61.59,1592200,58.532368
2014-05-21,61.93,62.240002,61.689999,62.169998,1116300,59.083572
2014-05-22,62.049999,62.049999,61.240002,61.860001,1733400,58.788964
2014-05-23,61.200001,61.68,61.029999,61.310001,1697300,58.26627
2014-05-27,61.240002,61.880001,61.0,61.34,2045400,58.294779
2014-05-28,61.349998,61.52,60.869999,60.950001,2188800,57.924141
2014-05-29,61.049999,61.59,60.939999,61.439999,1964300,58.389813
2014-05-30,61.43,61.509998,61.07,61.23,1870400,58.190239
2014-06-02,61.5,61.880001,61.200001,61.470001,1269500,58.418326
2014-06-03,61.470001,61.68,61.240002,61.41,2097900,58.361304
2014-06-04,61.439999,62.32,61.439999,61.93,1682200,58.855489
2014-06-05,61.98,62.049999,61.610001,61.950001,1793800,58.874496
2014-06-06,62.02,62.779999,61.919998,62.529999,1692800,59.4257
2014-06-09,62.450001,63.490002,62.41,63.07,2535100,59.938893
2014-06-10,63.029999,63.52,62.869999,63.290001,2562700,60.147972
2014-06-11,62.91,63.18,62.400002,62.400002,1796900,59.302157
2014-06-12,62.400002,62.59,61.889999,62.080002,1411700,58.998043
2014-06-13,62.09,62.48,61.82,61.959999,1232000,58.883998
2014-06-16,61.810001,62.349998,61.639999,62.139999,1841200,59.055062
2014-06-17,61.98,63.16,61.919998,62.959999,1610100,59.834353
2014-06-18,63.099998,63.119999,62.650002,63.029999,1428900,59.900878
2014-06-19,63.049999,63.060001,62.540001,62.82,1337200,59.701304
2014-06-20,63.02,63.360001,62.740002,63.099998,1757200,59.967402
2014-06-23,63.189999,63.220001,62.68,62.950001,1472900,59.824851
2014-06-24,62.810001,63.07,62.450001,62.470001,1122900,59.368681
2014-06-25,62.119999,62.619999,62.07,62.599998,1156400,59.492225
2014-06-26,62.540001,62.700001,61.98,62.630001,1054800,59.520738
2014-06-27,62.490002,62.849998,62.25,62.720001,2175900,59.60627
2014-06-30,62.529999,62.82,62.150002,62.25,1626900,59.159602
2014-07-01,62.259998,62.950001,62.259998,62.66,1194300,59.549247
2014-07-02,62.810001,63.139999,62.34,62.529999,1411700,59.4257
2014-07-03,62.849998,63.549999,62.75,63.290001,1188300,60.147972
2014-07-07,63.16,63.439999,62.759998,63.419998,1991200,60.271516
2014-07-08,63.400002,63.400002,62.689999,62.82,2013000,59.701304
2014-07-09,62.93,63.150002,62.75,62.919998,1150100,59.796338
2014-07-10,62.130001,62.650002,62.130001,62.419998,1347100,59.321161
2014-07-11,62.240002,62.740002,62.07,62.66,1109400,59.549247
2014-07-14,63.02,63.259998,62.639999,62.799999,1232000,59.682297
2014-07-15,62.720001,63.18,62.529999,62.84,1420400,59.720312
2014-07-16,63.139999,63.23,62.619999,63.110001,1330600,59.976908
2014-07-17,63.150002,64.199997,62.790001,63.18,1990200,60.043433
2014-07-18,63.369999,63.790001,63.049999,63.709999,1830100,60.54712
2014-07-21,63.459999,63.93,63.349998,63.59,1190700,60.433078
2014-07-22,63.689999,63.91,63.490002,63.619999,1010900,60.461587
2014-07-23,63.650002,63.799999,63.23,63.59,857700,60.433078
2014-07-24,63.740002,64.019997,63.529999,63.93,986900,60.756199
2014-07-25,63.900002,64.110001,63.360001,63.59,1204100,60.433078
2014-07-28,63.52,63.689999,62.93,63.650002,1016300,60.490101
2014-07-29,63.599998,63.689999,62.689999,63.139999,2312900,60.005417
2014-07-30,61.380001,61.799999,60.529999,61.380001,4202600,58.332794
2014-07-31,60.93,61.200001,59.639999,59.740002,3267800,56.774212
2014-08-01,59.27,59.650002,58.5,59.119999,3133000,56.18499
2014-08-04,59.119999,59.169998,58.52,59.029999,2241300,56.099458
2014-08-05,58.939999,59.290001,58.509998,58.669998,1825700,55.757329
2014-08-06,58.610001,59.23,58.610001,59.02,1545300,56.089956
2014-08-07,59.23,59.560001,58.560001,58.68,1775100,55.766835
2014-08-08,58.799999,59.220001,58.52,59.189999,1429700,56.251514
2014-08-11,59.220001,59.48,58.869999,59.200001,1480200,56.26102
2014-08-12,59.060001,59.470001,59.060001,59.330002,1481300,56.384567
2014-08-13,59.5,59.73,59.25,59.639999,1849600,56.679175
2014-08-14,59.650002,60.18,59.599998,60.110001,1262300,57.125843
2014-08-15,60.34,60.419998,59.43,60.099998,2207100,57.116337
2014-08-18,60.009998,60.950001,59.98,60.919998,3519400,58.254262
2014-08-19,60.849998,60.950001,60.610001,60.869999,2218200,58.206451
2014-08-20,60.700001,61.110001,60.59,60.93,3435600,58.263827
2014-08-21,60.98,61.450001,60.650002,61.009998,3928700,58.340324
2014-08-22,61.07,61.18,60.509998,60.549999,1646900,57.900454
2014-08-25,60.919998,61.16,60.610001,60.84,1183200,58.177765
2014-08-26,60.889999,61.299999,60.889999,61.040001,1007400,58.369014
2014-08-27,61.299999,61.639999,61.09,61.389999,1193400,58.703697
2014-08-28,61.110001,61.5,60.82,61.240002,1071800,58.560263
2014-08-29,61.27,61.48,61.09,61.240002,1397800,58.560263
2014-09-02,61.619999,61.759998,61.07,61.259998,2057400,58.579385
2014-09-03,61.619999,61.639999,61.02,61.080002,1809500,58.407265
2014-09-04,61.299999,61.650002,61.07,61.240002,1207100,58.560263
2014-09-05,61.009998,61.48,61.0,61.459999,1069400,58.770634
2014-09-08,61.419998,61.509998,60.869999,61.049999,1205400,58.378575
2014-09-09,61.060001,61.080002,60.389999,60.52,2392400,57.871768
2014-09-10,60.560001,60.849998,59.57,59.84,2695400,57.221523
2014-09-11,59.57,59.889999,59.5,59.790001,2176900,57.173712
2014-09-12,59.849998,60.130001,59.389999,59.790001,2074700,57.173712
2014-09-15,59.790001,60.029999,59.349998,59.84,1292400,57.221523
2014-09-16,59.459999,59.66,58.779999,58.939999,4578700,56.360904
2014-09-17,59.029999,59.029999,58.279999,58.330002,3897600,55.777599
2014-09-18,58.52,58.860001,58.52,58.689999,2751600,56.121843
2014-09-19,58.810001,59.0,58.110001,58.400002,4438500,55.844536
2014-09-22,58.41,58.610001,58.25,58.540001,2577800,55.978409
2014-09-23,58.470001,58.549999,57.860001,57.860001,2237500,55.328164
2014-09-24,57.93,58.700001,57.93,58.619999,1942600,56.054906
2014-09-25,58.32,58.52,57.860001,58.080002,2701500,55.538539
2014-09-26,58.110001,58.689999,57.990002,58.5,1849500,55.940158
2014-09-29,57.91,58.599998,57.700001,58.470001,1498500,55.911472
2014-09-30,58.400002,58.560001,58.07,58.25,3134400,55.701098
2014-10-01,58.009998,58.049999,57.400002,57.560001,4170100,55.041292
2014-10-02,57.560001,57.830002,57.139999,57.669998,2555700,55.146476
2014-10-03,57.959999,58.220001,57.619999,57.84,2061900,55.309039
2014-10-06,58.130001,58.41,57.560001,57.799999,1506300,55.270788
2014-10-07,57.59,57.939999,57.060001,57.080002,2239300,54.582297
2014-10-08,57.169998,57.82,56.59,57.799999,2557400,55.270788
2014-10-09,57.689999,57.77,56.849998,56.93,2656300,54.438859
2014-10-10,56.91,57.419998,56.5,56.52,1781700,54.0468
2014-10-13,56.459999,56.77,55.939999,56.0,2190100,53.549553
2014-10-14,56.049999,57.150002,56.009998,56.84,2568800,54.352797
2014-10-15,56.009998,56.540001,55.029999,55.799999,4302200,53.358304
2014-10-16,55.02,56.169998,54.990002,55.860001,4166600,53.41568
2014-10-17,56.540001,57.040001,56.139999,57.009998,5233900,54.515356
2014-10-20,56.889999,57.240002,56.549999,57.220001,1798900,54.71617
2014-10-21,57.709999,58.25,57.490002,58.169998,1821500,55.624597
2014-10-22,58.139999,58.41,57.669998,57.68,1629000,55.15604
2014-10-23,58.299999,58.380001,57.939999,58.080002,2033600,55.538539
2014-10-24,58.02,58.630001,57.869999,58.540001,1066400,55.978409
2014-10-27,58.34,58.900002,58.189999,58.75,1642900,56.179219
2014-10-28,58.919998,59.560001,58.759998,59.540001,1698600,56.934651
2014-10-29,60.240002,61.02,59.380001,59.900002,3925600,57.278899
2014-10-30,59.599998,60.259998,59.380001,60.040001,2493200,57.412772
2014-10-31,60.5,60.720001,59.330002,59.73,4418100,57.116336
2014-11-03,59.860001,59.959999,59.150002,59.330002,3310100,56.733841
2014-11-04,59.25,59.82,59.110001,59.48,2554600,56.877275
2014-11-05,59.709999,59.810001,59.169998,59.790001,2357400,57.173712
2014-11-06,59.790001,59.790001,59.189999,59.529999,2025900,56.925087
2014-11-07,58.84,59.049999,58.580002,58.889999,3112900,56.313092
2014-11-10,58.799999,59.130001,58.68,59.060001,1882000,56.475655
2014-11-11,59.18,59.419998,58.900002,59.040001,1989900,56.45653
2014-11-12,58.700001,59.240002,58.540001,59.209999,1700500,56.619089
2014-11-13,59.220001,59.41,58.919998,59.139999,1610200,56.552153
2014-11-14,59.080002,59.400002,58.970001,59.310001,2109600,56.714716
2014-11-17,58.77,59.150002,58.43,59.130001,2223300,56.916857
2014-11-18,59.139999,59.279999,58.950001,59.099998,1852000,56.887978
2014-11-19,59.099998,59.16,58.860001,59.060001,1489200,56.849478
2014-11-20,58.669998,59.130001,58.549999,59.0,1710400,56.791722
2014-11-21,59.68,59.970001,59.57,59.759998,2339400,57.523275
2014-11-24,60.0,60.25,59.790001,60.209999,1864100,57.956433
2014-11-25,60.200001,60.299999,60.0,60.0,2591200,57.754294
2014-11-26,60.0,60.119999,59.52,59.68,1430800,57.446271
2014-11-28,59.830002,60.080002,59.669998,59.73,1045100,57.494399
2014-12-01,59.580002,59.610001,59.099998,59.27,1769100,57.051617
2014-12-02,59.310001,59.68,59.259998,59.619999,1608100,57.388515
2014-12-03,59.580002,60.029999,59.369999,59.700001,1431000,57.465523
2014-12-04,59.720001,59.720001,59.0,59.43,1495800,57.205628
2014-12-05,59.529999,59.75,59.259998,59.509998,1923300,57.282632
2014-12-08,59.5,60.189999,59.27,59.98,2202300,57.735042
2014-12-09,59.290001,59.98,59.099998,59.790001,2291600,57.552155
2014-12-10,59.509998,60.220001,59.400002,59.439999,3103400,57.215252
2014-12-11,59.529999,59.950001,59.450001,59.57,2053500,57.340388
2014-12-12,59.09,59.439999,58.25,58.279999,2811500,56.098669
2014-12-15,58.389999,58.52,57.369999,57.529999,2895700,55.376741
2014-12-16,57.209999,58.82,57.049999,57.810001,3324500,55.646263
2014-12-17,58.040001,59.16,57.970001,59.07,2978400,56.859102
2014-12-18,59.75,60.32,59.5,60.32,2400300,58.062316
2014-12-19,60.279999,61.34,60.27,61.18,3442500,58.890128
2014-12-22,61.330002,61.669998,61.150002,61.66,2451000,59.352162
2014-12-23,61.720001,62.16,61.540001,61.939999,1630400,59.621681
2014-12-24,62.0,62.299999,61.669998,61.939999,809800,59.621681
2014-12-26,62.0,62.209999,61.889999,61.939999,931000,59.621681
2014-12-29,61.91,62.459999,61.709999,62.0,1173600,59.679437
2014-12-30,61.75,62.299999,61.619999,61.98,968500,59.660185
2014-12-31,62.060001,62.169998,61.049999,61.09,1636800,58.803497
2015-01-02,61.5,61.610001,60.66,61.080002,1423000,58.793873
2015-01-05,60.439999,60.549999,59.240002,59.48,2378500,57.253756
2015-01-06,59.41,59.549999,58.790001,58.950001,2909500,56.743594
2015-01-07,59.450001,59.959999,59.09,59.32,1826700,57.099745
2015-01-08,59.740002,60.32,59.459999,59.900002,2293800,57.658038
2015-01-09,60.060001,60.169998,58.549999,58.630001,2996800,56.435572
2015-01-12,58.610001,58.75,57.939999,58.290001,1779200,56.108297
