Date,Open_ISRG,High_ISRG,Low_ISRG,Close_ISRG,Volume_ISRG,AdjClose_ISRG
2013-12-31,382.200012,384.390015,378.089996,384.079987,353600,384.079987
2014-01-02,383.640015,383.640015,378.269989,380.01001,460900,380.01001
2014-01-03,380.350006,382.670013,372.73999,373.459991,345000,373.459991
2014-01-06,372.959991,377.26001,370.029999,370.940002,394600,370.940002
2014-01-07,371.390015,376.890015,370.75,373.76001,388100,373.76001
2014-01-08,374.410004,380.630005,374.070007,380.459991,498400,380.459991
2014-01-09,380.869995,389.850006,379.709991,386.779999,558800,386.779999
2014-01-10,386.470001,424.579987,385.269989,420.149994,1496200,420.149994
2014-01-13,412.070007,414.75,392.019989,393.070007,1090800,393.070007
2014-01-14,440.529999,443.98999,415.940002,419.880005,1979000,419.880005
2014-01-15,420.559998,421.079987,402.179993,412.799988,972800,412.799988
2014-01-16,414.480011,418.309998,408.48999,414.390015,284000,414.390015
2014-01-17,415.779999,431.23999,413.98999,430.140015,937000,430.140015
2014-01-21,444.940002,447.5,433.0,439.380005,783400,439.380005
2014-01-22,438.160004,439.5,433.0,439.119995,393600,439.119995
2014-01-23,439.0,443.390015,434.549988,439.0,794000,439.0
2014-01-24,412.350006,426.519989,406.25,410.76001,1495400,410.76001
2014-01-27,411.200012,416.399994,408.23999,408.630005,542200,408.630005
2014-01-28,406.869995,414.869995,406.429993,409.540009,404800,409.540009
2014-01-29,405.019989,419.559998,405.019989,415.200012,612200,415.200012
2014-01-30,416.48999,422.029999,415.390015,416.350006,422600,416.350006
2014-01-31,409.920013,413.420013,406.040009,407.579987,548700,407.579987
2014-02-03,405.369995,408.98999,396.660004,401.170013,666100,401.170013
2014-02-04,403.309998,413.959991,402.470001,409.100006,481200,409.100006
2014-02-05,408.700012,417.579987,406.73999,415.100006,399300,415.100006
2014-02-06,413.529999,420.0,413.529999,414.790009,463000,414.790009
2014-02-07,414.0,418.0,408.98999,417.679993,403300,417.679993
2014-02-10,416.070007,432.839996,415.070007,429.660004,443200,429.660004
2014-02-11,424.119995,431.470001,421.230011,426.450012,384900,426.450012
2014-02-12,428.730011,438.679993,427.200012,438.369995,393800,438.369995
2014-02-13,437.829987,442.929993,433.48999,442.540009,445100,442.540009
2014-02-14,432.079987,441.959991,431.26001,438.829987,574600,438.829987
2014-02-18,440.309998,444.98999,434.25,444.089996,317100,444.089996
2014-02-19,440.179993,447.75,438.850006,439.959991,246400,439.959991
2014-02-20,440.980011,442.029999,433.320007,438.040009,252800,438.040009
2014-02-21,439.149994,441.5,434.75,435.190002,274900,435.190002
2014-02-24,435.190002,441.690002,434.179993,438.540009,363800,438.540009
2014-02-25,437.140015,438.98999,433.0,434.869995,291900,434.869995
2014-02-26,438.420013,442.25,434.769989,438.350006,274900,438.350006
2014-02-27,438.170013,445.709991,436.0,444.149994,344400,444.149994
2014-02-28,444.200012,454.970001,439.809998,444.829987,615900,444.829987
2014-03-03,442.299988,462.470001,440.049988,453.839996,687300,453.839996
2014-03-04,455.899994,455.899994,443.480011,449.51001,742500,449.51001
2014-03-05,448.540009,452.0,443.540009,446.920013,260100,446.920013
2014-03-06,447.0,449.75,442.119995,444.350006,259100,444.350006
2014-03-07,446.600006,450.470001,441.779999,443.980011,227200,443.980011
2014-03-10,443.070007,444.48999,436.040009,438.589996,366300,438.589996
2014-03-11,439.649994,442.049988,433.910004,435.190002,278800,435.190002
2014-03-12,432.829987,441.910004,429.070007,433.140015,358100,433.140015
2014-03-13,434.0,438.98999,428.570007,429.670013,265700,429.670013
2014-03-14,426.809998,431.73999,422.190002,423.070007,305000,423.070007
2014-03-17,424.019989,430.320007,423.070007,426.609985,250200,426.609985
2014-03-18,425.76001,429.76001,425.160004,429.019989,170300,429.019989
2014-03-19,428.529999,435.100006,428.529999,434.540009,314100,434.540009
2014-03-20,431.320007,437.369995,425.149994,437.01001,255000,437.01001
2014-03-21,443.540009,443.540009,428.440002,428.890015,642600,428.890015
2014-03-24,431.170013,435.149994,419.26001,422.070007,344900,422.070007
2014-03-25,422.859985,427.540009,419.980011,422.910004,172000,422.910004
2014-03-26,425.670013,430.0,423.329987,424.660004,229400,424.660004
2014-03-27,422.480011,431.529999,418.299988,428.609985,728500,428.609985
2014-03-28,429.609985,438.890015,428.640015,434.98999,610500,434.98999
2014-03-31,434.980011,442.0,433.0,437.98999,519000,437.98999
2014-04-01,486.049988,503.309998,470.220001,493.600006,2865400,493.600006
2014-04-02,504.369995,522.5,498.600006,518.5,1339800,518.5
2014-04-03,519.460022,541.22998,519.460022,540.630005,1236200,540.630005
2014-04-04,535.0,536.669983,505.160004,505.519989,1409300,505.519989
2014-04-07,504.98999,513.809998,496.359985,497.029999,685900,497.029999
2014-04-08,500.0,500.339996,484.380005,489.839996,778100,489.839996
2014-04-09,441.920013,461.920013,439.019989,456.640015,2617100,456.640015
2014-04-10,459.779999,465.0,452.480011,453.609985,705900,453.609985
2014-04-11,450.559998,451.630005,433.720001,439.630005,811100,439.630005
2014-04-14,442.130005,442.75,422.410004,425.0,702900,425.0
2014-04-15,425.119995,427.26001,410.609985,417.089996,767800,417.089996
2014-04-16,425.859985,426.119995,413.26001,415.130005,724000,415.130005
2014-04-17,415.0,417.529999,410.019989,411.98999,539800,411.98999
2014-04-21,410.01001,416.730011,408.410004,411.109985,389800,411.109985
2014-04-22,430.0,431.630005,415.640015,422.329987,1009900,422.329987
2014-04-23,387.200012,397.399994,372.329987,373.929993,2203200,373.929993
2014-04-24,376.350006,376.540009,368.019989,371.320007,511400,371.320007
2014-04-25,368.519989,369.98999,362.429993,366.369995,572900,366.369995
2014-04-28,368.899994,371.890015,364.380005,367.799988,523500,367.799988
2014-04-29,372.390015,377.0,353.380005,361.589996,608400,361.589996
2014-04-30,359.209991,363.670013,358.019989,361.700012,418800,361.700012
2014-05-01,365.23999,370.980011,358.380005,359.130005,462000,359.130005
2014-05-02,370.579987,370.630005,363.149994,363.589996,805300,363.589996
2014-05-05,361.390015,365.799988,359.279999,363.970001,467500,363.970001
2014-05-06,362.450012,366.309998,360.01001,360.299988,711500,360.299988
2014-05-07,360.25,362.23999,352.540009,352.950012,731200,352.950012
2014-05-08,351.910004,359.829987,351.299988,352.350006,1021700,352.350006
2014-05-09,351.570007,353.299988,346.459991,353.059998,918000,353.059998
2014-05-12,354.700012,367.149994,350.059998,365.670013,535900,365.670013
2014-05-13,365.109985,368.369995,362.0,365.470001,438600,365.470001
2014-05-14,363.910004,375.600006,362.0,371.670013,804000,371.670013
2014-05-15,372.950012,372.950012,360.559998,364.429993,642300,364.429993
2014-05-16,365.160004,374.700012,362.429993,374.089996,631000,374.089996
2014-05-19,372.040009,377.179993,370.059998,370.929993,429300,370.929993
2014-05-20,369.670013,370.98999,363.179993,363.600006,261900,363.600006
2014-05-21,365.48999,368.429993,363.130005,366.329987,176700,366.329987
2014-05-22,365.269989,370.859985,363.25,364.640015,285800,364.640015
2014-05-23,364.690002,365.98999,362.630005,363.859985,283900,363.859985
2014-05-27,364.570007,372.809998,362.519989,371.369995,493900,371.369995
2014-05-28,371.220001,371.890015,364.649994,364.679993,373000,364.679993
2014-05-29,366.589996,376.200012,364.809998,374.850006,414000,374.850006
2014-05-30,375.040009,375.070007,367.279999,369.73999,304900,369.73999
2014-06-02,368.709991,372.269989,366.190002,370.899994,393900,370.899994
2014-06-03,368.959991,373.920013,368.959991,370.940002,242700,370.940002
2014-06-04,369.290009,372.380005,368.690002,370.130005,298900,370.130005
2014-06-05,371.160004,374.619995,368.440002,368.839996,363400,368.839996
2014-06-06,370.209991,371.570007,368.019989,371.26001,294800,371.26001
2014-06-09,370.920013,375.820007,369.859985,374.839996,319900,374.839996
2014-06-10,373.339996,379.600006,372.890015,377.600006,329200,377.600006
2014-06-11,377.209991,384.690002,376.799988,382.380005,431000,382.380005
2014-06-12,381.100006,392.899994,381.0,392.369995,610300,392.369995
2014-06-13,391.859985,398.859985,390.640015,396.820007,558600,396.820007
2014-06-16,397.48999,410.980011,396.869995,409.820007,733800,409.820007
2014-06-17,410.799988,411.940002,403.070007,403.23999,495700,403.23999
2014-06-18,402.359985,404.519989,399.75,404.170013,296200,404.170013
2014-06-19,406.049988,406.049988,398.040009,402.200012,366100,402.200012
2014-06-20,404.230011,405.0,398.859985,404.149994,604000,404.149994
2014-06-23,405.920013,409.309998,400.790009,402.970001,373700,402.970001
2014-06-24,403.399994,407.130005,401.769989,402.25,425700,402.25
2014-06-25,404.23999,405.98999,399.700012,405.079987,268300,405.079987
2014-06-26,404.179993,411.290009,402.140015,410.790009,622000,410.790009
2014-06-27,411.790009,426.429993,409.579987,423.399994,1180200,423.399994
2014-06-30,421.779999,422.170013,410.0,411.799988,492500,411.799988
2014-07-01,411.829987,414.350006,405.720001,406.48999,390400,406.48999
2014-07-02,408.019989,409.209991,402.070007,403.339996,343800,403.339996
2014-07-03,403.0,404.920013,400.869995,404.040009,226900,404.040009
2014-07-07,403.579987,403.970001,391.25,394.26001,513700,394.26001
2014-07-08,395.399994,395.399994,382.119995,385.920013,516800,385.920013
2014-07-09,386.25,388.730011,381.76001,386.23999,394400,386.23999
2014-07-10,381.76001,387.220001,380.01001,382.920013,427100,382.920013
2014-07-11,384.26001,390.480011,384.0,389.23999,482200,389.23999
2014-07-14,390.230011,392.220001,383.100006,384.589996,495600,384.589996
2014-07-15,383.929993,388.329987,382.390015,383.570007,570800,383.570007
2014-07-16,383.459991,387.149994,380.0,380.26001,453400,380.26001
2014-07-17,377.350006,385.380005,376.0,382.220001,538100,382.220001
2014-07-18,381.670013,388.890015,379.950012,387.0,664500,387.0
2014-07-21,381.899994,388.829987,380.040009,388.720001,453900,388.720001
2014-07-22,392.950012,397.549988,390.0,392.160004,986300,392.160004
2014-07-23,440.130005,463.390015,438.549988,461.630005,2846600,461.630005
2014-07-24,457.01001,483.0,455.0,473.329987,1226300,473.329987
2014-07-25,463.880005,471.76001,460.559998,469.700012,1003000,469.700012
2014-07-28,474.839996,474.839996,461.609985,465.290009,520800,465.290009
2014-07-29,466.339996,469.0,460.829987,465.230011,368900,465.230011
2014-07-30,467.730011,469.98999,464.940002,466.98999,270900,466.98999
2014-07-31,464.929993,465.98999,456.929993,457.549988,475900,457.549988
2014-08-01,459.0,459.950012,451.0,453.170013,732700,453.170013
2014-08-04,452.309998,456.529999,450.339996,455.019989,306000,455.019989
2014-08-05,451.640015,455.019989,446.019989,448.369995,249400,448.369995
2014-08-06,446.420013,450.529999,443.73999,448.429993,229900,448.429993
2014-08-07,448.839996,449.549988,440.640015,441.799988,256400,441.799988
2014-08-08,443.75,445.959991,440.920013,444.029999,301900,444.029999
2014-08-11,442.869995,450.950012,438.5,443.630005,367100,443.630005
2014-08-12,445.540009,451.920013,445.23999,451.529999,297700,451.529999
2014-08-13,450.600006,455.5,448.859985,455.350006,243400,455.350006
2014-08-14,454.700012,460.730011,452.450012,460.390015,212600,460.390015
2014-08-15,464.75,467.070007,457.540009,459.140015,278500,459.140015
2014-08-18,460.589996,468.290009,459.890015,464.309998,310400,464.309998
2014-08-19,465.76001,474.380005,464.519989,473.170013,297300,473.170013
2014-08-20,471.209991,473.829987,465.25,467.5,231300,467.5
2014-08-21,468.910004,472.429993,465.98999,471.890015,222600,471.890015
2014-08-22,472.410004,472.480011,467.869995,471.73999,168000,471.73999
2014-08-25,473.420013,475.48999,468.23999,470.540009,239900,470.540009
2014-08-26,469.0,480.440002,467.779999,478.679993,328300,478.679993
2014-08-27,477.809998,477.950012,470.040009,471.109985,171600,471.109985
2014-08-28,468.320007,471.51001,463.809998,465.570007,194400,465.570007
2014-08-29,470.209991,471.630005,464.200012,470.01001,245200,470.01001
2014-09-02,472.549988,474.950012,468.850006,474.059998,216200,474.059998
2014-09-03,474.609985,475.660004,471.630005,473.709991,169800,473.709991
2014-09-04,474.160004,475.399994,463.570007,464.709991,331600,464.709991
2014-09-05,466.26001,466.299988,456.029999,465.380005,324900,465.380005
2014-09-08,467.119995,467.480011,460.179993,466.779999,268900,466.779999
2014-09-09,474.76001,476.609985,466.049988,466.809998,258400,466.809998
2014-09-10,464.880005,475.190002,462.179993,473.540009,291900,473.540009
2014-09-11,468.820007,473.220001,468.290009,470.0,198000,470.0
2014-09-12,469.220001,481.619995,469.220001,480.730011,427100,480.730011
2014-09-15,478.170013,478.570007,465.029999,468.779999,394800,468.779999
2014-09-16,468.290009,476.980011,463.079987,474.679993,235900,474.679993
2014-09-17,475.149994,478.380005,471.0,473.529999,225400,473.529999
2014-09-18,475.359985,477.0,471.649994,475.540009,209700,475.540009
2014-09-19,478.869995,479.0,469.200012,469.529999,507700,469.529999
2014-09-22,466.040009,466.809998,451.51001,457.089996,423000,457.089996
2014-09-23,453.519989,457.859985,452.5,456.119995,219000,456.119995
2014-09-24,458.200012,467.320007,456.640015,465.75,263700,465.75
2014-09-25,464.75,467.109985,455.609985,457.540009,319900,457.540009
2014-09-26,456.940002,463.790009,454.829987,460.299988,192600,460.299988
2014-09-29,458.549988,467.350006,455.5,464.720001,235500,464.720001
2014-09-30,464.790009,468.950012,458.01001,461.820007,329700,461.820007
2014-10-01,463.320007,464.529999,455.709991,462.799988,279200,462.799988
2014-10-02,463.549988,471.5,456.399994,469.640015,251100,469.640015
2014-10-03,471.040009,481.0,471.040009,475.209991,350900,475.209991
2014-10-06,489.320007,505.73999,485.160004,486.549988,649600,486.549988
2014-10-07,483.660004,488.839996,478.910004,482.26001,414500,482.26001
2014-10-08,483.75,491.570007,479.839996,489.850006,342700,489.850006
2014-10-09,488.140015,488.140015,471.0,476.350006,474600,476.350006
2014-10-10,476.630005,482.160004,469.390015,470.049988,281900,470.049988
2014-10-13,468.799988,476.109985,464.589996,465.070007,252600,465.070007
2014-10-14,472.190002,474.690002,457.48999,461.309998,393600,461.309998
2014-10-15,456.200012,463.570007,449.339996,460.140015,397700,460.140015
2014-10-16,453.140015,467.450012,451.850006,456.51001,334600,456.51001
2014-10-17,465.160004,473.380005,464.670013,470.23999,331000,470.23999
2014-10-20,479.899994,486.690002,471.619995,485.26001,460500,485.26001
2014-10-21,484.149994,498.660004,475.0,495.769989,777600,495.769989
2014-10-22,501.700012,501.700012,476.970001,481.809998,899800,481.809998
2014-10-23,484.190002,494.540009,482.589996,485.529999,448500,485.529999
2014-10-24,485.320007,487.779999,477.290009,478.01001,453000,478.01001
2014-10-27,475.48999,479.980011,469.75,477.709991,387900,477.709991
2014-10-28,479.790009,492.140015,478.570007,491.690002,324000,491.690002
2014-10-29,482.350006,490.0,480.880005,487.420013,315300,487.420013
2014-10-30,485.549988,494.079987,482.23999,490.0,261900,490.0
2014-10-31,495.769989,500.51001,492.519989,495.799988,375700,495.799988
2014-11-03,487.059998,500.820007,486.309998,495.839996,277300,495.839996
2014-11-04,495.839996,498.769989,490.549988,496.0,232300,496.0
2014-11-05,497.839996,506.230011,494.019989,505.369995,442400,505.369995
2014-11-06,504.01001,512.22998,499.019989,508.649994,269700,508.649994
2014-11-07,510.369995,511.399994,497.0,500.019989,252400,500.019989
2014-11-10,499.119995,509.459991,499.119995,508.98999,267700,508.98999
2014-11-11,509.839996,514.880005,503.0,514.340027,258600,514.340027
2014-11-12,514.340027,516.809998,509.480011,513.23999,159200,513.23999
2014-11-13,514.349976,523.409973,514.140015,516.099976,341000,516.099976
2014-11-14,517.409973,517.830017,510.75,512.210022,196100,512.210022
2014-11-17,510.299988,518.330017,509.950012,511.390015,173500,511.390015
2014-11-18,510.350006,517.849976,510.0,516.190002,222300,516.190002
2014-11-19,514.530029,515.73999,511.440002,513.030029,210900,513.030029
2014-11-20,511.829987,515.309998,511.359985,513.52002,114000,513.52002
2014-11-21,520.0,520.0,509.119995,515.429993,264100,515.429993
2014-11-24,515.0,522.280029,513.799988,521.330017,263700,521.330017
2014-11-25,520.0,523.650024,515.150024,516.48999,345500,516.48999
2014-11-26,504.23999,516.159973,504.23999,515.01001,146800,515.01001
2014-11-28,515.01001,519.690002,514.340027,517.77002,94200,517.77002
2014-12-01,515.869995,519.27002,511.679993,513.72998,131400,513.72998
2014-12-02,515.940002,516.049988,509.540009,512.380005,179400,512.380005
2014-12-03,511.709991,519.809998,510.890015,518.609985,158200,518.609985
2014-12-04,512.5,519.950012,509.0,510.700012,180200,510.700012
2014-12-05,509.0,514.73999,508.019989,508.869995,119100,508.869995
2014-12-08,501.399994,515.799988,501.399994,515.119995,248100,515.119995
2014-12-09,509.0,515.429993,505.619995,514.929993,172700,514.929993
2014-12-10,512.929993,512.929993,499.079987,500.790009,258700,500.790009
2014-12-11,504.600006,511.230011,504.0,506.119995,167200,506.119995
2014-12-12,501.0,511.470001,501.0,502.769989,182100,502.769989
2014-12-15,504.119995,509.309998,497.459991,499.01001,180800,499.01001
2014-12-16,499.579987,506.779999,496.660004,497.170013,139100,497.170013
2014-12-17,499.029999,512.549988,497.519989,510.209991,261500,510.209991
2014-12-18,514.789978,523.51001,511.0,523.51001,269500,523.51001
2014-12-19,520.820007,534.640015,520.22998,531.960022,484700,531.960022
2014-12-22,532.630005,538.830017,525.5,533.840027,150400,533.840027
2014-12-23,537.01001,537.909973,524.549988,526.159973,151800,526.159973
2014-12-24,528.609985,534.27002,523.799988,530.940002,74300,530.940002
2014-12-26,531.390015,534.679993,527.559998,531.23999,81200,531.23999
2014-12-29,532.070007,533.359985,527.400024,529.72998,110600,529.72998
2014-12-30,525.289978,532.72998,525.25,525.909973,107900,525.909973
2014-12-31,528.190002,536.0,525.419983,528.940002,148900,528.940002
2015-01-02,530.880005,535.799988,521.309998,525.570007,178200,525.570007
2015-01-05,522.780029,523.48999,513.789978,514.369995,430200,514.369995
2015-01-06,523.400024,524.429993,514.390015,519.789978,281600,519.789978
2015-01-07,523.780029,532.900024,521.200012,522.640015,377200,522.640015
2015-01-08,528.599976,536.700012,523.780029,533.0,406600,533.0
2015-01-09,530.969971,536.26001,520.47998,520.869995,327200,520.869995
2015-01-12,522.830017,526.299988,514.919983,525.51001,319900,525.51001
2015-01-13,532.0,534.0,516.73999,521.659973,477400,521.659973
2015-01-14,521.309998,536.849976,518.97998,535.359985,321900,535.359985
2015-01-15,535.119995,538.090027,522.440002,524.380005,247400,524.380005
