Date,Open_ROST,High_ROST,Low_ROST,Close_ROST,Volume_ROST,AdjClose_ROST
2013-08-07,67.68,67.739998,66.709999,66.879997,3647000,32.463853
2013-08-08,67.559998,67.559998,66.889999,67.129997,2800600,32.585204
2013-08-09,66.870003,67.18,66.5,67.010002,1711600,32.526958
2013-08-12,66.75,67.860001,66.690002,67.720001,2270200,32.871595
2013-08-13,67.760002,68.220001,67.470001,67.849998,2444400,32.934696
2013-08-14,67.389999,67.389999,66.309998,66.639999,3131200,32.347357
2013-08-15,66.0,66.0,64.650002,64.889999,4364800,31.497899
2013-08-16,64.760002,65.419998,64.669998,64.760002,3871600,31.434798
2013-08-19,65.660004,66.110001,65.099998,65.18,4251800,31.638667
2013-08-20,66.300003,67.720001,66.25,67.379997,6365400,32.706555
2013-08-21,67.040001,67.93,66.529999,67.559998,5320200,32.793928
2013-08-22,67.419998,70.18,67.309998,68.519997,4709000,33.259916
2013-08-23,70.769997,70.860001,69.190002,69.860001,7329600,33.91036
2013-08-26,70.0,70.0,68.970001,69.059998,3747800,33.522035
2013-08-27,68.489998,68.599998,67.730003,67.730003,3419600,32.87645
2013-08-28,68.019997,68.32,67.589996,67.769997,2309600,32.895863
2013-08-29,67.32,68.0,67.239998,67.790001,1945800,32.905573
2013-08-30,67.93,67.980003,67.07,67.260002,2040600,32.648309
2013-09-03,68.269997,69.029999,67.309998,68.150002,3571400,33.080319
2013-09-04,68.290001,69.540001,68.029999,69.089996,3134600,33.620461
2013-09-05,69.18,69.800003,68.980003,69.559998,2672800,33.849173
2013-09-06,69.370003,69.730003,68.68,68.760002,2633800,33.45988
2013-09-09,68.849998,69.220001,68.720001,69.089996,1490400,33.620461
2013-09-10,69.629997,69.940002,69.260002,69.870003,2054400,34.000027
2013-09-11,70.0,70.760002,69.919998,70.660004,3202400,34.384456
2013-09-12,70.660004,70.809998,70.150002,70.370003,2776400,34.243336
2013-09-13,70.699997,70.699997,69.699997,70.150002,1777800,34.136279
2013-09-16,71.0,71.050003,70.540001,70.889999,2462800,34.496376
2013-09-17,70.870003,71.589996,70.870003,71.169998,1944000,34.632628
2013-09-18,71.300003,72.540001,71.019997,72.220001,2617800,35.143579
2013-09-19,72.199997,72.839996,72.190002,72.339996,2330400,35.201971
2013-09-20,72.5,72.669998,71.379997,71.580002,5191000,34.832144
2013-09-23,71.389999,71.849998,71.309998,71.669998,2308400,34.875938
2013-09-24,71.949997,72.040001,71.120003,71.610001,1742000,34.846742
2013-09-25,72.43,72.43,71.260002,71.739998,2883000,34.910001
2013-09-26,71.760002,72.800003,71.75,72.360001,1859000,35.211706
2013-09-27,72.059998,72.660004,71.889999,72.550003,1659800,35.304164
2013-09-30,71.910004,73.0,71.709999,72.800003,2730600,35.425819
2013-10-01,73.0,73.940002,72.830002,73.739998,2505600,35.883238
2013-10-02,73.059998,74.050003,72.690002,74.010002,2981400,36.014627
2013-10-03,73.410004,73.900002,72.709999,73.160004,2430400,35.601002
2013-10-04,72.93,73.690002,72.779999,73.480003,1662800,35.756719
2013-10-07,73.089996,73.089996,72.32,72.410004,2211400,35.236038
2013-10-08,71.279999,72.769997,69.150002,71.449997,2390600,34.768881
2013-10-09,71.790001,71.879997,71.190002,71.269997,2337400,34.68129
2013-10-10,71.629997,72.550003,71.599998,72.360001,2958200,35.211706
2013-10-11,71.580002,72.75,71.419998,72.75,2454200,35.401486
2013-10-14,72.220001,73.120003,72.190002,72.980003,2234000,35.51341
2013-10-15,72.660004,72.82,72.330002,72.489998,2179000,35.274965
2013-10-16,73.099998,73.93,72.690002,73.860001,1963800,35.941633
2013-10-17,73.550003,73.769997,73.019997,73.720001,3134400,35.873507
2013-10-18,74.209999,74.540001,73.650002,74.300003,2045800,36.155746
2013-10-21,73.139999,74.809998,73.139999,74.5,1978200,36.253069
2013-10-22,75.599998,75.599998,74.349998,74.709999,3254000,36.355258
2013-10-23,74.529999,75.730003,74.279999,75.68,2641000,36.827278
2013-10-24,75.730003,75.959999,75.07,75.300003,2251600,36.642365
2013-10-25,75.519997,75.900002,75.089996,75.870003,2114200,36.919737
2013-10-28,75.989998,76.440002,75.779999,76.129997,3750200,37.046255
2013-10-29,76.470001,77.160004,76.419998,76.760002,3837000,37.352827
2013-10-30,76.660004,77.75,76.660004,77.160004,3539000,37.547475
2013-10-31,77.07,77.440002,76.669998,77.349998,2531800,37.63993
2013-11-01,77.75,78.519997,77.209999,77.629997,2874200,37.776183
2013-11-04,76.690002,77.5,76.690002,77.360001,2832200,37.644797
2013-11-05,79.059998,79.059998,76.940002,77.580002,2034600,37.751854
2013-11-06,77.82,78.220001,77.470001,77.739998,1965400,37.829711
2013-11-07,77.879997,78.550003,76.790001,76.919998,2413400,37.430684
2013-11-08,77.0,78.160004,76.720001,78.089996,1816000,38.000027
2013-11-11,78.019997,78.639999,77.690002,78.5,1735400,38.199542
2013-11-12,78.080002,78.870003,78.050003,78.769997,2250000,38.330927
2013-11-13,78.300003,80.089996,78.150002,80.059998,2807200,38.958665
2013-11-14,79.949997,81.25,79.580002,81.089996,2997800,39.459882
2013-11-15,81.019997,81.660004,80.230003,81.639999,3422200,39.727523
2013-11-18,81.699997,81.989998,80.510002,80.870003,2881200,39.352829
2013-11-19,80.910004,81.790001,80.470001,80.949997,2535400,39.391756
2013-11-20,81.440002,81.690002,80.690002,81.32,2672200,39.571806
2013-11-21,81.550003,81.550003,79.940002,80.260002,6071600,39.055991
2013-11-22,74.300003,76.400002,73.0,75.669998,19247400,36.822411
2013-11-25,75.989998,76.220001,75.129997,75.510002,5647200,36.744554
2013-11-26,75.68,76.93,75.580002,76.690002,6116200,37.318764
2013-11-27,78.339996,78.339996,76.489998,76.68,2438600,37.313897
2013-11-29,76.68,77.0,76.169998,76.459999,1206800,37.20684
2013-12-02,75.959999,76.080002,74.540001,74.690002,7029600,36.345527
2013-12-03,74.32,74.779999,73.0,73.25,6898400,35.644796
2013-12-04,71.730003,72.93,71.669998,72.68,6542800,35.367423
2013-12-05,72.709999,72.93,72.050003,72.25,3685200,35.158177
2013-12-06,72.879997,72.970001,71.900002,72.139999,3212400,35.104649
2013-12-09,72.0,72.220001,71.75,71.879997,4274000,35.060749
2013-12-10,71.580002,71.800003,71.349998,71.470001,3735000,34.860766
2013-12-11,71.290001,71.5,70.389999,70.389999,4938600,34.333976
2013-12-12,70.489998,71.330002,70.290001,70.620003,4543400,34.446164
2013-12-13,71.040001,71.970001,71.040001,71.739998,4872600,34.992462
2013-12-16,72.120003,73.25,72.099998,72.610001,5326400,35.416821
2013-12-17,72.349998,72.68,71.940002,71.970001,3564000,35.10465
2013-12-18,72.18,73.379997,71.68,73.370003,3799200,35.787526
2013-12-19,73.089996,73.529999,72.620003,73.32,3337400,35.763136
2013-12-20,73.489998,74.419998,73.32,74.019997,5459000,36.104572
2013-12-23,74.5,74.5,73.82,73.949997,1907400,36.070428
2013-12-24,74.029999,74.190002,73.720001,73.989998,900400,36.08994
2013-12-26,74.059998,74.699997,74.059998,74.5,1192600,36.338702
2013-12-27,74.43,74.599998,73.510002,73.75,2089600,35.972876
2013-12-30,73.959999,74.660004,73.75,74.349998,1669800,36.265536
2013-12-31,74.379997,75.040001,74.339996,74.93,2244000,36.548443
2014-01-02,74.349998,75.349998,74.0,74.269997,3027200,36.226514
2014-01-03,74.32,74.849998,74.099998,74.330002,2202800,36.255783
2014-01-06,74.379997,75.199997,74.160004,74.18,1986800,36.182617
2014-01-07,74.18,75.110001,73.709999,73.769997,3816000,35.98263
2014-01-08,73.870003,73.980003,73.209999,73.699997,4705600,35.948487
2014-01-09,73.889999,74.68,73.720001,74.650002,4387000,36.411868
2014-01-10,74.790001,75.199997,74.110001,74.650002,3253200,36.411868
2014-01-13,74.150002,74.360001,73.220001,73.290001,5264600,35.748504
2014-01-14,73.540001,73.800003,72.970001,73.199997,2086600,35.704603
2014-01-15,73.169998,73.550003,72.5,72.769997,2956000,35.494862
2014-01-16,73.610001,73.610001,71.870003,72.080002,3292000,35.158305
2014-01-17,72.050003,72.050003,71.220001,71.389999,3518800,34.821744
2014-01-21,71.690002,71.830002,70.040001,70.419998,5006600,34.348609
2014-01-22,71.330002,71.339996,69.209999,69.260002,5955600,33.7828
2014-01-23,69.040001,69.07,67.849998,68.489998,5469000,33.407217
2014-01-24,67.839996,68.629997,67.709999,67.830002,5052800,33.085292
2014-01-27,67.760002,68.93,67.470001,68.279999,5756400,33.304786
2014-01-28,68.389999,69.040001,67.629997,67.769997,5254600,33.056023
2014-01-29,67.5,68.120003,67.230003,67.660004,5231000,33.002372
2014-01-30,68.040001,68.190002,67.559998,67.959999,3578400,33.1487
2014-01-31,67.019997,68.440002,67.0,67.910004,4569600,33.124314
2014-02-03,68.0,68.199997,65.870003,65.93,6106600,32.158532
2014-02-04,66.349998,66.75,65.709999,65.779999,4890600,32.085366
2014-02-05,65.68,66.440002,65.150002,66.290001,9345400,32.334129
2014-02-06,66.449997,69.360001,66.32,69.309998,6051600,33.807186
2014-02-07,69.019997,69.599998,68.32,69.360001,3379600,33.831576
2014-02-10,70.580002,70.580002,68.900002,69.129997,3262400,33.719388
2014-02-11,69.279999,70.0,69.230003,69.529999,3332400,33.914496
2014-02-12,70.870003,70.889999,68.93,69.160004,2838200,33.734024
2014-02-13,70.18,70.18,69.150002,69.580002,2634600,33.938886
2014-02-14,69.260002,69.75,69.050003,69.419998,3809200,33.860841
2014-02-18,69.370003,69.459999,68.32,68.32,4484200,33.324297
2014-02-19,68.43,68.629997,67.760002,67.800003,4498400,33.070659
2014-02-20,67.980003,68.639999,67.260002,67.650002,4574200,32.997493
2014-02-21,68.18,68.449997,67.389999,67.449997,4673800,32.899938
2014-02-24,67.650002,69.489998,67.410004,69.269997,5954200,33.787675
2014-02-25,69.629997,70.410004,68.709999,70.040001,5077400,34.163258
2014-02-26,70.839996,72.0,69.989998,71.690002,9246400,34.968076
2014-02-27,72.230003,72.529999,71.449997,72.309998,6017600,35.27049
2014-02-28,73.830002,73.900002,71.57,72.800003,8432400,35.509498
2014-03-03,72.910004,72.910004,71.480003,72.290001,3297400,35.260736
2014-03-04,72.629997,73.279999,72.400002,72.449997,3304600,35.338777
2014-03-05,73.489998,73.489998,71.650002,71.949997,3758200,35.094893
2014-03-06,71.970001,72.080002,71.199997,71.75,2678000,35.094895
2014-03-07,72.139999,72.260002,71.190002,72.050003,3537400,35.241635
2014-03-10,71.860001,72.5,71.660004,72.360001,2530400,35.393263
2014-03-11,72.330002,72.610001,71.779999,72.25,2912800,35.339459
2014-03-12,73.029999,73.029999,71.970001,72.379997,2660800,35.403044
2014-03-13,72.360001,72.57,72.029999,72.300003,2425000,35.363917
2014-03-14,72.160004,73.32,72.160004,72.669998,4181600,35.544891
2014-03-17,72.989998,74.139999,72.830002,74.089996,3954200,36.239452
2014-03-18,74.93,74.93,73.099998,73.25,3024600,35.828586
2014-03-19,73.120003,73.800003,72.169998,72.660004,2075000,35.540003
2014-03-20,72.379997,73.080002,72.300003,72.769997,1983800,35.593803
2014-03-21,73.470001,74.029999,72.860001,72.970001,6136200,35.691631
2014-03-24,74.099998,74.410004,72.57,73.290001,3690800,35.848152
2014-03-25,73.400002,73.720001,71.57,71.669998,3805600,35.055764
2014-03-26,71.860001,72.309998,71.089996,71.209999,2636800,34.830766
2014-03-27,71.32,71.720001,70.660004,71.410004,3714600,34.928594
2014-03-28,71.550003,72.57,71.400002,72.099998,2951000,35.266089
2014-03-31,72.25,72.599998,71.309998,71.57,3185600,35.006852
2014-04-01,72.010002,72.93,71.690002,72.900002,3143800,35.657392
2014-04-02,72.800003,73.830002,72.739998,73.5,3742200,35.950868
2014-04-03,73.650002,74.279999,73.199997,73.419998,1939000,35.911737
2014-04-04,73.650002,73.779999,72.290001,72.379997,2317200,35.403044
2014-04-07,72.190002,72.57,70.580002,70.769997,2634600,34.615548
2014-04-08,70.529999,71.809998,70.169998,71.650002,2443000,35.045983
2014-04-09,71.800003,72.0,70.93,71.440002,2279200,34.943267
2014-04-10,71.260002,71.559998,69.650002,69.860001,3712200,34.170444
2014-04-11,69.599998,69.610001,68.709999,69.050003,3353400,33.774252
2014-04-14,69.550003,69.910004,68.860001,69.269997,2860600,33.881857
2014-04-15,69.610001,69.989998,68.660004,69.139999,2887800,33.818272
2014-04-16,69.68,69.980003,69.269997,69.389999,1653000,33.940554
2014-04-17,69.330002,69.889999,68.919998,68.989998,2246200,33.744902
2014-04-21,69.220001,69.779999,68.980003,69.029999,2254200,33.764468
2014-04-22,69.18,69.68,68.860001,69.07,2207400,33.784033
2014-04-23,69.139999,69.389999,68.419998,68.529999,3236800,33.519904
2014-04-24,68.779999,69.040001,68.419998,68.43,2844600,33.470992
2014-04-25,68.260002,68.519997,67.739998,67.769997,4095200,33.148166
2014-04-28,68.160004,68.529999,67.610001,68.269997,4521800,33.39273
2014-04-29,68.660004,68.910004,67.860001,68.559998,2564400,33.534577
2014-04-30,68.389999,68.540001,67.739998,68.080002,3125000,33.299798
2014-05-01,68.269997,69.059998,67.769997,68.529999,2338200,33.519904
2014-05-02,68.959999,69.379997,68.290001,68.379997,2052200,33.446534
2014-05-05,67.93,68.489998,67.669998,68.07,1622200,33.294906
2014-05-06,67.639999,68.010002,67.529999,67.650002,6104000,33.089473
2014-05-07,67.589996,67.870003,67.220001,67.779999,3029400,33.153058
2014-05-08,68.0,69.290001,67.910004,69.050003,4098200,33.774252
2014-05-09,69.0,69.279999,68.470001,69.150002,3394800,33.823164
2014-05-12,69.199997,70.099998,69.199997,69.660004,2740000,34.07262
2014-05-13,69.419998,69.720001,69.110001,69.150002,3151600,33.823164
2014-05-14,69.139999,69.519997,68.879997,69.010002,2976000,33.754687
2014-05-15,69.110001,69.110001,67.769997,68.419998,4021600,33.4661
2014-05-16,68.559998,69.57,68.559998,69.529999,2915800,34.009031
2014-05-19,69.410004,69.550003,69.050003,69.209999,2399000,33.852511
2014-05-20,67.800003,68.029999,66.93,67.110001,6108800,32.825344
2014-05-21,67.07,68.540001,67.07,68.080002,4836200,33.299798
2014-05-22,68.089996,68.730003,67.779999,68.099998,4192000,33.309579
2014-05-23,68.589996,69.25,67.860001,68.849998,10124600,33.676425
2014-05-27,70.589996,70.589996,67.449997,68.300003,5914000,33.407407
2014-05-28,68.440002,68.470001,67.360001,67.480003,5175000,33.006322
2014-05-29,67.75,67.769997,67.050003,67.760002,4283200,33.143278
2014-05-30,68.010002,68.68,67.760002,68.449997,3636000,33.480773
2014-06-02,68.470001,68.699997,67.879997,68.349998,3401000,33.431861
2014-06-03,68.139999,68.400002,67.849998,68.220001,1925600,33.368276
2014-06-04,67.93,68.629997,67.879997,68.620003,1991400,33.563927
2014-06-05,68.489998,68.889999,67.5,68.699997,2904000,33.603055
2014-06-06,68.870003,69.190002,68.550003,69.080002,2121600,33.887579
2014-06-09,69.120003,69.900002,68.650002,68.720001,2736800,33.710978
2014-06-10,68.650002,68.699997,67.660004,67.68,3268800,33.2008
2014-06-11,67.650002,67.68,66.870003,67.400002,3138800,33.063445
2014-06-12,67.230003,67.230003,66.529999,66.779999,3424800,32.759299
2014-06-13,66.760002,67.199997,66.510002,67.120003,2784000,32.92609
2014-06-16,66.910004,67.129997,66.660004,66.949997,2701000,32.842693
2014-06-17,66.959999,67.410004,66.75,67.239998,2232800,32.984954
2014-06-18,67.410004,68.300003,67.309998,68.129997,2897200,33.421549
2014-06-19,68.199997,68.410004,67.650002,67.830002,2630400,33.274384
2014-06-20,68.129997,68.57,67.870003,67.940002,4886200,33.328346
2014-06-23,67.800003,68.029999,67.43,67.980003,2960600,33.347968
2014-06-24,67.699997,67.75,66.709999,66.760002,2804000,32.74949
2014-06-25,66.940002,67.07,66.169998,66.330002,2808000,32.538551
2014-06-26,66.25,66.379997,65.449997,66.010002,3861000,32.381573
2014-06-27,65.989998,66.169998,65.599998,65.800003,2968400,32.278557
2014-06-30,66.089996,66.610001,65.889999,66.129997,2459000,32.440437
2014-07-01,66.540001,66.589996,65.989998,66.519997,2593600,32.631754
2014-07-02,66.730003,67.230003,66.5,66.970001,2408400,32.852506
2014-07-03,67.059998,67.459999,67.059998,67.160004,1037800,32.945713
2014-07-07,67.050003,67.25,66.510002,66.620003,1950800,32.680812
2014-07-08,66.650002,67.089996,66.290001,66.93,4224400,32.832883
2014-07-09,67.279999,67.790001,66.949997,67.760002,2767200,33.240045
2014-07-10,66.82,67.040001,66.440002,66.599998,2667600,32.670999
2014-07-11,66.25,66.650002,65.580002,65.800003,2908800,32.278557
2014-07-14,66.059998,66.330002,64.970001,65.059998,3853600,31.915543
2014-07-15,64.959999,65.540001,64.900002,65.269997,3976800,32.018559
2014-07-16,64.57,65.089996,62.119999,62.150002,11583200,30.488028
2014-07-17,61.91,62.540001,61.830002,62.189999,8842800,30.507649
2014-07-18,62.240002,63.57,62.080002,63.310001,4440200,31.057073
2014-07-21,63.0,63.32,62.619999,62.779999,4219200,30.797077
2014-07-22,63.0,63.25,62.580002,62.599998,3646600,30.708777
2014-07-23,62.560001,63.099998,62.509998,63.0,2870400,30.905
2014-07-24,62.98,64.0,62.950001,63.630001,2690400,31.21405
2014-07-25,63.360001,63.75,63.349998,63.459999,2277000,31.130655
2014-07-28,63.41,64.209999,63.349998,63.950001,2653000,31.371028
2014-07-29,64.129997,64.379997,63.73,63.869999,2260200,31.331783
2014-07-30,63.950001,64.860001,63.950001,64.769997,3151000,31.773282
2014-07-31,64.309998,64.879997,64.309998,64.400002,3757200,31.591778
2014-08-01,64.489998,64.93,64.25,64.690002,2792200,31.73404
2014-08-04,64.589996,65.040001,64.360001,64.889999,3483200,31.83215
2014-08-05,64.720001,65.309998,64.300003,64.660004,3029000,31.719324
2014-08-06,64.160004,65.529999,64.160004,64.940002,3440400,31.856679
2014-08-07,65.239998,65.449997,64.489998,64.639999,3254800,31.709511
2014-08-08,64.940002,67.150002,64.940002,66.75,4027800,32.744583
2014-08-11,66.580002,66.75,66.230003,66.32,2378000,32.533644
2014-08-12,66.489998,66.629997,65.82,66.010002,2164600,32.381573
2014-08-13,65.75,65.849998,64.800003,65.400002,2821800,32.082334
2014-08-14,65.540001,66.160004,65.379997,66.099998,1757400,32.425721
2014-08-15,66.510002,66.57,65.169998,65.550003,2539800,32.155918
2014-08-18,66.139999,66.739998,65.830002,66.620003,2812000,32.680812
2014-08-19,67.349998,69.449997,67.349998,69.309998,6220000,34.000404
2014-08-20,69.080002,69.989998,68.68,69.870003,4628200,34.275118
2014-08-21,69.949997,70.150002,68.919998,69.25,4838200,33.970972
2014-08-22,72.25,74.440002,72.190002,74.370003,11708000,36.482618
2014-08-25,74.349998,74.5,73.510002,73.82,4458200,36.212811
2014-08-26,73.82,74.870003,73.82,74.349998,3660800,36.472805
2014-08-27,74.639999,75.529999,74.349998,75.150002,3109000,36.865251
2014-08-28,74.910004,75.43,74.089996,75.230003,2271000,36.904496
2014-08-29,74.620003,75.660004,74.620003,75.419998,3906000,36.997699
2014-09-02,75.43,76.080002,75.300003,75.769997,3889000,37.169393
2014-09-03,75.879997,76.510002,75.459999,76.110001,4591000,37.434996
2014-09-04,76.110001,77.029999,76.07,76.870003,3308600,37.808806
2014-09-05,76.620003,76.839996,75.699997,76.839996,3697200,37.794047
2014-09-08,75.650002,76.849998,75.459999,76.260002,3281600,37.508774
2014-09-09,76.440002,76.440002,75.169998,75.510002,3098000,37.139884
2014-09-10,75.589996,76.190002,75.07,75.300003,2389600,37.036595
2014-09-11,75.120003,75.529999,75.07,75.480003,1976200,37.125129
2014-09-12,75.290001,75.660004,74.669998,75.160004,2291000,36.967736
2014-09-15,75.449997,75.75,74.889999,74.949997,1822400,36.864443
2014-09-16,74.940002,75.760002,74.75,75.489998,2099200,37.130045
2014-09-17,75.629997,75.800003,75.029999,75.489998,1646600,37.130045
2014-09-18,75.589996,75.900002,75.389999,75.669998,1494600,37.218579
2014-09-19,76.0,76.18,75.059998,75.5,3890400,37.134964
2014-09-22,75.199997,75.720001,74.57,74.589996,2274400,36.687376
2014-09-23,74.669998,74.82,74.099998,74.169998,2462600,36.480798
2014-09-24,74.160004,75.93,74.019997,75.720001,2650400,37.243173
2014-09-25,75.110001,75.510002,74.260002,74.830002,3067400,36.805423
2014-09-26,74.690002,76.110001,74.589996,76.010002,2849000,37.385811
2014-09-29,75.360001,76.0,75.010002,75.459999,2047600,37.11529
2014-09-30,75.57,75.739998,74.889999,75.580002,3030000,37.174314
2014-10-01,75.440002,75.540001,74.800003,74.989998,2507600,36.884118
2014-10-02,75.019997,75.970001,74.720001,75.809998,3073400,37.287438
2014-10-03,76.029999,77.349998,75.809998,76.970001,3664000,37.85799
2014-10-06,77.120003,77.199997,75.529999,75.790001,2980600,37.277602
2014-10-07,75.410004,75.68,74.75,75.099998,3736400,36.938222
2014-10-08,75.25,76.690002,75.110001,76.440002,3677200,37.597308
2014-10-09,76.540001,76.910004,75.730003,76.169998,5177800,37.464506
2014-10-10,76.330002,78.239998,76.169998,77.529999,5284600,38.133427
2014-10-13,77.18,78.300003,76.650002,76.870003,3700200,37.808806
2014-10-14,77.459999,78.110001,76.940002,77.839996,3779600,38.285901
2014-10-15,76.919998,77.629997,75.639999,76.459999,5229000,37.607144
2014-10-16,75.18,76.940002,75.18,76.720001,3588000,37.735027
2014-10-17,77.059998,77.529999,76.010002,77.190002,3840400,37.966199
2014-10-20,76.540001,78.480003,76.489998,78.400002,2420400,38.561341
2014-10-21,77.010002,80.18,77.010002,79.580002,3600800,39.141729
2014-10-22,79.739998,80.360001,79.290001,79.389999,3373200,39.048276
2014-10-23,79.410004,81.110001,79.410004,80.080002,3319200,39.387656
2014-10-24,80.300003,80.529999,79.580002,80.5,2817200,39.594234
2014-10-27,80.489998,80.75,80.050003,80.620003,3369800,39.653257
2014-10-28,80.470001,80.610001,79.389999,80.32,2736000,39.5057
2014-10-29,80.300003,80.690002,79.639999,80.07,2032200,39.382736
2014-10-30,79.879997,81.050003,79.540001,80.830002,1686600,39.756546
2014-10-31,81.989998,82.0,80.239998,80.720001,2231200,39.702442
2014-11-03,80.739998,81.419998,80.470001,81.239998,1949600,39.958204
2014-11-04,81.139999,81.239998,80.209999,80.440002,4103000,39.564724
2014-11-05,80.68,81.089996,80.120003,80.769997,1566000,39.727032
2014-11-06,79.650002,82.010002,79.650002,81.879997,2497400,40.272991
2014-11-07,81.980003,81.980003,81.160004,81.410004,2403000,40.041822
2014-11-10,81.309998,82.379997,81.25,82.309998,2874000,40.484488
2014-11-11,82.389999,82.730003,81.68,81.93,2545000,40.297585
2014-11-12,81.709999,83.029999,81.589996,82.790001,3440200,40.720579
2014-11-13,82.989998,83.099998,81.910004,82.559998,2607600,40.607451
2014-11-14,81.82,81.82,80.849998,81.379997,3748000,40.027064
2014-11-17,81.360001,81.93,80.989998,81.339996,2605600,40.007389
2014-11-18,80.0,81.57,79.470001,81.279999,3416800,39.977879
2014-11-19,81.239998,82.309998,81.239998,82.160004,3406000,40.410713
2014-11-20,82.360001,83.540001,82.050003,83.209999,4725800,40.927157
2014-11-21,89.290001,89.559998,87.669998,89.300003,12594200,43.922549
2014-11-24,89.760002,90.25,88.169998,89.040001,5426600,43.794666
2014-11-25,89.400002,90.169998,88.940002,89.290001,4367400,43.917629
2014-11-26,89.559998,90.0,89.309998,89.769997,2349000,44.153717
2014-11-28,90.150002,91.989998,89.5,91.480003,1984400,44.99479
2014-12-01,91.25,91.349998,89.970001,90.160004,2767400,44.345543
2014-12-02,90.459999,90.989998,89.309998,90.279999,2458800,44.404563
2014-12-03,89.470001,91.07,89.290001,90.849998,2332200,44.68492
2014-12-04,90.760002,91.419998,90.470001,91.050003,2199000,44.783293
2014-12-05,91.389999,91.82,90.279999,90.690002,1912200,44.606225
2014-12-08,90.199997,91.099998,89.980003,90.209999,1441600,44.468201
2014-12-09,89.389999,90.18,88.940002,89.860001,1943200,44.295672
2014-12-10,89.739998,90.870003,89.019997,89.300003,1866600,44.019627
2014-12-11,91.029999,92.080002,89.300003,90.82,2457800,44.768895
2014-12-12,90.019997,91.830002,90.019997,90.580002,2638600,44.650591
2014-12-15,91.43,92.370003,90.720001,92.050003,2865800,45.375214
2014-12-16,91.910004,92.75,89.959999,89.970001,3211000,44.349896
2014-12-17,90.089996,90.889999,89.150002,90.769997,3575400,44.744247
2014-12-18,92.120003,92.709999,90.830002,92.709999,2847800,45.700553
2014-12-19,92.620003,93.290001,90.709999,91.019997,4843200,44.867482
2014-12-22,91.519997,93.25,90.790001,93.160004,2207200,45.922379
2014-12-23,94.5,94.580002,93.239998,93.32,1837600,46.001248
2014-12-24,93.639999,93.790001,92.639999,92.720001,1015600,45.705484
2014-12-26,93.190002,93.879997,92.949997,93.410004,1008600,46.045614
2014-12-29,93.040001,94.690002,93.029999,94.099998,1705200,46.385741
2014-12-30,93.459999,94.309998,93.099998,93.93,1641400,46.301942
2014-12-31,94.410004,96.190002,94.239998,94.260002,2512200,46.464613
2015-01-02,94.839996,95.32,93.129997,93.730003,1815200,46.203355
2015-01-05,93.739998,94.239998,93.010002,93.660004,3050400,46.16885
