Date,Open_MCO,High_MCO,Low_MCO,Close_MCO,Volume_MCO,AdjClose_MCO
2013-07-31,66.629997,68.059998,66.589996,67.769997,1804600,65.018086
2013-08-01,68.309998,69.290001,68.169998,68.910004,1211900,66.111801
2013-08-02,68.5,69.32,68.019997,69.220001,921900,66.409211
2013-08-05,69.059998,69.25,68.400002,69.230003,790600,66.418807
2013-08-06,69.160004,71.25,69.089996,70.959999,1960500,68.078554
2013-08-07,70.620003,70.639999,69.300003,69.68,1863400,66.850531
2013-08-08,70.879997,70.879997,68.790001,69.32,1434500,66.505149
2013-08-09,69.32,70.0,69.139999,69.580002,875100,66.754593
2013-08-12,69.120003,69.809998,68.93,69.0,457100,66.198143
2013-08-13,69.330002,69.709999,68.830002,69.0,867500,66.198143
2013-08-14,69.040001,69.239998,65.449997,65.5,2559100,62.840267
2013-08-15,64.75,64.93,63.700001,64.349998,1825700,61.736963
2013-08-16,64.519997,65.309998,63.869999,64.440002,1152400,62.064434
2013-08-19,64.290001,65.199997,63.959999,63.990002,1194400,61.631022
2013-08-20,64.080002,64.889999,63.889999,64.57,695400,62.189638
2013-08-21,64.309998,64.370003,63.09,63.18,1046800,60.850881
2013-08-22,63.459999,65.690002,63.349998,65.190002,810100,62.786785
2013-08-23,65.419998,65.959999,64.769997,65.18,939400,62.777152
2013-08-26,65.199997,65.589996,64.68,64.760002,884100,62.372636
2013-08-27,63.880001,64.400002,63.380001,63.43,835400,61.091665
2013-08-28,63.389999,64.190002,63.25,63.720001,760900,61.370975
2013-08-29,63.419998,64.650002,63.419998,64.059998,577800,61.698437
2013-08-30,64.129997,64.139999,62.950001,63.560001,1088800,61.216874
2013-09-03,65.029999,65.68,63.709999,64.07,1191700,61.708071
2013-09-04,63.970001,64.510002,63.41,64.110001,937000,61.746597
2013-09-05,64.0,64.459999,63.540001,63.619999,942700,61.274659
2013-09-06,64.230003,66.169998,63.599998,65.779999,1496900,63.355031
2013-09-09,66.190002,66.470001,65.050003,65.970001,1119800,63.538029
2013-09-10,66.43,67.279999,66.290001,67.199997,877500,64.722681
2013-09-11,67.0,67.900002,66.870003,67.739998,1065200,65.242775
2013-09-12,67.860001,67.970001,67.349998,67.510002,945900,65.021258
2013-09-13,67.459999,67.730003,66.870003,67.400002,634400,64.915313
2013-09-16,68.559998,69.440002,68.209999,69.040001,770700,66.494854
2013-09-17,69.220001,70.730003,68.709999,70.370003,983500,67.775825
2013-09-18,69.629997,71.68,69.629997,71.309998,963800,68.681168
2013-09-19,71.419998,71.739998,71.059998,71.489998,1299400,68.854532
2013-09-20,71.209999,71.720001,70.589996,70.599998,1343300,67.997342
2013-09-23,70.449997,71.07,70.019997,70.690002,843500,68.084028
2013-09-24,70.779999,71.459999,70.269997,70.510002,1056300,67.910664
2013-09-25,70.75,71.059998,69.639999,70.239998,1200200,67.650613
2013-09-26,70.580002,70.900002,69.800003,70.760002,857900,68.151448
2013-09-27,70.18,70.540001,69.879997,70.349998,1121700,67.756559
2013-09-30,69.849998,70.75,69.370003,70.330002,935100,67.737299
2013-10-01,70.330002,71.379997,70.139999,71.239998,745000,68.613748
2013-10-02,70.760002,71.279999,70.029999,71.0,856700,68.382598
2013-10-03,70.669998,71.260002,69.580002,70.019997,735200,67.438722
2013-10-04,70.139999,71.019997,69.949997,70.93,702000,68.315179
2013-10-07,70.330002,71.489998,70.269997,70.660004,683900,68.055136
2013-10-08,70.599998,71.160004,69.349998,69.57,872200,67.005314
2013-10-09,69.690002,70.620003,68.980003,69.959999,1010200,67.380937
2013-10-10,70.879997,71.910004,70.720001,71.440002,1114300,68.80638
2013-10-11,71.239998,71.760002,70.790001,71.459999,780400,68.825639
2013-10-14,71.019997,71.839996,70.860001,71.620003,734400,68.979744
2013-10-15,71.440002,71.669998,70.580002,70.599998,1087900,67.997342
2013-10-16,71.160004,71.660004,71.010002,71.599998,1062100,68.960478
2013-10-17,71.440002,72.0,71.07,71.959999,800800,69.307207
2013-10-18,72.160004,73.580002,72.160004,73.209999,942900,70.511126
2013-10-21,73.150002,73.150002,72.440002,72.959999,462800,70.270342
2013-10-22,73.349998,73.900002,72.959999,73.050003,869900,70.357028
2013-10-23,72.459999,72.769997,71.860001,71.949997,671200,69.297573
2013-10-24,72.059998,73.199997,72.059998,73.199997,1131800,70.501492
2013-10-25,71.0,71.93,66.910004,71.559998,2964300,68.921951
2013-10-28,71.459999,72.160004,70.32,70.459999,1699800,67.862504
2013-10-29,71.019997,72.269997,71.019997,71.989998,936200,69.3361
2013-10-30,72.0,72.160004,70.879997,71.230003,829700,68.604122
2013-10-31,71.239998,71.610001,70.309998,70.660004,1357300,68.055136
2013-11-01,70.669998,71.629997,70.629997,71.190002,841100,68.565596
2013-11-04,71.540001,72.559998,71.360001,72.419998,712700,69.750248
2013-11-05,72.209999,72.699997,71.699997,72.110001,747900,69.451679
2013-11-06,72.5,72.870003,72.0,72.279999,530500,69.61541
2013-11-07,72.290001,72.769997,71.18,71.379997,846500,68.748587
2013-11-08,71.239998,73.110001,71.230003,73.07,787600,70.376288
2013-11-11,73.0,73.730003,72.800003,73.449997,635200,70.742276
2013-11-12,73.25,73.25,72.239998,72.830002,849700,70.145137
2013-11-13,72.529999,73.410004,72.099998,73.330002,703700,70.626705
2013-11-14,69.980003,74.040001,69.980003,73.940002,500300,71.214218
2013-11-15,74.279999,75.07,74.029999,75.050003,873500,72.283298
2013-11-18,74.93,75.32,74.050003,74.230003,802600,71.732475
2013-11-19,74.220001,75.120003,74.059998,74.540001,1074300,72.032042
2013-11-20,74.690002,74.989998,73.870003,74.260002,519700,71.761464
2013-11-21,74.239998,74.940002,74.139999,74.309998,960800,71.809778
2013-11-22,74.419998,75.519997,74.279999,75.480003,1220800,72.940418
2013-11-25,75.529999,75.889999,74.220001,74.489998,746400,71.983722
2013-11-26,74.519997,75.139999,73.5,74.239998,735100,71.742133
2013-11-27,74.330002,74.900002,73.870003,74.230003,460700,71.732475
2013-11-29,74.410004,75.309998,73.970001,74.629997,581000,72.119011
2013-12-02,74.410004,75.5,74.239998,74.730003,552400,72.215652
2013-12-03,74.32,75.139999,73.389999,73.790001,613200,71.307277
2013-12-04,73.32,73.870003,71.959999,73.220001,800100,70.756455
2013-12-05,72.699997,73.459999,72.300003,72.389999,1046900,69.954379
2013-12-06,73.419998,74.010002,72.559998,73.919998,532900,71.4329
2013-12-09,74.010002,74.300003,73.07,73.419998,712100,70.949723
2013-12-10,73.220001,73.849998,72.910004,73.089996,592500,70.630824
2013-12-11,73.330002,73.440002,72.160004,72.279999,714100,69.84808
2013-12-12,72.260002,72.93,71.639999,71.709999,810500,69.297258
2013-12-13,72.300003,72.860001,71.800003,71.830002,727900,69.413223
2013-12-16,73.220001,74.379997,72.589996,73.919998,1094900,71.4329
2013-12-17,74.269997,74.370003,73.589996,73.629997,812800,71.152656
2013-12-18,74.07,75.18,73.0,75.120003,1154000,72.59253
2013-12-19,74.610001,75.18,74.029999,74.199997,719100,71.703478
2013-12-20,74.800003,77.370003,74.599998,77.300003,2463800,74.699182
2013-12-23,77.5,77.620003,76.589996,77.239998,732300,74.641196
2013-12-24,77.120003,77.57,76.779999,77.419998,221600,74.81514
2013-12-26,77.410004,77.809998,76.709999,77.68,326700,75.066394
2013-12-27,77.769997,77.910004,77.309998,77.440002,340100,74.834471
2013-12-30,77.419998,78.459999,77.160004,78.260002,655800,75.626881
2013-12-31,78.269997,79.150002,78.150002,78.470001,624800,75.829815
2014-01-02,77.860001,77.959999,76.419998,77.32,950700,74.718506
2014-01-03,77.220001,78.07,76.769997,77.830002,905500,75.211348
2014-01-06,78.120003,78.739998,77.43,77.830002,823400,75.211348
2014-01-07,77.879997,78.209999,77.489998,77.889999,809200,75.269327
2014-01-08,77.900002,78.040001,75.720001,76.279999,1874900,73.713497
2014-01-09,76.459999,76.599998,75.480003,76.559998,957600,73.984075
2014-01-10,76.639999,77.379997,76.489998,76.75,920800,74.167684
2014-01-13,76.639999,76.860001,74.849998,75.080002,676700,72.553874
2014-01-14,75.5,76.489998,75.279999,76.029999,888100,73.471908
2014-01-15,76.290001,76.739998,75.900002,76.459999,875600,73.887441
2014-01-16,76.400002,76.699997,75.470001,76.099998,654500,73.539552
2014-01-17,75.519997,76.650002,75.519997,75.75,799700,73.20133
2014-01-21,76.480003,77.0,75.75,76.220001,544400,73.655518
2014-01-22,76.349998,76.970001,76.010002,76.589996,622600,74.013064
2014-01-23,75.959999,76.18,75.389999,75.470001,736900,72.930752
2014-01-24,74.260002,75.5,72.970001,72.970001,1097800,70.514867
2014-01-27,72.959999,74.160004,72.650002,73.669998,903300,71.191312
2014-01-28,73.650002,75.190002,73.650002,74.699997,774900,72.186655
2014-01-29,73.82,74.68,72.919998,73.290001,843700,70.8241
2014-01-30,73.860001,75.379997,73.860001,75.169998,641400,72.640843
2014-01-31,73.709999,75.199997,73.300003,74.580002,751400,72.070697
2014-02-03,74.470001,74.860001,72.610001,72.650002,1297000,70.205633
2014-02-04,73.040001,75.0,72.57,74.870003,1252200,72.350941
2014-02-05,74.760002,75.099998,73.93,74.550003,839500,72.041708
2014-02-06,74.699997,77.580002,74.620003,76.769997,1238400,74.187008
2014-02-07,84.169998,85.699997,79.720001,80.019997,3926400,77.327659
2014-02-10,80.169998,80.169998,79.089996,79.339996,979100,76.670538
2014-02-11,79.07,79.720001,78.459999,79.5,1135700,76.825158
2014-02-12,79.389999,79.849998,79.25,79.580002,1034900,76.902468
2014-02-13,78.889999,79.669998,78.889999,79.449997,952800,76.776838
2014-02-14,79.309998,79.720001,78.779999,79.529999,953100,76.854148
2014-02-18,79.580002,79.769997,79.029999,79.419998,1055500,77.01901
2014-02-19,79.169998,80.059998,78.959999,79.209999,1000200,76.815359
2014-02-20,79.330002,79.5,78.510002,78.93,1306500,76.543825
2014-02-21,78.739998,79.389999,78.699997,78.800003,1066000,76.417758
2014-02-24,78.75,79.330002,78.400002,78.760002,1517000,76.378966
2014-02-25,78.989998,79.639999,78.209999,78.349998,995000,75.981358
2014-02-26,78.599998,79.169998,78.309998,78.900002,1337500,76.514733
2014-02-27,78.870003,79.18,78.440002,78.889999,1102000,76.505034
2014-02-28,78.800003,79.269997,78.519997,79.0,1429400,76.611709
2014-03-03,78.0,79.169998,77.669998,78.660004,1332500,76.281991
2014-03-04,79.339996,81.239998,79.309998,81.139999,1520000,78.687013
2014-03-05,80.970001,82.379997,80.550003,82.010002,1370200,79.530714
2014-03-06,82.120003,82.949997,82.059998,82.849998,840500,80.345316
2014-03-07,82.860001,83.260002,81.989998,82.779999,1024000,80.277432
2014-03-10,82.610001,83.099998,82.110001,83.029999,588900,80.519874
2014-03-11,83.220001,83.510002,82.709999,83.18,912500,80.665341
2014-03-12,82.82,83.620003,81.989998,83.580002,1258500,81.05325
2014-03-13,83.480003,83.580002,79.18,79.459999,2326300,77.057801
2014-03-14,79.309998,80.900002,79.010002,80.690002,1581700,78.25062
2014-03-17,81.529999,82.540001,81.360001,81.68,1100900,79.210688
2014-03-18,81.660004,82.559998,81.18,81.949997,932600,79.472523
2014-03-19,80.029999,82.589996,80.029999,81.68,1213600,79.210688
2014-03-20,80.949997,81.480003,79.239998,80.93,1110700,78.483362
2014-03-21,81.389999,82.760002,81.080002,81.089996,1517300,78.638521
2014-03-24,81.43,81.720001,80.110001,80.290001,1201500,77.862711
2014-03-25,80.660004,80.809998,79.529999,79.739998,698300,77.329335
2014-03-26,80.239998,80.660004,78.669998,78.68,774500,76.301383
2014-03-27,78.18,78.690002,77.379997,77.760002,1267100,75.409198
2014-03-28,78.110001,78.519997,77.120003,77.57,887900,75.22494
2014-03-31,78.279999,79.470001,78.220001,79.32,859500,76.922034
2014-04-01,79.639999,80.860001,79.419998,80.800003,850500,78.357295
2014-04-02,81.639999,83.300003,79.949997,80.279999,897600,77.853011
2014-04-03,80.559998,81.120003,79.919998,80.190002,717700,77.765736
2014-04-04,80.510002,81.519997,79.540001,79.620003,1068400,77.212968
2014-04-07,79.529999,79.860001,77.400002,77.970001,1227900,75.612848
2014-04-08,78.290001,78.75,77.849998,78.330002,1126300,75.961966
2014-04-09,78.349998,79.690002,77.709999,79.68,1029900,77.271152
2014-04-10,79.660004,79.889999,76.599998,76.599998,1077000,74.284263
2014-04-11,75.239998,76.360001,74.360001,74.489998,1571500,72.238051
2014-04-14,75.339996,76.589996,75.290001,75.82,2035500,73.527845
2014-04-15,76.099998,76.849998,74.699997,75.510002,1664300,73.227219
2014-04-16,75.949997,77.660004,75.559998,77.650002,1254700,75.302523
2014-04-17,77.660004,79.440002,77.620003,78.849998,944000,76.466242
2014-04-21,78.529999,79.25,78.440002,78.849998,481600,76.466242
2014-04-22,78.809998,80.080002,78.629997,79.68,926000,77.271152
2014-04-23,79.739998,80.849998,79.57,79.879997,971400,77.465102
2014-04-24,81.510002,81.669998,79.309998,79.650002,997500,77.24206
2014-04-25,79.900002,81.470001,78.870003,79.129997,2297100,76.737776
2014-04-28,79.279999,79.599998,77.690002,78.349998,1660200,75.981358
2014-04-29,78.620003,79.300003,78.269997,78.400002,859800,76.029849
2014-04-30,77.459999,78.849998,77.459999,78.5,1177200,76.126824
2014-05-01,78.309998,78.720001,77.540001,78.260002,960300,75.894082
2014-05-02,78.5,79.129997,78.040001,78.580002,461700,76.204408
2014-05-05,77.870003,80.209999,77.389999,79.739998,1237000,77.329335
2014-05-06,79.599998,82.290001,79.309998,81.32,1872400,78.861571
2014-05-07,81.5,82.059998,80.57,81.980003,1284000,79.501622
2014-05-08,82.010002,83.260002,81.57,81.82,1128400,79.346455
2014-05-09,81.790001,82.860001,81.559998,82.800003,759100,80.296832
2014-05-12,83.199997,83.910004,83.080002,83.860001,979000,81.324784
2014-05-13,83.730003,83.940002,83.139999,83.239998,581700,80.723525
2014-05-14,83.050003,83.599998,82.43,83.080002,994800,80.568366
2014-05-15,82.610001,82.739998,80.529999,81.07,2051200,78.619129
2014-05-16,80.940002,81.610001,80.690002,81.370003,1456600,79.183546
2014-05-19,81.290001,81.949997,81.120003,81.470001,1211700,79.280858
2014-05-20,81.400002,81.690002,80.360001,80.720001,776400,78.55101
2014-05-21,81.160004,81.82,81.089996,81.510002,959300,79.319784
2014-05-22,81.5,82.050003,81.480003,81.889999,1032900,79.68957
2014-05-23,81.82,82.650002,81.440002,82.5,1089900,80.28318
2014-05-27,82.699997,85.879997,82.699997,85.68,2310400,83.377732
2014-05-28,86.010002,86.480003,85.620003,85.959999,2168000,83.650207
2014-05-29,86.0,86.040001,84.980003,85.089996,1641300,82.803581
2014-05-30,84.989998,85.610001,84.779999,85.540001,1449600,83.241494
2014-06-02,85.540001,86.150002,85.519997,85.800003,715200,83.49451
2014-06-03,85.360001,85.599998,84.959999,85.169998,869500,82.881434
2014-06-04,85.209999,85.809998,85.0,85.519997,598400,83.222027
2014-06-05,85.580002,86.480003,85.339996,86.32,562300,84.000534
2014-06-06,86.419998,87.470001,86.349998,87.0,679900,84.662262
2014-06-09,86.970001,87.300003,86.730003,87.290001,552400,84.944471
2014-06-10,86.940002,87.489998,86.690002,86.919998,560700,84.58441
2014-06-11,86.279999,86.75,86.110001,86.610001,446900,84.282742
2014-06-12,85.410004,86.769997,85.410004,85.830002,524100,83.523703
2014-06-13,86.0,86.010002,85.139999,85.760002,434600,83.455584
2014-06-16,84.480003,85.809998,84.480003,85.519997,557100,83.222027
2014-06-17,85.559998,86.220001,85.260002,85.830002,489500,83.523703
2014-06-18,86.669998,86.669998,85.540001,86.489998,477100,84.165964
2014-06-19,88.410004,89.080002,84.540001,85.699997,610300,83.397191
2014-06-20,84.760002,86.629997,84.760002,86.440002,879800,84.117312
2014-06-23,86.360001,87.059998,85.889999,86.980003,607300,84.642803
2014-06-24,86.580002,87.629997,86.43,86.940002,705800,84.603877
2014-06-25,86.540001,87.0,86.169998,86.75,1191300,84.41898
2014-06-26,86.669998,87.059998,85.949997,86.989998,641000,84.652529
2014-06-27,86.989998,88.040001,86.989998,87.910004,708300,85.547814
2014-06-30,87.629997,87.980003,86.860001,87.660004,1063400,85.304531
2014-07-01,87.760002,90.199997,87.760002,90.050003,833100,87.63031
2014-07-02,89.769997,90.190002,88.809998,89.040001,1167200,86.647447
2014-07-03,89.519997,90.120003,89.230003,90.019997,488300,87.60111
2014-07-07,89.93,89.949997,88.980003,89.580002,624100,87.172938
2014-07-08,89.190002,89.379997,88.519997,89.059998,699200,86.666907
2014-07-09,88.57,88.949997,87.910004,88.790001,527100,86.404165
2014-07-10,87.589996,88.650002,87.519997,88.5,574700,86.121956
2014-07-11,88.610001,89.400002,88.32,89.18,532600,86.783685
2014-07-14,89.900002,90.190002,89.599998,89.739998,584600,87.328635
2014-07-15,89.599998,90.309998,89.419998,90.139999,647000,87.717888
2014-07-16,90.5,90.709999,89.720001,90.199997,494100,87.776274
2014-07-17,89.870003,90.43,89.050003,89.150002,520500,86.754492
2014-07-18,89.269997,90.559998,89.209999,90.440002,462300,88.00983
2014-07-21,89.82,90.550003,89.290001,90.339996,411000,87.912511
2014-07-22,90.57,91.209999,90.32,91.099998,540900,88.652092
2014-07-23,91.160004,91.760002,90.839996,91.610001,550800,89.14839
2014-07-24,91.75,92.540001,90.809998,92.480003,883500,89.995015
2014-07-25,94.300003,95.0,90.559998,91.620003,1495000,89.158123
2014-07-28,91.669998,91.769997,90.739998,91.0,905400,88.55478
2014-07-29,91.43,91.43,89.949997,90.129997,1006100,87.708155
2014-07-30,90.800003,90.800003,89.419998,89.910004,1105000,87.494073
2014-07-31,89.449997,89.660004,86.889999,87.0,1200900,84.662262
2014-08-01,86.82,88.139999,86.790001,86.989998,1866100,84.652529
2014-08-04,87.150002,88.459999,86.970001,88.199997,593800,85.830015
2014-08-05,87.720001,88.18,86.540001,86.860001,647000,84.526025
2014-08-06,86.57,87.790001,86.5,87.330002,574000,84.983397
2014-08-07,87.800003,87.970001,86.669998,86.93,1015200,84.594143
2014-08-08,87.129997,88.07,86.779999,87.900002,945200,85.53808
2014-08-11,88.389999,89.769997,87.879997,89.309998,985700,86.910189
2014-08-12,89.050003,89.949997,88.959999,89.709999,890700,87.299442
2014-08-13,90.0,91.199997,89.580002,90.949997,765800,88.506121
2014-08-14,91.199997,91.839996,90.959999,91.699997,729700,89.235968
2014-08-15,91.940002,92.190002,91.099998,91.360001,1486900,88.905107
2014-08-18,91.5,91.93,91.260002,91.300003,933100,89.119856
2014-08-19,91.400002,92.019997,91.059998,91.379997,638300,89.197941
2014-08-20,91.610001,92.199997,91.230003,91.900002,463000,89.705528
2014-08-21,91.989998,92.849998,91.910004,92.550003,625600,90.340008
2014-08-22,92.290001,92.769997,91.870003,91.889999,603500,89.695764
2014-08-25,92.410004,92.68,91.93,92.169998,744600,89.969077
2014-08-26,92.489998,93.339996,92.25,92.809998,683600,90.593794
2014-08-27,92.699997,93.010002,92.230003,92.879997,468200,90.662122
2014-08-28,92.599998,93.099998,92.099998,92.730003,449600,90.51571
2014-08-29,93.239998,93.989998,93.050003,93.57,676500,91.335648
2014-09-02,93.989998,94.489998,93.129997,93.199997,782500,90.974481
2014-09-03,93.980003,94.099998,92.75,93.089996,760800,90.867107
2014-09-04,93.480003,94.639999,92.970001,94.110001,727500,91.862754
2014-09-05,93.980003,95.360001,93.139999,95.220001,852800,92.946249
2014-09-08,95.120003,95.730003,94.739998,95.5,721300,93.219562
2014-09-09,95.0,95.550003,94.32,94.860001,732900,92.594845
2014-09-10,95.089996,95.959999,94.720001,95.690002,640600,93.405027
2014-09-11,95.360001,96.019997,95.309998,95.779999,794500,93.492875
2014-09-12,95.860001,95.860001,94.669998,95.010002,871600,92.741265
2014-09-15,95.0,95.059998,93.980003,94.709999,837000,92.448425
2014-09-16,94.599998,96.139999,94.279999,95.57,850600,93.28789
2014-09-17,95.660004,95.760002,94.68,95.349998,1400500,93.073142
2014-09-18,96.010002,96.010002,94.940002,95.25,1329800,92.975532
2014-09-19,95.769997,96.040001,94.510002,94.730003,1320400,92.467952
2014-09-22,94.699997,94.919998,93.830002,94.029999,721500,91.784663
2014-09-23,93.900002,94.489998,93.389999,93.389999,778400,91.159946
2014-09-24,93.370003,94.599998,93.160004,94.410004,558400,92.155594
2014-09-25,94.260002,94.279999,92.379997,92.379997,928700,90.174062
2014-09-26,92.370003,93.980003,91.620003,93.699997,694000,91.462541
2014-09-29,92.550003,94.25,92.389999,94.110001,775200,91.862754
2014-09-30,94.839996,95.040001,93.809998,94.5,1131900,92.243441
2014-10-01,94.779999,94.989998,92.419998,92.610001,1804400,90.398573
2014-10-02,92.529999,92.940002,92.010002,92.43,1275300,90.222871
2014-10-03,92.889999,94.529999,92.879997,93.980003,1060800,91.735861
2014-10-06,94.639999,94.989998,93.849998,94.510002,881000,92.253204
2014-10-07,93.949997,94.0,92.589996,92.599998,1065200,90.388809
2014-10-08,92.839996,96.5,92.5,96.239998,1699600,93.941889
2014-10-09,96.349998,96.389999,94.25,94.669998,1790800,92.40938
2014-10-10,94.669998,95.330002,91.989998,92.050003,2320300,89.851947
2014-10-13,92.050003,93.419998,91.300003,91.360001,1092500,89.178421
2014-10-14,91.639999,93.059998,91.419998,92.160004,761300,89.959321
2014-10-15,90.580002,91.779999,88.25,91.230003,1872800,89.051528
2014-10-16,89.68,90.949997,89.040001,90.190002,1428800,88.036362
2014-10-17,91.129997,92.379997,90.629997,91.519997,1455600,89.334597
2014-10-20,91.220001,91.760002,90.919998,91.489998,1007900,89.305314
2014-10-21,92.690002,94.379997,92.309998,94.160004,1188900,91.911563
2014-10-22,94.720001,95.300003,93.809998,93.910004,917400,91.667533
2014-10-23,95.239998,95.300003,94.029999,94.550003,1245700,92.29225
2014-10-24,95.099998,97.040001,94.470001,96.940002,1550600,94.625179
2014-10-27,96.610001,97.519997,96.389999,96.730003,1405400,94.420194
2014-10-28,97.300003,98.260002,96.839996,97.889999,922700,95.552491
2014-10-29,97.800003,98.0,96.970001,97.599998,783300,95.269415
2014-10-30,97.239998,98.559998,96.550003,98.099998,733000,95.757475
2014-10-31,99.529999,99.599998,98.559998,99.230003,818000,96.860497
2014-11-03,99.419998,99.620003,98.709999,99.129997,889900,96.762879
2014-11-04,99.050003,99.360001,98.629997,99.139999,919600,96.772642
2014-11-05,99.879997,99.879997,98.419998,99.370003,1365600,96.997153
2014-11-06,99.349998,99.830002,98.839996,98.989998,979900,96.626222
2014-11-07,99.0,99.230003,98.559998,98.949997,751000,96.587177
2014-11-10,99.199997,99.989998,98.790001,99.32,1345200,96.948344
2014-11-11,99.639999,99.849998,98.879997,99.309998,1083800,96.938581
2014-11-12,99.029999,100.419998,98.809998,100.080002,1120700,97.690198
2014-11-13,100.25,101.110001,100.18,100.900002,1224200,98.490617
2014-11-14,100.629997,100.940002,100.110001,100.470001,723500,98.070885
2014-11-17,100.379997,100.849998,99.940002,100.550003,820000,98.148976
2014-11-18,100.620003,102.239998,100.300003,101.839996,1139400,99.685759
2014-11-19,101.449997,101.529999,100.239998,100.599998,681000,98.471991
2014-11-20,100.029999,100.699997,99.860001,100.449997,624500,98.325163
2014-11-21,101.550003,101.699997,100.629997,100.940002,960400,98.804803
2014-11-24,101.419998,101.860001,101.019997,101.550003,655800,99.4019
2014-11-25,101.529999,101.75,99.800003,99.870003,2335600,97.757437
2014-11-26,99.800003,101.029999,99.730003,100.169998,1550400,98.051087
2014-11-28,100.720001,101.620003,100.720001,101.010002,766700,98.873322
2014-12-01,100.739998,101.050003,99.139999,99.669998,1659000,97.561664
2014-12-02,99.940002,100.919998,99.199997,100.529999,1588400,98.403472
2014-12-03,100.279999,101.019997,99.949997,100.169998,1093800,98.051087
2014-12-04,99.790001,100.330002,98.769997,98.970001,1329600,96.876474
2014-12-05,98.879997,99.57,98.440002,98.589996,1067700,96.504507
2014-12-08,98.639999,99.25,96.5,97.5,2038600,95.437568
2014-12-09,96.400002,97.5,95.32,96.050003,1849100,94.018243
2014-12-10,96.050003,96.589996,95.089996,95.5,2113600,93.479874
2014-12-11,96.339996,97.080002,95.980003,96.169998,1505500,94.1357
2014-12-12,95.370003,95.860001,93.459999,93.470001,1037200,91.492816
2014-12-15,94.449997,95.010002,92.809998,93.790001,1543900,91.806047
2014-12-16,93.529999,94.300003,92.32,92.379997,1153200,90.425869
2014-12-17,93.830002,96.669998,93.099998,96.669998,1883100,94.625123
2014-12-18,98.010002,98.029999,96.830002,97.75,1210500,95.682279
2014-12-19,98.290001,98.290001,96.279999,97.029999,1505700,94.977508
2014-12-22,96.910004,98.43,96.910004,98.379997,842200,96.29895
2014-12-23,98.580002,98.809998,97.949997,98.0,557000,95.926991
2014-12-24,97.980003,98.860001,97.629997,98.290001,289100,96.210858
2014-12-26,98.309998,98.989998,97.919998,97.949997,399400,95.878046
2014-12-29,97.529999,98.209999,97.309998,97.559998,511000,95.496296
2014-12-30,97.010002,97.25,96.480003,96.720001,690700,94.674068
2014-12-31,97.190002,97.489998,95.75,95.809998,560200,93.783314
2015-01-02,96.540001,96.93,94.959999,95.889999,930500,93.861624
2015-01-05,95.050003,95.730003,93.629997,94.010002,928200,92.021394
2015-01-06,94.410004,94.760002,92.410004,93.019997,960500,91.052331
2015-01-07,93.989998,94.470001,93.370003,94.440002,699600,92.442299
2015-01-08,94.919998,95.959999,94.919998,95.360001,1187500,93.342836
2015-01-09,95.269997,95.389999,93.629997,93.82,774300,91.835411
2015-01-12,94.139999,94.510002,92.790001,93.010002,905600,91.042547
2015-01-13,93.739998,95.660004,93.57,94.489998,1324900,92.491237
