Date,Open_CAT,High_CAT,Low_CAT,Close_CAT,Volume_CAT,AdjClose_CAT
2014-01-07,88.769997,89.230003,88.75,88.93,3512100,81.671202
2014-01-08,88.779999,89.82,88.669998,89.139999,4421600,81.86406
2014-01-09,89.260002,89.800003,88.690002,89.709999,4466400,82.387534
2014-01-10,89.410004,90.599998,89.290001,90.510002,5416000,83.122238
2014-01-13,90.260002,91.260002,89.82,89.889999,5213600,82.552842
2014-01-14,89.860001,90.709999,89.860001,90.559998,3712100,83.168152
2014-01-15,90.879997,93.199997,90.879997,92.410004,10121900,84.867154
2014-01-16,91.889999,92.860001,91.699997,92.010002,4771000,85.052031
2014-01-17,92.150002,92.260002,91.010002,91.440002,6833400,84.525135
2014-01-21,91.599998,91.849998,89.639999,90.599998,5544900,83.748654
2014-01-22,90.589996,90.82,89.349998,89.639999,4787300,82.861252
2014-01-23,88.699997,89.080002,88.050003,88.480003,5014800,81.788977
2014-01-24,87.980003,87.989998,85.879997,86.169998,8087400,79.653659
2014-01-27,91.769997,92.309998,89.07,91.290001,22202300,84.386477
2014-01-28,91.400002,92.669998,91.349998,92.470001,9409600,85.477244
2014-01-29,91.309998,91.959999,90.290001,90.620003,8145900,83.767146
2014-01-30,91.529999,93.849998,90.730003,93.199997,14764700,86.152036
2014-01-31,92.160004,94.690002,92.010002,93.910004,9697300,86.80835
2014-02-03,93.739998,93.940002,91.949997,92.419998,9084100,85.431022
2014-02-04,92.480003,92.650002,91.489998,92.5,6839700,85.504974
2014-02-05,92.239998,92.510002,91.059998,91.959999,5134500,85.005809
2014-02-06,91.940002,94.230003,91.790001,93.830002,6844200,86.734399
2014-02-07,94.169998,95.239998,93.879997,94.870003,9140200,87.695753
2014-02-10,94.970001,94.980003,93.629997,94.5,5933400,87.35373
2014-02-11,94.620003,95.339996,94.279999,94.959999,6006100,87.778943
2014-02-12,95.309998,96.639999,95.169998,96.169998,8002000,88.89744
2014-02-13,95.290001,96.410004,95.110001,96.110001,4387000,88.841979
2014-02-14,95.860001,96.68,95.839996,96.550003,4145300,89.248708
2014-02-18,95.849998,96.940002,95.849998,96.559998,4871700,89.257947
2014-02-19,96.190002,97.669998,96.110001,96.209999,5865200,88.934416
2014-02-20,96.510002,97.519997,95.300003,96.919998,7718400,89.590723
2014-02-21,97.110001,97.949997,96.919998,97.5,5554600,90.126864
2014-02-24,97.550003,98.239998,97.18,97.32,4887800,89.960476
2014-02-25,96.839996,96.980003,95.82,96.410004,5989200,89.119296
2014-02-26,96.660004,97.910004,96.339996,97.199997,4753900,89.849548
2014-02-27,97.209999,97.639999,96.519997,96.699997,4337700,89.387359
2014-02-28,96.629997,97.519997,96.300003,96.970001,5411100,89.636945
2014-03-03,96.32,96.669998,95.599998,96.309998,4859200,89.026852
2014-03-04,97.199997,97.459999,96.559998,97.019997,6261300,89.68316
2014-03-05,96.540001,96.900002,95.879997,96.370003,5384800,89.08232
2014-03-06,96.949997,98.150002,96.660004,97.599998,6714300,90.219301
2014-03-07,97.779999,97.870003,96.5,97.050003,5259200,89.710897
2014-03-10,96.639999,96.800003,95.860001,96.75,4640300,89.433581
2014-03-11,97.089996,97.910004,96.620003,96.839996,5731200,89.516772
2014-03-12,96.300003,97.239998,96.300003,96.82,4448600,89.498287
2014-03-13,97.199997,97.730003,95.059998,95.610001,8434600,88.37979
2014-03-14,95.449997,96.25,95.199997,95.389999,5002000,88.176426
2014-03-17,95.989998,96.449997,95.550003,95.669998,4697200,88.435251
2014-03-18,96.120003,96.650002,95.699997,96.410004,4921300,89.119296
2014-03-19,96.089996,96.720001,95.25,96.040001,5109200,88.777273
2014-03-20,95.709999,96.239998,95.099998,96.209999,4396000,88.934416
2014-03-21,97.07,97.629997,96.669998,97.389999,8339700,90.025182
2014-03-24,97.599998,97.599998,96.419998,96.849998,4808600,89.526017
2014-03-25,97.360001,99.339996,97.150002,98.589996,9070400,91.134433
2014-03-26,99.279999,99.599998,97.800003,97.800003,5610200,90.404181
2014-03-27,97.82,98.889999,97.290001,98.449997,4947700,91.005021
2014-03-28,98.910004,99.620003,98.779999,99.389999,5821500,91.873939
2014-03-31,100.0,100.629997,99.050003,99.370003,5772600,91.855454
2014-04-01,98.940002,100.080002,98.940002,99.809998,4814300,92.262176
2014-04-02,100.040001,102.760002,99.879997,102.629997,9358300,94.868922
2014-04-03,101.919998,103.199997,101.610001,102.550003,8230200,94.794977
2014-04-04,102.889999,103.379997,101.910004,102.169998,4889200,94.443708
2014-04-07,101.610001,102.07,100.410004,101.110001,5215100,93.46387
2014-04-08,100.980003,103.25,100.959999,102.389999,6626900,94.647073
2014-04-09,102.650002,103.199997,101.849998,102.989998,4062000,95.201698
2014-04-10,102.910004,103.720001,101.989998,102.260002,4538900,94.526906
2014-04-11,101.099998,102.099998,100.970001,101.449997,5363900,93.778155
2014-04-14,102.18,102.830002,100.949997,102.779999,4114100,95.00758
2014-04-15,102.629997,103.089996,101.260002,102.5,6317900,94.748755
2014-04-16,102.620003,103.150002,102.209999,102.93,3801400,95.706471
2014-04-17,103.050003,103.440002,102.599998,102.830002,3556800,95.61349
2014-04-21,102.900002,102.980003,101.550003,102.639999,3821400,95.436822
2014-04-22,102.779999,104.139999,102.760002,103.690002,4528500,96.413137
2014-04-23,103.559998,104.620003,103.18,103.379997,6427400,96.124888
2014-04-24,106.019997,107.400002,104.790001,105.279999,8849200,97.891549
2014-04-25,105.029999,105.279999,103.290001,104.690002,5731800,97.342958
2014-04-28,104.989998,105.419998,103.25,104.260002,4036200,96.943135
2014-04-29,104.790001,105.5,103.830002,105.300003,4975800,97.910149
2014-04-30,105.230003,106.239998,104.989998,105.400002,5199300,98.00313
2014-05-01,105.199997,105.790001,104.629997,105.07,2970800,97.696287
2014-05-02,104.93,105.580002,104.730003,105.010002,2677000,97.6405
2014-05-05,104.660004,104.800003,103.809998,104.519997,3166400,97.184883
2014-05-06,104.209999,104.470001,103.599998,103.870003,2836300,96.580505
2014-05-07,104.099998,104.660004,103.43,104.620003,3399800,97.277871
2014-05-08,104.550003,105.019997,104.150002,104.940002,3118400,97.575413
2014-05-09,104.959999,105.300003,104.300003,105.059998,2761800,97.686987
2014-05-12,105.709999,106.5,105.650002,106.199997,3664200,98.746983
2014-05-13,106.5,108.209999,105.82,107.150002,3951500,99.630317
2014-05-14,106.849998,107.040001,106.300003,106.529999,3082300,99.053825
2014-05-15,106.489998,106.739998,104.040001,104.989998,5151000,97.6219
2014-05-16,105.050003,106.050003,104.169998,106.029999,4403300,98.588915
2014-05-19,105.419998,105.529999,104.720001,105.389999,3924300,97.99383
2014-05-20,104.790001,104.809998,100.720001,101.559998,9277600,94.432614
2014-05-21,101.480003,103.0,101.480003,102.879997,5460200,95.659977
2014-05-22,102.900002,103.879997,102.510002,103.080002,3112300,95.845946
2014-05-23,103.150002,104.150002,103.150002,104.029999,2888600,96.729273
2014-05-27,104.199997,104.480003,103.459999,103.68,3443400,96.403837
2014-05-28,103.529999,103.860001,102.849998,102.910004,3353300,95.687878
2014-05-29,103.279999,103.669998,102.559998,103.599998,3071200,96.329449
2014-05-30,102.900002,102.980003,101.550003,102.230003,5939300,95.055599
2014-06-02,102.419998,103.940002,102.010002,103.760002,3747000,96.478224
2014-06-03,103.419998,104.57,103.050003,104.489998,3643600,97.15699
2014-06-04,104.419998,105.099998,104.07,104.309998,2879900,96.989622
2014-06-05,104.800003,107.120003,104.769997,106.959999,5389200,99.453648
2014-06-06,107.080002,108.360001,106.980003,108.18,4299600,100.588031
2014-06-09,107.739998,109.300003,107.660004,108.75,3900400,101.118029
2014-06-10,108.5,109.5,108.400002,109.309998,4752700,101.638726
2014-06-11,108.93,108.980003,108.330002,108.690002,2738800,101.062242
2014-06-12,108.470001,108.5,106.440002,106.650002,3408600,99.165406
2014-06-13,106.550003,107.230003,106.07,106.769997,2009100,99.27698
2014-06-16,106.5,106.879997,105.730003,106.809998,2137200,99.314174
2014-06-17,106.510002,107.0,106.0,106.669998,2138400,99.184
2014-06-18,106.629997,107.599998,106.050003,107.480003,2218700,99.937159
2014-06-19,106.989998,107.419998,106.690002,107.25,2592400,99.723297
2014-06-20,108.050003,109.529999,107.639999,109.379997,7762900,101.703813
2014-06-23,109.25,109.849998,108.290001,108.779999,2839500,101.145922
2014-06-24,108.559998,109.339996,107.0,107.809998,2864200,100.243995
2014-06-25,107.480003,108.879997,107.349998,108.440002,2176200,100.829787
2014-06-26,108.550003,108.800003,107.849998,108.519997,1522900,100.904167
2014-06-27,108.339996,108.879997,107.730003,108.779999,3632100,101.145922
2014-06-30,108.68,109.029999,107.970001,108.669998,2249200,101.043641
2014-07-01,109.080002,109.75,109.010002,109.169998,2346300,101.508552
2014-07-02,109.32,109.949997,109.300003,109.559998,1849000,101.871182
2014-07-03,109.900002,111.160004,109.690002,111.080002,2876200,103.284513
2014-07-07,110.18,110.449997,109.57,110.160004,2697100,102.42908
2014-07-08,110.209999,110.379997,109.400002,109.459999,2450600,101.778201
2014-07-09,109.790001,110.290001,109.419998,110.139999,2270600,102.410479
2014-07-10,108.139999,109.57,107.800003,109.360001,2303600,101.68522
2014-07-11,109.5,109.989998,108.650002,109.959999,1992300,102.243111
2014-07-14,110.43,111.040001,110.089996,110.089996,2375100,102.363986
2014-07-15,110.25,110.419998,109.400002,109.849998,3212900,102.14083
2014-07-16,110.18,111.459999,109.919998,111.400002,3974100,103.582056
2014-07-17,110.400002,110.669998,108.93,109.07,3164700,102.056857
2014-07-18,109.43,110.169998,109.050003,110.169998,2424900,103.086126
2014-07-21,110.0,110.550003,109.449997,110.230003,2075900,103.142273
2014-07-22,110.839996,111.279999,109.800003,110.059998,2879400,102.983199
2014-07-23,109.790001,109.980003,108.209999,108.379997,4471400,101.411221
2014-07-24,105.599998,106.230003,104.089996,105.040001,8690300,98.285985
2014-07-25,104.139999,105.349998,104.099998,104.849998,4126200,98.1082
2014-07-28,104.779999,104.900002,103.169998,104.150002,4474300,97.453212
2014-07-29,105.0,106.440002,104.690002,104.690002,7947100,97.958491
2014-07-30,105.080002,105.32,103.029999,103.379997,5856900,96.732719
2014-07-31,102.239998,102.690002,100.739998,100.75,6711400,94.271829
2014-08-01,100.519997,100.849998,99.110001,100.519997,6011900,94.056615
2014-08-04,100.360001,102.050003,100.099998,101.809998,5183900,95.263669
2014-08-05,101.110001,102.470001,100.940002,101.5,5685400,94.973604
2014-08-06,100.760002,101.849998,100.610001,101.489998,5526900,94.964245
2014-08-07,102.660004,103.470001,101.879997,101.940002,5752800,95.385315
2014-08-08,102.010002,103.440002,101.779999,103.279999,4690200,96.63915
2014-08-11,104.610001,104.849998,103.93,104.5,5197900,97.780706
2014-08-12,104.589996,105.160004,104.129997,104.330002,4200900,97.621639
2014-08-13,104.330002,105.5,104.330002,105.160004,4664900,98.398272
2014-08-14,105.510002,106.0,104.989998,105.660004,4178800,98.866122
2014-08-15,106.010002,106.419998,105.129997,105.739998,4099200,98.940973
2014-08-18,106.690002,107.099998,106.279999,106.980003,3478600,100.101246
2014-08-19,107.260002,107.699997,106.870003,107.300003,3639200,100.40067
2014-08-20,107.389999,108.150002,107.199997,107.699997,5341600,100.774945
2014-08-21,108.169998,108.57,107.540001,107.970001,4118100,101.027588
2014-08-22,107.580002,107.82,106.540001,107.309998,4603700,100.410022
2014-08-25,107.959999,108.330002,107.730003,107.970001,3014100,101.027588
2014-08-26,108.050003,108.639999,107.980003,108.059998,2865800,101.111798
2014-08-27,108.129997,108.919998,108.080002,108.550003,3281900,101.570296
2014-08-28,108.019997,108.82,107.800003,108.650002,3227800,101.663865
2014-08-29,108.900002,109.099998,108.25,109.07,4437200,102.056857
2014-09-02,109.029999,109.730003,108.830002,108.919998,4040200,101.916501
2014-09-03,109.449997,109.660004,108.050003,108.459999,4669000,101.486079
2014-09-04,108.300003,109.489998,108.160004,108.82,4604000,101.822932
2014-09-05,109.0,109.18,108.190002,108.540001,4305000,101.560937
2014-09-08,108.230003,108.459999,107.519997,107.910004,3496900,100.971448
2014-09-09,107.82,108.199997,107.190002,107.400002,3578500,100.494239
2014-09-10,105.610001,106.120003,105.379997,105.93,8154700,99.118758
2014-09-11,105.660004,105.660004,104.589996,105.589996,5460100,98.800616
2014-09-12,104.970001,105.089996,104.400002,105.019997,6904200,98.267267
2014-09-15,104.32,104.900002,103.220001,104.860001,7051900,98.117559
2014-09-16,104.209999,105.830002,103.769997,104.860001,5289700,98.117559
2014-09-17,105.18,105.410004,103.879997,103.989998,5122200,97.303497
2014-09-18,104.300003,104.550003,103.400002,104.339996,3915800,97.63099
2014-09-19,104.849998,105.0,102.080002,102.510002,8285400,95.918664
2014-09-22,102.099998,102.260002,100.82,100.900002,5093200,94.412185
2014-09-23,100.860001,101.089996,99.879997,99.989998,5710300,93.560695
2014-09-24,100.040001,101.489998,99.889999,101.199997,5797000,94.692891
2014-09-25,101.0,101.199997,99.190002,99.510002,4960800,93.111562
2014-09-26,99.440002,100.639999,99.239998,100.379997,2935900,93.925617
2014-09-29,99.349998,100.099998,98.260002,99.830002,3156400,93.410986
2014-09-30,100.029999,100.099998,98.800003,99.029999,3746100,92.662423
2014-10-01,98.639999,99.0,97.269997,97.610001,4827300,91.33373
2014-10-02,97.650002,97.980003,96.150002,97.410004,4460800,91.146593
2014-10-03,98.040001,98.339996,97.029999,97.389999,3921900,91.127875
2014-10-06,97.809998,98.129997,96.910004,98.0,3982400,91.698653
2014-10-07,97.089996,97.510002,94.690002,94.699997,6479500,88.610838
2014-10-08,94.580002,96.860001,93.639999,96.650002,6214200,90.435458
2014-10-09,96.209999,96.519997,93.239998,93.5,6414500,87.488
2014-10-10,93.239998,94.57,91.610001,93.129997,6179100,87.141788
2014-10-13,93.290001,94.059998,91.620003,91.68,5852400,85.785025
2014-10-14,92.510002,95.010002,92.389999,92.800003,6791300,86.833013
2014-10-15,91.43,92.75,90.050003,92.589996,9377600,86.636509
2014-10-16,90.269997,94.150002,90.269997,93.239998,7439400,87.909331
2014-10-17,94.199997,95.599998,93.980003,95.050003,7442600,89.615855
2014-10-20,94.529999,95.300003,93.269997,94.029999,4270800,88.654166
2014-10-21,95.040001,96.32,95.040001,95.889999,3990500,90.407828
2014-10-22,95.529999,95.980003,94.050003,94.57,6211300,89.163294
2014-10-23,97.599998,99.940002,97.339996,99.269997,11670100,93.594586
2014-10-24,99.510002,99.68,98.370003,99.440002,4133800,93.754872
2014-10-27,98.68,98.769997,97.150002,98.540001,4346100,92.906325
2014-10-28,99.440002,101.160004,99.029999,101.160004,5053400,95.376538
2014-10-29,101.529999,101.839996,99.839996,100.190002,4426400,94.461993
2014-10-30,99.629997,100.580002,99.059998,100.160004,2648300,94.43371
2014-10-31,101.349998,102.370003,100.839996,101.410004,5367700,95.612245
2014-11-03,101.610001,101.760002,99.769997,100.220001,4434300,94.490277
2014-11-04,99.75,100.0,98.040001,98.610001,4849000,92.972323
2014-11-05,99.449997,99.639999,98.449997,99.410004,3515600,93.726588
2014-11-06,99.510002,100.989998,99.239998,100.910004,3427700,95.140831
2014-11-07,101.260002,101.830002,100.900002,101.760002,2708200,95.942234
2014-11-10,101.860001,102.550003,101.860001,102.209999,3308100,96.366504
2014-11-11,102.309998,102.800003,101.599998,102.529999,2464400,96.668209
2014-11-12,102.169998,103.220001,101.519997,102.989998,2805400,97.101909
2014-11-13,103.059998,103.18,100.68,101.110001,3924100,95.329394
2014-11-14,101.0,101.699997,100.650002,101.339996,2660400,95.54624
2014-11-17,101.25,102.080002,100.449997,101.699997,2477000,95.885659
2014-11-18,101.699997,102.449997,101.309998,102.040001,2761200,96.206225
2014-11-19,101.860001,102.300003,100.889999,101.300003,4679100,95.508534
2014-11-20,100.330002,102.139999,100.07,102.089996,3052500,96.253362
2014-11-21,104.300003,107.120003,104.199997,106.449997,8737800,100.364095
2014-11-24,106.400002,106.470001,105.099998,105.959999,4108600,99.902111
2014-11-25,106.099998,106.629997,105.330002,106.239998,3321500,100.166102
2014-11-26,106.290001,106.440002,105.449997,105.790001,2463800,99.741832
2014-11-28,104.389999,104.610001,100.120003,100.599998,5780900,94.848549
2014-12-01,100.239998,100.470001,97.790001,99.0,7431800,93.340025
2014-12-02,99.480003,99.959999,98.720001,99.510002,3899200,93.82087
2014-12-03,100.040001,101.459999,99.959999,100.18,6930700,94.452563
2014-12-04,99.690002,100.870003,99.510002,99.669998,3390100,93.971718
2014-12-05,99.809998,99.959999,98.709999,98.779999,3605000,93.132602
2014-12-08,98.660004,98.760002,95.199997,95.25,7192100,89.804418
2014-12-09,94.169998,96.169998,93.800003,95.449997,6562900,89.992981
2014-12-10,94.910004,95.019997,92.75,93.019997,6749600,87.701907
2014-12-11,93.68,94.290001,92.529999,92.690002,4664900,87.390779
2014-12-12,92.0,92.0,89.959999,90.5,10327200,85.325983
2014-12-15,91.25,91.290001,89.389999,89.75,6924100,84.618861
2014-12-16,89.230003,92.25,89.150002,89.339996,7649500,84.232298
2014-12-17,89.400002,90.139999,88.029999,89.75,8671600,84.618861
2014-12-18,91.889999,91.889999,90.550003,91.690002,8344400,86.447951
2014-12-19,91.580002,91.980003,90.879997,91.709999,9689200,86.466804
2014-12-22,92.459999,92.809998,91.849998,92.32,4577200,87.04193
2014-12-23,92.989998,93.940002,92.650002,93.5,3554200,88.154468
2014-12-24,93.639999,93.980003,93.269997,93.720001,1654200,88.361892
2014-12-26,93.949997,94.660004,93.720001,94.230003,3120000,88.842736
2014-12-29,94.199997,94.279999,93.589996,93.709999,2390500,88.352461
2014-12-30,93.599998,93.629997,92.510002,92.589996,3197400,87.296491
2014-12-31,92.889999,93.57,91.449997,91.529999,3251100,86.297095
2015-01-02,91.769997,92.370003,90.660004,91.879997,3767900,86.627083
