Date,Open_CMI,High_CMI,Low_CMI,Close_CMI,Volume_CMI,AdjClose_CMI
2014-03-12,141.800003,143.110001,140.580002,143.070007,1598200,134.421406
2014-03-13,143.520004,143.960007,139.789993,140.619995,1077700,132.119497
2014-03-14,140.240005,141.240005,139.160004,139.360001,1063100,130.93567
2014-03-17,140.860001,143.309998,140.860001,142.789993,1197100,134.158319
2014-03-18,142.550003,143.740005,142.119995,142.679993,879300,134.054968
2014-03-19,142.449997,143.300003,141.580002,142.759995,1084600,134.130133
2014-03-20,142.399994,143.960007,142.029999,143.550003,703100,134.872386
2014-03-21,144.759995,145.449997,143.389999,144.350006,1374300,135.624029
2014-03-24,144.509995,145.119995,141.479996,142.360001,1496400,133.754319
2014-03-25,143.889999,145.199997,143.259995,144.339996,1318800,135.614624
2014-03-26,145.479996,147.470001,143.919998,143.990005,1465400,135.28579
2014-03-27,143.720001,144.779999,142.360001,144.080002,1152600,135.370346
2014-03-28,144.220001,147.779999,144.220001,146.0,1374600,137.17428
2014-03-31,148.350006,150.339996,147.509995,148.990005,2115200,139.983539
2014-04-01,149.389999,149.979996,147.770004,148.949997,1596900,139.945949
2014-04-02,149.289993,150.070007,148.380005,149.339996,1181300,140.312373
2014-04-03,149.419998,150.270004,148.619995,149.429993,1405000,140.396929
2014-04-04,150.990005,151.0,146.520004,147.080002,1405000,138.188996
2014-04-07,146.820007,147.669998,143.710007,144.690002,1498800,135.943472
2014-04-08,144.429993,146.809998,143.210007,146.699997,1428500,137.831962
2014-04-09,146.960007,148.5,146.360001,147.919998,1134400,138.978214
2014-04-10,147.919998,149.139999,144.0,144.089996,1464400,135.379736
2014-04-11,143.029999,144.360001,141.649994,142.050003,1143800,133.463061
2014-04-14,143.479996,144.460007,142.100006,143.259995,918400,134.599908
2014-04-15,143.380005,144.059998,139.009995,141.759995,2153500,133.190583
2014-04-16,143.5,145.320007,142.440002,145.300003,1211000,136.516598
2014-04-17,145.320007,146.860001,145.149994,146.279999,1020000,137.437353
2014-04-21,146.199997,146.880005,144.850006,146.570007,539400,137.70983
2014-04-22,146.759995,147.869995,146.009995,146.800003,924900,137.925923
2014-04-23,146.929993,148.169998,146.520004,147.350006,982100,138.442678
2014-04-24,148.389999,149.699997,147.380005,149.059998,1926700,140.0493
2014-04-25,148.009995,148.720001,146.570007,147.179993,1664400,138.282942
2014-04-28,147.570007,148.070007,142.860001,145.199997,1915900,136.422637
2014-04-29,151.020004,151.800003,148.169998,150.809998,2621100,141.693513
2014-04-30,150.360001,151.389999,149.729996,150.850006,1342100,141.731103
2014-05-01,150.460007,152.759995,150.059998,151.479996,1130900,142.323009
2014-05-02,151.229996,152.75,150.470001,150.880005,1102600,141.759288
2014-05-05,150.020004,150.839996,148.850006,150.289993,968900,141.204943
2014-05-06,149.75,151.050003,147.869995,148.410004,1336300,139.438599
2014-05-07,149.009995,150.25,148.160004,149.559998,1586500,140.519075
2014-05-08,149.580002,152.080002,149.029999,151.160004,1376600,142.022361
2014-05-09,150.839996,150.839996,148.839996,149.940002,803400,140.876109
2014-05-12,150.520004,153.490005,150.520004,153.320007,897500,144.051792
2014-05-13,153.320007,154.869995,152.830002,153.429993,902900,144.155129
2014-05-14,153.550003,153.960007,151.580002,151.699997,670800,142.529711
2014-05-15,151.5,151.570007,148.130005,149.639999,1217600,140.594241
2014-05-16,150.0,150.0,147.690002,149.720001,847400,140.669407
2014-05-19,149.110001,150.899994,149.110001,150.100006,705500,141.02644
2014-05-20,149.940002,150.160004,147.0,147.550003,1076600,138.630585
2014-05-21,147.880005,149.029999,147.070007,148.990005,728000,140.579012
2014-05-22,148.360001,149.910004,148.300003,148.490005,785500,140.107239
2014-05-23,148.289993,150.300003,148.289993,150.050003,662800,141.579169
2014-05-27,151.179993,153.600006,150.770004,152.080002,1186700,143.494568
2014-05-28,152.600006,154.240005,152.139999,152.229996,735500,143.636094
2014-05-29,152.419998,153.289993,151.529999,152.520004,508100,143.90973
2014-05-30,152.309998,153.240005,151.789993,152.929993,838500,144.296574
2014-06-02,153.449997,153.580002,151.699997,153.289993,568500,144.636251
2014-06-03,152.539993,153.860001,151.770004,153.529999,843100,144.862707
2014-06-04,153.380005,154.539993,152.860001,153.779999,739900,145.098594
2014-06-05,154.289993,156.570007,153.330002,156.25,1044100,147.429155
2014-06-06,156.25,159.130005,156.009995,159.059998,1149900,150.080519
2014-06-09,158.619995,161.029999,158.25,160.25,984500,151.203342
2014-06-10,159.919998,160.839996,159.139999,160.550003,821400,151.486408
2014-06-11,159.509995,160.089996,158.009995,158.490005,877100,149.542705
2014-06-12,157.669998,158.360001,154.220001,154.770004,1411800,146.03271
2014-06-13,155.029999,156.850006,154.740005,156.029999,1126500,147.221574
2014-06-16,156.0,157.009995,155.070007,156.669998,770000,147.825443
2014-06-17,156.479996,157.160004,155.690002,155.940002,718800,147.136658
2014-06-18,156.25,157.039993,155.0,156.809998,733400,147.957539
2014-06-19,156.5,157.070007,155.169998,157.0,1691300,148.136815
2014-06-20,157.539993,158.820007,157.029999,158.550003,1225000,149.599315
2014-06-23,159.169998,159.229996,157.369995,157.490005,781100,148.599158
2014-06-24,157.210007,159.289993,156.229996,156.460007,806400,147.627306
2014-06-25,156.119995,157.419998,156.059998,157.119995,664500,148.250036
2014-06-26,154.979996,155.899994,154.059998,155.020004,1112300,146.268597
2014-06-27,154.990005,155.410004,154.139999,154.649994,1464400,145.919475
2014-06-30,154.649994,155.360001,153.850006,154.289993,1056200,145.579798
2014-07-01,153.369995,155.899994,153.320007,154.350006,1450000,145.636422
2014-07-02,154.759995,155.75,153.240005,153.990005,1158000,145.296745
2014-07-03,156.220001,158.25,155.600006,157.75,1049300,148.844475
2014-07-07,156.679993,157.339996,155.399994,156.009995,1129200,147.202699
2014-07-08,155.75,157.429993,154.440002,155.960007,1733500,147.155533
2014-07-09,155.279999,155.820007,154.309998,154.470001,1303800,145.749643
2014-07-10,152.960007,153.119995,151.5,152.0,1576400,143.419082
2014-07-11,152.539993,152.979996,151.25,152.229996,1346500,143.636094
2014-07-14,153.710007,154.190002,152.339996,152.559998,1027600,143.947466
2014-07-15,152.889999,154.080002,151.229996,151.889999,1353700,143.315291
2014-07-16,152.770004,154.570007,151.880005,154.199997,917800,145.494882
2014-07-17,153.020004,154.600006,151.330002,151.550003,985400,142.994489
2014-07-18,152.089996,153.039993,151.479996,152.740005,669300,144.117312
2014-07-21,151.929993,153.100006,151.660004,153.0,814100,144.362629
2014-07-22,153.949997,155.029999,153.699997,154.009995,755000,145.315606
2014-07-23,154.029999,154.440002,152.520004,153.289993,650900,144.636251
2014-07-24,153.130005,154.039993,150.539993,150.800003,1912600,142.286829
2014-07-25,150.279999,151.350006,148.509995,150.149994,2219100,141.673515
2014-07-28,148.009995,148.589996,144.339996,145.350006,3955200,137.144503
2014-07-29,145.600006,147.149994,143.669998,143.699997,1977500,135.587643
2014-07-30,144.190002,144.479996,141.759995,142.949997,2218600,134.879983
2014-07-31,141.710007,142.399994,139.309998,139.389999,2102300,131.520959
2014-08-01,139.220001,139.860001,137.089996,138.990005,1929100,131.143546
2014-08-04,139.240005,140.580002,138.070007,140.110001,1725300,132.200314
2014-08-05,143.130005,143.929993,138.940002,140.0,2548100,132.096523
2014-08-06,139.350006,140.779999,138.679993,139.369995,1828600,131.502084
2014-08-07,140.75,141.630005,139.0,139.369995,1582500,131.502084
2014-08-08,139.740005,141.559998,139.0,141.389999,1134200,133.408052
2014-08-11,142.479996,143.259995,141.479996,141.800003,1078400,133.79491
2014-08-12,141.800003,142.610001,140.759995,141.039993,825600,133.077805
2014-08-13,141.169998,142.339996,140.919998,141.970001,639200,133.955311
2014-08-14,142.0,142.320007,141.419998,141.949997,745700,133.936436
2014-08-15,142.660004,142.779999,140.399994,140.929993,1108700,132.974014
2014-08-18,142.130005,142.990005,141.460007,142.169998,2509700,134.144017
2014-08-19,142.389999,144.509995,142.229996,144.399994,1600000,136.248122
2014-08-20,144.190002,148.039993,144.190002,147.279999,2307300,139.720261
2014-08-21,147.360001,147.5,145.75,146.210007,1508300,138.705191
2014-08-22,145.630005,146.279999,144.429993,145.220001,1475800,137.766001
2014-08-25,146.110001,146.470001,145.020004,145.089996,711100,137.642669
2014-08-26,145.270004,145.490005,144.059998,144.169998,927400,136.769894
2014-08-27,144.679993,145.369995,144.399994,145.190002,864000,137.737542
2014-08-28,144.220001,145.449997,143.270004,144.75,848500,137.320125
2014-08-29,145.029999,145.130005,143.889999,145.110001,736500,137.661647
2014-09-02,145.369995,145.630005,143.800003,144.350006,1216700,136.940662
2014-09-03,145.449997,145.490005,143.350006,144.139999,833200,136.741435
2014-09-04,144.199997,144.960007,143.050003,143.580002,1133200,136.210182
2014-09-05,143.259995,143.5,141.5,142.619995,1854500,135.299451
2014-09-08,142.5,142.570007,141.5,141.979996,1009100,134.692302
2014-09-09,141.809998,142.639999,141.169998,141.440002,1076000,134.180026
2014-09-10,140.630005,141.330002,140.110001,140.399994,1385600,133.1934
2014-09-11,140.0,140.380005,139.039993,140.0,1478200,132.813938
2014-09-12,140.059998,140.089996,138.059998,138.570007,1591300,131.457345
2014-09-15,138.160004,138.5,136.75,137.910004,1220700,130.831219
2014-09-16,136.369995,138.029999,134.770004,137.460007,2443500,130.40432
2014-09-17,137.809998,138.169998,136.800003,137.300003,1402500,130.252529
2014-09-18,137.350006,138.940002,136.960007,138.710007,1036500,131.590158
2014-09-19,139.949997,140.149994,136.850006,137.889999,2158200,130.812241
2014-09-22,137.429993,137.610001,135.600006,136.039993,1632100,129.057194
2014-09-23,135.419998,135.710007,134.570007,134.589996,1576100,127.681624
2014-09-24,134.839996,134.860001,133.429993,134.210007,1626800,127.321139
2014-09-25,134.0,134.0,132.800003,133.039993,1277100,126.211181
2014-09-26,133.679993,134.119995,132.630005,133.779999,1158800,126.913203
2014-09-29,132.5,133.460007,131.539993,132.850006,1131900,126.030946
2014-09-30,132.889999,133.149994,131.240005,131.979996,1472500,125.205592
2014-10-01,131.399994,131.550003,129.899994,131.059998,1895700,124.332817
2014-10-02,134.759995,134.869995,131.100006,132.979996,5184700,126.154263
2014-10-03,134.460007,135.669998,133.559998,135.100006,2882500,128.165456
2014-10-06,136.25,136.759995,135.410004,136.130005,1801800,129.142586
2014-10-07,134.330002,134.330002,129.5,129.570007,4072000,122.919306
2014-10-08,130.130005,134.240005,129.580002,133.940002,3083600,127.064994
2014-10-09,133.910004,134.289993,130.190002,130.860001,1969400,124.143085
2014-10-10,130.839996,131.130005,127.360001,127.370003,2587500,120.832226
2014-10-13,127.610001,128.529999,124.739998,124.949997,2130000,118.536436
2014-10-14,126.010002,129.410004,125.690002,127.489998,1820500,120.946062
2014-10-15,126.040001,129.229996,124.300003,128.460007,2271000,121.866281
2014-10-16,126.190002,131.979996,125.910004,130.570007,2215700,123.867977
2014-10-17,132.009995,132.990005,130.070007,130.529999,2133700,123.830022
2014-10-20,129.970001,130.899994,129.580002,130.880005,1220100,124.162063
2014-10-21,132.490005,134.949997,132.460007,134.800003,1269000,127.880851
2014-10-22,134.690002,134.919998,131.850006,132.0,1556000,125.22457
2014-10-23,134.210007,137.330002,134.210007,136.360001,1380600,129.360776
2014-10-24,136.339996,137.520004,135.279999,137.25,1232600,130.205092
2014-10-27,136.029999,136.389999,134.309998,135.369995,1787500,128.421586
2014-10-28,140.929993,145.149994,139.779999,144.589996,3787400,137.168334
2014-10-29,144.25,145.179993,143.139999,144.509995,1854600,137.092439
2014-10-30,144.039993,145.990005,143.130005,144.619995,1731000,137.196793
2014-10-31,146.809998,147.139999,145.509995,146.179993,2090800,138.676717
2014-11-03,146.020004,146.25,144.479996,145.089996,1720000,137.642669
2014-11-04,143.490005,144.399994,141.259995,141.770004,4094100,134.493089
2014-11-05,144.529999,144.850006,141.570007,144.119995,2785900,136.722457
2014-11-06,144.990005,146.720001,144.220001,146.639999,1666600,139.113112
2014-11-07,146.529999,147.429993,145.490005,146.039993,1346500,138.543904
2014-11-10,146.389999,147.25,145.729996,146.5,1358000,138.980299
2014-11-11,146.179993,147.25,145.660004,146.600006,1024900,139.075172
2014-11-12,146.419998,147.220001,145.520004,146.490005,958400,138.970818
2014-11-13,146.470001,146.610001,143.880005,144.520004,1252100,137.101935
2014-11-14,144.729996,145.270004,143.800003,145.059998,701200,137.614211
2014-11-17,145.089996,145.199997,143.860001,144.779999,1001800,137.348584
2014-11-18,144.270004,145.619995,144.270004,144.839996,1185800,138.149782
2014-11-19,144.800003,144.800003,142.970001,143.139999,1219900,136.528308
2014-11-20,142.179993,144.360001,142.0,143.960007,869800,137.310439
2014-11-21,146.990005,149.710007,146.5,148.449997,2400900,141.593035
2014-11-24,148.300003,149.300003,147.559998,147.990005,1481000,141.154291
2014-11-25,148.610001,149.479996,147.75,149.220001,1400800,142.327473
2014-11-26,148.979996,149.399994,147.75,148.919998,1438100,142.041327
2014-11-28,148.020004,148.059998,145.080002,145.619995,1106100,138.893752
2014-12-01,145.639999,146.220001,144.369995,145.339996,1563600,138.626687
2014-12-02,145.279999,146.330002,144.699997,146.190002,1342500,139.437431
2014-12-03,148.679993,151.25,147.309998,150.600006,2060900,143.643734
2014-12-04,149.949997,150.600006,149.100006,149.960007,1240700,143.033297
2014-12-05,149.970001,150.919998,149.429993,150.860001,1248400,143.89172
2014-12-08,150.699997,150.809998,146.160004,147.619995,1735800,140.801371
2014-12-09,145.720001,149.330002,145.490005,149.220001,1334100,142.327473
2014-12-10,148.399994,148.399994,143.199997,143.970001,1636900,137.319972
2014-12-11,144.529999,145.520004,143.820007,144.199997,1121200,137.539344
2014-12-12,143.0,143.389999,140.899994,140.899994,1537300,134.391769
2014-12-15,141.860001,142.050003,140.169998,140.300003,1639900,133.819492
2014-12-16,139.210007,142.509995,138.380005,138.470001,1920200,132.074019
2014-12-17,138.580002,140.960007,137.970001,140.419998,2147800,133.933945
2014-12-18,143.830002,144.039993,141.199997,144.0,2397200,137.348585
2014-12-19,144.710007,144.770004,143.059998,143.059998,2100400,136.452002
2014-12-22,143.339996,145.639999,142.610001,145.300003,1238100,138.588541
2014-12-23,146.259995,147.229996,145.630005,145.729996,761100,138.998672
2014-12-24,145.899994,146.279999,145.149994,145.820007,409100,139.084526
2014-12-26,146.199997,147.210007,146.059998,146.529999,445700,139.761722
2014-12-29,146.240005,147.309998,145.660004,146.889999,916300,140.105094
2014-12-30,146.740005,147.210007,145.240005,146.160004,773100,139.408817
2014-12-31,146.160004,146.820007,144.130005,144.169998,751100,137.510731
2015-01-02,145.220001,146.949997,143.600006,146.419998,1248300,139.656803
