Date,Open_HSY,High_HSY,Low_HSY,Close_HSY,Volume_HSY,AdjClose_HSY
2013-09-10,91.489998,91.970001,91.199997,91.489998,724300,85.908226
2013-09-11,91.510002,91.730003,90.790001,91.620003,708900,86.030299
2013-09-12,91.610001,91.889999,91.110001,91.209999,644200,85.645309
2013-09-13,91.629997,91.980003,91.389999,91.580002,549700,85.992738
2013-09-16,92.629997,93.089996,92.269997,92.709999,623600,87.053795
2013-09-17,92.839996,93.800003,92.760002,93.580002,653300,87.870719
2013-09-18,93.489998,94.239998,92.580002,94.220001,546100,88.471672
2013-09-19,94.25,94.32,92.940002,93.790001,606300,88.067906
2013-09-20,93.779999,93.949997,93.419998,93.599998,756500,87.889496
2013-09-23,93.32,93.449997,92.309998,93.160004,599600,87.476345
2013-09-24,93.110001,93.580002,92.57,92.830002,659500,87.166476
2013-09-25,93.0,93.089996,92.120003,92.18,645100,86.556131
2013-09-26,92.410004,93.129997,92.230003,93.110001,632500,87.429392
2013-09-27,92.669998,93.120003,92.269997,93.0,527200,87.326103
2013-09-30,92.599998,92.800003,92.050003,92.5,582000,86.856608
2013-10-01,92.269997,92.699997,91.849998,92.580002,438900,86.931729
2013-10-02,92.589996,92.589996,91.040001,92.019997,634300,86.405889
2013-10-03,91.690002,91.940002,90.699997,91.040001,573400,85.485683
2013-10-04,90.900002,91.910004,90.550003,91.769997,602700,86.171142
2013-10-07,91.489998,91.959999,91.120003,91.57,497000,85.983346
2013-10-08,91.580002,93.269997,91.309998,92.019997,846600,86.405889
2013-10-09,92.089996,92.389999,91.309998,91.650002,476900,86.058467
2013-10-10,92.300003,93.769997,92.230003,93.760002,717000,88.039738
2013-10-11,93.459999,93.959999,93.129997,93.949997,359800,88.218141
2013-10-14,93.480003,93.660004,92.839996,93.519997,374400,87.814375
2013-10-15,93.25,93.75,92.910004,93.230003,570100,87.542074
2013-10-16,93.57,94.769997,93.470001,94.769997,787200,88.988113
2013-10-17,94.559998,95.529999,94.419998,95.230003,604400,89.420055
2013-10-18,95.099998,96.07,94.139999,96.029999,998500,90.171243
2013-10-21,96.099998,96.32,94.830002,95.510002,731300,89.682971
2013-10-22,95.589996,97.43,95.510002,97.019997,825500,91.100841
2013-10-23,96.849998,97.550003,96.440002,96.849998,771100,90.941214
2013-10-24,96.5,96.639999,94.580002,96.410004,1107400,90.528064
2013-10-25,96.720001,97.209999,96.019997,97.110001,544200,91.185354
2013-10-28,97.0,100.260002,96.870003,100.139999,1577300,94.030494
2013-10-29,100.089996,101.0,99.769997,100.900002,695000,94.744128
2013-10-30,101.059998,101.370003,99.690002,99.940002,660500,93.842698
2013-10-31,100.0,100.239998,98.93,99.239998,569400,93.185401
2013-11-01,99.349998,99.989998,98.629997,99.209999,573100,93.157232
2013-11-04,99.370003,99.879997,98.410004,98.849998,529800,92.819195
2013-11-05,98.75,99.970001,98.519997,99.510002,721400,93.438932
2013-11-06,99.650002,99.989998,99.199997,99.43,582100,93.363811
2013-11-07,99.32,99.519997,96.589996,96.699997,1056500,90.800364
2013-11-08,96.669998,97.580002,96.230003,97.550003,604700,91.598512
2013-11-11,97.550003,97.82,96.629997,96.809998,466000,90.903654
2013-11-12,96.349998,96.940002,96.040001,96.879997,521300,90.969383
2013-11-13,96.220001,97.830002,96.129997,97.82,590500,91.852036
2013-11-14,97.900002,98.68,97.529999,98.650002,448300,92.6314
2013-11-15,98.82,98.959999,97.709999,98.559998,553600,92.546887
2013-11-18,98.629997,98.849998,97.150002,97.5,620900,91.55156
2013-11-19,97.160004,97.18,96.400002,96.43,866700,90.54684
2013-11-20,96.379997,96.75,94.910004,94.970001,1342900,89.175915
2013-11-21,94.550003,96.099998,94.510002,95.760002,668700,90.379275
2013-11-22,95.910004,96.300003,95.050003,96.290001,771100,90.879493
2013-11-25,96.5,96.919998,95.910004,95.989998,395700,90.596347
2013-11-26,96.339996,97.269997,95.860001,96.919998,967300,91.474091
2013-11-27,97.0,97.849998,96.559998,97.720001,686800,92.229142
2013-11-29,97.669998,98.160004,96.57,96.889999,323700,91.445778
2013-12-02,96.739998,97.059998,96.080002,96.489998,524800,91.068252
2013-12-03,96.290001,97.290001,96.290001,97.050003,636300,91.596791
2013-12-04,96.580002,96.889999,95.889999,96.739998,475800,91.304205
2013-12-05,96.559998,96.739998,95.690002,95.790001,706800,90.407588
2013-12-06,96.599998,97.269997,96.419998,97.160004,816300,91.700611
2013-12-09,97.150002,97.849998,96.57,96.970001,453100,91.521284
2013-12-10,96.730003,96.730003,95.470001,95.559998,553200,90.190508
2013-12-11,95.809998,96.360001,95.379997,95.769997,959700,90.388708
2013-12-12,95.43,95.849998,94.830002,94.959999,525300,89.624224
2013-12-13,95.199997,95.660004,94.650002,94.839996,655400,89.510964
2013-12-16,95.25,95.889999,94.5,94.809998,560400,89.482651
2013-12-17,94.970001,95.260002,93.150002,94.110001,751000,88.821986
2013-12-18,94.139999,95.800003,93.5,95.800003,868600,90.417028
2013-12-19,95.82,96.389999,95.029999,96.260002,693700,90.85118
2013-12-20,96.379997,96.82,95.919998,96.300003,675700,90.888933
2013-12-23,96.589996,96.82,95.050003,95.559998,564900,90.190508
2013-12-24,95.550003,96.220001,95.389999,95.949997,174300,90.558594
2013-12-26,96.190002,96.459999,95.879997,96.459999,260400,91.039939
2013-12-27,96.5,96.970001,96.190002,96.279999,314700,90.870053
2013-12-30,96.379997,97.699997,96.300003,97.559998,513900,92.078129
2013-12-31,97.660004,97.849998,96.849998,97.230003,381700,91.766677
2014-01-02,97.18,97.18,95.900002,95.93,753500,90.539721
2014-01-03,95.910004,96.190002,95.480003,95.809998,785800,90.426461
2014-01-06,95.830002,96.220001,95.18,95.540001,738800,90.171635
2014-01-07,95.800003,97.489998,95.800003,97.0,1212100,91.549598
2014-01-08,97.830002,98.900002,97.059998,97.739998,1493700,92.248015
2014-01-09,97.790001,98.029999,97.209999,97.639999,829500,92.153636
2014-01-10,97.669998,98.489998,97.610001,97.860001,865200,92.361275
2014-01-13,97.620003,98.720001,97.360001,97.849998,876500,92.351835
2014-01-14,97.849998,98.709999,97.75,98.669998,859800,93.125759
2014-01-15,98.870003,98.870003,97.900002,98.199997,938700,92.682167
2014-01-16,98.199997,99.550003,97.830002,99.5,814200,93.909123
2014-01-17,99.599998,99.599998,98.389999,98.580002,731000,93.04082
2014-01-21,99.150002,99.400002,97.809998,98.75,558700,93.201266
2014-01-22,98.75,99.980003,98.75,99.830002,633300,94.220582
2014-01-23,99.190002,99.669998,98.769997,99.330002,791500,93.748677
2014-01-24,98.720001,99.279999,98.059998,98.120003,1012000,92.606668
2014-01-27,98.169998,98.400002,97.029999,97.459999,1137700,91.983749
2014-01-28,97.269997,99.25,97.239998,98.779999,1082300,93.229579
2014-01-29,97.989998,98.089996,96.5,96.720001,1680500,91.285332
2014-01-30,97.709999,99.470001,96.769997,99.25,1051100,93.673171
2014-01-31,98.129997,99.82,97.889999,99.400002,1154700,93.814744
2014-02-03,98.970001,99.349998,97.660004,97.949997,2078900,92.446214
2014-02-04,98.25,100.220001,98.139999,100.0,2087500,94.381028
2014-02-05,99.419998,101.339996,98.940002,100.709999,1937600,95.051133
2014-02-06,100.790001,101.43,99.870003,100.599998,972700,94.947313
2014-02-07,100.93,101.300003,100.300003,100.379997,1237600,94.739674
2014-02-10,100.400002,102.099998,100.029999,101.970001,1110300,96.240336
2014-02-11,101.82,103.849998,101.580002,103.75,1179300,97.920317
2014-02-12,103.709999,104.68,102.629997,102.93,1157500,97.146393
2014-02-13,102.580002,104.099998,102.510002,104.010002,756700,98.16571
2014-02-14,104.0,105.459999,103.830002,105.279999,1016000,99.364346
2014-02-18,104.839996,106.0,104.610001,105.959999,1091800,100.006137
2014-02-19,105.75,107.150002,105.199997,106.349998,1565700,100.374222
2014-02-20,106.230003,108.470001,106.169998,107.709999,1491000,101.657805
2014-02-21,107.099998,108.059998,106.209999,107.699997,1257300,102.108143
2014-02-24,107.419998,108.690002,107.169998,108.07,1412400,102.458935
2014-02-25,107.699997,108.169998,106.540001,106.769997,2007600,101.226429
2014-02-26,106.599998,107.209999,105.559998,105.639999,2285000,100.155102
2014-02-27,105.190002,105.970001,104.629997,105.769997,1291300,100.278349
2014-02-28,105.809998,106.589996,105.199997,105.82,1131400,100.325756
2014-03-03,105.309998,106.050003,104.82,105.580002,780800,100.098219
2014-03-04,106.190002,107.540001,106.190002,107.139999,1002000,101.577221
2014-03-05,107.110001,107.410004,106.529999,106.650002,743900,101.112664
2014-03-06,107.029999,107.07,106.019997,106.029999,630700,100.524852
2014-03-07,106.529999,106.809998,105.139999,105.639999,1210800,100.155102
2014-03-10,105.75,106.330002,105.190002,105.400002,920800,99.927565
2014-03-11,105.760002,106.099998,105.230003,105.449997,850400,99.974964
2014-03-12,105.07,106.080002,104.910004,105.940002,710100,100.439528
2014-03-13,106.18,106.449997,105.309998,105.580002,797200,100.098219
2014-03-14,105.440002,106.830002,105.309998,106.199997,1004700,100.686024
2014-03-17,106.620003,106.650002,105.129997,105.32,775200,99.851717
2014-03-18,105.489998,106.32,105.160004,106.209999,666600,100.695507
2014-03-19,106.110001,106.18,103.720001,104.230003,1152500,98.818314
2014-03-20,104.220001,104.82,103.639999,104.43,715500,99.007927
2014-03-21,105.199997,105.620003,104.330002,104.839996,1308100,99.396635
2014-03-24,104.839996,105.220001,103.400002,103.510002,974800,98.135695
2014-03-25,104.0,104.370003,103.190002,103.239998,1217000,97.87971
2014-03-26,103.650002,103.959999,102.769997,102.779999,1345000,97.443594
2014-03-27,102.849998,103.529999,102.510002,102.769997,1011900,97.434111
2014-03-28,103.209999,103.57,102.769997,103.239998,655000,97.87971
2014-03-31,103.839996,104.580002,103.57,104.400002,696300,98.979485
2014-04-01,103.75,104.68,103.419998,104.110001,1166500,98.704541
2014-04-02,104.150002,104.25,102.949997,103.209999,1236400,97.851269
2014-04-03,103.580002,103.82,102.550003,102.860001,1158000,97.519442
2014-04-04,103.07,104.07,102.769997,102.970001,864600,97.623732
2014-04-07,103.059998,103.720001,102.970001,103.0,1199600,97.652173
2014-04-08,102.860001,102.860001,101.519997,101.720001,1422900,96.438632
2014-04-09,99.959999,100.589996,98.400002,98.910004,2939500,93.774532
2014-04-10,98.849998,99.580002,98.370003,98.610001,1705200,93.490105
2014-04-11,98.400002,98.949997,97.940002,98.32,1130100,93.215161
2014-04-14,98.489998,99.620003,98.400002,99.129997,771700,93.983103
2014-04-15,99.279999,99.610001,98.75,99.510002,949900,94.343378
2014-04-16,99.93,100.5,99.470001,100.470001,646300,95.253533
2014-04-17,100.339996,100.639999,99.839996,100.610001,528800,95.386264
2014-04-21,100.599998,100.849998,100.019997,100.389999,771000,95.177685
2014-04-22,100.480003,100.610001,99.660004,99.769997,1122200,94.589873
2014-04-23,99.989998,100.790001,99.720001,100.150002,1114400,94.950148
2014-04-24,100.0,100.0,95.110001,96.019997,3086400,91.034576
2014-04-25,96.050003,96.879997,95.279999,96.360001,1854700,91.356927
2014-04-28,96.599998,96.779999,95.589996,96.360001,1516800,91.356927
2014-04-29,96.400002,96.93,96.029999,96.139999,1021800,91.148348
2014-04-30,96.010002,96.339996,95.839996,96.239998,918400,91.243154
2014-05-01,96.029999,96.300003,95.400002,96.040001,1034900,91.053541
2014-05-02,95.800003,97.480003,95.660004,96.980003,1293300,91.944738
2014-05-05,96.610001,98.290001,96.059998,97.730003,1338400,92.655798
2014-05-06,97.389999,97.580002,95.620003,96.059998,2118900,91.0725
2014-05-07,96.529999,96.989998,96.050003,96.900002,1215100,91.86889
2014-05-08,96.779999,97.199997,95.889999,96.230003,970000,91.233679
2014-05-09,96.379997,96.379997,95.339996,96.029999,1089400,91.044059
2014-05-12,96.25,96.489998,95.830002,96.239998,818700,91.243154
2014-05-13,96.279999,96.919998,96.279999,96.889999,927200,91.859407
2014-05-14,96.660004,96.82,95.879997,96.040001,726400,91.053541
2014-05-15,95.910004,96.779999,95.760002,96.480003,1235200,91.470699
2014-05-16,96.400002,96.629997,96.029999,96.620003,871600,91.603429
2014-05-19,95.830002,96.68,95.790001,96.389999,874100,91.385368
2014-05-20,96.410004,97.68,96.349998,97.449997,1459500,92.39033
2014-05-21,97.120003,97.370003,96.269997,97.07,843100,92.490376
2014-05-22,96.940002,97.440002,96.489998,97.370003,1066300,92.776226
2014-05-23,97.400002,97.449997,96.919998,97.040001,642700,92.461793
2014-05-27,97.279999,97.400002,96.75,97.110001,719100,92.52849
2014-05-28,97.110001,97.489998,96.739998,96.75,795700,92.185474
2014-05-29,96.040001,97.080002,95.82,96.93,929900,92.356982
2014-05-30,97.0,97.529999,96.660004,97.339996,919000,92.747635
2014-06-02,97.330002,97.419998,96.660004,97.059998,654100,92.480846
2014-06-03,97.040001,97.150002,96.059998,96.290001,1205200,91.747177
2014-06-04,96.330002,97.519997,95.93,97.480003,983800,92.881037
2014-06-05,97.389999,97.419998,96.540001,97.059998,985300,92.480846
2014-06-06,97.309998,98.260002,97.099998,98.120003,900900,93.490842
2014-06-09,98.050003,98.550003,97.080002,97.269997,625200,92.680938
2014-06-10,97.129997,97.360001,96.739998,97.029999,656400,92.452263
2014-06-11,97.0,97.089996,96.32,96.940002,703800,92.366512
2014-06-12,96.900002,96.989998,96.370003,96.940002,769100,92.366512
2014-06-13,96.82,97.660004,96.43,97.639999,794400,93.033484
2014-06-16,97.370003,98.239998,97.18,98.050003,1068200,93.424144
2014-06-17,97.660004,98.57,97.550003,98.339996,992100,93.700456
2014-06-18,98.089996,99.32,97.93,99.25,864800,94.567527
2014-06-19,99.25,100.0,99.25,99.739998,778900,95.034408
2014-06-20,100.040001,100.160004,99.699997,100.129997,1611000,95.406008
2014-06-23,100.0,100.120003,98.580002,98.790001,829800,94.12923
2014-06-24,98.43,98.620003,97.809998,97.949997,844200,93.328857
2014-06-25,97.739998,97.949997,97.010002,97.190002,779800,92.604717
2014-06-26,97.339996,97.440002,96.449997,96.559998,915200,92.004435
2014-06-27,96.449997,97.120003,95.970001,96.919998,941700,92.347452
2014-06-30,96.879997,97.540001,96.669998,97.370003,871500,92.776226
2014-07-01,97.739998,97.739998,96.620003,96.910004,1065900,92.337929
2014-07-02,96.900002,96.989998,96.040001,96.769997,819800,92.204527
2014-07-03,96.769997,96.889999,96.220001,96.629997,635200,92.071133
2014-07-07,96.709999,97.440002,96.650002,96.809998,654700,92.242641
2014-07-08,96.800003,97.410004,96.279999,96.93,925900,92.356982
2014-07-09,96.910004,97.309998,96.5,96.639999,782800,92.080663
2014-07-10,96.089996,96.43,95.75,96.279999,713600,91.737646
2014-07-11,96.150002,96.760002,95.959999,96.449997,666100,91.899624
2014-07-14,96.489998,96.82,94.440002,94.989998,2192300,90.508506
2014-07-15,94.589996,95.540001,94.580002,94.660004,1338100,90.19408
2014-07-16,93.199997,94.160004,91.080002,92.339996,4479400,87.983528
2014-07-17,92.150002,92.580002,91.730003,92.169998,1438500,87.82155
2014-07-18,92.629997,94.080002,92.360001,93.849998,1391000,89.42229
2014-07-21,93.5,93.889999,92.989998,93.279999,781800,88.879182
2014-07-22,93.410004,93.730003,93.019997,93.510002,829400,89.098334
2014-07-23,93.510002,94.059998,93.510002,94.0,1089900,89.565215
2014-07-24,93.510002,93.790001,91.809998,92.339996,1728100,87.983528
2014-07-25,92.339996,92.57,91.339996,92.529999,1596700,88.164566
2014-07-28,92.470001,92.75,91.57,91.830002,953400,87.497594
2014-07-29,91.699997,92.260002,91.290001,91.290001,1521300,86.98307
2014-07-30,91.290001,91.489998,90.129997,90.360001,1306900,86.096945
2014-07-31,90.220001,90.349998,88.099998,88.150002,2098400,83.991211
2014-08-01,88.400002,89.279999,87.879997,89.099998,2020300,84.896388
2014-08-04,89.010002,89.540001,88.720001,89.419998,1386300,85.201291
2014-08-05,89.110001,89.440002,88.349998,88.519997,1320600,84.34375
2014-08-06,88.519997,90.0,88.480003,89.760002,1353300,85.525254
2014-08-07,89.760002,90.169998,89.400002,89.529999,1250900,85.306102
2014-08-08,89.5,90.5,89.480003,90.400002,1048600,86.135059
2014-08-11,90.360001,90.910004,90.099998,90.459999,1238000,86.192226
2014-08-12,90.400002,91.029999,90.239998,90.510002,905000,86.23987
2014-08-13,90.82,91.0,90.300003,90.970001,957000,86.678167
2014-08-14,90.980003,92.419998,90.970001,92.32,1906000,87.964474
2014-08-15,92.410004,92.720001,90.809998,91.419998,896500,87.106934
2014-08-18,91.449997,91.900002,91.309998,91.550003,561700,87.230805
2014-08-19,91.550003,92.089996,91.349998,91.919998,837400,87.583344
2014-08-20,92.0,92.139999,91.5,91.959999,805400,87.621458
2014-08-21,91.449997,92.010002,91.419998,91.900002,1198200,88.0767
2014-08-22,91.809998,91.989998,91.459999,91.989998,1069500,88.162952
2014-08-25,91.82,92.330002,91.720001,92.010002,863400,88.182124
2014-08-26,91.910004,92.239998,91.669998,91.900002,827800,88.0767
2014-08-27,91.879997,91.970001,90.889999,91.389999,1339100,87.587915
2014-08-28,91.269997,92.209999,91.269997,91.940002,694200,88.115036
2014-08-29,91.900002,91.949997,91.25,91.419998,765500,87.616666
2014-09-02,91.410004,91.970001,91.18,91.709999,954300,87.894602
2014-09-03,91.989998,92.0,90.82,90.900002,791700,87.118302
2014-09-04,90.800003,90.839996,89.629997,89.75,1517800,86.016144
2014-09-05,90.110001,90.629997,89.699997,90.580002,932700,86.811616
2014-09-08,90.669998,92.739998,90.519997,91.940002,2089900,88.115036
2014-09-09,91.849998,91.849998,90.589996,90.75,1080200,86.974541
2014-09-10,91.0,92.230003,90.75,91.800003,1487900,87.980861
2014-09-11,91.809998,92.489998,91.510002,92.370003,862500,88.527147
2014-09-12,92.349998,92.739998,92.029999,92.669998,1375300,88.814662
2014-09-15,92.739998,92.800003,92.089996,92.620003,838400,88.766747
2014-09-16,92.849998,94.410004,92.849998,93.989998,2036500,90.079746
2014-09-17,93.75,94.129997,93.290001,93.760002,1337100,89.859319
2014-09-18,94.0,94.239998,93.610001,94.169998,749100,90.252258
2014-09-19,94.489998,94.5,93.639999,93.860001,924900,89.955157
2014-09-22,93.93,93.959999,93.07,93.339996,602600,89.456786
2014-09-23,93.010002,93.260002,92.339996,92.459999,656600,88.6134
2014-09-24,92.459999,94.309998,92.459999,94.209999,1062000,90.290595
2014-09-25,93.730003,93.800003,92.709999,92.93,916600,89.063847
2014-09-26,92.709999,93.260002,92.400002,93.209999,766100,89.332197
2014-09-29,92.809998,94.690002,92.739998,94.5,1169000,90.568531
2014-09-30,94.849998,95.650002,94.5,95.43,1379800,91.45984
2014-10-01,95.07,95.389999,94.209999,94.330002,1517800,90.405605
2014-10-02,94.400002,94.480003,93.379997,93.910004,1022300,90.00308
2014-10-03,94.089996,94.089996,93.639999,93.690002,1322700,89.792231
2014-10-06,93.849998,94.279999,92.800003,93.5,908800,89.610134
2014-10-07,92.959999,93.400002,92.550003,92.610001,890800,88.757161
2014-10-08,92.68,94.129997,92.540001,94.099998,882500,90.18517
2014-10-09,93.830002,94.82,92.989998,93.43,916600,89.543046
2014-10-10,93.529999,94.389999,93.209999,93.220001,1086300,89.341783
2014-10-13,93.199997,93.489998,92.220001,92.239998,1031200,88.402551
2014-10-14,92.519997,93.160004,92.330002,92.629997,718800,88.776325
2014-10-15,92.040001,92.900002,91.0,92.57,1305900,88.718824
2014-10-16,91.370003,91.449997,89.669998,91.089996,2058800,87.300393
2014-10-17,91.489998,92.349998,90.849998,92.010002,956900,88.182124
2014-10-20,92.0,93.370003,91.620003,93.220001,682200,89.341783
2014-10-21,93.239998,94.480003,93.040001,94.260002,912100,90.338517
2014-10-22,94.440002,95.32,94.07,94.190002,787000,90.27143
2014-10-23,94.660004,94.949997,93.699997,93.849998,658700,89.945571
2014-10-24,94.18,94.370003,93.669998,94.129997,906300,90.213921
2014-10-27,94.300003,95.099998,94.129997,94.839996,793000,90.894382
2014-10-28,94.690002,95.550003,94.639999,95.529999,1170400,91.555679
2014-10-29,93.290001,94.290001,92.050003,94.059998,2558100,90.146834
2014-10-30,93.470001,95.0,92.900002,94.82,997600,90.875217
2014-10-31,95.510002,96.0,95.199997,95.910004,1501900,91.919874
2014-11-03,96.0,96.68,95.870003,96.330002,1419200,92.322399
2014-11-04,96.360001,96.470001,95.18,95.239998,992600,91.277743
2014-11-05,96.099998,96.150002,94.949997,95.550003,1243300,91.574851
2014-11-06,95.870003,96.900002,95.790001,96.82,1103700,92.792012
2014-11-07,96.470001,96.699997,96.019997,96.43,921500,92.418237
2014-11-10,96.5,97.0,96.370003,96.580002,733000,92.561999
2014-11-11,96.580002,96.989998,96.220001,96.470001,520400,92.456574
2014-11-12,96.07,96.730003,95.739998,96.599998,723000,92.581163
2014-11-13,96.650002,97.419998,96.110001,96.639999,956500,92.6195
2014-11-14,96.629997,96.699997,95.620003,96.059998,622300,92.063628
2014-11-17,96.059998,96.839996,96.050003,96.699997,642300,92.677001
2014-11-18,96.550003,96.809998,96.0,96.510002,626100,92.494911
2014-11-19,96.209999,96.5,95.300003,96.040001,1314500,92.044463
2014-11-20,95.800003,96.139999,95.190002,95.290001,961300,91.325665
2014-11-21,95.440002,96.300003,95.269997,96.290001,1318500,92.805113
2014-11-24,96.449997,96.639999,95.989998,96.510002,1016200,93.017152
2014-11-25,96.379997,97.459999,96.230003,96.93,1771900,93.42195
2014-11-26,96.989998,98.68,96.989998,98.580002,1511000,95.012236
2014-11-28,98.989998,100.449997,98.510002,100.279999,931300,96.650707
2014-12-01,100.239998,101.099998,99.860001,100.199997,1465500,96.5736
2014-12-02,100.019997,100.650002,99.830002,100.470001,870500,96.833833
2014-12-03,100.410004,100.470001,99.440002,99.889999,691600,96.274822
2014-12-04,99.760002,99.919998,98.980003,99.620003,1029800,96.014597
2014-12-05,99.550003,99.900002,99.309998,99.800003,574400,96.188083
2014-12-08,99.800003,100.269997,99.300003,99.620003,578700,96.014597
2014-12-09,99.040001,99.620003,98.389999,99.0,726200,95.417033
2014-12-10,99.0,99.550003,98.440002,98.580002,753600,95.012236
2014-12-11,98.760002,100.669998,98.699997,99.580002,1307100,95.976044
2014-12-12,99.410004,100.040001,98.489998,98.519997,860200,94.954402
2014-12-15,99.0,99.32,98.269997,98.529999,887300,94.964042
2014-12-16,98.470001,99.419998,97.699997,97.940002,812400,94.395399
2014-12-17,98.470001,100.459999,98.010002,100.330002,1053800,96.6989
2014-12-18,100.800003,103.779999,100.800003,103.779999,1656300,100.024036
2014-12-19,104.269997,105.68,103.959999,105.269997,2689700,101.460109
2014-12-22,105.389999,105.75,104.480003,105.010002,1074500,101.209524
2014-12-23,105.900002,107.0,105.150002,106.639999,1249600,102.780529
2014-12-24,106.629997,106.809998,106.050003,106.279999,537500,102.433557
2014-12-26,106.370003,106.730003,106.129997,106.410004,515600,102.558857
2014-12-29,106.290001,106.489998,105.639999,106.32,483700,102.472111
2014-12-30,105.940002,106.339996,105.370003,105.650002,579100,101.826361
2014-12-31,105.730003,105.870003,103.82,103.93,643500,100.168609
2015-01-02,104.330002,104.589996,102.93,103.709999,786500,99.95657
2015-01-05,103.150002,104.0,102.5,102.980003,857800,99.252994
2015-01-06,103.349998,104.300003,102.900002,103.32,1241200,99.580685
2015-01-07,104.199997,105.489998,103.830002,105.139999,1020600,101.334816
2015-01-08,105.93,107.5,105.510002,107.169998,1245800,103.291346
2015-01-09,107.300003,107.32,106.199997,106.410004,747500,102.558857
2015-01-12,106.449997,106.720001,105.330002,105.43,1123400,101.614322
2015-01-13,106.440002,107.110001,106.019997,106.669998,1414400,102.809442
2015-01-14,106.290001,107.18,106.139999,107.019997,1499500,103.146774
