Date,Open_PEP,High_PEP,Low_PEP,Close_PEP,Volume_PEP,AdjClose_PEP
2014-04-23,85.269997,85.699997,85.059998,85.410004,4805300,80.080635
2014-04-24,85.379997,85.669998,85.0,85.519997,3749700,80.183764
2014-04-25,85.459999,85.790001,85.110001,85.25,3749300,79.930615
2014-04-28,85.540001,87.0,85.449997,86.82,5978500,81.40265
2014-04-29,86.93,86.940002,85.760002,85.760002,4869100,80.408794
2014-04-30,85.730003,86.07,85.43,85.889999,4387500,80.53068
2014-05-01,86.0,86.129997,84.949997,85.57,3848700,80.230647
2014-05-02,85.349998,85.860001,85.099998,85.519997,3438000,80.183764
2014-05-05,85.169998,86.080002,85.139999,85.910004,2989800,80.549436
2014-05-06,85.489998,85.980003,85.32,85.370003,3141100,80.04313
2014-05-07,85.309998,87.120003,85.309998,86.800003,5500600,81.383902
2014-05-08,86.790001,87.089996,86.419998,86.660004,3507900,81.252638
2014-05-09,86.57,87.25,86.419998,87.169998,3330100,81.73081
2014-05-12,87.32,87.68,86.629997,86.93,3218600,81.505787
2014-05-13,86.949997,87.440002,86.809998,87.230003,2259400,81.787071
2014-05-14,87.239998,87.440002,86.779999,86.839996,2726300,81.421399
2014-05-15,86.839996,86.900002,85.690002,85.739998,3877100,80.390038
2014-05-16,85.589996,86.620003,85.57,86.540001,3672600,81.140123
2014-05-19,85.940002,86.199997,85.449997,86.099998,4201400,80.727576
2014-05-20,85.959999,86.239998,85.360001,85.650002,4510200,80.305657
2014-05-21,85.779999,86.150002,85.529999,86.099998,2647100,80.727576
2014-05-22,86.059998,86.099998,85.400002,85.580002,2970600,80.240025
2014-05-23,85.360001,86.050003,85.360001,85.830002,2750700,80.474426
2014-05-27,85.809998,86.629997,85.650002,86.529999,4400100,81.130745
2014-05-28,86.349998,87.160004,86.339996,87.07,4030700,81.637051
2014-05-29,86.989998,87.839996,86.879997,87.730003,4647300,82.255872
2014-05-30,87.610001,88.480003,87.410004,88.330002,5181600,82.818432
2014-06-02,88.120003,88.389999,87.760002,87.870003,2876100,82.387136
2014-06-03,87.440002,88.239998,87.309998,88.220001,5174700,82.715295
2014-06-04,87.519997,88.050003,87.339996,87.43,3872400,82.587774
2014-06-05,87.790001,87.919998,87.220001,87.760002,2937800,82.899499
2014-06-06,87.860001,88.07,87.529999,87.910004,3675400,83.041193
2014-06-09,87.82,88.330002,87.82,88.0,2280100,83.126204
2014-06-10,87.839996,88.720001,87.669998,88.419998,3420600,83.522941
2014-06-11,88.150002,88.5,87.739998,87.779999,3747600,82.918388
2014-06-12,87.589996,87.709999,86.949997,87.220001,3856200,82.389405
2014-06-13,87.150002,87.360001,86.82,87.190002,3047500,82.361068
2014-06-16,86.870003,87.739998,86.709999,87.550003,3894500,82.70113
2014-06-17,87.650002,87.970001,87.07,87.279999,3393100,82.44608
2014-06-18,87.339996,88.970001,87.110001,88.900002,5314400,83.97636
2014-06-19,88.959999,90.099998,88.919998,90.099998,5380400,85.109897
2014-06-20,90.139999,90.239998,89.099998,89.099998,5697000,84.165281
2014-06-23,89.199997,89.260002,87.739998,88.389999,4187700,83.494604
2014-06-24,88.230003,88.57,87.839996,88.050003,4309700,83.173438
2014-06-25,87.980003,88.720001,87.900002,88.580002,3965300,83.674083
2014-06-26,89.089996,89.139999,87.989998,88.610001,3539300,83.702421
2014-06-27,88.440002,88.919998,88.360001,88.760002,3646100,83.844115
2014-06-30,88.459999,89.5,88.349998,89.339996,4473400,84.391986
2014-07-01,89.120003,89.279999,88.830002,89.129997,3541000,84.193618
2014-07-02,89.290001,89.690002,89.010002,89.669998,2829600,84.703711
2014-07-03,89.900002,90.139999,89.529999,90.019997,2216800,85.034326
2014-07-07,89.610001,89.940002,89.480003,89.860001,2534500,84.883191
2014-07-08,90.059998,90.080002,89.480003,89.730003,3128700,84.760393
2014-07-09,89.900002,90.099998,89.620003,89.769997,2603300,84.798172
2014-07-10,89.230003,90.220001,89.150002,90.099998,3145600,85.109897
2014-07-11,89.93,90.209999,89.449997,89.849998,3655300,84.873743
2014-07-14,90.199997,91.389999,90.07,91.080002,4496100,86.035623
2014-07-15,90.309998,90.949997,90.18,90.339996,3959100,85.336602
2014-07-16,90.629997,90.879997,90.059998,90.5,5121600,85.487744
2014-07-17,90.150002,90.669998,89.970001,89.989998,2823800,85.005988
2014-07-18,90.129997,90.279999,89.690002,90.089996,5273200,85.100448
2014-07-21,89.620003,90.139999,89.379997,89.910004,3024100,84.930424
2014-07-22,89.610001,89.639999,89.010002,89.169998,5304400,84.231403
2014-07-23,91.260002,93.089996,90.760002,90.82,10953700,85.790021
2014-07-24,91.620003,92.339996,91.360001,91.910004,5614700,86.819656
2014-07-25,91.980003,92.150002,91.290001,91.550003,2925000,86.479594
2014-07-28,91.550003,91.800003,90.639999,90.970001,4653900,85.931715
2014-07-29,90.910004,90.970001,90.139999,90.139999,4268600,85.147682
2014-07-30,90.489998,90.550003,88.720001,88.910004,4250200,83.985808
2014-07-31,88.239998,88.910004,88.07,88.099998,4825900,83.220665
2014-08-01,87.709999,88.93,87.459999,88.110001,3987700,83.230113
2014-08-04,88.330002,89.720001,88.129997,89.690002,6488900,84.722608
2014-08-05,89.379997,89.68,88.889999,89.199997,7678800,84.259741
2014-08-06,88.43,90.760002,88.43,90.510002,6589900,85.497193
2014-08-07,90.790001,90.849998,89.540001,89.900002,4625600,84.920976
2014-08-08,89.900002,90.349998,89.510002,90.290001,4739900,85.289376
2014-08-11,91.099998,91.860001,90.699997,91.790001,5231100,86.7063
2014-08-12,91.459999,91.889999,91.019997,91.209999,2776000,86.158421
2014-08-13,91.559998,91.870003,91.080002,91.739998,3690300,86.659066
2014-08-14,91.82,92.080002,91.459999,91.790001,3624900,86.7063
2014-08-15,92.099998,92.75,91.290001,91.849998,3844600,86.762974
2014-08-18,92.199997,92.519997,92.0,92.150002,2974700,87.046362
2014-08-19,92.220001,92.360001,91.779999,91.860001,3086300,86.772423
2014-08-20,91.82,92.440002,91.519997,92.230003,5709300,87.121933
2014-08-21,92.57,93.190002,92.010002,92.050003,4060300,86.951902
2014-08-22,92.269997,92.589996,91.599998,91.599998,3865500,86.526821
2014-08-25,92.580002,93.449997,92.580002,93.190002,5031800,88.028764
2014-08-26,93.209999,93.510002,92.559998,92.599998,3143400,87.471436
2014-08-27,92.720001,92.720001,92.059998,92.230003,2955100,87.121933
2014-08-28,92.089996,92.699997,91.809998,92.580002,3234300,87.452547
2014-08-29,92.730003,92.910004,92.010002,92.489998,3657700,87.367528
2014-09-02,92.620003,93.139999,92.379997,92.480003,5130300,87.358087
2014-09-03,92.400002,92.760002,91.809998,92.75,4929600,88.238086
2014-09-04,92.949997,93.150002,91.769997,91.849998,4466800,87.381866
2014-09-05,91.849998,91.849998,91.389999,91.75,3148000,87.286732
2014-09-08,91.480003,92.25,91.389999,91.860001,3534300,87.391381
2014-09-09,91.5,91.790001,91.300003,91.419998,3259200,86.972783
2014-09-10,91.669998,91.919998,91.529999,91.790001,3720500,87.324787
2014-09-11,91.690002,91.949997,91.480003,91.650002,3670600,87.191598
2014-09-12,91.599998,91.800003,90.580002,90.870003,3587700,86.449543
2014-09-15,91.07,91.309998,90.779999,91.199997,3770700,86.763484
2014-09-16,91.139999,93.089996,90.949997,92.57,5155400,88.066842
2014-09-17,92.669998,93.309998,92.050003,92.849998,4997200,88.33322
2014-09-18,92.970001,93.5,92.699997,93.370003,4753300,88.827928
2014-09-19,93.860001,94.209999,93.419998,93.790001,6259500,89.227495
2014-09-22,93.419998,93.779999,93.290001,93.580002,3790600,89.027712
2014-09-23,93.550003,93.580002,92.839996,92.93,3386300,88.40933
2014-09-24,93.110001,94.040001,93.080002,93.5,4227300,88.951602
2014-09-25,93.400002,93.43,92.480003,92.669998,4372400,88.161976
2014-09-26,92.5,93.330002,92.440002,93.129997,3536300,88.599598
2014-09-29,92.510002,93.389999,92.510002,93.150002,2973500,88.618629
2014-09-30,92.949997,93.43,92.919998,93.089996,4219300,88.561543
2014-10-01,92.669998,93.220001,92.419998,92.650002,4842800,88.142952
2014-10-02,92.809998,92.919998,92.330002,92.580002,3513800,88.076358
2014-10-03,93.010002,93.529999,92.650002,93.5,4084400,88.951602
2014-10-06,93.5,93.650002,92.790001,93.370003,3733100,88.827928
2014-10-07,93.290001,93.540001,92.900002,93.099998,6799900,88.571058
2014-10-08,92.949997,93.940002,92.760002,93.940002,5715200,89.3702
2014-10-09,95.349998,96.220001,93.559998,93.57,9094000,89.018196
2014-10-10,93.660004,95.900002,93.660004,94.650002,8350900,90.04566
2014-10-13,94.709999,95.449997,93.830002,93.940002,5194500,89.3702
2014-10-14,94.459999,94.519997,92.589996,93.010002,5869000,88.48544
2014-10-15,91.839996,92.559998,90.760002,91.769997,8580700,87.305756
2014-10-16,90.269997,91.029999,89.82,90.790001,7226400,86.373433
2014-10-17,91.089996,92.0,90.550003,91.510002,6260100,87.058409
2014-10-20,91.660004,93.720001,91.589996,93.550003,6883100,88.999172
2014-10-21,93.260002,93.959999,92.169998,93.730003,6982200,89.170416
2014-10-22,93.849998,95.019997,93.639999,94.459999,5148200,89.864901
2014-10-23,94.940002,95.32,93.5,93.760002,5805000,89.198956
2014-10-24,93.760002,94.790001,93.550003,94.599998,4005800,89.998089
2014-10-27,94.480003,95.239998,94.309998,94.620003,3135500,90.017121
2014-10-28,94.690002,95.260002,94.300003,95.260002,3368300,90.625987
2014-10-29,95.5,95.5,94.07,94.690002,3274300,90.083715
2014-10-30,94.449997,96.099998,94.150002,95.650002,3560200,90.997014
2014-10-31,96.410004,96.739998,95.580002,96.169998,5259300,91.491715
2014-11-03,95.940002,96.43,95.610001,95.830002,4330400,91.168258
2014-11-04,96.139999,96.839996,95.989998,96.730003,3944500,92.024478
2014-11-05,97.519997,97.860001,96.370003,96.889999,3804100,92.176691
2014-11-06,96.959999,97.199997,96.510002,96.809998,4198500,92.100581
2014-11-07,96.809998,96.809998,95.5,96.800003,5273400,92.091073
2014-11-10,96.400002,96.989998,96.160004,96.970001,3345500,92.252801
2014-11-11,96.959999,97.379997,96.639999,96.699997,3263600,91.995931
2014-11-12,96.699997,97.389999,96.220001,97.160004,3247500,92.433561
2014-11-13,96.529999,98.959999,96.529999,98.540001,6257700,93.746427
2014-11-14,98.489998,98.550003,97.360001,97.720001,4335200,92.966317
2014-11-17,96.849998,98.550003,96.849998,98.419998,3745200,93.632262
2014-11-18,98.419998,98.5,97.860001,97.940002,3908600,93.175616
2014-11-19,97.940002,98.440002,97.75,98.410004,3396800,93.622753
2014-11-20,98.010002,98.620003,97.870003,98.059998,3727100,93.289774
2014-11-21,99.029999,99.129997,98.239998,98.889999,5259800,94.079399
2014-11-24,98.879997,99.25,98.489998,98.68,4540700,93.879616
2014-11-25,98.510002,99.190002,98.5,98.93,3637200,94.117454
2014-11-26,99.25,99.639999,99.010002,99.349998,2685600,94.517021
2014-11-28,99.720001,100.699997,99.519997,100.099998,2504300,95.230537
2014-12-01,98.559998,100.150002,98.489998,99.669998,3658500,94.821454
2014-12-02,99.980003,100.57,99.610001,100.389999,3884900,95.50643
2014-12-03,99.699997,99.699997,98.18,98.32,4943800,94.151425
2014-12-04,98.040001,98.279999,97.400002,97.75,4582600,93.605592
2014-12-05,97.620003,97.93,97.199997,97.760002,5308200,93.61517
2014-12-08,97.870003,98.110001,97.5,97.779999,4233800,93.634319
2014-12-09,97.220001,97.75,96.209999,97.129997,3459700,93.011876
2014-12-10,97.230003,97.599998,96.07,96.18,3972300,92.102157
2014-12-11,96.300003,97.0,96.010002,96.290001,4784700,92.207494
2014-12-12,95.660004,96.769997,94.709999,94.739998,3935900,90.723208
2014-12-15,95.129997,95.720001,93.860001,94.139999,4555200,90.148648
2014-12-16,93.540001,94.970001,92.529999,92.589996,6962800,88.664362
2014-12-17,92.790001,94.099998,92.43,93.720001,6189200,89.746457
2014-12-18,94.709999,95.410004,93.739998,95.360001,8122800,91.316924
2014-12-19,95.300003,96.199997,95.209999,95.440002,7678700,91.393534
2014-12-22,95.790001,96.660004,95.470001,96.620003,3623000,92.523504
2014-12-23,97.239998,97.5,96.860001,97.360001,3065800,93.232128
2014-12-24,97.5,97.889999,97.050003,97.089996,1604100,92.973571
2014-12-26,97.120003,97.57,96.970001,97.050003,1492700,92.935274
2014-12-29,96.620003,97.099998,96.019997,96.730003,2453800,92.628841
2014-12-30,96.209999,96.779999,95.919998,95.959999,2134400,91.891484
2014-12-31,95.669998,95.980003,94.540001,94.559998,3727400,90.550839
2015-01-02,94.93,95.339996,94.050003,94.440002,3545700,90.435932
