Date,Open_FRT,High_FRT,Low_FRT,Close_FRT,Volume_FRT,AdjClose_FRT
2014-01-09,103.639999,103.669998,102.199997,103.32,276400,97.392463
2014-01-10,103.660004,104.800003,103.18,104.779999,366900,98.768701
2014-01-13,104.389999,104.550003,103.68,104.269997,759900,98.287958
2014-01-14,104.330002,105.389999,103.900002,105.160004,668700,99.126905
2014-01-15,105.970001,106.300003,104.660004,104.720001,546400,98.712145
2014-01-16,104.769997,105.419998,104.389999,104.5,525300,98.504766
2014-01-17,104.760002,104.82,103.720001,103.720001,708000,97.769516
2014-01-21,104.43,105.050003,104.199997,104.940002,460200,98.919525
2014-01-22,105.400002,106.779999,105.400002,106.720001,681100,100.597404
2014-01-23,106.110001,107.739998,106.050003,107.709999,642700,101.530605
2014-01-24,107.5,107.839996,106.639999,107.080002,747100,100.936751
2014-01-27,107.110001,107.620003,105.769997,106.550003,556600,100.437159
2014-01-28,106.550003,108.330002,106.550003,108.279999,607100,102.067903
2014-01-29,111.449997,111.449997,107.339996,108.160004,534800,101.954793
2014-01-30,108.559998,109.610001,108.150002,108.379997,534100,102.162165
2014-01-31,107.5,109.629997,107.5,109.0,529800,102.746598
2014-02-03,108.529999,109.199997,105.800003,106.220001,855600,100.126089
2014-02-04,106.449997,108.68,105.879997,108.5,717500,102.275283
2014-02-05,108.480003,110.589996,107.93,110.370003,902800,104.038003
2014-02-06,110.459999,111.800003,110.120003,111.699997,678100,105.291694
2014-02-07,112.019997,112.910004,111.849998,112.620003,664100,106.158919
2014-02-10,112.5,113.18,111.839996,113.0,479200,106.517115
2014-02-11,112.830002,113.660004,112.660004,113.260002,532500,106.762201
2014-02-12,112.120003,113.809998,109.629997,111.080002,813400,104.707269
2014-02-13,110.440002,111.459999,110.199997,110.760002,606600,104.405627
2014-02-14,111.019997,111.589996,110.68,111.43,508000,105.037187
2014-02-18,111.610001,111.660004,110.580002,111.529999,558200,105.131449
2014-02-19,111.410004,112.449997,111.019997,111.199997,572100,104.820379
2014-02-20,111.389999,112.220001,109.919998,110.480003,424000,104.141692
2014-02-21,110.849998,111.68,109.900002,111.57,367700,105.169155
2014-02-24,111.970001,112.239998,110.949997,110.959999,436600,104.59415
2014-02-25,111.0,112.07,110.769997,111.489998,360000,105.093743
2014-02-26,111.949997,111.949997,111.0,111.260002,350000,104.876942
2014-02-27,111.279999,112.0,110.43,110.940002,237600,104.575301
2014-02-28,110.639999,111.830002,110.410004,111.309998,626400,104.924069
2014-03-03,110.849998,111.440002,110.019997,110.68,433000,104.330215
2014-03-04,112.0,112.370003,111.620003,112.260002,452700,105.819571
2014-03-05,112.220001,112.690002,110.839996,111.239998,407600,104.858085
2014-03-06,111.209999,111.790001,110.029999,110.690002,529000,104.339644
2014-03-07,110.510002,110.82,109.650002,110.230003,513100,103.906035
2014-03-10,110.139999,110.75,109.519997,110.110001,321800,103.792917
2014-03-11,110.410004,110.870003,110.150002,110.82,426700,104.462183
2014-03-12,110.589996,111.809998,110.589996,111.360001,383400,104.971204
2014-03-13,111.400002,112.080002,110.400002,111.029999,360900,104.660134
2014-03-14,110.629997,111.830002,110.629997,110.870003,201500,104.509317
2014-03-17,111.510002,111.940002,110.540001,110.699997,339000,104.349065
2014-03-18,110.599998,112.129997,110.589996,112.059998,490700,105.631041
2014-03-19,111.400002,112.220001,109.220001,109.660004,516500,104.093279
2014-03-20,109.410004,111.059998,108.919998,111.0,452900,105.365253
2014-03-21,111.949997,113.089996,111.120003,112.93,1064300,107.19728
2014-03-24,113.309998,113.669998,111.599998,112.199997,360100,106.504334
2014-03-25,112.550003,113.589996,112.150002,113.209999,296400,107.463065
2014-03-26,113.360001,113.43,112.019997,112.540001,348600,106.827078
2014-03-27,112.209999,113.599998,111.830002,113.279999,275800,107.529511
2014-03-28,113.660004,114.550003,113.290001,113.529999,413900,107.76682
2014-03-31,114.089996,114.959999,112.720001,114.720001,547200,108.896414
2014-04-01,114.940002,115.599998,113.790001,115.599998,648300,109.731739
2014-04-02,115.330002,115.480003,114.540001,114.720001,640800,108.896414
2014-04-03,114.540001,114.68,113.57,113.830002,737600,108.051594
2014-04-04,114.389999,115.050003,113.669998,114.010002,404500,108.222457
2014-04-07,114.129997,115.129997,113.860001,114.129997,421500,108.336361
2014-04-08,114.309998,114.730003,113.589996,114.650002,336800,108.829968
2014-04-09,114.589996,114.68,113.43,113.779999,357000,108.004129
2014-04-10,113.629997,114.300003,112.510002,112.580002,431800,106.865048
2014-04-11,112.18,112.940002,111.599998,112.07,580400,106.380936
2014-04-14,112.889999,113.669998,112.269997,113.589996,377100,107.823772
2014-04-15,113.529999,114.620003,113.459999,114.589996,493400,108.773008
2014-04-16,114.660004,116.160004,114.120003,116.120003,520200,110.225346
2014-04-17,115.389999,115.529999,114.379997,115.279999,1102300,109.427984
2014-04-21,115.199997,115.760002,114.669998,115.690002,332600,109.817174
2014-04-22,115.589996,116.220001,114.559998,116.010002,341900,110.12093
2014-04-23,116.150002,116.5,115.230003,115.540001,480700,109.674787
2014-04-24,115.660004,116.629997,115.32,116.599998,242600,110.680976
2014-04-25,116.510002,116.779999,115.849998,115.93,352200,110.044989
2014-04-28,116.32,117.379997,115.800003,117.370003,333500,111.411892
2014-04-29,117.57,118.07,116.440002,116.709999,303000,110.785392
2014-04-30,116.629997,117.580002,116.339996,117.540001,269400,111.573261
2014-05-01,117.879997,118.5,116.25,118.339996,373500,112.332645
2014-05-02,117.940002,119.07,117.470001,118.089996,178600,112.095336
2014-05-05,117.650002,118.860001,117.010002,118.279999,269900,112.275694
2014-05-06,117.860001,118.730003,117.489998,118.349998,342200,112.34214
2014-05-07,118.910004,119.900002,118.580002,119.709999,383700,113.633102
2014-05-08,119.760002,120.620003,119.449997,119.660004,301800,113.585645
2014-05-09,119.75,119.75,117.089996,118.779999,452400,112.750312
2014-05-12,118.980003,119.610001,118.300003,118.739998,354600,112.712341
2014-05-13,118.730003,119.720001,117.629997,117.980003,292300,111.990927
2014-05-14,118.199997,118.639999,117.510002,118.379997,400200,112.370616
2014-05-15,118.209999,118.639999,117.400002,118.360001,414800,112.351634
2014-05-16,118.169998,120.010002,117.790001,119.980003,418200,113.8894
2014-05-19,119.75,120.220001,118.959999,119.389999,387400,113.329347
2014-05-20,119.120003,119.900002,118.459999,118.989998,523700,112.949651
2014-05-21,119.389999,119.709999,118.269997,118.889999,360100,112.854728
2014-05-22,118.75,119.360001,118.480003,118.980003,355500,112.940163
2014-05-23,118.800003,119.800003,118.800003,119.559998,359400,113.490715
2014-05-27,119.959999,120.349998,119.610001,120.220001,291400,114.117215
2014-05-28,119.980003,120.0,118.830002,119.0,487300,112.959145
2014-05-29,119.260002,119.5,118.610001,119.0,375800,112.959145
2014-05-30,119.190002,120.089996,118.889999,119.519997,563100,113.452745
2014-06-02,119.93,121.010002,119.580002,120.860001,289600,114.724725
2014-06-03,120.419998,121.199997,120.309998,120.730003,138800,114.601327
2014-06-04,120.480003,121.699997,120.370003,121.419998,291400,115.256296
2014-06-05,121.5,123.199997,121.209999,123.110001,369600,116.860508
2014-06-06,123.370003,123.370003,122.059998,122.339996,275000,116.129591
2014-06-09,121.599998,122.32,119.790001,120.230003,328300,114.126709
2014-06-10,119.839996,120.690002,118.550003,119.389999,389600,113.329347
2014-06-11,119.370003,119.650002,118.169998,119.269997,237800,113.215436
2014-06-12,118.980003,119.459999,118.190002,119.129997,231100,113.082543
2014-06-13,119.139999,119.760002,118.459999,119.720001,237100,113.642596
2014-06-16,119.690002,120.290001,118.389999,118.470001,315900,112.456051
2014-06-17,118.459999,119.959999,118.25,118.980003,498000,112.940163
2014-06-18,118.959999,120.150002,118.709999,119.900002,326300,113.813459
2014-06-19,119.029999,120.339996,118.059998,120.300003,287200,114.940896
2014-06-20,120.669998,120.949997,119.339996,120.669998,459700,115.294408
2014-06-23,120.550003,121.610001,119.879997,119.980003,302300,114.635151
2014-06-24,120.019997,120.529999,119.349998,119.760002,382800,114.424951
2014-06-25,119.849998,120.709999,119.400002,120.400002,383700,115.03644
2014-06-26,120.550003,120.639999,119.269997,119.620003,266300,114.291188
2014-06-27,119.620003,121.349998,119.480003,121.339996,475800,115.93456
2014-06-30,121.400002,121.949997,120.029999,120.919998,414300,115.533272
2014-07-01,121.209999,122.129997,120.309998,121.910004,550700,116.479174
2014-07-02,121.650002,121.910004,120.449997,121.709999,422800,116.28808
2014-07-03,121.650002,121.800003,120.870003,121.379997,282500,115.972779
2014-07-07,120.959999,121.910004,120.959999,121.529999,229300,116.116098
2014-07-08,121.529999,122.830002,120.980003,122.779999,308500,117.310413
2014-07-09,122.720001,122.860001,121.629997,122.82,252400,117.348632
2014-07-10,122.580002,123.75,122.510002,123.010002,279700,117.53017
2014-07-11,122.900002,123.690002,122.690002,123.050003,205200,117.568389
2014-07-14,123.220001,123.480003,122.620003,123.360001,209000,117.864577
2014-07-15,123.5,123.75,122.639999,123.160004,244000,117.67349
2014-07-16,123.580002,124.220001,122.43,123.089996,368200,117.606601
2014-07-17,122.949997,123.220001,122.370003,122.720001,379000,117.253088
2014-07-18,122.769997,124.379997,122.769997,124.220001,338700,118.686267
2014-07-21,123.75,124.120003,123.269997,123.870003,217900,118.35186
2014-07-22,124.279999,124.790001,124.029999,124.330002,224100,118.791367
2014-07-23,124.209999,124.779999,124.019997,124.610001,155300,119.058892
2014-07-24,124.580002,124.959999,123.779999,124.400002,253000,118.858248
2014-07-25,124.099998,124.57,122.980003,123.25,264000,117.759477
2014-07-28,123.339996,124.699997,122.720001,124.139999,165900,118.609829
2014-07-29,124.209999,124.209999,123.25,123.300003,282000,117.807252
2014-07-30,123.449997,123.82,122.68,123.339996,301800,117.845464
2014-07-31,122.010002,123.230003,122.010002,122.099998,565800,116.660705
2014-08-01,122.0,122.709999,121.370003,122.220001,629800,116.775362
2014-08-04,122.220001,123.059998,121.980003,122.769997,411300,117.300857
2014-08-05,122.25,122.940002,121.400002,121.599998,316400,116.182979
2014-08-06,121.559998,121.730003,121.059998,121.129997,168300,115.733916
2014-08-07,121.129997,121.860001,120.949997,121.419998,249100,116.010998
2014-08-08,122.629997,123.019997,120.580002,121.699997,360300,116.278523
2014-08-11,122.089996,123.440002,121.879997,123.190002,217600,117.702152
2014-08-12,123.089996,123.470001,122.5,122.809998,228600,117.339075
2014-08-13,123.25,124.43,122.959999,124.309998,309300,118.772254
2014-08-14,124.300003,124.790001,123.25,123.790001,249300,118.275422
2014-08-15,123.839996,124.790001,123.18,123.699997,253400,118.189427
2014-08-18,123.75,124.360001,123.120003,124.330002,303600,118.791367
2014-08-19,124.580002,125.169998,123.889999,125.120003,368200,119.546175
2014-08-20,124.980003,125.949997,124.199997,125.800003,250700,120.195883
2014-08-21,125.989998,126.400002,125.300003,125.540001,224100,119.947463
2014-08-22,125.260002,126.279999,124.400002,124.610001,386200,119.058892
2014-08-25,124.889999,125.290001,123.720001,124.059998,169700,118.533391
2014-08-26,124.309998,124.919998,123.980003,124.440002,193300,118.896467
2014-08-27,124.739998,124.739998,124.0,124.550003,161400,119.001567
2014-08-28,124.080002,124.650002,123.970001,124.25,130900,118.714929
2014-08-29,124.400002,124.900002,124.080002,124.779999,179100,119.221317
2014-09-02,124.68,125.330002,124.150002,124.550003,628100,119.001567
2014-09-03,124.980003,125.260002,124.019997,125.110001,425200,119.536618
2014-09-04,125.019997,126.059998,124.75,125.190002,350700,119.613056
2014-09-05,124.900002,126.0,124.839996,125.720001,441800,120.119445
2014-09-08,125.510002,125.830002,124.889999,125.650002,306100,120.052563
2014-09-09,125.330002,125.529999,124.879997,125.230003,241600,119.651275
2014-09-10,124.639999,124.790001,123.339996,123.540001,321100,118.036559
2014-09-11,123.18,124.050003,123.0,123.669998,208000,118.160765
2014-09-12,123.239998,123.239998,119.150002,119.779999,357900,114.444057
2014-09-15,120.169998,120.699997,119.349998,119.580002,233800,114.252969
2014-09-16,119.68,121.150002,119.040001,120.589996,547700,115.217971
2014-09-17,120.989998,122.040001,120.540001,121.190002,520200,115.791248
2014-09-18,120.519997,120.709999,119.080002,119.099998,239100,114.617163
2014-09-19,119.199997,119.970001,118.980003,119.389999,531000,114.896248
2014-09-22,119.260002,119.589996,118.360001,118.849998,391600,114.376572
2014-09-23,118.68,119.360001,118.139999,118.18,394600,113.731793
2014-09-24,118.419998,119.190002,117.279999,117.5,328700,113.077387
2014-09-25,117.470001,117.93,116.5,117.120003,286400,112.711692
2014-09-26,117.0,118.730003,116.629997,118.540001,298100,114.078243
2014-09-29,117.779999,118.639999,117.25,118.589996,347300,114.126357
2014-09-30,119.019997,119.18,117.620003,118.459999,503500,114.001252
2014-10-01,118.440002,119.510002,118.019997,118.709999,691500,114.241843
2014-10-02,118.879997,119.290001,117.57,118.57,344500,114.107113
2014-10-03,118.919998,119.669998,118.129997,119.279999,315600,114.790388
2014-10-06,119.449997,120.160004,119.010002,119.779999,244800,115.271568
2014-10-07,119.120003,119.629997,118.199997,118.279999,331100,113.828027
2014-10-08,118.330002,120.970001,117.860001,120.940002,286200,116.38791
2014-10-09,120.93,122.480003,120.93,121.43,364700,116.859465
2014-10-10,121.830002,122.93,120.919998,120.959999,319400,116.407154
2014-10-13,120.980003,121.760002,120.160004,120.309998,428100,115.781618
2014-10-14,120.18,122.839996,120.18,122.449997,455700,117.84107
2014-10-15,121.660004,123.720001,120.900002,122.550003,582400,117.937312
2014-10-16,121.550003,122.519997,120.160004,122.169998,505700,117.57161
2014-10-17,123.18,123.18,120.769997,122.139999,598600,117.54274
2014-10-20,122.010002,123.620003,121.970001,123.57,256600,118.918916
2014-10-21,123.459999,125.400002,123.400002,125.379997,294000,120.660787
2014-10-22,125.529999,127.089996,125.019997,126.489998,341700,121.729008
2014-10-23,127.110001,127.800003,126.5,127.699997,381700,122.893464
2014-10-24,127.489998,128.220001,127.220001,127.989998,241400,123.172549
2014-10-27,127.970001,129.330002,127.879997,129.169998,367300,124.308135
2014-10-28,129.199997,130.089996,128.690002,130.089996,249800,125.193505
2014-10-29,129.830002,130.559998,129.059998,130.5,316800,125.588077
2014-10-30,130.210007,131.089996,129.429993,131.089996,293600,126.155866
2014-10-31,133.600006,133.600006,130.220001,131.800003,497700,126.839148
2014-11-03,132.570007,135.350006,132.350006,135.309998,503100,130.217029
2014-11-04,134.830002,135.970001,134.440002,135.910004,295600,130.794452
2014-11-05,136.5,136.539993,134.160004,134.919998,360700,129.841709
2014-11-06,135.199997,135.839996,133.979996,134.169998,369700,129.119939
2014-11-07,134.179993,134.490005,132.809998,132.899994,739100,127.897736
2014-11-10,132.880005,134.830002,132.639999,134.720001,403900,129.64924
2014-11-11,134.949997,135.050003,133.630005,133.679993,335600,128.648377
2014-11-12,133.580002,133.889999,131.330002,131.470001,591000,126.521568
2014-11-13,131.910004,132.919998,131.5,132.179993,429400,127.204836
2014-11-14,132.240005,132.759995,130.820007,131.210007,234800,126.271359
2014-11-17,130.800003,132.309998,130.759995,131.619995,276600,126.665916
2014-11-18,132.009995,132.610001,131.520004,132.130005,337300,127.156729
2014-11-19,131.960007,132.440002,130.619995,130.75,427800,125.828667
2014-11-20,130.940002,130.940002,129.570007,130.339996,354300,125.434095
2014-11-21,130.649994,131.419998,130.449997,130.669998,450600,125.751676
2014-11-24,130.679993,132.190002,130.679993,131.050003,422700,126.117378
2014-11-25,130.899994,131.300003,130.679993,130.789993,509400,125.867155
2014-11-26,131.070007,133.009995,130.710007,132.949997,390100,127.945857
2014-11-28,133.259995,134.899994,132.410004,132.660004,218800,127.666779
2014-12-01,132.25,133.240005,131.800003,131.949997,414300,126.983497
2014-12-02,131.619995,132.610001,130.809998,132.529999,263300,127.541668
2014-12-03,132.529999,133.179993,132.110001,132.679993,283300,127.686016
2014-12-04,132.309998,133.080002,131.910004,132.809998,353400,127.811127
2014-12-05,132.600006,132.600006,131.199997,132.389999,241500,127.406938
2014-12-08,131.990005,134.039993,131.990005,133.119995,286200,128.109457
2014-12-09,131.979996,133.520004,131.979996,133.089996,299900,128.080587
2014-12-10,132.779999,133.5,131.850006,132.559998,225200,127.570537
2014-12-11,133.279999,133.300003,132.149994,132.470001,263700,127.483928
2014-12-12,132.240005,133.199997,131.220001,131.289993,268400,126.348335
2014-12-15,131.179993,132.270004,129.509995,129.690002,401100,124.808567
2014-12-16,129.279999,130.350006,128.100006,129.160004,456100,124.298517
2014-12-17,129.679993,132.860001,128.720001,132.820007,381500,127.82076
2014-12-18,133.309998,135.25,133.080002,135.210007,414900,130.120802
2014-12-19,135.220001,135.630005,133.610001,134.089996,809500,129.042948
2014-12-22,134.539993,137.059998,134.350006,136.929993,229100,131.776049
2014-12-23,136.929993,137.509995,135.889999,136.389999,219900,131.256381
2014-12-24,136.410004,137.800003,135.899994,136.259995,89200,131.131269
2014-12-26,136.210007,137.089996,136.210007,136.460007,104700,131.323753
2014-12-29,136.580002,137.460007,136.5,137.179993,276500,132.016639
2014-12-30,136.509995,137.330002,136.009995,136.339996,186600,132.045703
2014-12-31,136.820007,137.770004,133.259995,133.460007,311300,129.256425
2015-01-02,134.419998,135.800003,133.369995,135.740005,250400,131.46461
2015-01-05,135.240005,137.639999,135.020004,137.580002,500200,133.246652
2015-01-06,138.270004,139.550003,137.779999,139.380005,563000,134.989961
2015-01-07,139.820007,142.490005,138.160004,142.300003,347500,137.817988
2015-01-08,142.300003,142.940002,141.100006,141.679993,419300,137.217506
2015-01-09,141.699997,142.710007,140.5,141.809998,310200,137.343416
2015-01-12,141.970001,143.309998,141.970001,142.649994,265700,138.156955
2015-01-13,143.009995,143.690002,141.220001,141.889999,352500,137.420898
2015-01-14,141.160004,143.5,140.779999,143.110001,394800,138.602473
2015-01-15,143.119995,143.910004,142.429993,142.979996,243500,138.476563
2015-01-16,142.990005,144.520004,142.25,144.240005,295300,139.696886
