Date,Open_EL,High_EL,Low_EL,Close_EL,Volume_EL,AdjClose_EL
2013-07-26,65.059998,66.400002,65.059998,66.199997,2314100,63.877128
2013-07-29,66.120003,66.830002,65.68,66.0,1273200,63.684149
2013-07-30,66.349998,66.730003,65.360001,65.599998,1890400,63.298183
2013-07-31,65.980003,66.239998,65.589996,65.650002,1954300,63.346431
2013-08-01,66.129997,67.010002,65.910004,66.790001,2167400,64.446429
2013-08-02,66.529999,67.010002,66.459999,66.889999,1463500,64.542919
2013-08-05,66.650002,67.360001,66.629997,67.279999,1449800,64.919234
2013-08-06,67.190002,67.529999,66.860001,67.43,1692000,65.063972
2013-08-07,67.120003,67.43,66.25,66.639999,1726000,64.301691
2013-08-08,66.739998,66.959999,65.860001,66.0,1928700,63.684149
2013-08-09,65.980003,66.959999,65.529999,66.589996,1527300,64.253443
2013-08-12,66.510002,66.93,66.190002,66.580002,1535700,64.243799
2013-08-13,66.489998,66.629997,65.910004,66.449997,1663300,64.118356
2013-08-14,66.209999,66.410004,64.940002,65.129997,2913500,62.844673
2013-08-15,66.889999,68.82,66.68,67.360001,6230400,64.996429
2013-08-16,67.169998,67.709999,66.900002,67.25,1994200,64.890288
2013-08-19,67.110001,67.239998,66.300003,66.75,2021200,64.407832
2013-08-20,66.690002,67.660004,66.339996,66.860001,3961100,64.513973
2013-08-21,66.889999,67.019997,66.220001,66.32,1994700,63.99292
2013-08-22,66.279999,67.379997,66.239998,67.269997,1220700,64.909583
2013-08-23,67.220001,68.260002,66.989998,68.150002,1718300,65.758709
2013-08-26,68.129997,68.559998,67.260002,67.269997,1509200,64.909583
2013-08-27,66.540001,66.540001,65.550003,65.639999,1724600,63.33678
2013-08-28,65.279999,65.610001,64.629997,65.379997,1854400,63.25937
2013-08-29,64.730003,65.860001,64.449997,65.370003,1490200,63.249699
2013-08-30,65.5,65.620003,64.989998,65.360001,835500,63.240022
2013-09-03,66.059998,67.099998,66.019997,66.260002,1715600,64.110831
2013-09-04,66.360001,67.5,66.019997,67.309998,1667500,65.12677
2013-09-05,67.419998,67.93,67.160004,67.370003,1182800,65.184829
2013-09-06,67.489998,68.07,66.709999,67.580002,1385000,65.388016
2013-09-09,68.480003,69.5,68.480003,69.489998,1834700,67.236061
2013-09-10,69.540001,69.620003,68.589996,68.970001,1575900,66.73293
2013-09-11,68.839996,69.699997,68.690002,69.690002,1403700,67.429578
2013-09-12,69.82,70.580002,69.540001,70.330002,1388700,68.048819
2013-09-13,70.690002,71.040001,70.32,70.800003,1233300,68.503575
2013-09-16,71.410004,71.669998,70.75,71.110001,1252300,68.803518
2013-09-17,70.949997,71.519997,70.940002,71.330002,1126900,69.016383
2013-09-18,71.300003,72.220001,70.419998,72.169998,1334000,69.829134
2013-09-19,72.150002,72.480003,71.449997,72.43,1573500,70.080703
2013-09-20,72.550003,72.690002,71.68,71.75,3738900,69.422759
2013-09-23,71.650002,71.669998,70.75,70.760002,1214300,68.464872
2013-09-24,70.839996,71.910004,70.57,71.510002,1604500,69.190545
2013-09-25,71.57,71.910004,70.900002,71.139999,1330300,68.832544
2013-09-26,71.150002,71.550003,70.5,70.739998,1042900,68.445517
2013-09-27,70.489998,70.610001,70.019997,70.419998,893800,68.135896
2013-09-30,70.169998,70.889999,69.779999,69.900002,1659700,67.632766
2013-10-01,69.900002,70.550003,69.830002,70.5,1015300,68.213303
2013-10-02,70.290001,70.440002,69.510002,70.410004,1021900,68.126226
2013-10-03,70.220001,70.32,69.230003,69.440002,921100,67.187687
2013-10-04,69.489998,70.220001,69.330002,69.980003,1638800,67.710173
2013-10-07,69.309998,69.599998,69.0,69.290001,1289600,67.042551
2013-10-08,69.379997,69.629997,68.660004,68.709999,1655100,66.481362
2013-10-09,68.860001,69.059998,68.25,68.769997,1525000,66.539413
2013-10-10,69.510002,70.650002,69.470001,70.629997,1473000,68.339084
2013-10-11,70.510002,71.029999,69.980003,71.010002,1742100,68.706763
2013-10-14,70.57,71.650002,70.57,71.650002,1048300,69.326004
2013-10-15,71.190002,71.330002,70.400002,70.5,1886400,68.213303
2013-10-16,70.900002,71.300003,70.5,70.989998,1562800,68.687408
2013-10-17,70.940002,71.839996,70.360001,71.709999,1314800,69.384055
2013-10-18,71.849998,72.150002,71.620003,72.050003,1671100,69.713031
2013-10-21,72.019997,72.059998,70.489998,71.07,1262300,68.764815
2013-10-22,71.57,72.290001,71.309998,71.93,1220900,69.596921
2013-10-23,71.440002,71.650002,70.980003,71.269997,923800,68.958325
2013-10-24,71.599998,71.830002,71.160004,71.389999,1049200,69.074435
2013-10-25,71.629997,71.980003,71.099998,71.510002,1027000,69.190545
2013-10-28,71.720001,71.800003,71.290001,71.559998,1637600,69.238919
2013-10-29,71.889999,72.959999,71.610001,72.809998,1881200,70.448375
2013-10-30,73.0,73.110001,71.18,71.379997,1843700,69.064757
2013-10-31,73.300003,74.620003,70.900002,70.959999,3044400,68.658382
2013-11-01,70.699997,70.940002,69.269997,69.940002,3948000,67.671469
2013-11-04,70.339996,70.82,69.669998,70.139999,1784700,67.864979
2013-11-05,69.349998,71.010002,69.300003,70.75,1529300,68.455194
2013-11-06,70.760002,71.309998,70.559998,71.25,1279200,68.938977
2013-11-07,71.309998,71.589996,70.220001,70.32,1368400,68.039141
2013-11-08,70.150002,71.0,69.93,70.959999,1055600,68.658382
2013-11-11,70.75,71.169998,70.669998,70.900002,931700,68.60033
2013-11-12,70.580002,71.080002,70.529999,70.68,944600,68.387465
2013-11-13,70.260002,73.089996,70.260002,73.029999,2267300,70.66124
2013-11-14,73.059998,73.669998,73.010002,73.440002,1097300,71.057945
2013-11-15,73.230003,73.669998,72.529999,73.669998,1542100,71.280481
2013-11-18,73.620003,73.690002,72.650002,72.860001,956700,70.496756
2013-11-19,72.690002,72.970001,72.309998,72.559998,1113600,70.206484
2013-11-20,72.889999,73.910004,72.5,73.300003,1291000,70.922487
2013-11-21,73.5,74.07,73.239998,74.010002,1127500,71.609457
2013-11-22,74.089996,75.019997,74.050003,75.010002,1763300,72.577021
2013-11-25,74.93,75.220001,74.169998,74.32,935900,71.9094
2013-11-26,74.440002,75.459999,74.43,75.07,1382000,72.831066
2013-11-27,74.959999,75.419998,74.480003,75.25,1131500,73.005698
2013-11-29,75.260002,75.769997,74.93,74.959999,595700,72.724346
2013-12-02,74.989998,75.290001,74.449997,74.879997,1136800,72.64673
2013-12-03,74.550003,74.57,73.889999,74.489998,1774700,72.268362
2013-12-04,73.919998,74.099998,72.559998,73.099998,2279000,70.919819
2013-12-05,73.010002,73.290001,72.620003,72.730003,1901600,70.560859
2013-12-06,73.410004,73.959999,73.339996,73.709999,836400,71.511627
2013-12-09,73.970001,74.349998,73.480003,73.889999,659800,71.686259
2013-12-10,73.599998,73.830002,73.029999,73.599998,885200,71.404907
2013-12-11,73.730003,74.550003,73.620003,73.82,1406200,71.618347
2013-12-12,73.559998,73.559998,72.290001,73.07,1665900,70.890715
2013-12-13,73.050003,73.160004,71.449997,72.639999,1405700,70.473539
2013-12-16,73.010002,73.419998,72.489998,73.160004,993900,70.978035
2013-12-17,73.080002,73.269997,72.339996,72.75,1040800,70.580259
2013-12-18,72.709999,74.059998,72.300003,74.0,1459100,71.792979
2013-12-19,73.800003,74.279999,73.650002,73.910004,687800,71.705666
2013-12-20,73.279999,75.059998,73.279999,74.349998,1200200,72.132538
2013-12-23,74.82,75.139999,74.199997,74.760002,1055100,72.530314
2013-12-24,74.790001,74.879997,74.230003,74.620003,295400,72.39449
2013-12-26,74.599998,74.93,74.190002,74.639999,564700,72.41389
2013-12-27,74.650002,75.040001,74.129997,74.449997,698600,72.229554
2013-12-30,74.449997,75.18,74.360001,75.040001,683900,72.801962
2013-12-31,75.389999,75.550003,74.959999,75.32,704300,73.07361
2014-01-02,74.989998,75.099998,73.559998,73.709999,1070100,71.511627
2014-01-03,73.720001,74.360001,73.599998,73.650002,802500,71.453419
2014-01-06,74.739998,74.870003,73.870003,74.080002,1265000,71.870594
2014-01-07,74.309998,74.75,73.449997,73.889999,1111700,71.686259
2014-01-08,73.889999,73.900002,72.93,73.080002,1434900,70.900419
2014-01-09,73.519997,73.959999,73.110001,73.440002,1138600,71.249683
2014-01-10,73.75,74.18,73.580002,74.050003,1511000,71.84149
2014-01-13,74.980003,75.129997,73.769997,73.839996,2531200,71.637747
2014-01-14,73.989998,74.050003,73.050003,73.739998,1546700,71.540731
2014-01-15,73.889999,73.940002,72.0,72.870003,2029200,70.696683
2014-01-16,72.610001,72.870003,72.080002,72.190002,2134300,70.036963
2014-01-17,71.699997,72.709999,71.610001,72.57,1516700,70.405627
2014-01-21,73.190002,73.989998,71.970001,72.18,1945200,70.02726
2014-01-22,72.389999,72.699997,71.800003,72.129997,1140600,69.978748
2014-01-23,71.529999,71.589996,70.309998,70.470001,2240000,68.368261
2014-01-24,70.309998,70.470001,68.760002,68.790001,2493500,66.738366
2014-01-27,68.739998,69.120003,67.580002,68.559998,3299300,66.515222
2014-01-28,68.910004,70.419998,68.699997,69.849998,2551900,67.766749
2014-01-29,69.629997,69.660004,68.169998,68.540001,2070200,66.495822
2014-01-30,69.059998,69.379997,68.209999,68.949997,2451100,66.89359
2014-01-31,67.870003,69.260002,67.589996,68.739998,1897900,66.689854
2014-02-03,68.870003,69.07,67.870003,68.279999,3010600,66.243574
2014-02-04,68.870003,69.769997,68.699997,69.190002,2464300,67.126437
2014-02-05,69.550003,69.550003,63.630001,65.360001,8099600,63.410664
2014-02-06,67.07,67.199997,66.230003,66.800003,5119800,64.807719
2014-02-07,66.510002,66.919998,65.790001,66.5,3536100,64.516663
2014-02-10,66.5,66.900002,66.129997,66.389999,6060800,64.409943
2014-02-11,66.279999,67.139999,66.099998,66.779999,3681600,64.788311
2014-02-12,67.260002,67.470001,66.470001,66.879997,3256600,64.885327
2014-02-13,66.699997,67.639999,66.480003,67.540001,2955000,65.525646
2014-02-14,67.440002,68.279999,67.419998,67.980003,2629000,65.952526
2014-02-18,68.0,68.379997,67.57,68.080002,1722300,66.049542
2014-02-19,67.699997,68.230003,67.360001,67.389999,1843300,65.380119
2014-02-20,67.620003,68.099998,67.400002,67.860001,1867100,65.836102
2014-02-21,67.849998,68.5,67.589996,67.650002,1397400,65.632366
2014-02-24,67.610001,68.480003,67.489998,67.900002,1373300,65.87491
2014-02-25,68.07,68.139999,67.150002,67.480003,3757700,65.467438
2014-02-26,68.260002,68.720001,67.860001,67.980003,2464300,66.148582
2014-02-27,67.529999,68.010002,67.349998,67.599998,1989600,65.778815
2014-02-28,67.82,69.5,67.730003,68.839996,3054400,66.985407
2014-03-03,68.459999,68.739998,68.059998,68.559998,1632800,66.712951
2014-03-04,69.699997,70.620003,69.089996,69.730003,1601300,67.851436
2014-03-05,69.529999,69.599998,69.0,69.269997,3033900,67.403822
2014-03-06,69.290001,69.580002,68.989998,69.040001,1271900,67.180023
2014-03-07,69.410004,70.25,69.150002,70.019997,1901200,68.133617
2014-03-10,69.800003,70.199997,69.440002,70.199997,1464400,68.308768
2014-03-11,70.199997,70.470001,69.68,70.110001,2205800,68.221196
2014-03-12,69.620003,70.370003,69.599998,70.199997,1680600,68.308768
2014-03-13,70.260002,70.440002,69.580002,69.779999,2149700,67.900085
2014-03-14,69.75,69.879997,68.919998,69.300003,2462300,67.43302
2014-03-17,69.690002,70.419998,69.650002,69.949997,1902400,68.065503
2014-03-18,70.029999,70.610001,69.970001,70.120003,1237200,68.230929
2014-03-19,70.019997,70.230003,69.209999,69.690002,1628500,67.812513
2014-03-20,69.540001,69.540001,68.839996,69.120003,1441400,67.257869
2014-03-21,69.459999,69.639999,68.279999,68.370003,3006800,66.528075
2014-03-24,68.57,68.879997,67.089996,67.300003,2707100,65.486902
2014-03-25,67.389999,67.720001,66.839996,67.370003,2849400,65.555016
2014-03-26,67.599998,67.769997,67.190002,67.230003,3309800,65.418788
2014-03-27,67.230003,67.910004,67.0,67.230003,2433300,65.418788
2014-03-28,67.260002,67.449997,66.370003,66.730003,2866400,64.932258
2014-03-31,67.339996,67.360001,66.540001,66.879997,2689200,65.078211
2014-04-01,67.519997,68.290001,67.220001,68.260002,4578000,66.421038
2014-04-02,68.519997,68.760002,68.0,68.089996,1997700,66.255612
2014-04-03,68.269997,68.620003,67.949997,68.209999,4221100,66.372382
2014-04-04,68.370003,68.5,66.82,66.980003,2122000,65.175523
2014-04-07,66.970001,67.5,66.860001,67.300003,6167900,65.486902
2014-04-08,68.25,70.290001,68.0,69.529999,4789300,67.65682
2014-04-09,69.870003,69.949997,69.019997,69.709999,2464100,67.831971
2014-04-10,69.599998,70.199997,68.779999,68.919998,1663400,67.063253
2014-04-11,68.410004,68.989998,68.07,68.18,2547100,66.343191
2014-04-14,68.519997,69.199997,68.360001,69.18,1970200,67.316251
2014-04-15,69.830002,70.830002,69.300003,70.800003,2790800,68.89261
2014-04-16,71.199997,72.150002,70.959999,72.089996,2782700,70.14785
2014-04-17,71.889999,72.279999,71.230003,72.150002,3037200,70.206238
2014-04-21,71.900002,71.970001,71.410004,71.900002,1131600,69.962973
2014-04-22,72.169998,72.43,71.690002,72.099998,1447800,70.157582
2014-04-23,72.0,72.18,71.379997,71.669998,1938100,69.739167
2014-04-24,71.760002,72.139999,71.5,72.089996,1022200,70.14785
2014-04-25,72.019997,72.260002,71.580002,72.199997,1395300,70.254887
2014-04-28,72.279999,72.769997,71.5,71.900002,2506300,69.962973
2014-04-29,72.080002,72.989998,71.910004,72.93,2387100,70.965223
2014-04-30,72.699997,72.919998,72.209999,72.57,1712400,70.614922
2014-05-01,72.209999,72.489998,71.5,72.190002,2514000,70.245162
2014-05-02,74.290001,76.239998,73.970001,75.620003,7079400,73.582756
2014-05-05,74.75,75.18,73.720001,74.059998,3357300,72.064778
2014-05-06,73.68,73.75,73.050003,73.550003,2943400,71.568523
2014-05-07,73.639999,73.989998,73.330002,73.690002,2356200,71.704751
2014-05-08,73.690002,73.980003,73.279999,73.32,1845600,71.344716
2014-05-09,73.269997,73.550003,72.970001,73.239998,1986100,71.26687
2014-05-12,73.5,73.730003,73.410004,73.629997,1120800,71.646362
2014-05-13,73.32,73.980003,73.199997,73.93,1474500,71.938283
2014-05-14,73.849998,74.160004,73.489998,73.68,1021200,71.695018
2014-05-15,73.349998,73.5,72.650002,73.07,1308100,71.101451
2014-05-16,73.169998,73.540001,73.110001,73.160004,1976100,71.18903
2014-05-19,73.230003,74.120003,73.199997,74.019997,1229000,72.025855
2014-05-20,74.029999,74.330002,73.68,73.879997,1048700,71.889627
2014-05-21,74.110001,74.370003,73.809998,74.120003,981100,72.123167
2014-05-22,74.089996,75.059998,74.050003,74.910004,1752700,72.891884
2014-05-23,74.830002,75.199997,74.629997,74.900002,1149500,72.882152
2014-05-27,74.919998,75.650002,74.839996,75.580002,1429300,73.543832
2014-05-28,75.379997,76.190002,75.360001,75.650002,2350000,73.807253
2014-05-29,76.099998,76.519997,75.870003,76.510002,1974200,74.646305
2014-05-30,76.190002,76.739998,76.160004,76.620003,1235400,74.753626
2014-06-02,76.599998,77.0,76.370003,76.75,1263200,74.880457
2014-06-03,76.730003,76.730003,76.059998,76.690002,1530000,74.821921
2014-06-04,76.440002,76.529999,75.809998,76.459999,1822700,74.59752
2014-06-05,76.410004,76.809998,76.099998,76.599998,1126400,74.734109
2014-06-06,76.900002,77.339996,76.650002,76.769997,1010500,74.899966
2014-06-09,76.639999,76.800003,76.360001,76.5,1125200,74.636547
2014-06-10,76.440002,76.669998,76.089996,76.419998,993300,74.558493
2014-06-11,76.389999,76.68,76.220001,76.559998,980300,74.695083
2014-06-12,76.739998,77.230003,76.360001,76.699997,1671300,74.831672
2014-06-13,76.599998,76.760002,75.769997,76.489998,1881500,74.626788
2014-06-16,76.470001,76.57,75.760002,75.910004,1384500,74.060922
2014-06-17,75.959999,76.220001,75.040001,75.25,1576200,73.416995
2014-06-18,75.339996,76.160004,75.139999,76.129997,1211000,74.275557
2014-06-19,76.050003,76.830002,75.269997,76.519997,2030200,74.656056
2014-06-20,76.5,76.709999,75.370003,75.75,1986400,73.904816
2014-06-23,75.75,75.82,74.529999,74.830002,1548000,73.007228
2014-06-24,74.860001,75.190002,74.5,74.519997,801800,72.704774
2014-06-25,74.440002,75.059998,74.309998,75.0,1149700,73.173085
2014-06-26,74.260002,74.720001,73.82,74.599998,1379600,72.782827
2014-06-27,74.57,74.989998,74.5,74.709999,1050000,72.890148
2014-06-30,74.949997,75.440002,74.169998,74.260002,1571200,72.451113
2014-07-01,74.540001,74.540001,74.050003,74.230003,2067400,72.421844
2014-07-02,74.239998,74.370003,73.709999,73.959999,1457000,72.158417
2014-07-03,74.089996,75.220001,74.089996,74.970001,1158300,73.143817
2014-07-07,74.75,74.870003,74.360001,74.809998,959700,72.987711
2014-07-08,74.540001,74.830002,73.709999,74.059998,1546500,72.25598
2014-07-09,74.199997,74.910004,74.010002,74.669998,1390100,72.851121
2014-07-10,74.019997,74.860001,74.019997,74.690002,1414900,72.870638
2014-07-11,74.660004,74.839996,74.269997,74.5,1179200,72.685264
2014-07-14,75.029999,76.0,75.029999,75.379997,1574800,73.543826
2014-07-15,75.309998,76.230003,75.300003,75.730003,2427600,73.885306
2014-07-16,75.809998,76.050003,75.059998,75.139999,1564700,73.309674
2014-07-17,75.220001,75.440002,74.449997,74.489998,1169600,72.675506
2014-07-18,74.690002,76.080002,74.339996,76.080002,1778400,74.226779
2014-07-21,75.529999,75.709999,74.900002,75.419998,1244000,73.582852
2014-07-22,75.760002,76.360001,75.269997,76.239998,1905300,74.382878
2014-07-23,76.199997,76.239998,75.550003,75.940002,1619300,74.09019
2014-07-24,76.089996,76.410004,75.620003,75.910004,1602800,74.060922
2014-07-25,75.599998,75.959999,75.300003,75.669998,957400,73.826763
2014-07-28,75.800003,75.870003,74.639999,74.93,1327000,73.10479
2014-07-29,74.879997,75.400002,74.360001,74.389999,994000,72.577943
2014-07-30,74.470001,74.709999,73.690002,74.269997,1891500,72.460864
2014-07-31,74.019997,74.400002,73.239998,73.459999,2010100,71.670597
2014-08-01,73.489998,74.269997,72.830002,73.870003,1814400,72.070613
2014-08-04,74.230003,74.690002,73.720001,74.220001,1072500,72.412086
2014-08-05,74.169998,74.339996,73.669998,73.949997,1163600,72.148659
2014-08-06,73.989998,75.169998,73.769997,74.260002,2353400,72.451113
2014-08-07,74.650002,74.739998,73.080002,73.199997,2216600,71.416928
2014-08-08,73.220001,74.239998,72.849998,74.199997,1909400,72.392569
2014-08-11,74.589996,75.910004,74.510002,75.5,1403000,73.660905
2014-08-12,75.25,75.879997,74.959999,75.370003,1183800,73.534075
2014-08-13,75.519997,75.830002,74.949997,75.150002,1193700,73.319433
2014-08-14,75.370003,76.269997,75.169998,75.900002,2275700,74.051163
2014-08-15,75.440002,76.699997,74.5,76.160004,3086000,74.304832
2014-08-18,76.889999,77.25,76.510002,76.790001,2042800,74.919483
2014-08-19,76.669998,76.800003,76.029999,76.639999,1700100,74.773136
2014-08-20,76.279999,76.989998,76.25,76.580002,1250900,74.7146
2014-08-21,76.550003,77.07,76.239998,76.269997,1725100,74.412146
2014-08-22,76.339996,76.790001,76.269997,76.290001,1329600,74.431663
2014-08-25,76.779999,77.389999,76.730003,77.190002,1194000,75.309741
2014-08-26,77.150002,77.660004,77.089996,77.239998,1295300,75.358519
2014-08-27,77.230003,77.25,76.669998,77.010002,1050800,75.32918
2014-08-28,76.620003,76.970001,76.550003,76.660004,731200,74.98682
2014-08-29,76.720001,77.010002,76.370003,76.830002,1005600,75.153108
2014-09-02,76.68,76.889999,76.459999,76.839996,1401500,75.162884
2014-09-03,77.129997,77.239998,76.220001,76.230003,1365600,74.566205
2014-09-04,76.25,77.050003,76.120003,76.650002,1085300,74.977036
2014-09-05,76.589996,76.93,76.040001,76.779999,1256500,75.104196
2014-09-08,76.449997,76.480003,75.25,75.589996,1632300,73.940167
2014-09-09,75.370003,75.389999,74.209999,74.410004,1748400,72.785929
2014-09-10,74.440002,75.089996,74.029999,74.900002,1127700,73.265232
2014-09-11,74.470001,74.830002,74.059998,74.739998,1718700,73.108721
2014-09-12,74.900002,75.32,74.260002,74.480003,1805000,72.854401
2014-09-15,74.389999,74.739998,74.059998,74.43,1434400,72.805489
2014-09-16,74.300003,75.199997,74.059998,74.730003,865000,73.098944
2014-09-17,74.699997,75.050003,74.360001,74.690002,1098400,73.059816
2014-09-18,74.809998,75.300003,74.699997,74.959999,1153400,73.32392
2014-09-19,75.370003,75.860001,75.239998,75.43,5483000,73.783663
2014-09-22,75.540001,76.07,74.970001,75.25,1261300,73.607591
2014-09-23,74.959999,75.190002,74.389999,74.43,1593400,72.805489
2014-09-24,74.629997,75.269997,74.529999,75.120003,1131700,73.480431
2014-09-25,74.860001,74.949997,74.0,74.0,1216100,72.384874
2014-09-26,74.169998,74.849998,73.919998,74.599998,938400,72.971777
2014-09-29,74.050003,74.779999,73.970001,74.709999,1364000,73.079376
2014-09-30,74.43,75.010002,74.32,74.720001,1741400,73.08916
2014-10-01,74.379997,74.540001,73.980003,74.25,2336300,72.629417
2014-10-02,73.879997,74.239998,73.57,73.699997,2022600,72.091419
2014-10-03,74.120003,74.5,73.739998,74.110001,1189300,72.492474
2014-10-06,74.160004,74.32,73.559998,74.050003,1270100,72.433786
2014-10-07,73.68,75.150002,73.589996,74.139999,1931300,72.521818
2014-10-08,74.25,74.860001,73.830002,74.739998,1526500,73.108721
2014-10-09,74.620003,74.959999,73.449997,73.610001,1680200,72.003387
2014-10-10,73.639999,73.739998,72.610001,72.650002,1957800,71.06434
2014-10-13,72.400002,72.599998,70.919998,71.019997,2074400,69.469912
2014-10-14,71.300003,72.160004,70.959999,71.889999,2233000,70.320926
2014-10-15,71.5,72.540001,70.18,71.599998,2374800,70.037255
2014-10-16,70.510002,72.269997,70.510002,71.779999,1708700,70.213326
2014-10-17,72.470001,72.629997,71.800003,72.18,1950500,70.604598
2014-10-20,72.139999,73.290001,71.889999,73.110001,1223500,71.5143
2014-10-21,73.440002,74.690002,73.260002,74.660004,1137500,73.030472
2014-10-22,74.900002,75.5,74.419998,74.440002,1428900,72.815273
2014-10-23,74.75,74.959999,74.099998,74.230003,1471400,72.609857
2014-10-24,74.519997,74.660004,74.059998,74.349998,1402700,72.727233
2014-10-27,74.209999,74.959999,74.080002,74.519997,1105300,72.893521
2014-10-28,74.860001,75.139999,74.419998,75.07,938800,73.43152
2014-10-29,75.040001,75.410004,74.389999,74.720001,1215300,73.08916
2014-10-30,74.550003,75.139999,74.07,74.940002,944700,73.30436
2014-10-31,75.510002,75.690002,74.849998,75.18,1532600,73.539119
2014-11-03,75.400002,76.0,75.120003,75.959999,2887500,74.302094
2014-11-04,73.150002,73.919998,71.959999,72.0,4669900,70.428526
2014-11-05,72.260002,72.389999,70.970001,71.199997,4355600,69.645984
2014-11-06,70.980003,72.190002,70.980003,71.830002,3857300,70.262238
2014-11-07,71.260002,72.620003,70.959999,72.580002,2815600,70.995869
2014-11-10,72.610001,73.43,72.32,72.830002,1564700,71.240412
2014-11-11,72.720001,73.150002,72.540001,72.699997,1255500,71.113245
2014-11-12,72.529999,72.889999,72.279999,72.620003,1342900,71.034996
2014-11-13,72.5,72.959999,71.75,72.550003,2470200,70.966525
2014-11-14,72.519997,72.559998,71.120003,71.330002,2244600,69.773151
2014-11-17,71.300003,71.379997,70.800003,71.120003,1656600,69.567736
2014-11-18,71.059998,72.400002,71.059998,72.029999,2896900,70.45787
2014-11-19,71.93,72.830002,71.550003,72.809998,1646500,71.220844
2014-11-20,72.779999,73.519997,72.459999,72.849998,1705100,71.259972
2014-11-21,73.599998,73.870003,73.040001,73.040001,2339300,71.445828
2014-11-24,73.57,73.93,72.709999,72.760002,1534800,71.17194
2014-11-25,72.910004,73.779999,72.68,73.260002,2244600,71.898184
2014-11-26,73.230003,73.639999,72.879997,73.209999,861500,71.84911
2014-11-28,73.360001,74.32,73.169998,74.139999,1097600,72.761823
2014-12-01,73.690002,74.290001,73.580002,73.739998,1486300,72.369257
2014-12-02,73.739998,74.32,73.559998,74.260002,1471400,72.879595
2014-12-03,73.989998,74.690002,73.489998,74.610001,2570100,73.223087
2014-12-04,74.32,74.75,73.910004,74.360001,1708500,72.977734
2014-12-05,74.25,74.669998,74.019997,74.660004,1594100,73.272161
2014-12-08,74.589996,74.779999,73.879997,74.230003,1237800,72.850154
2014-12-09,73.849998,74.669998,73.360001,74.639999,1220200,73.252528
2014-12-10,74.230003,74.440002,73.419998,73.449997,1642000,72.084647
2014-12-11,74.339996,74.709999,73.860001,74.010002,1376600,72.634242
2014-12-12,73.610001,74.129997,72.870003,73.029999,1386200,71.672456
2014-12-15,73.470001,73.580002,72.220001,72.230003,1176100,70.887331
2014-12-16,72.190002,74.190002,71.769997,72.989998,2147200,71.633198
2014-12-17,73.139999,74.480003,72.709999,74.0,1659200,72.624426
2014-12-18,74.82,75.779999,74.529999,75.779999,1782700,74.371336
2014-12-19,75.980003,76.419998,75.470001,76.25,3186600,74.832601
2014-12-22,76.190002,76.279999,75.379997,76.099998,1579200,74.685388
2014-12-23,76.220001,77.849998,76.220001,77.760002,2776100,76.314534
2014-12-24,77.699997,77.980003,77.260002,77.389999,1335000,75.951409
2014-12-26,77.639999,77.889999,77.190002,77.449997,418200,76.010291
2014-12-29,77.260002,77.68,76.690002,77.400002,827500,75.961225
2014-12-30,77.339996,77.730003,76.650002,77.169998,1383100,75.735497
2014-12-31,77.339996,77.669998,76.18,76.199997,915100,74.783527
2015-01-02,76.550003,76.730003,75.010002,75.589996,916800,74.184866
2015-01-05,75.190002,75.239998,74.5,74.68,1350900,73.291786
