Date,Open_YUM,High_YUM,Low_YUM,Close_YUM,Volume_YUM,AdjClose_YUM
2013-09-13,72.510002,72.699997,72.089996,72.529999,1787000,68.312821
2013-09-16,73.0,73.199997,72.489998,72.650002,2016800,68.425846
2013-09-17,72.57,73.220001,72.459999,72.739998,2330300,68.51061
2013-09-18,72.580002,73.760002,72.290001,73.620003,2031100,69.339448
2013-09-19,73.660004,73.660004,72.690002,72.730003,2164500,68.501196
2013-09-20,72.709999,72.790001,72.0,72.089996,2751200,67.898402
2013-09-23,71.910004,72.160004,71.389999,71.809998,1301800,67.634683
2013-09-24,71.849998,72.709999,71.709999,72.059998,1423900,67.870147
2013-09-25,72.0,72.040001,71.449997,71.599998,1206600,67.436894
2013-09-26,71.889999,72.550003,71.699997,72.370003,1501900,68.162128
2013-09-27,72.129997,72.559998,71.910004,72.129997,1151000,67.936077
2013-09-30,71.519997,71.860001,71.019997,71.389999,2262200,67.239105
2013-10-01,71.580002,71.739998,71.07,71.580002,1670300,67.41806
2013-10-02,70.910004,71.379997,70.0,70.699997,3401100,66.589222
2013-10-03,70.5,71.25,70.279999,70.440002,2507400,66.344345
2013-10-04,70.599998,71.68,70.57,71.529999,2236400,67.370965
2013-10-07,70.970001,71.790001,70.889999,71.43,3246100,67.276781
2013-10-08,71.25,72.080002,70.940002,71.669998,6557100,67.502824
2013-10-09,65.75,66.949997,64.919998,66.480003,20648300,62.939526
2013-10-10,66.849998,67.150002,65.669998,65.940002,6865300,62.428284
2013-10-11,65.970001,67.129997,65.809998,67.0,5610500,63.43183
2013-10-14,66.839996,67.290001,66.550003,66.940002,3283200,63.375027
2013-10-15,66.889999,66.910004,65.760002,65.800003,4994300,62.29574
2013-10-16,66.169998,66.599998,66.120003,66.459999,3811500,62.920587
2013-10-17,66.400002,67.480003,66.32,67.389999,4084700,63.801059
2013-10-18,67.709999,67.790001,66.620003,66.68,4839200,63.128872
2013-10-21,66.75,67.080002,66.459999,66.849998,3373400,63.289817
2013-10-22,67.040001,67.279999,66.779999,67.07,4241800,63.498101
2013-10-23,67.0,67.0,64.080002,65.169998,10134800,61.699287
2013-10-24,65.419998,66.019997,65.209999,66.0,2725100,62.485086
2013-10-25,66.260002,67.0,66.059998,66.57,2766700,63.02473
2013-10-28,66.57,66.949997,66.57,66.760002,2163100,63.204613
2013-10-29,66.900002,67.150002,66.769997,67.059998,2037500,63.488632
2013-10-30,67.470001,68.5,67.470001,68.160004,3850400,64.530056
2013-10-31,67.900002,68.0,67.120003,67.620003,2585500,64.018813
2013-11-01,67.610001,68.610001,67.510002,68.480003,3277600,64.833014
2013-11-04,68.910004,70.0,68.790001,69.910004,4211700,66.186857
2013-11-05,69.489998,70.32,69.220001,70.230003,2909000,66.489815
2013-11-06,70.32,70.699997,69.809998,70.330002,2945100,66.584488
2013-11-07,70.43,70.699997,69.629997,69.800003,2660000,66.082715
2013-11-08,69.629997,70.629997,69.290001,70.57,3025200,66.811705
2013-11-11,70.919998,72.690002,70.610001,71.739998,5110500,67.919393
2013-11-12,71.559998,71.739998,70.720001,71.489998,4830800,67.682707
2013-11-13,71.349998,73.25,71.199997,73.190002,4691100,69.292176
2013-11-14,73.199997,73.489998,72.93,73.339996,2474500,69.434181
2013-11-15,73.480003,73.989998,73.18,73.980003,2986900,70.040104
2013-11-18,73.849998,74.25,73.290001,73.410004,2651300,69.50046
2013-11-19,73.5,73.989998,73.260002,73.779999,1994900,69.850751
2013-11-20,74.0,74.0,72.099998,72.32,3713900,68.468506
2013-11-21,72.440002,75.150002,72.339996,74.919998,5690300,70.930038
2013-11-22,75.82,78.68,75.790001,78.300003,8320300,74.130037
2013-11-25,77.879997,78.370003,77.449997,78.010002,2916800,73.85548
2013-11-26,77.400002,78.279999,77.389999,77.650002,3254000,73.514652
2013-11-27,77.480003,77.690002,76.879997,77.589996,2419100,73.457842
2013-11-29,77.589996,78.239998,77.360001,77.68,1361300,73.543053
2013-12-02,77.559998,78.57,77.379997,77.709999,2500800,73.571454
2013-12-03,75.400002,76.410004,74.830002,75.610001,6714800,71.583294
2013-12-04,75.660004,76.160004,75.400002,75.660004,2471500,71.630634
2013-12-05,75.099998,75.290001,74.0,74.389999,3789600,70.428265
2013-12-06,75.25,75.339996,74.080002,74.370003,2890800,70.409334
2013-12-09,74.370003,74.720001,74.169998,74.300003,2788100,70.343062
2013-12-10,74.300003,74.300003,73.239998,73.410004,2476900,69.50046
2013-12-11,73.589996,74.019997,72.760002,72.900002,1908000,69.017619
2013-12-12,72.629997,72.889999,71.5,71.599998,2957300,67.786849
2013-12-13,71.739998,72.650002,71.629997,71.809998,2225500,67.985665
2013-12-16,73.07,73.889999,72.699997,73.230003,2950700,69.330046
2013-12-17,73.07,73.190002,71.75,71.870003,2467100,68.042474
2013-12-18,71.870003,72.739998,71.25,72.730003,2599500,68.856674
2013-12-19,72.480003,72.93,71.779999,72.75,2697700,68.875606
2013-12-20,72.849998,73.790001,72.769997,73.389999,3100300,69.481522
2013-12-23,73.5,74.0,72.809998,73.970001,1820200,70.030635
2013-12-24,73.959999,74.190002,73.629997,74.099998,708100,70.153709
2013-12-26,74.120003,74.400002,73.919998,74.110001,812600,70.163178
2013-12-27,74.410004,74.410004,73.559998,73.870003,872300,69.935962
2013-12-30,73.849998,74.970001,73.839996,74.919998,1953300,70.930038
2013-12-31,75.0,76.410004,75.0,75.610001,2132900,71.583294
2014-01-02,75.379997,75.610001,74.830002,75.089996,1956300,71.090983
2014-01-03,75.459999,76.099998,75.0,75.559998,1457100,71.535954
2014-01-06,75.519997,76.139999,75.290001,75.5,2935800,71.479151
2014-01-07,76.889999,77.209999,76.43,76.559998,3619700,72.482697
2014-01-08,76.68,77.330002,76.209999,76.529999,4448600,72.454296
2014-01-09,74.910004,75.5,74.75,75.050003,3773100,71.05312
2014-01-10,75.400002,75.910004,74.760002,75.019997,2582200,71.024711
2014-01-13,75.010002,75.120003,73.32,73.410004,3475800,69.50046
2014-01-14,73.519997,74.129997,73.150002,73.230003,4471300,69.330046
2014-01-15,73.239998,73.800003,72.980003,73.169998,3164800,69.625021
2014-01-16,73.25,73.830002,72.25,72.300003,3788300,68.797176
2014-01-17,72.43,72.660004,71.870003,72.099998,3712500,68.606861
2014-01-21,72.709999,72.860001,70.989998,71.150002,3653100,67.70289
2014-01-22,71.620003,71.919998,71.110001,71.339996,3162000,67.88368
2014-01-23,70.540001,70.68,69.32,69.800003,4642700,66.418297
2014-01-24,69.32,69.779999,68.82,68.82,4187500,65.485774
2014-01-27,68.790001,68.910004,67.059998,67.839996,4665400,64.55325
2014-01-28,68.089996,68.599998,67.849998,68.199997,3121300,64.895809
2014-01-29,67.75,67.919998,65.870003,66.510002,6878700,63.287692
2014-01-30,66.849998,66.980003,66.169998,66.599998,4370800,63.373328
2014-01-31,66.129997,67.589996,65.830002,67.150002,5387300,63.896684
2014-02-03,67.360001,68.059998,65.839996,66.160004,6752200,62.954651
2014-02-04,71.589996,72.580002,70.550003,72.059998,14147200,68.568799
2014-02-05,71.75,71.75,69.839996,70.540001,5688000,67.122443
2014-02-06,70.690002,71.860001,70.550003,71.169998,3405400,67.721918
2014-02-07,71.589996,72.440002,71.449997,71.730003,2850500,68.254792
2014-02-10,72.0,72.800003,71.669998,72.760002,3632300,69.234889
2014-02-11,72.949997,73.629997,72.699997,73.209999,3586400,69.663084
2014-02-12,73.339996,73.760002,73.230003,73.510002,3034100,69.948553
2014-02-13,73.050003,73.889999,72.860001,73.82,2212800,70.243531
2014-02-14,73.5,73.900002,73.099998,73.419998,2894100,69.862909
2014-02-18,73.400002,73.739998,72.970001,73.239998,2810500,69.69163
2014-02-19,73.540001,74.059998,72.769997,72.82,2245400,69.29198
2014-02-20,72.900002,73.32,72.449997,72.980003,1986200,69.444231
2014-02-21,72.940002,73.220001,72.370003,72.849998,2099800,69.320525
2014-02-24,72.870003,73.400002,72.739998,72.970001,1799600,69.434714
2014-02-25,73.0,73.800003,72.519997,73.279999,2259000,69.729693
2014-02-26,73.349998,73.739998,73.040001,73.389999,2520700,69.834364
2014-02-27,73.389999,74.169998,73.379997,73.790001,2142400,70.214986
2014-02-28,73.830002,74.339996,73.400002,74.080002,2375500,70.490937
2014-03-03,73.339996,73.760002,72.699997,73.610001,2419000,70.043706
2014-03-04,74.489998,74.889999,74.360001,74.639999,2666200,71.023803
2014-03-05,74.93,74.959999,74.330002,74.809998,1943100,71.185565
2014-03-06,75.760002,77.75,75.75,77.290001,5267600,73.545416
2014-03-07,77.379997,77.690002,76.510002,77.160004,2955800,73.421717
2014-03-10,76.889999,77.440002,76.529999,77.400002,2419700,73.650087
2014-03-11,77.349998,77.949997,77.0,77.330002,2336400,73.583479
2014-03-12,77.019997,77.339996,76.830002,77.120003,1988200,73.383654
2014-03-13,77.239998,77.5,75.599998,75.830002,2356500,72.156152
2014-03-14,75.400002,76.199997,75.029999,75.080002,3323400,71.442488
2014-03-17,75.419998,75.790001,74.93,75.120003,3192300,71.480551
2014-03-18,75.18,75.709999,74.93,75.059998,1942900,71.423453
2014-03-19,75.279999,75.540001,73.669998,74.199997,1994400,70.605118
2014-03-20,74.480003,75.559998,74.169998,75.25,2898400,71.60425
2014-03-21,76.0,76.699997,75.230003,75.269997,2980700,71.623278
2014-03-24,75.220001,75.279999,74.18,74.529999,2097100,70.919132
2014-03-25,74.93,74.970001,73.57,73.779999,2863700,70.205468
2014-03-26,74.029999,74.650002,73.889999,74.169998,3356900,70.576573
2014-03-27,73.949997,74.129997,72.230003,73.199997,3924900,69.653567
2014-03-28,73.489998,74.440002,73.410004,74.199997,2276900,70.605118
2014-03-31,74.93,75.559998,74.510002,75.389999,3301600,71.737467
2014-04-01,75.510002,76.25,75.510002,76.059998,2731500,72.375005
2014-04-02,77.910004,77.910004,76.330002,77.110001,3842400,73.374137
2014-04-03,77.480003,77.599998,76.129997,76.440002,2755000,72.736599
2014-04-04,76.809998,76.870003,75.110001,75.440002,2608100,71.785047
2014-04-07,75.25,75.690002,74.629997,75.230003,3282400,71.585222
2014-04-08,74.93,76.639999,74.709999,76.309998,4548400,72.612892
2014-04-09,76.110001,77.07,76.010002,76.809998,3458000,73.444777
2014-04-10,76.739998,76.910004,74.739998,75.190002,3345800,71.895757
2014-04-11,74.900002,75.169998,74.269997,74.370003,2522900,71.111684
2014-04-14,74.830002,75.559998,74.769997,75.43,2577000,72.12524
2014-04-15,75.650002,76.260002,74.760002,75.470001,2499900,72.163489
2014-04-16,76.269997,76.879997,75.830002,76.860001,2598200,73.492589
2014-04-17,76.650002,77.110001,76.18,76.339996,2596200,72.995367
2014-04-21,75.449997,76.099998,75.139999,76.010002,2674300,72.679831
2014-04-22,76.230003,77.639999,76.099998,77.480003,5054100,74.085428
2014-04-23,79.650002,79.699997,75.279999,76.809998,7573400,73.444777
2014-04-24,77.480003,77.5,75.769997,76.790001,2355000,73.425656
2014-04-25,76.610001,77.870003,76.470001,77.669998,3893400,74.267099
2014-04-28,78.080002,78.089996,77.0,77.690002,3828900,74.286227
2014-04-29,77.809998,77.900002,76.860001,76.980003,2977500,73.607334
2014-04-30,76.879997,77.019997,76.239998,76.989998,1890700,73.616891
2014-05-01,76.919998,76.980003,75.870003,76.25,3025400,72.909314
2014-05-02,76.449997,76.959999,76.139999,76.199997,2327200,72.861502
2014-05-05,76.010002,76.410004,75.510002,76.300003,1591500,72.957126
2014-05-06,76.279999,76.949997,75.830002,75.849998,1978100,72.526837
2014-05-07,76.129997,76.199997,75.449997,75.769997,2090400,72.450341
2014-05-08,75.769997,76.459999,75.720001,75.940002,2611300,72.612898
2014-05-09,76.279999,76.349998,75.489998,76.330002,1558000,72.985811
2014-05-12,76.43,76.620003,75.870003,76.129997,2430400,72.794569
2014-05-13,76.650002,76.849998,76.260002,76.470001,1817400,73.119677
2014-05-14,76.629997,76.830002,75.650002,75.860001,1342200,72.536401
2014-05-15,75.919998,76.029999,74.07,74.870003,3177400,71.589778
2014-05-16,74.720001,75.0,74.389999,74.809998,2135900,71.532401
2014-05-19,74.559998,74.730003,74.160004,74.599998,1885300,71.331603
2014-05-20,74.760002,75.529999,74.309998,74.660004,2767500,71.388979
2014-05-21,74.940002,74.940002,74.379997,74.669998,1701000,71.398536
2014-05-22,74.629997,75.139999,74.349998,74.870003,1761900,71.589778
2014-05-23,74.870003,74.989998,74.480003,74.769997,1755600,71.494153
2014-05-27,75.220001,76.360001,75.040001,76.169998,2208600,72.832817
2014-05-28,76.010002,77.199997,75.669998,76.940002,2963400,73.569086
2014-05-29,76.919998,77.199997,76.349998,76.720001,2238600,73.358723
2014-05-30,76.839996,77.400002,76.650002,77.309998,2882000,73.922871
2014-06-02,76.959999,78.150002,76.959999,78.120003,1630100,74.697388
2014-06-03,77.980003,78.760002,77.699997,78.650002,2748400,75.204166
2014-06-04,78.639999,78.739998,78.099998,78.699997,2102800,75.251971
2014-06-05,78.870003,79.339996,78.550003,79.110001,1713800,75.644012
2014-06-06,79.300003,79.989998,79.040001,79.989998,2259800,76.485454
2014-06-09,79.93,80.199997,79.559998,79.82,3123800,76.322904
2014-06-10,79.57,79.800003,79.029999,79.400002,1302400,75.921307
2014-06-11,79.059998,79.620003,78.849998,79.529999,1479400,76.045609
2014-06-12,79.580002,79.879997,78.629997,78.769997,1937600,75.318904
2014-06-13,78.730003,79.379997,78.25,79.230003,1727900,75.758757
2014-06-16,78.879997,79.139999,78.669998,79.099998,1387300,75.634448
2014-06-17,78.919998,79.540001,78.75,79.489998,1383800,76.00736
2014-06-18,79.540001,79.769997,78.879997,79.68,968700,76.189038
2014-06-19,79.949997,80.650002,79.830002,80.370003,2260700,76.84881
2014-06-20,80.370003,80.610001,80.089996,80.5,2352300,76.973112
2014-06-23,80.589996,80.739998,80.110001,80.610001,1751200,77.078293
2014-06-24,80.330002,81.169998,80.230003,80.599998,1607800,77.068729
2014-06-25,80.599998,82.099998,80.370003,81.980003,2909800,78.388273
2014-06-26,82.0,82.129997,81.18,81.720001,2131100,78.139662
2014-06-27,81.690002,82.040001,81.230003,81.910004,1857000,78.32134
2014-06-30,81.800003,81.800003,81.0,81.199997,2026200,77.64244
2014-07-01,81.620003,81.949997,81.32,81.540001,2325700,77.967548
2014-07-02,81.650002,82.230003,81.559998,81.919998,1437900,78.330897
2014-07-03,81.949997,82.940002,81.849998,82.489998,1236000,78.875923
2014-07-07,82.419998,82.489998,81.419998,82.290001,1727900,78.684689
2014-07-08,82.360001,82.730003,81.870003,82.300003,3015700,78.694253
2014-07-09,81.800003,83.43,81.75,83.230003,3033900,79.94291
2014-07-10,82.449997,82.720001,81.970001,82.470001,1690900,79.212923
2014-07-11,82.459999,82.75,81.919998,82.349998,1283400,79.09766
2014-07-14,82.849998,83.440002,82.580002,83.290001,1974700,80.000538
2014-07-15,83.32,83.580002,82.699997,83.18,2678300,79.894881
2014-07-16,83.309998,83.449997,82.559998,82.709999,3641600,79.443442
2014-07-17,80.580002,81.0,76.650002,77.010002,12870200,73.968562
2014-07-18,77.129997,78.470001,77.050003,77.419998,5021200,74.362365
2014-07-21,76.43,76.43,74.099998,74.129997,8476300,71.2023
2014-07-22,74.599998,75.150002,74.300003,74.839996,4467600,71.884258
2014-07-23,75.43,75.529999,74.699997,74.709999,5770800,71.759395
2014-07-24,75.0,75.0,73.730003,73.839996,5930500,70.923752
2014-07-25,73.889999,74.400002,73.889999,74.040001,3187600,71.115858
2014-07-28,74.190002,74.400002,73.790001,74.160004,3389000,71.231121
2014-07-29,74.470001,75.080002,73.809998,73.809998,3717200,70.894938
2014-07-30,73.93,74.059998,72.800003,73.0,5273700,70.116931
2014-07-31,68.690002,69.480003,68.089996,69.400002,17778100,66.659111
2014-08-01,69.470001,70.599998,69.449997,70.459999,7086600,67.677245
2014-08-04,70.550003,71.059998,70.160004,70.18,4668900,67.408305
2014-08-05,70.559998,70.559998,69.559998,69.589996,6142500,66.841602
2014-08-06,70.089996,70.540001,69.599998,70.0,3057400,67.235413
2014-08-07,70.440002,70.57,69.559998,69.720001,3459200,66.966473
2014-08-08,69.879997,70.290001,69.379997,69.970001,2332400,67.206599
2014-08-11,70.059998,70.32,69.900002,70.040001,2438500,67.273834
2014-08-12,70.169998,70.279999,69.940002,70.029999,1963900,67.264227
2014-08-13,70.400002,70.910004,70.080002,70.480003,1946200,67.696459
2014-08-14,71.339996,71.339996,70.410004,71.050003,3263600,68.243947
2014-08-15,71.489998,71.870003,71.300003,71.480003,3698300,68.656965
2014-08-18,71.879997,72.68,71.629997,72.139999,3349800,69.290895
2014-08-19,72.489998,72.709999,71.82,72.489998,4557500,69.627071
2014-08-20,72.489998,73.470001,72.480003,72.949997,4554300,70.068903
2014-08-21,73.209999,73.209999,72.050003,72.279999,3821500,69.425365
2014-08-22,72.360001,72.529999,72.010002,72.410004,2612600,69.550236
2014-08-25,72.75,73.110001,72.550003,72.769997,2223700,69.896011
2014-08-26,73.059998,73.190002,72.5,73.010002,3448500,70.126538
2014-08-27,73.059998,73.150002,72.050003,72.32,1983600,69.463787
2014-08-28,72.0,72.57,71.720001,72.309998,2185600,69.454179
2014-08-29,72.5,72.639999,72.080002,72.43,2155500,69.569443
2014-09-02,72.0,72.360001,70.720001,71.419998,4309900,68.59933
2014-09-03,71.599998,72.099998,71.220001,71.480003,2620900,68.656965
2014-09-04,69.889999,71.849998,69.629997,71.68,7697200,68.849063
2014-09-05,71.620003,72.370003,71.32,72.360001,3111600,69.502208
2014-09-08,72.290001,72.470001,71.919998,72.339996,1748500,69.482993
2014-09-09,72.470001,72.480003,71.900002,72.07,2613300,69.22366
2014-09-10,71.980003,72.720001,71.889999,72.589996,2061700,69.72312
2014-09-11,72.620003,73.339996,72.25,72.589996,2232800,69.72312
2014-09-12,72.32,72.43,71.269997,71.580002,2532700,68.753014
2014-09-15,71.389999,71.970001,71.389999,71.739998,1773100,68.906691
2014-09-16,71.949997,72.300003,71.529999,71.989998,1930200,69.146818
2014-09-17,72.199997,72.870003,71.860001,72.419998,2370100,69.559836
2014-09-18,72.760002,72.809998,72.290001,72.639999,1320900,69.771148
2014-09-19,72.949997,73.349998,72.650002,72.980003,3101000,70.097724
2014-09-22,72.669998,72.690002,71.970001,72.349998,1477200,69.492601
2014-09-23,72.330002,72.5,71.690002,71.75,1484800,68.916299
2014-09-24,71.82,72.610001,71.540001,72.43,1737400,69.569443
2014-09-25,72.529999,72.709999,71.410004,71.540001,2304700,68.714593
2014-09-26,71.610001,72.580002,71.440002,72.339996,1417100,69.482993
2014-09-29,71.860001,72.940002,71.550003,72.660004,2079800,69.790362
2014-09-30,72.790001,72.959999,71.870003,71.980003,3136600,69.137218
2014-10-01,71.93,72.339996,71.099998,71.510002,3046800,68.685779
2014-10-02,71.550003,72.0,71.050003,71.519997,2269800,68.695379
2014-10-03,72.110001,72.830002,71.599998,71.629997,3776000,68.801035
2014-10-06,71.860001,72.010002,71.339996,71.379997,3030800,68.560909
2014-10-07,70.860001,70.889999,69.720001,69.730003,6029500,66.97608
2014-10-08,70.220001,72.0,69.970001,70.739998,7914500,67.946186
2014-10-09,70.709999,70.720001,68.959999,69.0,3964400,66.274907
2014-10-10,69.209999,69.870003,68.900002,69.309998,4995200,66.572662
2014-10-13,69.220001,69.75,67.5,67.620003,3807900,64.949412
2014-10-14,67.889999,67.980003,67.269997,67.82,3533000,65.14151
2014-10-15,66.470001,67.519997,65.809998,67.230003,4666400,64.967571
2014-10-16,65.900002,68.129997,65.900002,67.620003,3172400,65.344446
2014-10-17,68.400002,68.849998,67.970001,68.370003,2901700,66.069207
2014-10-20,68.199997,69.239998,68.199997,69.129997,1577600,66.803626
2014-10-21,69.150002,70.150002,69.029999,69.800003,2302700,67.451084
2014-10-22,69.690002,69.989998,69.0,69.129997,1979600,66.803626
2014-10-23,69.620003,69.660004,69.050003,69.25,1533800,66.91959
2014-10-24,69.099998,69.910004,68.900002,69.879997,1859600,67.528387
2014-10-27,69.699997,69.75,69.290001,69.639999,1419400,67.296465
2014-10-28,70.089996,70.309998,69.699997,70.209999,1773000,67.847283
2014-10-29,70.330002,70.370003,69.309998,69.610001,2424700,67.267476
2014-10-30,69.529999,70.199997,69.410004,69.980003,2097400,67.625027
2014-10-31,70.559998,72.150002,70.32,71.830002,6024000,69.41277
2014-11-03,71.720001,71.839996,71.18,71.559998,3074800,69.151851
2014-11-04,71.5,72.160004,71.360001,72.059998,2335300,69.635025
2014-11-05,72.480003,72.589996,71.940002,72.440002,1977600,70.002242
2014-11-06,73.089996,73.349998,72.449997,73.099998,2679900,70.640028
2014-11-07,72.790001,72.910004,71.900002,72.860001,2421600,70.408107
2014-11-10,73.169998,73.739998,73.010002,73.269997,2700500,70.804305
2014-11-11,73.400002,73.779999,73.25,73.519997,1533400,71.045892
2014-11-12,73.379997,74.620003,73.339996,74.559998,2846200,72.050895
2014-11-13,74.610001,75.599998,74.610001,75.389999,3895400,72.852966
2014-11-14,75.220001,75.300003,74.550003,74.779999,2429200,72.263493
2014-11-17,74.410004,75.07,73.910004,73.989998,2213300,71.500077
2014-11-18,73.989998,74.580002,73.669998,74.190002,2586800,71.693351
2014-11-19,74.199997,74.290001,73.580002,73.970001,1612500,71.480753
2014-11-20,74.5,75.760002,74.489998,75.510002,4498900,72.96893
2014-11-21,76.410004,76.919998,75.730003,75.860001,3654500,73.30715
2014-11-24,76.309998,76.660004,75.660004,76.389999,2753900,73.819313
2014-11-25,76.389999,76.730003,75.900002,76.290001,3223600,73.72268
2014-11-26,76.440002,76.830002,76.099998,76.75,2487300,74.167199
2014-11-28,76.919998,77.57,76.870003,77.25,1505400,74.650373
2014-12-01,75.610001,77.779999,75.599998,77.379997,3123500,74.775996
2014-12-02,77.419998,78.389999,77.139999,78.360001,3615800,75.72302
2014-12-03,78.529999,78.57,76.980003,77.639999,3015000,75.027248
2014-12-04,77.5,78.220001,76.889999,77.730003,2223300,75.114223
2014-12-05,78.080002,78.519997,77.709999,78.300003,1836400,75.665041
2014-12-08,77.139999,77.650002,76.199997,76.459999,3400900,73.886958
2014-12-09,75.610001,75.959999,75.0,75.220001,4467300,72.688688
2014-12-10,71.150002,72.93,70.480003,70.529999,10302600,68.156514
2014-12-11,71.010002,72.959999,70.550003,72.019997,7961000,69.596371
2014-12-12,72.419998,73.779999,72.25,72.849998,5649500,70.398441
2014-12-15,73.029999,73.150002,70.589996,70.629997,5074200,68.253148
2014-12-16,70.209999,70.849998,69.0,69.019997,7051400,66.697327
2014-12-17,69.309998,70.669998,69.199997,70.599998,5411300,68.224158
2014-12-18,71.279999,71.769997,70.809998,71.739998,4513800,69.325794
2014-12-19,71.379997,72.260002,70.849998,71.169998,5775100,68.774976
2014-12-22,71.550003,72.550003,71.239998,72.459999,2472600,70.021566
2014-12-23,72.5,73.0,72.370003,72.68,1605700,70.234164
2014-12-24,73.040001,73.089996,72.620003,72.790001,799100,70.340463
2014-12-26,72.870003,73.379997,72.660004,73.139999,1035500,70.678683
2014-12-29,73.099998,73.989998,72.940002,73.559998,1892600,71.084547
2014-12-30,73.519997,73.779999,73.120003,73.279999,1464500,70.813971
2014-12-31,73.419998,73.769997,72.779999,72.849998,1539400,70.398441
2015-01-02,73.440002,73.510002,72.0,72.349998,1641600,69.915267
