Date,Open_STZ,High_STZ,Low_STZ,Close_STZ,Volume_STZ,AdjClose_STZ
2014-02-21,80.629997,81.0,79.970001,80.349998,1026300,79.38106
2014-02-24,80.540001,81.830002,80.519997,81.080002,1070300,80.10226
2014-02-25,81.089996,82.540001,81.019997,82.07,1272300,81.08032
2014-02-26,82.199997,82.839996,81.339996,81.879997,1283700,80.892609
2014-02-27,81.940002,82.010002,81.18,81.389999,911800,80.40852
2014-02-28,81.589996,82.209999,80.669998,81.029999,1252000,80.05286
2014-03-03,80.769997,81.239998,80.220001,81.150002,1751500,80.171416
2014-03-04,81.690002,82.739998,81.68,82.510002,1221200,81.515016
2014-03-05,82.309998,83.209999,82.120003,82.730003,2195600,81.732364
2014-03-06,82.959999,83.919998,82.660004,83.849998,1102300,82.838854
2014-03-07,83.849998,83.919998,83.25,83.910004,975300,82.898135
2014-03-10,83.839996,84.330002,83.260002,83.949997,1112000,82.937646
2014-03-11,84.139999,84.190002,82.330002,82.540001,986900,81.544653
2014-03-12,82.080002,83.419998,81.739998,83.110001,899300,82.107779
2014-03-13,83.360001,83.480003,81.919998,82.269997,985000,81.277905
2014-03-14,82.07,83.510002,82.07,82.5,1301800,81.505135
2014-03-17,81.690002,82.160004,81.510002,81.860001,1000900,80.872853
2014-03-18,82.110001,83.010002,81.790001,82.769997,1217100,81.771875
2014-03-19,82.800003,83.089996,81.370003,81.68,1228800,80.695023
2014-03-20,81.589996,82.699997,80.849998,82.470001,884400,81.475498
2014-03-21,83.029999,84.220001,82.669998,83.059998,2451100,82.058379
2014-03-24,83.480003,83.709999,80.949997,81.209999,1311700,80.23069
2014-03-25,82.099998,82.989998,81.809998,82.43,1160700,81.435979
2014-03-26,82.620003,83.519997,82.25,82.279999,959500,81.287786
2014-03-27,82.360001,82.75,81.790001,82.059998,1175600,81.070438
2014-03-28,82.349998,83.599998,82.190002,83.209999,970900,82.206572
2014-03-31,83.800003,85.199997,83.459999,84.970001,1833700,83.94535
2014-04-01,85.400002,85.910004,84.82,85.349998,1603700,84.320765
2014-04-02,85.519997,85.580002,84.620003,84.900002,1023000,83.876195
2014-04-03,85.040001,85.239998,83.980003,84.889999,1197100,83.866313
2014-04-04,85.160004,85.550003,83.610001,84.330002,1404600,83.313069
2014-04-07,84.0,84.089996,80.709999,80.800003,2121000,79.825638
2014-04-08,81.129997,81.849998,80.610001,81.480003,2749700,80.497438
2014-04-09,85.0,85.400002,77.660004,80.639999,6799500,79.667564
2014-04-10,80.779999,81.989998,79.309998,80.110001,2137800,79.143956
2014-04-11,79.699997,79.93,77.559998,78.029999,3041000,77.089037
2014-04-14,78.900002,78.900002,77.099998,78.0,1496900,77.0594
2014-04-15,78.050003,78.150002,76.260002,77.970001,1651300,77.029763
2014-04-16,78.470001,79.760002,78.220001,79.75,1535000,78.788297
2014-04-17,79.43,81.0,78.709999,80.779999,1788200,79.805875
2014-04-21,79.860001,81.07,79.699997,81.010002,1255300,80.033105
2014-04-22,80.959999,81.57,80.150002,80.889999,1260200,79.914549
2014-04-23,80.860001,81.080002,80.230003,80.25,817200,79.282267
2014-04-24,80.529999,80.610001,79.260002,79.459999,974200,78.501793
2014-04-25,79.410004,80.260002,78.449997,79.040001,1256700,78.08686
2014-04-28,79.330002,80.099998,78.790001,79.610001,1084900,78.649986
2014-04-29,79.879997,81.110001,79.629997,79.75,1053800,78.788297
2014-04-30,79.440002,79.919998,78.629997,79.839996,1317700,78.877208
2014-05-01,79.900002,81.449997,79.480003,81.260002,1041900,80.28009
2014-05-02,81.099998,81.349998,80.169998,81.129997,1153700,80.151653
2014-05-05,80.639999,82.169998,80.550003,81.82,923100,80.833335
2014-05-06,81.5,81.839996,80.550003,80.660004,1115800,79.687327
2014-05-07,81.07,81.07,78.43,79.120003,1437300,78.165897
2014-05-08,79.040001,80.360001,78.889999,79.269997,1008700,78.314082
2014-05-09,79.260002,79.589996,78.540001,79.32,1165300,78.363482
2014-05-12,79.82,80.610001,79.730003,80.129997,962300,79.163712
2014-05-13,80.220001,81.18,80.18,80.849998,633000,79.875031
2014-05-14,80.860001,81.209999,79.769997,79.860001,761500,78.896971
2014-05-15,79.809998,80.099998,78.489998,79.860001,1288400,78.896971
2014-05-16,80.07,83.190002,80.07,82.949997,2264900,81.949705
2014-05-19,82.75,83.510002,82.440002,82.669998,1124600,81.673083
2014-05-20,82.5,82.809998,81.669998,81.870003,661900,80.882735
2014-05-21,82.040001,82.709999,81.809998,82.57,695600,81.57429
2014-05-22,82.650002,83.209999,82.510002,82.830002,574500,81.831157
2014-05-23,82.760002,82.989998,82.129997,82.510002,760300,81.515016
2014-05-27,83.139999,83.919998,83.080002,83.449997,1189400,82.443676
2014-05-28,83.510002,83.989998,82.660004,83.150002,1201100,82.147298
2014-05-29,83.209999,84.099998,83.18,83.779999,797400,82.769698
2014-05-30,83.660004,84.32,83.660004,84.129997,1045400,83.115476
2014-06-02,83.809998,84.07,83.160004,83.940002,831600,82.927772
2014-06-03,83.739998,84.480003,83.699997,83.989998,797900,82.977165
2014-06-04,83.980003,84.480003,83.730003,83.989998,602800,82.977165
2014-06-05,84.050003,84.309998,83.400002,83.519997,632800,82.512831
2014-06-06,83.599998,83.669998,82.910004,82.989998,1291800,81.989224
2014-06-09,82.93,83.410004,82.279999,82.610001,1494000,81.613809
2014-06-10,82.190002,83.07,82.190002,82.949997,1398000,81.949705
2014-06-11,82.519997,83.629997,82.339996,83.379997,933000,82.37452
2014-06-12,83.349998,84.260002,82.470001,82.790001,866800,81.791639
2014-06-13,82.639999,83.169998,82.290001,82.580002,603900,81.584172
2014-06-16,82.580002,83.629997,82.419998,83.389999,1145600,82.384402
2014-06-17,83.379997,84.110001,82.860001,83.870003,906400,82.858617
2014-06-18,83.970001,85.989998,83.790001,85.959999,1538100,84.92341
2014-06-19,86.610001,87.589996,86.360001,86.529999,1775200,85.486536
2014-06-20,86.839996,87.639999,86.699997,87.480003,1893200,86.425084
2014-06-23,87.860001,88.5,87.25,88.099998,1599600,87.037603
2014-06-24,87.790001,88.309998,87.209999,88.050003,1322600,86.98821
2014-06-25,87.75,88.599998,87.300003,88.550003,1578600,87.482181
2014-06-26,88.419998,88.5,87.0,88.099998,1388400,87.037603
2014-06-27,87.839996,88.489998,87.220001,87.980003,971700,86.919055
2014-06-30,88.370003,88.57,87.889999,88.129997,1651000,87.06724
2014-07-01,88.269997,88.940002,87.760002,88.379997,1970600,87.314225
2014-07-02,94.529999,94.769997,89.470001,90.449997,5699700,89.359263
2014-07-03,91.099998,91.589996,90.5,91.150002,1998500,90.050826
2014-07-07,91.010002,91.099998,90.32,90.75,1363300,89.655648
2014-07-08,90.830002,90.830002,89.690002,90.269997,1539600,89.181433
2014-07-09,90.389999,90.550003,89.839996,90.120003,1183500,89.033248
2014-07-10,88.919998,90.290001,88.800003,89.919998,1391700,88.835655
2014-07-11,90.089996,90.32,89.129997,89.470001,856400,88.391085
2014-07-14,89.949997,90.110001,89.57,89.900002,891700,88.8159
2014-07-15,89.769997,90.150002,88.5,88.610001,1456100,87.541455
2014-07-16,88.779999,88.889999,86.050003,87.239998,2676400,86.187973
2014-07-17,86.949997,87.239998,86.129997,86.209999,999200,85.170395
2014-07-18,86.43,87.809998,86.260002,87.57,943800,86.513995
2014-07-21,87.129997,87.519997,86.690002,87.18,704300,86.128699
2014-07-22,87.370003,88.040001,87.339996,87.57,664200,86.513995
2014-07-23,87.860001,88.029999,87.089996,87.129997,700100,86.079299
2014-07-24,87.269997,87.410004,86.489998,87.25,948800,86.197855
2014-07-25,86.949997,87.040001,86.080002,86.559998,625100,85.516173
2014-07-28,86.519997,86.529999,85.190002,86.07,858900,85.032084
2014-07-29,86.220001,87.099998,86.120003,86.139999,842100,85.101239
2014-07-30,86.199997,86.559998,84.599998,84.639999,1206800,83.619328
2014-07-31,84.300003,84.480003,82.970001,83.260002,1472600,82.255972
2014-08-01,82.870003,84.089996,82.029999,83.589996,1262100,82.581987
2014-08-04,83.5,84.019997,82.620003,83.879997,1069500,82.868491
2014-08-05,83.599998,84.080002,83.0,83.190002,741300,82.186816
2014-08-06,82.870003,84.330002,82.660004,83.93,1060900,82.917891
2014-08-07,84.099998,84.330002,83.07,83.309998,589400,82.305365
2014-08-08,83.18,84.449997,82.93,84.389999,578500,83.372343
2014-08-11,84.550003,85.269997,84.059998,85.050003,833200,84.024387
2014-08-12,84.980003,85.889999,84.849998,85.730003,899900,84.696188
2014-08-13,85.959999,86.220001,85.360001,85.879997,793100,84.844373
2014-08-14,85.580002,85.919998,85.07,85.57,507000,84.538113
2014-08-15,86.220001,87.720001,85.82,87.470001,1114100,86.415203
2014-08-18,87.68,87.800003,86.800003,87.0,782100,85.950869
2014-08-19,87.25,88.169998,87.080002,87.949997,743400,86.88941
2014-08-20,87.660004,88.0,87.330002,87.629997,532300,86.573269
2014-08-21,87.879997,87.900002,87.349998,87.459999,502200,86.405321
2014-08-22,87.25,87.519997,86.779999,87.230003,495600,86.178099
2014-08-25,87.25,87.290001,85.849998,87.239998,1059600,86.187973
2014-08-26,87.470001,87.839996,87.0,87.230003,504500,86.178099
2014-08-27,87.470001,87.730003,87.120003,87.290001,420600,86.237373
2014-08-28,87.199997,87.300003,86.669998,87.080002,441500,86.029906
2014-08-29,87.040001,87.190002,86.160004,87.089996,531500,86.03978
2014-09-02,87.290001,88.5,87.129997,87.800003,1072600,86.741225
2014-09-03,88.040001,88.32,86.839996,86.849998,1109700,85.802677
2014-09-04,86.730003,87.480003,86.43,87.07,1035400,86.020025
2014-09-05,86.580002,86.900002,86.019997,86.879997,876600,85.832314
2014-09-08,86.470001,86.860001,85.809998,86.410004,873000,85.367988
2014-09-09,86.269997,86.410004,84.949997,85.160004,1098400,84.133061
2014-09-10,85.260002,86.300003,84.800003,86.190002,592700,85.15064
2014-09-11,86.040001,86.480003,85.5,86.410004,748700,85.367988
2014-09-12,86.330002,86.650002,85.760002,85.900002,447200,84.864136
2014-09-15,86.360001,87.150002,86.0,86.949997,1141300,85.901469
2014-09-16,86.690002,87.489998,86.279999,87.139999,1357400,86.08918
2014-09-17,86.889999,87.629997,86.739998,87.150002,719900,86.099062
2014-09-18,87.550003,87.879997,87.150002,87.779999,458600,86.721462
2014-09-19,88.110001,88.309998,87.43,87.980003,1037200,86.919055
2014-09-22,87.529999,88.43,87.190002,87.400002,670400,86.346047
2014-09-23,87.0,87.389999,86.110001,86.410004,790800,85.367988
2014-09-24,86.199997,88.300003,86.099998,87.959999,1284000,86.899292
2014-09-25,87.699997,88.080002,86.760002,86.760002,853200,85.713766
2014-09-26,86.739998,87.040001,85.910004,86.5,1358800,85.456899
2014-09-29,85.809998,86.550003,85.5,86.349998,1044600,85.308706
2014-09-30,86.459999,87.370003,85.410004,87.160004,1232300,86.108944
2014-10-01,86.660004,86.830002,84.220001,85.260002,2693900,84.231854
2014-10-02,83.809998,85.93,82.339996,84.400002,5602300,83.382224
2014-10-03,84.830002,87.029999,84.790001,86.910004,2147300,85.861958
2014-10-06,87.25,87.379997,85.769997,86.379997,1821600,85.338343
2014-10-07,86.269997,86.589996,85.019997,85.019997,1201800,83.994743
2014-10-08,85.290001,87.82,85.129997,87.699997,2176700,86.642425
2014-10-09,87.279999,87.730003,86.290001,86.379997,2745300,85.338343
2014-10-10,86.480003,86.830002,85.370003,85.830002,2155700,84.79498
2014-10-13,85.639999,85.779999,84.190002,84.239998,1204500,83.22415
2014-10-14,84.410004,84.849998,83.739998,84.360001,1037300,83.342706
2014-10-15,83.029999,84.160004,80.800003,83.050003,2328300,82.048505
2014-10-16,81.529999,82.860001,80.699997,82.080002,1972600,81.090201
2014-10-17,82.949997,84.43,82.650002,84.050003,1475800,83.036446
2014-10-20,84.620003,85.160004,84.080002,85.07,1149100,84.044143
2014-10-21,85.160004,86.660004,84.900002,86.660004,1304400,85.614973
2014-10-22,86.760002,87.389999,86.540001,86.910004,1000100,85.861958
2014-10-23,87.400002,87.949997,86.949997,87.199997,1055900,86.148455
2014-10-24,87.339996,88.379997,87.110001,88.279999,936600,87.215433
2014-10-27,88.25,89.400002,88.129997,88.290001,1133100,87.225314
2014-10-28,88.440002,90.110001,88.440002,89.849998,1321800,88.7665
2014-10-29,90.059998,90.769997,88.540001,89.169998,1239200,88.0947
2014-10-30,89.059998,89.620003,88.75,89.410004,595600,88.331811
2014-10-31,90.529999,91.599998,90.099998,91.540001,1225900,90.436122
2014-11-03,91.620003,92.599998,91.620003,91.940002,1042500,90.8313
2014-11-04,91.970001,92.730003,91.839996,92.349998,984200,91.236352
2014-11-05,92.82,93.419998,92.07,92.599998,727900,91.483338
2014-11-06,92.449997,93.57,92.349998,93.529999,778300,92.402123
2014-11-07,93.529999,93.690002,93.050003,93.559998,868500,92.43176
2014-11-10,93.489998,93.889999,92.919998,93.870003,725000,92.738027
2014-11-11,93.870003,94.620003,93.400002,93.839996,693500,92.708382
2014-11-12,93.360001,95.089996,92.919998,94.019997,1456100,92.886212
2014-11-13,94.199997,94.690002,92.870003,93.370003,950400,92.244056
2014-11-14,93.129997,93.279999,92.389999,92.879997,822700,91.75996
2014-11-17,92.5,94.279999,92.5,94.260002,623400,93.123323
2014-11-18,94.260002,94.260002,93.379997,93.779999,904200,92.649108
2014-11-19,93.889999,94.339996,93.480003,94.300003,734100,93.162842
2014-11-20,93.879997,94.419998,93.419998,93.879997,702400,92.747901
2014-11-21,94.870003,95.220001,93.68,93.760002,1252500,92.629353
2014-11-24,94.18,94.839996,93.980003,94.230003,893500,93.093686
2014-11-25,94.129997,94.669998,93.199997,94.129997,1149100,92.994886
2014-11-26,94.260002,94.809998,93.720001,94.760002,680800,93.617294
2014-11-28,95.209999,96.599998,95.169998,96.400002,456100,95.237516
2014-12-01,95.82,96.199997,94.699997,94.730003,923600,93.587657
2014-12-02,94.93,95.150002,94.25,94.519997,844900,93.380183
2014-12-03,94.260002,94.720001,92.959999,93.730003,972800,92.599716
2014-12-04,94.010002,94.529999,93.690002,94.18,655700,93.044286
2014-12-05,94.25,95.220001,93.879997,95.089996,708000,93.943309
2014-12-08,94.949997,95.230003,94.239998,94.690002,730900,93.548138
2014-12-09,93.610001,94.129997,92.510002,93.449997,997900,92.323086
2014-12-10,93.510002,93.769997,92.309998,92.459999,969200,91.345026
2014-12-11,92.57,93.620003,92.18,92.459999,683800,91.345026
2014-12-12,91.660004,92.650002,90.75,90.779999,882300,89.685285
2014-12-15,91.349998,92.510002,89.599998,90.379997,1127400,89.290107
2014-12-16,89.620003,91.75,89.480003,89.699997,1008800,88.618307
2014-12-17,89.779999,93.540001,89.339996,93.160004,1568800,92.03659
2014-12-18,94.279999,95.410004,93.889999,95.410004,1221300,94.259457
2014-12-19,95.620003,95.809998,94.589996,94.800003,1633400,93.656812
2014-12-22,95.419998,96.900002,95.419998,96.900002,1001300,95.731487
2014-12-23,97.5,99.260002,96.82,99.139999,1774700,97.944473
2014-12-24,99.370003,100.769997,99.370003,100.089996,746200,98.883014
2014-12-26,100.059998,100.639999,99.309998,99.940002,660500,98.734829
2014-12-29,99.620003,99.830002,98.779999,99.220001,878500,98.02351
2014-12-30,99.080002,99.43,98.379997,98.839996,909000,97.648087
2014-12-31,99.190002,99.25,98.099998,98.169998,1041600,96.986169
2015-01-02,98.169998,98.860001,96.529999,97.5,1991700,96.32425
2015-01-05,97.379997,100.25,96.589996,99.82,2422300,98.616273
2015-01-06,102.209999,105.349998,99.220001,100.459999,3278800,99.248555
2015-01-07,101.059998,103.779999,100.860001,103.050003,2156500,101.807326
2015-01-08,108.339996,109.239998,106.589996,107.639999,3613700,106.341972
2015-01-09,106.93,107.739998,106.449997,107.339996,1559000,106.045586
