Date,Open_DVA,High_DVA,Low_DVA,Close_DVA,Volume_DVA,AdjClose_DVA
2013-06-14,129.789993,130.429993,128.460007,128.830002,742400,64.415001
2013-06-17,130.0,131.0,129.139999,130.160004,1149000,65.080002
2013-06-18,130.139999,130.449997,128.759995,129.5,617800,64.75
2013-06-19,129.210007,129.399994,126.790001,126.82,1223800,63.41
2013-06-20,125.900002,126.18,122.699997,122.889999,1646000,61.445
2013-06-21,124.5,125.510002,122.559998,123.5,2176200,61.75
2013-06-24,122.949997,124.370003,121.510002,123.040001,1433800,61.52
2013-06-25,123.540001,123.639999,121.839996,121.949997,1134600,60.974998
2013-06-26,122.809998,124.07,121.870003,121.970001,894200,60.985001
2013-06-27,122.849998,123.93,122.129997,122.269997,1181600,61.134998
2013-06-28,121.660004,122.220001,120.110001,120.800003,1948200,60.400002
2013-07-01,121.629997,122.459999,121.019997,121.150002,2216200,60.575001
2013-07-02,115.0,117.080002,113.419998,114.0,10180000,57.0
2013-07-03,113.18,114.510002,112.309998,113.900002,2724000,56.950001
2013-07-05,114.400002,114.610001,113.169998,114.559998,2222200,57.279999
2013-07-08,116.120003,117.459999,115.080002,116.879997,3283800,58.439999
2013-07-09,117.0,117.459999,115.690002,116.0,1972000,58.0
2013-07-10,116.129997,116.43,115.519997,116.400002,2485000,58.200001
2013-07-11,118.139999,120.580002,117.139999,120.510002,3374200,60.255001
2013-07-12,120.389999,121.709999,120.089996,121.230003,1858200,60.615002
2013-07-15,121.660004,122.029999,120.029999,120.260002,980200,60.130001
2013-07-16,117.900002,118.790001,117.290001,117.959999,2119000,58.98
2013-07-17,118.449997,118.809998,117.290001,118.379997,1094800,59.189999
2013-07-18,118.82,119.139999,116.769997,117.32,1979600,58.66
2013-07-19,116.5,118.82,116.040001,117.959999,2137800,58.98
2013-07-22,117.68,119.269997,117.5,118.610001,1557600,59.305
2013-07-23,119.309998,119.760002,117.730003,118.419998,1550800,59.209999
2013-07-24,118.580002,118.970001,117.040001,117.589996,1077600,58.794998
2013-07-25,117.0,118.199997,116.709999,117.57,1128800,58.785
2013-07-26,117.379997,117.980003,116.970001,117.720001,1067800,58.860001
2013-07-29,117.230003,117.940002,116.410004,116.879997,996000,58.439999
2013-07-30,117.239998,117.43,115.75,116.260002,1275400,58.130001
2013-07-31,116.739998,117.339996,116.25,116.410004,1091200,58.205002
2013-08-01,117.0,117.330002,116.489998,117.18,1293400,58.59
2013-08-02,117.230003,118.150002,116.690002,117.5,1489400,58.75
2013-08-05,117.57,118.449997,117.260002,117.389999,1339200,58.695
2013-08-06,117.389999,117.949997,116.0,116.339996,2851800,58.169998
2013-08-07,115.050003,115.050003,112.43,113.93,4447400,56.965
2013-08-08,114.300003,114.5,112.959999,113.650002,1504600,56.825001
2013-08-09,113.800003,115.290001,113.650002,114.349998,1950000,57.174999
2013-08-12,114.449997,115.099998,113.699997,114.730003,2141800,57.365002
2013-08-13,114.93,115.190002,114.199997,114.650002,931000,57.325001
2013-08-14,114.699997,115.660004,114.360001,114.599998,876600,57.299999
2013-08-15,114.0,114.190002,112.220001,113.300003,1438200,56.650002
2013-08-16,113.059998,113.360001,111.769997,112.099998,1188400,56.049999
2013-08-19,112.0,112.360001,111.120003,111.150002,1921400,55.575001
2013-08-20,111.470001,112.739998,111.25,111.949997,2156600,55.974998
2013-08-21,111.540001,112.029999,110.389999,110.489998,1679600,55.244999
2013-08-22,110.690002,111.010002,109.279999,109.970001,1430000,54.985001
2013-08-23,110.339996,110.940002,109.800003,110.360001,1299800,55.18
2013-08-26,110.360001,111.980003,110.18,110.849998,1012600,55.424999
2013-08-27,109.949997,110.269997,108.620003,108.739998,1451000,54.369999
2013-08-28,108.769997,109.150002,107.790001,108.019997,1155800,54.009998
2013-08-29,107.849998,109.589996,107.760002,108.019997,1661400,54.009998
2013-08-30,108.0,108.660004,107.110001,107.510002,1317000,53.755001
2013-09-03,108.730003,108.910004,107.809998,108.589996,1190200,54.294998
2013-09-04,108.82,109.610001,108.57,109.440002,1268000,54.720001
2013-09-05,109.32,112.150002,109.32,111.550003,1740600,55.775002
2013-09-06,111.440002,111.739998,109.599998,110.589996,2587400,55.294998
2013-09-09,55.240002,56.080002,55.049999,56.040001,1007000,56.040001
2013-09-10,56.360001,56.459999,55.66,55.810001,1097100,55.810001
2013-09-11,55.810001,56.130001,55.549999,55.700001,1206800,55.700001
2013-09-12,55.700001,56.040001,55.41,56.0,1071000,56.0
2013-09-13,55.970001,56.139999,55.529999,55.75,1151900,55.75
2013-09-16,56.099998,56.869999,56.009998,56.610001,1645600,56.610001
2013-09-17,56.77,59.439999,56.560001,59.099998,2932700,59.099998
2013-09-18,59.099998,59.18,57.900002,58.650002,1780000,58.650002
2013-09-19,58.77,59.0,58.18,58.529999,1435800,58.529999
2013-09-20,58.799999,59.130001,58.240002,58.470001,2823100,58.470001
