Date,Open_CME,High_CME,Low_CME,Close_CME,Volume_CME,AdjClose_CME
2014-02-12,76.580002,77.169998,76.370003,76.800003,735900,68.737906
2014-02-13,76.43,77.169998,76.029999,76.989998,884500,68.907956
2014-02-14,76.760002,77.519997,76.699997,77.110001,910900,69.015361
2014-02-18,77.139999,77.410004,76.129997,76.220001,1776300,68.21879
2014-02-19,75.790001,76.690002,74.720001,74.769997,1943100,66.921
2014-02-20,74.68,75.059998,73.540001,73.760002,1694400,66.017029
2014-02-21,73.900002,74.82,73.57,73.709999,1789100,65.972275
2014-02-24,73.910004,74.940002,73.699997,74.32,2772200,66.518241
2014-02-25,74.169998,74.910004,73.099998,73.260002,1421200,65.569517
2014-02-26,73.309998,73.57,71.860001,72.580002,2314000,64.9609
2014-02-27,72.410004,73.239998,72.099998,73.160004,1942300,65.480016
2014-02-28,73.190002,73.970001,72.910004,73.82,1654500,66.070729
2014-03-03,73.18,74.190002,72.769997,74.110001,1796100,66.330287
2014-03-04,75.160004,76.230003,75.099998,76.0,2027600,68.021883
2014-03-05,75.769997,76.970001,75.709999,76.419998,2588000,68.397792
2014-03-06,76.230003,77.190002,75.889999,76.760002,1849700,69.12725
2014-03-07,76.839996,77.540001,76.629997,76.970001,1961900,69.316367
2014-03-10,77.050003,77.25,76.349998,76.730003,1066900,69.100234
2014-03-11,76.650002,77.190002,75.669998,75.910004,1332700,68.361772
2014-03-12,75.690002,76.050003,75.0,76.050003,1299600,68.487851
2014-03-13,76.32,76.32,74.730003,74.779999,2200800,67.344131
2014-03-14,75.059998,75.910004,74.459999,75.360001,1506300,67.86646
2014-03-17,75.839996,76.470001,75.839996,76.260002,987500,68.676968
2014-03-18,76.120003,76.360001,75.139999,75.910004,1674800,68.361772
2014-03-19,75.760002,75.940002,74.900002,75.709999,2445200,68.181656
2014-03-20,75.529999,77.07,75.360001,76.919998,2521300,69.271337
2014-03-21,77.75,77.75,77.0,77.449997,2997500,69.748634
2014-03-24,77.669998,77.669998,76.800003,77.040001,1526600,69.379407
2014-03-25,77.370003,77.410004,76.330002,76.540001,1640100,68.929125
2014-03-26,76.879997,76.879997,74.970001,75.019997,1769600,67.560265
2014-03-27,74.870003,75.0,73.220001,73.919998,2019100,66.569646
2014-03-28,74.18,74.860001,73.580002,73.830002,931000,66.488599
2014-03-31,73.889999,74.739998,73.75,74.019997,1411600,66.659701
2014-04-01,74.419998,75.0,72.25,72.660004,3638300,65.434941
2014-04-02,72.730003,73.370003,71.75,72.269997,3379400,65.083715
2014-04-03,72.110001,73.160004,71.940002,72.18,1843800,65.002668
2014-04-04,73.019997,73.129997,70.540001,70.599998,2189800,63.579776
2014-04-07,70.360001,70.57,67.510002,67.589996,5082900,60.869078
2014-04-08,67.800003,69.339996,67.010002,69.129997,5285400,62.255947
2014-04-09,68.089996,69.709999,68.089996,69.529999,2855700,62.616173
2014-04-10,69.309998,70.260002,68.019997,68.370003,2683400,61.571523
2014-04-11,67.760002,68.089996,66.75,66.949997,2073800,60.292718
2014-04-14,67.220001,67.900002,66.620003,67.25,1426800,60.56289
2014-04-15,67.580002,67.940002,66.440002,67.790001,1293000,61.049195
2014-04-16,68.209999,68.830002,67.669998,68.730003,1191100,61.895727
2014-04-17,68.730003,69.610001,68.639999,69.300003,1031100,62.409048
2014-04-21,69.25,69.610001,68.809998,69.43,779400,62.526118
2014-04-22,69.410004,71.25,69.099998,71.139999,1610900,64.066081
2014-04-23,70.959999,71.639999,70.900002,71.400002,1283900,64.300229
2014-04-24,71.889999,72.0,70.510002,70.900002,1119300,63.849948
2014-04-25,70.82,70.980003,70.300003,70.389999,799200,63.390659
2014-04-28,70.620003,70.940002,69.580002,70.75,1201600,63.714862
2014-04-29,70.760002,71.389999,70.419998,70.830002,1187100,63.786909
2014-04-30,70.650002,70.830002,69.889999,70.389999,2189500,63.390659
2014-05-01,70.809998,71.239998,67.540001,70.68,2918400,63.651823
2014-05-02,70.669998,71.0,69.519997,69.57,1662700,62.652197
2014-05-05,69.190002,69.910004,68.459999,69.75,1209600,62.814298
2014-05-06,69.400002,69.650002,68.489998,68.550003,1543200,61.733625
2014-05-07,68.839996,70.419998,68.400002,70.360001,1621800,63.363643
2014-05-08,70.010002,70.599998,69.040001,69.169998,1814400,62.29197
2014-05-09,69.230003,69.919998,69.0,69.589996,1407200,62.670205
2014-05-12,69.900002,71.010002,69.32,70.910004,1314700,63.858955
2014-05-13,70.839996,71.010002,70.400002,70.589996,812700,63.570768
2014-05-14,70.580002,70.699997,69.769997,69.809998,1120400,62.86833
2014-05-15,69.800003,69.940002,69.220001,69.480003,1443800,62.571149
2014-05-16,69.519997,69.519997,68.190002,68.68,1053500,61.850696
2014-05-19,68.639999,70.419998,68.400002,70.349998,1204300,63.354635
2014-05-20,70.330002,70.370003,67.900002,68.519997,1689600,61.706602
2014-05-21,69.0,70.099998,68.660004,70.019997,996400,63.057448
2014-05-22,69.839996,71.370003,69.739998,71.339996,1337800,64.246191
2014-05-23,71.290001,71.400002,70.629997,71.0,1039800,63.940003
2014-05-27,71.400002,72.029999,71.099998,71.669998,1553000,64.543379
2014-05-28,71.529999,72.199997,71.32,71.93,1101700,64.777527
2014-05-29,72.019997,72.480003,71.550003,72.459999,1003700,65.254825
2014-05-30,72.410004,72.470001,71.82,72.0,1671200,64.840566
2014-06-02,72.059998,72.269997,71.010002,71.949997,1892500,64.795535
2014-06-03,71.589996,72.0,70.75,70.989998,1539300,63.930995
2014-06-04,70.660004,70.970001,69.93,70.260002,1620700,63.273588
2014-06-05,70.559998,70.650002,69.160004,69.510002,1660800,62.598165
2014-06-06,69.300003,69.980003,69.300003,69.82,1079000,63.305383
2014-06-09,69.919998,71.050003,69.620003,70.610001,1620500,64.021672
2014-06-10,69.970001,70.120003,69.400002,70.029999,1327500,63.495788
2014-06-11,69.870003,70.550003,69.650002,70.459999,1554300,63.885666
2014-06-12,70.379997,71.169998,70.139999,70.889999,1463200,64.275545
2014-06-13,70.989998,71.769997,70.830002,71.449997,1514000,64.783292
2014-06-16,71.459999,71.599998,70.300003,70.900002,1547700,64.284614
2014-06-17,70.779999,72.309998,70.480003,72.120003,1662000,65.390782
2014-06-18,72.059998,72.489998,71.43,72.279999,1305700,65.535849
2014-06-19,72.160004,72.279999,70.760002,71.730003,1398900,65.037172
2014-06-20,72.120003,72.129997,71.290001,71.75,1771000,65.055303
2014-06-23,71.650002,72.279999,71.389999,72.190002,788400,65.45425
2014-06-24,71.879997,72.0,70.529999,70.769997,1229000,64.166739
2014-06-25,70.910004,71.489998,70.529999,70.68,1074100,64.08514
2014-06-26,70.529999,70.650002,69.860001,70.5,785700,63.921935
2014-06-27,70.300003,70.639999,70.089996,70.419998,1089900,63.849398
2014-06-30,70.849998,71.699997,70.559998,70.949997,1542300,64.329945
2014-07-01,70.980003,71.309998,70.75,70.989998,1378600,64.366213
2014-07-02,70.769997,71.18,70.610001,71.059998,1085000,64.429682
2014-07-03,71.349998,72.459999,71.260002,72.360001,765400,65.608387
2014-07-07,72.239998,72.279999,71.709999,72.139999,921700,65.408913
2014-07-08,72.089996,72.220001,70.779999,71.050003,1346300,64.42062
2014-07-09,71.279999,71.629997,70.449997,71.580002,3081700,64.901166
2014-07-10,70.599998,70.809998,70.059998,70.129997,1372600,63.586456
2014-07-11,69.940002,70.589996,69.739998,70.489998,1400100,63.912866
2014-07-14,71.349998,71.519997,70.830002,71.279999,823100,64.629155
2014-07-15,71.32,71.760002,71.0,71.279999,808800,64.629155
2014-07-16,71.339996,71.580002,70.68,71.019997,843300,64.393413
2014-07-17,70.540001,71.459999,70.540001,71.129997,1295400,64.49315
2014-07-18,71.459999,72.949997,71.089996,72.459999,1375900,65.699055
2014-07-21,72.209999,73.459999,71.879997,73.379997,1603900,66.533212
2014-07-22,73.459999,74.760002,73.459999,74.57,1335300,67.61218
2014-07-23,74.540001,75.099998,73.769997,74.879997,1835000,67.893253
2014-07-24,74.900002,75.889999,74.790001,75.360001,1687700,68.328469
2014-07-25,75.029999,75.589996,74.5,75.050003,1702700,68.047396
2014-07-28,75.150002,75.449997,74.150002,75.139999,1176600,68.128995
2014-07-29,75.110001,75.900002,74.959999,75.5,1419700,68.455406
2014-07-30,75.900002,76.220001,75.230003,75.830002,1524900,68.754616
2014-07-31,74.5,75.489998,73.599998,73.940002,2198700,67.040965
2014-08-01,73.709999,74.68,73.349998,74.18,1692100,67.25857
2014-08-04,74.330002,74.400002,73.709999,74.169998,1793400,67.249501
2014-08-05,73.900002,74.120003,73.220001,73.650002,1974300,66.778023
2014-08-06,73.550003,74.480003,73.440002,73.589996,1524800,66.723617
2014-08-07,74.050003,74.050003,73.019997,73.220001,1617500,66.388144
2014-08-08,73.5,73.620003,72.910004,73.349998,2550800,66.506012
2014-08-11,73.690002,73.93,73.279999,73.370003,1325000,66.52415
2014-08-12,73.25,73.529999,72.949997,73.209999,1712100,66.379075
2014-08-13,72.25,73.699997,72.25,73.540001,1622500,66.678286
2014-08-14,73.540001,73.75,73.360001,73.589996,923500,66.723617
2014-08-15,73.949997,73.949997,72.889999,73.360001,1307400,66.515081
2014-08-18,73.940002,74.32,73.690002,73.809998,1088700,66.92309
2014-08-19,73.980003,73.980003,73.169998,73.510002,965100,66.651086
2014-08-20,73.410004,74.239998,73.370003,74.169998,874000,67.249501
2014-08-21,74.080002,74.699997,73.849998,74.639999,1066500,67.675648
2014-08-22,74.459999,75.190002,74.220001,74.860001,958800,67.875122
2014-08-25,75.330002,75.989998,74.940002,75.650002,983900,68.591411
2014-08-26,75.370003,76.690002,75.370003,76.360001,1177600,69.235163
2014-08-27,76.260002,76.550003,75.989998,76.459999,933200,69.325831
2014-08-28,75.940002,76.690002,75.93,76.580002,1042400,69.434637
2014-08-29,76.879997,77.419998,76.5,76.550003,1084900,69.407437
2014-09-02,76.580002,77.099998,76.400002,76.75,1255000,69.588773
2014-09-03,77.029999,77.199997,76.0,76.519997,927700,69.380231
2014-09-04,76.669998,77.019997,76.25,76.610001,1169200,69.461837
2014-09-05,76.529999,76.550003,75.849998,76.449997,1345800,69.316762
2014-09-08,76.019997,76.309998,75.629997,75.940002,1020000,69.280276
2014-09-09,75.919998,76.150002,75.389999,75.68,895400,69.043076
2014-09-10,75.889999,76.279999,75.300003,76.010002,1157200,69.344137
2014-09-11,75.910004,77.599998,75.910004,77.519997,1514200,70.721709
2014-09-12,77.529999,79.360001,77.519997,79.330002,2321600,72.372982
2014-09-15,79.0,80.160004,78.879997,79.82,1880900,72.820009
2014-09-16,79.639999,80.419998,79.18,79.870003,1435600,72.865627
2014-09-17,79.75,81.019997,79.459999,80.690002,1933200,73.613715
2014-09-18,80.339996,83.610001,80.110001,82.959999,3067400,75.684639
2014-09-19,83.660004,83.660004,82.139999,82.839996,2227200,75.57516
2014-09-22,82.669998,83.150002,82.18,82.57,1520400,75.328841
2014-09-23,82.540001,83.0,81.110001,81.129997,1652100,74.015123
2014-09-24,81.129997,81.589996,80.800003,81.279999,1185100,74.15197
2014-09-25,80.959999,81.230003,78.980003,79.199997,2158200,72.254378
2014-09-26,79.739998,80.160004,78.720001,80.029999,1852500,73.011591
2014-09-29,79.300003,79.919998,78.919998,79.5,1544200,72.528072
2014-09-30,79.57,80.239998,79.389999,79.959999,1983200,72.94773
2014-10-01,79.959999,80.010002,79.230003,79.400002,2005100,72.436843
2014-10-02,79.730003,80.940002,79.620003,80.419998,2299600,73.367389
2014-10-03,79.760002,81.349998,79.760002,80.949997,1683100,73.850908
2014-10-06,81.290001,81.75,80.910004,81.349998,1909800,74.215831
2014-10-07,80.940002,81.309998,79.720001,79.75,1715500,72.756148
2014-10-08,79.919998,81.199997,79.709999,81.160004,3011600,74.042498
2014-10-09,80.93,81.5,80.370003,80.980003,1755100,73.878283
2014-10-10,81.110001,82.620003,80.940002,81.610001,1683200,74.453031
2014-10-13,80.82,81.330002,78.870003,79.010002,1980100,72.081046
2014-10-14,79.669998,80.580002,79.519997,79.849998,1549600,72.847377
2014-10-15,79.059998,80.57,75.940002,79.309998,3139700,72.354732
2014-10-16,77.989998,79.760002,77.559998,79.129997,1824400,72.190517
2014-10-17,79.57,80.029999,77.779999,78.260002,2333600,71.396818
2014-10-20,78.330002,79.650002,77.82,79.389999,1336600,72.427718
2014-10-21,80.019997,80.059998,79.440002,80.040001,1096700,73.020716
2014-10-22,80.25,80.300003,79.290001,79.489998,1071700,72.518947
2014-10-23,80.330002,81.669998,79.980003,81.199997,1388000,74.078984
2014-10-24,81.059998,82.419998,81.019997,82.309998,1063400,75.091641
2014-10-27,82.220001,82.790001,81.730003,81.980003,1129600,74.790586
2014-10-28,82.050003,82.43,80.75,81.330002,1750500,74.197588
2014-10-29,81.139999,82.099998,80.82,81.830002,1516900,74.653739
2014-10-30,81.550003,82.160004,80.610001,81.559998,1631200,74.407413
2014-10-31,82.75,83.879997,82.32,83.809998,2979800,76.460095
2014-11-03,84.110001,85.0,83.830002,84.790001,1832800,77.354155
2014-11-04,84.68,85.379997,84.589996,85.269997,1734100,77.792056
2014-11-05,85.730003,86.18,85.25,85.769997,1521100,78.248207
2014-11-06,85.699997,86.400002,85.489998,86.269997,969100,78.704359
2014-11-07,86.080002,86.400002,85.07,85.599998,939200,78.093118
