Date,Open_BA,High_BA,Low_BA,Close_BA,Volume_BA,AdjClose_BA
2013-10-23,126.0,129.990005,125.900002,129.020004,10766300,120.402676
2013-10-24,129.009995,129.570007,127.940002,128.979996,4976200,120.365339
2013-10-25,129.25,131.429993,128.220001,131.190002,5467600,122.427738
2013-10-28,128.75,130.470001,128.639999,129.880005,4655800,121.205236
2013-10-29,129.350006,129.880005,128.759995,129.660004,3608700,120.999929
2013-10-30,129.559998,131.429993,129.020004,129.679993,4122100,121.018583
2013-10-31,129.839996,131.880005,129.550003,130.5,4931800,121.783821
2013-11-01,130.899994,133.5,130.899994,133.029999,4582400,124.14484
2013-11-04,133.75,133.990005,132.460007,132.789993,3915800,123.920865
2013-11-05,132.029999,133.740005,130.589996,133.570007,4069200,124.648781
2013-11-06,134.020004,134.580002,132.679993,133.089996,3747700,124.653451
2013-11-07,133.440002,133.929993,131.350006,131.509995,3826800,123.173605
2013-11-08,131.279999,133.899994,130.949997,133.490005,4790900,125.028104
2013-11-11,133.139999,133.330002,132.119995,132.529999,2962200,124.128952
2013-11-12,132.399994,133.080002,131.970001,132.330002,2851000,123.941632
2013-11-13,131.919998,133.490005,131.100006,133.169998,3577100,124.728382
2013-11-14,133.699997,135.380005,133.169998,135.089996,3279600,126.526671
2013-11-15,135.360001,136.570007,134.539993,136.080002,4495100,127.453921
2013-11-18,140.25,142.0,137.770004,138.360001,8158800,129.589391
2013-11-19,138.5,138.789993,136.699997,136.979996,3954000,128.296864
2013-11-20,135.800003,135.889999,132.289993,132.449997,8634900,124.054021
2013-11-21,132.449997,133.289993,131.199997,132.929993,4700600,124.50359
2013-11-22,133.490005,136.119995,133.429993,135.970001,4290200,127.350893
2013-11-25,134.009995,134.860001,130.580002,133.0,7181700,124.56916
2013-11-26,133.0,135.440002,132.559998,134.779999,4200800,126.236325
2013-11-27,135.050003,136.300003,134.169998,134.720001,3350900,126.18013
2013-11-29,134.820007,135.229996,134.179993,134.25,1680900,125.739922
2013-12-02,134.990005,135.460007,133.619995,134.160004,3378100,125.655631
2013-12-03,133.929993,133.929993,131.919998,132.0,5171900,123.632549
2013-12-04,131.729996,132.149994,130.550003,131.5,5137100,123.164244
2013-12-05,131.259995,133.100006,131.25,132.729996,3665100,124.316271
2013-12-06,134.580002,135.75,134.0,135.179993,5341800,126.610963
2013-12-09,135.490005,135.949997,134.570007,134.679993,3799000,126.142658
2013-12-10,133.649994,135.039993,132.179993,133.699997,4061300,125.224784
2013-12-11,133.699997,133.809998,132.440002,132.559998,3358300,124.157049
2013-12-12,132.110001,133.649994,131.899994,132.960007,3617700,124.531701
2013-12-13,133.449997,134.25,133.139999,133.830002,3139400,125.346548
2013-12-16,134.270004,135.199997,133.940002,134.720001,3979500,126.18013
2013-12-17,137.919998,138.100006,135.360001,135.880005,6753000,127.266602
2013-12-18,135.860001,136.440002,132.839996,135.490005,5632400,126.901324
2013-12-19,135.0,136.229996,133.940002,135.169998,3177100,126.601602
2013-12-20,135.490005,137.850006,135.490005,136.669998,5454600,128.006517
2013-12-23,137.690002,138.089996,136.320007,136.399994,2945100,127.753629
2013-12-24,136.399994,136.979996,136.139999,136.830002,1203200,128.156378
2013-12-26,137.179993,138.589996,137.169998,138.270004,2161300,129.505099
2013-12-27,138.690002,138.880005,136.789993,136.899994,2204600,128.221934
2013-12-30,137.160004,137.369995,135.539993,135.919998,2403500,127.30406
2013-12-31,136.160004,137.050003,135.740005,136.490005,2096000,127.837934
2014-01-02,136.009995,137.25,135.509995,136.669998,3366700,128.006517
2014-01-03,137.059998,138.5,137.050003,137.619995,3177400,128.896294
2014-01-06,139.399994,139.759995,137.800003,138.410004,4196500,129.636224
2014-01-07,138.580002,141.100006,138.5,140.509995,4238500,131.603097
2014-01-08,140.690002,141.399994,139.360001,140.820007,4236100,131.893458
2014-01-09,141.509995,142.520004,140.539993,142.130005,4052500,133.120415
2014-01-10,142.789993,142.800003,140.899994,141.899994,4549500,132.904985
2014-01-13,141.550003,142.139999,140.380005,140.699997,4462400,131.781055
2014-01-14,140.850006,141.699997,137.800003,140.009995,8441600,131.134792
2014-01-15,140.300003,141.080002,140.139999,140.619995,3030800,131.706125
2014-01-16,140.330002,141.449997,140.070007,140.210007,3062900,131.322125
2014-01-17,140.080002,141.0,139.75,140.460007,3382700,131.556278
2014-01-21,141.460007,142.460007,140.809998,141.669998,3240600,132.689568
2014-01-22,142.309998,144.570007,141.869995,144.369995,4388700,135.218413
2014-01-23,143.100006,143.889999,141.100006,141.309998,4491400,132.352388
2014-01-24,140.399994,140.470001,136.320007,136.649994,5856800,127.987781
2014-01-27,136.699997,138.460007,135.649994,137.360001,5057800,128.652781
2014-01-28,137.610001,138.089996,136.440002,137.089996,4606200,128.399892
2014-01-29,131.699997,131.759995,128.070007,129.779999,15993400,121.553273
2014-01-30,131.699997,131.699997,125.199997,126.529999,10406200,118.50929
2014-01-31,124.459999,126.870003,123.080002,125.260002,9732700,117.319798
2014-02-03,124.239998,126.519997,122.75,123.080002,9309600,115.277988
2014-02-04,123.07,123.800003,120.529999,122.040001,9304100,114.303912
2014-02-05,121.0,121.940002,118.769997,121.400002,9689100,113.704482
2014-02-06,121.790001,122.720001,121.510002,122.669998,6738800,114.893974
2014-02-07,123.75,127.209999,123.650002,127.019997,8906300,118.968227
2014-02-10,128.960007,128.970001,126.349998,127.160004,8173500,119.099359
2014-02-11,127.650002,130.690002,127.459999,130.160004,7874000,121.90919
2014-02-12,130.289993,130.550003,128.0,128.130005,5798800,120.684729
2014-02-13,127.059998,129.940002,127.059998,129.5,4203400,121.975118
2014-02-14,129.089996,130.410004,128.020004,130.160004,4807700,122.596771
2014-02-18,130.130005,130.940002,129.600006,130.630005,4645300,123.039461
2014-02-19,130.110001,130.5,128.369995,128.389999,5146600,120.929616
2014-02-20,128.479996,129.990005,127.510002,129.559998,4466400,122.031629
2014-02-21,129.800003,129.800003,128.110001,128.279999,5164000,120.826008
2014-02-24,128.380005,130.800003,128.360001,129.589996,4635700,122.059885
2014-02-25,129.300003,129.75,126.209999,126.779999,7308800,119.413168
2014-02-26,127.239998,127.940002,126.360001,126.610001,4803600,119.253048
2014-02-27,126.470001,128.559998,126.260002,128.559998,4649700,121.089736
2014-02-28,128.75,129.949997,128.059998,128.919998,4361400,121.428818
2014-03-03,127.18,128.440002,126.519997,128.220001,4847100,120.769496
2014-03-04,129.380005,131.0,129.330002,130.229996,5422800,122.662696
2014-03-05,130.399994,130.800003,128.690002,128.789993,4095200,121.306368
2014-03-06,129.009995,129.369995,128.029999,128.860001,3595900,121.372307
2014-03-07,129.75,130.160004,128.070007,128.539993,4297800,121.070895
2014-03-10,126.510002,127.279999,124.760002,126.889999,7039200,119.516777
2014-03-11,127.029999,127.269997,125.620003,125.669998,4190000,118.367667
2014-03-12,125.0,125.199997,123.809998,124.43,5040100,117.199722
2014-03-13,124.650002,125.610001,121.629997,121.889999,6071200,114.807313
2014-03-14,122.120003,124.279999,121.949997,123.110001,5698400,115.956424
2014-03-17,123.970001,125.82,123.919998,125.419998,4380500,118.132194
2014-03-18,125.589996,125.82,123.660004,124.040001,4151600,116.832384
2014-03-19,124.32,125.199997,121.370003,122.239998,6673000,115.136974
2014-03-20,122.589996,123.900002,121.379997,123.730003,4601700,116.5404
2014-03-21,124.059998,124.449997,122.5,122.580002,7973600,115.457221
2014-03-24,123.529999,123.949997,122.080002,123.419998,4472500,116.248408
2014-03-25,124.459999,125.0,123.559998,124.019997,3225100,116.813542
2014-03-26,124.610001,125.32,123.32,123.529999,3091200,116.352017
2014-03-27,123.010002,124.300003,121.800003,123.209999,3106000,116.050611
2014-03-28,123.779999,125.190002,123.519997,124.459999,2863500,117.227977
2014-03-31,125.360001,126.040001,124.800003,125.489998,2962000,118.198126
2014-04-01,126.239998,128.399994,126.169998,128.210007,3952800,120.760083
2014-04-02,128.630005,128.770004,127.400002,128.309998,2935200,120.854263
2014-04-03,129.169998,129.169998,128.279999,128.779999,3303500,121.296954
2014-04-04,129.330002,129.919998,127.230003,127.379997,4156600,119.978303
2014-04-07,127.190002,128.179993,124.949997,125.589996,3753600,118.292314
2014-04-08,125.279999,125.730003,124.059998,124.150002,4122200,116.935993
2014-04-09,124.989998,127.019997,124.050003,126.879997,3689900,119.507356
2014-04-10,126.82,126.860001,123.639999,123.639999,3956900,116.455626
2014-04-11,123.050003,123.449997,121.919998,122.07,3854600,114.976854
2014-04-14,123.080002,123.769997,122.18,123.25,3086300,116.088288
2014-04-15,123.349998,124.550003,122.129997,124.269997,2746900,117.049015
2014-04-16,125.0,126.040001,124.730003,126.040001,2826100,118.71617
2014-04-17,126.440002,128.369995,125.830002,127.919998,3449400,120.486926
2014-04-21,128.050003,128.440002,127.370003,127.82,2368500,120.392738
2014-04-22,128.25,129.130005,127.480003,127.550003,5015600,120.13843
2014-04-23,130.669998,131.5,129.330002,130.630005,7121600,123.039461
2014-04-24,130.410004,130.619995,128.429993,129.860001,4177000,122.3142
2014-04-25,129.839996,130.0,128.369995,128.660004,2978500,121.183931
2014-04-28,128.199997,128.869995,125.800003,127.040001,4354600,119.658063
2014-04-29,127.199997,128.570007,126.529999,128.369995,3344100,120.910774
2014-04-30,128.050003,129.5,127.800003,129.020004,2773000,121.523013
2014-05-01,128.740005,129.600006,128.270004,128.460007,2804100,120.995556
2014-05-02,128.699997,130.399994,128.610001,129.940002,3762900,122.389553
2014-05-05,129.0,132.380005,128.949997,131.960007,4026500,124.292181
2014-05-06,131.75,131.919998,130.699997,130.830002,4032000,123.227837
2014-05-07,130.770004,131.100006,129.199997,130.350006,2900600,123.464636
2014-05-08,130.169998,131.270004,130.169998,130.570007,2988700,123.673016
2014-05-09,130.259995,131.330002,129.880005,131.100006,2543800,124.175019
2014-05-12,131.820007,132.990005,131.639999,132.600006,3288500,125.595786
2014-05-13,133.009995,133.830002,132.860001,133.449997,3132200,126.400878
2014-05-14,133.800003,133.970001,132.690002,132.990005,2883900,125.965184
2014-05-15,132.699997,132.860001,130.559998,131.210007,3596800,124.279209
2014-05-16,131.309998,131.710007,130.029999,130.809998,2963300,123.900329
2014-05-19,130.419998,132.070007,130.350006,131.350006,2103100,124.411813
2014-05-20,130.940002,131.600006,129.070007,129.580002,2995800,122.735305
2014-05-21,130.429993,131.429993,130.039993,130.960007,2476100,124.042415
2014-05-22,131.660004,132.479996,131.270004,131.839996,2370700,124.875921
2014-05-23,132.0,132.580002,131.929993,132.410004,1956200,125.41582
2014-05-27,133.089996,134.210007,132.869995,134.169998,3085500,127.082847
2014-05-28,134.169998,135.149994,134.169998,134.330002,2609400,127.234399
2014-05-29,134.710007,135.199997,134.429993,135.139999,2234100,128.001611
2014-05-30,134.669998,135.440002,134.039993,135.25,2760300,128.105801
2014-06-02,135.5,136.029999,134.770004,135.899994,2629900,128.721461
2014-06-03,135.800003,136.529999,135.619995,135.880005,2468800,128.702528
2014-06-04,135.539993,135.550003,134.589996,135.330002,2601900,128.181577
2014-06-05,135.649994,137.380005,135.649994,136.820007,3489900,129.592877
2014-06-06,137.389999,138.25,137.119995,138.25,2710900,130.947335
2014-06-09,138.25,138.389999,137.5,137.960007,2585000,130.672659
2014-06-10,137.589996,137.75,136.289993,137.25,2370200,130.000157
2014-06-11,135.25,135.529999,133.820007,134.100006,5558000,127.016552
2014-06-12,133.860001,134.169998,131.639999,132.190002,3826100,125.207439
2014-06-13,132.529999,132.949997,131.550003,132.289993,2376600,125.302148
2014-06-16,132.199997,133.130005,131.649994,132.539993,2163800,125.538943
2014-06-17,132.100006,133.050003,131.720001,132.449997,2223200,125.4537
2014-06-18,132.610001,132.669998,131.029999,132.479996,2859000,125.482115
2014-06-19,132.479996,132.929993,131.800003,132.820007,2794900,125.804166
2014-06-20,133.479996,134.080002,132.089996,132.100006,8083500,125.122197
2014-06-23,132.320007,132.529999,130.649994,130.850006,4433000,123.938224
2014-06-24,130.5,131.240005,129.0,129.149994,4319800,122.328011
2014-06-25,129.039993,129.139999,126.279999,127.059998,7929700,120.348412
2014-06-26,127.410004,128.440002,126.360001,128.020004,3929100,121.25771
2014-06-27,128.070007,128.779999,127.559998,128.539993,3687900,121.750232
2014-06-30,127.910004,127.910004,126.199997,127.230003,5712900,120.509438
2014-07-01,127.660004,128.330002,127.360001,128.149994,3772500,121.380833
2014-07-02,128.149994,128.5,127.339996,127.620003,2859000,120.878837
2014-07-03,127.989998,128.619995,127.699997,128.509995,1997500,121.721817
2014-07-07,128.100006,129.5,127.769997,129.089996,3157000,122.271182
2014-07-08,128.889999,128.970001,125.919998,126.790001,5724300,120.092678
2014-07-09,128.309998,128.320007,125.910004,126.790001,8023900,120.092678
2014-07-10,125.540001,127.629997,125.120003,126.790001,3936900,120.092678
2014-07-11,127.18,128.240005,126.360001,128.089996,3193100,121.324004
2014-07-14,128.910004,130.580002,128.759995,129.520004,5267500,122.678476
2014-07-15,130.309998,130.309998,128.339996,129.100006,4916100,122.280663
2014-07-16,129.559998,129.559998,127.139999,127.419998,5260800,120.689397
2014-07-17,127.209999,128.179993,125.790001,125.879997,5292900,119.230742
2014-07-18,126.379997,127.82,126.25,127.639999,3103300,120.897777
2014-07-21,127.300003,128.419998,126.769997,128.300003,2738700,121.522918
2014-07-22,128.990005,130.009995,128.580002,129.740005,5102200,122.886857
2014-07-23,127.790001,128.399994,126.019997,126.709999,12326300,120.016902
2014-07-24,125.919998,126.050003,124.0,124.400002,10307200,117.828923
2014-07-25,124.480003,124.529999,122.410004,123.199997,6121400,116.692305
2014-07-28,123.440002,124.559998,122.160004,123.059998,4982400,116.559701
2014-07-29,123.309998,123.629997,122.199997,122.32,4101900,115.858792
2014-07-30,123.199997,123.800003,121.760002,122.290001,4042900,115.830377
2014-07-31,121.470001,122.050003,120.410004,120.480003,5588800,114.115988
2014-08-01,120.449997,121.709999,119.639999,120.379997,5852700,114.021264
2014-08-04,120.800003,121.190002,119.769997,119.93,4671100,113.595037
2014-08-05,119.669998,121.980003,119.660004,121.269997,6097900,114.864252
2014-08-06,119.32,119.360001,117.870003,118.339996,6239700,112.767846
2014-08-07,119.0,120.220001,118.870003,119.839996,4641800,114.197217
2014-08-08,119.800003,120.650002,119.279999,120.629997,4348900,114.95002
2014-08-11,121.150002,121.760002,120.75,120.800003,2807900,115.112021
2014-08-12,120.510002,120.940002,120.010002,120.470001,2303500,114.797558
2014-08-13,120.669998,122.230003,120.629997,121.980003,2645800,116.23646
2014-08-14,122.199997,124.690002,122.160004,124.110001,4825100,118.266164
2014-08-15,124.5,124.5,122.150002,123.160004,4570000,117.360899
2014-08-18,123.580002,125.239998,123.57,124.980003,4196900,119.095202
2014-08-19,125.220001,125.790001,125.110001,125.580002,2988300,119.666949
2014-08-20,125.889999,127.709999,125.580002,127.349998,4331300,121.353604
2014-08-21,127.540001,127.779999,126.739998,127.5,2522300,121.496543
2014-08-22,127.330002,127.800003,126.959999,127.459999,2394700,121.458425
2014-08-25,128.080002,128.490005,127.779999,128.330002,2307100,122.287463
2014-08-26,128.690002,129.130005,128.309998,128.600006,2329000,122.544754
2014-08-27,128.770004,128.990005,127.949997,128.199997,3075200,122.163579
2014-08-28,127.339996,127.75,126.720001,127.110001,3070300,121.124907
2014-08-29,127.349998,127.349998,126.050003,126.800003,3032700,120.829506
2014-09-02,125.620003,126.260002,124.57,125.480003,4576000,119.571659
2014-09-03,125.459999,126.239998,125.199997,125.940002,3966500,120.009999
2014-09-04,126.379997,126.75,125.260002,125.459999,2975300,119.552597
2014-09-05,125.43,125.550003,124.099998,124.690002,4913800,118.818856
2014-09-08,125.900002,128.25,125.900002,127.980003,6103500,121.953944
2014-09-09,127.809998,128.679993,127.620003,128.210007,4866400,122.173118
2014-09-10,128.470001,128.470001,127.480003,128.220001,3068200,122.182642
2014-09-11,127.82,127.989998,127.199997,127.639999,1988200,121.62995
2014-09-12,127.489998,127.559998,126.610001,126.949997,3107300,120.972437
2014-09-15,126.919998,126.949997,125.690002,126.309998,3261700,120.362572
2014-09-16,126.199997,127.699997,125.720001,127.32,3377500,121.325018
2014-09-17,128.25,128.380005,127.199997,127.760002,3135300,121.744302
2014-09-18,128.0,128.899994,128.0,128.580002,2721800,122.525691
2014-09-19,129.270004,129.699997,128.919998,129.350006,5635700,123.259439
2014-09-22,129.369995,129.869995,128.460007,128.610001,2890300,122.554278
2014-09-23,128.279999,128.539993,127.029999,127.379997,2963100,121.38219
2014-09-24,127.459999,128.800003,127.230003,128.580002,2891400,122.525691
2014-09-25,128.309998,128.490005,127.010002,127.139999,2913100,121.153493
2014-09-26,127.190002,129.0,126.959999,128.690002,2524100,122.630513
2014-09-29,127.209999,129.529999,127.0,128.770004,3484900,122.706747
2014-09-30,128.570007,129.389999,127.309998,127.379997,4000200,121.38219
2014-10-01,127.370003,127.370003,124.309998,124.669998,5265200,118.799794
2014-10-02,124.400002,125.550003,123.839996,124.169998,3204500,118.323337
2014-10-03,124.660004,126.870003,124.660004,126.360001,3075900,120.410221
2014-10-06,127.089996,127.190002,125.379997,126.260002,2681000,120.314931
2014-10-07,125.519997,125.519997,123.290001,123.32,3554900,117.513361
2014-10-08,123.470001,125.089996,122.150002,124.980003,3610300,119.095202
2014-10-09,124.720001,124.75,122.309998,122.760002,4874700,116.979732
2014-10-10,122.870003,123.360001,121.5,121.5,4214200,115.779058
2014-10-13,122.050003,123.190002,120.260002,120.449997,3878600,114.778496
2014-10-14,121.839996,123.370003,120.720001,122.290001,3768200,116.531861
2014-10-15,121.059998,121.120003,116.32,120.190002,7819000,114.530743
2014-10-16,118.910004,121.300003,118.389999,120.290001,4492500,114.626033
2014-10-17,122.050003,123.870003,121.779999,123.239998,4872400,117.437127
2014-10-20,123.389999,124.720001,123.0,124.309998,3676300,118.456744
2014-10-21,125.209999,127.239998,124.93,127.120003,5204500,121.134438
2014-10-22,127.989998,128.0,121.339996,121.449997,13844400,115.73141
2014-10-23,121.269997,122.879997,121.059998,122.029999,7799700,116.284101
2014-10-24,122.199997,122.839996,121.260002,122.239998,4013300,116.484213
2014-10-27,122.129997,122.230003,121.260002,122.120003,2940300,116.369868
2014-10-28,122.5,123.790001,121.959999,123.610001,4159000,117.789707
2014-10-29,124.480003,124.480003,122.559998,123.080002,3241700,117.284664
2014-10-30,122.519997,124.120003,122.010002,123.82,2569600,117.989819
2014-10-31,125.029999,125.889999,124.730003,124.910004,4665300,119.028499
2014-11-03,125.349998,126.25,124.889999,126.029999,3902700,120.095758
2014-11-04,125.940002,126.709999,125.260002,125.839996,3684600,119.914702
2014-11-05,126.010002,126.25,124.199997,124.220001,3334000,119.061661
2014-11-06,124.480003,124.800003,123.370003,124.580002,2341900,119.406713
2014-11-07,124.93,124.940002,124.169998,124.449997,2366700,119.282106
2014-11-10,124.870003,124.989998,123.800003,124.639999,2622700,119.464219
2014-11-11,124.580002,125.730003,124.449997,125.360001,3053500,120.154321
2014-11-12,124.510002,126.190002,124.470001,125.870003,3074700,120.643145
2014-11-13,125.739998,128.960007,125.739998,128.529999,5813500,123.192683
2014-11-14,128.529999,129.779999,127.849998,128.860001,6235200,123.508981
2014-11-17,128.699997,129.169998,127.550003,128.419998,3752900,123.08725
2014-11-18,128.550003,131.330002,128.039993,130.660004,5701200,125.234237
2014-11-19,130.589996,132.740005,130.25,131.610001,5036700,126.144785
2014-11-20,130.940002,132.399994,130.710007,131.699997,4052800,126.231044
2014-11-21,132.720001,133.360001,132.509995,132.779999,4226700,127.266198
2014-11-24,133.449997,134.740005,133.440002,134.610001,4161500,129.020207
2014-11-25,134.740005,135.600006,134.740005,134.809998,4301600,129.211899
2014-11-26,134.949997,135.300003,134.389999,134.779999,2660100,129.183146
2014-11-28,135.509995,135.779999,134.039993,134.360001,2090000,128.780589
2014-12-01,134.309998,134.399994,132.199997,132.389999,3473700,126.892393
2014-12-02,132.5,132.960007,131.75,132.279999,2900200,126.786961
2014-12-03,132.649994,133.279999,131.429993,131.970001,4627500,126.489836
2014-12-04,131.970001,132.520004,130.919998,131.320007,2785500,125.866834
2014-12-05,131.720001,132.619995,131.529999,132.210007,2580200,126.719875
2014-12-08,132.020004,132.070007,129.869995,130.279999,2862400,124.870012
2014-12-09,128.559998,129.720001,127.739998,129.660004,3084600,124.275763
2014-12-10,128.809998,128.979996,124.540001,124.639999,6651700,119.464219
2014-12-11,125.220001,125.650002,123.0,123.370003,6702100,118.24696
2014-12-12,122.239998,122.269997,120.580002,120.769997,6661100,115.754921
2014-12-15,121.400002,122.879997,120.599998,122.080002,6238800,117.010527
2014-12-16,125.040001,125.540001,123.910004,124.25,7919900,119.090414
2014-12-17,124.279999,125.379997,123.419998,125.059998,6726500,119.866776
2014-12-18,127.129997,127.349998,124.769997,125.669998,6485900,120.451446
2014-12-19,125.629997,127.419998,125.5,126.230003,7680800,120.988196
2014-12-22,126.730003,128.539993,126.730003,128.220001,3189300,122.895558
2014-12-23,129.039993,130.649994,128.649994,130.029999,4028900,124.630394
2014-12-24,130.300003,132.330002,130.169998,131.240005,2116900,125.790154
2014-12-26,131.289993,131.929993,130.229996,131.630005,2242900,126.163958
2014-12-29,131.720001,132.729996,131.169998,132.289993,2718400,126.79654
2014-12-30,132.0,132.279999,131.520004,131.830002,2447700,126.35565
2014-12-31,132.25,132.300003,129.860001,129.979996,2712400,124.582467
