Date,Open_AON,High_AON,Low_AON,Close_AON,Volume_AON,AdjClose_AON
2013-08-13,68.349998,69.040001,68.269997,68.849998,1206700,66.688443
2013-08-14,68.760002,69.169998,68.400002,68.839996,1208100,66.678755
2013-08-15,68.300003,68.610001,67.870003,68.029999,1518700,65.894188
2013-08-16,67.949997,68.709999,67.900002,68.389999,2937500,66.242886
2013-08-19,68.139999,69.110001,68.139999,68.529999,1443700,66.37849
2013-08-20,68.5,68.809998,68.25,68.510002,2070400,66.359121
2013-08-21,68.370003,68.57,67.769997,68.019997,1496300,65.8845
2013-08-22,68.089996,68.790001,68.07,68.599998,1438900,66.446292
2013-08-23,68.599998,68.720001,68.379997,68.5,1269000,66.349433
2013-08-26,68.43,68.660004,67.720001,67.760002,1810800,65.632668
2013-08-27,67.07,67.32,66.220001,66.260002,1492900,64.17976
2013-08-28,66.220001,67.559998,66.080002,66.949997,1805200,64.848093
2013-08-29,66.660004,67.559998,66.599998,66.93,1177300,64.828724
2013-08-30,66.970001,67.0,66.120003,66.379997,866100,64.295988
2013-09-03,67.169998,67.489998,66.260002,66.690002,661800,64.596261
2013-09-04,66.769997,66.940002,66.339996,66.550003,947100,64.460657
2013-09-05,66.440002,67.040001,66.269997,66.730003,853300,64.635006
2013-09-06,66.790001,67.029999,65.910004,66.489998,917200,64.402535
2013-09-09,66.82,67.699997,66.610001,67.699997,808000,65.574546
2013-09-10,68.199997,68.650002,68.019997,68.650002,1275600,66.494725
2013-09-11,68.5,68.769997,68.269997,68.510002,1234800,66.359121
2013-09-12,68.400002,68.629997,68.169998,68.410004,1076100,66.262262
2013-09-13,68.5,68.889999,68.269997,68.519997,1037000,66.368802
2013-09-16,69.120003,69.440002,68.510002,69.110001,2246000,66.940283
2013-09-17,69.25,70.080002,69.239998,70.010002,1502600,67.812029
2013-09-18,70.169998,73.959999,70.059998,73.949997,4088000,71.628327
2013-09-19,73.93,75.93,73.93,75.139999,4256900,72.780969
2013-09-20,75.160004,76.059998,74.93,75.519997,4066600,73.149036
2013-09-23,75.349998,76.220001,75.080002,75.529999,2087100,73.158724
2013-09-24,75.550003,76.300003,75.199997,76.019997,1860600,73.633338
2013-09-25,76.040001,76.279999,75.150002,75.5,1590100,73.129667
2013-09-26,75.610001,76.029999,75.239998,75.419998,1299600,73.052177
2013-09-27,75.349998,75.559998,74.940002,75.07,1476200,72.713167
2013-09-30,74.480003,74.860001,74.220001,74.440002,2104800,72.102948
2013-10-01,74.629997,74.720001,73.260002,73.650002,6392100,71.33775
2013-10-02,73.330002,73.830002,72.589996,73.629997,1960500,71.318373
2013-10-03,73.599998,73.620003,72.440002,72.720001,2194800,70.436947
2013-10-04,72.690002,73.029999,72.279999,72.830002,2482500,70.543494
2013-10-07,72.089996,72.629997,72.029999,72.150002,1046500,69.884842
2013-10-08,72.150002,72.379997,71.360001,71.379997,1291000,69.139012
2013-10-09,71.480003,71.68,70.720001,71.25,1418000,69.013096
2013-10-10,71.900002,73.010002,71.900002,72.93,2814800,70.640353
2013-10-11,72.989998,73.239998,72.809998,73.099998,1929100,70.805014
