Date,Open_TSO,High_TSO,Low_TSO,Close_TSO,Volume_TSO,AdjClose_TSO
2013-09-23,44.299999,44.610001,43.700001,44.490002,3074000,42.133123
2013-09-24,44.52,45.75,44.119999,45.09,2730800,42.701336
2013-09-25,45.110001,45.900002,44.970001,45.470001,2639100,43.061206
2013-09-26,45.549999,45.91,44.23,44.529999,3196000,42.171001
2013-09-27,44.43,45.049999,44.25,44.740002,2081000,42.369879
2013-09-30,44.220001,44.41,43.650002,43.98,2512200,41.650138
2013-10-01,43.93,44.25,42.919998,43.099998,4123600,40.816756
2013-10-02,43.759998,43.889999,43.07,43.32,4623400,41.025102
2013-10-03,43.240002,43.939999,42.970001,43.790001,4128500,41.470205
2013-10-04,43.32,44.5,43.09,44.209999,3371800,41.867953
2013-10-07,43.73,44.099998,43.52,43.540001,1919900,41.233449
2013-10-08,43.529999,43.639999,41.619999,41.650002,4418300,39.443573
2013-10-09,41.73,41.84,40.900002,41.540001,4092200,39.3394
2013-10-10,42.209999,43.549999,41.959999,43.52,6409700,41.214508
2013-10-11,43.439999,46.25,43.279999,45.189999,6739500,42.796037
2013-10-14,44.779999,45.700001,44.330002,45.57,2418200,43.155907
2013-10-15,45.689999,46.099998,44.68,45.330002,2922700,42.928623
2013-10-16,45.509998,46.080002,44.990002,45.279999,3938700,42.881269
2013-10-17,45.240002,48.060001,45.209999,47.84,5507700,45.305653
2013-10-18,48.18,49.16,47.509998,49.130001,4656500,46.527316
2013-10-21,49.290001,49.73,48.869999,48.950001,2945500,46.356851
2013-10-22,49.389999,50.360001,49.130001,49.52,3610300,46.896655
2013-10-23,49.330002,50.77,49.150002,49.259998,5486000,46.650426
2013-10-24,49.27,49.27,46.869999,47.029999,4577800,44.538562
2013-10-25,47.310001,47.66,46.459999,46.959999,2799700,44.472271
2013-10-28,47.09,47.810001,46.849998,47.169998,2749500,44.671145
2013-10-29,47.200001,48.099998,46.959999,47.299999,1927900,44.794259
2013-10-30,47.299999,48.970001,46.639999,48.939999,4254400,46.347379
2013-10-31,48.740002,50.560001,48.610001,48.889999,3781300,46.300028
2013-11-01,48.919998,49.060001,47.279999,47.82,2437900,45.286712
2013-11-04,48.0,48.459999,47.150002,48.360001,2782300,45.798107
2013-11-05,48.200001,48.48,47.639999,47.919998,2485100,45.381413
2013-11-06,48.189999,48.389999,47.049999,47.439999,3993300,44.926842
2013-11-07,48.0,50.900002,47.75,48.290001,6824300,45.731815
2013-11-08,48.459999,50.209999,48.009998,50.09,3832700,47.436459
2013-11-11,50.060001,51.459999,49.759998,51.189999,4394000,48.478184
2013-11-12,50.900002,53.18,50.900002,52.209999,6202400,49.44415
2013-11-13,52.110001,53.419998,51.939999,53.27,3166600,50.447997
2013-11-14,53.41,55.27,52.889999,54.950001,3504200,52.038998
2013-11-15,55.130001,55.27,53.919998,54.529999,5427500,51.641246
2013-11-18,55.209999,55.869999,54.43,55.380001,5601800,52.446219
2013-11-19,55.68,56.950001,55.389999,56.060001,5157400,53.090196
2013-11-20,56.139999,56.150002,54.73,55.029999,3775700,52.114758
2013-11-21,55.349998,56.799999,55.169998,56.73,3066500,53.724701
2013-11-22,56.720001,57.82,56.43,57.419998,4227400,54.378146
2013-11-25,57.330002,58.09,56.459999,57.560001,2861000,54.510733
2013-11-26,57.470001,57.950001,56.610001,56.959999,3438300,54.177826
