Date,Open_AET,High_AET,Low_AET,Close_AET,Volume_AET,AdjClose_AET
2014-06-10,79.220001,80.32,78.940002,80.269997,2062800,78.684918
2014-06-11,79.830002,81.25,79.519997,80.980003,3107300,79.380904
2014-06-12,80.629997,81.150002,80.07,80.870003,2132500,79.273076
2014-06-13,80.610001,81.080002,80.150002,80.940002,1772000,79.341693
2014-06-16,80.940002,81.220001,80.330002,80.57,2191300,78.978997
2014-06-17,80.330002,80.800003,80.199997,80.57,1683400,78.978997
2014-06-18,80.510002,81.059998,79.739998,80.980003,1879600,79.380904
2014-06-19,81.150002,81.550003,80.739998,81.410004,1500200,79.802413
2014-06-20,81.589996,81.989998,81.089996,81.919998,2334700,80.302337
2014-06-23,82.0,82.220001,81.540001,82.059998,1580800,80.439572
2014-06-24,81.980003,82.110001,80.959999,80.989998,1392900,79.390701
2014-06-25,81.18,82.480003,80.959999,82.459999,2070800,80.831675
2014-06-26,82.489998,82.489998,81.269997,82.050003,1182800,80.429775
2014-06-27,81.580002,81.919998,81.099998,81.769997,1223000,80.155298
2014-06-30,81.889999,82.699997,81.010002,81.080002,2222200,79.478928
2014-07-01,81.489998,82.489998,81.010002,82.059998,2867100,80.439572
2014-07-02,82.139999,82.949997,81.260002,82.919998,1387200,81.28259
2014-07-03,83.059998,83.709999,82.779999,83.629997,1140400,81.978569
2014-07-07,83.169998,83.480003,81.860001,82.449997,1808300,80.82187
2014-07-08,81.93,82.169998,80.870003,81.07,1824800,79.68658
2014-07-09,81.360001,81.779999,80.989998,81.190002,2635700,79.804535
2014-07-10,80.379997,81.839996,80.18,81.25,1923100,79.863508
2014-07-11,81.269997,81.989998,80.919998,81.610001,1762700,80.217366
2014-07-14,81.93,82.639999,81.919998,82.160004,1659600,80.757983
2014-07-15,82.160004,82.949997,82.0,82.379997,2026800,80.974223
2014-07-16,82.839996,82.940002,81.660004,82.160004,1902600,80.757983
2014-07-17,81.669998,84.75,81.620003,83.739998,4173900,82.311016
2014-07-18,83.989998,84.75,83.279999,84.639999,1820600,83.195659
2014-07-21,84.309998,84.550003,83.75,83.989998,1544100,82.55675
2014-07-22,84.400002,85.720001,84.209999,84.870003,2518900,83.421738
2014-07-23,85.160004,85.199997,84.370003,84.540001,1021700,83.097367
2014-07-24,84.5,84.849998,84.010002,84.160004,2235300,82.723854
2014-07-25,82.269997,83.760002,81.870003,83.389999,3149700,81.96699
2014-07-28,83.730003,84.889999,83.489998,84.82,2173400,83.372588
2014-07-29,83.089996,84.0,81.400002,81.879997,4718000,80.482755
2014-07-30,82.480003,82.720001,78.599998,79.739998,4767400,78.379274
2014-07-31,78.559998,78.769997,76.110001,77.529999,6150400,76.206987
2014-08-01,77.199997,79.0,77.080002,78.730003,3041200,77.386514
2014-08-04,79.059998,79.910004,78.470001,79.599998,2055700,78.241663
2014-08-05,79.480003,79.779999,78.050003,78.459999,2069300,77.121118
2014-08-06,78.400002,78.879997,78.07,78.32,3114500,76.983507
2014-08-07,77.459999,77.610001,74.809998,75.220001,4083400,73.936409
2014-08-08,75.599998,76.860001,75.07,76.739998,2284000,75.430467
2014-08-11,76.760002,77.040001,75.650002,75.830002,2244300,74.536
2014-08-12,75.550003,76.040001,75.230003,75.43,3533400,74.142824
2014-08-13,76.209999,77.220001,75.699997,77.059998,2216300,75.745006
2014-08-14,77.110001,77.68,76.709999,77.639999,1773200,76.315111
2014-08-15,77.779999,77.900002,76.709999,77.720001,1840700,76.393747
2014-08-18,78.029999,78.169998,77.120003,78.040001,1417700,76.708286
2014-08-19,78.089996,79.279999,77.620003,79.120003,1932400,77.769859
2014-08-20,79.059998,79.610001,78.629997,79.510002,1374700,78.153203
2014-08-21,79.580002,79.739998,79.059998,79.349998,1423300,77.995929
2014-08-22,79.330002,79.489998,78.739998,78.769997,1436400,77.425825
2014-08-25,79.370003,79.43,78.610001,78.949997,1411100,77.602754
2014-08-26,79.080002,80.190002,79.0,80.099998,1719100,78.733131
2014-08-27,80.279999,81.510002,80.18,81.110001,2290500,79.725898
2014-08-28,80.760002,82.279999,80.760002,81.919998,2244400,80.522073
2014-08-29,82.07,83.220001,82.010002,82.129997,2612600,80.728489
2014-09-02,82.660004,82.739998,81.040001,81.93,2392400,80.531905
2014-09-03,82.300003,82.800003,82.150002,82.43,1918700,81.023373
2014-09-04,82.550003,84.150002,82.449997,82.970001,2047500,81.554159
2014-09-05,83.0,84.110001,82.849998,83.940002,1525700,82.507607
2014-09-08,83.860001,84.029999,83.25,83.949997,1210200,82.517431
2014-09-09,84.150002,84.949997,84.0,84.940002,2428100,83.490543
2014-09-10,84.82,84.82,83.519997,84.410004,2224000,82.969588
2014-09-11,83.970001,84.169998,82.970001,83.690002,2484900,82.261873
2014-09-12,83.760002,83.760002,82.0,82.199997,2293400,80.797294
2014-09-15,82.300003,82.860001,81.980003,82.120003,1476200,80.718665
2014-09-16,82.110001,83.470001,81.849998,83.349998,1552300,81.927671
2014-09-17,83.459999,83.940002,82.540001,83.150002,1740800,81.731087
2014-09-18,83.370003,84.050003,83.220001,83.910004,1175900,82.47812
2014-09-19,84.540001,84.629997,83.550003,83.690002,1899400,82.261873
2014-09-22,82.959999,83.739998,82.550003,83.050003,1837900,81.632795
2014-09-23,82.779999,83.199997,81.949997,82.120003,1512000,80.718665
2014-09-24,82.160004,83.800003,82.139999,83.75,1656000,82.320847
2014-09-25,83.519997,83.620003,81.889999,82.059998,1791000,80.659684
2014-09-26,82.360001,82.57,81.269997,82.029999,1634300,80.630197
2014-09-29,81.379997,81.839996,81.139999,81.339996,1972900,79.951969
2014-09-30,81.510002,81.940002,80.949997,81.0,2138500,79.617775
2014-10-01,81.199997,81.199997,79.5,79.82,2101800,78.45791
2014-10-02,79.790001,79.949997,78.349998,79.389999,2269900,78.035248
2014-10-03,80.239998,81.830002,79.709999,81.489998,2707400,80.099411
2014-10-06,82.040001,82.160004,79.080002,79.169998,3137600,77.819001
2014-10-07,78.910004,79.489998,77.970001,78.010002,2926900,76.6788
2014-10-08,78.050003,80.080002,77.809998,80.029999,2510900,78.664326
2014-10-09,79.889999,80.309998,78.230003,78.620003,2273300,77.278391
2014-10-10,78.839996,79.279999,77.639999,77.660004,2613900,76.334774
2014-10-13,77.620003,78.410004,76.349998,76.43,1919300,75.12576
2014-10-14,76.410004,76.580002,73.059998,73.980003,5506000,72.932276
2014-10-15,72.839996,74.459999,71.809998,73.57,5439300,72.528079
2014-10-16,73.699997,75.419998,72.57,73.43,5204800,72.390062
2014-10-17,74.419998,76.330002,74.110001,75.389999,3877900,74.322303
2014-10-20,75.410004,76.5,75.339996,76.449997,2112600,75.367289
2014-10-21,77.260002,78.589996,77.160004,78.389999,2340400,77.279817
2014-10-22,78.82,79.209999,77.699997,78.089996,2457900,76.984062
2014-10-23,78.980003,79.300003,78.519997,78.75,1876000,77.634719
2014-10-24,79.0,79.099998,77.919998,78.690002,2034700,77.575571
2014-10-27,78.529999,79.650002,78.529999,79.18,2946700,78.058629
2014-10-28,78.449997,78.489998,76.169998,77.230003,6559100,76.136249
2014-10-29,77.559998,80.099998,77.559998,79.75,4033800,78.620556
2014-10-30,79.720001,81.379997,79.43,80.599998,2921300,79.458517
2014-10-31,81.379997,82.550003,81.010002,82.510002,3498500,81.341471
2014-11-03,82.779999,83.5,82.0,82.25,1961700,81.085151
2014-11-04,82.190002,84.050003,82.120003,83.709999,3518900,82.524473
2014-11-05,84.360001,84.699997,83.900002,84.260002,2629000,83.066687
2014-11-06,84.470001,85.0,84.150002,84.699997,1448900,83.50045
2014-11-07,84.209999,84.739998,81.93,82.290001,3375700,81.124585
2014-11-10,82.43,84.019997,82.43,84.019997,1885800,82.83008
2014-11-11,83.949997,84.849998,83.760002,84.5,1685100,83.303285
2014-11-12,83.970001,84.720001,83.360001,84.519997,1797700,83.322999
2014-11-13,84.550003,84.980003,83.989998,84.559998,1653500,83.362433
2014-11-14,84.599998,84.769997,83.529999,83.809998,1539000,82.623055
2014-11-17,83.809998,86.269997,83.75,86.220001,2891600,84.998928
2014-11-18,86.25,88.110001,86.25,87.160004,2534400,85.925617
2014-11-19,87.029999,87.050003,85.449997,85.550003,1841500,84.338418
2014-11-20,85.080002,86.300003,84.919998,85.849998,2137100,84.634165
2014-11-21,86.800003,87.139999,86.260002,86.360001,2334200,85.136944
2014-11-24,86.610001,87.370003,85.900002,86.940002,1674800,85.708732
2014-11-25,86.910004,87.410004,86.510002,86.610001,2055600,85.383404
2014-11-26,86.889999,87.309998,86.510002,86.910004,1348500,85.679158
2014-11-28,87.099998,87.849998,87.089996,87.239998,819300,86.004479
2014-12-01,87.699997,88.0,86.879997,87.540001,2354400,86.300233
2014-12-02,87.589996,88.449997,87.360001,88.339996,2954200,87.088899
2014-12-03,88.410004,89.82,88.410004,89.68,2429200,88.409925
2014-12-04,89.400002,89.68,88.360001,89.190002,2576700,87.926867
2014-12-05,89.410004,90.669998,89.209999,90.620003,2065200,89.336615
2014-12-08,90.550003,91.25,89.580002,90.120003,1891800,88.843696
2014-12-09,88.830002,89.879997,88.790001,89.559998,1949200,88.291622
2014-12-10,89.419998,89.470001,87.599998,87.669998,1954500,86.428389
2014-12-11,87.0,89.25,86.309998,88.120003,2276600,86.872021
2014-12-12,87.709999,89.040001,87.260002,87.300003,2401600,86.063634
2014-12-15,88.07,88.489998,85.910004,86.669998,2147600,85.442551
2014-12-16,86.510002,87.669998,85.620003,85.639999,2196100,84.42714
2014-12-17,86.260002,87.5,85.830002,87.18,2742300,85.945331
2014-12-18,88.389999,90.129997,87.879997,90.129997,2643500,88.853549
2014-12-19,90.709999,91.870003,90.379997,90.839996,4197100,89.553493
2014-12-22,90.790001,91.059998,90.169998,90.410004,1439900,89.12959
2014-12-23,91.010002,91.010002,89.0,89.449997,1506100,88.183179
2014-12-24,89.709999,89.879997,89.360001,89.589996,549000,88.321196
2014-12-26,89.730003,90.269997,89.510002,89.839996,803600,88.567655
2014-12-29,89.68,90.190002,89.019997,89.75,912300,88.478933
2014-12-30,89.440002,90.57,89.440002,90.139999,1009600,88.863409
2014-12-31,90.209999,91.050003,88.779999,88.830002,1068500,87.571965
2015-01-02,89.709999,90.150002,87.870003,88.800003,1406600,87.542391
2015-01-05,88.139999,88.830002,87.25,87.599998,2343100,86.359381
2015-01-06,88.010002,88.730003,87.480003,87.730003,2976900,86.487545
