Date,Open_AET,High_AET,Low_AET,Close_AET,Volume_AET,AdjClose_AET
2013-06-14,61.509998,61.919998,60.349998,60.529999,3076900,58.597938
2013-06-17,61.029999,61.970001,60.860001,61.490002,2592600,59.527298
2013-06-18,61.48,62.740002,61.32,62.650002,2941800,60.650272
2013-06-19,62.709999,62.900002,61.82,61.82,2935300,59.846763
2013-06-20,61.540001,61.91,60.68,60.82,2721100,58.878682
2013-06-21,61.299999,62.25,61.099998,61.790001,4112700,59.817722
2013-06-24,61.5,62.790001,61.349998,62.16,5216700,60.175911
2013-06-25,62.59,62.900002,61.849998,62.16,2829600,60.175911
2013-06-26,62.75,63.470001,62.029999,62.959999,3157000,60.950375
2013-06-27,63.209999,63.82,63.080002,63.59,2518200,61.560267
2013-06-28,63.650002,64.129997,63.299999,63.540001,2761600,61.511864
2013-07-01,64.18,64.220001,63.290001,63.349998,2285500,61.327926
2013-07-02,63.299999,63.330002,62.150002,62.43,3649300,60.437293
2013-07-03,62.099998,62.509998,61.59,62.130001,1826300,60.14687
2013-07-05,62.610001,62.889999,61.950001,62.580002,1650800,60.582507
2013-07-08,63.0,63.5,62.82,63.259998,2403400,61.240799
2013-07-09,63.549999,63.93,63.23,63.290001,2141200,61.464166
2013-07-10,63.439999,64.389999,63.34,64.050003,2867300,62.202243
2013-07-11,64.790001,65.169998,63.98,64.040001,3583300,62.19253
2013-07-12,64.230003,64.540001,62.950001,63.5,2990700,61.668107
2013-07-15,63.459999,63.669998,63.209999,63.52,2085200,61.687531
2013-07-16,63.509998,63.650002,62.119999,62.52,3333600,60.716379
2013-07-17,62.77,62.900002,61.52,61.540001,3371100,59.764651
2013-07-18,62.259998,64.339996,62.259998,64.230003,4667300,62.377051
2013-07-19,63.959999,64.699997,63.43,64.489998,2750100,62.629545
2013-07-22,64.489998,65.610001,64.32,65.040001,2686800,63.163681
2013-07-23,65.510002,65.599998,65.150002,65.349998,1919800,63.464735
2013-07-24,65.760002,66.0,64.739998,65.610001,2995700,63.717237
2013-07-25,65.269997,65.860001,64.610001,65.580002,2161500,63.688104
2013-07-26,65.400002,65.540001,64.260002,64.699997,2386600,62.833486
2013-07-29,64.519997,64.860001,63.32,63.400002,4616000,61.570993
2013-07-30,63.580002,64.669998,62.139999,62.950001,6845700,61.133975
2013-07-31,62.98,64.839996,62.98,64.169998,3507700,62.318777
2013-08-01,64.379997,64.779999,63.669998,63.73,2347300,61.891471
2013-08-02,63.52,63.93,63.240002,63.560001,2045200,61.726377
2013-08-05,63.549999,64.5,63.380001,64.25,1424800,62.396471
2013-08-06,64.129997,64.239998,63.189999,64.050003,2210900,62.202243
2013-08-07,63.950001,64.129997,63.049999,63.16,2063100,61.337915
2013-08-08,63.389999,64.410004,63.169998,64.199997,2541300,62.34791
2013-08-09,64.349998,64.5,63.66,63.869999,1395500,62.027432
2013-08-12,63.450001,63.599998,63.16,63.439999,1293000,61.609837
2013-08-13,63.400002,64.099998,62.990002,64.050003,2291900,62.202243
2013-08-14,63.880001,63.98,63.130001,63.240002,1867800,61.415609
2013-08-15,62.689999,63.25,61.93,61.959999,1739500,60.172533
2013-08-16,61.73,62.66,61.57,62.150002,1600600,60.357054
2013-08-19,62.23,62.869999,62.099998,62.200001,1629200,60.405611
2013-08-20,62.09,63.41,62.02,63.049999,2333800,61.231088
2013-08-21,63.049999,63.380001,62.68,62.810001,2006100,60.998014
2013-08-22,62.990002,63.75,62.889999,63.700001,1949400,61.862338
2013-08-23,63.91,64.790001,63.720001,64.709999,2534500,62.843199
2013-08-26,64.709999,64.93,63.849998,63.860001,1811200,62.017722
2013-08-27,63.400002,63.700001,63.009998,63.060001,2430100,61.240802
2013-08-28,62.880001,63.27,62.68,62.790001,2072600,60.978591
2013-08-29,62.630001,63.959999,62.459999,63.759998,1748900,61.920605
2013-08-30,63.91,64.449997,63.220001,63.389999,1859900,61.56128
2013-09-03,63.830002,64.349998,63.41,63.77,1807100,61.930318
2013-09-04,63.830002,64.529999,63.540001,64.309998,2212700,62.454737
2013-09-05,64.209999,65.5,64.129997,65.260002,2486900,63.377335
2013-09-06,65.349998,65.629997,64.220001,65.110001,2355000,63.231661
2013-09-09,65.010002,65.239998,64.470001,65.050003,2130200,63.173395
2013-09-10,65.389999,65.449997,64.57,65.379997,2512100,63.493869
2013-09-11,65.540001,65.809998,65.220001,65.760002,2066400,63.862911
2013-09-12,65.839996,66.25,65.629997,65.699997,1469400,63.804637
2013-09-13,66.620003,68.489998,66.379997,67.470001,4428000,65.523579
2013-09-16,68.32,69.190002,68.220001,68.709999,2696400,66.727804
2013-09-17,68.620003,68.860001,67.32,67.75,4496800,65.7955
2013-09-18,67.519997,67.57,66.0,66.599998,5621100,64.678675
2013-09-19,66.599998,67.400002,64.599998,64.839996,5500500,62.969446
2013-09-20,64.93,65.720001,64.639999,64.730003,4672500,62.862626
2013-09-23,64.650002,65.080002,63.400002,64.099998,3208700,62.250796
2013-09-24,64.169998,65.389999,64.050003,64.809998,3029200,62.940313
2013-09-25,64.940002,65.080002,64.5,64.919998,2401300,63.04714
2013-09-26,64.760002,65.599998,64.5,64.779999,1155400,62.91118
2013-09-27,64.68,64.779999,63.959999,64.480003,1625000,62.619839
2013-09-30,63.900002,64.410004,63.52,64.019997,1860200,62.173102
2013-10-01,64.199997,65.209999,64.040001,64.900002,2051900,63.02772
2013-10-02,64.720001,65.0,64.279999,64.760002,1850900,62.89176
2013-10-03,64.730003,64.889999,64.019997,64.230003,2140700,62.377051
2013-10-04,64.330002,66.5,64.239998,66.440002,4246600,64.523294
2013-10-07,65.879997,66.120003,65.279999,65.349998,2086900,63.464735
2013-10-08,65.139999,65.139999,64.269997,64.279999,1627400,62.617242
2013-10-09,64.260002,64.57,63.779999,63.860001,2413600,62.208108
2013-10-10,64.400002,66.019997,64.360001,65.709999,3568300,64.010252
2013-10-11,65.900002,65.900002,65.169998,65.5,2421700,63.805685
2013-10-14,65.18,65.660004,64.739998,65.510002,1654800,63.815429
2013-10-15,65.459999,65.629997,64.589996,64.860001,1697200,63.182241
2013-10-16,65.110001,65.870003,64.779999,65.650002,2119300,63.951807
2013-10-17,64.639999,64.639999,63.900002,64.18,5263100,62.51983
2013-10-18,64.220001,64.360001,61.66,63.43,6354000,61.789231
2013-10-21,63.709999,63.93,63.119999,63.189999,2921500,61.555437
2013-10-22,63.52,63.950001,63.290001,63.790001,3514500,62.139919
2013-10-23,63.52,63.66,62.150002,62.349998,3653400,60.737166
2013-10-24,62.330002,62.799999,61.389999,61.700001,3407600,60.103982
2013-10-25,61.82,61.93,61.540001,61.82,1953000,60.220877
2013-10-28,62.009998,62.099998,61.540001,61.779999,4438800,60.181911
2013-10-29,61.580002,61.700001,60.32,60.75,7963100,59.178555
2013-10-30,61.169998,62.950001,61.169998,62.119999,4453700,60.513116
2013-10-31,62.130001,63.07,61.970001,62.700001,3645100,61.078115
2013-11-01,62.709999,62.959999,62.150002,62.610001,2475700,60.990443
2013-11-04,62.650002,63.860001,62.57,63.59,2799400,61.945092
2013-11-05,63.119999,63.360001,62.610001,62.669998,4652100,61.048888
2013-11-06,62.880001,63.779999,62.34,63.240002,2552800,61.604147
2013-11-07,63.68,64.0,62.52,62.560001,2755800,60.941737
2013-11-08,62.57,63.41,62.5,63.349998,1869500,61.711299
2013-11-11,63.330002,63.98,63.27,63.650002,1542600,62.003541
2013-11-12,63.330002,63.560001,62.82,63.07,2013600,61.438543
2013-11-13,62.810001,63.889999,62.810001,63.880001,3535800,62.227591
2013-11-14,63.889999,65.120003,63.799999,64.989998,2695400,63.308875
2013-11-15,64.720001,65.160004,64.25,65.080002,1826400,63.396551
2013-11-18,65.110001,65.330002,64.669998,64.75,2013500,63.075086
2013-11-19,64.75,65.0,64.370003,64.540001,2827100,62.870519
2013-11-20,64.529999,66.220001,64.480003,65.940002,3118000,64.234306
2013-11-21,66.32,67.790001,66.32,66.779999,4075500,65.052574
2013-11-22,66.82,67.82,66.5,67.769997,2333800,66.016963
2013-11-25,68.199997,68.970001,68.190002,68.800003,3090000,67.020326
2013-11-26,68.769997,69.160004,68.559998,68.57,2471100,66.796272
2013-11-27,68.940002,69.160004,68.400002,68.870003,1982200,67.088515
2013-11-29,69.0,69.459999,68.82,68.93,1073800,67.14696
2013-12-02,68.970001,69.470001,68.309998,68.459999,2581100,66.689117
2013-12-03,68.080002,68.339996,67.43,67.639999,2803200,65.890328
2013-12-04,67.400002,67.709999,66.18,66.290001,4939700,64.575251
2013-12-05,66.309998,66.769997,64.720001,64.809998,4606000,63.133531
2013-12-06,65.459999,66.059998,65.370003,66.019997,2069300,64.312231
2013-12-09,66.25,66.900002,66.080002,66.82,2717700,65.09154
2013-12-10,66.75,67.309998,66.739998,67.129997,3795200,65.393519
2013-12-11,67.139999,67.339996,66.099998,66.300003,4339200,64.584994
2013-12-12,66.0,66.790001,65.099998,65.139999,3302700,63.454997
2013-12-13,65.150002,66.0,64.720001,65.019997,2783700,63.338098
2013-12-16,65.400002,65.629997,65.010002,65.610001,2933100,63.91284
2013-12-17,65.610001,65.889999,65.080002,65.75,3031300,64.049218
2013-12-18,65.970001,67.110001,65.559998,67.07,3309200,65.335073
2013-12-19,66.709999,66.93,66.239998,66.629997,2509300,64.906452
2013-12-20,66.779999,67.160004,66.389999,66.980003,2943500,65.247405
2013-12-23,67.25,67.68,67.190002,67.470001,1628000,65.724728
2013-12-24,67.610001,67.669998,67.269997,67.370003,640300,65.627316
2013-12-26,67.529999,68.360001,67.419998,68.309998,1434800,66.542995
2013-12-27,68.25,68.489998,68.080002,68.360001,1113700,66.591705
2013-12-30,68.309998,68.5,67.639999,68.150002,1446800,66.387138
2013-12-31,68.199997,68.860001,67.870003,68.589996,1565600,66.815751
2014-01-02,68.209999,68.599998,67.519997,67.559998,1418700,65.812396
2014-01-03,67.68,68.260002,67.669998,67.849998,810800,66.094895
2014-01-06,68.190002,68.339996,67.160004,67.519997,2055800,65.77343
2014-01-07,67.699997,68.580002,67.699997,68.440002,1869500,66.669637
2014-01-08,68.599998,69.339996,68.32,69.139999,2453800,67.351527
2014-01-09,70.0,71.739998,69.949997,71.720001,4185200,69.864791
2014-01-10,71.449997,72.059998,70.620003,71.349998,3438800,69.504359
2014-01-13,71.209999,72.0,70.720001,71.040001,2277300,69.202381
2014-01-14,70.860001,71.599998,70.470001,71.480003,2237100,69.852238
2014-01-15,71.599998,72.160004,71.209999,71.400002,2438600,69.774058
2014-01-16,71.129997,71.300003,69.849998,70.230003,3026600,68.630704
2014-01-17,70.379997,70.610001,69.559998,70.160004,2236200,68.562298
2014-01-21,70.489998,70.709999,69.709999,70.260002,2761500,68.660019
2014-01-22,70.660004,71.010002,69.989998,70.610001,1691600,69.002048
2014-01-23,70.120003,70.529999,69.269997,69.970001,2139500,68.376623
2014-01-24,69.650002,69.860001,68.589996,68.93,2252700,67.360305
2014-01-27,68.800003,69.220001,68.300003,68.75,1904500,67.184404
2014-01-28,68.830002,69.639999,68.739998,68.93,1493100,67.360305
2014-01-29,68.459999,69.82,67.889999,68.059998,2489600,66.510114
2014-01-30,68.519997,69.599998,68.32,68.849998,2340800,67.282125
2014-01-31,68.489998,68.830002,67.980003,68.330002,3349500,66.77397
2014-02-03,68.489998,68.489998,66.949997,67.059998,4433800,65.532886
2014-02-04,67.190002,67.489998,66.540001,67.260002,2080400,65.728336
2014-02-05,67.110001,68.739998,66.669998,68.269997,2494000,66.715331
2014-02-06,66.790001,68.419998,66.230003,67.919998,4376900,66.373303
2014-02-07,66.300003,67.019997,65.650002,66.760002,4825900,65.239723
2014-02-10,66.610001,66.779999,65.589996,65.68,4276800,64.184315
2014-02-11,65.589996,66.209999,65.279999,66.029999,3990800,64.526343
2014-02-12,66.029999,66.480003,65.089996,65.150002,3831800,63.666385
2014-02-13,65.0,66.269997,64.68,65.75,3728200,64.25272
2014-02-14,66.0,69.25,65.82,69.190002,5115300,67.614386
2014-02-18,69.160004,69.849998,69.0,69.110001,2891400,67.536206
2014-02-19,69.050003,69.940002,69.0,69.080002,2287000,67.50689
2014-02-20,69.209999,70.029999,69.099998,69.889999,2712000,68.298443
2014-02-21,69.830002,70.669998,69.669998,70.43,2275900,68.826146
2014-02-24,70.389999,72.43,70.150002,71.800003,2877800,70.164951
2014-02-25,71.879997,72.349998,71.0,71.139999,1614200,69.519977
2014-02-26,71.07,71.889999,70.650002,71.419998,1910800,69.7936
2014-02-27,71.169998,71.650002,71.059998,71.480003,1750300,69.852238
2014-02-28,71.559998,73.860001,71.550003,72.709999,2782400,71.054224
2014-03-03,72.300003,72.620003,71.599998,72.260002,1781500,70.614475
2014-03-04,72.93,73.82,72.769997,73.650002,1855700,71.972821
2014-03-05,73.519997,74.239998,73.110001,73.75,2490800,72.070542
2014-03-06,74.0,74.379997,73.529999,73.589996,2398300,71.914182
2014-03-07,74.129997,74.279999,73.169998,73.709999,2313800,72.031452
2014-03-10,73.449997,74.07,73.220001,74.019997,1413400,72.33439
2014-03-11,74.019997,74.5,73.599998,73.650002,1694700,71.972821
2014-03-12,73.419998,73.800003,73.110001,73.349998,2759600,71.679649
2014-03-13,73.760002,73.800003,72.650002,72.910004,3450500,71.249674
2014-03-14,72.910004,73.290001,71.480003,71.510002,3045700,69.881554
2014-03-17,71.779999,73.25,71.699997,72.989998,1969100,71.327847
2014-03-18,72.860001,74.25,72.849998,73.739998,2323600,72.060768
2014-03-19,73.75,75.639999,73.410004,74.769997,3572400,73.067311
2014-03-20,74.650002,76.379997,74.650002,75.389999,2045100,73.673195
2014-03-21,75.949997,76.709999,75.610001,75.709999,3426400,73.985907
2014-03-24,75.980003,76.160004,74.300003,74.339996,1487700,72.647103
2014-03-25,74.080002,75.379997,73.870003,73.940002,1629000,72.256218
2014-03-26,74.550003,74.550003,73.870003,74.230003,1761800,72.539615
2014-03-27,74.25,74.25,73.089996,73.410004,1723000,71.738288
2014-03-28,73.900002,74.919998,73.720001,74.099998,1569400,72.41257
2014-03-31,74.489998,75.190002,74.279999,74.970001,1814300,73.262761
2014-04-01,75.129997,75.989998,74.800003,75.050003,1822900,73.340941
2014-04-02,74.959999,75.019997,74.419998,74.809998,1761100,73.106401
2014-04-03,74.830002,75.150002,74.160004,75.0,2047800,73.292077
2014-04-04,75.690002,75.910004,74.129997,74.230003,2593800,72.539615
2014-04-07,74.220001,74.589996,72.720001,72.900002,2304100,71.2399
2014-04-08,72.760002,73.099998,72.0,72.860001,2354100,71.421246
2014-04-09,73.07,74.410004,72.970001,74.0,2554800,72.538734
2014-04-10,74.139999,74.379997,71.839996,71.870003,3082700,70.450797
2014-04-11,71.519997,71.970001,70.629997,70.82,1712000,69.421528
2014-04-14,71.440002,71.440002,70.220001,70.769997,1991400,69.372513
2014-04-15,70.93,71.720001,70.550003,71.629997,1941400,70.215531
2014-04-16,71.940002,72.029999,69.779999,69.870003,3278900,68.490291
2014-04-17,67.830002,68.339996,66.849998,67.769997,8470800,66.431753
2014-04-21,67.849998,68.900002,67.739998,67.889999,3419100,66.549386
2014-04-22,68.230003,69.370003,68.129997,68.709999,4403400,67.353194
2014-04-23,68.760002,69.150002,68.650002,68.910004,3335100,67.549249
2014-04-24,73.199997,73.989998,72.010002,72.959999,5670100,71.51927
2014-04-25,72.169998,73.860001,71.190002,71.25,3977100,69.843038
2014-04-28,71.779999,71.970001,70.029999,70.370003,5373000,68.980418
2014-04-29,70.779999,71.099998,70.360001,70.459999,3521900,69.068637
2014-04-30,70.550003,72.449997,70.0,71.449997,4467700,70.039085
2014-05-01,71.800003,72.550003,70.860001,71.440002,2287400,70.029288
2014-05-02,71.489998,71.900002,71.129997,71.489998,2800300,70.078296
2014-05-05,71.389999,72.440002,70.760002,72.290001,3817800,70.862502
2014-05-06,72.190002,72.519997,71.940002,72.080002,2434800,70.65665
2014-05-07,72.18,74.07,71.959999,74.050003,2698600,72.587749
2014-05-08,73.910004,74.43,73.57,73.699997,1964400,72.244655
2014-05-09,73.830002,74.580002,73.349998,74.470001,1480000,72.999454
2014-05-12,74.580002,75.989998,74.580002,75.769997,2211700,74.273779
2014-05-13,75.800003,75.970001,75.279999,75.309998,1930500,73.822863
2014-05-14,75.349998,75.589996,74.940002,75.389999,2222600,73.901285
2014-05-15,75.169998,75.440002,74.199997,74.730003,2016200,73.254322
2014-05-16,74.779999,75.0,73.650002,74.360001,1998900,72.891626
2014-05-19,74.339996,75.57,74.260002,75.410004,1414700,73.920894
2014-05-20,75.510002,75.650002,74.650002,75.209999,1966300,73.724839
2014-05-21,75.389999,75.830002,75.230003,75.599998,1679900,74.107137
2014-05-22,75.559998,75.639999,74.809998,75.5,1537200,74.009114
2014-05-23,75.75,76.489998,74.489998,76.389999,2422500,74.881538
2014-05-27,76.57,77.68,76.519997,77.400002,2214400,75.871596
2014-05-28,77.589996,77.699997,76.690002,76.699997,1819800,75.185414
2014-05-29,77.110001,77.489998,76.400002,77.190002,2600100,75.665744
2014-05-30,77.360001,77.839996,76.610001,77.550003,1773900,76.018636
2014-06-02,77.919998,78.230003,77.410004,77.860001,2065800,76.322512
2014-06-03,77.739998,78.57,77.730003,78.5,2205900,76.949873
2014-06-04,78.400002,79.480003,78.400002,79.389999,2142500,77.822298
2014-06-05,79.769997,79.910004,79.120003,79.120003,2198800,77.557633
2014-06-06,79.400002,79.790001,79.150002,79.470001,1235500,77.90072
2014-06-09,79.209999,79.510002,78.709999,79.169998,1786100,77.606641
