Date,Open_EQT,High_EQT,Low_EQT,Close_EQT,Volume_EQT,AdjClose_EQT
2014-01-09,88.510002,88.989998,85.699997,86.0,1400700,85.680819
2014-01-10,86.260002,86.400002,85.300003,86.019997,930000,85.700742
2014-01-13,86.040001,86.75,84.25,84.349998,1222400,84.036942
2014-01-14,84.82,86.459999,84.82,86.449997,1139600,86.129146
2014-01-15,86.769997,87.339996,86.150002,87.080002,1050000,86.756813
2014-01-16,87.32,89.239998,86.93,89.07,1926200,88.739425
2014-01-17,90.370003,90.370003,87.389999,87.620003,1244400,87.29481
2014-01-21,87.830002,90.629997,87.830002,90.57,1012900,90.233858
2014-01-22,92.019997,93.610001,91.410004,92.239998,1486700,91.897658
2014-01-23,92.139999,93.110001,91.089996,91.870003,1267800,91.529036
2014-01-24,91.68,91.790001,90.160004,90.699997,1010700,90.363373
2014-01-27,90.349998,90.589996,88.169998,89.370003,901600,89.038315
2014-01-28,89.540001,91.400002,89.529999,91.089996,909500,90.751925
2014-01-29,90.75,91.610001,89.379997,90.260002,1511500,89.925011
2014-01-30,90.18,90.779999,89.32,90.0,1044100,89.665974
2014-01-31,89.699997,92.949997,89.410004,92.809998,2415300,92.465542
2014-02-03,92.800003,93.510002,91.620003,92.129997,1799800,91.788066
2014-02-04,92.800003,96.489998,92.639999,95.629997,2511800,95.275076
2014-02-05,95.650002,95.870003,92.589996,94.110001,3267400,93.760721
2014-02-06,94.580002,95.019997,93.349998,94.209999,1734700,93.860348
2014-02-07,94.25,95.150002,92.32,94.25,1669300,93.9002
2014-02-10,93.790001,94.610001,92.370003,94.43,2472100,94.079533
2014-02-11,94.889999,95.839996,94.5,95.730003,1414800,95.374711
2014-02-12,96.07,97.510002,95.080002,95.269997,2068100,94.946167
2014-02-13,93.709999,97.32,93.0,95.639999,3318000,95.314912
2014-02-14,96.199997,97.739998,95.730003,97.669998,1711100,97.338011
2014-02-18,97.75,100.260002,97.75,100.230003,2066400,99.889314
2014-02-19,99.830002,101.949997,99.660004,100.010002,1795400,99.670061
2014-02-20,100.0,100.440002,98.870003,100.029999,2596900,99.689989
2014-02-21,100.099998,101.209999,99.580002,100.809998,1428300,100.467337
2014-02-24,101.279999,102.300003,100.730003,101.790001,1723900,101.444009
2014-02-25,101.599998,102.169998,100.550003,101.25,1546600,100.905844
2014-02-26,100.629997,101.370003,98.720001,100.080002,1530100,99.739822
2014-02-27,99.839996,101.269997,99.769997,101.160004,1266700,100.816153
2014-02-28,101.339996,102.669998,101.269997,102.290001,1228200,101.94231
2014-03-03,101.459999,102.809998,100.260002,100.720001,1197200,100.377646
2014-03-04,101.709999,102.279999,100.480003,101.970001,923300,101.623398
2014-03-05,102.080002,102.129997,100.050003,100.400002,1657100,100.058734
2014-03-06,100.57,100.790001,98.980003,100.18,1327000,99.839481
2014-03-07,100.43,100.669998,100.029999,100.650002,1655500,100.307885
2014-03-10,100.690002,101.830002,99.970001,101.800003,896000,101.453977
2014-03-11,101.610001,102.339996,100.230003,100.660004,850200,100.317853
2014-03-12,99.580002,100.970001,99.230003,100.760002,850800,100.417511
2014-03-13,100.760002,101.690002,100.199997,100.959999,953700,100.616829
2014-03-14,101.040001,102.410004,100.669998,102.349998,900500,102.002103
2014-03-17,102.849998,103.370003,102.040001,103.010002,1187700,102.659864
2014-03-18,103.040001,104.720001,102.639999,104.300003,897500,103.94548
2014-03-19,104.160004,104.540001,102.32,103.139999,981500,102.789419
2014-03-20,102.709999,103.699997,102.18,103.400002,963200,103.048537
2014-03-21,104.139999,104.139999,102.470001,103.290001,1831100,102.938911
2014-03-24,103.68,104.309998,102.349998,102.480003,839400,102.131666
2014-03-25,102.970001,103.330002,98.940002,99.080002,2641300,98.743222
2014-03-26,99.660004,99.769997,95.209999,95.290001,3900200,94.966103
2014-03-27,95.290001,97.389999,94.349998,96.839996,2406100,96.51083
2014-03-28,97.709999,98.550003,96.400002,98.529999,1521100,98.195088
2014-03-31,98.800003,98.959999,96.739998,96.970001,1225100,96.640393
2014-04-01,96.699997,98.669998,95.779999,98.650002,1220300,98.314683
2014-04-02,98.949997,101.370003,98.519997,101.290001,1952800,100.945709
2014-04-03,101.790001,103.419998,101.050003,103.150002,2344500,102.799387
2014-04-04,103.959999,104.0,102.309998,103.199997,1899900,102.849213
2014-04-07,102.550003,104.029999,99.849998,101.410004,2572900,101.065304
2014-04-08,101.190002,102.919998,100.110001,102.839996,2344300,102.490436
2014-04-09,102.849998,104.949997,102.510002,104.839996,2160000,104.483637
2014-04-10,104.559998,104.900002,102.199997,102.510002,1805500,102.161563
2014-04-11,102.330002,103.360001,101.32,102.029999,1217900,101.683191
2014-04-14,102.150002,103.150002,101.410004,102.099998,867800,101.752953
2014-04-15,102.410004,103.099998,101.25,102.870003,1058400,102.52034
2014-04-16,103.889999,103.900002,102.199997,103.57,1261500,103.217958
2014-04-17,103.32,105.120003,103.32,104.720001,1815500,104.36405
2014-04-21,104.57,105.739998,103.589996,105.589996,1715300,105.231088
2014-04-22,106.0,106.269997,104.93,105.019997,1306500,104.663026
2014-04-23,105.019997,106.309998,105.010002,105.580002,1392100,105.221128
2014-04-24,109.629997,111.470001,107.82,108.169998,2342600,107.80232
2014-04-25,108.0,108.0,105.010002,105.25,1265500,104.892247
2014-04-28,106.75,106.849998,104.760002,106.699997,1351100,106.337316
2014-04-29,107.449997,108.790001,107.32,108.419998,1183800,108.051471
2014-04-30,107.68,109.169998,106.769997,108.989998,1511100,108.619533
2014-05-01,109.080002,109.919998,107.190002,109.25,2340300,108.878651
2014-05-02,109.25,111.160004,108.18,109.839996,1614400,109.466642
2014-05-05,109.160004,110.190002,108.449997,109.080002,1002300,108.709231
2014-05-06,108.599998,110.480003,108.07,108.239998,929000,107.872082
2014-05-07,109.169998,109.650002,107.370003,108.730003,1113500,108.360422
2014-05-08,108.269997,109.080002,106.139999,106.279999,1318900,105.918745
2014-05-09,106.529999,106.879997,104.389999,105.040001,4068000,104.682962
2014-05-12,105.25,106.239998,104.540001,105.129997,908700,104.772653
2014-05-13,105.269997,106.019997,104.150002,104.489998,924300,104.134829
2014-05-14,104.949997,105.730003,104.330002,104.580002,776500,104.25446
2014-05-15,104.339996,104.339996,102.080002,103.110001,1446000,102.789034
2014-05-16,103.019997,103.099998,101.959999,102.559998,982100,102.240743
2014-05-19,102.540001,103.459999,101.980003,103.07,874900,102.749158
2014-05-20,103.029999,103.75,102.75,103.120003,847000,102.799005
2014-05-21,103.389999,104.519997,103.169998,104.190002,779000,103.865674
2014-05-22,103.910004,104.279999,102.959999,102.989998,838900,102.669405
2014-05-23,103.379997,103.559998,102.040001,102.190002,1456500,101.8719
2014-05-27,102.610001,104.290001,102.129997,104.029999,1031700,103.706169
2014-05-28,104.269997,105.010002,103.459999,104.330002,943700,104.005238
2014-05-29,104.410004,105.300003,103.370003,104.980003,846800,104.653216
2014-05-30,104.519997,107.029999,103.779999,106.879997,1789700,106.547296
2014-06-02,106.739998,106.949997,104.709999,105.239998,1698100,104.912401
2014-06-03,105.18,106.57,104.919998,106.199997,866100,105.869412
2014-06-04,106.410004,106.889999,105.0,106.480003,1635500,106.148547
2014-06-05,106.5,106.760002,105.809998,106.559998,1354400,106.228292
2014-06-06,107.0,107.199997,106.110001,106.389999,717700,106.058823
2014-06-09,106.190002,106.690002,104.480003,104.730003,957200,104.403994
2014-06-10,104.239998,105.510002,102.150002,102.639999,2029200,102.320496
2014-06-11,102.610001,103.610001,102.290001,102.849998,1044700,102.529842
2014-06-12,103.139999,105.010002,102.620003,104.629997,1829300,104.304299
2014-06-13,104.629997,105.919998,104.389999,105.849998,1935700,105.520503
2014-06-16,105.68,106.449997,105.440002,106.43,1216600,106.098699
2014-06-17,106.25,107.410004,106.099998,107.349998,1550100,107.015834
2014-06-18,107.349998,108.269997,107.0,108.110001,1639200,107.77347
2014-06-19,108.300003,108.809998,107.629997,108.459999,1416200,108.122379
2014-06-20,109.0,109.529999,107.57,109.529999,2547600,109.189048
2014-06-23,109.279999,109.970001,108.599998,109.040001,1684100,108.700575
2014-06-24,109.209999,109.650002,107.339996,107.650002,1461500,107.314903
2014-06-25,107.410004,108.779999,106.760002,106.889999,1026300,106.557267
2014-06-26,107.18,108.010002,106.589996,108.010002,1226100,107.673783
2014-06-27,107.660004,108.160004,106.220001,107.019997,1669500,106.686859
2014-06-30,107.0,107.050003,106.32,106.900002,1085400,106.567238
2014-07-01,106.709999,107.709999,105.809998,106.760002,1121400,106.427674
2014-07-02,106.620003,107.220001,106.199997,106.610001,749400,106.278139
2014-07-03,106.550003,106.889999,105.709999,106.120003,622000,105.789667
2014-07-07,105.459999,105.849998,103.940002,104.830002,1451600,104.503681
2014-07-08,104.650002,105.339996,103.809998,105.32,1098700,104.992154
2014-07-09,105.220001,105.980003,104.57,105.75,963500,105.420816
2014-07-10,104.370003,104.650002,102.629997,102.709999,1686900,102.390278
2014-07-11,102.620003,102.900002,101.129997,101.900002,1595600,101.582802
2014-07-14,102.349998,103.599998,102.120003,102.989998,1235500,102.669405
2014-07-15,103.410004,103.599998,102.489998,102.660004,1519900,102.340438
2014-07-16,102.779999,103.650002,102.75,103.459999,1383300,103.137943
2014-07-17,103.459999,103.459999,99.099998,99.239998,2598000,98.931078
2014-07-18,99.360001,100.68,99.360001,100.57,1427800,100.25694
2014-07-21,100.5,100.5,99.339996,99.389999,1330900,99.080613
2014-07-22,99.510002,99.870003,97.93,98.93,4426100,98.622046
2014-07-23,99.5,100.129997,98.82,99.919998,1580200,99.608962
2014-07-24,98.0,105.459999,97.160004,104.18,3791100,103.855703
2014-07-25,102.129997,102.650002,99.25,100.150002,2865400,99.838249
2014-07-28,100.190002,100.559998,99.0,99.139999,1458600,98.831391
2014-07-29,98.739998,99.419998,98.040001,98.330002,1218100,98.023915
2014-07-30,98.489998,98.980003,96.239998,96.370003,1387700,96.070017
2014-07-31,95.879997,95.879997,93.760002,93.82,1648200,93.527952
2014-08-01,93.419998,95.599998,93.019997,94.800003,1696100,94.504905
2014-08-04,95.25,96.629997,94.75,96.099998,1478700,95.800853
2014-08-05,95.959999,96.669998,94.160004,95.050003,1324100,94.754126
2014-08-06,95.019997,95.93,94.339996,94.879997,812900,94.58465
2014-08-07,95.139999,95.739998,92.989998,93.529999,956200,93.238854
2014-08-08,94.220001,95.470001,93.639999,95.160004,1041500,94.863785
2014-08-11,95.919998,96.370003,93.470001,94.019997,1857500,93.727326
2014-08-12,93.870003,94.190002,92.669998,93.040001,1545400,92.750381
2014-08-13,93.139999,94.400002,92.760002,94.050003,1210900,93.787477
2014-08-14,94.339996,94.949997,93.610001,93.889999,775500,93.62792
2014-08-15,94.360001,95.050003,93.550003,94.620003,945100,94.355886
2014-08-18,94.629997,95.199997,93.919998,94.93,884500,94.665018
2014-08-19,95.129997,95.610001,94.550003,94.849998,819500,94.585239
2014-08-20,94.489998,95.120003,93.849998,94.900002,541100,94.635103
2014-08-21,94.720001,95.190002,93.690002,94.959999,920500,94.694933
2014-08-22,94.839996,95.459999,93.93,95.040001,892300,94.774711
2014-08-25,96.169998,97.050003,95.330002,96.769997,794400,96.499878
2014-08-26,97.080002,99.040001,96.599998,98.129997,1652800,97.856083
2014-08-27,98.129997,98.790001,97.379997,97.669998,856800,97.397367
2014-08-28,97.599998,98.510002,97.019997,97.989998,779200,97.716474
2014-08-29,97.75,99.120003,97.559998,99.059998,743600,98.783487
2014-09-02,99.059998,99.199997,96.879997,97.57,918500,97.297648
2014-09-03,97.82,98.040001,96.419998,96.480003,735300,96.210694
2014-09-04,96.639999,97.129997,95.540001,95.900002,970200,95.632312
2014-09-05,95.900002,96.769997,95.120003,96.440002,768100,96.170805
2014-09-08,96.480003,96.480003,94.629997,95.139999,664100,94.874431
2014-09-09,95.480003,97.68,95.279999,95.900002,1166800,95.632312
2014-09-10,96.0,96.25,94.790001,95.580002,756600,95.313205
2014-09-11,94.589996,96.040001,93.849998,95.860001,1579000,95.592422
2014-09-12,95.300003,95.589996,94.230003,94.410004,898300,94.146473
2014-09-15,94.43,96.400002,94.0,95.330002,914400,95.063903
2014-09-16,94.839996,96.269997,94.839996,95.660004,1295400,95.392984
2014-09-17,96.449997,97.839996,96.059998,96.75,2020100,96.479937
2014-09-18,96.650002,97.349998,94.720001,94.800003,1056200,94.535384
2014-09-19,95.050003,95.440002,93.400002,93.470001,1541800,93.209094
2014-09-22,93.470001,93.599998,91.389999,91.830002,1261100,91.573673
2014-09-23,91.800003,92.660004,91.519997,91.57,1446000,91.314396
2014-09-24,91.339996,92.190002,89.769997,91.389999,954800,91.134898
2014-09-25,91.440002,91.449997,90.120003,90.989998,1429000,90.736013
2014-09-26,90.699997,93.220001,90.5,92.110001,1480100,91.85289
2014-09-29,91.239998,92.970001,90.910004,92.839996,1119400,92.580848
2014-09-30,92.980003,93.540001,91.099998,91.540001,1440200,91.284481
2014-10-01,91.82,92.360001,89.75,89.889999,1396000,89.639085
2014-10-02,89.029999,90.739998,88.040001,90.110001,1371700,89.858472
2014-10-03,90.25,90.650002,89.110001,90.360001,809600,90.107775
2014-10-06,90.330002,90.760002,88.93,89.309998,942500,89.060703
2014-10-07,88.480003,89.900002,87.580002,87.580002,1312900,87.335536
2014-10-08,87.510002,88.589996,85.690002,88.489998,1807900,88.242992
2014-10-09,88.059998,88.059998,84.290001,84.309998,2163800,84.074659
2014-10-10,84.07,84.82,81.690002,82.040001,2573600,81.810999
2014-10-13,82.040001,82.800003,77.699997,77.809998,2599900,77.592803
2014-10-14,78.279999,80.199997,77.529999,78.360001,2404200,78.141271
2014-10-15,76.93,82.239998,76.199997,82.190002,2910400,81.960582
2014-10-16,80.040001,86.470001,80.040001,85.269997,2784500,85.031979
2014-10-17,86.290001,87.330002,82.279999,83.419998,2092500,83.187144
2014-10-20,83.269997,84.410004,81.68,83.099998,1383100,82.868038
2014-10-21,84.25,85.57,83.940002,85.260002,1658800,85.022012
2014-10-22,85.25,86.349998,82.760002,82.889999,1550300,82.658625
2014-10-23,83.5,89.040001,82.690002,87.650002,2392300,87.40534
2014-10-24,89.639999,90.029999,86.790001,88.900002,2141200,88.651851
2014-10-27,87.589996,87.790001,84.970001,86.650002,1964100,86.408131
2014-10-28,87.199997,91.0,86.419998,90.660004,2057100,90.40694
2014-10-29,91.709999,92.739998,89.449997,90.07,2205900,89.818583
2014-10-30,89.699997,90.360001,88.220001,89.089996,945100,88.841315
2014-10-31,89.209999,94.209999,88.349998,94.040001,2411400,93.777503
2014-11-03,94.150002,95.400002,91.550003,91.879997,1421800,91.623528
2014-11-04,90.650002,93.019997,89.620003,92.959999,2076600,92.700516
2014-11-05,93.559998,97.489998,92.879997,97.040001,2903800,96.769129
2014-11-06,96.809998,99.849998,95.949997,99.75,3070800,99.471563
2014-11-07,99.459999,100.650002,98.089996,98.639999,2221000,98.364661
2014-11-10,99.010002,99.970001,95.220001,95.790001,1863300,95.522618
2014-11-11,95.449997,96.730003,94.620003,96.290001,1232000,96.021222
2014-11-12,94.910004,95.839996,94.029999,94.25,1241600,94.016212
2014-11-13,93.75,94.370003,90.75,91.580002,1999200,91.352837
2014-11-14,91.769997,93.349998,91.32,93.0,1179200,92.769313
2014-11-17,92.730003,93.93,92.099998,93.059998,1577800,92.829162
2014-11-18,92.599998,94.290001,91.269997,93.580002,1930800,93.347876
2014-11-19,94.150002,96.349998,93.57,95.940002,2172200,95.702023
2014-11-20,95.57,98.18,95.43,96.25,1493000,96.011251
2014-11-21,97.720001,98.0,94.389999,95.019997,1780500,94.784299
2014-11-24,94.599998,95.139999,93.379997,94.540001,1547100,94.305494
2014-11-25,94.629997,95.190002,92.709999,93.489998,1572400,93.258095
2014-11-26,93.309998,93.580002,92.220001,92.449997,1196200,92.220674
2014-11-28,89.449997,93.440002,88.160004,90.980003,1660200,90.754327
2014-12-01,90.010002,91.68,89.139999,91.480003,1539600,91.253087
2014-12-02,90.139999,91.32,89.18,89.25,2127600,89.028615
2014-12-03,90.099998,90.809998,89.639999,90.059998,1436600,89.836603
2014-12-04,89.029999,89.860001,87.089996,87.099998,1747000,86.883946
2014-12-05,87.110001,87.839996,84.910004,87.129997,1930100,86.913871
2014-12-08,81.459999,85.580002,79.940002,80.519997,3199100,80.320266
2014-12-09,80.379997,81.610001,78.599998,79.739998,2223000,79.542202
2014-12-10,80.199997,80.199997,77.269997,77.5,1661100,77.307761
2014-12-11,77.559998,80.839996,77.370003,78.330002,1903600,78.135704
2014-12-12,77.989998,80.300003,77.440002,79.040001,1622900,78.843942
2014-12-15,79.870003,80.959999,77.779999,77.959999,1629600,77.766619
2014-12-16,76.760002,81.610001,76.519997,77.620003,1471900,77.427466
2014-12-17,78.07,80.870003,77.900002,79.919998,1752000,79.721756
2014-12-18,81.790001,82.519997,79.209999,82.5,2093000,82.295358
2014-12-19,83.669998,83.75,78.010002,80.589996,3477000,80.390092
2014-12-22,79.25,79.360001,76.57,77.650002,2585500,77.45739
2014-12-23,78.269997,78.870003,77.57,78.410004,1389300,78.215507
2014-12-24,77.919998,78.269997,76.919998,77.440002,535400,77.247912
2014-12-26,77.879997,78.400002,75.360001,75.860001,1551300,75.671829
2014-12-29,76.260002,77.370003,76.089996,76.720001,1217800,76.529697
2014-12-30,76.379997,77.790001,75.080002,75.379997,1263500,75.193017
2014-12-31,75.110001,77.040001,74.370003,75.699997,1003000,75.512223
2015-01-02,76.160004,78.449997,75.269997,77.519997,2296700,77.327708
2015-01-05,77.519997,77.519997,73.139999,73.379997,1819700,73.197978
2015-01-06,73.230003,74.220001,72.089996,72.540001,2027400,72.360065
2015-01-07,73.379997,73.949997,72.080002,72.639999,1364900,72.459815
