Date,Open_VRTX,High_VRTX,Low_VRTX,Close_VRTX,Volume_VRTX,AdjClose_VRTX
2016-01-06,120.800003,123.169998,119.510002,122.230003,1689600,122.230003
2016-01-07,119.010002,119.82,113.849998,114.959999,2350600,114.959999
2016-01-08,115.620003,117.110001,110.550003,110.709999,1817900,110.709999
2016-01-11,109.879997,109.940002,101.489998,103.949997,3228600,103.949997
2016-01-12,104.949997,108.709999,98.870003,103.639999,3228900,103.639999
2016-01-13,104.300003,105.5,95.68,96.370003,5669000,96.370003
2016-01-14,97.440002,103.949997,94.68,101.910004,3674800,101.910004
2016-01-15,98.150002,100.129997,95.089996,97.910004,3210700,97.910004
2016-01-19,100.540001,101.459999,92.57,94.989998,2774600,94.989998
2016-01-20,93.330002,98.580002,89.970001,96.989998,4088800,96.989998
2016-01-21,97.059998,98.839996,94.839996,95.07,2881100,95.07
2016-01-22,97.0,97.809998,93.650002,94.709999,2570800,94.709999
2016-01-25,94.239998,95.169998,92.010002,92.120003,2626400,92.120003
2016-01-26,92.699997,93.43,90.470001,92.199997,2560200,92.199997
2016-01-27,92.349998,96.089996,89.919998,92.5,3604900,92.5
2016-01-28,91.0,94.089996,81.980003,92.760002,8085600,92.760002
2016-01-29,92.720001,94.489998,90.0,90.75,3477100,90.75
2016-02-01,91.919998,93.989998,89.75,92.389999,2905400,92.389999
2016-02-02,90.589996,92.68,89.43,90.980003,3134500,90.980003
2016-02-03,91.540001,93.980003,86.120003,93.879997,3252000,93.879997
2016-02-04,93.489998,96.349998,90.709999,91.720001,2445400,91.720001
2016-02-05,89.779999,92.230003,84.540001,86.610001,4519800,86.610001
2016-02-08,85.230003,85.849998,79.809998,82.0,4174500,82.0
2016-02-09,80.25,83.529999,79.440002,80.139999,4118200,80.139999
2016-02-10,82.260002,84.059998,80.25,81.730003,4106800,81.730003
2016-02-11,79.209999,81.169998,78.510002,79.709999,3882900,79.709999
2016-02-12,81.940002,83.809998,79.5,83.230003,2761100,83.230003
2016-02-16,85.419998,85.849998,83.010002,85.370003,2175300,85.370003
2016-02-17,86.07,88.459999,83.5,88.25,2262500,88.25
2016-02-18,87.870003,88.470001,85.760002,86.639999,2114100,86.639999
2016-02-19,85.989998,88.510002,84.040001,88.080002,2028500,88.080002
2016-02-22,89.410004,91.599998,87.849998,89.0,1598800,89.0
2016-02-23,88.059998,89.300003,84.760002,85.279999,1751000,85.279999
2016-02-24,84.120003,87.089996,82.440002,86.769997,1809400,86.769997
2016-02-25,87.330002,88.940002,84.339996,85.529999,1383300,85.529999
2016-02-26,86.440002,87.93,85.389999,87.0,1408200,87.0
2016-02-29,86.830002,88.970001,84.599998,85.489998,1757500,85.489998
2016-03-01,86.129997,89.610001,84.260002,89.57,1991100,89.57
2016-03-02,88.940002,93.419998,88.75,92.519997,2779100,92.519997
2016-03-03,92.25,93.0,89.099998,89.449997,1575700,89.449997
2016-03-04,89.910004,90.190002,87.919998,88.360001,1701600,88.360001
2016-03-07,87.360001,91.0,85.940002,90.949997,1642900,90.949997
2016-03-08,90.629997,90.889999,85.050003,86.910004,2767600,86.910004
2016-03-09,87.449997,87.449997,84.349998,84.629997,2193700,84.629997
2016-03-10,85.160004,85.43,81.160004,82.279999,2456600,82.279999
2016-03-11,83.82,86.339996,83.029999,86.260002,1707600,86.260002
2016-03-14,86.110001,86.959999,83.980003,85.589996,2012800,85.589996
2016-03-15,84.550003,85.410004,82.25,82.830002,1758500,82.830002
2016-03-16,82.059998,83.339996,77.510002,79.300003,2947400,79.300003
2016-03-17,79.330002,80.089996,75.900002,79.18,2652600,79.18
2016-03-18,79.739998,83.139999,78.470001,82.519997,3752900,82.519997
2016-03-21,82.010002,84.75,81.519997,84.019997,1784000,84.019997
2016-03-22,83.650002,86.910004,83.309998,86.779999,1780900,86.779999
2016-03-23,86.0,86.0,80.0,80.150002,2189600,80.150002
2016-03-24,79.709999,82.190002,78.25,80.580002,1884200,80.580002
2016-03-28,80.849998,81.260002,77.669998,78.699997,1504500,78.699997
2016-03-29,78.489998,79.370003,76.790001,79.239998,1730200,79.239998
2016-03-30,80.110001,81.989998,77.690002,78.400002,1727900,78.400002
2016-03-31,78.720001,82.099998,77.809998,79.489998,3255200,79.489998
2016-04-01,79.019997,79.25,75.919998,79.150002,3630700,79.150002
2016-04-04,79.809998,84.400002,79.190002,82.870003,2744000,82.870003
2016-04-05,82.540001,86.480003,81.519997,84.160004,2847500,84.160004
2016-04-06,83.82,91.760002,83.699997,91.309998,3449000,91.309998
2016-04-07,90.309998,91.779999,85.93,86.300003,2775600,86.300003
2016-04-08,87.290001,88.0,84.18,85.25,1530800,85.25
2016-04-11,85.959999,86.790001,84.059998,84.470001,1410100,84.470001
2016-04-12,84.790001,85.190002,82.540001,83.370003,1832700,83.370003
2016-04-13,84.040001,85.639999,83.199997,85.18,2045000,85.18
2016-04-14,85.129997,88.080002,84.730003,87.080002,1319200,87.080002
2016-04-15,87.419998,87.599998,81.019997,81.75,4162300,81.75
2016-04-18,81.419998,85.900002,81.419998,83.220001,2494700,83.220001
2016-04-19,84.0,84.779999,82.610001,83.209999,1660600,83.209999
2016-04-20,83.720001,84.900002,83.25,84.110001,1492300,84.110001
2016-04-21,84.389999,87.489998,84.099998,86.809998,1731200,86.809998
2016-04-22,86.360001,87.379997,84.080002,86.800003,1274100,86.800003
2016-04-25,86.260002,87.449997,85.019997,85.660004,1460100,85.660004
2016-04-26,85.800003,86.019997,83.290001,84.139999,1688200,84.139999
2016-04-27,83.790001,85.760002,81.779999,84.5,2570400,84.5
2016-04-28,81.239998,90.25,78.839996,86.75,5455500,86.75
2016-04-29,85.900002,86.230003,83.400002,84.339996,2885800,84.339996
2016-05-02,84.239998,84.699997,80.620003,83.0,2164200,83.0
2016-05-03,82.18,83.269997,80.809998,82.160004,2057600,82.160004
2016-05-04,81.980003,82.910004,80.309998,80.629997,1906400,80.629997
2016-05-05,81.410004,84.07,80.629997,84.0,1813700,84.0
2016-05-06,83.230003,85.660004,82.949997,85.540001,1999300,85.540001
2016-05-09,85.540001,88.940002,85.510002,88.059998,1800800,88.059998
2016-05-10,88.580002,89.099998,86.260002,89.080002,2092400,89.080002
2016-05-11,88.959999,89.07,83.529999,83.629997,1658900,83.629997
2016-05-12,84.239998,84.830002,80.580002,82.099998,2041300,82.099998
2016-05-13,81.790001,83.029999,81.059998,81.379997,1115500,81.379997
2016-05-16,81.639999,83.220001,81.379997,82.139999,2063100,82.139999
2016-05-17,81.459999,82.489998,80.410004,80.709999,2155400,80.709999
2016-05-18,80.269997,82.25,80.269997,81.709999,1926300,81.709999
2016-05-19,80.889999,82.290001,80.25,81.010002,1669100,81.010002
2016-05-20,81.029999,85.0,80.550003,84.699997,1659100,84.699997
2016-05-23,84.279999,85.599998,83.300003,84.419998,1220600,84.419998
2016-05-24,83.699997,88.440002,83.620003,88.419998,1495300,88.419998
2016-05-25,88.989998,89.730003,88.139999,89.559998,1598600,89.559998
2016-05-26,89.050003,89.93,87.239998,89.190002,1279000,89.190002
2016-05-27,89.279999,90.489998,88.370003,90.379997,1108400,90.379997
2016-05-31,90.620003,93.599998,90.610001,93.150002,1729300,93.150002
2016-06-01,92.900002,94.349998,92.68,93.900002,1423400,93.900002
2016-06-02,93.639999,95.879997,93.110001,95.82,1292400,95.82
2016-06-03,95.620003,95.690002,92.620003,93.959999,1455300,93.959999
