Date,Open_TROW,High_TROW,Low_TROW,Close_TROW,Volume_TROW,AdjClose_TROW
2013-08-21,72.0,72.589996,71.449997,71.75,1121700,65.001131
2013-08-22,72.0,72.870003,72.0,72.620003,878100,65.7893
2013-08-23,72.68,72.699997,71.879997,72.580002,723800,65.753062
2013-08-26,72.349998,72.809998,71.690002,71.790001,1329300,65.037369
2013-08-27,70.870003,71.209999,70.220001,70.300003,1404600,63.687522
2013-08-28,70.169998,71.010002,70.050003,70.5,1312500,63.868707
2013-08-29,70.25,71.25,70.089996,70.760002,836800,64.104253
2013-08-30,70.989998,71.0,69.970001,70.139999,997500,63.542568
2013-09-03,70.940002,71.550003,69.949997,70.699997,1018900,64.049892
2013-09-04,70.879997,71.269997,70.339996,70.830002,1354500,64.167668
2013-09-05,70.889999,71.419998,70.650002,70.940002,879500,64.267322
