Date,Open_UNH,High_UNH,Low_UNH,Close_UNH,Volume_UNH,AdjClose_UNH
2013-10-09,71.709999,71.879997,71.18,71.379997,4464100,68.552497
2013-10-10,72.129997,73.980003,71.839996,73.980003,4894300,71.049512
2013-10-11,73.93,74.269997,73.5,74.269997,2935800,71.328018
2013-10-14,73.860001,74.809998,73.519997,74.720001,2562200,71.760197
2013-10-15,74.510002,74.93,73.760002,73.870003,2922900,70.943869
2013-10-16,74.5,75.489998,74.379997,75.190002,4368600,72.211581
2013-10-17,71.769997,72.879997,71.050003,71.370003,21810200,68.542899
2013-10-18,71.260002,71.349998,67.540001,68.760002,21080600,66.036285
2013-10-21,68.650002,68.769997,67.089996,68.199997,11496900,65.498463
2013-10-22,68.220001,69.629997,68.220001,68.860001,7647300,66.132323
2013-10-23,68.510002,68.610001,67.650002,68.010002,8227700,65.315994
2013-10-24,68.010002,68.389999,67.18,67.610001,6352500,64.931838
2013-10-25,67.510002,68.18,67.279999,67.620003,6892500,64.941444
2013-10-28,67.550003,67.800003,66.720001,66.940002,6989300,64.288379
2013-10-29,66.879997,68.150002,66.849998,68.080002,5860000,65.383221
2013-10-30,68.120003,68.669998,67.769997,68.010002,4360500,65.315994
2013-10-31,68.400002,68.709999,67.860001,68.260002,4216700,65.556091
2013-11-01,68.269997,68.699997,67.949997,68.629997,4459000,65.91143
2013-11-04,68.779999,69.260002,68.360001,68.949997,3698700,66.218754
2013-11-05,68.5,68.940002,68.269997,68.720001,3328700,65.997869
2013-11-06,68.870003,71.019997,68.800003,70.290001,5479400,67.505678
2013-11-07,70.900002,70.980003,69.660004,69.760002,4497300,66.996673
2013-11-08,69.699997,70.529999,69.639999,70.5,3741900,67.707359
2013-11-11,70.730003,70.949997,70.290001,70.5,3082600,67.707359
2013-11-12,70.470001,70.900002,69.870003,69.949997,3604800,67.179142
2013-11-13,69.949997,71.129997,69.809998,71.010002,3879500,68.197159
2013-11-14,71.339996,71.599998,70.940002,71.440002,3581200,68.610126
2013-11-15,71.129997,71.959999,71.089996,71.870003,3872600,69.023093
2013-11-18,71.970001,72.099998,71.5,71.68,3263700,68.840617
2013-11-19,71.760002,71.910004,71.260002,71.610001,4260900,68.77339
2013-11-20,71.879997,72.860001,71.660004,71.980003,5031300,69.128736
2013-11-21,72.389999,73.68,72.370003,72.910004,4368000,70.021897
2013-11-22,72.910004,73.75,72.800003,73.739998,3178400,70.819014
2013-11-25,74.0,74.660004,73.790001,74.07,3773900,71.135944
2013-11-26,74.209999,74.989998,74.050003,74.519997,4635400,71.568115
2013-11-27,74.669998,74.93,74.080002,74.360001,3640600,71.414457
2013-11-29,74.589996,74.93,74.230003,74.480003,2025600,71.529706
2013-12-02,73.639999,74.449997,73.639999,74.160004,4276000,71.222382
2013-12-03,74.139999,74.139999,72.919998,73.730003,5162400,70.809415
2013-12-04,73.019997,74.410004,72.540001,73.650002,5548700,71.002222
2013-12-05,73.32,73.68,72.540001,72.75,4104700,70.134576
2013-12-06,73.230003,73.720001,72.839996,73.5,3886000,70.857613
2013-12-09,73.5,74.309998,73.43,73.720001,3988600,71.069705
2013-12-10,73.699997,74.410004,73.68,74.050003,3741100,71.387843
2013-12-11,74.080002,74.099998,71.900002,72.139999,7304300,69.546506
2013-12-12,72.190002,72.57,70.910004,71.010002,5815300,68.457133
2013-12-13,71.199997,71.860001,70.459999,70.480003,4737000,67.946188
2013-12-16,70.730003,71.379997,70.529999,71.059998,4369500,68.505331
2013-12-17,71.220001,71.220001,70.199997,70.730003,4280100,68.1872
2013-12-18,71.029999,72.470001,70.699997,72.379997,4975700,69.777876
2013-12-19,72.169998,72.529999,71.669998,72.389999,4359200,69.787518
2013-12-20,72.629997,73.730003,72.620003,73.349998,7511500,70.713004
2013-12-23,73.839996,74.589996,73.709999,74.349998,3263100,71.677054
2013-12-24,74.199997,74.419998,73.919998,74.129997,1253500,71.464962
2013-12-26,74.440002,74.970001,74.279999,74.849998,2121000,72.159078
2013-12-27,75.0,75.32,74.580002,74.690002,2859900,72.004834
2013-12-30,74.849998,75.040001,74.309998,74.779999,1983800,72.091595
2013-12-31,75.0,75.540001,74.629997,75.300003,2280000,72.592905
2014-01-02,74.910004,75.290001,74.510002,74.57,3067000,71.889146
2014-01-03,74.800003,75.760002,74.599998,75.099998,3206400,72.40009
2014-01-06,75.419998,75.419998,74.120003,74.239998,3424500,71.571008
2014-01-07,74.940002,77.330002,74.940002,76.510002,6542500,73.759403
2014-01-08,76.330002,76.459999,75.480003,75.620003,6172200,72.9014
2014-01-09,75.650002,76.239998,75.650002,76.080002,6291500,73.344862
2014-01-10,76.199997,76.300003,74.550003,74.699997,6632200,72.014469
2014-01-13,74.669998,75.0,73.68,73.940002,5248700,71.281797
2014-01-14,74.050003,74.339996,73.690002,74.019997,5783900,71.358916
2014-01-15,73.989998,74.860001,73.989998,74.839996,7043300,72.149436
2014-01-16,74.129997,74.839996,72.150002,72.760002,8892800,70.144219
2014-01-17,73.120003,73.120003,72.300003,72.519997,5551300,69.912842
2014-01-21,72.720001,73.620003,72.410004,73.160004,6379300,70.52984
2014-01-22,73.830002,73.93,73.239998,73.400002,4864700,70.76121
2014-01-23,72.699997,73.690002,72.489998,73.199997,5050300,70.568396
2014-01-24,72.830002,72.919998,71.379997,71.599998,5523600,69.025918
2014-01-27,71.309998,72.199997,71.139999,71.650002,4233600,69.074124
2014-01-28,71.650002,72.360001,71.470001,71.709999,2932700,69.131964
2014-01-29,71.389999,72.959999,70.839996,71.260002,6005100,68.698145
2014-01-30,71.699997,73.040001,71.529999,72.800003,4254000,70.182782
2014-01-31,71.870003,72.349998,71.449997,72.279999,4291500,69.681472
2014-02-03,72.139999,72.209999,70.639999,70.739998,4526100,68.196836
2014-02-04,70.800003,71.0,69.800003,70.510002,4646100,67.975108
2014-02-05,69.940002,71.199997,69.830002,70.82,4394300,68.273961
2014-02-06,70.769997,71.059998,70.089996,70.870003,4765600,68.322167
2014-02-07,70.5,71.650002,70.110001,71.360001,6902900,68.794549
2014-02-10,70.910004,71.07,69.57,69.739998,7774000,67.232786
2014-02-11,69.760002,70.870003,69.580002,70.620003,5543000,68.081154
2014-02-12,70.910004,71.300003,69.980003,70.239998,4120600,67.714811
2014-02-13,70.129997,71.480003,69.93,71.209999,3788000,68.64994
2014-02-14,71.160004,73.839996,71.0,73.519997,6848800,70.876891
2014-02-18,73.519997,74.620003,73.449997,73.830002,5538400,71.175751
2014-02-19,73.550003,74.309998,73.419998,73.550003,3926500,70.905819
2014-02-20,73.599998,74.110001,73.230003,73.480003,4134000,70.838336
2014-02-21,73.43,74.099998,73.339996,73.809998,4552300,71.156466
2014-02-24,74.139999,76.769997,74.0,76.010002,9559000,73.277379
2014-02-25,75.980003,76.139999,75.129997,75.32,3761800,72.612182
2014-02-26,75.330002,76.129997,74.779999,76.059998,5433200,73.325577
2014-02-27,75.779999,76.410004,75.599998,76.019997,4227300,73.287014
2014-02-28,76.040001,77.709999,75.800003,77.269997,6176600,74.492075
2014-03-03,76.699997,77.459999,76.529999,77.099998,3673400,74.328189
2014-03-04,77.739998,78.57,77.540001,78.129997,5164500,75.321158
2014-03-05,78.260002,78.5,77.580002,77.989998,3917600,75.186192
2014-03-06,78.150002,78.339996,77.550003,77.639999,4200500,74.848776
2014-03-07,78.010002,78.07,77.040001,77.400002,3434700,74.617406
2014-03-10,77.279999,77.900002,77.110001,77.879997,2986400,75.080146
2014-03-11,77.910004,78.449997,77.519997,77.779999,3471200,74.983743
2014-03-12,77.279999,77.699997,77.230003,77.599998,2875400,75.080494
2014-03-13,77.760002,78.099998,76.959999,77.010002,3178600,74.509654
2014-03-14,77.019997,77.019997,75.650002,75.699997,5128700,73.242181
2014-03-17,76.139999,77.019997,76.089996,76.760002,3517900,74.267771
2014-03-18,76.970001,78.050003,76.769997,78.0,3670800,75.467508
2014-03-19,78.07,80.300003,77.940002,79.959999,9060100,77.36387
2014-03-20,79.580002,81.589996,79.43,81.529999,7786500,78.882896
2014-03-21,82.190002,83.32,81.300003,81.339996,11828100,78.699062
2014-03-24,81.650002,81.720001,80.860001,81.279999,5306200,78.641013
2014-03-25,81.589996,82.150002,80.980003,81.099998,4588800,78.466857
2014-03-26,81.480003,82.300003,81.07,81.540001,6910000,78.892573
2014-03-27,81.580002,81.900002,80.779999,81.019997,5453900,78.389452
2014-03-28,81.400002,82.349998,81.260002,81.620003,4787400,78.969977
2014-03-31,82.080002,82.269997,81.410004,81.989998,3513700,79.32796
2014-04-01,82.349998,83.050003,81.580002,81.839996,4339800,79.182828
2014-04-02,81.540001,81.739998,81.269997,81.610001,3832100,78.9603
2014-04-03,81.650002,82.349998,81.599998,82.25,4214700,79.57952
2014-04-04,82.690002,82.93,81.370003,81.529999,4788100,78.882896
2014-04-07,81.5,81.980003,80.75,81.080002,5286700,78.447509
2014-04-08,81.07,81.550003,80.110001,80.660004,4044900,78.041147
2014-04-09,80.800003,81.559998,80.5,81.389999,3308900,78.747442
2014-04-10,81.419998,81.989998,79.779999,79.989998,4850000,77.392895
2014-04-11,79.769997,79.970001,78.82,78.949997,3418700,76.386661
2014-04-14,79.440002,79.68,78.379997,79.18,4013700,76.609197
2014-04-15,79.360001,79.720001,78.059998,79.510002,4719100,76.928484
2014-04-16,79.489998,79.540001,77.470001,78.190002,8098100,75.651342
2014-04-17,75.440002,76.650002,73.610001,75.779999,13427200,73.319586
2014-04-21,75.699997,76.480003,74.790001,74.949997,6912500,72.516532
2014-04-22,75.190002,76.190002,74.949997,75.760002,6199400,73.300238
2014-04-23,75.809998,76.07,75.110001,75.330002,4645700,72.884199
2014-04-24,76.150002,77.080002,75.910004,76.589996,4604900,74.103284
2014-04-25,76.57,77.290001,75.230003,75.660004,5416200,73.203487
2014-04-28,76.349998,76.580002,75.419998,75.739998,5346800,73.280884
2014-04-29,75.949997,76.209999,74.889999,75.199997,4813200,72.758415
2014-04-30,75.25,76.190002,74.919998,75.040001,6435900,72.603614
2014-05-01,75.050003,75.400002,74.260002,74.949997,4598000,72.516532
2014-05-02,74.68,75.330002,74.510002,75.029999,3794700,72.593937
2014-05-05,74.830002,75.309998,74.300003,75.230003,4476100,72.787447
2014-05-06,75.129997,75.599998,74.889999,75.260002,4728200,72.816472
2014-05-07,75.589996,77.949997,75.080002,77.910004,6383500,75.380434
2014-05-08,77.82,78.059998,76.739998,76.889999,4943100,74.393547
2014-05-09,76.82,77.300003,76.620003,76.949997,3465600,74.451597
2014-05-12,77.199997,78.019997,77.099998,77.739998,3110900,75.215948
2014-05-13,77.860001,78.220001,77.529999,78.040001,3059000,75.50621
2014-05-14,78.050003,78.050003,76.940002,77.169998,2635300,74.664455
2014-05-15,77.160004,77.32,76.230003,76.480003,3075200,73.996863
2014-05-16,76.349998,76.669998,76.010002,76.650002,2974600,74.161341
2014-05-19,76.419998,77.230003,76.360001,77.199997,2149100,74.69348
2014-05-20,77.190002,77.400002,76.360001,76.660004,2806500,74.171019
2014-05-21,76.709999,77.879997,76.629997,77.720001,2401200,75.1966
2014-05-22,77.709999,78.629997,77.629997,78.339996,3146900,75.796466
2014-05-23,78.650002,79.0,78.360001,78.769997,2251500,76.212505
2014-05-27,79.230003,79.330002,78.660004,79.110001,2645500,76.54147
2014-05-28,78.970001,79.209999,78.300003,78.580002,2250900,76.028679
2014-05-29,78.599998,79.43,78.080002,79.370003,3526800,76.79303
2014-05-30,79.239998,79.739998,78.879997,79.629997,5139900,77.044583
2014-06-02,79.769997,79.93,79.32,79.470001,1986400,76.889782
2014-06-03,79.309998,80.18,79.279999,79.879997,2841100,77.286466
2014-06-04,79.730003,80.57,79.480003,80.510002,3552900,77.896016
2014-06-05,80.480003,80.75,79.68,79.800003,3453700,77.209069
2014-06-06,79.989998,80.32,79.57,79.93,3286600,77.334846
2014-06-09,80.050003,80.25,79.260002,79.760002,2801700,77.170367
2014-06-10,79.599998,80.0,79.470001,79.809998,2459200,77.218739
2014-06-11,79.760002,80.339996,79.419998,80.169998,2733500,77.567051
2014-06-12,79.779999,80.0,79.099998,79.440002,2560000,77.221966
2014-06-13,79.339996,79.370003,78.599998,79.18,2265200,76.969223
2014-06-16,79.18,79.209999,77.809998,78.0,4542900,75.82217
2014-06-17,77.900002,78.25,77.529999,78.169998,3430900,75.987421
2014-06-18,78.169998,79.370003,77.779999,79.209999,4823000,76.998384
2014-06-19,79.349998,80.790001,79.260002,80.510002,4538600,78.26209
2014-06-20,80.830002,81.489998,80.459999,81.410004,7366500,79.136963
2014-06-23,81.389999,81.650002,80.980003,81.489998,3066900,79.214724
2014-06-24,81.43,82.389999,81.419998,81.739998,4685500,79.457743
2014-06-25,81.349998,82.379997,80.809998,82.339996,3629200,80.040989
2014-06-26,82.480003,82.480003,81.660004,82.290001,2915900,79.99239
2014-06-27,81.690002,82.110001,81.309998,82.0,4755600,79.710486
2014-06-30,82.279999,82.540001,81.599998,81.75,3916100,79.467466
2014-07-01,81.739998,82.349998,81.650002,81.889999,5482400,79.603557
2014-07-02,81.800003,82.519997,81.07,82.489998,3693500,80.186803
2014-07-03,82.589996,83.440002,82.32,83.349998,2183400,81.022791
2014-07-07,82.989998,83.099998,81.790001,82.220001,2558500,79.924345
2014-07-08,82.019997,82.07,81.379997,81.93,2967300,79.642441
2014-07-09,81.980003,82.75,81.889999,82.739998,3079500,80.429823
2014-07-10,81.279999,82.510002,81.050003,82.080002,3829400,79.788254
2014-07-11,81.919998,83.129997,81.730003,82.870003,2758400,80.556198
2014-07-14,83.330002,84.690002,83.209999,84.269997,3794500,81.917102
2014-07-15,84.040001,84.739998,83.730003,83.900002,4356300,81.557438
2014-07-16,84.07,84.129997,83.220001,83.760002,3955200,81.421347
2014-07-17,84.25,87.239998,83.43,85.110001,7117900,82.733653
2014-07-18,85.470001,85.779999,84.43,85.519997,3892100,83.132201
2014-07-21,85.220001,85.290001,84.029999,85.059998,4025100,82.685046
2014-07-22,85.519997,86.760002,85.470001,86.050003,4366900,83.647409
2014-07-23,86.309998,86.550003,85.769997,85.940002,2596300,83.54048
2014-07-24,85.449997,86.330002,85.290001,85.68,4022400,83.287737
2014-07-25,84.120003,85.010002,84.0,84.68,3362600,82.315658
2014-07-28,85.029999,85.900002,84.599998,85.75,2206900,83.355783
2014-07-29,84.959999,85.559998,83.989998,84.269997,4897800,81.917102
2014-07-30,84.760002,84.870003,81.720001,82.949997,7171800,80.633958
2014-07-31,81.769997,82.18,80.550003,81.050003,5345400,78.787014
2014-08-01,81.139999,82.07,80.559998,81.489998,4625100,79.214724
2014-08-04,81.589996,82.529999,81.160004,82.269997,3197700,79.972944
2014-08-05,81.830002,82.529999,80.57,80.989998,4599500,78.728684
2014-08-06,80.949997,82.120003,80.739998,81.5,3311300,79.224447
2014-08-07,81.0,81.089996,79.160004,79.260002,5465400,77.046991
2014-08-08,79.410004,80.190002,78.739998,80.120003,3713400,77.88298
2014-08-11,80.389999,80.650002,79.760002,79.870003,3460000,77.63996
2014-08-12,79.610001,80.389999,79.529999,80.220001,3206200,77.980186
2014-08-13,80.620003,81.669998,80.389999,81.510002,3049900,79.234169
2014-08-14,81.709999,82.07,80.160004,81.82,2241100,79.535512
2014-08-15,82.209999,82.279999,80.809998,81.470001,2442700,79.195285
2014-08-18,81.769997,82.480003,81.349998,82.339996,2795800,80.040989
2014-08-19,82.489998,83.760002,82.050003,83.470001,3549300,81.139444
2014-08-20,82.940002,83.75,82.360001,83.43,2579600,81.100559
2014-08-21,83.610001,84.099998,83.589996,83.769997,2648500,81.431063
2014-08-22,83.599998,84.0,83.459999,83.779999,2089300,81.440786
2014-08-25,84.389999,84.75,83.949997,84.239998,1988100,81.887941
2014-08-26,84.449997,85.339996,84.150002,85.120003,2267800,82.743376
2014-08-27,85.18,86.970001,84.959999,86.379997,5800700,83.96819
2014-08-28,86.0,87.0,85.519997,86.339996,2749700,83.929306
2014-08-29,86.75,87.230003,86.349998,86.68,3297500,84.259817
2014-09-02,87.120003,87.220001,85.760002,86.389999,3726100,83.977913
2014-09-03,86.779999,87.349998,86.419998,86.790001,2824400,84.366746
2014-09-04,86.760002,88.449997,86.709999,87.059998,3650100,84.629204
2014-09-05,86.949997,87.800003,86.739998,87.75,3873500,85.299941
2014-09-08,87.699997,88.0,87.419998,87.910004,2298000,85.455477
2014-09-09,88.0,88.849998,87.489998,88.559998,4409400,86.087323
2014-09-10,88.440002,88.5,86.690002,87.25,3355800,85.174567
2014-09-11,86.760002,87.120003,86.199997,87.080002,3034500,85.008612
2014-09-12,87.239998,87.239998,85.860001,86.18,2582400,84.130019
2014-09-15,86.300003,86.82,85.830002,86.029999,2441800,83.983586
2014-09-16,86.0,87.370003,85.849998,87.160004,2973700,85.086711
2014-09-17,86.949997,87.559998,86.470001,86.989998,3302700,84.920749
2014-09-18,87.419998,87.970001,87.190002,87.629997,2584000,85.545525
2014-09-19,88.510002,88.720001,87.639999,87.800003,6486300,85.711487
2014-09-22,87.800003,88.440002,87.480003,87.769997,2335400,85.682194
2014-09-23,87.32,87.690002,86.379997,86.589996,2640200,84.530263
2014-09-24,86.620003,88.459999,86.599998,88.209999,2661500,86.11173
2014-09-25,87.790001,88.0,86.029999,86.18,3657100,84.130019
2014-09-26,86.25,86.970001,85.910004,86.599998,2260500,84.540027
2014-09-29,85.580002,86.949997,85.580002,86.510002,3114800,84.452171
2014-09-30,86.68,87.080002,86.120003,86.25,2843200,84.198354
2014-10-01,86.0,86.260002,84.610001,84.879997,4140200,82.86094
2014-10-02,84.849998,85.269997,83.730003,84.900002,3047000,82.880468
2014-10-03,85.370003,86.279999,85.07,86.019997,3108100,83.973822
2014-10-06,86.650002,86.949997,84.949997,85.089996,2596100,83.065944
2014-10-07,84.900002,85.129997,83.93,84.190002,3412900,82.187358
2014-10-08,84.290001,86.839996,83.989998,86.620003,4787400,84.559555
2014-10-09,86.349998,86.550003,84.629997,84.940002,4432800,82.919518
2014-10-10,85.089996,86.82,85.050003,85.389999,4036800,83.35881
2014-10-13,85.220001,85.949997,83.760002,83.949997,3672600,81.953062
2014-10-14,84.339996,84.57,82.550003,82.82,5929500,80.849944
2014-10-15,82.169998,82.980003,80.720001,82.160004,8308900,80.205647
2014-10-16,84.760002,86.699997,84.099998,85.389999,10233000,83.35881
2014-10-17,86.849998,88.809998,86.75,88.18,8532800,86.082445
2014-10-20,88.239998,88.839996,88.0,88.540001,4890900,86.433882
2014-10-21,89.160004,91.080002,88.849998,90.949997,5882100,88.786551
2014-10-22,91.440002,91.440002,89.709999,89.769997,4290300,87.63462
2014-10-23,90.940002,91.279999,90.419998,90.660004,3159200,88.503456
2014-10-24,90.660004,91.699997,90.589996,91.639999,2977300,89.46014
2014-10-27,91.43,92.279999,91.379997,92.129997,3948900,89.938483
2014-10-28,91.050003,92.779999,90.360001,92.639999,4741300,90.436353
2014-10-29,92.900002,93.68,92.690002,92.959999,4330400,90.748741
2014-10-30,92.559998,94.150002,92.5,93.879997,2836400,91.646855
2014-10-31,95.0,95.669998,94.309998,95.010002,5031500,92.74998
2014-11-03,95.449997,95.669998,94.5,94.860001,4001200,92.603547
2014-11-04,94.989998,95.599998,94.239998,94.980003,4437300,92.720695
2014-11-05,95.57,96.010002,95.019997,95.800003,3454700,93.521189
2014-11-06,96.040001,96.639999,95.900002,96.209999,3743200,93.921433
2014-11-07,95.5,95.720001,93.010002,93.610001,6155400,91.383281
2014-11-10,93.68,95.0,93.5,94.75,4087700,92.496163
2014-11-11,95.050003,95.75,94.720001,95.690002,2291400,93.413805
2014-11-12,95.230003,95.970001,94.519997,95.68,2897600,93.404041
2014-11-13,95.639999,96.739998,95.400002,95.900002,2767700,93.618809
2014-11-14,96.019997,96.120003,94.870003,95.110001,2709500,92.8476
2014-11-17,95.199997,96.690002,94.839996,96.470001,3297600,94.17525
2014-11-18,96.989998,98.610001,96.849998,98.190002,4320800,95.854337
2014-11-19,97.730003,98.410004,96.790001,96.860001,3433800,94.555972
2014-11-20,96.459999,96.849998,96.169998,96.849998,3316700,94.546208
2014-11-21,97.400002,98.040001,96.589996,96.709999,4408600,94.409539
2014-11-24,97.269997,97.290001,96.510002,96.900002,3998800,94.595022
2014-11-25,97.0,98.139999,96.910004,97.900002,4066300,95.571235
2014-11-26,97.989998,98.739998,97.82,98.110001,2765900,95.776238
2014-11-28,98.699997,99.419998,98.43,98.629997,2177500,96.283866
2014-12-01,98.75,99.830002,98.010002,99.059998,4892800,96.703638
2014-12-02,99.0,100.0,98.199997,99.830002,4025700,97.455326
2014-12-03,99.879997,101.330002,99.699997,100.800003,6689000,98.773286
2014-12-04,100.839996,100.93,99.419998,99.669998,4065200,97.666002
2014-12-05,99.809998,100.709999,99.68,100.330002,3104900,98.312735
2014-12-08,100.32,100.900002,99.639999,99.919998,3085800,97.910975
2014-12-09,99.040001,101.089996,98.75,101.019997,3792200,98.988857
2014-12-10,100.769997,101.019997,99.010002,99.089996,3908700,97.097662
2014-12-11,99.389999,100.669998,99.239998,99.730003,2940600,97.7248
2014-12-12,99.580002,100.410004,98.690002,98.760002,3086500,96.774302
2014-12-15,98.800003,99.75,97.410004,98.269997,3649300,96.294149
2014-12-16,97.650002,98.779999,95.75,95.849998,4843800,93.922808
2014-12-17,96.550003,99.75,96.169998,99.139999,6235000,97.146659
2014-12-18,100.279999,102.260002,99.910004,102.239998,4681000,100.184328
2014-12-19,102.0,104.0,102.0,102.489998,7986500,100.429302
2014-12-22,102.580002,103.239998,102.470001,103.040001,2398100,100.968246
2014-12-23,103.720001,103.93,102.440002,102.849998,3028600,100.782064
2014-12-24,103.0,103.32,102.540001,102.68,950700,100.615484
2014-12-26,102.589996,103.0,102.160004,102.550003,2019900,100.4881
2014-12-29,102.379997,103.010002,101.830002,102.330002,1708100,100.272523
2014-12-30,102.25,103.059998,102.25,102.849998,1767600,100.782064
2014-12-31,103.120003,103.68,101.029999,101.089996,2313900,99.057449
2015-01-02,101.5,102.620003,100.010002,100.779999,3060900,98.753684
