Date,Open_CF,High_CF,Low_CF,Close_CF,Volume_CF,AdjClose_CF
2013-08-30,189.869995,191.660004,189.220009,190.340004,3296500,35.610102
2013-09-03,192.460003,194.460011,191.219997,191.630001,3410000,35.851443
2013-09-04,190.979996,193.250008,189.440002,192.229996,1696500,35.963694
2013-09-05,192.439995,193.979988,190.600014,192.509995,2697500,36.016078
2013-09-06,193.23,196.259995,192.5,194.190006,3467500,36.330386
2013-09-09,195.300007,198.120003,194.399986,195.809994,4772500,36.633465
2013-09-10,196.219997,199.860001,195.410004,197.69001,3651500,36.985191
2013-09-11,199.750004,199.949989,195.300007,198.210011,3307000,37.082476
2013-09-12,197.709999,198.759995,192.69001,194.379997,4297000,36.365931
2013-09-13,191.630001,196.499996,191.630001,193.829994,3956500,36.263033
2013-09-16,197.000008,203.190002,194.320011,200.679989,6630500,37.544576
2013-09-17,200.489998,201.84,198.369999,200.760002,5293500,37.559546
2013-09-18,200.799999,207.439995,199.869995,207.000008,5046500,38.726968
2013-09-19,207.57,209.070015,205.149994,206.119995,5737500,38.56233
2013-09-20,209.510002,210.669994,206.660004,208.169994,7059000,38.945857
2013-09-23,208.149986,209.640007,206.710014,207.889996,3004500,38.893473
2013-09-24,208.35001,210.209999,206.779995,207.980003,5583500,38.910313
2013-09-25,211.700001,216.490002,210.079994,214.009991,7295500,40.038444
2013-09-26,214.699993,214.720001,211.630001,212.350006,2853500,39.727882
2013-09-27,210.929985,213.360004,210.0,210.480003,2449000,39.37803
2013-09-30,208.810005,213.780003,206.800003,210.830002,3506500,39.44351
2013-10-01,210.0,213.520012,209.139996,210.970001,3672000,39.469702
2013-10-02,208.740005,213.899994,208.649998,213.899994,4149000,40.017865
2013-10-03,212.539997,213.999996,210.570011,211.809998,2839000,39.626854
2013-10-04,212.000008,216.700001,211.289997,216.380005,5206500,40.481842
2013-10-07,214.490013,217.189999,214.090004,214.559994,2662500,40.141342
2013-10-08,214.200001,214.829998,207.399998,208.719997,3736000,39.048756
2013-10-09,209.799995,209.799995,204.279995,206.459999,6500000,38.62594
2013-10-10,209.239998,209.510002,205.410004,206.919994,4694500,38.711999
2013-10-11,206.570015,206.759987,203.039989,204.549999,3385000,38.268604
2013-10-14,204.689999,206.660004,204.300003,206.079998,2190500,38.554847
2013-10-15,205.59,208.999996,203.789997,205.160007,1890500,38.382729
2013-10-16,206.459999,211.240005,205.300007,208.94001,3006000,39.089917
2013-10-17,209.130001,210.880013,208.460007,209.539986,3030500,39.202165
2013-10-18,213.16,216.44001,208.540001,215.160007,9431000,40.253597
2013-10-21,215.620003,217.660007,213.699989,215.970001,5483500,40.405136
2013-10-22,216.000004,216.730003,213.269997,215.820007,4677000,40.377074
2013-10-23,214.759998,215.160007,211.130009,212.550011,2525000,39.765301
2013-10-24,211.720009,211.720009,206.749992,210.130005,3848000,39.31255
2013-10-25,210.160007,210.59,207.329998,209.619999,2809500,39.217134
2013-10-28,217.000008,220.629997,216.539993,218.360004,6206000,40.852274
2013-10-29,217.240009,218.979988,213.859997,216.219997,3326000,40.451907
2013-10-30,217.130013,218.400002,214.689999,216.369991,2119000,40.479969
2013-10-31,216.030006,217.449989,214.060001,215.600014,2516000,40.335916
2013-11-01,215.0,216.089993,213.299999,214.939995,2904000,40.212435
2013-11-04,216.049995,218.470001,215.209999,217.630005,3363500,40.7157
2013-11-05,212.070007,213.210011,207.280006,209.500008,9374500,39.194685
2013-11-06,209.210014,212.270012,209.210014,211.639996,4788000,39.595049
2013-11-07,211.089993,213.75,210.559998,210.760002,5122500,39.430414
2013-11-08,211.119995,219.729996,210.100002,219.360008,7010500,41.039361
2013-11-11,219.860001,221.479988,218.500004,220.499992,3212000,41.252637
2013-11-12,219.309998,220.450001,216.630001,218.279991,4474500,40.837304
2013-11-13,216.149998,219.580002,216.000004,217.399998,3479000,40.859859
2013-11-14,218.800011,220.0,216.779995,218.710003,2553500,41.106071
2013-11-15,218.520012,220.380001,217.89999,218.899994,4391500,41.14178
2013-11-18,219.060001,220.249996,216.000004,216.310005,3079500,40.654997
2013-11-19,215.830002,216.91,214.090004,214.48,3332000,40.311051
2013-11-20,214.80999,215.740013,213.670006,214.460011,2129500,40.307294
2013-11-21,215.460014,215.979996,213.640003,214.619999,1925000,40.337364
2013-11-22,215.139999,215.429993,213.380013,215.19001,2483500,40.444496
2013-11-25,214.979992,215.450001,213.330002,213.640003,4129000,40.153176
2013-11-26,214.370003,215.820007,212.719994,214.34,2134500,40.284739
2013-11-27,214.669991,217.670002,214.589996,216.499996,2169000,40.690705
2013-11-29,216.879997,219.910011,215.880013,217.380009,905000,40.856102
2013-12-02,217.859993,219.799995,216.889992,217.010002,2542000,40.78656
2013-12-03,216.949997,217.5,213.699989,214.190006,2671500,40.256548
2013-12-04,227.10001,237.43,225.0,237.070007,21233000,44.556794
2013-12-05,238.289986,239.399986,234.80999,235.620003,9026500,44.284269
2013-12-06,237.910004,238.190002,232.770004,233.09,3563500,43.808761
2013-12-09,233.09,234.109993,230.750008,231.590004,3618000,43.52684
2013-12-10,231.590004,233.68,229.160004,229.770012,3364000,43.184776
2013-12-11,230.0,230.0,227.43,228.100014,2510500,42.870903
2013-12-12,227.5,228.619995,225.419998,225.669994,3031500,42.414187
2013-12-13,226.490002,228.059998,225.19001,225.550003,2676500,42.391634
2013-12-16,226.91,227.679996,222.509995,226.630001,4086500,42.594618
2013-12-17,225.639992,230.410004,225.499992,229.650002,4771500,43.16222
2013-12-18,229.029999,230.200005,223.279991,228.240013,3936000,42.897216
2013-12-19,226.160011,229.740009,226.160011,228.02,2485000,42.855865
2013-12-20,226.380005,228.449993,226.380005,227.999992,4103000,42.852105
2013-12-23,229.750004,232.740002,228.09,231.119995,2569000,43.438502
2013-12-24,230.830002,233.610001,230.830002,231.619987,954500,43.532475
2013-12-26,232.390003,234.500008,231.98,232.649994,1269000,43.726062
2013-12-27,232.649994,233.080006,229.449997,231.130009,1941000,43.440384
2013-12-30,231.639996,232.679996,228.220005,231.820011,2246000,43.570069
2013-12-31,231.800003,233.699989,231.420002,233.039989,2059000,43.799361
2014-01-02,233.029995,236.800003,232.290001,233.689995,3460000,43.921528
2014-01-03,234.41,234.899998,231.189995,232.080002,2272500,43.618934
2014-01-06,233.16,233.719997,228.520012,228.990002,4105000,43.038175
2014-01-07,228.999996,230.750008,225.600014,230.460014,4197500,43.31446
2014-01-08,229.130001,235.300007,228.789997,233.55999,6478500,43.897094
2014-01-09,233.250008,241.660004,232.999992,239.990005,7422000,45.105602
2014-01-10,240.73,246.949997,240.089989,246.160011,5428500,46.265241
2014-01-13,245.200005,247.779999,243.490009,244.640007,5027500,45.979559
2014-01-14,243.950005,249.050007,243.549995,245.66,5386500,46.171265
2014-01-15,246.529999,248.699989,246.199989,248.429985,3444500,46.691877
2014-01-16,247.10001,249.099998,246.199989,248.449993,2134500,46.695638
2014-01-17,248.839989,248.839989,244.969997,245.809994,2040500,46.199456
2014-01-21,247.199993,249.050007,246.009998,246.509991,2913500,46.331019
2014-01-22,246.529999,247.299995,241.590004,242.439995,3268000,45.566072
2014-01-23,241.960011,244.770012,237.999992,239.659996,4231000,45.043577
2014-01-24,238.859997,238.859997,232.639999,232.679996,3944000,43.731701
2014-01-27,233.050003,234.169998,230.200005,231.789989,3984000,43.564426
2014-01-28,231.899986,236.18,230.869999,234.910011,4228000,44.150828
2014-01-29,232.039986,234.750004,229.460011,229.570007,4803000,43.147186
2014-01-30,230.100002,235.900002,227.509995,232.579994,4244000,43.712906
2014-01-31,230.130005,233.339996,230.039997,230.860004,3682500,43.389638
2014-02-03,231.339989,232.840004,225.789986,226.130009,4644500,42.500645
2014-02-04,226.130009,229.689999,223.080006,224.920006,4521000,42.273228
2014-02-05,223.429985,228.460007,220.119991,227.749996,4413000,42.805118
2014-02-06,228.129997,230.52,227.509995,229.93,2893500,43.214845
2014-02-07,230.100002,234.379997,229.799995,234.060001,3340000,43.99107
2014-02-10,233.869991,237.670002,232.609997,232.889996,4617000,43.77117
2014-02-11,233.929996,235.130005,230.710011,231.05999,5338000,43.427225
2014-02-12,229.440002,230.0,226.490002,228.68,9237500,43.166731
2014-02-13,227.889996,232.189999,227.199993,231.229992,8174500,43.64808
2014-02-14,231.499996,233.439999,230.079994,231.64999,7555000,43.727361
2014-02-18,231.000004,231.870003,222.320004,226.189995,11800000,42.696706
2014-02-19,236.749992,249.60001,236.389999,237.619991,14528000,44.854287
2014-02-20,238.500004,241.77,238.439999,240.860004,4620500,45.465887
2014-02-21,241.199989,244.379997,239.559994,242.970009,5020000,45.864182
2014-02-24,242.220001,246.020012,242.220001,242.789993,6802000,45.830201
2014-02-25,242.849998,245.249996,242.749996,242.929993,3799000,45.856628
2014-02-26,243.68,245.830002,242.649994,244.279995,3136500,46.111461
2014-02-27,243.070011,249.650002,242.849998,249.050007,4751500,47.011871
2014-02-28,250.0,251.300011,249.119987,250.900002,4825500,47.361085
2014-03-03,253.009987,256.989994,252.539997,255.869999,6819000,48.299246
2014-03-04,257.519989,259.049988,253.610001,257.019997,6935000,48.516325
2014-03-05,257.10001,264.529991,254.790001,262.779999,5446000,49.60361
2014-03-06,262.040005,265.85001,261.109982,264.130001,4220500,49.858443
2014-03-07,264.609985,267.76001,259.880009,261.089993,6431000,49.284597
2014-03-10,260.900002,265.66,257.640018,264.480019,4458500,49.924514
2014-03-11,264.230003,264.230003,257.459984,257.519989,5753000,48.610706
2014-03-12,255.0,257.000008,251.809998,255.740013,6832500,48.274709
2014-03-13,256.499996,257.43,250.440006,251.529999,5756500,47.480007
2014-03-14,251.000004,252.740002,249.960003,252.320004,5250500,47.629132
2014-03-17,253.179989,255.59,250.529995,250.900002,3351500,47.361085
2014-03-18,251.000004,254.949989,250.909996,254.659996,3366500,48.07084
2014-03-19,254.48,256.32,251.020012,252.299995,2403000,47.625355
2014-03-20,251.64999,253.390007,249.920006,251.450005,3137000,47.464906
2014-03-21,253.719997,256.260014,252.509995,253.999996,6171500,47.946255
2014-03-24,255.039997,256.609993,250.85001,252.719994,4399500,47.704636
2014-03-25,253.75,256.91,253.009987,254.720001,2831000,48.082167
2014-03-26,256.879997,257.369995,251.520004,251.599998,2648500,47.49322
2014-03-27,251.270008,255.050011,250.330009,254.710007,3607000,48.08028
2014-03-28,253.859997,258.969994,253.859997,257.790012,3178000,48.661677
2014-03-31,258.079987,261.299992,253.540001,260.640011,5067500,49.199656
2014-04-01,261.599998,266.940002,258.769989,266.380005,5828500,50.283165
2014-04-02,263.09,266.91,261.390018,265.440006,4946500,50.105726
2014-04-03,262.119999,263.989983,258.910007,259.820004,4240000,49.044868
2014-04-04,261.000004,261.84,254.619999,255.620003,4025500,48.252055
2014-04-07,255.939999,257.390022,250.610008,251.850014,3089500,47.540414
2014-04-08,252.380009,255.570011,251.609993,254.429989,3372500,48.027423
2014-04-09,254.429989,257.660007,253.859997,255.410004,3270000,48.212415
2014-04-10,252.490005,253.999996,245.009995,245.760002,5645500,46.390834
2014-04-11,244.130001,244.529991,237.380009,237.719994,7857000,44.873164
2014-04-14,234.060001,241.189995,232.399998,240.990009,4398500,45.490428
2014-04-15,241.199989,243.470001,238.699989,240.860004,3759000,45.465887
2014-04-16,242.929993,247.919998,242.089996,247.719994,3509500,46.760812
2014-04-17,246.800003,247.119999,242.30999,242.339993,3128500,45.745257
2014-04-21,243.09,243.09,240.359993,241.219997,2634500,45.533841
2014-04-22,240.919991,242.449989,235.320015,241.929989,4145500,45.667863
2014-04-23,242.709999,244.839993,241.809998,243.190002,2712000,45.905709
2014-04-24,244.060001,244.060001,240.0,240.289993,2679000,45.358289
2014-04-25,239.790001,241.830006,238.330002,240.690002,3173000,45.433797
2014-04-28,241.270008,243.640003,240.0,242.000008,2120500,45.68108
2014-04-29,243.530006,245.529995,241.359997,244.449997,2828000,46.143552
2014-04-30,244.350014,246.199989,242.880001,245.170002,2026000,46.279463
2014-05-01,244.740009,245.320015,241.739998,242.000008,2867500,45.68108
2014-05-02,242.240009,244.500008,241.550007,243.369999,1950000,45.939686
2014-05-05,242.469997,245.060005,242.199993,244.519997,1468500,46.156765
2014-05-06,243.630009,245.160007,240.740013,243.520012,2264000,45.968003
2014-05-07,244.050007,245.340004,241.399994,244.860001,2594500,46.220946
2014-05-08,241.199989,248.23,233.999996,241.369991,7675500,45.562155
2014-05-09,240.509987,241.570015,234.350014,235.66,5447500,44.48431
2014-05-12,237.240009,243.880005,236.009998,241.679993,5475500,45.620672
2014-05-13,244.090004,250.0,242.30999,248.959999,5239000,46.994881
2014-05-14,248.500004,250.550003,247.670002,247.999992,3882500,47.002461
2014-05-15,246.450005,247.029991,237.940006,239.200001,5513500,45.334633
2014-05-16,238.540001,241.499996,236.639996,240.740013,8121500,45.626506
2014-05-19,240.890007,247.729988,239.379997,246.25,4061500,46.670792
2014-05-20,246.140003,249.650002,245.919991,246.779995,3406000,46.771239
2014-05-21,247.199993,249.399986,244.860001,245.499992,3942000,46.528646
2014-05-22,245.419998,247.049999,243.059998,244.610004,3803000,46.35997
2014-05-23,244.80999,246.759987,243.320007,246.660004,2806500,46.748498
2014-05-27,246.77,249.070015,245.830002,247.339993,2874000,46.877374
2014-05-28,246.919994,248.589993,241.77,241.870003,3987500,45.840668
2014-05-29,242.320004,244.570007,239.979992,242.339993,3622000,45.929743
2014-05-30,241.119995,244.139996,240.860004,243.309994,4403000,46.113584
2014-06-02,243.320007,246.639996,243.320007,244.500008,3580000,46.339122
2014-06-03,244.389992,247.250004,243.829994,244.440002,3298500,46.32775
2014-06-04,244.350014,245.900002,243.050003,244.93,4229000,46.420617
2014-06-05,246.25,247.390003,242.999992,244.880009,2516000,46.411143
2014-06-06,246.199989,246.850014,244.500008,245.489998,2434500,46.526751
2014-06-09,245.300007,246.990013,242.639999,243.759995,2819000,46.198871
2014-06-10,243.279991,243.279991,240.489998,242.880001,2596500,46.032089
2014-06-11,241.149998,241.149998,238.390007,239.249992,3085000,45.344108
2014-06-12,238.149986,239.169998,234.960003,235.929985,3154500,44.71488
2014-06-13,235.760002,235.909996,233.380013,235.240002,2969000,44.58411
2014-06-16,235.179996,239.689999,235.0,239.419994,4368000,45.376328
2014-06-17,238.859997,241.899986,237.649994,241.550007,2268500,45.78002
2014-06-18,242.889996,244.220009,241.199989,243.880005,2682500,46.221616
2014-06-19,244.729996,246.700001,241.940002,245.990009,3479000,46.621517
2014-06-20,246.990013,247.630005,244.370003,245.990009,3683000,46.621517
2014-06-23,245.539989,246.990013,244.300003,245.529995,1648500,46.534332
2014-06-24,245.139999,245.160007,240.85001,241.030006,2562000,45.681467
2014-06-25,239.839993,243.110008,239.659996,241.730003,2270000,45.814134
2014-06-26,242.600002,242.600002,238.910007,241.479988,2136000,45.76675
2014-06-27,240.009995,240.710011,238.479996,240.270004,3029500,45.537427
2014-06-30,240.679989,243.199997,239.580002,240.529995,4273500,45.586702
2014-07-01,242.280006,244.570007,241.130009,244.090004,2922500,46.261416
2014-07-02,243.859997,245.489998,242.119999,244.650002,2516500,46.36755
2014-07-03,244.720001,245.699997,243.55999,245.419998,1533000,46.513485
2014-07-07,244.939995,245.59,241.860008,242.199993,2680500,45.90321
2014-07-08,241.800003,245.130005,239.820004,245.0,3787000,46.433884
2014-07-09,244.93,244.93,242.679996,243.139992,2170000,46.081364
2014-07-10,240.330009,241.479988,238.859997,240.460014,2349000,45.573438
2014-07-11,239.860001,240.73,238.549995,239.780006,1730500,45.444559
2014-07-14,240.529995,241.100006,239.160004,241.070004,2826500,45.689047
2014-07-15,241.590004,243.839989,241.199989,243.050003,2214000,46.064309
2014-07-16,243.82,245.389996,243.82,245.330009,2252000,46.496429
2014-07-17,243.990002,255.279999,243.75,250.85001,7626000,47.542613
2014-07-18,251.25,252.999992,249.659996,252.539997,4470500,47.86291
2014-07-21,251.289997,252.989998,250.139999,252.250004,2247000,47.807949
2014-07-22,253.220005,255.310001,252.57,253.829994,2531000,48.107398
2014-07-23,254.050007,254.239998,251.679993,252.189999,2258000,47.796576
2014-07-24,254.570007,257.290001,253.600006,254.559994,4598000,48.245752
2014-07-25,253.449993,254.330006,252.140007,252.609997,2133000,47.876177
2014-07-28,251.690006,255.079994,251.64999,254.990005,2445000,48.32725
2014-07-29,254.979992,256.359978,254.050007,255.030003,2035500,48.334831
2014-07-30,255.610008,256.679993,253.990002,254.619999,2176500,48.257124
2014-07-31,252.520008,254.399986,249.910011,250.340004,3498500,47.445954
2014-08-01,246.990013,252.960014,246.990013,252.589989,2940500,47.872385
2014-08-04,253.260002,253.470001,250.369987,252.43,3333000,47.842063
2014-08-05,250.380001,254.169998,249.34,249.669991,4289500,47.318969
2014-08-06,247.869987,253.699989,247.299995,253.070011,4784000,47.963361
2014-08-07,254.200001,254.210014,240.669994,243.810005,10106000,46.208349
2014-08-08,243.610001,246.970005,242.57,246.870003,3829500,46.788298
2014-08-11,247.950001,248.449993,245.679989,246.949997,2821500,46.803459
2014-08-12,246.949997,249.470005,246.570015,247.810001,2206500,46.966453
2014-08-13,248.179989,248.470001,245.259991,246.199989,2857500,46.661313
2014-08-14,246.070004,248.479996,245.160007,247.43,2964500,47.181894
2014-08-15,248.02,252.960014,247.810001,252.410011,4703000,48.131522
2014-08-18,254.14999,257.380009,253.439999,256.940002,3237500,48.995336
2014-08-19,258.250008,261.100006,256.079979,256.560001,4015000,48.922874
2014-08-20,256.480007,257.609978,254.300003,257.459984,1801000,49.09449
2014-08-21,258.660011,260.26001,256.149998,258.700008,2769500,49.330948
2014-08-22,258.359985,259.890022,255.990009,256.170006,1711000,48.848507
2014-08-25,256.609993,258.380013,256.010017,257.920017,1558000,49.182213
2014-08-26,258.570004,259.190006,256.989994,258.82,1640000,49.353829
2014-08-27,259.540005,260.730019,258.899994,259.679985,2296500,49.517817
2014-08-28,258.290005,260.59,256.739998,260.249996,2332000,49.626511
2014-08-29,260.19001,260.98999,256.429996,257.670021,2275000,49.134542
2014-09-02,258.980007,259.049988,255.52,256.519985,2837500,48.915244
2014-09-03,258.55999,258.890018,255.509987,255.710011,2051500,48.760791
2014-09-04,256.549988,256.549988,253.059998,254.470005,2156000,48.524337
2014-09-05,253.789997,254.160004,251.860008,253.889999,3739000,48.413737
2014-09-08,253.439999,253.850002,251.990013,253.080006,1836500,48.259281
2014-09-09,254.200001,254.34,250.330009,250.970001,3383000,47.856929
2014-09-10,251.160011,251.739998,248.210011,251.499996,3606500,47.957993
2014-09-11,249.570007,252.339993,248.619995,250.769997,1855500,47.818791
2014-09-12,250.509987,251.789989,249.210014,250.639992,2155500,47.794
2014-09-15,250.499992,252.439995,250.060005,252.039986,2948000,48.060962
2014-09-16,251.499996,255.499992,251.240005,254.460011,2523500,48.522432
2014-09-17,254.820004,257.970009,254.500008,256.310005,3059500,48.875203
2014-09-18,257.730007,260.249996,256.70002,259.709988,2781000,49.523538
2014-09-19,261.019993,262.510014,258.380013,258.380013,5362000,49.269928
2014-09-22,258.220005,258.769989,254.759998,255.779991,3632500,48.774136
2014-09-23,267.250004,275.140018,260.32999,269.370003,17822000,51.365586
2014-09-24,267.859993,274.799995,266.18,272.329979,6451000,51.930017
2014-09-25,271.980019,273.549995,269.320011,271.049995,3924000,51.68594
2014-09-26,270.750008,280.079994,269.859982,277.859993,4967500,52.984524
2014-09-29,275.750008,280.340004,273.999996,278.619995,6573000,53.129447
2014-09-30,278.230019,279.820004,276.000004,279.220009,5656000,53.243862
2014-10-01,279.160004,281.950016,269.239998,269.249992,6556500,51.342701
2014-10-02,267.359982,276.390018,263.82,275.959988,5590500,52.622216
2014-10-03,276.779995,278.999996,274.910011,275.019989,3864500,52.44297
2014-10-06,276.609993,276.609993,271.329994,273.109989,3098000,52.078756
2014-10-07,272.5,290.290012,272.5,282.76001,7929000,53.918898
2014-10-08,282.679996,283.029995,270.279999,280.279999,6463500,53.44599
2014-10-09,281.209984,281.209984,268.890018,271.049995,5076500,51.68594
2014-10-10,269.679985,272.200012,262.989998,266.109982,4742500,50.743939
2014-10-13,265.970001,267.57,252.299995,252.820015,4321500,48.209704
2014-10-14,251.550007,253.869991,243.810005,252.639999,5607000,48.175378
2014-10-15,250.0,256.57999,239.460011,254.27,7247000,48.486199
2014-10-16,249.169998,257.230015,247.299995,253.850002,4664000,48.40611
2014-10-17,247.010002,252.719994,243.479996,244.960003,11429000,46.710896
2014-10-20,245.629997,249.699993,244.109993,248.299999,3726500,47.347792
2014-10-21,250.480003,253.789997,248.549995,252.910004,3710000,48.226864
2014-10-22,253.449993,258.29998,253.02,254.529991,4627000,48.535776
2014-10-23,258.760014,267.709999,254.570007,255.699997,3069000,48.758882
2014-10-24,256.970005,261.380005,255.300007,260.410004,3128500,49.657023
2014-10-27,258.059998,258.059998,253.09,255.020008,3724500,48.629216
2014-10-28,256.599998,260.66,256.299992,260.340004,3067500,49.643675
2014-10-29,260.510006,261.64999,254.619999,257.390022,4776500,49.081149
2014-10-30,255.389996,261.170006,254.580002,259.239998,3105000,49.433917
2014-10-31,262.519989,265.179996,257.200012,260.0,4045500,49.57884
2014-11-03,261.25,261.720009,255.020008,256.100006,3802500,48.835159
2014-11-04,255.0,256.769981,251.450005,252.469997,4622000,48.14296
2014-11-05,253.710003,257.69001,251.970005,253.630009,5831000,48.36416
2014-11-06,242.539997,256.160011,241.030006,251.520004,6183000,47.961808
2014-11-07,252.539997,255.499992,249.669991,250.919991,3812500,47.847393
2014-11-10,251.98,256.230011,248.09,254.399986,5035000,48.510986
2014-11-11,254.399986,268.790016,254.399986,266.809998,6256000,50.877424
2014-11-12,265.200005,267.660007,263.439999,266.380005,3353000,51.082615
2014-11-13,265.709991,268.700008,265.620003,267.119999,2950500,51.224521
2014-11-14,266.989994,268.950005,263.869991,266.109982,3101500,51.030834
2014-11-17,265.85001,271.950016,265.779991,270.010014,2812500,51.778727
2014-11-18,270.559998,273.359985,267.890015,269.689999,3126500,51.717359
2014-11-19,275.340004,278.640022,270.07,272.029991,3425500,52.16609
2014-11-20,272.450008,274.799995,270.380001,273.070011,2701000,52.365531
2014-11-21,277.820015,280.279999,275.060005,278.380013,4875500,53.383808
2014-11-24,278.200016,278.839989,275.429993,277.130013,3275000,53.144101
2014-11-25,276.350002,278.09,272.560005,272.560005,4077000,52.267729
2014-11-26,272.200012,273.29998,266.499996,271.640015,2916000,52.091306
2014-11-28,269.839993,271.410007,267.070007,268.149986,2723500,51.422037
2014-12-01,267.719994,270.98999,264.679985,267.109985,3268500,51.222601
2014-12-02,266.679993,270.929985,265.019989,268.220005,2671500,51.435465
2014-12-03,268.170013,273.989983,267.57,269.989986,3803500,51.774887
2014-12-04,268.999996,271.829987,267.130013,269.959984,2744500,51.769133
2014-12-05,271.149998,271.970005,267.530003,268.329983,2442500,51.456555
2014-12-08,266.239986,267.040005,261.730003,263.950005,3365000,50.616624
2014-12-09,259.049988,261.44001,255.359993,260.709991,4742000,49.9953
2014-12-10,259.880009,259.920006,252.019997,252.460003,4438500,48.413233
2014-12-11,252.460003,254.109993,250.200005,251.919994,4560000,48.309678
2014-12-12,251.289997,252.439995,247.89999,248.800011,3168500,47.711371
2014-12-15,249.109993,253.009987,246.420002,247.989998,4260000,47.556038
2014-12-16,245.009995,252.059994,244.80999,248.869991,4818000,47.724791
2014-12-17,250.710011,257.299995,248.929996,256.760006,3574000,49.237827
2014-12-18,260.299988,260.950012,255.179996,259.359989,2969500,49.736415
2014-12-19,263.600006,267.450008,260.019989,265.950012,4308000,51.000157
2014-12-22,267.609978,270.970001,264.890022,270.470009,2779000,51.866939
2014-12-23,272.880001,279.399986,271.779995,278.649998,4757000,53.435582
2014-12-24,278.670006,278.670006,274.519997,275.489998,2348500,52.829602
2014-12-26,276.489983,278.059998,273.320007,274.609985,2241000,52.660845
2014-12-29,274.609985,276.829987,272.010002,272.89999,2523500,52.332926
