Date,Open_ORLY,High_ORLY,Low_ORLY,Close_ORLY,Volume_ORLY,AdjClose_ORLY
2013-07-26,122.800003,123.949997,122.18,123.059998,706100,123.059998
2013-07-29,123.389999,123.690002,122.639999,123.57,378800,123.57
2013-07-30,123.230003,124.720001,123.230003,124.559998,576200,124.559998
2013-07-31,124.970001,126.139999,124.559998,125.300003,740700,125.300003
2013-08-01,126.230003,128.240005,126.089996,128.089996,763900,128.089996
2013-08-02,127.449997,128.009995,126.669998,127.809998,625700,127.809998
2013-08-05,127.5,128.449997,127.199997,128.199997,577400,128.199997
2013-08-06,127.610001,128.289993,126.400002,127.199997,730300,127.199997
2013-08-07,127.150002,127.199997,124.849998,125.449997,550000,125.449997
2013-08-08,125.910004,126.199997,123.580002,125.610001,894900,125.610001
2013-08-09,122.059998,126.050003,122.059998,125.75,342100,125.75
2013-08-12,125.279999,127.239998,125.07,126.959999,669800,126.959999
2013-08-13,127.360001,127.75,126.339996,127.540001,435000,127.540001
2013-08-14,127.470001,127.709999,126.18,126.389999,451700,126.389999
2013-08-15,125.660004,126.139999,123.120003,123.18,434100,123.18
2013-08-16,122.830002,124.110001,122.800003,123.139999,578300,123.139999
2013-08-19,122.900002,123.860001,121.940002,121.959999,699000,121.959999
2013-08-20,122.260002,123.690002,122.260002,123.589996,563700,123.589996
2013-08-21,123.080002,123.639999,121.57,122.18,347000,122.18
2013-08-22,122.580002,123.620003,121.510002,122.330002,431000,122.330002
2013-08-23,123.0,123.699997,122.0,123.660004,334200,123.660004
2013-08-26,123.339996,124.480003,123.279999,123.940002,393800,123.940002
2013-08-27,122.830002,123.410004,121.910004,122.019997,444600,122.019997
2013-08-28,121.790001,122.620003,121.410004,121.970001,479500,121.970001
2013-08-29,121.720001,123.529999,121.440002,123.07,428600,123.07
2013-08-30,123.400002,123.889999,121.5,122.709999,677000,122.709999
2013-09-03,123.970001,124.739998,122.25,122.949997,455600,122.949997
2013-09-04,122.900002,124.339996,121.610001,123.800003,562200,123.800003
2013-09-05,123.669998,124.480003,123.050003,123.5,323700,123.5
2013-09-06,124.300003,124.300003,122.059998,122.349998,430300,122.349998
2013-09-09,122.360001,124.040001,122.360001,123.760002,370400,123.760002
2013-09-10,124.620003,126.300003,124.050003,125.339996,581500,125.339996
2013-09-11,125.589996,126.709999,125.330002,126.220001,509500,126.220001
2013-09-12,125.580002,126.290001,125.019997,125.75,490800,125.75
2013-09-13,125.559998,126.029999,124.540001,125.830002,443200,125.830002
2013-09-16,127.040001,127.25,124.860001,125.18,455100,125.18
2013-09-17,124.389999,126.010002,124.389999,125.379997,515800,125.379997
2013-09-18,125.279999,127.150002,124.839996,126.949997,608600,126.949997
2013-09-19,127.080002,127.5,126.099998,126.639999,697100,126.639999
2013-09-20,126.93,127.709999,124.980003,125.739998,1308500,125.739998
2013-09-23,125.010002,125.489998,123.900002,124.839996,566900,124.839996
2013-09-24,125.260002,125.260002,123.620003,124.099998,738300,124.099998
2013-09-25,124.360001,125.779999,123.870003,125.029999,828000,125.029999
2013-09-26,125.629997,126.370003,124.779999,125.860001,463700,125.860001
2013-09-27,124.839996,126.849998,124.650002,126.699997,487300,126.699997
2013-09-30,126.150002,127.970001,125.370003,127.589996,1096300,127.589996
2013-10-01,127.300003,128.449997,127.0,127.599998,568200,127.599998
2013-10-02,127.089996,127.230003,125.690002,127.110001,485700,127.110001
2013-10-03,126.620003,127.400002,125.220001,125.610001,370900,125.610001
2013-10-04,125.440002,127.139999,125.129997,127.040001,379500,127.040001
2013-10-07,125.949997,127.440002,125.32,126.879997,624800,126.879997
2013-10-08,126.889999,127.68,124.889999,124.989998,708200,124.989998
2013-10-09,124.93,125.209999,122.660004,123.0,681500,123.0
2013-10-10,123.800003,126.150002,123.120003,125.940002,666400,125.940002
2013-10-11,126.07,128.210007,126.0,128.190002,961100,128.190002
2013-10-14,127.5,129.240005,127.230003,129.110001,382400,129.110001
2013-10-15,129.490005,129.979996,128.399994,129.080002,627700,129.080002
2013-10-16,131.100006,132.539993,130.429993,132.169998,1161400,132.169998
2013-10-17,132.080002,135.619995,131.619995,135.190002,1052400,135.190002
2013-10-18,135.559998,135.559998,132.949997,133.929993,1008500,133.929993
2013-10-21,131.199997,134.779999,131.199997,134.710007,662000,134.710007
2013-10-22,135.149994,135.350006,133.460007,133.770004,548700,133.770004
2013-10-23,133.279999,134.559998,131.899994,134.309998,1192400,134.309998
2013-10-24,125.800003,127.199997,122.75,125.080002,3329900,125.080002
2013-10-25,126.970001,126.970001,124.440002,125.860001,1246400,125.860001
2013-10-28,125.739998,126.389999,123.519997,123.709999,851500,123.709999
2013-10-29,124.0,124.650002,123.389999,124.059998,1013100,124.059998
2013-10-30,123.910004,124.660004,123.510002,123.970001,1034800,123.970001
2013-10-31,124.169998,124.800003,123.510002,123.809998,709200,123.809998
2013-11-01,124.809998,124.860001,123.57,124.209999,566000,124.209999
2013-11-04,124.279999,125.669998,123.889999,124.239998,534100,124.239998
2013-11-05,123.980003,125.309998,123.529999,124.260002,607100,124.260002
2013-11-06,124.370003,124.889999,123.589996,124.25,418900,124.25
2013-11-07,124.93,124.93,123.0,123.099998,672900,123.099998
2013-11-08,123.309998,123.919998,122.419998,123.519997,659900,123.519997
2013-11-11,123.739998,124.739998,123.269997,124.199997,389700,124.199997
2013-11-12,123.75,125.099998,123.540001,124.040001,773600,124.040001
2013-11-13,123.709999,125.290001,123.540001,125.199997,538200,125.199997
2013-11-14,125.5,125.889999,124.269997,125.620003,454000,125.620003
2013-11-15,125.550003,126.220001,125.080002,126.220001,579800,126.220001
2013-11-18,125.959999,126.220001,123.900002,124.480003,610400,124.480003
2013-11-19,124.459999,125.32,123.82,123.900002,388300,123.900002
2013-11-20,123.769997,124.589996,123.029999,124.279999,492700,124.279999
2013-11-21,125.040001,126.040001,124.510002,125.089996,513400,125.089996
2013-11-22,124.709999,125.910004,124.279999,125.739998,771500,125.739998
2013-11-25,125.879997,126.400002,124.93,125.279999,444500,125.279999
2013-11-26,125.129997,125.279999,124.25,124.510002,800400,124.510002
2013-11-27,124.510002,124.900002,123.93,124.800003,856000,124.800003
2013-11-29,124.870003,125.580002,124.730003,124.959999,222900,124.959999
2013-12-02,124.300003,125.300003,124.169998,124.57,468200,124.57
2013-12-03,123.779999,124.800003,123.779999,124.360001,539500,124.360001
2013-12-04,123.610001,124.5,120.339996,121.080002,2158700,121.080002
2013-12-05,121.059998,122.190002,120.919998,120.959999,1102000,120.959999
2013-12-06,122.279999,125.080002,121.699997,125.0,1190500,125.0
2013-12-09,125.0,125.220001,123.239998,123.860001,1044900,123.860001
2013-12-10,123.330002,125.82,123.330002,125.019997,877400,125.019997
2013-12-11,125.339996,126.110001,124.690002,124.860001,897800,124.860001
2013-12-12,124.669998,127.970001,124.419998,124.919998,798700,124.919998
2013-12-13,125.519997,126.660004,124.989998,126.470001,732000,126.470001
2013-12-16,126.889999,128.100006,126.709999,127.940002,708900,127.940002
2013-12-17,127.910004,128.259995,127.290001,127.339996,634600,127.339996
2013-12-18,127.5,129.630005,126.68,129.529999,635200,129.529999
2013-12-19,129.529999,129.820007,128.190002,129.139999,457700,129.139999
2013-12-20,129.649994,129.820007,128.570007,128.759995,1049600,128.759995
2013-12-23,128.970001,129.460007,127.339996,128.25,650400,128.25
2013-12-24,128.610001,129.589996,128.25,129.210007,155800,129.210007
2013-12-26,129.350006,129.809998,128.149994,129.639999,290800,129.639999
2013-12-27,129.940002,129.990005,128.429993,128.869995,232400,128.869995
2013-12-30,129.110001,129.110001,127.610001,128.460007,337300,128.460007
2013-12-31,128.630005,129.369995,128.119995,128.710007,330400,128.710007
2014-01-02,128.419998,129.639999,128.199997,128.759995,537600,128.759995
2014-01-03,128.660004,129.970001,128.479996,129.039993,472900,129.039993
2014-01-06,129.5,130.690002,129.029999,129.520004,779000,129.520004
2014-01-07,129.889999,133.119995,129.75,133.009995,1007100,133.009995
2014-01-08,132.759995,133.330002,131.529999,132.580002,1055100,132.580002
2014-01-09,133.220001,133.820007,132.320007,132.490005,606200,132.490005
2014-01-10,132.820007,133.240005,132.309998,132.990005,430700,132.990005
2014-01-13,132.919998,133.970001,130.0,130.220001,685400,130.220001
2014-01-14,130.690002,133.020004,130.059998,132.600006,685000,132.600006
2014-01-15,132.490005,133.699997,132.419998,133.139999,444800,133.139999
2014-01-16,133.0,133.75,132.039993,133.720001,391300,133.720001
2014-01-17,133.440002,135.539993,133.229996,135.479996,830200,135.479996
2014-01-21,135.889999,136.440002,134.960007,135.990005,715500,135.990005
2014-01-22,136.160004,137.279999,135.25,136.020004,581100,136.020004
2014-01-23,135.020004,136.149994,133.600006,134.350006,588500,134.350006
2014-01-24,133.990005,134.419998,132.479996,132.559998,727900,132.559998
2014-01-27,132.960007,134.259995,131.979996,133.059998,859100,133.059998
2014-01-28,133.0,133.970001,131.610001,132.059998,781800,132.059998
2014-01-29,131.449997,131.740005,130.229996,130.300003,1058500,130.300003
2014-01-30,131.179993,132.339996,130.050003,132.289993,557600,132.289993
2014-01-31,130.919998,131.860001,129.779999,130.979996,762500,130.979996
2014-02-03,133.389999,134.110001,129.720001,131.0,1273900,131.0
2014-02-04,132.470001,134.740005,131.690002,134.490005,1817600,134.490005
2014-02-05,132.860001,134.970001,131.839996,134.559998,1394000,134.559998
2014-02-06,142.320007,149.990005,141.929993,146.720001,2707500,146.720001
2014-02-07,146.910004,149.369995,146.029999,149.199997,1124300,149.199997
2014-02-10,149.130005,149.479996,147.160004,148.190002,824900,148.190002
2014-02-11,147.089996,151.5,147.009995,150.550003,1584500,150.550003
2014-02-12,151.0,151.850006,150.350006,151.330002,842800,151.330002
2014-02-13,150.679993,152.869995,150.300003,152.820007,898300,152.820007
2014-02-14,152.389999,155.160004,151.479996,154.809998,1001100,154.809998
2014-02-18,155.940002,155.940002,153.720001,154.759995,664300,154.759995
2014-02-19,154.25,155.050003,153.100006,153.210007,660100,153.210007
2014-02-20,154.479996,154.979996,153.179993,154.259995,489400,154.259995
2014-02-21,154.309998,154.5,153.009995,153.789993,571800,153.789993
2014-02-24,154.410004,155.389999,153.020004,153.869995,764100,153.869995
2014-02-25,153.610001,155.059998,152.860001,153.339996,515100,153.339996
2014-02-26,154.089996,154.669998,150.539993,151.429993,1049900,151.429993
2014-02-27,152.0,152.289993,149.550003,150.5,857900,150.5
2014-02-28,150.970001,151.880005,149.770004,150.850006,734500,150.850006
2014-03-03,150.130005,152.169998,150.0,151.130005,667800,151.130005
2014-03-04,151.039993,153.050003,149.559998,151.389999,981900,151.389999
2014-03-05,150.649994,151.479996,149.220001,150.479996,545700,150.479996
2014-03-06,150.75,150.75,149.410004,149.75,471400,149.75
2014-03-07,150.520004,151.190002,149.570007,150.470001,471900,150.470001
2014-03-10,150.630005,151.479996,149.839996,150.869995,356000,150.869995
2014-03-11,150.679993,151.369995,149.270004,149.550003,325100,149.550003
2014-03-12,149.270004,149.729996,148.339996,149.199997,474300,149.199997
2014-03-13,150.070007,150.070007,146.419998,146.679993,474400,146.679993
2014-03-14,145.970001,148.350006,145.949997,147.779999,702500,147.779999
2014-03-17,148.660004,149.320007,148.029999,148.440002,572100,148.440002
2014-03-18,148.179993,148.820007,147.279999,148.470001,401700,148.470001
2014-03-19,148.369995,148.410004,145.899994,147.220001,503100,147.220001
2014-03-20,146.25,147.289993,145.559998,146.720001,473300,146.720001
2014-03-21,148.259995,150.880005,146.820007,148.899994,1157700,148.899994
2014-03-24,148.639999,149.179993,145.619995,146.809998,542000,146.809998
2014-03-25,147.059998,148.229996,146.160004,146.720001,468500,146.720001
2014-03-26,146.889999,148.419998,146.669998,146.789993,808500,146.789993
2014-03-27,146.690002,147.470001,145.130005,145.679993,446900,145.679993
2014-03-28,146.360001,148.800003,145.649994,147.929993,673600,147.929993
2014-03-31,148.410004,149.0,147.410004,148.389999,607900,148.389999
2014-04-01,148.479996,151.259995,148.479996,149.350006,977500,149.350006
2014-04-02,149.089996,150.259995,148.360001,149.389999,430300,149.389999
2014-04-03,149.419998,150.199997,147.649994,148.529999,428300,148.529999
2014-04-04,149.050003,149.279999,144.360001,145.0,638500,145.0
2014-04-07,144.649994,144.820007,142.169998,143.029999,870700,143.029999
2014-04-08,143.029999,144.630005,142.100006,144.149994,588600,144.149994
2014-04-09,144.610001,145.220001,143.5,144.960007,531700,144.960007
2014-04-10,145.070007,145.789993,142.429993,142.440002,737600,142.440002
2014-04-11,141.389999,143.550003,141.080002,141.929993,963100,141.929993
2014-04-14,143.070007,143.539993,141.5,143.0,594400,143.0
2014-04-15,143.470001,144.369995,141.119995,142.850006,577600,142.850006
2014-04-16,143.429993,144.720001,141.740005,144.539993,617700,144.539993
2014-04-17,145.179993,147.970001,144.639999,146.440002,898900,146.440002
2014-04-21,146.929993,148.220001,146.199997,147.960007,697600,147.960007
2014-04-22,147.520004,149.449997,147.369995,147.949997,657000,147.949997
2014-04-23,148.350006,149.259995,147.229996,148.119995,804400,148.119995
2014-04-24,145.649994,147.889999,143.25,147.690002,1626000,147.690002
2014-04-25,147.509995,148.25,145.479996,147.679993,710200,147.679993
2014-04-28,148.190002,149.0,146.660004,148.479996,896500,148.479996
2014-04-29,149.029999,150.699997,148.179993,149.979996,889400,149.979996
2014-04-30,149.559998,150.270004,147.960007,148.789993,773900,148.789993
2014-05-01,148.990005,150.070007,147.699997,147.910004,537700,147.910004
2014-05-02,149.110001,150.910004,147.919998,148.919998,693700,148.919998
2014-05-05,147.910004,148.970001,147.369995,147.669998,504600,147.669998
2014-05-06,147.380005,147.979996,146.559998,147.050003,666900,147.050003
2014-05-07,147.25,147.820007,145.270004,146.050003,552900,146.050003
2014-05-08,146.050003,147.770004,145.240005,146.559998,794500,146.559998
2014-05-09,146.970001,148.630005,145.880005,148.610001,627900,148.610001
2014-05-12,148.610001,151.149994,148.190002,150.619995,716000,150.619995
2014-05-13,150.669998,151.199997,148.190002,149.059998,572400,149.059998
2014-05-14,148.5,149.270004,147.240005,147.770004,435800,147.770004
2014-05-15,147.759995,148.369995,144.380005,146.110001,563900,146.110001
2014-05-16,145.850006,146.610001,145.220001,146.339996,402100,146.339996
2014-05-19,145.740005,147.410004,145.740005,146.679993,367100,146.679993
2014-05-20,146.339996,146.979996,145.110001,145.710007,504800,145.710007
2014-05-21,146.320007,146.899994,145.169998,146.460007,422700,146.460007
2014-05-22,146.779999,149.009995,146.0,148.119995,482900,148.119995
2014-05-23,148.460007,149.289993,148.029999,148.639999,444100,148.639999
2014-05-27,149.039993,149.309998,146.800003,146.929993,523900,146.929993
2014-05-28,146.979996,147.589996,145.619995,146.690002,610900,146.690002
2014-05-29,146.360001,147.179993,146.039993,146.520004,669000,146.520004
2014-05-30,146.949997,148.419998,146.520004,147.949997,930000,147.949997
2014-06-02,148.429993,149.580002,147.949997,148.860001,407900,148.860001
2014-06-03,148.009995,149.800003,148.009995,148.490005,400600,148.490005
2014-06-04,148.039993,150.919998,147.940002,150.850006,383500,150.850006
2014-06-05,150.910004,152.050003,149.899994,151.449997,483700,151.449997
2014-06-06,152.029999,153.589996,151.619995,153.369995,565900,153.369995
2014-06-09,153.830002,154.210007,151.979996,152.360001,376400,152.360001
2014-06-10,151.679993,152.149994,150.330002,151.839996,393300,151.839996
2014-06-11,151.880005,152.360001,150.570007,151.020004,338500,151.020004
2014-06-12,150.059998,150.960007,148.240005,148.75,406800,148.75
2014-06-13,149.070007,149.639999,148.009995,149.539993,341100,149.539993
2014-06-16,148.869995,150.300003,148.259995,148.600006,490900,148.600006
2014-06-17,147.940002,149.399994,147.210007,148.779999,366700,148.779999
2014-06-18,150.020004,151.5,149.869995,151.130005,834400,151.130005
2014-06-19,151.509995,152.009995,150.139999,150.570007,377900,150.570007
2014-06-20,151.479996,151.889999,150.009995,150.990005,1206200,150.990005
2014-06-23,150.649994,151.039993,149.5,149.820007,532100,149.820007
2014-06-24,151.050003,151.169998,149.039993,149.160004,585800,149.160004
2014-06-25,148.470001,149.960007,147.710007,149.240005,481700,149.240005
2014-06-26,149.070007,149.559998,148.440002,149.309998,427500,149.309998
2014-06-27,148.919998,150.229996,148.899994,149.759995,690800,149.759995
2014-06-30,149.389999,150.619995,149.289993,150.600006,689800,150.600006
2014-07-01,150.029999,152.089996,150.009995,151.509995,489400,151.509995
2014-07-02,151.059998,151.979996,150.179993,151.899994,369000,151.899994
2014-07-03,152.070007,153.110001,151.710007,152.949997,274900,152.949997
2014-07-07,152.690002,153.399994,152.169998,152.5,294400,152.5
2014-07-08,152.389999,153.160004,152.009995,152.070007,580600,152.070007
2014-07-09,152.5,155.800003,152.089996,155.649994,644300,155.649994
2014-07-10,153.820007,154.809998,153.320007,153.589996,565200,153.589996
2014-07-11,153.729996,154.210007,151.960007,154.100006,449300,154.100006
2014-07-14,154.910004,156.369995,154.160004,155.889999,601700,155.889999
2014-07-15,155.619995,155.919998,153.820007,154.25,515300,154.25
2014-07-16,154.509995,154.850006,153.119995,153.919998,713600,153.919998
2014-07-17,153.059998,154.639999,151.889999,152.059998,612600,152.059998
2014-07-18,151.679993,152.940002,150.429993,152.830002,731600,152.830002
2014-07-21,151.809998,152.869995,150.169998,150.199997,869500,150.199997
2014-07-22,149.970001,150.699997,145.779999,145.880005,1665900,145.880005
2014-07-23,145.949997,147.009995,145.509995,146.610001,1064100,146.610001
2014-07-24,153.270004,154.0,150.240005,151.770004,1654000,151.770004
2014-07-25,151.169998,152.490005,151.169998,151.740005,911400,151.740005
2014-07-28,151.720001,152.259995,151.059998,151.580002,429400,151.580002
2014-07-29,151.649994,152.050003,150.210007,150.259995,650100,150.259995
2014-07-30,150.880005,152.570007,150.460007,152.449997,675200,152.449997
2014-07-31,151.160004,152.389999,149.779999,150.0,1155400,150.0
2014-08-01,150.179993,152.080002,149.820007,150.089996,645500,150.089996
2014-08-04,150.020004,151.699997,149.839996,150.830002,782900,150.830002
2014-08-05,149.589996,151.300003,149.589996,150.009995,1065000,150.009995
2014-08-06,149.759995,150.970001,149.679993,150.080002,734200,150.080002
2014-08-07,151.050003,151.050003,148.740005,148.860001,404900,148.860001
2014-08-08,149.539993,152.720001,149.369995,152.660004,677600,152.660004
2014-08-11,152.729996,153.619995,152.5,153.100006,595700,153.100006
2014-08-12,152.690002,153.199997,150.869995,152.009995,401000,152.009995
2014-08-13,152.539993,152.539993,150.449997,151.020004,543100,151.020004
2014-08-14,151.889999,153.970001,151.559998,153.919998,813300,153.919998
2014-08-15,155.0,155.0,151.369995,151.940002,689400,151.940002
2014-08-18,154.869995,154.869995,152.259995,153.889999,463600,153.889999
2014-08-19,153.889999,154.720001,153.610001,153.910004,402000,153.910004
2014-08-20,153.389999,155.339996,153.339996,155.119995,452700,155.119995
2014-08-21,154.649994,156.210007,153.820007,154.470001,507800,154.470001
2014-08-22,154.929993,155.929993,154.25,155.419998,439300,155.419998
2014-08-25,156.460007,157.110001,155.479996,156.960007,480900,156.960007
2014-08-26,156.690002,156.770004,154.839996,154.940002,439400,154.940002
2014-08-27,154.509995,155.779999,154.509995,155.300003,336100,155.300003
2014-08-28,155.600006,156.869995,154.210007,156.460007,352200,156.460007
2014-08-29,157.179993,157.179993,154.970001,155.979996,455100,155.979996
2014-09-02,156.649994,158.070007,156.449997,156.600006,411800,156.600006
2014-09-03,156.929993,157.639999,156.610001,157.149994,380200,157.149994
2014-09-04,157.089996,158.369995,157.089996,157.429993,477600,157.429993
2014-09-05,156.850006,158.600006,156.289993,158.550003,402300,158.550003
2014-09-08,157.910004,158.630005,157.360001,158.240005,567600,158.240005
2014-09-09,157.479996,158.139999,156.259995,156.449997,592700,156.449997
2014-09-10,156.339996,156.860001,155.649994,156.179993,488200,156.179993
2014-09-11,155.759995,155.800003,153.699997,154.789993,648800,154.789993
2014-09-12,154.789993,155.229996,153.710007,154.229996,437900,154.229996
2014-09-15,154.039993,154.610001,153.679993,153.880005,313500,153.880005
2014-09-16,153.600006,155.509995,153.520004,155.020004,678500,155.020004
2014-09-17,154.759995,155.399994,153.740005,154.679993,432400,154.679993
2014-09-18,154.970001,155.509995,153.619995,155.179993,555200,155.179993
2014-09-19,155.960007,155.960007,151.470001,153.830002,1353000,153.830002
2014-09-22,153.25,153.630005,151.220001,151.720001,592100,151.720001
2014-09-23,150.949997,152.229996,150.570007,150.839996,563300,150.839996
2014-09-24,151.020004,152.309998,150.710007,151.619995,598500,151.619995
2014-09-25,151.020004,151.720001,149.509995,149.570007,553500,149.570007
2014-09-26,149.570007,151.839996,149.570007,151.339996,447200,151.339996
2014-09-29,150.429993,152.580002,149.839996,151.809998,536100,151.809998
2014-09-30,151.559998,152.029999,150.210007,150.360001,947200,150.360001
2014-10-01,149.970001,150.919998,149.279999,149.440002,657300,149.440002
2014-10-02,149.470001,151.479996,149.470001,150.949997,533500,150.949997
2014-10-03,151.460007,153.699997,151.210007,153.220001,415800,153.220001
2014-10-06,153.210007,154.399994,152.289993,152.630005,361700,152.630005
2014-10-07,151.639999,152.779999,151.130005,151.309998,457800,151.309998
2014-10-08,151.660004,153.479996,150.830002,153.089996,712500,153.089996
2014-10-09,153.110001,153.850006,150.059998,150.059998,780600,150.059998
2014-10-10,149.850006,152.089996,149.830002,151.550003,861400,151.550003
2014-10-13,151.309998,151.789993,148.5,148.529999,780000,148.529999
2014-10-14,149.779999,150.169998,148.850006,149.0,684900,149.0
2014-10-15,147.169998,150.490005,146.220001,149.619995,1389100,149.619995
2014-10-16,147.830002,151.300003,146.820007,149.460007,913300,149.460007
2014-10-17,150.270004,152.740005,149.399994,152.089996,858200,152.089996
2014-10-20,152.270004,155.229996,151.869995,154.960007,960500,154.960007
2014-10-21,156.300003,159.199997,155.509995,158.899994,917200,158.899994
2014-10-22,158.949997,160.779999,157.179993,157.360001,1171300,157.360001
2014-10-23,165.0,169.130005,163.720001,167.440002,1886900,167.440002
2014-10-24,167.729996,170.889999,166.880005,170.479996,1066800,170.479996
2014-10-27,170.690002,172.0,170.009995,171.300003,803000,171.300003
2014-10-28,171.589996,173.339996,171.509995,173.330002,855500,173.330002
2014-10-29,173.820007,174.139999,172.649994,174.059998,712100,174.059998
2014-10-30,173.160004,175.800003,172.770004,174.899994,587300,174.899994
2014-10-31,177.0,177.0,175.0,175.880005,883600,175.880005
2014-11-03,175.649994,176.460007,175.369995,175.860001,2862700,175.860001
2014-11-04,175.169998,178.119995,175.009995,177.110001,871600,177.110001
2014-11-05,178.410004,178.820007,176.809998,177.460007,671700,177.460007
2014-11-06,176.679993,180.0,175.630005,179.610001,749400,179.610001
2014-11-07,179.949997,179.970001,178.289993,179.0,528800,179.0
2014-11-10,178.520004,180.110001,177.880005,180.089996,705500,180.089996
2014-11-11,179.889999,180.179993,179.020004,179.330002,483400,179.330002
2014-11-12,179.330002,180.350006,178.5,180.009995,521500,180.009995
2014-11-13,180.399994,181.919998,179.910004,181.630005,550700,181.630005
2014-11-14,181.75,181.75,178.740005,179.880005,613400,179.880005
2014-11-17,178.800003,179.630005,176.710007,177.300003,694500,177.300003
2014-11-18,177.179993,178.979996,177.179993,178.570007,421600,178.570007
2014-11-19,179.210007,179.320007,177.529999,178.190002,388200,178.190002
2014-11-20,177.309998,179.279999,177.309998,178.710007,407400,178.710007
2014-11-21,181.050003,181.050003,178.720001,179.039993,457500,179.039993
2014-11-24,179.830002,180.5,178.220001,180.460007,679900,180.460007
2014-11-25,181.0,182.119995,178.820007,178.949997,1040400,178.949997
2014-11-26,179.350006,180.470001,178.759995,180.320007,414600,180.320007
2014-11-28,181.559998,183.630005,180.740005,182.740005,392700,182.740005
2014-12-01,182.720001,183.25,180.690002,181.520004,574000,181.520004
2014-12-02,181.529999,184.050003,181.300003,183.960007,458300,183.960007
2014-12-03,184.350006,188.880005,184.199997,188.669998,1114000,188.669998
2014-12-04,188.860001,189.729996,187.039993,188.929993,672400,188.929993
2014-12-05,188.720001,189.399994,186.639999,187.940002,614100,187.940002
2014-12-08,186.880005,188.330002,185.839996,186.580002,461800,186.580002
2014-12-09,192.850006,192.940002,188.960007,192.539993,1020900,192.539993
2014-12-10,191.970001,192.869995,190.179993,190.830002,769700,190.830002
2014-12-11,191.020004,193.929993,190.860001,191.869995,657300,191.869995
2014-12-12,189.949997,194.080002,189.949997,191.990005,755700,191.990005
2014-12-15,192.809998,193.740005,190.300003,192.210007,683300,192.210007
2014-12-16,192.990005,193.429993,190.119995,190.169998,605100,190.169998
2014-12-17,190.309998,192.479996,188.360001,192.199997,592600,192.199997
2014-12-18,194.190002,194.729996,191.020004,193.580002,951100,193.580002
2014-12-19,193.300003,194.529999,191.949997,193.139999,1852900,193.139999
2014-12-22,192.960007,195.279999,192.0,194.960007,471900,194.960007
2014-12-23,196.0,196.800003,194.860001,195.059998,551100,195.059998
2014-12-24,195.869995,196.229996,193.899994,193.949997,231700,193.949997
2014-12-26,193.979996,195.839996,193.520004,193.990005,261500,193.990005
2014-12-29,193.949997,195.639999,192.889999,195.479996,415100,195.479996
2014-12-30,194.679993,195.729996,193.839996,194.149994,328500,194.149994
2014-12-31,195.0,196.0,192.539993,192.619995,587100,192.619995
2015-01-02,192.860001,195.029999,190.710007,192.110001,837800,192.110001
2015-01-05,191.509995,192.380005,188.539993,188.720001,970800,188.720001
2015-01-06,189.729996,189.919998,186.570007,188.080002,898300,188.080002
2015-01-07,189.169998,190.899994,187.979996,189.789993,939700,189.789993
2015-01-08,191.270004,194.369995,190.509995,193.240005,1285600,193.240005
2015-01-09,191.039993,191.990005,187.619995,187.809998,1379400,187.809998
2015-01-12,186.940002,187.610001,184.410004,185.580002,1057600,185.580002
2015-01-13,184.160004,186.589996,181.0,182.75,1154400,182.75
