Date,Open_CLX,High_CLX,Low_CLX,Close_CLX,Volume_CLX,AdjClose_CLX
2013-06-14,85.169998,85.639999,84.949997,85.389999,461700,78.301703
2013-06-17,85.769997,86.610001,85.599998,86.139999,663600,78.989445
2013-06-18,86.110001,86.150002,85.639999,85.849998,692200,78.723517
2013-06-19,85.790001,85.900002,84.050003,84.110001,890100,77.127958
2013-06-20,83.540001,83.949997,81.120003,81.690002,1296500,74.908846
2013-06-21,82.300003,82.949997,81.769997,82.580002,1119800,75.724965
2013-06-24,81.830002,82.75,81.300003,81.910004,976500,75.110584
2013-06-25,82.419998,82.580002,81.529999,82.279999,709200,75.449866
2013-06-26,82.779999,83.629997,82.779999,83.260002,697300,76.348518
2013-06-27,83.919998,84.5,83.300003,83.910004,716900,76.944563
2013-06-28,83.75,84.0,83.139999,83.139999,1740200,76.238477
2013-07-01,83.529999,84.169998,83.150002,83.800003,743000,76.843693
2013-07-02,83.68,84.050003,83.07,83.25,765400,76.339347
2013-07-03,83.099998,83.559998,82.529999,83.230003,460500,76.32101
2013-07-05,83.769997,83.849998,82.550003,83.82,467700,76.86203
2013-07-08,84.230003,84.660004,83.589996,84.309998,840800,77.311353
2013-07-09,84.709999,85.449997,84.610001,85.129997,672400,78.063284
2013-07-10,84.889999,85.160004,84.029999,84.699997,651600,77.668978
2013-07-11,85.529999,85.830002,85.0,85.339996,811000,78.255851
2013-07-12,85.279999,85.900002,85.050003,85.839996,2346400,78.714345
2013-07-15,86.07,86.389999,85.510002,86.300003,2457700,79.136166
2013-07-16,86.610001,86.910004,85.889999,86.839996,2538900,79.631334
2013-07-17,86.860001,87.029999,86.0,86.25,742800,79.090314
2013-07-18,86.25,87.099998,86.160004,87.019997,860900,79.796393
2013-07-19,87.019997,87.599998,86.599998,87.449997,2114800,80.190698
2013-07-22,86.470001,86.559998,85.709999,86.400002,791200,79.876373
2013-07-23,86.32,86.400002,85.300003,85.599998,819000,79.136774
2013-07-24,85.779999,85.790001,84.970001,85.120003,661200,78.69302
2013-07-25,84.839996,85.629997,84.790001,85.330002,726500,78.887164
2013-07-26,85.129997,85.989998,84.720001,85.970001,627900,79.47884
2013-07-29,85.800003,86.099998,85.550003,85.919998,474000,79.432612
2013-07-30,86.239998,86.739998,85.809998,86.029999,836900,79.534307
2013-07-31,86.230003,86.790001,85.779999,85.940002,1127600,79.451106
2013-08-01,86.699997,86.93,84.379997,84.830002,2019800,78.424916
2013-08-02,84.800003,85.349998,83.889999,85.32,1204300,78.877917
2013-08-05,85.169998,85.940002,84.989998,85.169998,885200,78.739241
2013-08-06,85.150002,85.82,85.099998,85.589996,937200,79.127527
2013-08-07,85.110001,86.25,85.110001,86.120003,1009300,79.617516
2013-08-08,86.57,86.669998,85.510002,86.349998,706000,79.830145
2013-08-09,86.209999,86.279999,85.650002,85.980003,499700,79.488087
2013-08-12,85.529999,86.160004,85.279999,86.160004,455800,79.654496
2013-08-13,86.400002,86.639999,85.940002,86.389999,701300,79.867126
2013-08-14,86.550003,86.610001,85.120003,85.419998,944800,78.970365
2013-08-15,85.040001,85.220001,84.110001,84.5,969000,78.119831
2013-08-16,84.330002,84.559998,83.970001,84.089996,719500,77.740785
2013-08-19,83.900002,84.339996,83.610001,83.970001,559700,77.62985
2013-08-20,83.970001,84.800003,83.790001,84.389999,595300,78.018136
2013-08-21,83.959999,84.400002,83.300003,83.68,809000,77.361745
2013-08-22,83.669998,84.110001,82.919998,83.889999,720400,77.555888
2013-08-23,83.830002,84.449997,83.650002,84.290001,489400,77.925688
2013-08-26,84.300003,84.419998,83.029999,83.080002,888500,76.80705
2013-08-27,82.639999,82.900002,82.260002,82.690002,748700,76.446497
2013-08-28,82.540001,82.589996,81.709999,81.970001,750200,75.78086
2013-08-29,81.760002,82.75,81.540001,82.410004,559500,76.18764
2013-08-30,82.599998,82.889999,82.25,82.699997,933800,76.455737
2013-09-03,83.25,83.459999,82.510002,82.720001,917800,76.474231
2013-09-04,82.599998,83.370003,82.419998,82.970001,738100,76.705355
2013-09-05,82.800003,83.019997,81.970001,82.339996,638700,76.122918
2013-09-06,82.419998,82.809998,81.720001,82.330002,561000,76.113678
2013-09-09,82.339996,83.379997,82.339996,83.32,646400,77.028927
2013-09-10,83.690002,83.989998,83.300003,83.580002,595700,77.269297
2013-09-11,83.550003,83.970001,83.019997,83.82,553100,77.491174
2013-09-12,83.660004,84.230003,83.599998,84.019997,579300,77.67607
2013-09-13,83.980003,84.360001,83.830002,83.910004,682200,77.574382
2013-09-16,84.480003,84.949997,84.410004,84.480003,746400,78.101344
2013-09-17,84.660004,84.970001,84.260002,84.449997,591600,78.073603
2013-09-18,83.790001,84.589996,82.830002,84.419998,2556200,78.04587
2013-09-19,84.5,84.5,83.300003,84.080002,1566400,77.731545
2013-09-20,83.510002,83.580002,82.459999,82.599998,1830800,76.363289
2013-09-23,82.5,83.190002,82.0,82.830002,742200,76.575926
2013-09-24,82.919998,84.199997,82.669998,83.599998,1378600,77.287784
2013-09-25,83.860001,84.160004,82.040001,82.169998,1397100,75.965756
2013-09-26,82.349998,82.889999,82.290001,82.779999,613900,76.529698
2013-09-27,82.580002,82.769997,81.75,82.209999,639800,76.002737
2013-09-30,81.839996,82.599998,81.25,81.720001,1221700,75.549736
2013-10-01,81.75,82.150002,81.349998,82.139999,928200,75.938022
2013-10-02,82.139999,82.699997,81.410004,82.68,1375200,76.43725
2013-10-03,82.650002,83.75,81.68,82.690002,1814200,76.446497
2013-10-04,82.639999,82.769997,81.459999,81.57,1485900,75.41106
2013-10-07,81.440002,82.099998,80.410004,81.620003,1206100,75.457288
2013-10-08,81.470001,82.449997,80.199997,81.489998,1330500,75.337099
2013-10-09,81.489998,82.839996,81.300003,81.970001,1511500,75.78086
2013-10-10,82.769997,83.529999,82.360001,83.510002,822400,77.204583
2013-10-11,83.309998,84.32,83.199997,84.309998,615900,77.944175
2013-10-14,83.900002,84.559998,83.800003,84.480003,671500,78.101344
2013-10-15,84.209999,84.449997,83.669998,83.800003,644700,77.472687
2013-10-16,84.190002,85.730003,84.120003,85.68,1297000,79.210735
2013-10-17,84.370003,85.349998,83.519997,85.25,1906300,78.813202
2013-10-18,85.349998,86.0,85.220001,85.75,1663300,79.27545
2013-10-21,85.580002,85.660004,85.099998,85.5,655100,79.044326
2013-10-22,85.919998,87.699997,85.830002,87.389999,1306400,80.791621
2013-10-23,86.989998,87.830002,86.989998,87.449997,967900,80.847089
2013-10-24,87.300003,88.529999,87.160004,88.389999,1360600,81.716116
2013-10-25,88.5,88.970001,88.25,88.639999,1041500,81.94724
2013-10-28,87.800003,89.75,87.800003,89.260002,2095400,83.18675
2013-10-29,89.480003,90.529999,89.379997,90.510002,1773800,84.3517
2013-10-30,90.410004,90.57,89.82,90.139999,2028400,84.006873
2013-10-31,90.0,92.0,89.389999,90.190002,2732600,84.053473
2013-11-01,89.559998,90.5,89.169998,89.610001,1881700,83.512935
2013-11-04,89.949997,90.050003,88.790001,89.709999,1156900,83.60613
2013-11-05,89.379997,90.57,89.239998,90.160004,1403200,84.025516
2013-11-06,90.599998,92.010002,90.150002,91.5,1594300,85.274339
2013-11-07,91.639999,92.190002,90.349998,90.5,1069500,84.342379
2013-11-08,90.25,90.449997,89.269997,89.879997,1459200,83.764561
2013-11-11,89.800003,90.639999,89.769997,90.239998,927200,84.100067
2013-11-12,90.0,91.120003,89.910004,91.040001,972300,84.845638
2013-11-13,90.629997,92.489998,90.629997,92.419998,1246100,86.13174
2013-11-14,92.07,92.989998,92.040001,92.940002,1026200,86.616363
2013-11-15,92.75,93.610001,92.699997,93.599998,1383800,87.231453
2013-11-18,93.800003,93.800003,92.440002,92.620003,1588100,86.318137
2013-11-19,92.290001,92.699997,92.029999,92.080002,876500,85.814877
2013-11-20,92.0,93.010002,92.0,92.510002,730000,86.21562
2013-11-21,92.889999,94.110001,92.690002,93.910004,1190900,87.520366
2013-11-22,93.809998,94.050003,93.370003,93.699997,954100,87.324648
2013-11-25,92.639999,93.209999,92.220001,92.639999,1367200,86.336773
2013-11-26,92.589996,93.470001,92.480003,93.010002,1258700,86.6816
2013-11-27,93.209999,93.370003,92.489998,93.160004,678100,86.821396
2013-11-29,93.470001,93.760002,93.040001,93.169998,287800,86.83071
2013-12-02,93.43,93.43,92.339996,92.529999,1056000,86.234256
2013-12-03,92.32,93.309998,92.260002,93.290001,804800,86.942548
2013-12-04,92.730003,93.989998,92.07,93.830002,2015500,87.445807
2013-12-05,93.449997,93.599998,92.580002,92.949997,1562600,86.625678
2013-12-06,93.610001,95.900002,93.519997,95.830002,1725700,89.309727
2013-12-09,95.860001,96.760002,95.489998,95.779999,1617300,89.263126
2013-12-10,95.669998,95.690002,94.099998,94.510002,1249000,88.07954
2013-12-11,94.739998,95.629997,94.43,94.599998,754000,88.163413
2013-12-12,94.790001,95.129997,93.199997,93.309998,1396700,86.961184
2013-12-13,93.589996,93.669998,92.940002,93.25,579200,86.905269
2013-12-16,93.540001,94.25,93.0,93.339996,775300,86.989142
2013-12-17,93.190002,93.279999,91.540001,92.239998,979600,85.963987
2013-12-18,92.290001,93.43,91.559998,93.400002,1572300,87.045064
2013-12-19,93.379997,93.5,92.239998,92.540001,884400,86.243578
2013-12-20,92.730003,93.190002,92.510002,92.959999,1146500,86.635
2013-12-23,93.169998,93.419998,92.269997,92.489998,805400,86.196977
2013-12-24,92.75,93.110001,92.389999,92.660004,333500,86.355416
2013-12-26,93.029999,93.029999,92.379997,92.690002,407200,86.383373
2013-12-27,93.099998,93.5,93.0,93.279999,493500,86.933226
2013-12-30,92.959999,93.779999,92.809998,93.699997,638300,87.324648
2013-12-31,93.760002,93.849998,92.449997,92.760002,899400,86.44861
2014-01-02,92.75,92.75,90.650002,91.160004,1353300,84.957476
2014-01-03,91.720001,91.75,90.809998,91.489998,837000,85.265017
2014-01-06,91.879997,92.169998,90.730003,91.110001,907900,84.910875
2014-01-07,91.540001,91.760002,90.290001,90.489998,1658100,84.333057
2014-01-08,89.550003,89.720001,88.699997,88.989998,2797100,82.935117
2014-01-09,89.290001,89.790001,88.879997,89.129997,1777000,83.065591
2014-01-10,89.349998,89.739998,89.089996,89.279999,1107700,83.205386
2014-01-13,89.25,90.029999,88.610001,89.099998,1577200,83.037633
2014-01-14,89.519997,89.709999,88.599998,89.669998,1188500,83.56885
2014-01-15,89.669998,89.989998,89.120003,89.68,1273300,83.578172
2014-01-16,89.470001,90.239998,89.099998,90.120003,1395600,83.988237
2014-01-17,90.0,90.190002,89.410004,89.970001,2565700,83.848441
2014-01-21,90.589996,91.019997,89.800003,90.110001,1391700,83.978915
2014-01-22,90.260002,90.720001,89.330002,89.900002,1075400,83.783204
2014-01-23,89.279999,89.650002,88.779999,89.25,870600,83.177429
2014-01-24,89.440002,91.410004,88.599998,88.830002,2419500,82.786007
2014-01-27,88.169998,88.389999,87.360001,87.449997,1553400,82.156554
2014-01-28,87.449997,88.900002,87.309998,88.400002,1030800,83.049054
2014-01-29,87.599998,87.620003,86.339996,87.080002,1589400,81.808955
2014-01-30,88.120003,88.139999,87.360001,87.470001,1076200,82.175348
2014-01-31,86.629997,88.57,86.410004,88.269997,1814500,82.926918
2014-02-03,88.510002,88.660004,86.07,86.360001,2652800,81.132537
2014-02-04,86.309998,86.900002,84.389999,85.809998,2844400,80.615826
2014-02-05,84.620003,85.129997,83.699997,84.559998,2126800,79.44149
2014-02-06,84.580002,85.150002,84.169998,85.059998,1110900,79.911224
2014-02-07,85.330002,85.68,85.040001,85.629997,1014700,80.446721
2014-02-10,85.440002,86.120003,85.120003,86.120003,1190700,80.907066
2014-02-11,86.230003,87.089996,85.949997,86.830002,1194200,81.574088
2014-02-12,86.919998,87.220001,86.339996,86.540001,786900,81.301641
2014-02-13,86.07,87.290001,86.07,86.959999,761100,81.696216
2014-02-14,86.940002,88.57,86.779999,88.110001,1010700,82.776607
2014-02-18,88.07,88.120003,86.980003,87.349998,1065100,82.062609
2014-02-19,87.099998,87.57,86.660004,86.870003,798400,81.611668
2014-02-20,86.989998,87.830002,86.830002,86.949997,1260200,81.68682
2014-02-21,87.279999,87.790001,86.980003,87.010002,879800,81.743193
2014-02-24,86.830002,87.760002,86.75,87.059998,970200,81.790162
2014-02-25,87.239998,87.599998,86.699997,86.809998,1231200,81.555295
2014-02-26,87.279999,87.400002,86.300003,86.470001,1059900,81.235879
2014-02-27,86.209999,86.910004,85.889999,86.769997,980100,81.517715
2014-02-28,86.800003,87.720001,86.5,87.279999,1036000,81.996846
2014-03-03,86.610001,86.720001,86.059998,86.660004,1136200,81.41438
2014-03-04,86.980003,87.650002,86.690002,87.559998,1390500,82.259896
2014-03-05,87.269997,87.410004,86.410004,86.559998,949500,81.320427
2014-03-06,86.540001,87.129997,86.410004,86.629997,785000,81.38619
2014-03-07,86.739998,86.949997,86.129997,86.440002,844800,81.207696
2014-03-10,86.419998,86.870003,86.32,86.709999,670500,81.461349
2014-03-11,86.940002,87.230003,86.480003,86.580002,604000,81.339221
2014-03-12,86.129997,86.910004,86.120003,86.790001,702600,81.536508
2014-03-13,86.980003,87.940002,86.769997,86.82,1076500,81.564691
2014-03-14,86.739998,87.489998,86.629997,87.370003,1008800,82.081402
2014-03-17,87.580002,88.040001,87.510002,87.830002,578400,82.513557
2014-03-18,87.839996,88.550003,87.809998,88.230003,614300,82.889346
2014-03-19,88.18,88.480003,86.980003,87.279999,582000,81.996846
2014-03-20,87.25,87.650002,87.029999,87.370003,562400,82.081402
2014-03-21,87.940002,88.57,87.470001,87.540001,1533000,82.24111
2014-03-24,87.940002,88.559998,87.620003,88.029999,963600,82.701448
2014-03-25,88.360001,88.379997,87.169998,87.25,1228300,81.968663
2014-03-26,87.550003,88.199997,87.309998,87.900002,1277400,82.57932
2014-03-27,87.980003,90.400002,87.800003,88.050003,1700800,82.720241
2014-03-28,88.330002,88.370003,87.860001,88.089996,904700,82.757814
2014-03-31,88.309998,88.489998,87.260002,88.010002,1406500,82.682662
2014-04-01,87.980003,87.980003,86.940002,87.910004,1036100,82.588716
2014-04-02,87.720001,88.519997,87.43,87.889999,904200,82.569923
2014-04-03,88.160004,88.339996,87.629997,88.25,1048500,82.908132
2014-04-04,88.580002,89.099998,88.32,88.489998,1037200,83.133603
2014-04-07,88.599998,90.099998,88.599998,88.790001,1999000,83.415446
2014-04-08,88.739998,89.779999,88.389999,89.739998,1204200,84.307939
2014-04-09,89.93,90.43,89.129997,89.260002,1486500,83.856998
2014-04-10,89.32,90.300003,88.849998,88.870003,1462100,83.490606
2014-04-11,88.739998,89.529999,88.120003,88.239998,1101500,82.898736
2014-04-14,88.540001,89.139999,88.489998,88.919998,883900,83.537575
2014-04-15,89.199997,90.050003,89.019997,89.879997,1175800,84.439464
2014-04-16,90.080002,90.879997,89.889999,90.510002,918100,85.031334
2014-04-17,90.290001,90.910004,89.970001,90.839996,996000,85.341353
2014-04-21,90.040001,90.379997,89.550003,90.019997,951400,85.237199
2014-04-22,89.940002,90.089996,88.849998,88.970001,1278300,84.242991
2014-04-23,89.0,89.389999,88.75,88.989998,842100,84.261925
2014-04-24,89.129997,89.529999,88.910004,89.120003,908100,84.385022
2014-04-25,89.0,90.160004,88.980003,90.029999,1070400,85.24667
2014-04-28,90.169998,91.800003,90.169998,91.57,1654700,86.70485
2014-04-29,91.739998,92.419998,90.940002,91.129997,1084300,86.288225
2014-04-30,91.160004,91.559998,90.519997,90.699997,1837900,85.881071
2014-05-01,88.690002,89.989998,87.5,89.400002,2376000,84.650145
2014-05-02,89.339996,90.32,88.339996,89.580002,1864200,84.820582
2014-05-05,88.690002,88.839996,87.0,87.309998,3502100,82.671183
2014-05-06,87.309998,88.0,86.559998,87.349998,2246100,82.709059
2014-05-07,87.480003,88.269997,87.360001,87.870003,1358400,83.201435
2014-05-08,87.739998,88.110001,87.459999,88.010002,1254600,83.333997
2014-05-09,88.18,88.620003,87.93,88.510002,1051500,83.807431
2014-05-12,88.639999,88.639999,87.760002,88.199997,1422000,83.513897
2014-05-13,88.449997,88.959999,88.139999,88.93,1023100,84.205115
2014-05-14,88.82,89.790001,88.82,89.129997,1275600,84.394486
2014-05-15,88.830002,89.169998,88.239998,88.349998,866100,83.655929
2014-05-16,88.449997,88.870003,88.190002,88.650002,659400,83.939993
2014-05-19,88.400002,88.620003,88.080002,88.360001,623700,83.665399
2014-05-20,88.360001,88.919998,87.93,88.360001,787300,83.665399
2014-05-21,88.510002,88.699997,87.970001,88.589996,565900,83.883175
2014-05-22,88.360001,88.639999,87.839996,88.059998,729900,83.381336
2014-05-23,88.279999,88.620003,88.07,88.330002,687400,83.636995
2014-05-27,88.410004,88.5,88.019997,88.239998,535100,83.551773
2014-05-28,88.389999,88.800003,88.139999,88.470001,688000,83.769556
2014-05-29,88.610001,89.519997,88.5,89.480003,819300,84.725896
2014-05-30,89.239998,89.830002,89.239998,89.620003,921100,84.858457
2014-06-02,89.470001,89.699997,88.620003,88.860001,815400,84.138834
2014-06-03,88.93,88.980003,88.120003,88.5,962200,83.797961
2014-06-04,88.440002,89.0,88.25,88.970001,995700,84.242991
2014-06-05,89.309998,89.449997,88.779999,89.43,636000,84.67855
2014-06-06,89.379997,89.699997,89.18,89.5,536100,84.74483
2014-06-09,89.230003,93.050003,89.190002,92.660004,4837200,87.736942
2014-06-10,92.849998,93.43,91.209999,91.690002,2105900,86.818477
2014-06-11,91.589996,91.760002,90.43,91.230003,1044800,86.382918
2014-06-12,91.150002,91.209999,89.959999,90.400002,1053500,85.597014
2014-06-13,90.400002,90.730003,89.900002,90.07,823200,85.284546
2014-06-16,89.849998,90.599998,89.849998,90.139999,740500,85.350826
2014-06-17,90.25,90.669998,89.900002,90.57,907200,85.75798
2014-06-18,90.129997,91.330002,90.029999,91.279999,715900,86.430257
2014-06-19,91.43,92.150002,91.360001,92.110001,754600,87.216161
2014-06-20,92.160004,92.230003,91.599998,91.709999,854500,86.837411
2014-06-23,91.849998,91.989998,91.139999,91.339996,719200,86.487067
2014-06-24,91.230003,91.730003,91.010002,91.480003,600800,86.619635
2014-06-25,91.150002,91.529999,90.93,91.279999,606300,86.430257
2014-06-26,91.230003,91.330002,90.529999,91.120003,758900,86.278762
2014-06-27,91.0,91.839996,90.839996,91.699997,651900,86.827941
2014-06-30,91.510002,92.25,91.199997,91.400002,710400,86.543884
2014-07-01,91.160004,91.5,90.080002,91.260002,954200,86.411323
2014-07-02,91.349998,91.760002,91.260002,91.709999,615200,86.837411
2014-07-03,91.830002,92.25,91.599998,91.900002,551400,87.017319
2014-07-07,91.779999,92.290001,91.690002,92.120003,522600,87.225631
2014-07-08,92.25,92.739998,92.010002,92.07,800700,87.178285
2014-07-09,92.239998,92.949997,92.07,92.809998,621800,87.878966
2014-07-10,92.339996,93.309998,92.220001,93.029999,746100,88.087279
2014-07-11,92.889999,93.089996,92.599998,92.769997,563600,87.841091
2014-07-14,93.059998,93.480003,92.75,93.129997,644800,88.181964
2014-07-15,93.150002,93.339996,92.269997,92.489998,1191000,87.575968
2014-07-16,92.709999,92.93,92.459999,92.629997,710300,87.70853
2014-07-17,92.639999,92.739998,92.029999,92.040001,659500,87.14988
2014-07-18,92.0,92.269997,91.57,92.25,1094200,87.348722
2014-07-21,91.099998,91.160004,90.470001,90.910004,1132500,86.776012
2014-07-22,90.860001,90.959999,90.279999,90.339996,862000,86.231924
2014-07-23,90.220001,90.489998,89.870003,90.18,753200,86.079204
2014-07-24,90.470001,90.660004,90.260002,90.540001,738000,86.422834
2014-07-25,90.370003,90.559998,89.339996,89.480003,735200,85.411038
2014-07-28,89.419998,89.93,89.029999,89.379997,711800,85.31558
2014-07-29,89.620003,89.879997,88.639999,88.669998,923200,84.637867
2014-07-30,88.900002,89.190002,87.809998,88.050003,1170700,84.046065
2014-07-31,87.75,88.089996,86.610001,86.870003,1487800,82.919723
2014-08-01,87.290001,89.849998,87.290001,89.199997,2561300,85.143765
2014-08-04,88.949997,88.989998,86.309998,86.389999,2182100,82.461548
2014-08-05,86.440002,87.209999,86.029999,86.480003,1207400,82.547459
2014-08-06,86.489998,88.18,86.309998,88.110001,1284600,84.103334
2014-08-07,88.099998,88.290001,87.120003,87.239998,888700,83.272894
2014-08-08,87.160004,88.309998,87.139999,88.25,920600,84.236967
